from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WD,WS,RF,to date,station
17-Apr-2019 - 00:00,35.63,15.21,4.54,30.59,3.88,0.39,22.94,19.5,39.82,1.73,5.01,3.01,13.23,7.9,67.23,353.04,123.48,3.21,0.0,18-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Apr-2019 - 00:00,33.29,14.2,4.87,29.26,7.89,0.44,27.63,32.16,49.11,2.54,6.54,2.48,7.99,4.04,62.34,448.62,192.39,2.27,0.0,19-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Apr-2019 - 00:00,40.1,19.12,6.72,26.39,9.02,0.55,21.3,54.17,94.79,2.75,6.99,2.62,8.29,3.94,48.38,434.1,279.84,1.96,0.0,20-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Apr-2019 - 00:00,52.88,30.12,11.83,31.3,10.07,0.66,18.81,60.27,122.85,2.02,8.8,2.77,7.92,3.7,41.24,429.12,234.36,1.52,0.0,21-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Apr-2019 - 00:00,50.99,28.97,11.64,39.8,6.42,0.78,16.85,73.89,148.83,2.98,10.84,2.67,12.84,6.05,34.48,452.82,259.95,2.34,0.0,22-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Apr-2019 - 00:00,48.76,26.0,9.15,30.37,7.12,0.86,20.47,87.88,165.92,3.38,10.17,2.77,11.49,5.43,33.24,481.29,230.66,2.05,0.0,23-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Apr-2019 - 00:00,52.34,36.81,20.3,32.09,7.81,0.92,19.51,92.67,214.69,3.57,10.19,3.22,9.77,4.67,30.76,501.92,225.09,2.83,0.0,24-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Apr-2019 - 00:00,47.82,22.58,5.85,33.13,3.78,0.7,54.06,73.25,189.29,3.84,10.12,2.91,12.16,5.64,33.2,383.38,149.19,2.89,0.0,25-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Apr-2019 - 00:00,43.43,19.13,4.22,36.86,4.04,0.68,55.93,72.19,207.41,5.05,9.67,2.44,12.45,5.88,39.1,408.62,119.42,2.98,0.0,26-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Apr-2019 - 00:00,41.84,19.85,6.18,35.86,5.19,0.63,37.73,76.15,170.92,4.26,9.39,2.37,12.4,5.81,31.79,433.08,264.98,2.52,0.0,27-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Apr-2019 - 00:00,34.01,14.75,3.95,32.8,4.16,0.44,32.34,59.47,200.55,3.02,7.57,2.26,10.43,4.81,23.52,468.59,303.25,3.63,0.0,28-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Apr-2019 - 00:00,35.49,15.56,5.0,32.41,3.96,0.41,26.99,63.23,195.13,2.44,6.61,2.15,10.0,4.75,18.99,477.71,298.92,3.21,0.0,29-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Apr-2019 - 00:00,72.47,45.19,17.22,16.67,7.89,0.71,18.78,69.39,193.44,4.51,18.58,2.16,9.13,4.29,18.4,453.51,252.88,2.34,0.0,30-Apr-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Apr-2019 - 00:00,106.05,86.3,46.78,1.26,5.74,0.89,16.38,91.63,218.16,10.55,4.42,2.1,11.32,5.24,13.21,402.36,141.42,2.68,0.0,01-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-May-2019 - 00:00,86.53,91.43,43.77,0.81,6.87,0.76,27.66,83.06,206.65,10.62,4.34,2.07,11.42,5.39,22.76,412.1,130.99,2.25,0.0,02-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-May-2019 - 00:00,54.43,86.42,34.46,31.68,4.31,0.7,33.32,69.2,203.79,9.53,2.94,1.91,10.13,4.76,30.99,387.5,87.41,4.31,0.0,03-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-May-2019 - 00:00,29.95,29.65,4.27,25.83,,,,118.62,144.09,8.41,2.55,2.03,6.54,3.28,27.95,330.76,143.83,2.97,0.0,04-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-May-2019 - 00:00,27.88,29.6,5.58,57.36,7.17,0.46,24.73,85.22,144.52,7.94,1.87,2.08,7.99,3.81,24.77,383.2,290.68,2.76,0.0,05-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-May-2019 - 00:00,31.23,30.27,3.47,109.53,12.33,0.85,30.93,127.32,211.97,9.82,2.18,2.08,9.72,4.69,22.86,507.93,277.62,2.76,0.0,06-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-May-2019 - 00:00,37.24,56.44,22.31,101.5,,1.39,15.35,138.37,271.6,,,,0.0,0.0,,,304.79,1.54,0.0,07-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-May-2019 - 00:00,35.39,57.97,26.13,129.28,9.19,1.04,22.11,129.98,309.27,6.4,1.95,5.44,25.2,16.96,13.19,488.38,256.12,2.75,0.0,08-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-May-2019 - 00:00,38.75,54.96,27.95,121.11,10.52,1.19,23.68,120.78,319.02,13.12,2.65,2.56,17.15,9.87,18.54,428.53,266.79,2.97,0.0,09-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-May-2019 - 00:00,45.5,28.83,4.77,69.02,7.43,0.9,21.13,111.41,327.26,10.81,2.25,2.18,10.95,5.7,19.74,404.1,262.63,3.03,0.0,10-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-May-2019 - 00:00,39.4,20.49,1.55,61.52,2.99,0.51,20.58,71.38,242.93,8.5,1.69,1.9,9.17,4.69,21.02,398.85,266.38,3.21,0.0,11-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-May-2019 - 00:00,28.19,15.38,3.62,44.51,4.87,1.25,31.99,61.93,189.35,6.28,1.79,1.86,5.97,3.15,22.44,642.77,301.7,2.93,0.0,12-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-May-2019 - 00:00,31.69,15.82,1.59,41.7,4.46,1.0,27.6,140.59,314.49,8.21,2.02,1.98,10.17,5.14,30.6,395.34,289.28,3.17,0.0,13-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-May-2019 - 00:00,24.87,13.24,3.52,27.24,7.47,1.21,34.98,143.63,238.72,10.76,2.4,2.08,9.25,4.63,35.05,288.53,251.85,2.73,0.0,14-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-May-2019 - 00:00,20.8,14.4,4.59,31.93,3.14,0.79,28.67,50.62,82.27,7.54,2.07,2.06,8.42,4.19,49.14,470.8,207.28,1.99,0.0,15-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-May-2019 - 00:00,17.95,27.27,18.46,31.75,4.86,1.51,29.09,70.91,147.0,13.65,4.78,2.47,18.33,8.49,52.4,296.9,128.76,3.11,0.0,16-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-May-2019 - 00:00,12.32,17.96,11.22,24.06,3.21,1.16,29.2,66.28,168.08,11.36,2.51,2.26,14.82,6.83,48.73,313.97,252.2,2.52,0.0,17-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-May-2019 - 00:00,12.33,14.84,7.81,19.98,2.81,0.87,31.51,62.67,190.91,8.58,2.09,2.22,9.7,4.32,57.21,319.42,197.3,2.65,0.03,18-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-May-2019 - 00:00,14.15,10.32,2.23,17.44,2.45,0.74,36.0,32.13,55.73,6.42,1.03,2.24,6.82,3.24,67.27,403.55,267.01,2.5,0.0,19-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-May-2019 - 00:00,14.88,9.35,1.5,14.84,3.42,0.88,30.23,53.87,91.85,8.27,1.43,2.43,9.23,4.29,42.21,458.94,290.88,2.65,0.0,20-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-May-2019 - 00:00,13.7,13.34,6.53,14.93,4.36,0.94,22.38,69.06,138.87,9.6,1.84,2.33,10.3,4.78,34.68,445.37,268.25,2.41,0.0,21-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-May-2019 - 00:00,9.06,11.62,7.76,9.21,5.08,0.85,21.48,60.02,126.72,8.49,1.89,2.93,16.5,9.84,9.28,391.41,266.97,2.31,0.0,22-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-May-2019 - 00:00,18.39,17.57,7.57,8.61,4.58,0.91,18.52,60.26,146.32,8.85,2.11,2.66,10.76,5.54,13.46,305.21,257.77,2.12,0.0,23-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-May-2019 - 00:00,39.23,31.84,9.07,12.65,5.81,1.02,25.31,73.48,156.1,9.82,2.46,2.66,10.04,4.61,16.39,307.3,212.49,2.25,0.02,24-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-May-2019 - 00:00,32.62,22.11,4.01,27.08,3.32,0.79,60.23,39.66,63.38,6.62,1.94,2.49,9.0,3.93,41.07,460.14,219.29,2.96,0.01,25-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-May-2019 - 00:00,28.3,16.58,1.02,22.84,3.23,0.65,64.35,32.77,69.36,6.82,2.03,2.39,10.31,4.55,45.01,412.99,302.32,3.38,0.0,26-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-May-2019 - 00:00,31.22,19.11,1.23,17.41,4.43,0.76,46.68,37.21,88.51,7.22,2.48,2.34,10.48,4.62,33.35,411.71,300.59,2.67,0.0,27-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-May-2019 - 00:00,35.96,23.3,3.92,16.11,5.61,0.84,45.75,9.38,112.18,7.65,2.52,2.39,9.09,3.95,25.19,396.4,291.59,2.74,0.0,28-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-May-2019 - 00:00,34.66,25.61,10.76,20.09,4.46,0.82,46.35,50.82,117.73,8.49,11.45,2.17,10.73,4.52,20.1,422.63,288.2,2.83,0.0,29-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-May-2019 - 00:00,38.01,23.74,6.29,23.15,5.93,0.97,43.57,43.79,127.75,10.6,4.95,2.15,12.19,5.07,22.56,502.07,280.32,2.25,0.0,30-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-May-2019 - 00:00,46.18,38.56,17.73,17.8,7.76,1.17,33.29,72.0,176.89,13.15,2.64,2.29,11.62,4.55,13.74,735.62,264.23,2.11,0.0,31-May-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
31-May-2019 - 00:00,35.25,24.54,9.14,14.21,7.18,0.81,32.64,65.5,222.14,8.35,1.59,2.11,7.7,3.14,19.64,488.53,270.09,2.36,0.0,01-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Jun-2019 - 00:00,41.25,35.57,18.3,19.57,6.12,1.05,54.9,70.71,193.64,11.53,12.69,2.26,12.32,4.8,26.84,476.66,172.41,2.25,0.0,02-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Jun-2019 - 00:00,31.9,15.72,1.82,23.38,4.45,1.09,118.91,56.32,156.11,9.97,4.0,2.37,14.13,5.78,43.77,440.99,86.58,3.1,0.0,03-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Jun-2019 - 00:00,27.83,12.82,1.51,16.28,2.77,0.91,135.47,54.15,206.43,8.27,2.12,2.54,12.17,5.0,46.02,435.3,102.82,3.84,0.0,04-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Jun-2019 - 00:00,33.1,17.09,2.72,15.46,3.72,1.01,118.66,43.46,127.03,7.92,4.31,2.63,10.7,4.32,43.58,449.23,90.48,3.18,0.0,05-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Jun-2019 - 00:00,37.83,22.08,4.28,15.84,3.84,1.05,40.44,59.12,156.34,11.74,3.4,2.87,15.99,6.42,39.14,421.57,99.68,2.49,0.0,06-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Jun-2019 - 00:00,28.72,20.63,9.3,9.77,3.29,0.8,21.74,67.2,159.75,7.76,1.9,2.6,9.09,3.81,31.72,452.42,167.38,2.75,0.0,07-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Jun-2019 - 00:00,29.82,16.66,3.54,10.49,3.04,0.88,24.59,45.87,99.45,7.25,2.01,2.6,9.35,3.96,42.57,478.83,94.81,2.42,0.0,08-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Jun-2019 - 00:00,35.29,22.01,5.6,9.59,3.73,0.91,20.65,53.7,128.79,8.88,2.73,2.54,12.05,4.88,33.32,528.45,245.34,2.34,0.0,09-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Jun-2019 - 00:00,39.74,34.47,17.51,8.21,5.88,1.06,15.1,76.99,166.01,10.81,2.4,2.62,10.96,4.46,21.85,511.76,234.55,2.05,0.0,10-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Jun-2019 - 00:00,42.92,65.26,38.07,11.51,5.49,1.0,15.61,61.83,164.95,11.29,2.18,2.66,10.82,4.2,21.37,533.92,265.98,2.23,0.0,11-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Jun-2019 - 00:00,29.66,24.38,13.12,8.96,5.34,0.89,8.01,98.17,371.56,9.41,1.51,2.5,7.79,3.15,20.53,441.21,235.27,2.73,0.0,12-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Jun-2019 - 00:00,23.24,12.11,3.41,14.48,3.18,0.62,24.87,56.5,183.61,6.01,1.44,2.29,7.53,3.21,38.8,443.22,95.82,4.68,0.0,13-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Jun-2019 - 00:00,25.77,12.21,1.91,14.98,2.91,0.71,17.76,43.06,115.4,6.23,1.46,2.35,8.16,3.46,40.33,468.82,212.73,2.59,0.0,14-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Jun-2019 - 00:00,24.88,16.05,7.11,11.81,3.02,0.56,13.89,40.04,120.92,6.33,1.23,2.38,9.47,4.57,26.33,535.59,285.5,3.02,0.0,15-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Jun-2019 - 00:00,22.58,17.58,9.53,8.56,3.7,0.56,11.26,63.68,187.47,9.54,1.27,2.32,7.75,3.29,23.08,487.03,274.01,3.1,0.0,16-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Jun-2019 - 00:00,9.47,4.88,4.07,13.4,1.65,0.31,13.52,33.1,95.16,4.98,0.82,2.16,6.46,3.0,54.71,292.68,264.3,3.92,0.0,17-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Jun-2019 - 00:00,12.68,7.18,4.54,13.53,2.0,0.33,13.63,28.04,74.41,5.17,0.79,2.1,6.13,2.83,49.7,230.22,233.45,3.32,0.0,18-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Jun-2019 - 00:00,16.32,9.62,4.63,11.3,1.94,0.39,13.41,24.82,44.42,5.09,1.02,2.27,8.79,4.35,63.43,115.68,234.97,3.24,0.03,19-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Jun-2019 - 00:00,28.67,31.3,22.83,17.39,2.64,0.57,15.68,58.29,138.33,8.72,17.52,2.27,10.57,4.47,45.79,555.12,185.53,1.79,0.0,20-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Jun-2019 - 00:00,24.16,13.52,5.28,16.9,1.44,0.43,15.47,24.35,84.79,5.44,2.51,2.14,7.95,3.54,51.94,530.73,134.78,2.18,0.0,21-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Jun-2019 - 00:00,35.85,22.34,9.27,18.28,3.01,0.64,21.47,56.28,134.04,9.94,2.36,2.44,10.73,4.84,48.6,393.08,196.29,2.05,0.0,22-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Jun-2019 - 00:00,23.19,19.16,10.97,10.12,2.5,0.58,15.12,47.98,102.48,8.1,1.78,2.21,9.48,4.12,39.24,547.16,245.51,2.11,0.0,23-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Jun-2019 - 00:00,11.03,8.47,7.04,7.84,1.74,0.49,23.37,34.86,83.79,6.53,1.58,2.2,7.97,3.75,49.77,466.75,104.68,3.39,0.0,24-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Jun-2019 - 00:00,16.64,10.67,5.77,14.98,1.24,0.46,22.44,21.64,66.55,5.49,1.06,2.1,6.78,3.24,67.15,228.0,103.76,3.12,0.0,25-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Jun-2019 - 00:00,27.13,15.49,4.12,20.17,2.5,0.69,52.84,41.38,82.37,8.38,9.97,2.03,9.47,4.16,58.0,261.93,146.28,1.6,0.0,26-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Jun-2019 - 00:00,18.65,9.45,3.03,14.64,2.17,0.52,40.62,40.86,78.53,7.4,8.27,2.0,9.46,4.11,48.53,453.09,272.98,2.3,0.0,27-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Jun-2019 - 00:00,23.27,15.08,6.54,11.53,1.84,0.55,32.6,54.79,163.78,7.55,2.8,2.02,8.42,3.68,45.0,398.44,286.85,2.59,0.0,28-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Jun-2019 - 00:00,20.03,13.04,6.13,11.92,2.23,0.45,24.26,51.01,168.76,7.96,1.13,1.98,7.55,3.42,41.69,399.83,270.79,3.11,0.0,29-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Jun-2019 - 00:00,19.28,15.49,9.2,18.28,2.62,0.43,19.29,46.95,187.91,5.89,3.3,3.12,17.41,11.1,35.98,480.6,263.27,2.61,0.0,30-Jun-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Jun-2019 - 00:00,16.58,13.11,7.93,12.81,2.33,0.42,23.0,51.92,197.04,6.57,1.29,2.02,8.44,4.42,35.3,433.96,254.04,2.94,0.0,01-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Jul-2019 - 00:00,16.48,11.76,6.29,11.66,2.45,0.36,24.87,40.62,126.37,5.51,1.18,1.97,7.08,3.43,39.8,456.73,236.34,2.11,0.0,02-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Jul-2019 - 00:00,10.52,6.58,4.52,12.63,2.16,0.5,41.63,48.97,149.43,6.2,1.18,1.99,7.36,3.45,46.44,420.93,196.18,2.65,0.0,03-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Jul-2019 - 00:00,30.7,31.45,17.41,20.69,1.49,0.51,53.98,32.18,81.03,6.34,1.21,1.93,7.48,3.49,54.28,453.15,122.75,2.4,0.0,04-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Jul-2019 - 00:00,17.06,11.42,5.41,16.33,1.85,0.42,41.32,23.04,62.24,5.76,1.16,1.9,7.54,3.48,60.7,353.99,154.07,2.76,0.06,05-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Jul-2019 - 00:00,30.16,23.22,8.29,12.96,1.44,0.7,48.11,41.01,51.35,6.37,1.27,1.88,6.81,3.24,74.72,,157.98,2.9,0.0,06-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Jul-2019 - 00:00,27.57,21.83,8.53,9.18,1.51,0.53,48.19,28.58,56.34,6.37,1.16,2.2,10.88,5.82,75.48,186.95,145.82,2.14,0.0,07-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Jul-2019 - 00:00,23.31,20.45,8.61,0.93,2.38,0.59,32.27,33.43,53.56,7.01,1.27,1.96,9.63,4.61,78.37,284.28,219.63,1.64,0.21,08-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Jul-2019 - 00:00,26.51,21.88,9.41,2.9,1.35,0.49,27.74,29.53,76.83,5.91,0.76,1.66,5.8,2.75,74.15,331.12,178.22,1.68,0.01,09-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Jul-2019 - 00:00,28.22,21.48,7.6,5.91,1.15,0.5,13.44,32.06,78.21,5.71,0.97,1.5,9.34,4.18,75.96,389.11,184.9,2.55,0.0,10-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Jul-2019 - 00:00,24.88,21.82,7.35,11.52,1.55,0.48,11.44,51.09,170.95,5.16,0.83,1.38,7.39,3.18,64.81,331.82,190.46,2.2,0.0,11-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Jul-2019 - 00:00,19.22,16.45,3.29,15.47,1.63,0.45,9.27,61.53,245.2,5.2,0.77,1.45,7.23,3.23,56.39,428.69,216.14,2.55,0.0,12-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Jul-2019 - 00:00,20.11,23.02,8.09,14.09,1.38,0.44,22.66,57.38,230.38,5.72,0.88,1.48,7.73,3.28,56.74,395.05,231.12,2.44,0.0,13-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Jul-2019 - 00:00,17.16,13.32,2.62,5.86,1.26,0.35,42.1,50.19,161.25,4.46,0.6,1.39,5.74,2.57,51.37,292.05,220.89,3.12,0.0,14-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Jul-2019 - 00:00,18.3,15.36,3.28,4.95,1.75,0.43,41.82,54.24,191.65,5.53,0.77,1.4,7.86,3.48,54.64,306.58,197.36,3.12,0.0,15-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Jul-2019 - 00:00,20.35,16.51,3.1,3.75,1.59,0.49,38.48,38.0,102.04,6.41,1.31,1.48,9.38,4.26,77.44,199.62,117.88,2.92,0.12,16-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Jul-2019 - 00:00,29.12,26.29,3.59,3.72,1.16,0.55,54.45,28.05,52.04,7.11,1.4,1.35,9.57,4.28,79.35,256.49,78.44,3.21,0.0,17-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Jul-2019 - 00:00,39.37,30.93,4.36,15.8,1.17,0.44,65.14,23.63,39.6,5.26,0.95,1.2,6.06,2.68,85.85,265.81,181.34,2.11,0.42,18-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Jul-2019 - 00:00,21.92,9.45,1.89,18.35,0.73,0.37,34.49,18.46,31.29,3.97,0.58,1.24,5.72,2.76,89.3,202.61,180.84,2.2,0.62,19-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Jul-2019 - 00:00,29.34,19.98,8.8,30.38,1.98,0.8,70.53,37.6,78.7,7.38,1.53,1.32,12.43,5.34,73.03,497.25,152.04,1.56,0.0,20-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Jul-2019 - 00:00,25.68,15.12,6.17,25.29,1.23,0.65,25.7,32.86,68.61,7.13,1.47,1.24,9.78,4.29,80.66,306.62,127.43,1.81,0.01,21-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Jul-2019 - 00:00,23.63,17.58,9.74,28.74,1.65,0.82,29.88,36.75,70.66,10.22,3.1,1.31,14.41,6.5,80.51,366.87,112.47,2.15,0.0,22-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Jul-2019 - 00:00,23.49,26.03,19.97,32.16,1.95,1.22,33.92,41.26,88.0,11.44,1.82,1.17,17.86,8.16,77.13,399.93,94.36,1.97,0.0,23-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Jul-2019 - 00:00,22.97,24.34,19.85,16.37,2.41,1.03,33.67,59.38,102.01,11.52,3.18,0.99,15.17,6.55,71.08,298.1,140.52,1.68,0.0,24-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Jul-2019 - 00:00,28.38,15.88,4.55,24.98,1.27,0.69,17.43,47.76,88.76,7.04,1.4,0.84,11.01,4.33,74.21,207.24,212.82,2.23,0.0,25-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Jul-2019 - 00:00,26.56,11.73,1.84,19.61,1.35,0.34,7.83,12.04,23.33,3.4,0.4,0.69,5.34,2.37,83.91,118.15,189.85,2.1,0.0,26-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Jul-2019 - 00:00,26.16,12.81,2.84,21.6,0.71,0.54,7.57,17.68,30.63,5.0,1.1,0.65,9.15,3.55,91.8,134.77,142.16,1.94,0.45,27-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Jul-2019 - 00:00,25.42,11.58,1.86,19.18,1.82,0.56,6.61,20.34,26.44,6.7,1.29,0.8,9.77,4.38,89.69,246.74,82.5,3.19,0.03,28-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Jul-2019 - 00:00,23.67,10.96,2.27,18.37,1.54,0.49,8.08,17.53,26.81,5.34,0.86,0.82,9.28,4.12,83.82,273.83,95.42,3.38,0.01,29-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Jul-2019 - 00:00,23.93,13.07,4.2,21.0,1.46,0.55,9.49,17.11,42.99,5.07,0.62,0.74,8.22,3.53,77.02,309.94,94.04,3.04,0.0,30-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Jul-2019 - 00:00,27.33,17.68,6.45,25.05,1.3,0.56,24.79,23.22,55.09,6.32,0.85,0.71,9.02,4.1,76.12,259.91,81.09,2.85,0.0,31-Jul-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
31-Jul-2019 - 00:00,34.88,43.04,38.49,40.07,2.02,0.62,59.75,27.41,49.2,5.36,0.73,0.65,5.78,2.6,76.31,258.7,105.31,2.5,0.0,01-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Aug-2019 - 00:00,47.94,27.47,15.22,39.44,2.16,0.63,48.55,27.19,56.72,4.57,0.53,0.64,3.33,1.58,72.7,337.64,119.9,2.67,0.0,02-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
