from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,to date,station
21-Jun-2019 - 00:00,171.74,65.33,20.8,27.63,48.43,0.95,,71.36,0.9,22-Jun-2019 - 00:00,"Aya Nagar, Delhi - IMD"
22-Jun-2019 - 00:00,166.34,91.15,28.36,29.62,57.98,0.95,,81.54,0.95,23-Jun-2019 - 00:00,"Aya Nagar, Delhi - IMD"
23-Jun-2019 - 00:00,99.65,45.75,34.29,27.14,61.43,0.9,,68.68,0.68,24-Jun-2019 - 00:00,"Aya Nagar, Delhi - IMD"
24-Jun-2019 - 00:00,58.83,25.28,40.05,28.65,68.7,0.8,,50.55,0.73,25-Jun-2019 - 00:00,"Aya Nagar, Delhi - IMD"
25-Jun-2019 - 00:00,,50.99,27.99,25.64,53.64,0.84,,75.72,1.08,26-Jun-2019 - 00:00,"Aya Nagar, Delhi - IMD"
26-Jun-2019 - 00:00,,68.57,18.02,20.71,38.31,0.82,,74.7,1.11,27-Jun-2019 - 00:00,"Aya Nagar, Delhi - IMD"
27-Jun-2019 - 00:00,,54.32,17.95,11.46,16.05,0.86,,69.22,0.86,28-Jun-2019 - 00:00,"Aya Nagar, Delhi - IMD"
28-Jun-2019 - 00:00,,38.6,5.41,12.64,11.51,0.85,,56.43,1.23,29-Jun-2019 - 00:00,"Aya Nagar, Delhi - IMD"
29-Jun-2019 - 00:00,,41.46,6.95,14.11,17.21,0.89,,53.18,0.53,30-Jun-2019 - 00:00,"Aya Nagar, Delhi - IMD"
30-Jun-2019 - 00:00,,44.75,0.99,14.34,8.99,0.97,,57.2,0.48,01-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
01-Jul-2019 - 00:00,,69.72,3.69,10.67,10.13,1.02,,69.53,0.62,02-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
02-Jul-2019 - 00:00,,61.84,5.45,8.87,14.32,1.08,,89.87,1.31,03-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
03-Jul-2019 - 00:00,,49.34,28.47,34.56,24.78,1.11,,51.84,0.86,04-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
04-Jul-2019 - 00:00,,30.6,51.25,42.16,6.87,1.12,,35.68,0.24,05-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
05-Jul-2019 - 00:00,,35.27,149.65,8.02,16.71,1.16,,30.66,1.48,06-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
06-Jul-2019 - 00:00,,42.87,9.23,11.34,9.38,1.21,,38.41,0.98,07-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
07-Jul-2019 - 00:00,,61.97,44.22,22.52,61.41,1.16,,49.41,0.6,08-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
08-Jul-2019 - 00:00,24.01,68.16,39.42,26.95,58.66,1.23,,48.24,1.08,09-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
09-Jul-2019 - 00:00,,35.02,14.19,28.29,42.48,1.1,,35.52,0.92,10-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
10-Jul-2019 - 00:00,,62.6,8.21,25.97,33.42,0.67,,30.96,0.56,11-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
11-Jul-2019 - 00:00,,61.45,7.8,25.26,30.5,0.64,,37.71,0.53,12-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
12-Jul-2019 - 00:00,,53.52,3.4,21.92,16.98,0.67,,25.07,0.57,13-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
13-Jul-2019 - 00:00,,56.72,29.4,21.67,32.94,0.61,,31.81,0.61,14-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
14-Jul-2019 - 00:00,,53.86,53.01,29.98,82.99,0.63,,41.62,0.02,15-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
15-Jul-2019 - 00:00,,48.95,17.98,18.55,35.68,0.63,,31.76,0.07,16-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
16-Jul-2019 - 00:00,,27.68,10.99,16.37,27.36,0.69,,36.54,0.0,17-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
17-Jul-2019 - 00:00,,43.96,22.07,19.28,41.35,0.68,,36.29,0.69,18-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
18-Jul-2019 - 00:00,,23.15,25.73,21.87,47.61,0.65,,29.78,0.58,19-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
19-Jul-2019 - 00:00,,59.86,31.03,34.66,65.69,0.71,0.0,42.57,0.76,20-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
20-Jul-2019 - 00:00,,36.82,10.73,44.26,54.98,0.69,,35.77,0.73,21-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
21-Jul-2019 - 00:00,,72.61,64.26,61.22,125.4,0.66,0.0,44.44,0.87,22-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
22-Jul-2019 - 00:00,72.5,62.61,87.71,67.71,78.25,0.89,,43.16,0.96,23-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
23-Jul-2019 - 00:00,110.86,59.4,74.3,63.83,138.1,1.03,,54.25,1.03,24-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
24-Jul-2019 - 00:00,90.64,52.29,74.3,63.83,138.1,1.08,,49.98,0.95,25-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
25-Jul-2019 - 00:00,45.14,20.13,54.9,57.33,94.68,1.13,,31.27,1.33,26-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
26-Jul-2019 - 00:00,37.02,23.64,31.84,51.43,83.27,1.18,,31.74,0.61,27-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
27-Jul-2019 - 00:00,30.23,23.47,48.18,53.82,101.77,1.18,0.0,34.11,0.81,28-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
28-Jul-2019 - 00:00,27.2,16.07,37.51,51.78,89.3,1.22,,33.97,0.37,29-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
29-Jul-2019 - 00:00,43.79,26.29,56.07,57.82,113.88,1.22,,30.84,0.61,30-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
30-Jul-2019 - 00:00,58.34,27.35,42.36,53.64,96.0,1.23,,32.2,0.0,31-Jul-2019 - 00:00,"Aya Nagar, Delhi - IMD"
31-Jul-2019 - 00:00,54.52,30.61,52.02,56.36,108.38,1.23,,33.99,0.0,01-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
01-Aug-2019 - 00:00,47.64,38.15,51.33,56.39,107.72,1.25,,36.1,0.38,02-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
02-Aug-2019 - 00:00,29.76,35.29,42.13,53.15,95.27,1.26,,31.09,0.8,03-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
03-Aug-2019 - 00:00,41.07,26.45,43.1,53.24,96.34,1.28,,26.5,0.9,04-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
04-Aug-2019 - 00:00,74.84,21.66,43.85,53.89,97.74,1.29,,32.98,1.02,05-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
05-Aug-2019 - 00:00,80.24,22.84,49.21,55.51,104.71,1.31,,33.87,1.03,06-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
06-Aug-2019 - 00:00,43.4,10.79,43.96,53.89,97.85,1.32,,25.84,0.81,07-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
07-Aug-2019 - 00:00,62.26,14.24,61.31,59.53,120.86,1.33,,32.9,1.0,08-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
08-Aug-2019 - 00:00,61.53,29.11,76.86,69.55,146.43,1.31,,31.21,0.81,09-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
09-Aug-2019 - 00:00,42.6,16.27,60.03,68.4,128.43,1.31,,40.03,0.45,10-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
10-Aug-2019 - 00:00,45.42,18.09,52.18,65.89,118.07,1.33,,35.44,0.47,11-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
11-Aug-2019 - 00:00,50.69,14.83,52.86,66.11,118.97,1.37,,33.79,0.41,12-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
12-Aug-2019 - 00:00,49.83,22.79,54.9,66.79,121.68,1.39,,32.23,0.41,13-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
13-Aug-2019 - 00:00,57.33,19.81,49.76,65.1,114.86,1.41,,31.15,0.37,14-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
14-Aug-2019 - 00:00,47.69,48.71,50.06,65.7,112.9,1.43,,39.61,1.23,15-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
15-Aug-2019 - 00:00,50.01,,49.51,65.57,115.08,1.45,,35.12,0.59,16-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
16-Aug-2019 - 00:00,30.17,30.57,49.83,65.37,99.91,1.46,0.0,36.77,0.76,17-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
17-Aug-2019 - 00:00,20.86,12.89,50.8,62.81,79.28,1.45,0.0,25.27,0.74,18-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
18-Aug-2019 - 00:00,32.94,17.57,,,0.0,1.44,,29.21,0.3,19-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
19-Aug-2019 - 00:00,61.6,26.07,,,0.0,1.45,,35.16,0.43,20-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
20-Aug-2019 - 00:00,99.62,41.22,51.62,68.17,56.49,1.45,,40.9,0.9,21-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
21-Aug-2019 - 00:00,118.05,31.56,57.64,71.79,129.43,1.46,,43.02,0.59,22-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
22-Aug-2019 - 00:00,87.51,15.67,42.32,66.75,109.07,1.5,,33.13,0.59,23-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
23-Aug-2019 - 00:00,107.44,38.5,53.22,70.43,123.65,1.49,,36.89,0.71,24-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
24-Aug-2019 - 00:00,127.24,54.76,57.67,71.89,129.56,1.5,,38.33,0.69,25-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
25-Aug-2019 - 00:00,52.91,30.22,52.57,70.04,122.61,1.55,,31.25,0.33,26-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
26-Aug-2019 - 00:00,57.53,27.98,53.22,70.28,123.5,1.56,,31.08,0.51,27-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
27-Aug-2019 - 00:00,71.07,38.02,53.75,70.5,124.25,1.56,,34.27,0.73,28-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
28-Aug-2019 - 00:00,74.24,38.4,51.88,70.07,121.95,1.2,,32.76,1.6,29-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
29-Aug-2019 - 00:00,71.12,30.69,56.96,71.39,128.35,0.73,,36.92,0.57,30-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
30-Aug-2019 - 00:00,52.89,38.94,56.61,71.12,127.73,0.75,,37.86,1.21,31-Aug-2019 - 00:00,"Aya Nagar, Delhi - IMD"
31-Aug-2019 - 00:00,101.23,89.06,54.32,70.32,124.64,0.79,,49.07,1.6,01-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
01-Sep-2019 - 00:00,61.81,14.28,20.08,58.54,78.62,0.76,,32.55,0.69,02-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
02-Sep-2019 - 00:00,96.9,28.26,26.17,60.64,86.71,0.84,0.0,40.9,1.11,03-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
03-Sep-2019 - 00:00,151.98,40.31,18.6,58.23,76.83,0.96,,40.76,1.53,04-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
04-Sep-2019 - 00:00,146.64,45.21,19.72,58.51,78.23,0.9,,34.42,1.55,05-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
05-Sep-2019 - 00:00,81.45,20.65,12.68,38.91,51.21,0.8,,23.7,1.22,06-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
06-Sep-2019 - 00:00,70.0,19.21,11.93,16.66,27.45,0.81,0.0,30.34,1.54,07-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
07-Sep-2019 - 00:00,64.45,15.39,7.39,13.18,20.57,0.83,,26.81,1.28,08-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
08-Sep-2019 - 00:00,71.7,36.98,2.89,11.38,13.34,0.8,,38.16,1.01,09-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
09-Sep-2019 - 00:00,112.15,40.7,4.02,6.43,8.47,0.83,,37.68,0.44,10-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
10-Sep-2019 - 00:00,165.53,36.64,14.36,11.39,23.53,0.99,,43.94,0.26,11-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
11-Sep-2019 - 00:00,173.19,72.91,16.56,18.7,35.28,1.0,,47.78,0.8,12-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
12-Sep-2019 - 00:00,112.68,58.8,4.53,18.41,21.55,0.85,,35.26,0.53,13-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
13-Sep-2019 - 00:00,70.48,35.01,4.73,17.95,20.41,0.8,,29.99,0.46,14-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
14-Sep-2019 - 00:00,54.73,29.86,,16.46,11.68,0.75,,33.81,0.5,15-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
15-Sep-2019 - 00:00,61.41,36.95,0.69,16.7,10.9,0.8,,30.84,0.56,16-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
16-Sep-2019 - 00:00,112.28,59.89,6.73,17.09,20.14,0.91,,43.19,1.15,17-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
17-Sep-2019 - 00:00,140.16,72.89,4.32,15.84,20.12,0.85,0.0,53.48,1.73,18-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
18-Sep-2019 - 00:00,71.12,32.09,3.12,14.18,17.29,0.74,,33.58,0.62,19-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
19-Sep-2019 - 00:00,42.88,21.92,2.68,13.25,15.93,0.73,,15.25,0.43,20-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
20-Sep-2019 - 00:00,104.67,97.24,3.96,15.58,19.54,0.82,,15.75,1.31,21-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
21-Sep-2019 - 00:00,64.75,31.84,15.86,17.76,16.45,0.95,0.0,24.83,1.57,22-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
22-Sep-2019 - 00:00,45.43,21.04,2.39,13.09,15.4,1.49,,18.69,0.57,23-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
23-Sep-2019 - 00:00,54.06,29.19,4.29,15.43,19.72,1.19,,33.0,0.92,24-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
24-Sep-2019 - 00:00,66.2,29.75,8.7,19.51,28.21,0.73,,25.15,0.55,25-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
25-Sep-2019 - 00:00,77.28,31.88,8.82,19.18,28.0,0.72,,28.27,0.77,26-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
26-Sep-2019 - 00:00,48.79,19.77,7.99,15.21,23.19,0.67,,21.65,0.49,27-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
27-Sep-2019 - 00:00,35.17,14.53,7.7,14.14,21.84,0.65,,20.6,0.35,28-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
28-Sep-2019 - 00:00,40.79,19.47,8.58,15.03,23.61,0.65,,18.84,0.41,29-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
29-Sep-2019 - 00:00,31.01,18.76,6.02,12.23,18.25,0.62,,24.22,0.35,30-Sep-2019 - 00:00,"Aya Nagar, Delhi - IMD"
30-Sep-2019 - 00:00,62.3,29.84,7.2,15.92,23.13,0.69,,25.56,0.56,01-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
01-Oct-2019 - 00:00,75.52,32.47,7.76,16.38,24.14,0.72,,26.71,0.7,02-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
02-Oct-2019 - 00:00,106.02,54.47,8.61,18.4,27.0,0.75,,46.76,0.84,03-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
03-Oct-2019 - 00:00,103.1,47.69,7.31,18.95,24.69,0.68,,48.41,0.57,04-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
04-Oct-2019 - 00:00,79.57,41.79,7.22,18.69,25.62,0.69,0.0,40.71,0.0,05-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
05-Oct-2019 - 00:00,85.85,33.67,5.01,18.8,23.8,0.66,,38.06,0.0,06-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
06-Oct-2019 - 00:00,124.24,55.7,3.22,18.66,21.88,0.68,,43.81,0.0,07-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
07-Oct-2019 - 00:00,118.53,48.27,2.6,15.73,18.33,0.65,,44.46,0.0,08-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
08-Oct-2019 - 00:00,99.53,44.22,4.99,17.67,22.67,0.64,,40.65,0.0,09-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
09-Oct-2019 - 00:00,157.04,68.54,17.24,27.4,44.64,0.89,,43.96,0.0,10-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
10-Oct-2019 - 00:00,174.63,81.72,18.45,30.82,49.27,0.94,,49.6,0.0,11-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
11-Oct-2019 - 00:00,161.36,76.43,8.15,26.58,34.74,0.81,,52.72,1.16,12-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
12-Oct-2019 - 00:00,174.42,90.22,5.57,27.49,33.06,0.89,,52.18,1.0,13-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
13-Oct-2019 - 00:00,200.82,103.31,16.67,29.77,46.44,1.04,,49.92,2.3,14-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
14-Oct-2019 - 00:00,202.13,107.94,20.1,21.72,41.81,1.2,,47.29,2.31,15-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
15-Oct-2019 - 00:00,247.85,125.2,13.54,13.88,27.42,1.58,,44.85,1.34,16-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
16-Oct-2019 - 00:00,243.46,142.48,4.96,10.43,15.39,1.41,,46.56,1.4,17-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
17-Oct-2019 - 00:00,209.57,121.47,4.22,9.38,13.6,1.28,,34.25,1.33,18-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
18-Oct-2019 - 00:00,166.88,86.94,3.97,8.69,12.66,1.16,,39.22,0.99,19-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
19-Oct-2019 - 00:00,138.71,73.5,3.86,10.78,14.65,1.07,,46.5,0.83,20-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
20-Oct-2019 - 00:00,163.57,96.36,3.7,8.61,12.3,1.13,,43.31,1.05,21-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
21-Oct-2019 - 00:00,185.55,108.04,3.79,9.9,13.69,1.13,,34.23,1.33,22-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
22-Oct-2019 - 00:00,152.93,79.73,3.36,10.15,13.52,1.09,,39.25,1.03,23-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
23-Oct-2019 - 00:00,211.54,103.7,3.25,12.81,16.06,1.23,,39.56,1.39,24-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
24-Oct-2019 - 00:00,259.08,142.42,3.41,17.51,20.92,1.71,,41.72,1.72,25-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
25-Oct-2019 - 00:00,201.66,120.74,3.06,11.4,14.47,1.39,,44.6,1.42,26-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
26-Oct-2019 - 00:00,214.87,127.65,5.42,16.64,22.06,1.45,,44.57,1.88,27-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
27-Oct-2019 - 00:00,290.65,214.03,6.92,19.8,26.72,1.36,,50.76,1.58,28-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
28-Oct-2019 - 00:00,349.94,280.77,5.21,16.32,21.53,1.35,,56.79,1.83,29-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
29-Oct-2019 - 00:00,369.18,255.41,14.82,26.01,40.84,1.99,,32.42,0.73,30-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
30-Oct-2019 - 00:00,316.35,216.13,8.36,25.04,33.4,1.6,,37.36,0.72,31-Oct-2019 - 00:00,"Aya Nagar, Delhi - IMD"
31-Oct-2019 - 00:00,361.07,262.15,11.32,29.72,41.03,1.76,,38.02,0.8,01-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
01-Nov-2019 - 00:00,519.09,399.62,11.31,29.6,40.92,2.17,,48.03,0.84,02-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
02-Nov-2019 - 00:00,469.21,376.17,5.98,20.31,26.29,1.83,,29.5,1.06,03-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
03-Nov-2019 - 00:00,594.93,561.08,7.07,19.6,26.67,2.17,,24.14,0.56,04-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
04-Nov-2019 - 00:00,303.29,249.4,4.25,13.05,17.3,1.4,,41.26,0.53,05-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
05-Nov-2019 - 00:00,203.62,148.75,6.13,14.89,21.02,1.25,,45.9,0.65,06-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
06-Nov-2019 - 00:00,169.88,99.31,9.59,18.13,27.72,1.3,,35.66,0.52,07-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
07-Nov-2019 - 00:00,249.54,175.26,5.64,17.04,22.68,1.5,,24.78,0.85,08-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
08-Nov-2019 - 00:00,218.36,153.62,10.09,17.61,27.7,1.52,,41.48,0.94,09-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
09-Nov-2019 - 00:00,193.86,136.79,4.1,11.55,15.66,1.22,,40.89,0.55,10-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
10-Nov-2019 - 00:00,228.65,173.54,2.36,11.82,14.17,1.2,,47.6,0.61,11-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
11-Nov-2019 - 00:00,315.32,248.45,5.75,18.99,24.75,1.46,,47.56,0.82,12-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
12-Nov-2019 - 00:00,496.35,373.7,7.85,37.3,35.8,1.76,,45.87,2.06,13-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
13-Nov-2019 - 00:00,491.03,211.75,10.83,34.67,45.5,1.94,,47.38,2.99,14-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
14-Nov-2019 - 00:00,507.49,218.27,18.91,44.12,63.13,2.7,,29.57,0.0,15-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
15-Nov-2019 - 00:00,587.27,253.06,3.09,25.85,28.94,2.21,,47.48,0.0,16-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
16-Nov-2019 - 00:00,240.49,103.29,1.82,15.06,16.88,1.31,,43.85,0.0,17-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
17-Nov-2019 - 00:00,112.27,50.84,1.15,10.92,12.07,0.98,,45.56,0.0,18-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
18-Nov-2019 - 00:00,99.7,45.1,1.91,14.0,15.91,1.02,,46.76,0.0,19-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
19-Nov-2019 - 00:00,136.35,80.49,9.15,22.67,31.81,1.28,,39.97,1.68,20-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
20-Nov-2019 - 00:00,186.02,121.42,11.72,24.38,36.1,1.52,,45.75,1.63,21-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
21-Nov-2019 - 00:00,273.98,187.33,16.15,28.71,44.86,2.23,,48.51,2.41,22-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
22-Nov-2019 - 00:00,258.4,171.64,12.89,30.02,42.91,1.96,,48.48,2.31,23-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
23-Nov-2019 - 00:00,161.34,111.01,2.46,15.08,17.54,1.21,,42.67,1.28,24-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
24-Nov-2019 - 00:00,152.74,110.46,1.57,11.41,12.98,1.12,,50.26,1.24,25-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
25-Nov-2019 - 00:00,163.67,103.75,16.41,20.6,37.0,1.46,3.24,38.63,2.18,26-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
26-Nov-2019 - 00:00,181.06,105.43,28.31,15.76,44.06,1.89,,39.1,1.72,27-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
27-Nov-2019 - 00:00,95.3,59.43,7.8,8.88,16.68,1.1,,45.04,1.09,28-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
28-Nov-2019 - 00:00,56.6,31.81,6.39,6.23,12.61,0.98,,43.65,0.69,29-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
29-Nov-2019 - 00:00,84.19,46.98,9.37,11.05,20.41,1.12,,39.13,0.8,30-Nov-2019 - 00:00,"Aya Nagar, Delhi - IMD"
30-Nov-2019 - 00:00,113.15,70.93,8.31,8.47,16.78,1.17,,36.16,0.74,01-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
01-Dec-2019 - 00:00,135.15,85.26,6.24,8.96,15.2,1.12,,45.76,1.15,02-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
02-Dec-2019 - 00:00,151.96,96.45,6.45,11.2,17.62,1.17,,45.73,1.38,03-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
03-Dec-2019 - 00:00,157.93,96.51,7.28,12.34,19.62,1.18,,45.59,1.54,04-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
04-Dec-2019 - 00:00,194.85,118.0,10.28,15.8,26.08,1.37,,43.27,1.83,05-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
05-Dec-2019 - 00:00,294.63,197.02,17.47,22.49,39.96,1.89,,45.58,2.67,06-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
06-Dec-2019 - 00:00,327.04,233.77,12.98,16.11,29.09,1.79,,39.9,2.8,07-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
07-Dec-2019 - 00:00,310.95,214.82,17.79,15.08,32.88,1.88,,40.77,2.81,08-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
