from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WS,WD,RF,to date,station
24-Nov-2019 - 00:00,93.84,179.01,11.88,7.67,11.19,31.32,14.64,1.16,12.06,,,,0.0,0.0,66.42,287.73,2.21,221.5,0.0,25-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Nov-2019 - 00:00,102.65,158.73,7.69,5.92,8.76,34.69,7.05,0.68,15.96,4.81,0.86,0.7,0.31,0.68,54.47,254.68,1.95,123.14,0.0,26-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Nov-2019 - 00:00,86.25,133.67,4.8,4.81,5.97,36.12,6.86,0.63,9.03,5.05,1.27,1.33,1.67,2.92,58.48,201.85,2.17,150.88,0.0,27-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Nov-2019 - 00:00,49.43,95.9,4.53,5.59,6.19,39.59,7.04,0.47,8.57,3.54,1.16,1.03,0.8,1.45,69.21,196.13,2.82,133.91,0.0,28-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Nov-2019 - 00:00,58.41,93.57,3.45,4.84,5.0,37.38,7.02,0.47,9.99,2.63,0.78,0.72,0.85,0.91,75.47,194.95,3.55,71.51,0.0,29-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Nov-2019 - 00:00,45.75,61.29,2.82,4.76,4.64,45.43,6.9,0.43,9.65,2.81,0.94,0.72,1.01,1.38,82.05,204.1,2.27,221.94,0.0,30-Nov-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Nov-2019 - 00:00,60.03,73.29,3.85,4.75,4.54,48.5,6.71,0.49,8.65,3.22,0.9,0.53,0.63,1.01,79.93,204.55,2.37,269.2,0.0,01-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Dec-2019 - 00:00,69.97,111.41,4.97,5.29,5.14,43.05,6.7,0.62,8.28,4.08,1.09,0.96,0.78,1.82,62.57,270.0,2.61,271.13,0.0,02-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-Dec-2019 - 00:00,57.27,114.02,5.06,5.11,5.04,30.44,6.88,0.58,9.42,4.05,0.96,1.14,0.83,2.16,62.57,284.65,2.98,269.19,0.0,03-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-Dec-2019 - 00:00,49.58,118.16,4.92,7.33,6.97,23.3,6.12,0.54,13.6,3.96,0.88,1.1,0.87,2.37,47.83,295.79,3.06,268.18,0.0,04-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-Dec-2019 - 00:00,74.5,169.57,4.7,14.29,12.44,28.24,5.66,0.84,11.64,7.98,31.05,5.1,4.75,7.58,43.85,264.07,2.09,151.11,0.0,05-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-Dec-2019 - 00:00,84.54,174.66,3.99,25.15,20.76,37.85,5.57,0.95,8.59,8.39,118.7,3.02,2.98,7.01,53.0,291.19,1.98,177.04,0.0,06-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-Dec-2019 - 00:00,145.83,207.93,4.95,8.38,8.01,37.11,6.54,0.91,8.89,7.27,52.03,1.59,1.57,3.35,68.02,230.58,1.86,234.33,0.0,07-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-Dec-2019 - 00:00,147.1,182.75,5.0,9.19,8.68,37.84,6.6,0.89,8.83,7.38,1.38,1.66,1.5,3.44,73.94,238.58,2.04,210.74,0.0,08-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-Dec-2019 - 00:00,130.65,171.81,4.72,13.24,11.78,38.51,6.43,1.03,8.47,8.2,1.41,1.96,1.83,4.43,71.29,229.79,1.77,156.68,0.0,09-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Dec-2019 - 00:00,122.76,177.93,4.45,15.9,13.75,38.46,5.94,1.0,9.64,7.77,1.35,2.12,1.93,4.9,68.36,228.74,1.75,154.12,0.0,10-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Dec-2019 - 00:00,129.18,193.52,4.48,12.56,11.11,43.88,5.45,1.1,7.97,9.4,1.48,2.31,2.44,5.45,67.2,238.39,1.51,172.87,0.0,11-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Dec-2019 - 00:00,146.24,215.02,4.37,34.66,27.77,41.87,5.69,1.17,7.72,9.33,1.39,2.75,3.31,6.57,76.72,202.83,1.82,155.77,0.0,12-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Dec-2019 - 00:00,165.29,180.72,5.71,6.67,6.5,40.55,7.12,0.87,13.35,6.65,1.22,1.34,1.85,3.0,85.85,85.51,2.35,129.3,0.06,13-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Dec-2019 - 00:00,61.78,69.09,5.79,7.12,6.9,40.66,9.32,0.56,7.94,4.94,0.73,0.72,0.8,1.38,95.32,109.55,3.55,286.15,0.0,14-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Dec-2019 - 00:00,56.98,76.82,6.0,8.25,7.93,35.04,5.95,0.54,8.43,4.28,0.93,0.81,0.91,1.71,89.03,258.44,1.89,185.67,0.0,15-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Dec-2019 - 00:00,64.63,71.04,6.09,7.36,7.26,30.18,5.95,0.55,7.49,4.06,0.92,0.7,0.7,1.44,92.77,253.67,2.6,306.49,0.0,16-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-Dec-2019 - 00:00,43.02,46.81,6.29,7.71,7.64,24.12,5.95,0.42,8.14,2.86,0.72,0.46,0.48,0.92,92.11,159.97,3.21,312.36,0.0,17-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Dec-2019 - 00:00,48.62,56.43,6.19,8.54,8.26,20.9,5.83,0.42,8.58,2.6,0.69,0.44,0.43,0.89,91.49,176.81,2.67,278.82,0.0,18-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Dec-2019 - 00:00,62.81,93.94,5.96,11.59,10.6,24.33,5.99,0.58,15.19,4.49,0.65,0.59,0.61,1.26,86.93,248.68,2.14,204.13,0.0,19-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Dec-2019 - 00:00,93.31,110.03,6.21,12.04,11.08,29.98,6.09,0.87,7.72,7.27,0.95,1.14,1.54,2.65,95.61,235.04,1.75,165.45,0.0,20-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Dec-2019 - 00:00,100.84,109.85,6.5,9.35,9.07,32.11,6.14,1.15,9.23,8.89,1.05,1.66,2.37,3.73,91.04,193.24,1.66,120.99,0.0,21-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Dec-2019 - 00:00,140.48,148.06,6.21,7.91,7.76,33.32,6.05,1.1,8.7,9.17,1.06,1.33,1.47,2.79,85.22,214.28,1.73,225.74,0.0,22-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Dec-2019 - 00:00,65.39,82.33,5.57,7.43,7.05,30.39,6.15,0.64,8.81,5.17,0.86,0.76,0.76,1.46,88.92,193.98,2.25,281.44,0.0,23-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Dec-2019 - 00:00,58.13,83.6,5.71,8.1,7.66,27.78,6.06,0.81,8.74,6.47,0.78,0.69,0.67,1.34,94.9,222.32,1.86,189.3,0.0,24-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Dec-2019 - 00:00,83.6,95.16,5.78,7.89,7.51,27.36,5.95,0.9,9.5,6.65,0.77,1.2,2.09,2.68,98.35,125.82,1.82,139.92,0.0,25-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Dec-2019 - 00:00,80.17,94.57,5.85,11.49,10.45,25.53,6.01,0.92,7.42,6.79,0.65,1.09,1.53,2.3,97.0,163.03,2.03,284.54,0.0,26-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Dec-2019 - 00:00,80.86,99.41,5.58,12.08,10.78,27.21,5.86,0.88,8.56,6.9,0.56,1.04,0.57,1.04,89.76,161.2,1.49,236.35,0.0,27-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Dec-2019 - 00:00,104.91,131.49,5.0,14.26,12.23,28.02,5.87,1.1,10.13,,,,0.0,0.0,95.01,160.13,1.2,175.75,0.0,28-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Dec-2019 - 00:00,80.16,98.63,5.27,9.64,8.66,27.59,5.92,1.01,9.21,,,,0.0,0.0,99.18,188.6,1.72,124.5,0.0,29-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Dec-2019 - 00:00,95.86,110.19,5.52,6.53,6.31,24.68,6.04,0.98,12.54,,,,0.0,0.0,97.81,167.94,1.27,116.09,0.0,30-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Dec-2019 - 00:00,123.44,140.34,5.37,6.33,6.06,27.41,5.98,1.19,16.14,6.43,42.45,1.22,0.6,0.34,97.97,157.69,1.98,131.15,0.0,31-Dec-2019 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
31-Dec-2019 - 00:00,129.0,148.2,5.45,5.71,5.61,22.4,5.75,0.83,13.9,5.55,53.2,1.08,0.88,0.58,99.13,,1.72,91.06,0.0,01-Jan-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
