from date,NO2,NH3,CO,Ozone,SO2,Benzene,PM2.5,PM10,to date,station
11-Jun-2019 - 00:00,31.58,20.21,0.88,34.6,39.36,3.2,91.68,282.39,12-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Jun-2019 - 00:00,22.72,21.18,0.93,38.7,55.92,3.36,72.82,246.15,13-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Jun-2019 - 00:00,21.26,20.32,0.8,37.64,41.11,0.0,43.5,143.51,14-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Jun-2019 - 00:00,24.55,18.84,0.8,31.62,35.39,0.0,33.12,104.34,15-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Jun-2019 - 00:00,19.38,28.84,0.62,36.41,24.95,0.0,31.9,90.32,16-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Jun-2019 - 00:00,23.8,40.49,0.64,34.08,27.83,0.0,38.94,165.62,17-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Jun-2019 - 00:00,35.09,37.42,0.48,27.09,37.72,0.0,35.27,129.46,18-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Jun-2019 - 00:00,81.46,40.84,1.05,18.0,54.33,0.0,51.6,157.19,19-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Jun-2019 - 00:00,105.65,47.49,1.19,23.54,56.51,0.0,65.44,194.44,20-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Jun-2019 - 00:00,54.69,49.87,0.8,23.79,48.01,0.0,42.01,88.43,21-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Jun-2019 - 00:00,61.36,48.61,0.9,28.24,59.66,0.0,52.26,141.05,22-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Jun-2019 - 00:00,34.1,38.54,0.82,18.69,30.33,0.0,18.78,36.59,23-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Jun-2019 - 00:00,28.87,44.09,0.62,25.23,53.23,0.0,18.03,35.03,24-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Jun-2019 - 00:00,20.98,39.11,0.66,39.08,36.88,0.0,41.77,62.68,25-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Jun-2019 - 00:00,46.66,35.67,0.8,30.22,31.24,0.0,41.31,70.45,26-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Jun-2019 - 00:00,30.46,29.88,0.71,33.91,35.15,0.0,31.19,62.61,27-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Jun-2019 - 00:00,24.34,35.81,0.66,30.64,25.23,0.0,25.03,54.0,28-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Jun-2019 - 00:00,37.54,37.32,0.93,36.15,30.0,0.0,41.39,110.33,29-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Jun-2019 - 00:00,50.12,33.12,0.75,29.39,35.18,0.0,40.88,90.98,30-Jun-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Jun-2019 - 00:00,58.02,40.49,0.88,32.1,55.49,0.0,50.97,143.06,01-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Jul-2019 - 00:00,48.85,38.68,0.8,45.07,57.83,0.0,48.76,130.5,02-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Jul-2019 - 00:00,49.82,34.62,0.78,19.3,48.13,0.0,21.98,58.13,03-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Jul-2019 - 00:00,64.19,30.41,0.86,17.54,73.06,0.0,17.22,34.78,04-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Jul-2019 - 00:00,34.12,30.82,0.69,22.66,42.23,0.0,12.54,38.96,05-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Jul-2019 - 00:00,58.7,36.86,0.69,22.23,73.08,4.05,27.76,61.36,06-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Jul-2019 - 00:00,45.43,34.22,0.95,16.95,58.51,0.0,34.42,56.55,07-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Jul-2019 - 00:00,18.66,31.63,0.79,15.9,27.67,0.0,11.62,24.75,08-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Jul-2019 - 00:00,15.34,34.05,0.5,18.71,25.01,0.0,9.65,20.41,09-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Jul-2019 - 00:00,13.38,29.07,0.47,14.75,14.41,0.0,15.52,31.98,10-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Jul-2019 - 00:00,17.76,27.58,1.32,16.03,22.69,0.0,16.59,34.13,11-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Jul-2019 - 00:00,41.26,30.01,1.45,12.97,25.17,7.77,41.0,101.3,12-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Jul-2019 - 00:00,34.24,38.75,1.34,12.13,24.16,1.74,38.04,99.4,13-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Jul-2019 - 00:00,28.5,46.61,1.14,13.37,22.67,0.0,34.41,103.46,14-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Jul-2019 - 00:00,29.03,44.57,1.19,17.44,32.46,0.0,34.58,96.25,15-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Jul-2019 - 00:00,35.14,37.6,1.22,17.25,28.76,0.0,39.33,123.23,16-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Jul-2019 - 00:00,56.73,32.79,1.16,15.11,29.95,0.0,45.64,150.57,17-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Jul-2019 - 00:00,56.7,32.16,0.92,14.02,42.06,0.0,43.41,144.11,18-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Jul-2019 - 00:00,80.58,35.41,1.02,15.09,57.75,0.0,55.64,163.36,19-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Jul-2019 - 00:00,61.49,36.44,1.24,15.98,44.43,0.0,58.86,171.89,20-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Jul-2019 - 00:00,56.15,32.39,1.06,14.13,39.57,0.0,35.18,101.87,21-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Jul-2019 - 00:00,28.14,34.25,0.62,23.33,44.07,0.0,35.16,69.47,22-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Jul-2019 - 00:00,39.76,26.92,0.8,20.82,33.82,0.0,34.39,88.66,23-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Jul-2019 - 00:00,37.39,25.34,0.79,17.53,19.68,0.0,27.84,54.82,24-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Jul-2019 - 00:00,31.53,25.14,0.86,17.01,23.11,0.0,23.15,57.02,25-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Jul-2019 - 00:00,25.43,25.34,0.66,19.65,25.58,0.0,10.0,23.43,26-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Jul-2019 - 00:00,23.63,25.61,0.7,15.64,24.35,0.0,14.33,28.9,27-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Jul-2019 - 00:00,33.85,24.48,0.6,15.38,24.71,0.0,21.54,47.86,28-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Jul-2019 - 00:00,38.15,24.03,0.62,11.5,22.72,0.0,16.17,27.92,29-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Jul-2019 - 00:00,29.04,37.25,0.82,9.57,25.02,0.0,11.88,38.52,30-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Jul-2019 - 00:00,32.73,31.82,0.63,9.51,44.22,0.0,9.4,28.14,31-Jul-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Jul-2019 - 00:00,16.1,24.2,0.61,9.27,34.52,0.0,6.05,17.04,01-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Aug-2019 - 00:00,24.64,17.01,0.63,9.62,34.65,0.0,15.36,34.28,02-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Aug-2019 - 00:00,44.5,13.47,0.75,13.42,32.64,0.0,27.11,52.37,03-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Aug-2019 - 00:00,51.2,42.41,0.82,16.9,35.08,0.0,35.07,57.61,04-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Aug-2019 - 00:00,39.94,49.59,0.6,9.3,,0.0,31.46,100.58,05-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Aug-2019 - 00:00,127.39,42.8,1.9,8.47,35.81,0.08,83.05,171.0,06-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Aug-2019 - 00:00,48.03,40.63,0.72,26.36,45.32,0.02,26.09,55.03,07-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Aug-2019 - 00:00,56.64,38.87,1.05,21.69,56.7,0.02,18.21,29.38,08-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Aug-2019 - 00:00,40.47,28.52,,22.19,45.14,0.0,13.15,24.23,09-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Aug-2019 - 00:00,28.37,22.88,,32.42,49.04,0.0,12.92,29.95,10-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Aug-2019 - 00:00,33.85,21.45,,39.55,24.09,0.0,20.72,41.86,11-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Aug-2019 - 00:00,35.35,19.12,,35.91,32.01,0.0,17.79,36.51,12-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Aug-2019 - 00:00,31.86,19.57,,31.92,41.39,0.0,19.07,43.42,13-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Aug-2019 - 00:00,50.8,18.24,,33.09,53.17,0.0,18.26,31.93,14-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Aug-2019 - 00:00,33.07,16.56,,32.49,43.17,0.0,14.83,23.82,15-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Aug-2019 - 00:00,,,,,,,,,16-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Aug-2019 - 00:00,,,,,,,,,17-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Aug-2019 - 00:00,30.47,16.8,,12.51,20.49,0.01,24.88,66.88,18-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Aug-2019 - 00:00,36.44,14.83,,9.91,18.75,0.0,11.62,39.0,19-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Aug-2019 - 00:00,39.64,17.27,,31.07,43.36,0.0,16.83,24.52,20-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Aug-2019 - 00:00,51.85,16.43,0.86,33.4,34.65,0.0,21.77,27.75,21-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Aug-2019 - 00:00,37.19,17.93,0.77,34.95,37.0,0.0,22.91,37.05,22-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Aug-2019 - 00:00,75.06,16.71,0.88,23.07,68.14,0.02,37.5,64.44,23-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Aug-2019 - 00:00,57.93,16.14,0.88,26.97,32.01,0.04,36.59,59.73,24-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Aug-2019 - 00:00,60.07,14.0,0.84,18.06,44.83,0.02,21.77,45.72,25-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Aug-2019 - 00:00,27.55,14.74,0.65,30.64,41.89,0.0,15.0,38.62,26-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Aug-2019 - 00:00,50.34,16.67,0.83,29.64,44.8,0.02,29.73,67.35,27-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Aug-2019 - 00:00,27.24,16.22,0.6,34.62,36.77,0.0,17.2,33.55,28-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Aug-2019 - 00:00,53.82,16.31,0.77,24.86,48.49,0.02,38.96,56.73,29-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Aug-2019 - 00:00,55.56,14.55,0.78,22.89,48.38,0.02,19.46,46.9,30-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Aug-2019 - 00:00,79.19,13.77,0.82,19.47,58.39,0.03,28.15,89.46,31-Aug-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Aug-2019 - 00:00,48.11,13.01,0.77,18.96,40.39,0.01,35.93,78.33,01-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Sep-2019 - 00:00,53.13,13.75,0.77,22.3,55.94,0.02,35.67,86.06,02-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Sep-2019 - 00:00,77.05,12.09,0.87,16.12,44.23,0.04,36.45,103.16,03-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Sep-2019 - 00:00,67.21,14.69,0.81,17.08,41.18,0.03,41.17,68.83,04-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Sep-2019 - 00:00,45.63,13.51,0.69,22.5,42.79,0.01,27.41,51.29,05-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Sep-2019 - 00:00,38.38,13.1,0.65,26.54,30.34,0.0,25.89,46.16,06-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Sep-2019 - 00:00,53.19,13.38,0.64,23.08,39.21,0.01,23.49,59.59,07-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Sep-2019 - 00:00,58.23,12.91,0.6,20.7,48.25,0.01,22.26,63.97,08-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Sep-2019 - 00:00,61.39,13.61,0.64,19.89,63.88,0.0,21.9,31.52,09-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Sep-2019 - 00:00,9.71,12.09,0.52,27.31,36.22,0.0,10.36,18.24,10-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Sep-2019 - 00:00,34.19,12.94,0.62,23.69,44.88,0.0,24.49,35.88,11-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Sep-2019 - 00:00,35.89,12.31,0.63,24.3,56.06,0.0,17.95,30.75,12-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Sep-2019 - 00:00,45.85,13.04,0.63,21.05,49.4,0.03,19.43,35.61,13-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Sep-2019 - 00:00,20.62,11.64,0.58,39.31,37.45,0.0,13.72,38.97,14-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Sep-2019 - 00:00,17.93,13.38,0.59,45.31,35.68,0.0,21.55,53.71,15-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Sep-2019 - 00:00,50.17,11.22,0.81,30.65,30.25,0.01,23.32,68.36,16-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Sep-2019 - 00:00,33.53,11.34,0.7,32.1,40.48,0.01,31.1,89.17,17-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Sep-2019 - 00:00,33.48,10.79,0.58,36.88,51.25,0.0,30.64,59.67,18-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Sep-2019 - 00:00,48.21,10.93,0.68,23.71,50.95,0.0,24.77,57.29,19-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Sep-2019 - 00:00,58.2,9.73,0.64,15.64,67.94,0.0,25.69,53.73,20-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Sep-2019 - 00:00,62.12,10.2,0.72,19.16,57.22,0.01,24.44,47.02,21-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Sep-2019 - 00:00,105.47,11.87,0.94,18.26,87.52,0.04,44.86,94.1,22-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Sep-2019 - 00:00,136.34,11.0,0.89,9.48,46.76,0.0,40.43,116.43,23-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Sep-2019 - 00:00,42.07,10.2,0.68,29.35,54.24,0.0,28.35,64.33,24-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Sep-2019 - 00:00,37.17,9.96,0.71,30.51,64.38,0.0,28.85,47.31,25-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Sep-2019 - 00:00,22.15,9.85,0.7,21.64,28.82,0.0,13.29,22.46,26-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Sep-2019 - 00:00,14.73,11.55,0.6,28.79,27.58,0.0,14.72,28.98,27-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Sep-2019 - 00:00,20.23,10.3,0.86,15.41,25.11,0.0,15.57,26.62,28-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Sep-2019 - 00:00,20.35,8.97,0.54,21.16,23.13,0.0,10.01,24.71,29-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Sep-2019 - 00:00,,,,,,,,,30-Sep-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Sep-2019 - 00:00,58.12,11.53,0.9,27.67,29.4,0.03,33.39,64.38,01-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Oct-2019 - 00:00,45.47,9.41,0.67,17.52,36.24,0.0,20.74,53.51,02-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Oct-2019 - 00:00,15.74,10.56,0.64,42.32,44.67,0.0,15.78,40.74,03-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Oct-2019 - 00:00,21.56,9.99,0.67,34.12,33.09,0.0,15.83,35.65,04-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Oct-2019 - 00:00,53.57,10.37,0.82,30.64,39.83,0.01,29.19,53.8,05-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Oct-2019 - 00:00,91.04,12.06,1.17,28.56,46.25,0.04,47.85,110.5,06-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Oct-2019 - 00:00,117.47,13.36,1.34,29.18,49.9,0.06,69.97,162.42,07-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Oct-2019 - 00:00,97.85,14.34,1.13,41.84,54.38,0.04,63.27,142.17,08-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Oct-2019 - 00:00,112.19,27.98,1.17,54.68,54.6,0.06,82.83,177.47,09-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Oct-2019 - 00:00,87.62,51.21,1.09,46.88,47.63,0.03,61.88,142.86,10-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Oct-2019 - 00:00,155.84,51.97,1.15,11.19,40.13,0.06,70.31,149.47,11-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Oct-2019 - 00:00,181.72,47.55,1.14,11.58,29.88,0.08,73.42,169.12,12-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Oct-2019 - 00:00,155.98,54.5,0.89,33.34,55.03,0.05,82.04,222.85,13-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Oct-2019 - 00:00,56.02,66.81,0.44,101.92,47.57,0.01,52.05,131.45,14-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Oct-2019 - 00:00,187.98,55.5,0.44,49.3,40.59,0.05,74.5,224.96,15-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Oct-2019 - 00:00,168.14,57.22,0.46,35.43,55.79,0.05,79.0,251.56,16-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Oct-2019 - 00:00,148.07,58.8,0.6,24.85,56.82,0.04,87.63,232.19,17-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Oct-2019 - 00:00,189.37,58.86,,27.73,47.15,0.06,108.0,305.37,18-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Oct-2019 - 00:00,78.86,42.6,,51.81,48.28,0.02,70.2,185.29,19-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Oct-2019 - 00:00,68.83,30.39,,35.85,53.74,0.01,37.39,92.21,20-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Oct-2019 - 00:00,121.14,34.23,1.98,8.04,50.88,0.07,72.38,134.0,21-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Oct-2019 - 00:00,96.31,37.92,1.09,42.14,42.46,0.03,80.74,168.54,22-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Oct-2019 - 00:00,147.49,34.58,1.87,37.58,53.83,0.05,105.99,264.8,23-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Oct-2019 - 00:00,111.85,38.96,1.63,44.4,36.37,0.05,90.1,228.76,24-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Oct-2019 - 00:00,60.96,43.78,2.05,45.73,84.06,0.0,56.11,168.12,25-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Oct-2019 - 00:00,73.8,28.14,0.91,20.08,54.71,0.0,22.03,74.91,26-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Oct-2019 - 00:00,76.78,31.33,0.48,20.63,36.03,0.03,49.88,126.2,27-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Oct-2019 - 00:00,128.89,33.1,0.51,15.74,62.02,0.05,99.8,175.58,28-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Oct-2019 - 00:00,128.09,44.43,0.57,20.24,47.21,0.05,97.61,232.31,29-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Oct-2019 - 00:00,154.85,42.74,,32.27,48.71,0.06,116.1,227.83,30-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Oct-2019 - 00:00,144.68,45.33,,40.27,37.69,0.05,127.82,266.59,31-Oct-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Oct-2019 - 00:00,115.63,52.29,,46.78,21.83,0.05,170.24,312.06,01-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Nov-2019 - 00:00,201.13,68.82,,57.25,50.03,0.09,259.06,402.62,02-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Nov-2019 - 00:00,163.02,49.13,,52.95,32.7,0.08,192.23,348.57,03-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Nov-2019 - 00:00,88.28,41.61,,45.36,25.88,0.03,111.76,222.06,04-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Nov-2019 - 00:00,100.92,51.48,,89.25,37.42,0.04,168.82,297.64,05-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Nov-2019 - 00:00,111.26,57.7,,82.84,49.43,0.03,149.86,264.39,06-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Nov-2019 - 00:00,143.46,45.17,,75.74,62.67,0.04,109.42,219.06,07-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Nov-2019 - 00:00,225.01,45.74,,16.19,71.02,0.06,140.59,280.41,08-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Nov-2019 - 00:00,89.91,33.04,0.59,74.7,36.71,0.03,108.76,228.56,09-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Nov-2019 - 00:00,23.94,13.61,0.72,67.85,28.01,0.04,90.07,213.93,10-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Nov-2019 - 00:00,,,,,,,,,11-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Nov-2019 - 00:00,46.78,12.96,0.7,62.88,23.58,0.02,112.48,287.0,12-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Nov-2019 - 00:00,48.89,13.76,0.73,24.05,23.68,0.03,132.46,311.07,13-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Nov-2019 - 00:00,63.66,14.02,0.85,35.1,44.41,0.05,132.6,282.63,14-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Nov-2019 - 00:00,72.38,13.39,0.57,34.66,49.37,0.05,148.82,337.24,15-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Nov-2019 - 00:00,146.35,12.3,0.67,14.99,91.77,0.04,159.74,377.63,16-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Nov-2019 - 00:00,60.62,10.98,0.66,19.16,35.25,0.1,121.54,364.38,17-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Nov-2019 - 00:00,53.68,13.54,0.74,38.58,,0.0,106.72,220.62,18-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Nov-2019 - 00:00,28.0,10.12,1.01,59.37,,0.0,52.28,140.96,19-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Nov-2019 - 00:00,54.96,11.04,0.92,54.59,,0.04,110.25,257.6,20-Nov-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
