from date,BP,PM10,PM2.5,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Jan-2019 - 00:00,764.38,196.2,58.95,168.92,1.39,2.24,0.53,2.09,0.97,1.46,19.49,45.46,48.49,93.95,45.82,13.65,02-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
02-Jan-2019 - 00:00,764.29,192.47,58.9,168.07,1.26,3.46,0.91,2.81,1.32,1.98,20.0,48.83,49.71,98.53,39.91,13.05,03-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
03-Jan-2019 - 00:00,765.47,157.3,53.04,170.69,1.42,1.57,0.42,1.65,0.84,1.24,12.76,17.0,44.64,61.64,39.15,12.15,04-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
04-Jan-2019 - 00:00,764.36,141.96,47.82,124.87,1.39,1.29,0.29,0.78,0.53,1.03,10.57,13.63,34.46,48.04,55.58,8.66,05-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
05-Jan-2019 - 00:00,762.55,127.2,42.53,108.96,1.51,1.1,0.39,0.69,0.6,0.76,6.86,6.93,14.25,21.18,88.9,10.63,06-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
06-Jan-2019 - 00:00,762.34,195.78,58.58,98.12,2.08,1.83,0.61,0.92,0.77,1.35,10.43,8.63,30.27,38.89,70.12,10.29,07-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
07-Jan-2019 - 00:00,764.19,102.03,37.23,37.43,1.92,1.9,0.53,1.09,0.81,0.98,9.25,9.45,29.64,39.1,54.45,8.5,08-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
08-Jan-2019 - 00:00,763.12,148.31,45.35,150.17,1.45,3.51,0.97,2.09,1.23,1.29,10.86,18.05,34.97,53.02,39.7,7.37,09-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
09-Jan-2019 - 00:00,762.93,128.65,47.82,144.34,1.4,3.89,1.12,2.53,1.44,1.11,9.59,10.93,17.36,28.29,50.62,8.54,10-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
10-Jan-2019 - 00:00,762.29,150.42,51.62,134.88,1.25,2.23,0.75,1.78,1.09,1.32,15.22,15.77,19.01,34.78,55.37,8.57,11-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
11-Jan-2019 - 00:00,762.84,95.08,37.12,104.31,1.22,0.69,0.09,0.35,0.18,0.87,9.38,7.39,12.36,19.75,72.52,7.74,12-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
12-Jan-2019 - 00:00,762.3,145.34,50.31,113.31,1.2,1.46,0.17,0.53,0.28,1.09,14.53,10.49,17.54,28.01,85.51,9.53,13-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
13-Jan-2019 - 00:00,763.71,132.48,43.8,63.6,1.62,0.83,0.15,0.32,0.19,0.96,15.36,7.22,19.66,26.88,88.21,7.64,14-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
14-Jan-2019 - 00:00,764.41,107.14,37.6,162.72,2.18,0.68,0.08,0.34,0.17,0.8,13.47,8.94,18.21,27.15,65.51,9.32,15-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
15-Jan-2019 - 00:00,763.39,137.15,44.78,218.72,1.15,2.95,0.62,2.06,1.04,1.95,26.45,31.27,31.76,63.03,46.39,12.76,16-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
16-Jan-2019 - 00:00,762.63,108.24,37.71,106.19,1.26,1.06,0.25,0.93,0.48,0.78,19.27,19.58,21.7,41.28,59.55,7.84,17-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
17-Jan-2019 - 00:00,761.95,133.95,44.63,140.98,1.19,1.35,0.14,0.58,0.3,1.42,21.13,13.47,32.67,46.14,60.86,8.81,18-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
18-Jan-2019 - 00:00,762.61,190.16,52.89,137.37,1.43,1.36,0.34,0.91,0.49,2.38,35.05,38.29,40.52,78.81,54.28,11.76,19-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
19-Jan-2019 - 00:00,762.53,174.92,49.2,166.96,1.46,0.71,0.54,0.49,0.48,1.1,25.92,26.54,29.75,56.29,51.93,10.83,20-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
20-Jan-2019 - 00:00,761.82,111.16,39.51,160.62,1.39,0.56,0.69,0.42,0.55,1.03,18.96,18.07,22.85,40.93,59.09,17.71,21-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
21-Jan-2019 - 00:00,758.71,121.48,40.58,119.89,1.46,0.66,0.57,0.49,0.53,1.02,13.4,7.19,20.56,28.26,67.55,12.85,22-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
22-Jan-2019 - 00:00,760.91,74.58,32.58,178.39,1.48,0.88,0.31,1.0,0.5,1.07,13.65,10.87,17.82,28.7,31.52,7.19,23-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
23-Jan-2019 - 00:00,761.97,91.15,37.63,67.48,1.51,0.84,0.11,0.42,0.2,0.7,16.5,10.1,22.1,31.43,39.2,6.25,24-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
24-Jan-2019 - 00:00,763.5,102.67,39.1,62.9,2.3,0.68,0.14,0.33,0.14,0.75,15.5,9.01,20.87,29.88,53.8,7.4,25-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
25-Jan-2019 - 00:00,763.84,61.16,27.83,65.06,2.1,0.5,0.13,0.5,0.24,0.65,15.96,10.31,25.81,36.12,43.91,6.29,26-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
26-Jan-2019 - 00:00,765.92,77.76,33.88,53.44,2.09,0.52,0.08,0.34,0.15,0.81,13.24,9.16,24.89,34.04,51.89,6.41,27-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
27-Jan-2019 - 00:00,766.3,88.02,38.2,137.54,1.64,0.8,0.12,0.55,0.29,1.08,15.86,10.83,29.35,40.18,42.66,8.16,28-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
28-Jan-2019 - 00:00,766.29,122.49,45.27,216.66,1.4,2.16,0.47,1.52,0.74,1.7,23.96,23.61,35.43,59.04,32.01,10.2,29-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
29-Jan-2019 - 00:00,765.08,102.7,30.04,125.17,1.37,1.31,0.27,1.1,0.5,1.23,17.95,14.89,31.27,46.16,42.49,7.98,30-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
30-Jan-2019 - 00:00,763.69,92.75,26.99,157.56,1.24,1.03,0.18,0.68,0.32,1.0,23.74,18.37,24.43,42.8,49.7,6.68,31-Jan-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
31-Jan-2019 - 00:00,761.93,70.94,29.1,109.47,1.59,0.66,0.15,0.26,0.2,0.64,14.32,6.66,7.56,14.22,73.65,9.27,01-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
01-Feb-2019 - 00:00,762.87,117.98,38.67,159.07,1.73,0.89,0.18,0.62,0.27,0.93,15.12,7.22,7.41,14.63,45.64,9.54,02-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
02-Feb-2019 - 00:00,763.21,118.83,39.08,160.97,1.58,1.27,0.33,1.04,0.47,1.27,20.94,8.19,12.23,20.39,48.83,8.55,03-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
03-Feb-2019 - 00:00,764.05,137.13,43.6,158.9,1.34,1.49,0.23,0.72,0.33,1.03,21.59,8.21,10.67,18.88,59.03,7.23,04-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
04-Feb-2019 - 00:00,764.47,106.53,37.2,74.12,1.46,0.93,0.08,0.25,0.11,0.93,19.23,7.87,11.84,19.71,74.46,8.22,05-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
05-Feb-2019 - 00:00,762.27,123.62,37.07,125.38,1.23,1.11,0.09,0.24,0.11,1.05,18.59,8.36,15.36,23.72,76.62,9.97,06-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
06-Feb-2019 - 00:00,758.76,112.1,35.03,155.5,1.35,1.3,0.18,0.57,0.28,1.08,21.42,9.77,15.84,25.61,62.35,8.38,07-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
07-Feb-2019 - 00:00,757.46,132.9,39.99,164.47,1.95,0.97,0.09,0.31,0.15,0.78,19.69,8.31,14.41,22.72,42.55,7.55,08-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
08-Feb-2019 - 00:00,761.93,126.97,48.18,196.15,1.58,0.5,0.15,0.45,0.21,0.85,20.31,6.61,17.08,23.63,56.9,7.16,09-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
09-Feb-2019 - 00:00,763.97,108.95,45.09,172.87,1.52,1.02,0.22,0.73,0.36,1.34,25.5,19.96,37.42,56.31,45.16,8.84,10-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
10-Feb-2019 - 00:00,764.48,103.64,42.67,137.71,1.25,0.85,0.1,0.35,0.18,0.72,17.2,20.05,49.45,69.5,64.17,7.48,11-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
11-Feb-2019 - 00:00,764.51,91.54,35.29,85.99,1.25,0.65,0.06,0.18,0.1,0.87,18.51,13.88,34.71,48.59,73.5,8.0,12-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
12-Feb-2019 - 00:00,764.56,96.75,33.42,82.2,1.4,0.79,0.06,0.19,0.1,0.85,23.9,9.98,27.77,37.89,87.49,11.02,13-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
13-Feb-2019 - 00:00,763.58,93.1,32.63,99.04,1.52,0.74,0.04,0.1,0.05,0.82,22.01,7.61,22.1,29.71,97.84,10.79,14-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
14-Feb-2019 - 00:00,760.26,86.19,31.55,172.28,1.96,0.64,0.08,0.26,0.13,0.95,38.47,8.51,36.72,45.24,56.16,9.11,15-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
15-Feb-2019 - 00:00,761.27,103.64,34.4,188.77,2.11,0.72,0.15,0.49,0.23,0.87,35.29,9.17,48.09,57.26,59.97,7.53,16-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
16-Feb-2019 - 00:00,762.72,64.87,28.68,164.66,1.86,0.5,0.13,0.45,0.23,0.76,30.02,10.46,49.32,59.78,64.6,6.96,17-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
17-Feb-2019 - 00:00,760.71,87.54,32.31,211.59,1.38,0.89,0.24,0.84,0.46,1.07,30.73,18.34,71.99,90.33,50.69,8.06,18-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
18-Feb-2019 - 00:00,756.91,122.99,39.19,185.89,2.38,0.54,0.15,0.54,0.25,0.73,21.54,14.31,52.67,66.98,54.47,9.86,19-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
19-Feb-2019 - 00:00,758.99,155.02,52.57,161.41,1.35,1.18,0.87,1.06,0.91,0.72,17.24,11.27,39.75,51.02,57.46,7.61,20-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
20-Feb-2019 - 00:00,761.91,105.43,39.19,105.17,1.77,0.86,0.06,0.19,0.09,0.78,20.95,8.85,26.36,35.2,65.32,8.2,21-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
21-Feb-2019 - 00:00,761.48,107.72,38.45,181.38,1.8,0.99,0.11,0.4,0.21,0.76,20.21,9.96,31.01,40.97,61.54,10.11,22-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
22-Feb-2019 - 00:00,762.25,80.88,29.64,214.63,2.0,0.58,0.11,0.42,0.25,0.73,15.55,10.95,32.01,42.97,55.35,7.25,23-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
23-Feb-2019 - 00:00,761.51,54.41,26.45,160.79,2.02,0.57,0.22,0.64,0.32,0.88,12.42,12.58,42.74,55.32,75.8,10.03,24-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
24-Feb-2019 - 00:00,758.35,80.65,31.54,148.16,1.49,1.08,0.17,0.5,0.27,0.84,12.52,9.85,40.33,50.19,71.56,9.03,25-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
25-Feb-2019 - 00:00,757.53,75.96,30.87,146.16,1.48,0.81,0.26,0.79,0.39,1.1,12.99,16.25,39.67,55.91,53.81,10.12,26-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
26-Feb-2019 - 00:00,757.51,63.99,29.36,98.29,1.79,0.57,0.1,0.34,0.16,0.84,13.64,7.91,28.1,36.02,75.02,7.89,27-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
27-Feb-2019 - 00:00,757.83,75.42,29.04,157.13,1.78,0.67,0.18,0.67,0.28,0.86,15.2,12.53,37.94,50.47,44.69,7.12,28-Feb-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
28-Feb-2019 - 00:00,761.02,73.76,30.95,127.1,1.45,0.76,0.18,0.58,0.31,0.99,22.97,14.65,44.43,59.05,52.69,8.79,01-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
01-Mar-2019 - 00:00,761.29,82.82,31.02,110.87,1.32,0.66,0.28,0.25,0.36,0.68,14.59,6.96,24.9,31.86,82.52,9.87,02-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
02-Mar-2019 - 00:00,760.36,82.92,32.29,86.23,2.05,0.89,0.23,0.3,0.7,0.58,12.72,6.71,19.27,25.98,87.27,9.8,03-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
03-Mar-2019 - 00:00,758.21,82.77,32.33,87.25,2.01,0.9,0.24,0.3,0.7,0.56,11.62,6.55,15.2,21.74,70.27,8.84,04-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
04-Mar-2019 - 00:00,757.0,99.0,36.3,138.0,1.69,0.9,0.24,0.33,0.69,0.78,17.73,8.09,28.44,36.53,53.92,7.41,05-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
05-Mar-2019 - 00:00,758.11,63.42,26.51,141.08,1.78,0.7,0.27,0.66,0.58,0.7,23.28,10.83,42.78,53.62,44.83,8.38,06-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
06-Mar-2019 - 00:00,758.97,75.09,27.97,187.65,1.54,1.24,0.34,1.09,0.56,1.12,35.57,30.38,56.72,87.09,44.6,10.04,07-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
07-Mar-2019 - 00:00,758.86,70.32,24.76,138.92,1.41,0.77,0.13,0.44,0.2,0.61,18.44,8.57,33.11,41.69,77.42,10.95,08-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
08-Mar-2019 - 00:00,759.49,63.73,23.84,111.7,1.72,0.71,0.03,0.09,0.04,0.72,11.42,6.56,17.31,23.87,67.17,14.56,09-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
09-Mar-2019 - 00:00,759.93,84.06,28.06,102.46,2.32,0.58,0.1,0.2,0.3,0.7,19.91,8.8,36.46,45.26,68.42,11.89,10-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
10-Mar-2019 - 00:00,760.32,62.95,25.18,122.27,1.83,0.88,0.25,0.32,0.68,0.35,15.39,7.03,27.12,34.15,81.38,6.39,11-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
11-Mar-2019 - 00:00,759.82,93.06,31.22,193.39,1.96,0.67,0.31,0.7,0.58,0.76,14.86,8.91,32.74,41.65,61.51,12.8,12-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
12-Mar-2019 - 00:00,761.46,104.42,44.88,103.39,2.2,0.53,0.19,0.66,0.33,0.77,22.05,9.02,41.4,50.42,71.54,12.74,13-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
13-Mar-2019 - 00:00,761.48,108.14,45.29,75.85,1.83,0.8,0.07,0.18,0.09,0.72,15.22,7.19,30.02,37.21,71.49,12.69,14-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
14-Mar-2019 - 00:00,761.59,87.7,31.35,78.53,2.14,0.54,0.12,0.36,0.16,0.59,15.77,8.06,29.08,37.15,66.13,10.28,15-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
15-Mar-2019 - 00:00,763.11,54.45,23.9,118.74,2.14,0.39,0.13,0.49,0.2,0.75,16.41,10.13,39.99,50.13,60.03,8.4,16-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
16-Mar-2019 - 00:00,762.34,57.99,21.71,145.5,1.65,0.36,0.12,0.47,0.21,0.66,16.25,9.76,41.6,51.35,64.93,8.32,17-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
17-Mar-2019 - 00:00,760.87,69.05,21.37,121.85,1.57,0.53,0.11,0.43,0.2,0.8,17.59,11.01,46.15,57.17,67.18,8.61,18-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
18-Mar-2019 - 00:00,760.63,77.57,25.96,127.7,1.61,0.83,0.25,0.86,0.36,1.01,20.98,15.68,47.37,63.05,72.97,9.56,19-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
19-Mar-2019 - 00:00,758.08,77.1,28.4,125.49,1.7,0.68,0.14,0.43,0.23,0.68,16.91,7.26,29.01,36.26,78.19,8.87,20-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
20-Mar-2019 - 00:00,756.82,101.26,30.53,197.66,1.94,0.7,0.14,0.54,0.25,0.84,19.3,19.81,39.71,59.52,54.46,13.44,21-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
21-Mar-2019 - 00:00,758.95,102.19,34.06,67.09,2.19,0.62,0.06,0.19,0.09,0.48,18.97,6.73,22.26,28.99,78.84,11.6,22-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
22-Mar-2019 - 00:00,761.1,79.14,28.93,134.26,2.29,0.38,0.1,0.47,0.2,0.41,15.39,9.0,34.23,43.23,71.86,7.61,23-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
23-Mar-2019 - 00:00,760.66,78.57,27.12,129.7,1.86,0.36,0.1,0.45,0.19,0.39,15.87,9.78,38.51,48.29,67.26,7.76,24-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
24-Mar-2019 - 00:00,759.13,104.53,30.01,137.25,2.15,0.36,0.08,0.28,0.12,0.39,17.77,9.36,36.56,45.92,61.51,10.33,25-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
25-Mar-2019 - 00:00,759.17,97.16,32.21,201.3,1.97,0.41,0.1,0.41,0.17,0.54,20.99,10.33,36.98,47.3,48.15,9.87,26-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
26-Mar-2019 - 00:00,760.68,71.65,30.87,149.67,1.64,0.61,0.2,0.75,0.33,0.79,20.83,16.18,52.33,68.51,63.11,9.79,27-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
27-Mar-2019 - 00:00,761.11,96.39,35.9,176.03,1.32,1.5,0.34,1.2,0.53,1.12,23.8,22.62,54.82,77.44,62.98,10.01,28-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
28-Mar-2019 - 00:00,759.55,99.84,30.73,188.15,1.39,1.77,0.34,1.12,0.52,1.02,23.63,27.94,48.82,76.76,51.18,11.21,29-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
29-Mar-2019 - 00:00,757.22,127.73,34.25,197.0,1.35,1.86,0.35,1.33,0.62,0.96,25.4,27.37,53.14,80.5,45.98,13.89,30-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
30-Mar-2019 - 00:00,756.46,122.78,34.67,168.41,1.47,0.8,0.2,0.75,0.34,0.85,22.38,14.46,44.07,58.53,66.51,14.16,31-Mar-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
31-Mar-2019 - 00:00,757.4,116.52,32.69,131.6,2.52,0.67,0.18,0.67,0.29,0.77,20.44,10.62,38.96,49.58,69.89,14.55,01-Apr-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
01-Apr-2019 - 00:00,757.79,102.84,34.3,166.38,1.68,0.78,0.27,0.96,0.48,0.89,17.79,12.44,49.25,61.68,64.75,12.79,02-Apr-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
02-Apr-2019 - 00:00,757.9,102.0,37.25,135.42,1.69,1.46,0.39,1.16,0.57,1.01,19.74,20.66,40.73,61.4,72.43,15.68,03-Apr-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
03-Apr-2019 - 00:00,757.06,106.22,36.78,138.84,1.69,1.11,0.28,0.83,0.38,1.02,17.42,10.43,38.07,48.5,87.52,16.52,04-Apr-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
04-Apr-2019 - 00:00,757.42,113.12,39.3,149.69,1.61,2.03,0.44,1.37,0.62,1.54,21.58,28.78,36.49,65.28,64.13,16.69,05-Apr-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
05-Apr-2019 - 00:00,757.01,127.5,36.6,186.46,1.69,0.74,0.15,0.74,0.3,0.93,18.4,12.14,40.04,52.15,58.76,13.71,06-Apr-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
06-Apr-2019 - 00:00,756.27,123.9,33.9,200.62,2.09,0.38,0.14,0.6,0.3,0.86,17.65,11.71,40.1,51.82,47.64,10.83,07-Apr-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
07-Apr-2019 - 00:00,755.24,188.31,37.01,229.38,1.84,0.38,0.11,0.45,0.22,0.82,16.28,8.92,29.13,38.05,65.45,15.2,08-Apr-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
08-Apr-2019 - 00:00,755.55,463.21,73.6,153.52,1.89,0.77,0.11,0.47,0.22,1.07,20.06,8.02,30.89,38.91,67.71,11.53,09-Apr-2019 - 00:00,"Adarsh Nagar, Jaipur - RSPCB"
