from date,PM2.5,PM10,RH,VWS,BP,SR,AT,WS,WD,CO,SO2,Ozone,NO2,NO,NOx,Benzene,Xylene,Toluene,to date,station
27-Nov-2019 - 00:00,,,66.48,-0.36,735.74,76.21,17.83,1.06,77.6,,15.88,79.48,51.82,8.21,20.09,5.74,15.51,15.69,28-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Nov-2019 - 00:00,260.67,,65.33,-0.36,735.46,82.47,18.2,1.21,98.94,,15.43,80.94,52.03,10.18,21.46,5.49,8.93,12.42,29-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Nov-2019 - 00:00,198.99,,62.74,-0.36,735.72,74.43,17.48,1.65,222.4,,15.58,77.22,54.27,12.76,23.78,5.25,18.31,18.79,30-Nov-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Nov-2019 - 00:00,159.44,,65.9,-0.39,735.64,83.83,17.04,1.28,226.75,,15.2,71.2,54.19,11.28,22.79,5.02,13.53,16.33,01-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Dec-2019 - 00:00,127.5,,67.2,-0.4,735.32,78.57,16.01,0.85,236.38,,15.07,63.02,51.12,11.68,22.18,4.97,10.34,17.83,02-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Dec-2019 - 00:00,153.11,,69.06,-0.39,735.11,64.76,13.85,0.9,218.93,,15.07,45.37,53.13,15.87,25.53,5.24,18.31,14.06,03-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Dec-2019 - 00:00,182.63,,59.56,-0.4,734.9,80.15,11.79,1.24,241.94,,17.96,72.58,54.3,7.86,20.57,5.16,10.24,12.51,04-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Dec-2019 - 00:00,183.83,,61.78,-0.38,733.07,77.23,9.13,0.81,202.29,,15.6,62.69,59.38,11.44,24.36,5.22,10.04,12.94,05-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Dec-2019 - 00:00,158.47,,63.86,-0.39,731.99,73.48,9.2,0.72,189.94,,21.43,56.36,60.48,39.09,42.94,7.18,17.16,24.52,06-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Dec-2019 - 00:00,201.67,,63.06,-0.38,732.55,68.94,10.9,0.7,202.0,,16.05,59.42,57.43,18.9,28.46,7.63,22.85,21.67,07-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Dec-2019 - 00:00,132.18,,64.45,-0.37,733.82,61.47,12.81,1.24,161.81,,13.31,47.82,49.48,8.01,19.29,5.32,10.07,13.01,08-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Dec-2019 - 00:00,188.25,,64.02,-0.38,733.79,70.35,13.29,1.0,196.81,,16.15,52.25,45.96,9.35,19.17,4.67,8.55,10.56,09-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Dec-2019 - 00:00,176.34,,65.36,-0.38,734.31,67.66,12.26,0.87,192.67,,15.96,52.98,50.31,20.36,27.68,5.98,13.65,14.86,10-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Dec-2019 - 00:00,161.0,1.0,67.27,-0.39,736.85,75.36,10.76,0.75,212.15,,18.56,47.09,50.02,31.62,35.02,6.08,17.19,17.17,11-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Dec-2019 - 00:00,201.93,,68.99,-0.39,737.86,75.05,10.81,0.56,198.54,,19.24,51.86,56.17,32.17,37.15,8.12,24.23,24.73,12-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Dec-2019 - 00:00,137.74,1.0,71.45,-0.35,737.8,64.72,11.02,1.97,86.28,,17.72,69.41,44.59,6.9,17.01,5.19,14.66,12.18,13-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Dec-2019 - 00:00,112.3,,85.83,-0.34,736.62,27.16,7.94,2.3,111.17,,17.51,58.67,31.22,5.02,12.16,3.07,6.22,6.07,14-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Dec-2019 - 00:00,70.59,,82.37,-0.35,734.19,58.98,9.34,1.04,151.23,,18.23,40.06,29.62,10.8,15.52,3.32,8.86,7.89,15-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Dec-2019 - 00:00,78.14,,83.63,-0.39,734.66,35.07,8.87,0.52,198.41,,15.76,27.1,35.7,11.69,17.83,5.12,13.01,12.1,16-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Dec-2019 - 00:00,103.01,,75.65,-0.39,734.28,80.43,10.01,1.05,241.97,,18.11,28.03,37.15,10.08,17.18,10.45,28.67,31.03,17-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Dec-2019 - 00:00,114.81,,75.2,-0.39,733.36,45.87,9.07,2.1,262.68,,14.58,48.11,32.23,6.54,13.42,10.42,24.98,22.3,18-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Dec-2019 - 00:00,103.56,,77.21,-0.39,733.13,50.44,6.7,1.55,244.61,,19.78,29.51,30.17,7.45,13.47,16.1,19.87,14.53,19-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Dec-2019 - 00:00,124.15,,66.5,-0.71,735.88,13.12,15.28,0.42,224.82,,21.1,22.98,68.39,13.84,28.5,5.98,9.69,14.96,24-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Dec-2019 - 00:00,155.26,,83.65,-0.71,735.16,38.82,10.67,1.33,252.94,,17.8,7.46,52.03,13.67,23.76,7.23,8.9,14.67,25-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Dec-2019 - 00:00,131.42,,76.25,-0.71,735.86,60.2,12.33,1.59,273.32,,20.28,21.28,52.39,10.41,21.71,6.48,7.34,11.85,26-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Dec-2019 - 00:00,119.06,,84.54,-0.71,736.53,17.44,6.26,1.2,242.32,,19.22,9.72,45.48,10.46,19.78,6.32,6.63,11.49,27-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Dec-2019 - 00:00,165.59,,73.34,-0.75,735.22,42.01,5.83,1.42,252.83,,14.14,27.35,54.93,9.39,21.75,5.1,6.2,11.19,28-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Dec-2019 - 00:00,201.81,,81.17,-1.2,734.6,36.0,6.93,1.0,221.83,,20.34,17.89,47.99,11.39,21.11,6.21,6.88,12.93,29-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Dec-2019 - 00:00,170.37,,74.86,-1.48,734.09,44.06,7.58,1.44,245.96,,16.56,33.56,40.93,7.46,16.51,5.35,5.12,10.89,30-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Dec-2019 - 00:00,153.52,,84.05,-1.17,734.73,22.8,4.04,1.02,190.66,,14.68,14.8,42.13,8.11,17.27,5.42,4.47,9.95,31-Dec-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
31-Dec-2019 - 00:00,,,84.0,-0.61,735.0,5.0,6.25,0.45,157.5,,17.95,10.0,47.56,7.32,18.3,6.08,6.08,12.44,01-Jan-2020 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
