from date,NO2,NO,NOx,SO2,CO,PM2.5,AT,RH,WS,VWS,WD,BP,SR,RF,Benzene,Toluene,Ozone,to date,station
25-Apr-2018 - 00:00,115.26,107.16,142.53,22.3,1.96,90.0,26.49,32.15,1.25,-0.3,46.0,746.15,168.84,0.0,0.0,0.0,39.11,26-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Apr-2018 - 00:00,61.97,10.8,40.38,18.04,0.9,98.26,26.12,39.59,1.8,-0.3,46.0,745.61,147.48,0.0,0.0,0.0,42.0,27-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Apr-2018 - 00:00,41.29,10.01,33.72,13.98,0.85,62.21,25.64,44.43,2.91,-0.3,46.0,747.04,144.95,0.0,0.0,0.0,42.07,28-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Apr-2018 - 00:00,60.87,13.55,41.62,18.32,1.33,68.61,25.91,44.64,1.44,-0.3,46.0,747.23,141.78,0.0,0.0,0.0,40.02,29-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Apr-2018 - 00:00,49.04,10.21,39.11,16.33,1.06,72.1,26.08,45.96,1.57,-0.3,46.0,746.03,146.41,0.17,0.0,0.0,43.08,30-Apr-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Apr-2018 - 00:00,39.22,9.16,25.74,11.64,0.95,47.9,23.97,53.23,2.91,-0.3,46.0,745.71,96.88,0.0,0.0,0.0,44.46,01-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-May-2018 - 00:00,43.46,10.71,33.85,12.05,1.04,42.33,24.32,53.96,2.77,-0.3,46.0,747.03,128.25,0.0,0.0,0.0,36.25,02-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-May-2018 - 00:00,40.81,9.78,27.66,13.64,1.16,53.14,25.24,51.41,2.48,-0.3,46.0,746.84,159.81,0.0,0.0,0.0,39.54,03-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-May-2018 - 00:00,40.03,13.81,30.29,11.06,1.02,38.49,23.72,54.86,2.23,-0.3,46.0,747.99,169.53,0.0,0.0,0.0,30.38,04-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-May-2018 - 00:00,59.08,19.75,44.24,11.99,1.06,42.26,25.1,48.5,0.69,-0.3,46.0,747.21,159.24,0.0,0.0,0.0,33.01,05-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-May-2018 - 00:00,64.25,15.58,45.82,14.23,1.51,72.04,26.22,48.94,0.57,-0.3,46.0,746.6,162.73,0.0,0.0,0.0,35.98,06-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-May-2018 - 00:00,58.55,13.6,41.65,15.3,1.39,71.43,27.07,45.91,0.4,-0.3,46.0,746.69,150.94,0.0,0.0,0.0,44.34,07-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-May-2018 - 00:00,50.88,41.34,55.12,15.99,1.66,96.86,27.55,39.68,1.06,-0.3,46.0,745.67,161.06,0.0,0.0,0.0,46.7,08-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-May-2018 - 00:00,55.35,55.29,70.83,17.53,1.08,174.57,27.06,38.05,1.5,-0.3,46.0,745.31,162.13,0.0,0.0,0.0,38.7,09-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-May-2018 - 00:00,17.37,8.01,19.63,12.4,0.82,101.95,26.28,36.16,1.77,-0.3,46.0,746.5,182.9,0.0,0.0,0.0,49.0,10-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-May-2018 - 00:00,8.92,8.98,8.81,11.23,0.85,68.19,25.43,35.89,1.07,-0.3,46.0,747.57,300.54,0.0,0.0,0.0,51.19,11-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-May-2018 - 00:00,104.16,21.89,70.24,18.4,1.87,66.0,28.58,34.74,1.02,-0.3,46.0,745.0,177.89,0.0,0.0,0.0,65.05,12-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-May-2018 - 00:00,52.48,9.83,34.79,15.7,1.46,,26.44,46.31,1.85,-0.3,46.0,745.97,159.81,0.0,0.0,0.0,41.45,13-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-May-2018 - 00:00,42.58,9.44,29.63,13.63,1.13,,26.05,48.98,2.15,-0.3,46.0,745.79,159.86,0.0,0.0,0.0,38.71,14-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-May-2018 - 00:00,51.19,14.61,37.99,11.16,1.05,,24.21,52.4,1.45,-0.3,46.0,746.7,165.8,0.0,0.0,0.0,39.17,15-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-May-2018 - 00:00,82.3,23.77,59.25,12.8,1.32,,25.35,50.46,1.01,-0.3,46.0,745.74,153.26,0.0,0.0,0.0,31.09,16-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-May-2018 - 00:00,80.82,18.67,56.08,14.57,1.7,195.34,26.47,48.67,0.94,-0.3,46.0,745.1,104.37,0.0,0.0,0.0,34.94,17-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-May-2018 - 00:00,45.17,9.11,30.83,13.86,1.32,175.95,26.29,51.67,1.9,-0.3,70.3,745.44,157.75,0.01,0.0,0.0,39.74,18-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-May-2018 - 00:00,65.38,15.98,50.95,16.1,1.72,97.7,26.63,49.42,1.41,-0.3,143.0,745.05,134.18,0.0,0.0,0.0,38.6,19-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-May-2018 - 00:00,44.58,10.37,30.02,14.97,0.97,100.7,27.58,46.05,1.6,-0.3,143.0,744.55,199.77,0.0,0.23,0.17,51.8,20-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-May-2018 - 00:00,,,,,,,,,,,,,,,,,,21-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-May-2018 - 00:00,,,,,,,,,,,,,,,,,,22-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-May-2018 - 00:00,87.72,27.71,67.98,17.23,2.04,82.52,30.01,35.67,1.67,-0.3,166.0,743.69,109.81,0.0,0.0,0.0,55.86,23-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-May-2018 - 00:00,51.09,16.85,39.69,15.16,1.71,75.33,27.99,49.27,2.4,-0.3,166.0,743.81,159.03,0.0,0.0,0.0,39.06,24-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-May-2018 - 00:00,34.69,13.8,33.37,10.41,2.07,76.18,33.26,46.86,2.95,-0.3,122.86,743.29,161.74,0.0,0.0,0.0,18.98,25-May-2018 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
