from date,PM2.5,PM10,AT,Temp,SR,RH,WS,WD,BP,RF,SO2,NO,NO2,NOx,NH3,CO,Ozone,to date,station
21-Apr-2018 - 00:00,26.02,52.53,29.64,29.9,223.1,74.36,1.82,250.25,754.98,0.0,7.02,2.68,13.88,9.55,4.0,0.94,42.62,22-Apr-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Apr-2018 - 00:00,27.73,54.05,29.7,29.5,211.73,72.83,1.61,191.52,756.51,0.0,6.4,2.66,12.01,8.55,3.92,0.82,37.27,23-Apr-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Apr-2018 - 00:00,26.85,58.5,29.75,29.31,231.15,71.99,2.06,230.84,755.71,0.0,7.2,2.63,12.99,9.02,3.85,0.88,43.99,24-Apr-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Apr-2018 - 00:00,20.92,56.52,29.72,28.75,215.14,73.92,2.12,247.39,756.12,0.0,6.02,2.77,9.69,7.37,3.21,0.85,39.84,25-Apr-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Apr-2018 - 00:00,24.49,52.25,28.63,28.82,163.54,73.58,1.79,194.88,755.06,0.0,4.74,2.81,12.31,8.83,3.41,0.78,45.54,26-Apr-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Apr-2018 - 00:00,29.95,75.36,29.67,28.88,229.89,70.8,1.92,255.83,753.55,0.0,6.28,2.74,12.39,8.82,3.43,0.89,43.86,27-Apr-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Apr-2018 - 00:00,34.97,70.66,29.21,29.63,177.33,74.23,1.34,203.23,754.34,0.0,6.34,2.88,14.45,9.98,3.11,0.94,44.43,28-Apr-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Apr-2018 - 00:00,36.33,69.86,28.75,28.59,136.31,77.08,1.17,117.8,756.09,0.0,5.78,2.7,15.2,10.22,2.84,1.14,38.29,29-Apr-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Apr-2018 - 00:00,45.89,76.09,29.34,28.97,196.31,76.54,1.63,183.55,755.79,0.0,8.11,2.85,11.14,8.25,3.26,1.0,40.68,30-Apr-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Apr-2018 - 00:00,28.96,58.69,29.74,29.64,201.32,73.43,2.02,267.7,754.39,0.0,6.5,2.9,11.93,8.71,3.38,0.86,42.19,01-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-May-2018 - 00:00,27.26,53.33,29.75,29.55,202.55,71.97,2.14,265.01,755.54,0.0,6.07,2.97,9.12,7.27,3.4,0.77,42.03,02-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-May-2018 - 00:00,59.59,55.91,29.84,28.79,223.66,71.72,2.26,236.54,755.57,0.0,5.52,2.81,9.51,7.34,2.91,0.85,43.53,03-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-May-2018 - 00:00,22.51,50.06,29.86,29.91,217.4,71.4,1.93,253.44,754.61,0.0,5.03,2.83,12.97,9.19,3.47,0.92,51.57,04-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-May-2018 - 00:00,29.19,55.03,29.68,29.89,199.84,71.11,1.86,210.58,755.28,0.0,6.01,2.77,9.82,7.47,3.68,0.89,55.0,05-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-May-2018 - 00:00,25.24,44.67,28.82,29.18,168.38,75.44,1.69,149.22,757.61,0.0,6.62,2.99,9.36,7.4,3.73,0.89,58.55,06-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-May-2018 - 00:00,19.67,32.12,28.16,28.06,137.01,78.72,1.33,134.87,758.35,0.0,5.56,2.84,9.7,7.47,3.06,0.86,38.06,07-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-May-2018 - 00:00,15.6,29.01,28.43,29.0,160.4,78.85,1.39,238.73,757.43,0.03,6.51,2.87,11.52,8.46,2.83,0.88,35.34,08-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-May-2018 - 00:00,14.09,27.61,28.4,29.24,189.62,79.17,1.7,194.57,755.81,0.72,5.68,2.91,9.82,7.59,2.91,0.88,33.57,09-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-May-2018 - 00:00,22.71,42.33,27.98,28.69,140.9,80.53,1.36,201.29,755.5,0.01,5.87,2.9,12.87,9.18,2.66,1.0,34.83,10-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-May-2018 - 00:00,10.3,28.96,27.72,28.77,136.05,79.86,1.33,145.91,757.59,0.0,6.42,2.79,10.98,8.11,2.65,0.88,29.66,11-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-May-2018 - 00:00,12.59,28.96,28.36,29.56,161.09,77.86,1.36,140.27,756.96,0.0,6.72,2.97,10.17,7.73,2.92,0.97,27.93,12-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-May-2018 - 00:00,7.43,20.83,28.12,30.26,176.51,79.47,1.74,194.42,756.71,0.02,6.56,2.9,9.93,7.56,3.11,0.87,27.51,13-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-May-2018 - 00:00,9.56,23.69,27.75,30.53,168.61,80.66,1.53,233.66,755.83,0.72,7.18,3.04,8.59,7.04,3.57,0.79,35.5,14-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-May-2018 - 00:00,10.9,24.76,28.39,31.13,212.06,77.07,1.73,277.31,755.54,0.0,6.28,3.04,12.75,9.25,4.38,0.78,40.06,15-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-May-2018 - 00:00,28.07,48.79,28.89,29.63,142.58,76.29,1.33,215.5,753.33,0.0,7.24,2.93,14.6,10.15,3.82,1.08,41.78,16-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-May-2018 - 00:00,27.77,49.33,28.23,29.12,151.95,78.59,1.35,228.96,752.81,0.0,6.04,3.09,10.57,8.11,3.62,0.94,39.68,17-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-May-2018 - 00:00,20.33,30.48,27.98,28.12,163.57,78.31,1.47,159.41,753.8,0.02,4.84,3.29,8.18,7.02,3.33,0.94,34.6,18-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-May-2018 - 00:00,9.28,24.53,27.47,28.15,150.52,79.45,1.48,221.36,754.41,0.4,5.62,3.19,9.08,7.06,3.24,0.9,30.98,19-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-May-2018 - 00:00,12.64,29.49,28.57,28.77,201.52,75.51,1.68,216.84,753.51,0.0,5.79,3.17,6.49,5.87,3.6,0.88,29.91,20-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-May-2018 - 00:00,9.91,24.19,28.53,29.16,159.59,77.59,2.05,243.81,753.66,0.0,4.12,3.55,4.12,4.57,3.62,0.92,30.31,21-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-May-2018 - 00:00,16.36,37.34,28.23,28.73,136.72,79.48,1.34,229.56,754.21,0.17,5.32,3.75,6.06,2.93,1.75,0.94,35.69,22-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-May-2018 - 00:00,19.25,44.43,28.97,29.5,213.7,74.74,1.93,270.07,753.38,0.0,6.45,3.31,13.18,5.12,2.51,0.88,43.51,23-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-May-2018 - 00:00,21.8,44.5,27.89,28.9,111.3,80.24,1.46,271.29,752.98,0.12,6.97,2.97,11.88,8.74,4.04,0.89,46.82,24-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-May-2018 - 00:00,25.76,66.96,28.11,28.82,170.7,78.03,1.95,265.6,751.25,0.0,6.71,2.83,11.76,8.55,4.66,0.96,41.1,25-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-May-2018 - 00:00,12.23,19.31,25.46,31.45,23.61,87.64,1.49,290.5,753.43,0.07,3.81,3.08,20.08,13.01,4.02,0.6,52.03,26-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-May-2018 - 00:00,22.88,44.51,27.65,26.93,177.49,79.81,1.45,206.78,752.46,0.0,5.21,2.87,14.15,9.86,2.74,0.96,55.58,27-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-May-2018 - 00:00,10.3,26.55,27.62,26.34,175.74,82.18,1.72,169.6,752.62,0.49,4.9,2.97,8.53,6.94,2.09,0.72,56.23,28-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-May-2018 - 00:00,13.26,39.02,27.94,28.22,126.07,80.39,2.74,200.34,753.1,0.23,5.25,2.99,7.22,6.28,3.65,1.02,50.83,29-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-May-2018 - 00:00,14.61,40.51,28.23,28.83,197.65,78.24,2.9,242.64,754.67,0.18,5.5,3.09,8.5,6.72,3.94,0.89,43.12,30-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-May-2018 - 00:00,15.31,33.4,27.98,28.87,172.19,80.7,2.0,235.89,754.6,0.05,4.84,3.1,12.56,9.2,3.46,0.87,39.85,31-May-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
31-May-2018 - 00:00,19.0,43.02,28.14,28.88,165.99,79.6,1.5,254.32,755.74,0.01,5.21,2.8,15.44,10.35,3.65,1.0,32.19,01-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-Jun-2018 - 00:00,17.53,35.43,27.39,28.97,102.5,84.0,1.13,160.72,756.32,0.21,6.09,2.82,17.19,11.37,3.43,1.02,26.46,02-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-Jun-2018 - 00:00,13.45,27.31,27.05,28.92,104.28,85.48,1.34,230.4,756.96,0.72,5.33,3.11,16.14,10.85,3.0,0.85,28.38,03-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-Jun-2018 - 00:00,11.41,22.15,26.73,29.07,74.88,84.8,1.18,273.97,757.28,0.45,4.97,3.14,12.76,9.34,2.73,0.7,30.4,04-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-Jun-2018 - 00:00,17.13,31.06,27.32,29.08,126.22,83.06,1.26,241.32,755.21,0.03,5.16,2.79,18.63,12.11,2.59,0.94,28.83,05-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-Jun-2018 - 00:00,16.83,37.01,27.57,29.22,129.22,82.78,1.13,264.5,756.04,0.27,6.01,2.98,21.32,13.53,2.33,1.06,24.46,06-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-Jun-2018 - 00:00,17.03,33.59,27.51,29.62,161.59,84.77,1.57,228.42,759.22,1.02,6.22,3.23,14.32,10.09,2.59,0.92,26.71,07-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-Jun-2018 - 00:00,15.56,29.76,26.73,32.1,68.13,87.46,0.99,283.21,764.6,0.96,6.4,2.88,19.85,12.39,3.21,0.73,20.52,08-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-Jun-2018 - 00:00,13.07,43.56,27.87,30.64,166.81,82.79,2.32,228.06,762.09,0.2,4.81,3.25,8.6,7.09,2.86,0.88,26.62,09-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-Jun-2018 - 00:00,9.82,40.19,28.0,29.79,149.31,81.59,3.16,219.0,761.88,0.28,6.09,3.18,2.1,3.49,2.36,0.58,27.87,10-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-Jun-2018 - 00:00,4.87,37.06,28.63,30.25,211.07,81.03,3.21,212.72,763.46,0.11,5.38,3.19,2.05,3.23,2.36,0.59,23.81,11-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Jun-2018 - 00:00,12.61,44.23,28.6,29.57,194.65,80.32,2.43,208.12,764.89,0.11,5.58,3.05,5.59,5.23,2.11,0.8,24.6,12-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Jun-2018 - 00:00,13.54,54.0,28.48,30.59,168.27,80.48,2.02,225.1,762.35,0.05,5.95,3.02,9.69,7.58,2.09,0.86,24.41,13-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Jun-2018 - 00:00,13.44,38.26,27.35,29.51,128.45,83.04,1.56,259.15,762.44,0.38,4.91,3.09,13.0,9.33,1.65,0.8,25.92,14-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Jun-2018 - 00:00,13.61,28.64,27.39,29.43,166.96,80.36,1.86,287.99,763.1,0.13,5.82,3.15,9.61,7.53,1.82,0.68,28.03,15-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Jun-2018 - 00:00,12.52,30.73,28.11,30.56,208.97,79.02,1.88,248.76,763.53,0.0,6.03,3.24,9.14,7.49,2.0,0.78,28.27,16-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Jun-2018 - 00:00,12.26,28.72,26.32,28.62,47.84,87.81,1.03,279.79,765.75,0.88,5.81,3.12,14.81,10.37,1.46,0.71,27.4,17-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Jun-2018 - 00:00,11.41,31.91,27.56,29.31,157.74,81.22,1.9,271.1,766.01,0.03,5.6,3.23,11.9,8.96,1.56,0.76,21.48,18-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Jun-2018 - 00:00,13.36,39.11,27.63,29.93,188.18,83.22,1.49,273.54,766.19,0.02,5.21,3.08,14.25,10.09,1.56,0.95,22.87,19-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Jun-2018 - 00:00,16.78,63.41,27.68,28.55,207.26,82.3,1.77,236.14,763.92,0.14,6.17,2.96,12.5,9.0,1.48,0.92,20.74,20-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Jun-2018 - 00:00,16.52,47.98,27.03,26.78,149.1,83.28,1.64,239.02,764.66,0.51,4.99,3.06,10.14,7.65,1.44,0.69,25.95,21-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Jun-2018 - 00:00,20.28,44.78,27.11,26.04,119.32,85.56,1.19,262.92,777.73,0.07,6.14,3.06,13.21,9.48,1.86,0.77,28.37,22-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Jun-2018 - 00:00,19.23,47.24,27.95,27.86,171.38,83.39,1.33,272.05,783.17,0.09,5.33,3.02,14.13,9.98,2.19,1.01,30.83,23-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Jun-2018 - 00:00,17.22,44.15,28.2,29.9,191.41,79.47,1.72,288.22,779.09,0.0,6.03,3.15,12.9,9.43,2.73,0.76,27.27,24-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Jun-2018 - 00:00,14.96,24.83,28.59,29.8,218.4,79.65,2.04,266.57,776.98,0.0,5.85,3.08,9.73,7.67,2.51,0.79,28.79,25-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Jun-2018 - 00:00,13.89,41.67,27.54,29.97,183.05,82.04,1.95,267.4,772.78,0.17,5.69,3.17,8.41,6.99,2.29,0.62,26.08,26-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Jun-2018 - 00:00,15.08,39.56,27.87,30.01,215.33,76.82,2.52,268.49,758.11,0.0,5.63,3.23,5.58,5.59,2.92,0.95,24.61,27-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Jun-2018 - 00:00,13.32,39.17,27.61,30.44,198.88,76.18,2.44,271.0,757.41,0.11,5.6,3.25,2.71,3.97,2.53,0.83,22.2,28-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Jun-2018 - 00:00,14.8,34.33,27.24,30.44,196.65,77.24,1.91,287.51,755.35,0.02,6.53,3.32,6.17,5.97,2.89,0.66,26.82,29-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Jun-2018 - 00:00,17.1,38.39,27.38,27.27,196.07,76.03,2.19,259.29,753.74,0.0,5.05,3.03,8.12,6.78,3.71,0.83,29.33,30-Jun-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Jun-2018 - 00:00,15.45,36.0,27.76,28.87,195.08,75.18,2.23,270.99,753.91,0.0,5.22,3.12,10.09,7.91,4.19,0.8,35.25,01-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-Jul-2018 - 00:00,18.05,33.98,27.85,28.84,195.85,76.78,2.22,265.51,754.71,0.0,6.44,3.26,8.01,6.9,3.44,0.67,33.32,02-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-Jul-2018 - 00:00,19.13,34.4,27.83,28.9,203.01,76.97,2.22,267.13,754.87,0.0,5.32,3.09,8.78,7.16,3.02,0.75,32.92,03-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-Jul-2018 - 00:00,23.53,44.73,27.76,28.34,174.01,77.33,2.14,265.12,755.62,0.0,6.49,3.11,9.58,7.62,2.94,0.83,30.61,04-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-Jul-2018 - 00:00,18.54,42.31,28.2,28.25,224.24,76.25,2.57,264.32,756.73,0.0,6.63,3.14,6.78,6.16,2.42,0.89,28.06,05-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-Jul-2018 - 00:00,18.61,40.26,27.93,28.84,218.72,76.66,2.43,263.7,756.88,0.0,5.8,2.96,7.61,6.44,2.48,0.8,28.35,06-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-Jul-2018 - 00:00,18.56,45.7,28.14,29.42,211.05,73.15,2.59,276.35,756.14,0.0,6.73,3.02,8.49,6.97,2.35,0.77,31.66,07-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-Jul-2018 - 00:00,15.78,45.04,27.65,29.16,166.28,77.2,2.49,270.79,755.3,0.16,5.94,3.16,8.49,7.08,1.89,0.79,29.87,08-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-Jul-2018 - 00:00,4.3,36.05,27.04,29.19,136.45,80.99,2.09,281.97,754.33,0.33,5.98,3.14,7.13,6.35,1.98,0.71,29.54,09-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-Jul-2018 - 00:00,14.94,28.98,26.35,29.19,131.74,84.18,1.76,267.42,755.25,0.25,7.21,3.26,11.73,8.7,1.87,0.81,29.57,10-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-Jul-2018 - 00:00,10.87,28.17,25.73,29.06,91.79,86.34,1.65,235.34,757.34,0.41,6.66,3.09,13.52,9.51,1.69,0.8,27.89,11-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Jul-2018 - 00:00,17.34,36.88,26.48,28.7,133.45,82.26,1.62,258.59,757.93,0.04,6.96,2.79,13.0,9.18,1.72,0.84,29.88,12-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Jul-2018 - 00:00,16.14,40.51,26.95,28.98,168.24,82.38,2.05,242.55,756.48,0.1,5.6,3.01,10.37,7.82,1.94,0.87,28.61,13-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Jul-2018 - 00:00,17.35,46.08,27.44,29.51,195.11,79.43,2.28,236.35,756.45,0.0,5.13,3.01,11.83,8.74,2.26,0.92,27.11,14-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Jul-2018 - 00:00,11.77,35.54,27.63,29.28,198.52,79.42,2.53,255.57,755.66,0.02,6.89,3.05,8.37,6.94,1.98,0.76,27.32,15-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Jul-2018 - 00:00,9.09,22.16,25.52,29.24,64.33,86.59,2.32,258.89,755.84,0.76,6.35,3.06,7.14,5.91,1.91,0.65,28.51,16-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Jul-2018 - 00:00,9.98,26.01,26.11,29.73,134.94,82.32,2.83,267.18,757.18,0.57,3.97,2.96,5.76,5.08,1.98,0.67,31.38,17-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Jul-2018 - 00:00,10.81,27.48,26.96,29.47,230.19,77.79,2.97,274.89,757.99,0.09,5.61,2.95,6.29,5.16,1.83,0.63,34.98,18-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Jul-2018 - 00:00,14.74,39.57,28.34,29.03,234.62,73.71,3.38,272.69,766.65,0.0,6.22,2.91,8.03,6.63,1.71,0.7,35.07,19-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Jul-2018 - 00:00,13.49,35.75,26.75,29.33,113.4,83.06,2.11,274.23,767.4,0.15,6.52,2.96,9.98,7.5,1.79,0.81,33.68,20-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Jul-2018 - 00:00,14.65,47.3,27.89,29.25,186.55,79.62,2.52,269.04,768.19,0.0,5.86,3.01,11.23,8.42,1.74,0.76,34.59,21-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Jul-2018 - 00:00,18.47,63.97,28.23,29.24,184.48,78.72,2.72,272.79,768.99,0.0,5.88,3.08,8.4,6.97,2.0,0.84,34.01,22-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Jul-2018 - 00:00,,57.91,28.5,29.32,280.19,77.91,3.31,271.53,769.31,0.0,5.15,3.08,4.31,4.8,2.0,0.73,34.67,23-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Jul-2018 - 00:00,18.24,63.78,29.05,29.29,244.98,73.95,3.42,268.0,768.02,0.0,6.29,2.93,6.21,5.68,1.93,0.89,31.92,24-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Jul-2018 - 00:00,13.28,42.49,27.55,29.21,161.29,79.57,2.46,280.11,770.58,0.1,5.04,2.87,5.83,5.43,1.85,0.8,30.19,25-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Jul-2018 - 00:00,12.9,34.15,27.62,29.32,183.41,78.85,2.41,285.15,770.68,0.01,6.27,3.0,6.91,6.11,1.79,0.76,30.34,26-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Jul-2018 - 00:00,14.83,40.36,27.84,29.16,194.36,78.96,2.54,272.55,771.41,0.01,6.13,2.92,7.88,6.54,1.81,0.73,27.38,27-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Jul-2018 - 00:00,16.22,46.99,28.0,28.07,202.55,77.74,2.52,275.92,770.99,0.0,6.69,3.0,6.89,6.09,1.79,0.91,30.32,28-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Jul-2018 - 00:00,18.81,55.28,27.98,29.35,191.77,79.96,2.44,270.16,770.32,0.0,5.58,2.92,8.25,6.74,2.13,0.95,30.86,29-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Jul-2018 - 00:00,16.97,48.71,27.85,29.36,168.62,80.9,2.49,264.16,769.66,0.0,5.29,3.1,5.66,5.54,2.26,0.86,30.63,30-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Jul-2018 - 00:00,13.62,37.14,27.42,29.37,167.61,83.81,2.31,256.08,768.59,0.77,5.93,2.9,6.01,5.55,2.21,0.94,28.57,31-Jul-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
31-Jul-2018 - 00:00,13.65,26.21,25.51,29.03,48.34,88.9,1.2,269.19,768.68,2.82,5.49,2.88,12.78,8.92,1.81,1.02,27.58,01-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-Aug-2018 - 00:00,15.02,40.07,26.53,28.69,106.27,84.12,1.34,271.29,769.4,0.03,6.01,2.93,14.95,10.24,1.66,1.07,24.51,02-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-Aug-2018 - 00:00,14.54,36.45,27.77,29.28,210.04,82.7,1.98,259.91,770.54,0.0,4.59,2.87,9.98,7.64,1.97,0.95,29.27,03-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-Aug-2018 - 00:00,19.07,37.77,28.03,29.26,177.74,79.97,2.17,260.57,768.89,0.0,5.67,2.8,8.62,6.85,1.88,0.98,25.96,04-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-Aug-2018 - 00:00,18.56,42.06,27.94,28.53,172.09,79.47,2.35,263.84,766.8,0.0,5.91,2.91,7.86,6.56,1.85,1.04,27.73,05-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-Aug-2018 - 00:00,10.89,32.85,27.89,28.86,191.84,79.39,2.98,254.34,766.73,0.0,5.44,2.96,4.42,4.53,2.02,1.07,29.12,06-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-Aug-2018 - 00:00,9.01,29.07,27.58,29.27,187.05,79.7,2.81,249.59,766.2,0.03,4.52,2.81,5.3,5.06,1.97,1.0,27.04,07-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-Aug-2018 - 00:00,9.33,30.91,27.42,29.19,206.46,81.55,2.18,243.61,764.8,0.12,5.9,2.93,5.46,4.63,1.8,1.05,30.6,08-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-Aug-2018 - 00:00,11.12,24.8,25.48,29.0,118.59,86.54,1.63,269.71,765.62,1.17,6.16,2.93,7.39,6.23,1.89,1.11,29.95,09-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-Aug-2018 - 00:00,8.86,39.02,26.81,28.79,184.77,82.89,1.89,256.39,765.32,0.28,4.95,2.85,7.77,6.34,1.78,1.17,29.21,10-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
