from date,AT,BP,PM10,PM2.5,RH,SR,WS,WD,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
25-Aug-2018 - 00:00,30.47,974.24,73.21,14.67,72.8,162.93,0.84,237.99,,0.49,17.1,,23.47,10.32,18.48,22.66,0.87,15.34,7.14,26-Aug-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Aug-2018 - 00:00,30.99,973.81,71.77,19.2,69.81,213.34,0.9,258.5,,0.51,16.27,,23.68,5.81,13.64,20.6,0.88,24.56,8.18,27-Aug-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Aug-2018 - 00:00,29.13,975.8,52.3,21.49,83.83,116.98,0.51,172.64,,0.73,20.6,,21.65,11.23,23.47,30.61,1.12,27.59,10.28,28-Aug-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Aug-2018 - 00:00,28.46,977.07,48.19,23.48,90.81,147.24,0.79,138.61,,0.69,21.96,,21.94,15.97,26.13,28.42,1.06,9.1,8.34,29-Aug-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Aug-2018 - 00:00,28.06,978.28,50.08,22.39,91.91,122.65,0.83,120.64,,0.64,21.0,,19.37,17.54,28.19,29.92,1.12,8.06,8.56,30-Aug-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Aug-2018 - 00:00,30.91,975.83,104.31,46.42,80.96,218.19,0.6,216.97,,1.07,26.18,,21.55,18.63,30.96,33.37,1.28,20.74,8.29,31-Aug-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
31-Aug-2018 - 00:00,30.96,975.87,159.0,46.49,77.86,172.35,0.8,236.98,,0.89,22.9,,20.09,10.65,22.36,29.49,1.15,14.78,9.12,01-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Sep-2018 - 00:00,27.47,978.28,111.84,45.35,92.98,66.0,0.65,185.44,,1.32,31.7,,21.29,22.66,37.03,38.65,1.62,6.05,9.56,02-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Sep-2018 - 00:00,26.59,977.86,78.64,40.83,95.89,84.94,0.56,249.77,,1.07,31.57,,22.04,17.99,26.58,26.21,1.18,15.83,9.69,03-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Sep-2018 - 00:00,26.31,978.22,75.33,46.31,97.17,63.37,0.41,233.95,,1.02,28.49,,19.62,23.33,35.65,35.02,1.49,24.96,10.08,04-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Sep-2018 - 00:00,26.67,978.9,96.2,56.45,94.85,74.43,0.35,214.89,,1.19,31.42,,22.44,39.31,57.77,52.12,1.75,8.91,8.92,05-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Sep-2018 - 00:00,28.1,977.96,105.43,42.04,87.1,169.34,0.56,237.68,,0.83,24.59,,20.0,24.71,34.83,31.34,1.33,12.2,8.8,06-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Sep-2018 - 00:00,29.1,977.36,115.77,34.35,82.08,211.96,0.6,227.0,,0.86,25.23,,20.75,16.0,25.78,27.71,1.09,23.28,7.9,07-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Sep-2018 - 00:00,28.07,979.26,83.61,38.27,87.48,157.92,0.63,213.98,,1.13,30.19,,20.98,34.62,48.92,42.64,1.52,17.31,12.09,08-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Sep-2018 - 00:00,28.03,979.74,66.17,27.29,86.65,135.64,0.93,122.1,,0.76,22.72,,20.04,15.02,24.27,26.35,0.98,10.28,11.61,09-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Sep-2018 - 00:00,27.88,981.28,50.23,18.23,83.2,187.71,1.76,99.27,,0.38,13.68,,15.81,10.45,17.57,20.79,0.81,14.4,9.52,10-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Sep-2018 - 00:00,28.4,982.65,71.75,27.55,83.17,137.27,0.8,132.24,,0.51,14.72,,15.09,14.32,25.43,29.58,0.98,13.98,17.01,11-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Sep-2018 - 00:00,30.18,981.56,66.92,22.19,77.6,200.05,0.58,227.92,,0.53,15.97,,15.75,12.85,22.08,25.56,0.99,16.34,9.55,12-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Sep-2018 - 00:00,30.4,978.77,92.53,19.2,71.81,219.08,0.92,241.74,,0.45,16.62,,19.52,10.06,18.56,23.23,0.87,15.05,8.28,13-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Sep-2018 - 00:00,30.41,978.66,104.48,17.03,64.03,222.35,0.95,234.19,,0.41,15.41,,17.53,11.98,19.59,22.18,0.84,16.44,9.32,14-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Sep-2018 - 00:00,29.97,980.97,104.07,23.92,65.73,217.79,0.67,259.06,,0.66,19.75,,16.53,11.15,20.65,25.49,0.95,23.15,8.86,15-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Sep-2018 - 00:00,30.11,982.62,111.2,27.35,63.47,212.81,0.67,266.84,,0.71,21.94,,19.59,20.89,29.63,27.41,1.04,24.94,8.64,16-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Sep-2018 - 00:00,29.9,981.28,124.55,36.97,67.27,217.53,0.71,264.77,,0.79,20.75,,20.36,11.71,22.23,27.61,0.99,19.74,8.97,17-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Sep-2018 - 00:00,30.03,980.22,154.31,48.52,68.83,207.35,0.66,270.73,,0.8,18.62,,21.43,8.89,21.21,30.18,1.01,30.64,9.09,18-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Sep-2018 - 00:00,30.28,980.29,159.62,46.27,64.02,216.24,0.65,271.82,,1.02,19.49,,21.89,6.84,19.75,30.39,1.01,36.2,10.05,19-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Sep-2018 - 00:00,29.97,980.18,167.39,53.55,63.17,213.85,0.6,264.61,,1.28,24.98,,23.61,17.36,33.87,40.83,1.24,36.66,11.03,20-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Sep-2018 - 00:00,30.37,980.83,195.73,74.43,62.77,196.69,0.55,168.03,,1.63,31.24,,24.91,30.33,52.12,55.25,1.5,45.79,18.45,21-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Sep-2018 - 00:00,28.4,983.58,99.07,31.35,71.15,182.46,1.79,101.87,,0.59,14.2,,19.81,9.97,20.14,26.32,0.83,17.77,11.66,22-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Sep-2018 - 00:00,25.31,983.68,38.11,16.05,91.2,69.42,1.52,149.95,,0.45,14.48,,15.23,8.89,16.55,21.25,0.83,17.68,8.62,23-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Sep-2018 - 00:00,26.56,983.51,48.97,24.72,89.0,109.35,2.03,86.07,,0.33,9.48,,14.18,6.77,12.7,17.25,0.81,18.84,8.06,24-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Sep-2018 - 00:00,24.88,981.56,32.71,17.66,96.16,60.57,1.33,151.96,,0.38,9.75,,12.64,14.52,24.11,26.84,0.93,6.94,9.13,25-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Sep-2018 - 00:00,23.89,982.59,50.19,27.9,94.18,77.78,0.63,267.03,,,,,15.7,12.77,21.3,24.12,1.01,17.21,6.27,26-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Sep-2018 - 00:00,27.18,982.37,95.06,39.83,80.66,228.81,0.48,236.08,,7.1,68.78,,22.89,28.48,38.75,32.99,1.36,25.53,7.66,27-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Sep-2018 - 00:00,27.91,983.18,175.59,84.58,79.18,215.75,0.35,249.03,,5.67,57.2,,35.44,80.22,87.0,44.28,2.13,38.11,7.32,28-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Sep-2018 - 00:00,28.8,983.91,226.5,101.08,70.21,216.4,0.35,227.59,,9.91,72.8,,34.76,53.96,66.2,45.29,2.9,32.8,10.31,29-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Sep-2018 - 00:00,29.11,984.52,231.06,90.16,67.95,211.49,0.43,239.06,,6.88,72.9,,34.33,30.82,50.77,51.9,1.95,33.09,8.65,30-Sep-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Sep-2018 - 00:00,28.6,983.87,131.1,59.14,68.56,206.27,0.58,275.07,,3.11,35.85,,27.51,14.43,30.22,38.46,1.25,35.89,8.97,01-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Oct-2018 - 00:00,28.8,983.63,181.06,73.07,66.32,202.48,0.46,266.54,,4.12,45.67,,26.29,31.19,51.82,53.35,1.55,42.67,11.09,02-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Oct-2018 - 00:00,29.51,984.33,166.36,67.89,62.03,201.85,0.49,245.3,,3.65,43.93,,27.0,25.62,43.95,47.09,1.22,33.09,9.88,03-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Oct-2018 - 00:00,29.34,983.69,174.54,57.98,55.12,197.83,0.38,234.94,,4.05,41.22,,23.51,50.33,71.35,60.6,1.65,35.74,10.86,04-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Oct-2018 - 00:00,28.65,985.25,243.21,102.62,60.81,177.58,0.48,208.87,,5.57,55.64,,31.58,41.07,64.98,62.91,2.04,41.98,19.44,05-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Oct-2018 - 00:00,28.3,986.18,272.62,126.82,63.95,163.05,0.48,249.99,,6.97,72.83,,38.56,67.85,93.03,74.74,2.46,45.8,19.05,06-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Oct-2018 - 00:00,27.85,985.73,203.57,84.03,60.05,183.14,0.46,268.89,,5.97,56.04,,33.36,44.79,63.74,54.96,1.65,42.89,11.13,07-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Oct-2018 - 00:00,27.53,985.16,232.6,91.82,57.52,179.43,0.49,269.54,,5.51,49.83,,33.38,42.58,63.77,58.37,1.68,52.88,13.71,08-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Oct-2018 - 00:00,27.67,983.8,315.02,137.26,59.25,166.75,0.32,191.43,,6.4,54.86,,36.83,47.48,77.69,77.95,2.14,46.92,22.05,09-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Oct-2018 - 00:00,28.04,983.14,305.36,120.25,56.58,172.5,0.9,99.45,,5.76,45.24,,36.6,26.1,53.43,64.24,2.31,48.08,25.21,10-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Oct-2018 - 00:00,28.23,983.81,243.81,88.3,63.95,158.18,1.29,95.85,,2.92,29.06,,34.01,21.33,49.88,64.82,1.61,34.27,9.82,11-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Oct-2018 - 00:00,25.98,985.48,220.58,63.64,61.84,146.94,1.31,126.26,,2.12,21.14,,27.79,20.39,41.54,50.58,1.15,29.41,11.32,12-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Oct-2018 - 00:00,24.94,987.04,193.31,76.56,54.18,162.11,0.43,250.53,,4.18,32.87,,31.09,34.64,57.56,58.42,1.31,28.98,19.59,13-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Oct-2018 - 00:00,24.95,987.18,293.1,153.64,56.31,160.6,0.44,271.78,,5.36,50.02,,40.6,44.99,67.53,61.76,1.43,37.68,14.57,14-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Oct-2018 - 00:00,25.25,986.44,219.48,100.51,52.5,162.01,0.51,251.22,,4.88,40.46,,32.59,32.75,55.76,58.38,1.32,39.03,11.53,15-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Oct-2018 - 00:00,25.75,986.84,326.44,145.75,54.93,158.33,0.37,229.38,,6.86,56.76,,39.47,53.43,79.17,70.71,2.29,40.39,17.26,16-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Oct-2018 - 00:00,26.55,986.62,375.76,148.48,56.72,132.08,0.42,148.97,,7.17,74.31,,48.56,53.68,85.91,82.99,2.78,45.45,20.1,17-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Oct-2018 - 00:00,26.74,985.07,350.61,150.6,53.43,155.44,0.49,184.67,,6.71,72.12,,45.53,32.76,57.63,61.93,2.19,32.44,15.65,18-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Oct-2018 - 00:00,25.56,984.7,351.67,143.18,63.01,119.87,0.61,154.76,,8.98,96.0,,47.35,39.97,67.98,70.29,3.49,18.0,15.77,19-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Oct-2018 - 00:00,25.49,986.02,336.56,172.35,57.39,119.7,0.31,247.2,,6.22,47.31,,43.86,36.03,71.92,83.8,1.95,42.99,16.63,20-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Oct-2018 - 00:00,25.38,988.33,311.53,173.11,49.8,134.38,0.39,265.76,,5.01,35.36,,40.26,28.29,61.84,76.6,1.62,33.17,16.29,21-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Oct-2018 - 00:00,24.35,988.9,334.06,333.22,49.93,133.82,0.44,266.56,,9.59,45.17,,48.67,49.47,76.9,72.75,2.51,26.38,19.62,22-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Oct-2018 - 00:00,24.27,987.96,367.07,311.69,47.71,139.22,0.51,232.06,,15.15,50.57,,70.79,54.71,76.67,63.97,2.83,15.25,15.68,23-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Oct-2018 - 00:00,24.55,987.63,344.24,164.21,45.51,134.39,0.34,246.43,,9.99,49.41,,58.28,47.88,77.47,75.99,2.52,20.7,15.19,24-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Oct-2018 - 00:00,24.39,987.72,408.05,202.14,53.73,120.24,0.31,217.84,,11.1,90.03,,57.33,43.47,81.28,89.99,3.42,45.79,21.03,25-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Oct-2018 - 00:00,23.82,989.14,402.21,222.53,59.1,121.21,0.36,201.93,,10.41,99.27,,52.63,24.06,62.14,83.53,3.47,59.93,22.61,26-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Oct-2018 - 00:00,23.23,990.93,439.38,209.28,61.65,102.4,0.29,249.08,,11.93,114.52,,53.94,23.2,62.49,85.64,3.97,23.86,17.39,27-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Oct-2018 - 00:00,23.09,991.17,420.57,235.17,68.38,96.25,0.29,249.41,,11.48,113.97,,54.71,35.56,84.3,107.49,4.08,22.78,16.08,28-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Oct-2018 - 00:00,23.6,990.72,359.18,214.12,64.66,120.48,0.37,253.5,,9.32,104.33,,46.92,49.92,73.98,66.36,2.97,29.86,15.05,29-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Oct-2018 - 00:00,23.52,989.92,448.56,275.74,64.83,110.63,0.27,256.99,,10.48,82.65,,52.72,60.01,87.22,75.74,3.17,26.23,15.56,30-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Oct-2018 - 00:00,23.26,989.85,457.71,274.12,67.04,93.54,0.26,227.51,,10.32,103.77,,57.46,50.5,90.79,97.04,3.63,18.22,18.89,31-Oct-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
31-Oct-2018 - 00:00,23.01,990.46,394.26,227.32,69.85,99.03,0.3,191.77,,8.69,87.69,,60.43,54.76,88.33,85.8,3.31,37.86,14.95,01-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Nov-2018 - 00:00,23.03,989.34,441.53,247.04,70.56,95.95,0.42,184.28,,10.1,107.86,,61.53,43.42,84.83,96.51,4.19,36.55,14.39,02-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Nov-2018 - 00:00,23.91,987.97,383.51,211.3,61.89,94.88,0.64,105.54,,5.93,64.72,,57.1,55.41,90.42,88.71,2.46,41.14,18.62,03-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Nov-2018 - 00:00,24.31,986.72,269.34,153.14,57.93,94.95,1.24,114.82,,3.11,20.6,,46.06,10.06,34.94,54.01,1.36,49.68,12.88,04-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Nov-2018 - 00:00,22.74,988.11,177.73,101.18,56.33,112.23,0.86,164.19,,2.44,20.14,,29.26,5.5,24.66,41.69,1.13,63.03,17.63,05-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Nov-2018 - 00:00,20.11,988.54,513.22,394.05,67.91,83.45,0.53,260.26,,5.57,45.01,,45.65,23.45,50.17,61.97,2.28,35.87,13.65,06-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Nov-2018 - 00:00,21.08,988.79,312.93,193.8,43.76,115.92,0.64,260.36,,4.03,26.02,,31.87,16.22,38.98,52.2,1.49,49.57,13.37,07-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Nov-2018 - 00:00,19.72,989.37,346.02,289.26,42.25,120.5,0.44,241.61,,5.04,26.34,,35.4,28.53,51.03,56.0,2.08,56.03,31.74,08-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Nov-2018 - 00:00,18.34,989.61,769.76,589.35,63.69,82.02,0.2,268.58,,8.6,54.35,,47.06,62.44,92.68,81.96,3.63,23.58,34.26,09-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Nov-2018 - 00:00,19.67,987.98,481.71,344.79,67.51,98.45,0.21,236.95,,8.66,68.42,,53.31,66.92,93.88,77.62,3.16,48.91,14.62,10-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Nov-2018 - 00:00,19.55,988.92,485.95,331.69,74.69,77.5,0.29,185.1,,10.16,96.05,,57.9,65.61,109.21,107.56,4.21,34.07,19.67,11-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Nov-2018 - 00:00,20.85,989.21,491.79,319.54,69.71,96.02,0.26,184.53,,10.04,85.18,,57.26,33.89,60.9,66.78,4.28,49.87,12.27,12-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Nov-2018 - 00:00,21.0,987.25,551.4,341.97,72.96,87.4,0.29,201.37,,10.04,85.42,,65.54,17.52,57.12,89.75,3.83,47.96,14.23,13-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Nov-2018 - 00:00,21.34,985.19,446.22,277.32,71.99,62.13,0.45,143.29,,7.6,72.8,,62.71,65.34,100.97,93.47,2.55,21.88,14.99,14-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Nov-2018 - 00:00,21.76,986.18,239.0,156.52,73.5,93.84,0.77,130.3,,4.62,42.68,,50.41,56.38,80.27,68.28,1.87,25.91,11.21,15-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Nov-2018 - 00:00,21.07,989.06,186.99,120.06,73.06,101.63,0.52,226.16,,3.78,36.21,,48.88,26.68,50.16,57.2,1.61,32.94,11.9,16-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Nov-2018 - 00:00,20.33,988.18,221.06,153.17,55.83,121.48,0.78,255.54,,3.02,19.09,,37.12,6.71,29.8,49.34,1.24,49.43,12.12,17-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Nov-2018 - 00:00,19.76,986.7,258.67,165.32,57.75,118.19,0.52,246.35,,4.24,29.23,,36.61,28.19,49.48,53.58,2.19,44.41,13.13,18-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Nov-2018 - 00:00,20.12,988.07,334.52,213.48,62.99,111.72,0.68,142.31,,6.05,39.67,,46.78,71.76,100.51,82.65,2.68,42.09,14.29,19-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Nov-2018 - 00:00,21.39,990.3,327.34,204.27,57.57,98.08,1.23,95.01,,3.53,23.77,,46.14,20.62,54.15,74.07,1.7,42.55,14.74,20-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Nov-2018 - 00:00,21.24,990.33,378.45,243.6,67.21,99.65,0.39,202.08,,5.91,50.25,,51.94,56.83,84.42,75.39,2.76,46.46,16.17,21-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Nov-2018 - 00:00,20.39,990.62,349.78,244.04,59.75,106.13,0.47,218.47,,5.48,36.64,,47.04,53.71,77.16,66.49,2.59,39.13,13.92,22-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Nov-2018 - 00:00,20.06,991.26,283.94,158.48,51.97,102.02,0.27,228.03,,6.28,54.89,,38.45,74.91,99.1,75.21,3.24,28.38,16.35,23-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Nov-2018 - 00:00,20.22,992.79,310.77,202.38,52.62,107.12,0.53,250.66,,6.56,58.11,,43.35,48.75,71.74,63.98,2.74,35.07,12.18,24-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Nov-2018 - 00:00,19.81,991.39,212.5,114.39,48.44,116.86,0.72,238.62,,3.34,22.54,,31.93,35.54,52.44,47.87,1.63,39.73,12.43,25-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Nov-2018 - 00:00,19.27,991.3,269.78,150.15,56.22,106.34,0.39,239.89,,4.64,33.59,,37.9,60.05,78.5,59.48,2.33,35.9,13.39,26-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Nov-2018 - 00:00,19.04,990.5,373.95,247.76,68.33,98.76,0.31,254.98,,8.09,74.89,,49.34,65.89,85.07,66.57,4.13,33.92,17.76,27-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Nov-2018 - 00:00,19.33,992.49,386.45,249.24,68.51,92.53,0.58,178.13,,8.96,86.09,,48.9,38.11,69.52,76.08,5.06,21.93,16.13,28-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Nov-2018 - 00:00,19.62,993.3,382.25,244.26,73.8,81.97,0.32,193.22,,7.94,76.86,,52.65,49.98,83.17,83.32,4.51,20.88,15.84,29-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Nov-2018 - 00:00,19.48,993.47,337.28,230.45,72.19,88.13,0.41,227.06,,9.11,74.6,,50.33,62.98,82.72,62.43,3.77,20.13,11.17,30-Nov-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Nov-2018 - 00:00,18.99,992.77,353.49,236.55,67.4,95.31,0.42,236.13,,8.65,45.93,,54.34,59.14,77.7,59.14,2.85,28.22,13.3,01-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Dec-2018 - 00:00,18.61,990.14,294.48,173.39,60.34,97.99,0.48,223.18,,7.63,49.45,,57.31,54.89,81.28,88.49,2.55,31.49,14.5,02-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Dec-2018 - 00:00,17.84,989.29,317.19,218.11,63.29,96.11,0.23,234.67,,12.08,83.26,,65.62,27.77,51.85,83.84,4.14,35.67,15.52,03-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Dec-2018 - 00:00,17.81,990.25,332.07,230.82,63.59,90.32,0.31,236.33,,11.38,83.02,,68.92,35.47,66.15,103.59,4.04,26.64,15.52,04-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Dec-2018 - 00:00,17.27,992.02,389.99,270.52,68.64,85.2,0.23,234.36,,12.68,95.14,,70.69,15.29,64.65,106.79,4.31,26.29,15.61,05-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Dec-2018 - 00:00,17.21,989.51,298.8,232.6,68.33,89.21,0.34,239.07,,11.11,82.82,,68.65,41.59,74.04,101.4,3.67,21.91,13.79,06-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Dec-2018 - 00:00,16.7,989.03,458.43,327.25,73.48,69.51,0.28,226.68,,14.52,113.6,,80.96,16.69,79.5,132.92,5.05,23.97,16.19,07-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Dec-2018 - 00:00,16.37,989.82,399.61,283.99,71.89,76.53,0.37,246.45,,12.08,87.47,,68.03,49.51,89.71,96.64,3.66,22.75,14.85,08-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Dec-2018 - 00:00,16.43,990.75,408.53,287.31,69.23,84.1,0.31,234.7,,11.11,69.69,,60.25,40.63,87.89,106.49,3.56,28.2,14.66,09-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Dec-2018 - 00:00,16.03,989.72,523.93,374.75,72.25,77.11,0.25,232.91,,15.72,99.35,,69.01,18.02,82.84,132.02,3.69,24.65,19.27,10-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Dec-2018 - 00:00,15.56,989.5,527.5,392.27,75.22,68.55,0.55,136.92,,12.35,67.27,,74.12,41.4,96.72,123.38,3.79,36.17,13.99,11-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Dec-2018 - 00:00,15.67,990.32,520.49,379.81,77.85,70.39,0.37,134.43,,10.36,63.75,,67.66,37.69,94.03,122.61,3.75,19.43,9.37,12-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Dec-2018 - 00:00,16.72,991.78,310.83,224.56,71.43,61.25,0.91,146.75,,6.64,42.18,,58.74,54.63,92.12,93.14,2.47,15.05,7.11,13-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Dec-2018 - 00:00,15.32,994.51,222.86,175.82,79.54,88.51,0.54,268.5,,7.76,37.29,,54.43,48.59,75.36,70.76,2.12,17.7,9.16,14-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Dec-2018 - 00:00,15.01,996.58,232.48,181.38,75.2,100.74,0.52,261.8,,6.82,36.63,,53.3,41.58,73.18,77.61,1.73,18.65,11.53,15-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Dec-2018 - 00:00,14.96,996.16,235.3,176.47,71.5,105.46,0.56,249.7,,6.21,30.05,,54.75,35.99,69.71,79.77,1.73,18.84,12.31,16-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Dec-2018 - 00:00,14.76,996.48,313.95,236.89,68.0,110.77,0.43,243.14,,7.18,37.03,,65.67,56.63,88.0,82.45,2.44,24.37,15.3,17-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Dec-2018 - 00:00,13.73,995.07,405.89,295.98,69.2,88.41,0.39,246.53,,10.54,74.75,,72.38,75.47,106.45,87.8,3.31,14.07,20.99,18-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
