from date,AT,Benzene,BP,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RH,SO2,SR,VWS,WD,WS,Toluene,to date,station
03-Dec-2018 - 00:00,15.6,9.07,734.97,3.73,76.23,123.74,175.65,201.37,43.47,377.46,192.85,54.58,24.62,84.47,0.0,168.34,0.42,151.48,04-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Dec-2018 - 00:00,13.89,14.15,747.32,5.31,86.63,166.14,215.98,220.62,23.52,495.04,308.14,64.43,20.14,40.72,0.0,191.07,0.35,339.01,05-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Dec-2018 - 00:00,15.01,11.26,745.99,2.7,85.83,120.58,170.75,189.09,25.65,360.38,207.68,58.69,22.76,82.36,0.01,149.02,0.5,172.67,06-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Dec-2018 - 00:00,14.85,14.13,758.8,3.57,83.68,27.37,97.88,74.31,25.24,440.67,249.06,60.74,17.88,67.75,0.0,184.08,0.39,240.03,07-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Dec-2018 - 00:00,14.18,11.68,741.68,1.85,64.28,55.49,42.29,67.73,28.0,325.25,198.24,59.34,25.25,80.88,0.01,140.03,0.57,121.14,08-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Dec-2018 - 00:00,14.02,13.11,744.71,2.51,69.75,59.38,73.15,87.31,35.04,405.89,231.42,59.03,21.45,79.14,0.0,166.8,0.42,101.75,09-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Dec-2018 - 00:00,14.13,14.03,742.92,3.07,49.62,85.94,54.67,99.13,35.49,421.09,241.7,56.63,24.57,70.98,0.0,177.81,0.36,123.9,10-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Dec-2018 - 00:00,14.05,12.6,739.38,3.19,68.32,99.73,93.41,130.98,47.05,459.27,268.83,60.8,16.09,58.4,0.01,179.51,0.43,94.36,11-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Dec-2018 - 00:00,14.05,12.26,743.86,2.89,95.09,123.3,150.46,180.51,27.16,431.72,254.85,63.27,14.29,52.42,0.0,164.17,0.36,103.64,12-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Dec-2018 - 00:00,14.79,9.96,736.36,1.97,85.48,74.02,116.85,122.48,29.14,389.42,231.16,59.23,25.81,54.0,0.01,131.16,0.56,68.77,13-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Dec-2018 - 00:00,14.96,4.38,737.19,1.27,70.2,23.2,84.03,63.6,25.76,167.27,110.56,57.01,36.66,103.78,0.04,80.2,0.66,33.4,14-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Dec-2018 - 00:00,12.67,9.54,747.16,1.09,70.02,26.15,85.33,66.7,19.84,180.19,119.93,62.67,26.22,86.31,0.01,75.39,0.58,44.84,15-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Dec-2018 - 00:00,12.58,9.79,738.69,0.99,66.71,17.3,82.08,57.75,20.46,191.51,125.09,59.15,27.59,87.63,0.01,76.27,0.68,40.27,16-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Dec-2018 - 00:00,12.12,8.07,735.87,1.3,70.01,30.24,86.27,70.55,22.11,229.77,145.35,57.11,30.23,90.29,0.01,116.0,0.54,39.51,17-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Dec-2018 - 00:00,11.54,8.67,737.51,2.08,74.74,66.22,106.37,110.55,21.0,300.45,185.23,56.03,31.61,79.86,0.02,128.88,0.51,82.1,18-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Dec-2018 - 00:00,11.54,12.6,734.5,1.57,76.27,33.18,102.37,81.49,27.33,326.49,205.69,52.89,17.91,87.56,0.01,115.3,0.6,98.89,19-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Dec-2018 - 00:00,11.62,11.8,735.69,2.1,75.89,37.41,96.57,81.86,26.58,333.44,205.91,55.12,,86.73,0.01,129.72,0.59,98.93,20-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Dec-2018 - 00:00,11.3,12.98,754.37,2.73,87.92,106.99,121.23,151.68,27.8,419.48,276.49,57.63,,83.97,0.01,169.28,0.44,130.87,21-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Dec-2018 - 00:00,10.3,10.77,748.04,2.46,92.8,62.88,116.51,113.23,25.63,395.09,272.07,59.69,15.8,81.27,0.01,128.47,0.58,89.09,22-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Dec-2018 - 00:00,10.4,12.15,754.17,3.02,104.06,96.58,169.06,150.88,24.44,563.58,372.4,61.07,33.15,66.99,0.0,154.93,0.33,135.11,23-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Dec-2018 - 00:00,10.96,9.47,777.87,4.43,100.69,183.34,213.44,242.15,38.31,652.12,469.81,64.31,31.07,65.32,0.0,188.68,0.39,192.22,24-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Dec-2018 - 00:00,10.93,10.6,773.34,4.41,107.7,196.22,200.06,226.26,21.86,571.84,400.43,63.01,23.04,67.71,0.02,172.43,0.46,182.75,25-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Dec-2018 - 00:00,9.75,14.52,761.93,1.68,89.81,11.69,95.05,60.08,20.88,365.58,270.28,64.56,21.33,76.01,0.0,93.53,0.6,88.88,26-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Dec-2018 - 00:00,9.5,10.77,756.0,2.36,83.88,25.0,100.43,73.22,26.06,390.64,269.97,59.89,36.01,79.65,0.01,123.98,0.53,112.68,27-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Dec-2018 - 00:00,10.38,12.42,748.94,3.2,77.28,131.62,203.94,173.57,18.09,473.05,324.22,55.63,7.92,64.57,0.01,142.88,0.43,148.95,28-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Dec-2018 - 00:00,9.13,12.71,738.39,2.05,75.26,24.42,104.91,75.71,23.04,377.31,275.28,60.32,17.79,68.23,0.01,104.43,0.74,116.84,29-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Dec-2018 - 00:00,9.15,12.57,741.59,1.84,64.87,49.46,110.71,89.76,23.13,408.42,283.52,57.18,12.02,84.21,0.0,114.09,0.54,140.89,30-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Dec-2018 - 00:00,10.18,10.74,757.06,2.62,55.04,76.91,108.48,110.64,22.45,517.15,397.11,57.22,5.15,80.49,0.0,168.86,0.44,174.63,31-Dec-2018 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Dec-2018 - 00:00,6.7,,760.16,9.95,47.1,194.2,197.2,263.25,10.35,,720.0,71.9,8.55,8.05,0.0,242.5,0.3,298.25,01-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
