from date,NO2,NH3,CO,Ozone,SO2,Benzene,PM2.5,PM10,to date,station
18-Nov-2018 - 00:00,63.19,18.05,1.28,27.96,53.46,0.09,138.75,307.09,19-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Nov-2018 - 00:00,60.78,17.83,1.49,19.61,62.05,0.12,154.6,360.04,20-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Nov-2018 - 00:00,50.54,17.06,1.39,26.49,32.86,0.12,146.36,321.15,21-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Nov-2018 - 00:00,43.32,16.97,1.09,31.36,22.39,0.11,136.26,333.59,22-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Nov-2018 - 00:00,46.16,15.21,0.92,42.23,22.71,0.06,111.48,333.26,23-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Nov-2018 - 00:00,44.62,16.34,1.01,34.59,18.28,0.07,114.0,232.85,24-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Nov-2018 - 00:00,44.8,15.66,0.94,39.12,19.96,0.07,104.37,251.96,25-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Nov-2018 - 00:00,30.86,14.95,0.96,32.87,15.11,0.07,90.78,219.68,26-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Nov-2018 - 00:00,67.66,16.66,1.3,37.79,75.19,0.09,136.53,289.55,27-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Nov-2018 - 00:00,52.49,18.62,1.42,27.2,33.6,0.1,149.94,273.13,28-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Nov-2018 - 00:00,46.1,18.76,1.33,33.4,28.52,0.1,133.14,257.62,29-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Nov-2018 - 00:00,49.31,20.84,1.34,18.78,32.87,0.1,171.8,290.11,30-Nov-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Nov-2018 - 00:00,54.78,22.59,1.29,22.33,35.96,0.1,178.6,316.22,01-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Dec-2018 - 00:00,54.67,21.59,1.33,20.92,27.48,0.11,186.93,314.57,02-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Dec-2018 - 00:00,59.69,19.89,1.47,17.55,39.0,0.11,194.23,404.18,03-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Dec-2018 - 00:00,60.94,21.15,1.73,16.73,37.08,0.13,208.37,429.34,04-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Dec-2018 - 00:00,64.03,19.74,1.75,16.9,42.24,0.15,194.37,404.6,05-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Dec-2018 - 00:00,56.72,18.48,1.51,21.58,27.42,0.13,170.04,351.36,06-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Dec-2018 - 00:00,49.7,20.39,1.45,31.87,27.58,0.1,151.54,307.9,07-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Dec-2018 - 00:00,55.86,21.91,1.42,27.53,22.8,0.15,180.57,356.03,08-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Dec-2018 - 00:00,68.29,20.28,1.59,22.07,52.72,0.13,198.73,434.89,09-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Dec-2018 - 00:00,62.85,18.7,1.6,17.11,57.94,0.13,196.31,353.13,10-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Dec-2018 - 00:00,51.48,18.22,1.4,25.23,43.59,0.13,155.16,319.26,11-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Dec-2018 - 00:00,40.86,19.71,1.2,35.84,31.22,0.1,145.83,226.76,12-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Dec-2018 - 00:00,68.18,22.52,1.61,23.47,66.04,0.13,243.28,365.31,13-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Dec-2018 - 00:00,48.35,20.8,1.44,45.68,35.35,0.12,196.31,285.94,14-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Dec-2018 - 00:00,42.44,17.84,1.04,57.07,21.66,0.08,148.45,245.96,15-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Dec-2018 - 00:00,44.84,17.46,1.04,47.37,23.03,0.08,127.42,234.86,16-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Dec-2018 - 00:00,45.3,16.87,0.99,51.93,46.78,0.07,123.5,239.01,17-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Dec-2018 - 00:00,42.49,19.27,1.03,52.89,29.45,0.09,128.78,232.46,18-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Dec-2018 - 00:00,36.43,15.54,1.24,29.2,34.22,0.07,117.31,195.02,19-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Dec-2018 - 00:00,30.57,12.78,1.28,30.95,29.43,0.08,133.57,230.71,20-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Dec-2018 - 00:00,32.42,12.89,1.52,40.33,31.92,0.11,167.26,337.68,21-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Dec-2018 - 00:00,28.93,16.04,1.86,35.29,34.83,0.15,233.56,400.42,22-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Dec-2018 - 00:00,40.19,16.62,1.89,26.26,60.15,0.14,255.16,410.8,23-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Dec-2018 - 00:00,52.32,19.39,1.81,21.59,61.9,0.14,248.27,418.56,24-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Dec-2018 - 00:00,55.06,19.21,1.56,36.04,40.16,0.1,181.53,351.34,25-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Dec-2018 - 00:00,51.56,21.47,1.4,39.34,34.89,0.09,177.32,331.45,26-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Dec-2018 - 00:00,61.49,25.75,1.47,21.76,61.98,0.13,250.55,313.58,27-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Dec-2018 - 00:00,35.14,15.17,0.86,44.62,21.27,0.08,135.01,268.73,28-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Dec-2018 - 00:00,3.05,2.41,0.31,50.76,9.07,0.07,127.8,257.44,29-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Dec-2018 - 00:00,2.33,1.88,0.33,51.73,9.59,0.08,132.16,247.82,30-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Dec-2018 - 00:00,2.63,2.44,0.4,52.34,14.35,0.09,198.19,319.03,31-Dec-2018 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Dec-2018 - 00:00,2.7,2.75,0.5,4.35,12.65,0.1,272.0,428.0,01-Jan-2019 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
