from date,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,SR,RH,RF,WD,WS,PM2.5,to date,station
22-Dec-2018 - 00:00,201.04,4.8,21.52,16.84,38.31,13.7,3.4,10.01,5.06,3.18,963.0,90.85,0.0,142.78,0.23,78.63,23-Dec-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Dec-2018 - 00:00,87.05,3.68,21.6,18.64,37.08,13.78,2.73,13.76,4.9,3.06,854.92,79.21,0.0,159.97,0.33,33.27,24-Dec-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Dec-2018 - 00:00,192.06,6.25,21.95,16.76,38.72,13.82,1.38,12.89,5.13,3.18,871.93,77.24,0.0,251.43,0.55,75.11,25-Dec-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Dec-2018 - 00:00,273.88,10.46,21.7,16.62,38.32,13.8,1.5,13.15,5.1,3.16,872.42,77.17,0.0,275.95,1.2,106.98,26-Dec-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Dec-2018 - 00:00,230.16,6.53,22.38,17.48,39.86,14.48,1.47,20.1,5.12,3.18,917.72,83.71,0.0,174.64,0.29,89.6,27-Dec-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Dec-2018 - 00:00,180.58,6.49,23.71,18.8,42.5,15.8,0.86,24.76,5.14,3.18,848.82,73.73,0.0,240.42,0.76,70.42,28-Dec-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Dec-2018 - 00:00,241.39,11.39,23.69,18.8,42.5,15.8,0.84,25.75,5.1,3.18,868.63,75.01,0.0,253.15,0.96,95.84,29-Dec-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Dec-2018 - 00:00,167.25,9.77,23.69,18.8,42.5,15.8,0.71,26.79,5.13,3.19,656.67,71.63,0.0,273.01,0.89,69.45,30-Dec-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Dec-2018 - 00:00,124.67,4.78,23.7,18.8,42.5,15.8,0.29,22.38,5.1,3.2,524.55,80.81,0.0,186.07,0.27,52.75,31-Dec-2018 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-Dec-2018 - 00:00,178.27,3.6,23.7,18.8,42.5,15.8,0.42,15.41,5.1,3.21,595.02,95.99,0.0,236.25,0.05,76.62,01-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
