from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO2,NO,NOx,SO2,Ozone,CO,to date,station
21-Aug-2018 - 00:00,31.87,974.83,140.29,27.79,75.37,160.38,131.94,1.01,,0.75,17.57,,29.77,26.81,8.88,21.5,12.19,29.07,1.19,22-Aug-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Aug-2018 - 00:00,30.88,974.32,111.26,26.77,86.24,115.47,164.45,0.95,,0.7,22.11,,27.24,26.77,12.64,24.51,14.1,20.26,1.39,23-Aug-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Aug-2018 - 00:00,28.91,974.8,124.82,19.42,96.21,86.03,243.7,1.21,,0.55,19.51,,27.17,20.89,16.13,24.26,14.41,9.91,1.31,24-Aug-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Aug-2018 - 00:00,30.11,974.18,164.0,17.31,87.23,104.64,260.06,1.09,,0.75,23.81,,25.44,20.57,20.58,27.75,7.73,11.87,1.48,25-Aug-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Aug-2018 - 00:00,29.33,973.66,113.7,13.19,88.34,122.73,261.82,1.29,,0.65,16.65,,24.97,16.24,12.39,18.72,9.08,14.6,1.21,26-Aug-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Aug-2018 - 00:00,30.58,973.38,106.36,16.95,77.95,179.23,252.59,1.21,,0.55,14.66,,24.59,15.24,6.87,13.7,9.9,21.84,1.06,27-Aug-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Aug-2018 - 00:00,29.49,975.28,89.99,28.82,90.39,98.83,106.14,0.99,,1.36,26.86,,23.61,30.15,9.54,23.83,10.27,32.92,1.47,28-Aug-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Aug-2018 - 00:00,27.96,976.35,55.31,25.48,98.71,93.93,174.04,1.09,,0.82,24.33,,24.41,28.22,11.68,24.51,9.41,19.59,1.37,29-Aug-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Aug-2018 - 00:00,28.09,977.37,56.73,24.52,97.68,74.46,147.02,0.77,,0.56,20.86,,20.9,27.01,15.43,26.95,12.24,12.2,1.43,30-Aug-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Aug-2018 - 00:00,30.55,974.97,139.52,34.18,85.96,175.61,256.09,0.88,,0.7,26.39,,18.49,27.35,23.59,33.76,12.8,21.64,1.66,31-Aug-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
31-Aug-2018 - 00:00,30.87,975.11,213.78,35.93,84.52,144.51,241.74,1.04,,0.9,23.38,,24.34,23.9,16.53,26.16,13.81,20.36,1.54,01-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Sep-2018 - 00:00,27.96,977.3,167.68,31.99,98.94,44.02,216.24,0.71,,1.44,30.04,,27.12,30.35,21.64,33.81,13.48,9.96,1.76,02-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Sep-2018 - 00:00,27.13,977.3,86.59,33.38,97.75,91.19,201.63,1.06,,1.61,34.33,,27.3,22.59,19.73,28.11,11.81,24.19,1.49,03-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Sep-2018 - 00:00,27.13,977.57,93.08,44.04,97.02,68.04,157.57,0.74,,1.74,35.13,,22.44,34.99,14.72,30.63,16.33,26.09,1.78,04-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Sep-2018 - 00:00,27.24,977.91,167.67,45.06,96.47,86.21,240.47,0.79,,2.16,27.77,,22.83,30.22,20.43,32.73,7.66,22.4,1.79,05-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Sep-2018 - 00:00,27.62,977.26,118.98,27.12,92.11,104.17,254.98,0.84,,1.6,23.36,,21.89,23.97,17.15,26.72,12.53,16.44,1.57,06-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Sep-2018 - 00:00,29.02,976.52,159.35,29.05,84.41,180.51,266.12,1.13,,1.05,24.96,,22.68,21.66,14.22,23.13,6.93,21.32,1.29,07-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-Sep-2018 - 00:00,27.41,978.41,82.15,28.66,91.87,113.85,198.64,0.81,,2.24,43.4,,20.85,32.64,17.86,31.96,6.87,25.06,1.89,08-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Sep-2018 - 00:00,28.18,979.05,70.43,24.67,88.2,104.81,59.33,1.37,,1.72,27.71,,25.76,23.4,12.27,22.46,7.2,20.36,1.4,09-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Sep-2018 - 00:00,28.16,980.31,43.88,14.95,86.32,148.74,127.93,1.37,,0.71,17.45,,19.64,17.42,6.45,14.53,10.79,23.58,1.05,10-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Sep-2018 - 00:00,28.41,981.65,186.68,32.98,87.91,90.62,176.01,0.9,,1.27,25.05,,17.6,28.8,14.67,27.28,8.68,21.29,1.5,11-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-Sep-2018 - 00:00,29.6,980.86,112.33,19.58,86.28,154.89,260.33,1.12,,0.64,19.81,,19.34,18.49,12.26,19.84,8.75,16.6,1.25,12-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Sep-2018 - 00:00,29.53,978.16,136.52,17.16,80.88,171.91,262.39,1.41,,0.77,18.59,,19.41,19.43,12.74,20.73,9.7,17.9,1.26,13-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Sep-2018 - 00:00,29.46,978.03,149.82,17.08,76.09,179.6,260.95,1.37,,0.89,20.2,,20.46,20.6,15.7,23.81,9.15,15.28,1.24,14-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Sep-2018 - 00:00,29.18,980.37,143.04,21.0,77.16,174.79,274.85,0.97,,1.29,25.23,,20.63,21.93,21.2,28.94,11.7,17.81,1.43,15-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-Sep-2018 - 00:00,29.52,981.64,147.46,26.09,71.21,167.53,284.74,0.98,,10.38,25.96,,24.66,22.21,19.08,27.35,9.76,19.24,1.29,16-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Sep-2018 - 00:00,29.82,980.35,147.98,32.69,71.1,165.2,268.42,1.03,,7.06,24.0,,26.23,19.23,9.96,18.33,10.72,23.81,1.16,17-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Sep-2018 - 00:00,29.76,979.16,200.42,50.88,74.19,124.29,298.25,0.9,,2.41,26.88,,28.02,25.81,11.6,23.19,10.06,34.89,1.41,18-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Sep-2018 - 00:00,29.78,979.85,201.67,48.58,69.51,166.05,282.33,1.01,,1.69,22.67,,26.64,23.98,8.49,19.67,10.4,40.21,1.28,19-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Sep-2018 - 00:00,29.91,979.35,235.79,54.61,68.48,165.55,230.67,1.03,,2.63,27.43,,26.51,29.2,13.1,26.22,10.13,40.24,1.4,20-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Sep-2018 - 00:00,30.68,979.76,273.24,71.14,65.43,152.69,141.64,0.86,,2.38,32.16,,28.94,43.04,11.83,32.56,7.66,59.02,1.68,21-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Sep-2018 - 00:00,29.11,982.06,144.78,36.08,69.49,67.06,110.71,1.45,,1.28,21.8,,29.18,26.88,6.36,19.48,8.84,26.96,1.18,22-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Sep-2018 - 00:00,25.7,983.05,45.2,16.72,99.0,48.79,69.69,1.88,,1.46,20.88,,22.19,19.38,5.57,14.84,9.1,19.83,1.14,23-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Sep-2018 - 00:00,26.82,982.39,58.72,24.72,95.53,76.89,109.77,1.63,,0.96,15.91,,20.31,17.84,4.47,13.13,8.92,27.1,1.04,24-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Sep-2018 - 00:00,24.98,980.62,30.52,12.4,98.96,50.75,194.55,1.52,,0.83,14.59,,17.91,20.85,9.36,18.72,8.3,16.29,1.08,25-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Sep-2018 - 00:00,24.04,981.91,60.01,13.93,95.5,73.53,301.39,1.11,,1.05,22.41,,16.35,15.84,7.22,14.33,9.6,27.18,1.21,26-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Sep-2018 - 00:00,26.73,981.44,170.01,31.48,84.25,183.2,255.42,0.79,,2.04,32.03,,17.34,24.46,31.97,39.12,9.71,26.8,2.04,27-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Sep-2018 - 00:00,27.88,982.27,313.73,78.01,81.5,173.46,254.02,0.58,,3.55,54.46,,25.72,34.07,58.79,66.07,9.69,31.64,2.78,28-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Sep-2018 - 00:00,28.94,982.93,366.92,84.77,73.87,181.14,226.62,0.65,,8.58,103.14,,30.24,42.49,90.71,96.41,15.8,24.37,3.3,29-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Sep-2018 - 00:00,28.61,984.37,279.46,75.8,72.67,169.48,266.39,0.84,,5.65,62.88,,35.71,38.36,50.23,61.4,9.03,33.63,2.19,30-Sep-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Sep-2018 - 00:00,28.22,983.98,189.72,55.57,73.37,175.95,268.85,0.95,,1.59,23.95,,24.89,28.38,15.45,27.73,12.55,31.16,1.79,01-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Oct-2018 - 00:00,28.25,983.59,278.89,68.06,74.13,171.83,253.45,0.77,,3.02,41.35,,32.08,40.57,32.93,48.42,13.04,31.23,2.55,02-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Oct-2018 - 00:00,28.79,984.28,232.47,67.7,68.52,177.51,262.99,0.79,,3.39,36.73,,32.18,31.59,23.36,35.84,8.78,29.37,1.87,03-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Oct-2018 - 00:00,28.93,983.71,266.7,52.39,62.94,171.11,250.47,0.67,,3.5,41.19,,25.0,40.18,36.77,51.41,12.08,27.79,2.17,04-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Oct-2018 - 00:00,29.16,985.31,367.51,85.86,69.71,142.71,170.31,0.84,,4.72,56.48,,30.61,49.73,41.7,60.43,11.66,44.34,2.57,05-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Oct-2018 - 00:00,28.56,986.38,397.97,129.12,67.02,147.14,192.16,0.77,,7.47,91.74,,33.17,58.23,66.01,84.8,11.15,52.86,3.24,06-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Oct-2018 - 00:00,27.32,985.98,286.39,80.22,67.37,165.71,280.03,0.76,,4.08,52.94,,31.28,41.73,42.62,57.07,15.87,32.93,2.37,07-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-Oct-2018 - 00:00,27.07,985.36,313.21,87.99,65.98,163.26,260.58,0.73,,4.17,43.27,,28.69,41.57,36.11,51.53,14.1,66.66,2.42,08-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Oct-2018 - 00:00,28.72,984.06,430.65,121.03,57.88,147.97,136.11,0.74,,5.54,63.59,,30.97,69.88,36.74,67.1,15.28,65.12,2.62,09-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Oct-2018 - 00:00,28.48,982.41,406.36,106.88,55.37,62.07,107.01,0.79,,5.01,49.7,,28.01,66.98,38.23,66.8,14.84,61.28,2.67,10-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Oct-2018 - 00:00,28.32,982.61,315.57,90.05,67.78,24.61,115.65,0.91,,3.54,33.21,,33.55,51.64,23.19,46.38,12.74,43.78,2.14,11-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-Oct-2018 - 00:00,26.16,984.54,261.62,70.24,65.32,36.75,137.3,1.33,,2.65,22.24,,25.42,38.78,9.27,28.2,14.88,38.7,1.58,12-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Oct-2018 - 00:00,25.73,986.86,257.25,65.27,51.33,51.7,134.41,0.87,,4.56,55.26,,18.01,44.69,27.5,46.19,16.07,45.08,2.04,13-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Oct-2018 - 00:00,24.13,986.8,325.94,121.39,63.66,55.9,268.09,0.77,,4.89,53.6,,26.11,46.85,38.21,56.06,17.05,42.62,2.13,14-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Oct-2018 - 00:00,24.15,986.12,316.84,93.83,63.28,78.49,222.01,0.81,,4.04,38.76,,23.53,45.36,40.06,56.88,17.44,37.82,2.29,15-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-Oct-2018 - 00:00,25.77,986.98,400.84,116.82,59.56,130.29,189.75,0.78,,5.7,57.51,,25.62,56.9,40.77,63.78,16.15,31.32,2.49,16-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Oct-2018 - 00:00,26.79,986.1,486.95,129.22,56.48,73.17,161.09,0.67,,7.52,76.35,,32.19,69.84,77.13,100.17,14.85,5.25,3.3,17-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Oct-2018 - 00:00,27.0,985.19,434.63,135.59,53.07,129.66,179.89,0.65,,8.48,80.12,,32.65,36.65,98.63,99.98,15.53,10.34,1.82,18-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Oct-2018 - 00:00,26.41,984.48,461.14,120.83,55.17,95.84,145.57,0.73,,8.04,91.85,,36.39,48.72,119.75,123.67,16.14,26.82,3.46,19-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Oct-2018 - 00:00,25.34,985.76,436.34,159.94,56.28,64.39,178.22,0.79,,5.96,50.92,,25.51,47.12,20.28,41.55,13.24,52.58,2.73,20-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Oct-2018 - 00:00,25.51,988.29,519.13,206.0,53.58,99.78,171.11,0.68,,7.18,75.84,,28.35,48.73,50.9,67.39,16.35,52.48,2.78,21-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Oct-2018 - 00:00,24.1,989.14,429.74,158.42,50.21,108.21,215.93,0.78,,5.91,56.16,,41.03,46.34,63.51,76.41,25.84,50.51,1.95,22-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Oct-2018 - 00:00,22.95,987.92,374.47,136.28,56.61,132.07,273.68,0.82,,4.66,31.46,,37.18,41.88,59.84,71.09,23.56,52.59,1.95,23-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Oct-2018 - 00:00,23.36,987.55,388.43,124.31,51.34,107.17,212.73,0.75,,7.14,77.85,,33.57,52.85,106.94,115.28,25.51,47.28,2.45,24-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Oct-2018 - 00:00,24.56,987.28,496.01,207.95,58.37,57.4,158.85,0.69,,10.68,110.97,,43.27,69.25,115.17,130.71,25.06,46.85,3.12,25-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Oct-2018 - 00:00,24.44,988.93,509.27,206.8,54.31,60.96,80.54,0.78,,8.41,81.73,,45.6,77.84,91.93,116.57,30.08,59.05,2.77,26-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Oct-2018 - 00:00,23.34,991.08,603.13,181.85,65.53,93.05,192.52,0.57,,12.32,138.07,,53.22,81.62,151.65,167.72,30.83,37.94,3.94,27-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Oct-2018 - 00:00,22.94,991.23,583.12,130.08,71.31,106.86,223.42,0.6,,11.14,112.5,,58.71,60.25,142.93,148.62,29.16,30.47,3.85,28-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Oct-2018 - 00:00,22.83,990.29,439.49,212.09,72.65,69.29,257.32,0.72,,8.52,80.78,,59.91,44.43,78.79,87.95,23.37,52.35,3.24,29-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Oct-2018 - 00:00,22.69,989.39,535.44,219.44,73.77,56.36,264.47,0.63,,7.84,67.71,,55.75,44.98,97.66,103.58,23.63,43.99,3.41,30-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Oct-2018 - 00:00,23.14,989.81,556.72,243.26,73.05,103.76,217.79,0.58,,8.98,92.04,,53.86,52.76,114.42,121.4,25.34,39.44,3.07,31-Oct-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
31-Oct-2018 - 00:00,23.41,990.5,428.82,202.22,75.57,105.57,184.61,0.5,,14.33,94.08,,57.43,61.38,101.81,115.67,25.92,52.33,2.91,01-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Nov-2018 - 00:00,23.77,988.86,492.86,200.39,69.06,59.0,137.95,0.62,,11.51,88.66,,58.04,62.97,93.09,110.74,25.02,43.1,3.31,02-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Nov-2018 - 00:00,25.39,987.78,444.95,187.33,55.34,73.86,114.81,0.74,,6.84,68.06,,51.26,58.65,36.16,60.7,33.3,40.96,2.4,03-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Nov-2018 - 00:00,24.57,986.17,354.62,158.21,59.26,40.93,90.52,1.2,,4.4,29.94,,52.46,38.06,7.78,26.58,26.0,61.63,1.53,04-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Nov-2018 - 00:00,23.1,987.92,213.85,103.95,54.98,62.31,202.5,1.17,,2.54,17.17,,34.73,22.71,3.22,14.71,26.02,85.91,1.03,05-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Nov-2018 - 00:00,19.08,988.91,477.14,320.24,75.92,73.74,277.36,0.91,,4.93,27.3,,45.86,32.27,17.83,31.74,23.62,31.63,1.89,06-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Nov-2018 - 00:00,19.87,989.12,348.94,181.7,53.99,73.28,280.83,1.0,,3.35,19.67,,30.09,26.43,14.07,25.53,23.2,40.53,1.28,07-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-Nov-2018 - 00:00,18.24,989.34,338.1,236.92,48.09,59.67,271.31,0.71,,4.29,26.7,,26.61,28.73,32.88,42.1,31.58,42.64,1.7,08-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Nov-2018 - 00:00,18.06,989.58,781.34,453.22,65.05,57.62,201.25,0.49,,8.64,58.9,,39.84,45.03,94.55,101.14,40.28,24.29,3.27,09-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Nov-2018 - 00:00,19.4,988.09,563.16,326.55,74.53,75.03,257.75,0.48,,11.53,66.1,,53.93,45.47,103.07,107.48,26.87,30.16,3.7,10-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Nov-2018 - 00:00,19.8,988.82,546.48,279.36,77.22,64.57,178.95,0.49,,9.43,77.87,,59.94,53.21,84.94,97.59,27.95,26.71,3.38,11-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-Nov-2018 - 00:00,21.12,989.3,520.96,218.74,69.56,65.82,147.38,0.49,,8.94,82.94,,52.94,54.27,86.47,99.42,28.12,35.45,3.53,12-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Nov-2018 - 00:00,22.0,987.69,567.89,242.79,72.72,76.1,134.38,0.5,,9.98,97.77,,57.81,59.75,92.91,107.55,29.86,38.58,3.21,13-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Nov-2018 - 00:00,22.37,985.49,445.12,220.38,69.06,41.97,113.19,0.79,,7.18,70.92,,62.82,56.33,53.69,73.76,26.39,21.7,2.62,14-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Nov-2018 - 00:00,22.65,986.15,217.2,105.54,76.11,59.28,139.38,0.93,,4.46,42.22,,50.88,36.68,25.25,39.83,24.53,23.79,1.77,15-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-Nov-2018 - 00:00,21.18,989.53,203.62,103.53,78.93,82.29,205.28,0.91,,3.35,33.16,,43.84,31.23,18.66,31.81,19.77,23.18,1.31,16-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Nov-2018 - 00:00,18.71,988.48,274.38,152.32,70.31,96.88,279.72,1.1,,3.4,21.95,,34.46,27.65,17.42,28.94,22.08,31.55,1.47,17-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Nov-2018 - 00:00,18.24,986.96,297.86,131.62,71.89,89.05,267.08,0.84,,3.61,26.52,,35.18,31.74,25.65,37.82,19.91,32.24,1.68,18-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Nov-2018 - 00:00,20.41,987.85,370.08,165.76,66.33,98.36,174.59,0.68,,5.88,54.9,,40.87,44.63,63.13,75.24,21.89,30.39,2.3,19-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Nov-2018 - 00:00,22.05,990.23,328.62,159.14,56.32,79.59,121.13,1.13,,4.14,29.18,,41.29,37.57,8.76,27.14,25.52,48.76,1.49,20-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Nov-2018 - 00:00,21.19,990.54,421.82,220.38,75.21,91.6,212.15,0.66,,5.42,44.02,,53.46,43.41,29.36,47.0,34.41,37.03,2.12,21-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Nov-2018 - 00:00,19.09,990.99,408.5,204.66,69.1,95.36,257.27,0.82,,4.87,33.87,,46.42,31.58,34.26,44.77,17.85,27.15,1.89,22-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Nov-2018 - 00:00,19.01,991.56,477.83,148.75,58.85,89.91,243.31,0.55,,8.66,63.36,,32.62,39.59,95.28,98.68,25.53,23.72,2.85,23-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Nov-2018 - 00:00,19.18,993.08,325.28,162.8,60.96,90.04,282.21,0.95,,5.29,39.74,,40.6,31.94,59.73,65.7,24.82,33.05,1.8,24-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Nov-2018 - 00:00,18.4,991.38,253.28,105.46,59.35,92.13,273.63,1.18,,2.99,18.63,,31.04,23.7,15.91,25.59,22.21,31.68,1.18,25-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Nov-2018 - 00:00,18.03,991.11,311.81,119.7,64.99,93.36,263.53,0.71,,4.15,32.59,,32.87,29.74,37.72,46.74,21.9,29.74,1.81,26-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Nov-2018 - 00:00,17.99,990.29,488.81,206.55,76.82,85.6,273.3,0.65,,7.39,63.58,,47.09,36.68,87.62,90.91,26.52,28.51,2.73,27-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Nov-2018 - 00:00,19.6,992.16,528.18,194.4,70.57,87.63,188.17,0.62,,9.13,86.9,,48.17,51.11,183.27,176.61,22.91,14.75,3.99,28-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Nov-2018 - 00:00,19.89,993.16,444.52,157.28,76.73,77.45,156.13,0.51,,7.23,70.14,,46.45,47.36,110.02,114.9,23.41,20.19,3.04,29-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Nov-2018 - 00:00,18.43,993.24,415.91,203.3,84.22,76.39,261.37,0.74,,5.64,52.45,,52.23,37.01,63.38,71.37,18.52,23.12,2.27,30-Nov-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Nov-2018 - 00:00,17.63,992.31,365.27,184.15,78.52,60.78,261.32,0.79,,5.25,39.63,,43.48,32.63,39.36,49.45,20.01,27.15,2.2,01-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Dec-2018 - 00:00,17.04,989.98,380.39,152.58,73.89,83.88,258.99,0.78,,6.54,48.49,,38.42,34.55,62.17,69.03,21.12,21.07,2.52,02-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Dec-2018 - 00:00,17.28,989.17,432.51,192.07,70.9,83.63,225.52,0.51,,9.53,98.57,,36.31,44.02,151.69,147.37,26.88,26.86,3.7,03-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Dec-2018 - 00:00,16.77,990.3,423.6,122.71,73.5,87.12,266.03,0.61,,7.36,66.07,,43.06,46.16,131.75,132.06,21.8,16.03,3.43,04-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Dec-2018 - 00:00,16.46,991.94,446.44,202.52,76.45,76.18,255.56,0.54,,7.41,67.27,,49.05,51.04,128.33,131.61,21.5,25.4,3.24,05-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Dec-2018 - 00:00,16.23,989.75,448.42,199.73,79.29,84.89,247.96,0.64,,7.7,65.16,,46.95,43.47,124.48,124.59,21.56,22.45,3.12,06-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Dec-2018 - 00:00,16.41,988.99,509.17,237.32,77.38,74.55,233.18,0.58,,10.04,90.85,,49.69,58.42,199.94,194.04,21.28,23.05,4.64,07-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-Dec-2018 - 00:00,15.5,989.85,422.07,219.31,80.87,79.98,263.41,0.76,,6.39,54.3,,48.85,38.45,87.52,91.86,21.16,22.19,2.62,08-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Dec-2018 - 00:00,15.41,990.72,450.97,229.64,80.27,80.54,223.1,0.62,,8.64,74.11,,49.17,41.12,102.01,105.04,21.72,23.94,3.14,09-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Dec-2018 - 00:00,15.65,989.62,424.08,244.55,75.8,78.01,214.88,0.52,,11.32,100.85,,48.64,57.14,142.12,146.32,23.01,22.56,4.49,10-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Dec-2018 - 00:00,16.32,989.27,528.89,260.82,78.47,72.01,126.59,0.65,,8.22,66.86,,53.05,58.12,124.97,132.71,22.89,25.28,3.61,11-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
