from date,CO,SO2,NO,NO2,NOx,Ozone,WS,WD,Rack Temp,RH,BP,SR,RF,VWS,Benzene,Toluene,Xylene,PM2.5,AT,to date,station
16-Nov-2018 - 00:00,,2.68,1.36,46.72,25.96,53.4,2.8,250.9,28.56,41.72,734.37,118.49,0.0,-0.27,,,,151.83,20.91,17-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
17-Nov-2018 - 00:00,,5.15,2.32,59.64,33.56,40.32,1.53,249.59,28.65,41.5,732.8,109.76,0.0,-0.19,,,,143.54,21.3,18-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
18-Nov-2018 - 00:00,,5.34,1.55,57.53,31.86,43.31,0.86,159.46,26.71,41.31,733.8,99.57,0.0,-0.11,,,,154.04,21.84,19-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
19-Nov-2018 - 00:00,,2.09,1.31,38.04,21.29,61.62,1.23,117.49,28.49,41.31,736.2,75.74,0.0,-0.11,,,,328.5,22.13,20-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
20-Nov-2018 - 00:00,,5.13,1.38,44.71,24.91,46.8,0.83,211.78,28.09,41.37,736.45,95.43,0.0,-0.14,,,,230.88,22.73,21-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
21-Nov-2018 - 00:00,,5.7,1.52,47.59,26.55,41.96,0.96,259.28,28.15,41.5,736.78,108.23,0.0,-0.18,,,,186.58,22.6,22-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
22-Nov-2018 - 00:00,,15.21,4.62,97.43,55.52,36.75,0.3,197.4,28.45,41.29,737.43,83.22,0.0,-0.11,,,,236.23,22.41,23-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
23-Nov-2018 - 00:00,1.73,8.02,1.74,67.84,37.47,34.64,2.56,266.04,27.8,46.73,738.83,93.51,0.0,-0.21,,,,290.29,22.0,24-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
24-Nov-2018 - 00:00,1.17,4.26,1.31,33.44,18.85,38.99,2.48,254.89,27.88,43.23,737.34,109.43,0.0,-0.26,,,,81.71,21.29,25-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
25-Nov-2018 - 00:00,1.35,7.89,1.44,41.37,23.18,40.57,0.52,254.15,26.81,34.0,736.94,97.53,0.0,-0.15,,,,102.96,21.67,26-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
26-Nov-2018 - 00:00,3.04,12.18,1.52,59.14,32.69,34.23,0.85,241.8,27.77,33.92,736.01,88.87,0.0,-0.12,,,,184.62,21.38,27-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
27-Nov-2018 - 00:00,3.33,10.36,1.8,79.86,43.92,22.33,0.98,167.57,28.24,33.89,737.56,113.55,0.0,-0.11,,,,227.88,21.72,28-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
28-Nov-2018 - 00:00,2.81,6.06,3.43,95.68,53.45,25.91,0.83,190.98,28.94,33.91,738.74,111.71,0.0,-0.12,,,,202.89,23.31,29-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
29-Nov-2018 - 00:00,2.23,5.21,1.31,75.45,41.18,30.28,1.53,251.82,28.04,34.0,738.99,76.34,0.0,-0.15,,,,172.32,21.3,30-Nov-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
30-Nov-2018 - 00:00,1.66,6.65,2.18,47.19,26.41,36.67,1.81,257.31,28.34,34.02,738.44,86.91,0.0,-0.16,,,,157.12,20.98,01-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
01-Dec-2018 - 00:00,1.81,8.08,1.3,61.73,33.91,47.72,1.83,238.32,27.79,34.06,735.69,94.39,0.0,-0.17,,,,125.75,20.84,02-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
02-Dec-2018 - 00:00,2.59,13.09,1.51,89.43,48.84,29.87,0.81,219.19,27.15,33.92,734.84,88.25,0.0,-0.12,,,,163.67,20.48,03-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
03-Dec-2018 - 00:00,2.51,10.06,4.07,99.02,55.98,30.99,0.86,226.73,28.26,33.89,735.83,83.85,0.0,-0.11,,,,162.33,20.49,04-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
04-Dec-2018 - 00:00,2.92,13.4,1.6,99.31,54.08,30.57,0.76,207.62,28.32,33.9,737.62,67.73,0.0,-0.11,,,,213.04,19.75,05-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
05-Dec-2018 - 00:00,2.11,11.32,2.05,76.88,42.6,27.32,1.11,243.12,28.21,33.97,735.09,82.36,0.0,-0.14,,,,154.29,19.65,06-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
06-Dec-2018 - 00:00,2.51,13.39,1.42,95.73,52.01,29.65,0.32,229.0,27.71,33.93,734.42,69.08,0.0,-0.12,,,,204.01,19.25,07-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
07-Dec-2018 - 00:00,1.99,8.34,1.16,71.48,38.96,29.12,0.8,255.35,27.92,34.03,735.2,80.42,0.0,-0.16,,,,188.71,18.85,08-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
08-Dec-2018 - 00:00,2.81,13.26,2.58,109.24,60.2,29.58,0.27,217.75,28.11,33.9,736.17,71.31,0.0,-0.11,,,,225.42,19.1,09-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
09-Dec-2018 - 00:00,3.73,15.66,2.12,127.45,69.51,30.49,0.27,191.17,27.27,33.89,735.06,65.63,0.0,-0.11,,,,304.54,18.59,10-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
10-Dec-2018 - 00:00,3.1,7.82,1.5,99.18,53.98,25.9,0.27,147.95,28.13,33.9,734.63,67.05,0.0,-0.11,,,,314.29,18.01,11-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
11-Dec-2018 - 00:00,2.47,7.04,1.22,73.12,39.84,39.76,0.29,148.0,27.49,33.89,735.64,58.44,0.0,-0.11,,,,270.04,17.9,12-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
12-Dec-2018 - 00:00,1.68,9.08,11.45,66.17,44.05,26.4,1.04,147.63,28.05,59.3,737.08,58.18,0.0,-0.1,,,,168.21,18.23,13-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
13-Dec-2018 - 00:00,1.39,10.65,3.24,85.78,48.21,20.01,1.7,242.45,28.08,78.99,740.15,71.04,0.0,-0.14,,,,109.58,17.73,14-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
14-Dec-2018 - 00:00,1.11,14.25,24.73,73.7,51.86,24.05,1.56,262.35,28.19,72.78,742.39,85.27,0.0,-0.21,,,,97.38,17.1,15-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
15-Dec-2018 - 00:00,1.12,6.95,11.63,63.59,41.36,27.5,1.18,265.13,27.56,62.49,741.89,84.13,0.0,-0.23,,,,99.62,17.28,16-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
16-Dec-2018 - 00:00,1.24,9.07,2.47,60.71,34.26,28.9,1.33,260.22,26.76,57.7,742.13,86.89,0.0,-0.15,,,,112.83,17.65,17-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
17-Dec-2018 - 00:00,1.78,12.77,15.8,93.99,62.33,21.49,1.39,259.62,28.28,63.09,740.68,74.79,0.0,-0.14,,,,159.67,16.77,18-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
18-Dec-2018 - 00:00,1.5,14.84,3.35,79.39,42.74,30.36,2.19,265.34,28.34,67.86,738.9,83.66,0.0,-0.21,,,,162.88,16.82,19-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
19-Dec-2018 - 00:00,1.61,12.23,7.22,71.06,43.47,28.49,1.85,251.05,28.16,71.18,738.05,86.3,0.0,-0.17,,,,163.38,17.11,20-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
20-Dec-2018 - 00:00,2.31,16.01,10.2,112.54,67.89,22.62,1.18,227.53,28.14,73.71,738.36,75.36,0.0,-0.11,,,,228.67,16.83,21-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
21-Dec-2018 - 00:00,2.02,15.28,7.54,89.58,55.01,29.18,1.54,251.06,28.42,62.02,737.25,83.04,0.0,-0.15,,,,222.44,16.25,22-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
22-Dec-2018 - 00:00,2.7,24.82,9.54,103.54,63.51,26.84,0.93,194.68,27.73,52.59,737.65,73.8,0.0,-0.11,,,,302.0,15.74,23-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
23-Dec-2018 - 00:00,3.9,15.87,3.79,141.76,78.43,23.13,0.86,185.77,26.96,52.59,738.39,73.24,0.0,-0.11,,,,410.33,15.45,24-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
24-Dec-2018 - 00:00,2.97,20.0,10.64,130.53,78.05,16.19,1.2,237.5,28.15,71.53,737.42,65.29,0.0,-0.12,,,,328.58,16.28,25-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
25-Dec-2018 - 00:00,1.87,12.57,2.83,70.3,39.68,28.14,2.53,259.61,27.27,88.23,736.82,80.29,0.0,-0.23,,,,241.92,15.46,26-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
26-Dec-2018 - 00:00,1.59,13.54,2.9,67.63,38.3,31.66,1.76,245.61,28.15,88.98,735.37,89.56,0.0,-0.16,,,,180.04,15.93,27-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
27-Dec-2018 - 00:00,2.24,25.92,3.44,92.11,51.79,20.54,1.15,194.44,28.01,89.95,736.56,68.21,0.0,-0.13,,,,289.54,15.53,28-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
28-Dec-2018 - 00:00,1.37,12.82,3.08,68.59,38.95,27.53,2.5,257.84,28.5,90.21,737.02,77.88,0.0,-0.23,,,,217.46,14.61,29-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
29-Dec-2018 - 00:00,1.92,18.08,3.46,87.57,49.37,24.27,1.83,259.19,27.99,83.99,739.25,90.31,0.0,-0.17,,,,212.5,15.02,30-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
30-Dec-2018 - 00:00,2.96,22.2,3.72,118.94,66.3,22.24,0.92,225.36,27.06,78.61,741.39,75.88,0.0,-0.12,,,,330.25,15.74,31-Dec-2018 - 00:00,"Sector- 16A, Faridabad - HSPCB"
31-Dec-2018 - 00:00,4.59,17.09,4.15,179.91,106.48,34.47,0.81,254.61,27.04,78.58,741.77,5.91,0.0,-0.11,,,,416.05,13.13,01-Jan-2019 - 00:00,"Sector- 16A, Faridabad - HSPCB"
