from date,Benzene,Toluene,BP,CO,Eth-Benzene,MP-Xylene,O Xylene,NO,NO2,NOx,Ozone,PM2.5,RH,SO2,SR,Temp,VWS,WD,WS,to date,station
30-Apr-2018 - 00:00,0.0,3.85,755.25,1.72,0.0,,0.0,7.36,19.03,13.63,78.85,17.26,,3.25,606.86,35.22,0.35,134.88,5.02,01-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,02-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-May-2018 - 00:00,0.0,0.0,756.96,1.35,0.0,,0.0,7.67,22.5,15.69,50.78,31.26,,8.28,142.99,31.62,0.38,156.48,2.69,03-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,04-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,05-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-May-2018 - 00:00,2.37,0.0,760.72,0.97,0.0,,0.0,9.36,22.44,17.01,11.15,5.45,,5.92,132.96,32.99,0.35,192.82,2.81,06-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,07-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-May-2018 - 00:00,0.0,2.74,758.7,0.8,4.79,,1.41,6.71,19.85,13.53,69.91,36.54,,6.16,113.52,32.3,0.37,184.09,3.46,08-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,09-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-May-2018 - 00:00,0.0,5.56,756.83,1.21,0.0,,0.0,4.76,3.68,5.74,57.35,32.49,,8.52,699.02,35.16,0.44,132.2,2.38,10-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,11-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-May-2018 - 00:00,0.0,6.83,756.22,1.09,0.32,,6.66,6.99,9.51,9.88,32.37,10.93,,2.46,39.05,32.26,0.4,141.18,0.56,12-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,13-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,14-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,15-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,16-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-May-2018 - 00:00,0.0,0.0,754.72,2.0,0.0,,0.0,8.46,11.13,11.25,26.21,7.98,,0.0,290.04,33.59,0.38,129.0,0.57,17-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,18-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,19-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,20-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,21-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,22-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,23-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,24-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-May-2018 - 00:00,,,,0.0,,,,0.0,8.21,0.0,12.85,0.0,,2.05,,16.08,,,,25-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-May-2018 - 00:00,0.0,0.0,0.0,1.22,0.0,0.0,0.0,9.63,10.96,12.1,31.87,8.35,0.0,3.62,0.0,0.0,0.0,,,26-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-May-2018 - 00:00,1.02,0.0,755.4,1.67,2.3,0.0,0.0,8.74,11.77,11.8,51.04,31.81,73.03,1.29,0.73,30.02,0.39,125.61,1.41,27-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,28-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,29-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-May-2018 - 00:00,0.0,0.0,752.7,1.81,0.0,3.01,0.0,9.62,13.53,13.43,43.92,27.06,68.66,3.84,0.98,31.96,0.36,113.41,1.67,30-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,31-May-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,01-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,02-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,03-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,04-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,05-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,06-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Jun-2018 - 00:00,3.77,0.0,755.85,1.74,0.0,0.0,10.62,14.57,26.93,24.4,32.56,999.99,42.46,8.87,598.42,35.8,0.36,225.29,2.13,07-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Jun-2018 - 00:00,0.0,0.0,756.26,1.6,28.53,0.0,2.37,12.01,18.96,18.19,26.82,39.98,68.28,7.03,124.58,30.29,0.36,199.74,1.63,08-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,09-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,10-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,11-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,12-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,13-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Jun-2018 - 00:00,0.0,0.0,753.6,1.36,0.0,0.0,0.0,12.82,19.96,19.35,50.3,20.8,46.27,8.36,78.79,34.73,0.38,191.13,0.22,14-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,15-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Jun-2018 - 00:00,0.0,8.79,756.53,0.78,0.0,0.0,0.0,9.9,19.39,16.73,61.07,484.52,42.84,0.0,546.11,34.36,0.35,243.17,0.46,16-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,17-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,18-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,19-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Jun-2018 - 00:00,0.0,0.0,755.55,1.47,0.0,0.0,0.0,10.46,15.89,15.34,22.31,0.0,67.83,9.29,1.45,30.46,0.41,144.45,0.35,20-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,21-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,22-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,23-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,24-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,25-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Jun-2018 - 00:00,0.0,0.0,756.9,1.55,0.0,2.25,0.0,12.35,15.92,16.87,14.14,20.83,44.78,12.96,229.62,32.24,0.36,235.8,0.59,26-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,27-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,28-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,29-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,30-Jun-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,01-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,02-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Jul-2018 - 00:00,0.0,0.0,754.36,1.54,0.41,0.0,0.0,8.78,15.77,13.93,72.99,58.92,54.68,8.47,291.44,32.91,0.38,145.68,0.23,03-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,04-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,05-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,06-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,07-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Jul-2018 - 00:00,0.0,0.0,755.62,1.88,0.0,0.0,1.64,15.8,25.26,24.51,14.48,71.83,52.86,8.95,275.43,31.21,0.4,232.77,0.51,08-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,09-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,10-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,11-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,12-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Jul-2018 - 00:00,,,752.92,,,,,10.12,13.77,14.13,,46.54,45.07,,74.83,33.45,0.54,188.49,0.24,13-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,14-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,15-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Jul-2018 - 00:00,0.0,0.0,754.58,,0.0,0.0,0.0,13.47,24.28,22.14,14.96,21.32,53.18,3.47,258.06,31.01,0.35,210.59,0.38,16-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,17-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,18-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,19-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,20-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,21-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Jul-2018 - 00:00,0.0,0.0,757.42,0.83,0.0,0.0,5.19,21.56,30.93,32.09,13.77,0.0,50.14,9.42,248.4,31.07,0.39,223.43,0.43,22-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,23-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,24-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,25-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,26-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,27-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,28-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Jul-2018 - 00:00,0.0,0.0,757.05,0.79,0.0,0.0,0.0,10.53,18.21,16.61,64.31,66.29,46.48,8.8,292.48,32.89,0.44,226.53,0.27,29-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,30-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,31-Jul-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,01-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,02-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Aug-2018 - 00:00,0.0,0.0,758.78,2.55,0.0,0.0,0.0,22.35,34.22,34.43,14.08,32.31,48.31,9.86,164.74,31.59,0.36,214.7,0.41,03-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Aug-2018 - 00:00,0.0,0.0,755.4,0.86,0.0,0.0,0.0,9.47,25.2,19.42,65.47,85.31,62.97,11.72,58.51,31.35,0.36,127.0,0.06,04-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,05-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,06-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,07-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,08-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,09-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,10-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Aug-2018 - 00:00,0.0,0.0,759.08,2.4,0.0,0.0,0.0,15.01,20.72,21.51,23.12,71.08,54.46,10.37,277.25,31.14,0.35,269.93,0.12,11-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,12-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,13-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,14-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,15-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,16-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,17-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,18-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,19-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,20-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Aug-2018 - 00:00,0.0,0.0,755.02,1.29,0.0,0.0,0.0,17.74,26.81,44.55,27.59,52.1,48.47,6.98,191.15,32.26,0.38,230.21,0.23,21-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,22-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Aug-2018 - 00:00,0.0,0.0,753.67,0.85,0.0,0.0,0.0,9.48,14.82,24.3,68.32,123.28,35.67,4.61,726.47,36.29,0.41,315.93,0.2,23-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,24-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,25-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,26-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,27-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Aug-2018 - 00:00,0.0,0.0,756.91,1.02,1.53,0.0,0.5,11.84,22.72,34.56,28.69,37.02,74.69,11.06,2.05,28.03,0.36,214.69,0.12,28-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Aug-2018 - 00:00,0.0,0.22,757.07,0.54,0.36,0.11,0.6,12.4,17.83,30.22,31.22,26.56,73.46,9.0,122.18,27.83,0.37,189.98,0.14,29-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Aug-2018 - 00:00,0.0,0.1,757.78,0.92,0.38,0.19,0.36,14.36,18.79,33.15,30.12,38.26,68.79,9.07,96.02,28.67,0.36,203.63,0.14,30-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Aug-2018 - 00:00,0.0,0.24,756.79,0.9,0.11,0.1,0.21,12.65,17.64,30.29,33.28,92.55,63.35,7.23,146.95,30.15,0.37,195.57,0.16,31-Aug-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Aug-2018 - 00:00,0.0,0.23,757.91,1.14,0.0,0.0,0.0,12.93,17.09,30.02,25.0,31.32,82.69,11.04,69.78,27.22,0.36,183.01,0.12,01-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Sep-2018 - 00:00,0.0,0.28,758.52,0.94,0.0,0.0,0.0,13.32,20.79,33.8,24.65,50.54,72.46,9.8,101.7,28.12,0.36,198.02,0.16,02-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Sep-2018 - 00:00,0.05,0.0,758.59,0.66,0.0,0.0,0.16,10.07,26.74,36.81,29.68,36.42,77.31,12.83,133.65,28.55,0.37,171.15,0.1,03-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Sep-2018 - 00:00,0.05,0.0,758.37,1.36,0.0,0.0,0.54,10.27,18.37,28.64,44.98,56.43,67.61,9.5,162.36,29.75,0.37,177.82,0.12,04-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Sep-2018 - 00:00,0.06,0.07,758.56,0.88,0.21,0.18,0.61,10.0,18.12,28.12,47.66,50.88,69.73,9.47,150.87,30.05,0.37,173.29,0.14,05-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Sep-2018 - 00:00,0.0,0.06,758.06,0.63,0.0,0.0,0.88,10.37,21.13,31.5,40.51,46.55,68.4,9.86,154.06,30.02,0.37,171.79,0.14,06-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Sep-2018 - 00:00,0.0,0.0,756.87,1.03,0.0,0.0,0.61,10.23,21.29,31.51,37.44,76.59,66.02,9.55,151.89,30.34,0.37,183.3,0.14,07-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Sep-2018 - 00:00,0.0,0.0,757.19,1.45,0.0,0.0,1.04,11.81,17.18,28.39,31.24,61.65,59.55,8.2,160.8,30.63,0.36,183.14,0.16,08-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Sep-2018 - 00:00,0.0,0.14,757.69,1.18,0.0,0.0,0.79,10.97,15.9,26.87,29.64,107.54,61.3,12.4,156.07,30.3,0.37,154.82,0.12,09-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Sep-2018 - 00:00,0.0,0.11,758.52,0.95,0.2,0.44,0.95,9.64,14.21,23.85,40.38,45.47,61.93,12.85,148.98,30.56,0.37,166.21,0.13,10-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Sep-2018 - 00:00,0.06,0.1,760.1,0.73,0.39,0.13,0.39,12.51,21.32,33.83,35.37,34.87,63.7,8.27,117.59,30.24,0.37,165.38,0.13,11-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Sep-2018 - 00:00,0.13,0.14,760.38,0.96,0.3,0.52,0.31,11.74,16.43,28.17,31.39,46.2,68.69,6.86,145.73,29.9,0.37,157.88,0.15,12-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Sep-2018 - 00:00,0.01,0.28,759.21,0.8,0.55,0.28,0.72,13.28,19.47,32.75,31.52,42.71,71.05,6.87,115.23,29.79,0.37,163.69,0.14,13-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Sep-2018 - 00:00,0.0,0.13,758.35,0.69,0.32,0.45,0.65,11.01,15.85,26.86,39.58,46.85,62.33,6.95,146.48,30.03,0.37,192.88,0.15,14-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Sep-2018 - 00:00,0.23,0.48,758.72,0.77,0.29,0.37,0.79,9.81,15.14,24.94,38.97,159.61,74.6,6.86,141.87,28.77,0.37,165.3,0.14,15-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Sep-2018 - 00:00,0.12,0.31,758.64,0.8,0.21,0.2,0.12,11.21,19.05,30.27,31.93,15.92,67.64,7.66,142.73,29.65,0.37,174.25,0.13,16-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Sep-2018 - 00:00,0.0,0.1,757.91,1.23,0.16,0.0,0.29,10.24,18.7,28.94,26.48,20.07,72.37,12.66,106.84,27.97,0.37,194.54,0.21,17-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Sep-2018 - 00:00,0.05,0.54,757.74,1.66,0.3,0.12,0.51,21.29,23.59,44.88,31.55,31.78,75.44,23.56,60.96,26.62,0.36,214.1,0.14,18-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Sep-2018 - 00:00,0.0,0.26,757.76,0.95,0.24,0.22,0.93,15.85,21.3,37.15,15.25,27.13,81.15,24.01,114.84,26.15,0.36,217.72,0.16,19-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Sep-2018 - 00:00,0.05,0.23,757.78,0.98,0.18,0.15,1.38,23.16,25.55,48.7,14.34,20.01,82.29,13.32,42.42,25.57,0.37,225.24,0.17,20-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Sep-2018 - 00:00,0.0,0.29,755.45,1.61,0.0,0.06,0.49,18.82,26.06,44.88,14.49,46.17,70.84,14.81,98.03,28.63,0.36,210.01,0.15,21-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Sep-2018 - 00:00,0.05,0.05,756.16,0.95,0.09,0.14,0.78,13.76,25.53,39.29,14.87,31.79,69.3,10.0,110.7,29.05,0.37,190.33,0.17,22-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Sep-2018 - 00:00,0.0,0.19,759.23,0.79,0.18,0.12,0.38,11.07,21.14,32.21,14.55,28.94,72.63,6.15,164.29,29.09,0.37,166.52,0.1,23-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Sep-2018 - 00:00,0.0,0.0,761.0,0.41,0.0,0.38,0.4,11.04,16.49,27.53,14.68,16.39,73.14,8.08,123.17,29.14,0.37,146.08,0.09,24-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Sep-2018 - 00:00,0.0,0.24,760.92,1.44,0.09,0.19,0.22,13.63,15.99,29.62,24.56,21.82,73.74,8.42,129.27,28.99,0.36,129.87,0.06,25-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Sep-2018 - 00:00,0.0,0.45,759.92,1.37,0.35,0.0,0.1,14.22,19.04,33.26,17.17,30.27,73.83,10.03,141.3,29.0,0.36,163.04,0.08,26-Sep-2018 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
