from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
03-Sep-2018 - 00:00,27.24,979.6,89.88,51.02,94.79,48.41,93.53,0.92,4.51,39.71,,31.18,0.22,0.19,0.16,1.56,13.19,20.39,04-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
04-Sep-2018 - 00:00,28.13,980.08,161.92,83.41,90.79,61.55,189.94,1.02,6.29,149.78,,36.35,0.19,0.16,0.13,2.04,23.63,23.32,05-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
05-Sep-2018 - 00:00,28.6,979.33,150.67,52.69,85.92,101.74,248.73,1.43,4.37,175.27,,34.78,0.3,0.26,0.17,1.44,8.0,21.64,06-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
06-Sep-2018 - 00:00,29.95,978.68,174.14,47.42,78.96,180.02,276.44,1.52,3.61,123.05,,33.8,12.1,39.27,65.18,1.16,9.58,19.79,07-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
07-Sep-2018 - 00:00,28.34,980.69,113.52,44.54,86.89,117.34,115.17,1.0,4.76,64.72,,36.3,41.1,67.32,63.65,1.31,11.5,18.89,08-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
08-Sep-2018 - 00:00,28.75,981.08,133.79,46.96,86.14,126.8,69.8,1.82,3.29,44.65,,34.37,54.89,71.2,49.68,1.09,7.93,17.2,09-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
09-Sep-2018 - 00:00,28.79,982.34,108.0,38.92,80.96,149.13,106.88,2.13,1.66,25.59,,30.63,37.13,52.22,41.5,0.74,10.9,18.6,10-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
10-Sep-2018 - 00:00,29.26,983.8,148.84,61.65,81.36,106.83,175.08,1.35,3.92,88.08,,38.39,40.43,71.22,72.61,1.51,28.85,21.77,11-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
11-Sep-2018 - 00:00,31.02,982.94,140.41,42.55,74.59,169.05,277.71,1.61,3.73,232.02,,30.24,36.63,50.98,39.57,1.09,7.82,20.75,12-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
12-Sep-2018 - 00:00,31.32,980.24,158.83,42.04,70.01,174.62,275.01,2.21,2.32,250.62,,27.83,24.95,36.79,30.9,0.91,8.12,20.87,13-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
13-Sep-2018 - 00:00,31.06,980.18,180.56,43.75,62.82,181.42,275.86,2.19,2.38,308.03,,24.94,30.05,42.71,34.22,0.85,12.33,27.36,14-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
14-Sep-2018 - 00:00,30.57,982.57,171.98,42.19,64.23,160.84,296.34,1.84,2.32,200.61,,23.56,27.58,38.75,30.69,0.91,14.76,24.94,15-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
15-Sep-2018 - 00:00,31.07,984.22,247.88,113.29,58.34,180.15,308.37,1.77,8.62,117.38,,26.16,23.95,35.51,30.0,1.05,15.78,25.08,16-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
16-Sep-2018 - 00:00,31.14,982.86,188.3,55.76,62.76,181.14,280.03,1.93,2.75,90.6,,24.44,16.97,27.5,25.7,0.87,19.17,20.22,17-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
17-Sep-2018 - 00:00,30.8,981.85,206.6,61.01,66.48,163.58,321.69,1.86,2.83,40.62,,26.55,14.02,25.59,26.65,1.0,31.04,20.29,18-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
18-Sep-2018 - 00:00,30.96,981.9,242.18,81.12,60.91,175.54,311.46,1.81,4.0,50.16,,27.73,12.4,24.69,27.2,1.03,33.72,20.09,19-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
19-Sep-2018 - 00:00,30.92,981.74,233.6,69.82,59.83,172.12,308.33,1.71,3.45,85.35,,27.45,19.72,31.31,28.63,1.12,35.68,23.01,20-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
20-Sep-2018 - 00:00,31.43,982.21,249.19,92.86,60.31,160.41,164.96,1.13,5.83,34.31,,29.05,27.64,40.38,33.42,1.23,53.15,21.79,21-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
21-Sep-2018 - 00:00,29.86,984.84,246.85,107.21,66.07,114.72,110.89,2.25,8.08,38.68,,37.14,44.32,55.71,37.01,1.22,18.06,23.96,22-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
22-Sep-2018 - 00:00,25.95,985.12,110.61,38.88,90.66,38.41,82.54,2.11,4.47,50.07,,35.09,41.79,55.04,39.48,1.02,13.0,23.76,23-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
23-Sep-2018 - 00:00,27.15,984.72,,48.69,88.99,68.57,107.83,2.82,3.7,28.9,,31.12,35.47,51.21,41.72,0.93,15.6,22.55,24-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
24-Sep-2018 - 00:00,25.49,982.76,,27.77,94.67,46.17,178.38,1.94,5.15,56.45,,29.06,23.9,35.41,29.74,0.94,12.15,23.88,25-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
25-Sep-2018 - 00:00,24.37,984.13,,27.35,93.96,55.71,302.54,1.6,3.22,105.4,,25.17,42.32,54.74,37.96,1.03,13.31,22.12,26-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
26-Sep-2018 - 00:00,27.91,983.81,,48.67,79.01,182.29,303.55,1.37,3.68,139.57,,24.54,52.03,66.02,44.65,1.26,21.53,23.48,27-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
27-Sep-2018 - 00:00,29.05,984.59,172.6,83.54,75.29,170.11,261.4,1.12,5.67,140.63,,28.03,58.68,73.11,48.1,1.62,28.89,24.8,28-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
28-Sep-2018 - 00:00,30.17,985.29,,100.9,65.23,166.48,196.26,0.93,11.92,157.98,,32.4,97.96,108.33,53.43,2.32,28.12,23.99,29-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
29-Sep-2018 - 00:00,30.48,985.93,,97.5,64.03,154.59,253.8,1.32,7.19,119.74,,37.66,46.61,64.73,50.18,1.49,35.89,24.66,30-Sep-2018 - 00:00,"Wazirpur, Delhi - DPCC"
30-Sep-2018 - 00:00,29.73,985.37,222.79,62.5,63.84,176.15,313.29,1.68,5.22,97.66,,34.0,25.71,43.6,42.34,1.09,31.03,24.91,01-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
01-Oct-2018 - 00:00,30.06,985.09,242.83,78.23,61.0,170.44,299.49,1.41,5.22,120.35,,29.02,39.78,58.62,49.29,1.32,33.56,26.74,02-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
02-Oct-2018 - 00:00,30.67,985.75,244.5,89.06,58.59,168.02,283.77,1.23,6.02,127.71,,31.28,49.2,65.76,48.36,1.35,30.63,27.27,03-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
03-Oct-2018 - 00:00,30.78,985.18,270.67,93.12,48.87,163.71,210.93,1.09,7.85,115.49,,31.55,54.53,73.76,55.0,1.49,36.64,27.87,04-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
04-Oct-2018 - 00:00,30.25,986.71,291.25,105.98,56.45,136.4,126.06,1.04,7.36,68.9,,39.59,34.35,56.14,53.01,1.66,43.17,30.48,05-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
05-Oct-2018 - 00:00,29.81,987.78,324.54,132.15,58.95,143.55,170.55,1.08,8.41,109.71,,41.94,53.11,69.07,48.4,1.69,40.58,30.88,06-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
06-Oct-2018 - 00:00,29.41,987.36,270.94,103.94,53.25,155.28,312.69,1.34,5.8,76.78,,37.82,50.36,67.43,49.49,1.3,25.97,25.47,07-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
07-Oct-2018 - 00:00,29.09,986.8,270.52,94.6,49.53,150.54,286.59,1.37,8.31,110.59,,37.22,29.76,46.69,42.06,1.3,41.46,28.62,08-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
08-Oct-2018 - 00:00,29.4,985.55,367.71,152.26,49.98,138.35,114.03,0.98,8.32,76.76,,38.83,29.56,54.55,57.4,1.61,46.25,28.95,09-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
09-Oct-2018 - 00:00,30.12,984.31,411.53,130.41,49.11,153.14,125.15,1.54,9.81,78.28,,44.02,44.83,65.12,53.63,2.0,53.63,28.93,10-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
10-Oct-2018 - 00:00,29.79,984.98,335.41,115.6,58.22,137.99,119.33,1.94,7.22,59.1,,47.89,39.1,57.07,47.22,1.65,31.22,28.04,11-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
11-Oct-2018 - 00:00,27.12,986.9,303.73,88.27,57.43,127.6,122.37,1.95,5.05,55.31,,45.4,25.47,39.5,35.21,1.17,20.66,27.4,12-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
12-Oct-2018 - 00:00,26.13,988.84,242.6,90.5,49.03,148.08,134.98,1.12,5.45,48.45,,36.71,29.48,42.16,34.11,1.19,37.72,33.75,13-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
13-Oct-2018 - 00:00,26.11,988.95,362.27,182.94,50.8,150.83,268.57,1.36,8.08,94.92,,50.03,34.67,51.23,43.15,1.44,38.04,32.71,14-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
14-Oct-2018 - 00:00,26.7,988.01,311.1,129.31,47.59,150.81,307.5,1.51,7.57,135.49,,43.59,35.93,56.23,50.69,1.37,30.49,34.57,15-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
15-Oct-2018 - 00:00,27.4,988.45,409.77,162.1,47.46,140.36,199.56,1.09,9.49,128.53,,44.13,45.06,64.32,51.82,1.86,37.75,41.29,16-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
16-Oct-2018 - 00:00,28.35,988.04,511.27,199.48,49.43,104.51,132.81,1.0,12.73,109.07,,50.63,69.53,91.57,65.75,2.54,50.14,38.85,17-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
17-Oct-2018 - 00:00,28.38,986.57,432.55,162.83,46.32,133.32,186.67,1.01,9.77,98.14,,52.61,87.49,98.51,51.0,2.79,37.8,28.86,18-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
18-Oct-2018 - 00:00,28.23,986.06,468.78,183.71,50.7,111.38,125.34,1.2,12.19,121.18,,61.5,98.02,107.01,51.02,2.86,38.09,38.71,19-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
19-Oct-2018 - 00:00,27.18,987.68,396.28,172.17,49.72,105.3,218.43,1.25,8.54,105.79,,56.58,33.81,50.55,43.01,1.8,45.19,35.57,20-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
20-Oct-2018 - 00:00,27.23,990.02,394.9,202.42,39.42,115.41,155.12,1.01,7.43,63.0,,46.61,28.35,44.95,41.05,1.74,43.42,41.62,21-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
21-Oct-2018 - 00:00,26.09,990.62,334.42,168.04,41.79,123.65,230.93,1.27,7.72,66.39,,49.1,36.45,52.19,42.27,1.59,35.84,40.6,22-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
22-Oct-2018 - 00:00,25.81,989.42,355.33,152.52,42.21,142.13,298.93,1.57,6.17,121.5,,43.81,47.18,57.3,35.38,1.78,27.21,51.09,23-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
23-Oct-2018 - 00:00,26.13,989.23,411.46,165.52,40.49,132.65,241.72,1.09,8.38,150.97,,40.96,47.66,44.94,11.43,2.1,34.72,60.69,24-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
24-Oct-2018 - 00:00,25.98,989.24,476.58,235.69,47.07,103.31,69.81,0.94,12.68,117.06,,51.17,58.88,51.03,5.78,2.83,39.87,40.62,25-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
25-Oct-2018 - 00:00,25.51,990.69,447.42,219.29,50.95,115.94,67.98,0.92,12.82,99.98,,55.79,57.61,47.91,2.51,2.62,49.08,43.72,26-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
26-Oct-2018 - 00:00,24.71,992.5,533.95,291.28,53.18,94.61,144.86,0.87,13.75,106.04,,58.31,96.67,79.3,1.37,3.05,42.95,32.83,27-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
27-Oct-2018 - 00:00,24.85,992.64,542.26,288.09,58.42,88.08,215.73,0.83,17.08,175.02,,64.76,42.03,37.22,5.58,4.46,54.77,29.15,28-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
28-Oct-2018 - 00:00,26.95,991.8,448.27,219.94,46.85,147.56,292.37,1.3,9.94,99.26,,54.13,19.9,21.01,8.97,2.53,46.87,24.38,29-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
29-Oct-2018 - 00:00,25.17,991.33,569.99,327.52,58.89,89.8,301.99,1.05,11.61,128.88,,65.38,23.66,24.75,10.21,3.46,31.32,22.4,30-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
30-Oct-2018 - 00:00,25.32,991.33,572.12,325.5,58.46,85.45,161.51,0.82,12.02,101.11,,65.2,14.81,18.86,12.72,3.07,31.22,23.7,31-Oct-2018 - 00:00,"Wazirpur, Delhi - DPCC"
31-Oct-2018 - 00:00,24.87,991.84,524.77,285.0,62.81,80.33,123.41,0.79,15.16,110.14,,68.11,54.14,56.21,22.6,3.29,30.05,23.11,01-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
01-Nov-2018 - 00:00,25.17,990.68,611.17,358.31,60.71,81.45,106.77,0.97,17.16,122.47,,75.85,167.13,156.37,37.76,3.6,27.75,26.58,02-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
02-Nov-2018 - 00:00,25.85,989.07,533.57,280.91,52.85,81.65,108.51,1.27,14.87,100.76,,67.26,78.1,84.75,39.66,2.4,27.16,24.54,03-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
03-Nov-2018 - 00:00,25.12,988.0,420.91,197.5,57.11,72.43,99.9,1.9,10.32,76.19,,72.16,46.02,58.11,38.8,2.14,20.82,22.1,04-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
04-Nov-2018 - 00:00,23.65,989.57,259.08,143.94,55.53,100.73,207.89,1.96,5.47,66.03,,58.3,32.46,47.06,38.74,1.14,32.7,23.16,05-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
05-Nov-2018 - 00:00,21.22,990.05,607.46,458.0,66.03,75.62,301.78,1.54,7.38,123.4,,59.15,24.03,39.03,36.58,2.11,19.63,24.8,06-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
06-Nov-2018 - 00:00,22.07,990.37,389.78,214.48,41.39,151.19,308.09,1.91,5.32,57.44,,41.04,21.58,34.88,32.54,1.47,30.11,23.54,07-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
07-Nov-2018 - 00:00,21.19,990.94,434.56,365.0,38.22,148.16,273.77,1.26,10.71,71.19,,42.18,26.54,34.6,24.46,1.86,43.87,37.24,08-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
08-Nov-2018 - 00:00,20.12,991.12,576.92,364.82,50.23,93.78,261.44,0.71,13.87,74.54,,53.16,70.76,68.0,19.3,2.8,25.85,42.52,09-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
09-Nov-2018 - 00:00,21.24,989.41,604.48,400.05,59.72,110.06,276.01,0.69,12.59,103.98,,60.48,62.53,61.53,19.87,2.89,34.91,28.42,10-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
10-Nov-2018 - 00:00,21.32,990.36,671.73,409.15,66.89,86.09,151.76,0.73,14.1,125.71,,66.81,88.7,85.16,24.18,3.52,21.24,29.21,11-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
11-Nov-2018 - 00:00,22.82,990.67,632.12,381.5,59.25,110.64,124.56,0.78,14.07,104.71,,65.54,68.57,66.56,20.04,3.02,36.81,28.62,12-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
12-Nov-2018 - 00:00,22.85,988.68,630.79,368.17,64.45,97.93,75.77,0.88,13.14,87.01,,70.19,65.23,63.85,20.01,3.09,32.48,26.49,13-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
13-Nov-2018 - 00:00,22.79,986.51,608.38,349.0,67.16,61.68,107.57,1.13,13.5,116.99,,75.82,83.63,75.93,14.7,3.59,14.26,28.51,14-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
14-Nov-2018 - 00:00,22.88,987.36,343.69,197.21,70.97,86.04,133.82,1.29,9.6,95.58,,74.42,47.98,47.5,15.72,2.46,18.57,23.48,15-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
15-Nov-2018 - 00:00,21.94,990.68,252.62,140.75,69.01,95.8,246.56,1.47,6.06,70.76,,73.64,25.96,40.72,36.74,1.72,15.52,21.87,16-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
16-Nov-2018 - 00:00,21.03,989.7,296.12,170.35,53.63,124.7,298.87,1.99,3.83,74.2,,57.74,19.52,31.94,30.13,1.4,20.79,23.91,17-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
17-Nov-2018 - 00:00,21.21,988.13,353.62,198.54,52.1,113.67,297.05,1.43,5.02,117.42,,52.86,22.06,30.77,24.02,1.54,21.95,26.87,18-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
18-Nov-2018 - 00:00,22.09,989.29,484.31,254.96,55.86,101.43,139.38,1.14,8.75,95.33,,57.85,33.65,37.22,18.38,2.28,27.32,25.81,19-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
19-Nov-2018 - 00:00,22.4,991.55,465.75,246.1,57.01,65.0,116.53,1.7,7.28,64.92,,65.89,16.05,21.14,15.58,1.92,33.76,24.62,20-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
20-Nov-2018 - 00:00,22.62,991.77,492.1,289.71,62.77,91.07,224.83,1.12,7.67,101.24,,71.06,31.53,36.2,19.67,2.25,27.52,22.26,21-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
21-Nov-2018 - 00:00,22.51,991.99,425.08,254.88,48.91,106.64,288.85,1.25,6.38,114.38,,54.5,62.75,75.91,46.47,1.86,22.56,25.62,22-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
22-Nov-2018 - 00:00,21.83,992.72,476.38,218.6,44.5,86.95,251.99,0.87,10.69,168.28,,48.56,112.83,115.97,45.12,2.19,23.3,29.92,23-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
23-Nov-2018 - 00:00,21.8,994.09,417.35,230.9,45.0,101.4,311.16,1.73,5.84,97.73,,51.55,95.8,99.65,40.49,2.36,22.07,27.48,24-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
24-Nov-2018 - 00:00,21.28,992.49,309.54,137.75,45.03,105.05,296.69,1.84,5.06,66.33,,56.01,40.84,58.16,46.5,1.64,15.75,29.38,25-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
25-Nov-2018 - 00:00,21.01,992.22,364.31,188.35,48.29,95.38,314.6,1.14,6.51,71.02,,50.37,56.07,69.62,43.86,1.61,19.59,27.9,26-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
26-Nov-2018 - 00:00,20.85,991.41,540.65,285.06,57.75,93.23,251.73,0.76,10.22,92.11,,53.68,174.48,166.33,45.32,2.6,22.49,30.55,27-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
27-Nov-2018 - 00:00,21.76,993.19,554.76,281.4,60.06,82.85,145.95,1.05,14.57,95.96,,69.9,263.21,232.22,33.1,4.21,10.4,26.07,28-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
28-Nov-2018 - 00:00,21.68,994.04,488.31,263.73,65.36,74.53,128.24,0.75,11.26,69.94,,74.98,142.46,130.4,26.59,2.74,14.24,24.8,29-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
29-Nov-2018 - 00:00,21.18,994.17,495.4,291.31,64.44,76.66,275.49,1.03,8.94,105.07,,70.86,95.78,86.51,15.74,2.62,11.51,24.7,30-Nov-2018 - 00:00,"Wazirpur, Delhi - DPCC"
30-Nov-2018 - 00:00,20.68,993.65,418.59,238.32,57.17,88.31,302.81,1.3,5.39,65.61,,56.26,55.43,50.24,10.0,1.88,15.02,24.19,01-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
01-Dec-2018 - 00:00,20.35,990.96,411.02,201.46,51.86,96.88,263.72,1.23,7.56,111.89,,50.05,59.75,51.34,4.93,1.87,17.52,26.64,02-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
02-Dec-2018 - 00:00,19.83,990.22,477.62,250.15,51.13,92.21,232.94,0.85,11.68,89.5,,52.22,79.48,61.77,1.38,2.64,23.42,29.07,03-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
03-Dec-2018 - 00:00,19.57,991.23,503.46,263.04,54.5,90.37,263.37,0.89,11.36,96.67,,52.75,117.2,95.6,0.2,2.82,19.27,30.29,04-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
04-Dec-2018 - 00:00,19.09,992.94,559.79,302.38,62.09,83.48,260.24,0.77,7.61,57.58,,60.43,,,,3.76,15.12,26.95,05-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
05-Dec-2018 - 00:00,18.86,990.46,421.98,244.16,60.08,85.83,276.77,1.05,0.0,0.0,,56.25,,22.1,,2.3,14.87,26.53,06-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
06-Dec-2018 - 00:00,18.33,989.89,500.24,283.35,64.97,63.67,206.08,0.97,3.11,27.31,,65.95,63.61,63.36,21.59,2.67,13.64,25.6,07-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
07-Dec-2018 - 00:00,17.99,990.62,435.31,255.86,63.42,81.12,302.39,1.29,5.35,65.7,,71.22,74.74,70.46,17.97,1.89,13.77,28.04,08-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
08-Dec-2018 - 00:00,18.02,991.67,428.97,262.78,59.98,80.64,202.49,0.96,6.49,57.8,,68.34,77.97,71.86,15.62,1.9,16.8,31.46,09-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
09-Dec-2018 - 00:00,17.78,990.55,445.01,275.82,57.17,70.54,177.15,0.81,8.43,50.56,,69.18,71.3,66.13,15.04,2.1,19.16,28.03,10-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
10-Dec-2018 - 00:00,17.82,990.15,655.22,399.42,64.66,68.16,108.56,1.14,11.96,57.42,,79.59,84.01,76.26,14.68,2.55,33.08,29.76,11-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
11-Dec-2018 - 00:00,17.75,991.17,636.72,391.62,70.68,56.69,111.39,0.94,12.22,67.71,,92.1,88.17,79.91,15.03,3.12,22.12,27.34,12-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
12-Dec-2018 - 00:00,17.65,992.56,428.07,300.27,70.15,61.76,127.76,1.37,8.7,45.49,,89.88,63.77,60.94,16.82,2.28,12.64,24.56,13-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
13-Dec-2018 - 00:00,16.48,995.58,175.25,105.27,71.93,78.42,254.32,1.56,4.8,38.49,,77.63,38.69,44.49,23.05,1.3,10.74,21.65,14-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
14-Dec-2018 - 00:00,16.34,997.58,255.54,164.5,71.56,93.52,310.51,1.32,4.18,57.05,,88.38,39.54,54.56,42.01,1.41,10.37,19.38,15-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
15-Dec-2018 - 00:00,16.36,997.08,255.73,151.12,65.99,96.3,308.92,1.51,4.12,46.5,,83.98,33.02,56.54,55.56,1.25,11.95,16.02,16-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
16-Dec-2018 - 00:00,15.97,997.38,336.35,202.23,62.69,131.83,300.69,1.31,5.73,69.69,,79.12,70.51,93.28,67.16,1.49,19.37,21.06,17-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
17-Dec-2018 - 00:00,15.53,995.92,395.25,228.38,58.04,115.19,321.36,1.28,6.71,52.75,,75.56,71.44,94.06,67.36,1.71,16.99,21.44,18-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
18-Dec-2018 - 00:00,15.41,994.19,426.9,247.62,55.86,125.8,305.72,1.39,5.05,60.44,,74.98,45.39,71.91,65.59,1.69,22.63,22.85,19-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
19-Dec-2018 - 00:00,15.78,993.34,473.33,297.33,58.18,121.86,293.76,1.19,7.73,80.91,,71.55,73.06,99.11,74.78,2.0,21.26,26.61,20-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
20-Dec-2018 - 00:00,15.2,993.67,558.54,348.92,62.06,114.53,301.26,1.1,5.3,43.19,,75.49,129.07,145.13,75.43,2.75,19.87,23.47,21-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
21-Dec-2018 - 00:00,14.58,992.55,512.62,334.65,63.34,112.76,304.65,1.29,2.48,23.75,,79.46,80.62,112.79,88.77,2.07,21.04,21.74,22-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
22-Dec-2018 - 00:00,14.38,993.04,639.42,463.4,66.36,98.54,174.57,0.83,10.94,65.53,,80.6,126.67,163.63,113.62,2.39,21.38,27.63,23-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
23-Dec-2018 - 00:00,14.61,993.79,726.28,630.12,71.19,91.65,108.2,0.87,15.58,76.21,,91.72,225.35,250.1,126.02,3.72,22.67,25.78,24-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
24-Dec-2018 - 00:00,14.58,992.89,628.58,512.88,69.67,96.11,256.65,1.22,12.98,71.9,,86.13,179.13,201.53,93.56,3.8,24.84,22.61,25-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
25-Dec-2018 - 00:00,13.89,992.24,482.23,345.4,71.87,108.38,300.21,1.5,6.29,80.84,,78.77,30.04,65.0,76.1,1.93,15.6,17.88,26-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
26-Dec-2018 - 00:00,13.69,990.85,437.02,381.77,65.66,115.52,254.71,1.08,8.68,73.9,,74.65,76.43,101.13,72.81,2.29,18.29,18.48,27-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
27-Dec-2018 - 00:00,14.12,992.02,584.24,377.98,60.83,91.85,210.32,1.19,10.39,72.4,,84.58,130.83,151.41,84.07,3.29,12.71,21.32,28-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
28-Dec-2018 - 00:00,13.01,992.42,477.04,326.4,67.42,98.45,301.91,1.6,4.58,44.13,,83.35,52.08,83.16,76.61,1.64,15.18,18.6,29-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
29-Dec-2018 - 00:00,13.38,994.54,538.56,364.41,62.49,114.81,277.78,1.3,6.98,70.9,,82.23,139.01,165.24,98.22,2.06,15.41,24.69,30-Dec-2018 - 00:00,"Wazirpur, Delhi - DPCC"
