from date,Benzene,MP-Xylene,O Xylene,Toluene,CO,NO2,NO,NOx,NH3,Ozone,PM10,PM2.5,SR,Temp,WD,WS,SO2,to date,station
08-Dec-2018 - 00:00,19.38,37.91,20.25,72.22,1.36,107.62,61.25,93.28,19.98,36.04,169.98,63.35,194.31,25.46,205.97,0.8,26.73,09-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
09-Dec-2018 - 00:00,16.18,29.45,16.2,104.11,1.12,92.99,41.0,73.75,17.7,65.38,159.15,57.13,202.02,24.56,198.74,0.83,30.21,10-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
10-Dec-2018 - 00:00,14.9,19.88,10.7,90.56,1.07,90.33,31.69,66.81,15.98,51.39,167.53,69.89,195.54,23.68,200.5,0.82,32.71,11-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
11-Dec-2018 - 00:00,16.81,30.43,16.5,79.93,1.28,117.57,61.18,98.85,17.76,31.87,170.7,61.25,200.69,23.25,208.84,0.64,50.58,12-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
12-Dec-2018 - 00:00,18.14,29.37,20.3,85.54,1.47,101.56,70.48,95.83,15.21,28.99,192.22,72.82,188.32,23.3,194.78,0.74,33.12,13-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
13-Dec-2018 - 00:00,12.69,20.24,11.98,82.54,1.06,57.04,24.37,45.64,9.99,39.13,145.21,51.64,186.8,24.71,182.23,0.72,57.97,14-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
14-Dec-2018 - 00:00,13.97,21.66,5.84,69.84,0.87,63.38,18.2,44.2,11.0,7.11,112.66,42.88,,19.55,79.42,0.62,56.07,15-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
15-Dec-2018 - 00:00,6.79,10.44,8.58,42.23,0.53,41.05,2.01,23.4,7.82,72.58,176.33,47.0,191.3,27.57,73.58,1.06,76.93,16-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
16-Dec-2018 - 00:00,11.84,12.96,8.1,,2.09,,,75.82,10.47,25.13,153.53,49.2,132.05,,70.38,1.26,,17-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
17-Dec-2018 - 00:00,10.95,16.25,9.33,96.96,0.98,51.57,9.31,34.82,7.92,78.02,161.08,55.63,190.62,26.29,171.61,0.86,50.37,18-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
18-Dec-2018 - 00:00,15.5,27.71,15.89,119.15,1.12,63.89,16.23,45.01,9.2,38.77,169.26,58.69,181.52,23.91,163.34,0.86,47.17,19-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
19-Dec-2018 - 00:00,11.68,19.02,12.49,70.77,0.83,66.32,13.31,43.66,9.67,35.14,149.37,52.84,201.75,23.44,174.94,0.77,50.68,20-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
20-Dec-2018 - 00:00,15.25,19.4,12.57,59.14,1.07,99.19,26.04,69.75,14.57,34.58,144.85,52.06,200.52,22.81,175.45,0.82,25.51,21-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
21-Dec-2018 - 00:00,18.26,24.61,18.32,68.1,1.08,93.25,33.93,69.96,14.67,21.93,142.85,52.42,181.65,23.69,175.44,0.83,33.37,22-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
22-Dec-2018 - 00:00,23.8,21.66,13.48,86.99,1.86,84.01,64.36,82.68,13.36,14.22,225.38,87.35,100.5,20.26,166.43,0.66,10.98,23-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
23-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
24-Dec-2018 - 00:00,15.95,19.66,7.93,70.58,1.11,52.43,14.98,36.76,11.07,52.64,176.2,62.2,80.0,28.6,240.8,1.13,32.17,25-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
25-Dec-2018 - 00:00,17.94,18.17,10.27,103.41,1.08,56.42,26.0,45.41,11.42,35.25,197.93,71.56,135.47,25.54,204.4,0.82,30.57,26-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
26-Dec-2018 - 00:00,11.6,13.94,9.26,55.51,0.71,48.61,10.06,31.95,8.78,35.37,146.51,52.51,169.42,23.34,195.17,0.76,41.28,27-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
27-Dec-2018 - 00:00,10.45,11.55,8.82,73.09,0.85,55.48,4.29,33.01,9.0,25.73,146.65,52.09,193.81,21.73,124.29,0.7,63.57,28-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
28-Dec-2018 - 00:00,14.12,14.65,12.08,94.74,0.95,58.56,12.73,38.42,7.73,29.8,170.38,58.41,198.4,22.13,86.52,0.93,45.34,29-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
29-Dec-2018 - 00:00,11.8,10.92,6.59,55.96,0.97,56.98,13.96,40.57,8.87,39.92,171.16,50.38,201.09,26.14,158.3,0.88,44.11,30-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
30-Dec-2018 - 00:00,20.38,25.95,14.54,185.6,1.41,85.48,35.22,66.8,11.9,20.96,282.13,72.65,184.85,22.27,165.25,0.72,36.61,31-Dec-2018 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
31-Dec-2018 - 00:00,31.84,36.63,23.93,168.9,2.19,117.95,85.1,112.56,15.03,2.8,293.6,110.31,,18.16,155.38,0.61,45.89,01-Jan-2019 - 00:00,"Pimpleshwar Mandir, Thane - MPCB"
