from date,CO,PM10,WD,AT,SR,WS,RH,NO,NO2,NOx,SO2,to date,station
25-May-2018 - 00:00,0.84,56.25,66.29,21.14,109.61,0.5,40.62,2.95,18.37,21.32,2.12,26-May-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-May-2018 - 00:00,1.01,41.51,112.43,25.52,240.37,0.69,52.11,6.07,17.71,23.78,2.44,27-May-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-May-2018 - 00:00,0.86,53.17,145.81,27.82,175.11,0.55,52.18,5.74,23.96,28.67,2.84,28-May-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-May-2018 - 00:00,0.85,47.05,85.02,27.18,185.84,0.51,51.26,3.58,16.74,20.32,2.65,29-May-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-May-2018 - 00:00,0.82,27.59,69.33,26.6,273.31,0.51,52.05,3.42,11.15,14.58,2.48,30-May-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-May-2018 - 00:00,0.86,39.07,77.01,25.6,205.2,0.56,50.06,3.6,12.92,16.52,2.54,31-May-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
31-May-2018 - 00:00,0.82,40.21,164.85,25.37,193.68,0.63,50.34,3.73,15.07,18.39,2.26,01-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Jun-2018 - 00:00,0.97,59.75,100.67,24.25,131.23,0.62,47.52,3.88,20.31,24.19,2.48,02-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Jun-2018 - 00:00,1.02,55.21,184.76,25.3,171.31,0.68,51.32,4.62,25.41,30.03,3.47,03-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Jun-2018 - 00:00,0.83,30.14,187.8,24.8,217.94,0.67,51.13,3.32,13.24,16.56,3.3,04-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Jun-2018 - 00:00,0.72,23.41,49.88,20.43,196.82,0.53,44.81,3.74,11.88,15.41,2.65,05-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Jun-2018 - 00:00,0.7,20.09,27.68,23.09,210.86,0.63,47.0,3.88,12.39,15.89,2.99,06-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Jun-2018 - 00:00,0.82,27.89,35.78,26.61,214.77,0.62,53.5,4.15,13.07,17.21,3.93,07-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Jun-2018 - 00:00,0.83,31.02,34.31,25.27,183.46,0.65,49.04,4.01,11.22,15.23,4.12,08-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Jun-2018 - 00:00,0.81,22.03,34.54,24.17,125.92,0.67,47.79,4.08,11.69,15.77,4.44,09-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Jun-2018 - 00:00,0.78,26.16,73.51,23.39,122.05,0.91,53.93,3.77,11.69,15.46,4.38,10-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Jun-2018 - 00:00,0.72,24.54,75.23,21.13,116.38,1.11,50.66,3.96,8.98,12.79,3.7,11-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Jun-2018 - 00:00,0.81,34.19,105.14,24.64,135.72,1.18,54.18,4.64,11.45,15.95,3.73,12-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Jun-2018 - 00:00,0.8,48.33,120.67,25.23,191.86,1.14,53.78,4.58,11.48,16.06,1.04,13-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Jun-2018 - 00:00,0.84,47.6,142.61,24.76,175.97,1.14,48.66,4.69,11.8,16.5,1.73,14-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Jun-2018 - 00:00,0.85,35.59,178.14,24.24,149.97,1.15,48.96,4.39,12.6,16.99,2.11,15-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Jun-2018 - 00:00,0.79,33.18,133.85,25.49,250.48,1.04,52.31,4.69,13.91,18.43,2.01,16-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Jun-2018 - 00:00,0.84,43.91,176.13,24.8,228.57,1.14,50.03,5.23,14.74,19.07,1.96,17-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Jun-2018 - 00:00,0.85,41.99,172.13,24.36,193.63,1.2,50.98,4.74,11.51,16.22,0.96,18-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Jun-2018 - 00:00,0.8,46.95,130.14,24.67,229.02,1.15,49.8,5.5,12.84,18.34,4.33,19-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Jun-2018 - 00:00,0.89,65.51,113.72,24.49,238.3,1.12,56.63,4.65,11.57,16.19,4.5,20-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Jun-2018 - 00:00,0.83,36.12,127.81,24.65,215.58,1.07,57.48,5.87,14.41,20.13,3.13,21-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Jun-2018 - 00:00,0.85,21.39,109.25,24.04,223.67,1.14,52.65,4.21,10.55,14.82,2.55,22-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Jun-2018 - 00:00,0.83,50.21,142.87,25.27,174.5,1.1,57.54,4.58,17.99,22.57,2.16,23-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Jun-2018 - 00:00,0.87,30.89,141.34,23.72,173.1,1.21,47.19,4.99,13.13,18.13,2.73,24-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Jun-2018 - 00:00,0.82,41.16,121.06,24.2,190.84,1.19,51.63,4.8,11.05,15.85,2.45,25-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Jun-2018 - 00:00,0.84,38.75,115.14,24.45,181.92,1.09,58.1,5.24,11.56,16.78,2.2,26-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Jun-2018 - 00:00,0.83,40.37,125.99,24.26,183.46,1.05,60.85,4.58,10.84,15.42,1.18,27-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Jun-2018 - 00:00,0.88,41.92,96.4,23.11,115.13,1.19,51.62,5.25,13.05,18.34,2.19,28-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Jun-2018 - 00:00,0.85,35.26,96.81,23.52,130.11,1.18,48.73,5.31,13.15,18.46,4.33,29-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Jun-2018 - 00:00,0.87,37.15,106.93,24.02,133.73,1.11,52.43,5.16,14.26,19.41,4.37,30-Jun-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Jun-2018 - 00:00,0.86,36.73,126.22,24.4,153.38,1.08,53.41,5.21,14.85,20.05,4.36,01-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Jul-2018 - 00:00,0.85,41.74,170.22,24.92,131.06,1.08,55.08,4.68,13.05,17.65,3.2,02-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Jul-2018 - 00:00,0.8,33.46,129.14,24.63,166.09,1.08,55.47,4.65,12.21,15.82,2.63,03-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Jul-2018 - 00:00,0.88,51.25,147.17,25.57,127.4,0.98,56.89,4.61,12.68,17.28,1.38,04-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Jul-2018 - 00:00,0.82,53.65,186.21,25.11,165.36,0.87,68.09,4.69,10.95,15.64,1.1,05-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Jul-2018 - 00:00,0.73,56.14,140.01,25.35,252.59,1.08,51.93,5.48,12.78,18.26,1.95,06-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Jul-2018 - 00:00,0.8,44.67,120.75,23.56,166.61,1.1,58.71,5.49,12.91,18.38,2.35,07-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Jul-2018 - 00:00,0.81,30.42,129.87,23.98,157.4,1.1,61.28,4.54,11.7,16.23,2.0,08-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Jul-2018 - 00:00,0.83,37.25,162.06,23.78,139.81,1.18,54.81,4.18,11.43,14.99,3.61,09-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Jul-2018 - 00:00,0.88,48.57,201.3,23.92,162.57,1.19,56.7,5.52,13.39,18.9,5.13,10-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Jul-2018 - 00:00,0.71,47.29,134.57,23.49,142.93,1.24,48.16,7.36,17.7,18.96,5.15,11-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Jul-2018 - 00:00,0.83,39.5,96.54,23.39,133.28,1.25,50.21,5.55,12.95,18.5,3.44,12-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Jul-2018 - 00:00,0.82,33.38,100.6,23.24,167.31,1.21,54.35,4.5,9.99,14.49,0.92,13-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Jul-2018 - 00:00,0.82,37.23,95.36,23.44,154.59,1.21,51.98,4.81,11.79,16.6,1.24,14-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Jul-2018 - 00:00,0.85,44.17,98.78,23.54,142.48,1.22,53.13,4.96,11.64,16.61,1.34,15-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Jul-2018 - 00:00,0.66,57.12,114.59,24.91,264.51,1.18,57.45,4.66,9.98,12.15,1.64,16-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Jul-2018 - 00:00,0.82,39.14,103.57,23.89,275.45,1.2,54.66,5.59,10.54,15.48,0.98,17-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Jul-2018 - 00:00,0.88,53.13,128.85,25.14,230.45,1.11,72.16,4.46,12.64,17.08,3.46,18-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Jul-2018 - 00:00,0.83,46.56,146.0,24.51,204.43,1.07,61.42,4.4,11.19,15.38,3.3,19-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Jul-2018 - 00:00,0.84,52.77,153.31,24.97,165.73,1.06,70.23,4.2,12.7,16.87,1.56,20-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Jul-2018 - 00:00,0.8,36.54,148.38,23.61,152.59,1.09,76.69,3.78,9.43,13.17,1.51,21-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Jul-2018 - 00:00,0.74,50.63,117.66,23.98,174.51,1.15,64.42,4.76,12.99,16.68,2.35,22-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Jul-2018 - 00:00,0.78,63.45,122.56,24.7,210.34,1.12,59.24,4.99,12.11,16.73,2.55,23-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Jul-2018 - 00:00,0.86,48.93,119.34,23.87,146.24,1.18,56.7,5.39,12.83,18.22,2.12,24-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Jul-2018 - 00:00,0.89,38.14,107.51,24.22,182.68,1.2,58.65,5.34,11.89,17.23,2.26,25-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Jul-2018 - 00:00,0.82,32.23,111.11,23.59,104.27,1.2,55.57,5.07,11.96,16.91,2.97,26-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Jul-2018 - 00:00,0.84,50.84,152.33,24.96,134.54,1.11,66.13,5.36,15.08,19.11,3.76,27-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Jul-2018 - 00:00,0.85,53.3,137.79,23.63,130.8,1.11,66.31,5.04,12.12,17.16,4.04,28-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Jul-2018 - 00:00,0.92,80.31,125.08,23.91,168.75,1.16,64.55,4.95,14.25,17.24,4.12,29-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Jul-2018 - 00:00,0.84,64.72,115.67,24.81,159.37,1.14,59.4,4.98,12.28,17.26,3.4,30-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Jul-2018 - 00:00,0.84,51.3,126.58,24.79,170.55,1.11,55.28,5.11,12.76,17.87,3.47,31-Jul-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
31-Jul-2018 - 00:00,0.84,48.09,128.18,24.23,160.24,1.12,58.42,5.11,12.2,17.31,3.39,01-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Aug-2018 - 00:00,0.84,45.77,116.62,23.04,173.24,1.18,50.75,5.51,14.76,20.27,3.42,02-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Aug-2018 - 00:00,0.86,60.55,96.52,24.34,235.04,1.16,57.0,6.11,16.15,22.24,3.78,03-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Aug-2018 - 00:00,0.84,58.44,120.03,24.32,199.2,1.15,61.99,5.95,14.01,19.98,3.66,04-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Aug-2018 - 00:00,0.8,62.26,111.2,24.0,188.62,1.11,76.17,5.99,14.28,20.28,3.76,05-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Aug-2018 - 00:00,0.83,67.76,114.56,24.65,191.35,1.14,53.11,4.82,10.48,15.3,3.52,06-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Aug-2018 - 00:00,0.86,49.75,125.56,23.88,187.97,1.15,50.78,5.48,11.54,17.02,3.53,07-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Aug-2018 - 00:00,0.84,39.62,137.07,23.26,146.44,1.21,47.11,5.8,13.0,18.8,3.7,08-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Aug-2018 - 00:00,0.89,27.31,100.91,23.14,149.06,1.24,48.61,6.21,13.36,19.57,3.72,09-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Aug-2018 - 00:00,0.85,34.43,104.43,24.31,197.24,1.2,55.58,5.38,11.84,17.23,3.77,10-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Aug-2018 - 00:00,0.86,38.28,107.41,23.69,132.82,1.2,60.39,5.25,11.77,17.02,3.72,11-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Aug-2018 - 00:00,0.8,30.59,99.44,23.0,145.25,1.2,57.29,4.45,10.95,15.39,2.97,12-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Aug-2018 - 00:00,0.79,23.26,87.19,22.66,165.43,1.19,50.44,3.73,9.74,13.03,1.82,13-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Aug-2018 - 00:00,0.8,21.08,96.32,22.39,115.64,1.23,52.78,2.94,8.71,11.64,1.64,14-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Aug-2018 - 00:00,0.85,18.98,83.58,23.17,164.18,1.2,55.46,3.24,10.48,13.66,1.69,15-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Aug-2018 - 00:00,0.82,23.52,91.79,23.48,128.75,1.24,45.53,2.28,7.68,9.33,1.57,16-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Aug-2018 - 00:00,0.82,25.52,104.35,23.33,130.3,1.21,46.49,4.13,15.31,18.49,1.89,17-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Aug-2018 - 00:00,0.84,32.45,106.76,24.25,168.64,1.18,57.39,3.39,10.54,13.93,2.62,18-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Aug-2018 - 00:00,0.79,42.21,110.57,24.35,179.24,1.19,49.14,4.12,10.79,14.83,2.73,19-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Aug-2018 - 00:00,0.86,43.27,112.43,24.44,172.98,1.19,50.41,3.17,8.6,11.77,2.69,20-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Aug-2018 - 00:00,0.79,51.18,110.74,23.94,181.9,1.16,63.08,4.47,12.07,16.42,2.95,21-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Aug-2018 - 00:00,0.76,51.95,107.08,24.5,225.61,1.16,68.98,4.24,11.58,15.46,2.7,22-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Aug-2018 - 00:00,0.81,48.53,115.87,24.5,199.72,1.15,58.34,4.13,11.1,15.16,3.73,23-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Aug-2018 - 00:00,0.84,31.51,114.14,24.38,182.77,1.17,65.65,3.62,10.57,14.19,3.68,24-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Aug-2018 - 00:00,0.84,36.56,101.15,23.65,166.75,1.21,51.16,3.51,10.65,14.16,3.78,25-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Aug-2018 - 00:00,0.81,28.8,82.24,22.86,192.88,1.26,47.08,3.95,8.81,12.77,3.64,26-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Aug-2018 - 00:00,,,,,,,,,,,,27-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Aug-2018 - 00:00,0.92,37.82,90.6,23.64,252.22,1.23,50.73,4.48,13.65,18.03,4.21,28-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Aug-2018 - 00:00,0.79,34.6,105.71,24.35,252.85,1.19,49.79,3.92,12.98,15.03,3.85,29-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Aug-2018 - 00:00,0.86,28.31,94.33,23.51,200.19,1.22,49.79,4.93,11.73,16.44,2.2,30-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Aug-2018 - 00:00,0.86,34.54,99.1,24.3,204.82,1.21,52.41,4.29,10.7,14.87,2.64,31-Aug-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
31-Aug-2018 - 00:00,0.86,27.32,102.8,24.32,219.6,1.16,52.35,3.65,10.49,14.1,1.47,01-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Sep-2018 - 00:00,0.86,45.85,113.09,24.34,239.65,1.11,56.0,3.83,10.94,14.32,1.38,02-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Sep-2018 - 00:00,0.76,57.29,140.02,25.64,202.7,1.12,57.62,3.56,10.1,13.15,2.61,03-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Sep-2018 - 00:00,0.82,48.99,133.23,24.81,266.31,1.06,59.18,4.85,12.28,17.02,2.94,04-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Sep-2018 - 00:00,0.79,51.6,145.14,24.94,247.54,1.07,55.02,5.27,14.17,19.42,3.15,05-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Sep-2018 - 00:00,0.63,37.49,142.6,24.05,331.23,1.14,71.84,4.03,8.5,10.26,3.25,06-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Sep-2018 - 00:00,,,,,,,,,,,,07-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Sep-2018 - 00:00,,,,,,,,,,,,08-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Sep-2018 - 00:00,,,,,,,,,,,,09-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Sep-2018 - 00:00,,,,,,,,,,,,10-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Sep-2018 - 00:00,1.02,75.75,130.93,,117.43,1.17,,2.92,18.82,21.71,2.85,11-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Sep-2018 - 00:00,0.83,69.42,144.91,,218.56,1.12,,3.6,15.79,19.29,2.94,12-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Sep-2018 - 00:00,0.89,48.6,135.58,,246.61,1.13,,2.66,15.93,18.43,3.52,13-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Sep-2018 - 00:00,0.79,56.27,156.77,,191.78,1.13,,3.9,17.17,21.0,4.03,14-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Sep-2018 - 00:00,0.82,58.9,121.0,,242.42,1.16,,3.29,19.2,22.22,4.33,15-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Sep-2018 - 00:00,0.95,36.49,93.62,,196.84,1.24,,3.96,17.91,21.21,3.53,16-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Sep-2018 - 00:00,0.96,32.93,99.18,,178.97,1.24,,5.98,15.9,21.69,3.81,17-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Sep-2018 - 00:00,0.8,28.59,109.56,,202.29,1.19,,3.56,13.77,17.23,3.37,18-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Sep-2018 - 00:00,0.8,21.22,110.97,,300.18,1.18,,3.29,8.41,10.0,2.44,19-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Sep-2018 - 00:00,0.88,54.79,139.03,,53.04,8.8,,5.18,17.62,21.97,4.12,20-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Sep-2018 - 00:00,0.88,49.64,168.28,,75.06,6.84,,6.46,13.54,19.65,2.94,21-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Sep-2018 - 00:00,0.86,52.89,166.57,,150.02,4.1,,6.93,12.41,19.31,1.52,22-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Sep-2018 - 00:00,0.88,50.42,121.22,,278.24,1.34,,8.83,14.15,22.97,1.89,23-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Sep-2018 - 00:00,0.88,23.43,140.73,,149.49,1.34,,7.83,19.58,27.41,1.51,24-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Sep-2018 - 00:00,0.85,31.9,152.74,,190.99,1.35,,8.25,15.87,24.1,1.79,25-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Sep-2018 - 00:00,0.98,32.65,159.43,,193.8,1.46,,10.6,21.14,31.73,1.89,26-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Sep-2018 - 00:00,0.81,34.36,97.26,,234.48,1.39,,8.0,18.9,26.9,2.5,27-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Sep-2018 - 00:00,0.94,43.16,91.13,,190.75,1.36,,10.05,23.56,33.59,1.95,28-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Sep-2018 - 00:00,0.68,50.34,94.73,,343.23,1.34,,9.92,21.82,31.23,2.1,29-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Sep-2018 - 00:00,0.98,40.85,142.85,,312.61,1.15,,15.55,24.14,38.92,1.66,30-Sep-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Sep-2018 - 00:00,0.92,34.45,122.77,,242.12,1.35,,9.68,16.36,25.77,1.71,01-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Oct-2018 - 00:00,0.86,38.57,151.44,,228.04,1.29,,10.08,16.93,27.01,1.24,02-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Oct-2018 - 00:00,0.83,35.97,155.55,,218.65,1.26,,9.83,15.22,24.81,2.05,03-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Oct-2018 - 00:00,0.82,30.64,142.62,,232.8,1.26,,9.68,16.37,26.04,3.6,04-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Oct-2018 - 00:00,0.84,25.98,115.79,,138.42,1.35,,13.69,19.33,33.01,4.23,05-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Oct-2018 - 00:00,0.84,22.43,112.83,,176.47,1.38,,10.78,15.85,26.63,4.08,06-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Oct-2018 - 00:00,0.93,25.19,128.93,,129.68,1.37,,12.52,18.54,31.05,3.31,07-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Oct-2018 - 00:00,0.84,38.46,164.11,,279.41,1.3,,9.34,17.52,25.93,2.55,08-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Oct-2018 - 00:00,0.83,55.33,155.34,,226.95,1.3,,8.53,15.77,24.29,4.88,09-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Oct-2018 - 00:00,0.93,50.75,177.92,,203.66,1.13,,8.1,19.63,27.94,4.0,10-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Oct-2018 - 00:00,0.96,78.66,158.26,,275.76,1.28,,11.21,23.18,33.3,2.88,11-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Oct-2018 - 00:00,1.02,84.16,192.96,,242.89,1.18,,11.99,25.38,35.5,2.31,12-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Oct-2018 - 00:00,1.09,80.61,168.22,,230.91,1.16,,15.46,25.64,41.07,2.84,13-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Oct-2018 - 00:00,0.93,102.38,201.82,,204.24,1.04,,21.76,32.17,53.47,1.82,14-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Oct-2018 - 00:00,0.87,74.26,181.2,,163.08,1.17,,8.46,19.38,27.82,1.11,15-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Oct-2018 - 00:00,1.0,62.56,163.83,,149.03,1.19,,8.74,24.23,32.16,3.17,16-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Oct-2018 - 00:00,0.84,62.6,194.86,,174.59,1.06,,8.3,19.73,28.04,3.66,17-Oct-2018 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
