from date,PM10,PM2.5,NOx,NO2,NO,CO,CO2,Ozone,to date,station
29-Jun-2018 - 00:00,,,,,,,,,30-Jun-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Jun-2018 - 00:00,,,,,,,,,01-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Jul-2018 - 00:00,,,,,,,,,02-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Jul-2018 - 00:00,,,,,,,,,03-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Jul-2018 - 00:00,,,,,,,,,04-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Jul-2018 - 00:00,,,,,,,,,05-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Jul-2018 - 00:00,,,,,,,,,06-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Jul-2018 - 00:00,,,,,,,,,07-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Jul-2018 - 00:00,,,,,,,,,08-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Jul-2018 - 00:00,,,,,,,,,09-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Jul-2018 - 00:00,,,,,,,,,10-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Jul-2018 - 00:00,,,,,,,,,11-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Jul-2018 - 00:00,,,,,,,,,12-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Jul-2018 - 00:00,,,,,,,,,13-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Jul-2018 - 00:00,,,,,,,,,14-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Jul-2018 - 00:00,,,,,,,,,15-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Jul-2018 - 00:00,,,,,,,,,16-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Jul-2018 - 00:00,,,,,,,,,17-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Jul-2018 - 00:00,,,,,,,,,18-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Jul-2018 - 00:00,,,,,,,,,19-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Jul-2018 - 00:00,,,,,,,,,20-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Jul-2018 - 00:00,,,,,,,,,21-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Jul-2018 - 00:00,,,,,,,,,22-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Jul-2018 - 00:00,,,,,,,,,23-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Jul-2018 - 00:00,,,,,,,,,24-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Jul-2018 - 00:00,,,,,,,,,25-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Jul-2018 - 00:00,,,,,,,,,26-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Jul-2018 - 00:00,,,,,,,,,27-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Jul-2018 - 00:00,,,,,,,,,28-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Jul-2018 - 00:00,,,,,,,,,29-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Jul-2018 - 00:00,,,,,,,,,30-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Jul-2018 - 00:00,,,,,,,,,31-Jul-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Jul-2018 - 00:00,,,,,,,,,01-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Aug-2018 - 00:00,,,,,,,,,02-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Aug-2018 - 00:00,,,,,,,,,03-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Aug-2018 - 00:00,,,,,,,,,04-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Aug-2018 - 00:00,,,,,,,,,05-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Aug-2018 - 00:00,,,,,,,,,06-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Aug-2018 - 00:00,,,,,,,,,07-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Aug-2018 - 00:00,,,,,,,,,08-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Aug-2018 - 00:00,,,,,,,,,09-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Aug-2018 - 00:00,,,,,,,,,10-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Aug-2018 - 00:00,,,,,,,,,11-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Aug-2018 - 00:00,,,,,,,,,12-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Aug-2018 - 00:00,,,,,,,,,13-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Aug-2018 - 00:00,,,,,,,,,14-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Aug-2018 - 00:00,,,,,,,,,15-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Aug-2018 - 00:00,,,,,,,,,16-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Aug-2018 - 00:00,,,,,,,,,17-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Aug-2018 - 00:00,,,,,,,,,18-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Aug-2018 - 00:00,,,,,,,,,19-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Aug-2018 - 00:00,,,,,,,,,20-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Aug-2018 - 00:00,,,,,,,,,21-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Aug-2018 - 00:00,,,,,,,,,22-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Aug-2018 - 00:00,,,,,,,,,23-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Aug-2018 - 00:00,,,,,,,,,24-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Aug-2018 - 00:00,,,,,,,,,25-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Aug-2018 - 00:00,,,,,,,,,26-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Aug-2018 - 00:00,,,,,,,,,27-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Aug-2018 - 00:00,,,,,,,,,28-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Aug-2018 - 00:00,,,,,,,,,29-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Aug-2018 - 00:00,,,,,,,,,30-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Aug-2018 - 00:00,,,,,,,,,31-Aug-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Aug-2018 - 00:00,,,,,,,,,01-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Sep-2018 - 00:00,,,,,,,,,02-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Sep-2018 - 00:00,,,,,,,,,03-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Sep-2018 - 00:00,,,,,,,,,04-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Sep-2018 - 00:00,,,,,,,,,05-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Sep-2018 - 00:00,,,,,,,,,06-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Sep-2018 - 00:00,,,,,,,,,07-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Sep-2018 - 00:00,,,,,,,,,08-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Sep-2018 - 00:00,,,,,,,,,09-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Sep-2018 - 00:00,,,,,,,,,10-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Sep-2018 - 00:00,,,,,,,,,11-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Sep-2018 - 00:00,,,,,,,,,12-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Sep-2018 - 00:00,,,,,,,,,13-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Sep-2018 - 00:00,,,,,,,,,14-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Sep-2018 - 00:00,,,,,,,,,15-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Sep-2018 - 00:00,,,,,,,,,16-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Sep-2018 - 00:00,,,,,,,,,17-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Sep-2018 - 00:00,,,,,,,,,18-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Sep-2018 - 00:00,,,,,,,,,19-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Sep-2018 - 00:00,,,,,,,,,20-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Sep-2018 - 00:00,,,,,,,,,21-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Sep-2018 - 00:00,,,,,,,,,22-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Sep-2018 - 00:00,,,,,,,,,23-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Sep-2018 - 00:00,,,,,,,,,24-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Sep-2018 - 00:00,,,,,,,,,25-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Sep-2018 - 00:00,,,,,,,,,26-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Sep-2018 - 00:00,,,,,,,,,27-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Sep-2018 - 00:00,,,,,,,,,28-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Sep-2018 - 00:00,,,,,,,,,29-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Sep-2018 - 00:00,,,,,,,,,30-Sep-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Sep-2018 - 00:00,210.02,72.28,63.7,16.96,47.73,1.23,,40.79,01-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Oct-2018 - 00:00,221.3,70.54,63.59,17.08,47.52,1.21,,40.18,02-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Oct-2018 - 00:00,205.7,70.16,69.3,18.41,51.89,1.24,,39.46,03-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Oct-2018 - 00:00,189.55,54.45,61.7,16.52,46.18,1.12,,39.68,04-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Oct-2018 - 00:00,199.36,84.33,65.2,17.25,48.95,1.02,,49.79,05-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Oct-2018 - 00:00,264.64,120.57,63.53,16.91,47.61,1.02,,59.33,06-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Oct-2018 - 00:00,236.89,94.46,60.32,16.36,44.96,1.02,,41.39,07-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Oct-2018 - 00:00,259.12,94.2,62.97,16.95,47.02,0.96,,45.11,08-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Oct-2018 - 00:00,309.34,131.12,66.5,35.89,31.6,1.13,,59.71,09-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Oct-2018 - 00:00,236.8,115.0,64.55,55.81,9.74,1.17,,56.13,10-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Oct-2018 - 00:00,188.06,111.01,69.52,57.07,13.45,1.13,,51.79,11-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Oct-2018 - 00:00,189.84,84.84,63.87,55.73,9.16,1.08,,40.54,12-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Oct-2018 - 00:00,172.34,80.13,67.81,56.97,11.85,1.08,,43.6,13-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Oct-2018 - 00:00,239.81,117.97,63.12,55.93,8.21,1.47,,45.08,14-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Oct-2018 - 00:00,224.8,102.31,60.85,55.28,6.63,1.2,,41.32,15-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Oct-2018 - 00:00,283.58,117.94,58.53,54.72,5.34,1.42,,49.49,16-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Oct-2018 - 00:00,267.08,113.0,56.38,54.09,3.83,1.46,,46.93,17-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Oct-2018 - 00:00,271.82,127.02,57.82,54.37,5.04,1.39,,47.86,18-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Oct-2018 - 00:00,273.1,126.94,40.31,40.5,13.38,1.31,,45.7,19-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Oct-2018 - 00:00,301.3,141.24,12.93,10.7,3.23,1.14,,55.0,20-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Oct-2018 - 00:00,332.69,189.44,18.2,13.85,5.68,1.44,,51.64,21-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Oct-2018 - 00:00,287.1,143.94,19.26,17.8,3.53,1.61,,42.22,22-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Oct-2018 - 00:00,249.5,118.99,17.19,17.27,2.67,1.4,,38.26,23-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Oct-2018 - 00:00,267.98,118.33,21.09,18.27,4.46,1.38,,42.22,24-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Oct-2018 - 00:00,320.97,155.74,19.03,17.76,3.46,1.7,,49.71,25-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Oct-2018 - 00:00,301.4,177.79,37.62,22.44,17.77,1.83,,55.25,26-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Oct-2018 - 00:00,,,,,,,,,27-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Oct-2018 - 00:00,270.74,191.0,65.0,28.76,129.29,1.45,,62.11,28-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Oct-2018 - 00:00,341.5,223.36,53.12,15.34,38.78,1.01,,45.79,29-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Oct-2018 - 00:00,336.46,212.53,50.93,15.07,36.85,0.95,,41.34,30-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Oct-2018 - 00:00,351.03,238.37,49.52,14.83,35.69,0.98,,51.53,31-Oct-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Oct-2018 - 00:00,306.81,212.31,51.54,15.02,37.52,0.84,,49.72,01-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Nov-2018 - 00:00,281.4,196.89,56.53,16.29,41.24,0.77,,55.09,02-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Nov-2018 - 00:00,317.66,215.77,50.71,14.58,37.13,0.84,,60.12,03-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Nov-2018 - 00:00,292.13,196.95,55.08,15.57,40.51,0.74,,58.5,04-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Nov-2018 - 00:00,180.13,124.03,66.48,18.58,48.9,0.47,,50.43,05-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Nov-2018 - 00:00,494.38,376.54,49.92,14.74,36.18,1.13,,31.54,06-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Nov-2018 - 00:00,284.47,194.45,53.54,15.45,39.08,0.82,,46.5,07-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Nov-2018 - 00:00,225.77,138.34,50.87,14.7,37.16,0.68,,47.91,08-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Nov-2018 - 00:00,342.74,248.13,57.37,16.64,41.73,0.77,,39.19,09-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Nov-2018 - 00:00,330.27,248.92,53.58,15.82,38.76,0.94,,42.6,10-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Nov-2018 - 00:00,378.95,265.49,57.61,17.23,41.39,1.23,,41.02,11-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Nov-2018 - 00:00,317.7,210.4,58.2,16.77,42.43,0.87,,43.75,12-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Nov-2018 - 00:00,342.43,220.54,61.6,17.85,44.75,0.94,,38.69,13-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Nov-2018 - 00:00,358.37,231.65,62.27,17.95,45.31,0.99,,33.16,14-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Nov-2018 - 00:00,185.87,127.86,48.52,14.33,35.19,0.95,,20.48,15-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Nov-2018 - 00:00,161.73,122.95,56.54,16.73,40.81,0.83,,17.32,16-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Nov-2018 - 00:00,222.43,159.02,55.81,16.83,39.98,0.78,,19.34,17-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Nov-2018 - 00:00,220.25,150.75,58.52,17.57,41.94,0.74,,18.7,18-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Nov-2018 - 00:00,204.2,139.33,60.23,17.76,43.47,0.71,,19.06,19-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Nov-2018 - 00:00,262.16,182.07,62.78,18.16,45.62,0.81,,18.3,20-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Nov-2018 - 00:00,337.45,233.96,60.22,17.69,43.54,0.96,,14.91,21-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Nov-2018 - 00:00,340.56,220.37,52.63,16.23,37.4,1.22,,14.51,22-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Nov-2018 - 00:00,195.5,127.65,58.03,17.85,41.18,0.86,,15.68,23-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Nov-2018 - 00:00,264.2,178.06,63.89,19.77,45.13,1.04,,15.15,24-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Nov-2018 - 00:00,196.33,117.17,74.83,21.29,67.37,0.65,,22.37,25-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Nov-2018 - 00:00,241.3,141.73,96.69,27.06,70.62,0.48,,46.64,26-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Nov-2018 - 00:00,290.27,193.84,94.21,26.51,68.71,0.69,,50.84,27-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Nov-2018 - 00:00,228.97,170.3,100.1,27.29,73.81,0.54,,56.11,28-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Nov-2018 - 00:00,233.78,170.31,92.12,25.15,67.97,0.57,,49.55,29-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Nov-2018 - 00:00,310.62,202.42,94.27,25.99,69.28,0.8,,43.5,30-Nov-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Nov-2018 - 00:00,316.29,200.58,98.67,27.69,71.98,0.71,,38.66,01-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Dec-2018 - 00:00,253.97,155.82,111.2,30.62,81.58,0.56,,41.54,02-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Dec-2018 - 00:00,120.52,75.65,98.35,26.68,221.75,0.55,,57.19,03-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Dec-2018 - 00:00,215.5,138.25,99.13,27.47,72.65,0.6,,55.45,04-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Dec-2018 - 00:00,248.45,168.31,97.59,27.19,71.41,0.72,,52.03,05-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Dec-2018 - 00:00,274.87,180.05,84.01,23.81,61.2,0.79,,11.16,06-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Dec-2018 - 00:00,267.15,181.27,87.78,24.58,64.2,0.79,,9.28,07-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Dec-2018 - 00:00,355.44,224.92,93.96,26.34,68.62,0.94,,9.05,08-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Dec-2018 - 00:00,294.66,195.78,90.49,25.2,66.29,0.9,,9.03,09-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Dec-2018 - 00:00,347.9,248.37,98.2,27.07,72.13,1.22,,9.05,10-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Dec-2018 - 00:00,348.49,235.64,89.28,42.44,49.01,0.73,,20.43,11-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Dec-2018 - 00:00,348.86,239.67,50.91,57.92,2.18,0.76,,32.14,12-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Dec-2018 - 00:00,275.6,199.24,113.95,74.06,41.95,0.63,,25.47,13-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Dec-2018 - 00:00,165.22,112.95,59.22,60.04,5.85,0.62,,21.4,14-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Dec-2018 - 00:00,144.45,105.61,85.81,66.72,22.08,0.44,,22.04,15-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Dec-2018 - 00:00,199.66,106.5,120.72,75.64,46.08,0.36,,23.05,16-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Dec-2018 - 00:00,210.85,78.91,108.18,70.9,40.71,0.41,,23.31,17-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Dec-2018 - 00:00,282.06,103.79,49.08,43.54,10.1,0.61,,23.19,18-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Dec-2018 - 00:00,272.88,153.45,23.02,14.04,10.06,0.39,,26.37,19-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Dec-2018 - 00:00,248.95,134.01,35.08,17.07,19.0,0.31,,27.14,20-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Dec-2018 - 00:00,272.13,146.3,31.13,15.2,14.64,0.4,,30.18,21-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Dec-2018 - 00:00,443.28,230.76,22.65,14.22,9.43,0.73,,13.2,22-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Dec-2018 - 00:00,,,,,,,,,23-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Dec-2018 - 00:00,,,,,,,,,24-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Dec-2018 - 00:00,368.99,231.45,54.86,21.07,205.17,0.65,,23.72,25-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Dec-2018 - 00:00,413.28,236.52,19.01,25.59,87.94,0.77,,14.48,26-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Dec-2018 - 00:00,270.81,163.16,60.56,23.21,38.37,0.42,,22.52,27-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Dec-2018 - 00:00,257.16,159.46,34.67,13.47,14.59,0.47,,26.35,28-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Dec-2018 - 00:00,352.64,210.65,40.61,9.77,8.41,0.95,,24.64,29-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Dec-2018 - 00:00,333.9,184.87,34.9,17.86,18.04,0.87,,23.22,30-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Dec-2018 - 00:00,303.72,177.73,32.46,16.85,16.62,0.78,,27.13,31-Dec-2018 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Dec-2018 - 00:00,416.75,236.07,45.2,20.1,26.1,0.88,,12.64,01-Jan-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
