from date,WD,RH,BP,SR,NO,NO2,Ozone,Temp,MH,WS,SO2,Benzene,Toluene,MP-Xylene,to date,station
23-May-2018 - 00:00,112.75,24.53,974.8,235.73,,70.61,54.95,37.53,0.0,2.3,22.48,8.35,,,24-May-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-May-2018 - 00:00,170.6,27.57,974.09,214.78,,52.79,47.81,36.22,0.0,2.59,15.84,6.73,,,25-May-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-May-2018 - 00:00,244.36,16.77,974.33,273.12,,74.34,42.4,37.52,0.0,2.53,14.92,6.56,,,26-May-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-May-2018 - 00:00,233.29,17.05,973.22,266.39,,81.08,45.56,38.31,0.0,2.15,16.04,7.74,,,27-May-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-May-2018 - 00:00,180.98,18.97,972.59,253.02,,72.97,43.61,37.74,0.0,2.48,13.9,6.26,,,28-May-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-May-2018 - 00:00,90.18,27.0,971.2,234.49,,66.78,48.55,36.5,0.0,2.25,22.46,6.75,,,29-May-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-May-2018 - 00:00,145.28,33.95,970.12,244.38,,60.03,55.91,36.79,0.0,3.03,14.3,6.07,,,30-May-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-May-2018 - 00:00,136.0,44.02,972.07,228.37,,34.66,49.87,33.87,0.0,3.79,6.99,4.85,,,31-May-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-May-2018 - 00:00,131.17,41.71,973.74,236.21,,34.76,43.53,35.39,0.0,2.61,7.34,4.94,,,01-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Jun-2018 - 00:00,105.25,51.11,974.93,241.69,,33.92,61.22,33.12,0.0,4.31,8.96,0.91,,,02-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Jun-2018 - 00:00,117.84,49.59,975.69,234.61,,34.63,53.05,30.77,0.0,3.51,7.53,2.69,,,03-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Jun-2018 - 00:00,99.73,54.14,973.33,240.31,,36.43,50.69,32.31,0.0,3.44,13.59,2.37,,,04-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Jun-2018 - 00:00,113.18,49.57,972.37,222.94,,31.53,51.13,34.81,0.0,4.15,7.28,2.89,,,05-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Jun-2018 - 00:00,103.58,49.02,974.69,218.38,,31.62,45.89,35.02,0.0,3.9,6.28,3.21,,,06-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Jun-2018 - 00:00,78.15,58.91,976.85,153.35,,35.61,45.3,31.94,0.0,4.05,15.88,4.76,,,07-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Jun-2018 - 00:00,108.72,45.95,971.0,199.17,,39.28,54.58,36.99,0.0,2.7,12.4,4.63,,,08-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Jun-2018 - 00:00,118.56,56.0,969.03,166.29,,31.67,50.65,34.27,0.0,3.84,5.68,3.47,,,09-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Jun-2018 - 00:00,133.11,68.04,968.57,190.21,,35.91,41.29,30.92,0.0,3.69,5.62,3.49,,,10-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Jun-2018 - 00:00,207.44,59.67,969.03,300.15,,55.27,44.45,32.26,0.0,1.74,10.17,4.27,,,11-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Jun-2018 - 00:00,275.05,52.15,967.67,333.58,,54.13,39.51,34.82,0.0,3.09,6.4,4.17,,,12-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Jun-2018 - 00:00,,,,,,53.45,26.06,,0.0,,4.61,4.09,,,13-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Jun-2018 - 00:00,,,,,,39.38,20.14,,0.0,,3.49,3.8,,,14-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Jun-2018 - 00:00,,,,,,39.11,22.68,,0.0,,4.47,3.7,,,15-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Jun-2018 - 00:00,,,,,,29.5,28.18,,0.0,,4.61,2.69,,,16-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Jun-2018 - 00:00,,,,,,29.21,36.2,,0.0,,3.78,1.65,,,17-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Jun-2018 - 00:00,,,,,,29.21,36.2,,21.67,,3.78,1.65,,,18-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Jun-2018 - 00:00,,,,,,29.21,36.2,,0.0,,3.78,1.65,,,19-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Jun-2018 - 00:00,,,,,,31.09,46.46,,0.0,,5.27,3.19,,,20-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Jun-2018 - 00:00,,,,,,44.64,59.35,,0.0,,15.02,4.81,,,21-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Jun-2018 - 00:00,,,,,,46.07,55.86,,0.0,,12.24,4.01,,,22-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Jun-2018 - 00:00,,,,,,68.6,71.2,,0.0,,20.51,5.99,,,23-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Jun-2018 - 00:00,204.99,39.32,971.5,247.11,,54.2,55.3,37.68,0.0,2.32,11.72,4.49,,,24-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Jun-2018 - 00:00,,,,,,39.79,48.65,,,,14.75,4.04,,,25-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Jun-2018 - 00:00,,,,,,46.48,36.24,,0.0,,7.87,3.63,,,26-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Jun-2018 - 00:00,,,,,,47.7,31.25,,0.0,,8.16,3.89,,,27-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Jun-2018 - 00:00,92.55,73.8,971.38,55.6,,43.46,42.65,28.91,0.0,2.78,9.77,3.77,,,28-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Jun-2018 - 00:00,125.43,88.48,973.37,110.93,,38.13,37.74,26.97,0.0,3.43,9.42,2.98,,,29-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Jun-2018 - 00:00,,,,,,44.86,41.0,,0.0,,13.99,1.99,,,30-Jun-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Jun-2018 - 00:00,,,,,,35.06,50.6,,0.0,,4.24,1.92,,,01-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Jul-2018 - 00:00,,,,,,35.06,50.6,,0.0,,4.24,1.92,,,02-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Jul-2018 - 00:00,,,,,,38.32,45.98,,0.0,,3.99,2.75,,,03-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Jul-2018 - 00:00,77.84,64.16,969.68,232.34,,46.08,37.5,32.68,0.0,2.78,9.13,3.99,,,04-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Jul-2018 - 00:00,124.74,65.91,970.14,226.22,,33.06,49.52,31.25,0.0,2.5,8.32,3.61,,,05-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Jul-2018 - 00:00,190.93,62.67,971.44,219.52,,45.31,41.86,32.18,0.0,2.45,13.74,5.48,,,06-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Jul-2018 - 00:00,251.07,56.41,971.64,229.56,,36.37,47.18,33.46,0.0,2.46,7.08,4.0,,,07-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Jul-2018 - 00:00,267.19,58.97,971.98,278.46,,36.51,54.27,32.73,0.0,2.22,9.62,3.7,,,08-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Jul-2018 - 00:00,,,,,,39.06,62.73,,,,13.42,4.52,,,09-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Jul-2018 - 00:00,118.83,58.98,969.83,272.28,,35.01,53.32,35.32,0.0,3.32,7.42,3.81,,,10-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Jul-2018 - 00:00,114.72,68.5,970.44,205.36,,32.39,43.86,33.2,0.0,3.02,6.62,3.43,,,11-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Jul-2018 - 00:00,128.02,71.92,969.96,124.75,,48.16,33.35,31.56,0.0,2.98,11.29,4.55,,,12-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Jul-2018 - 00:00,145.16,67.43,969.41,161.7,,47.95,42.38,32.13,0.0,2.26,8.05,3.33,,,13-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Jul-2018 - 00:00,105.04,80.72,970.66,119.4,,42.59,28.93,29.14,0.0,2.73,9.83,3.96,,,14-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Jul-2018 - 00:00,87.0,83.42,970.31,168.83,,42.29,27.49,28.67,0.0,2.55,15.26,4.06,,,15-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Jul-2018 - 00:00,117.4,79.13,969.96,186.63,,39.46,31.48,30.34,0.0,2.34,9.26,4.12,,,16-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Jul-2018 - 00:00,124.8,83.29,970.46,85.11,,46.48,27.37,30.2,0.0,2.83,5.84,4.52,,,17-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Jul-2018 - 00:00,96.12,70.69,970.78,187.31,,36.57,32.05,32.38,0.0,2.64,6.2,3.3,,,18-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Jul-2018 - 00:00,76.82,79.7,971.32,53.14,,35.93,30.47,30.87,16.67,2.19,14.09,3.95,,,19-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Jul-2018 - 00:00,136.51,63.22,970.52,338.75,,39.71,30.24,33.79,0.0,3.06,11.43,4.52,,,20-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Jul-2018 - 00:00,177.05,82.09,970.69,89.7,,53.82,26.95,29.77,0.0,1.94,10.0,5.25,,,21-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Jul-2018 - 00:00,119.07,83.63,970.93,81.48,,53.19,31.13,28.96,0.0,1.74,13.13,5.36,,,22-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Jul-2018 - 00:00,105.97,89.93,971.51,140.63,,45.1,27.52,27.84,0.0,2.13,6.1,4.51,,,23-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Jul-2018 - 00:00,87.65,77.9,971.29,205.25,,39.12,30.27,30.16,0.0,2.61,13.92,4.31,,,24-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Jul-2018 - 00:00,105.11,71.16,971.73,196.27,,42.02,32.71,31.89,0.0,1.92,10.25,3.83,,,25-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Jul-2018 - 00:00,206.98,83.23,971.22,73.32,,49.79,21.84,29.4,0.0,2.15,4.61,3.79,,,26-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Jul-2018 - 00:00,223.05,91.28,971.2,47.81,,39.46,20.93,27.25,0.0,2.53,4.13,4.14,,,27-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Jul-2018 - 00:00,198.24,93.08,970.32,56.4,,34.82,22.87,26.71,0.0,2.51,4.27,4.01,,,28-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Jul-2018 - 00:00,297.46,90.47,970.5,130.53,,37.71,26.97,26.78,0.0,3.75,4.02,4.11,,,29-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Jul-2018 - 00:00,,,,,,50.29,24.52,,,,4.34,4.37,,,30-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Jul-2018 - 00:00,265.14,64.95,970.47,270.46,,42.83,27.62,32.8,0.0,1.99,3.33,3.97,,,31-Jul-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Jul-2018 - 00:00,241.13,67.79,970.36,109.56,,55.16,23.59,30.93,0.0,2.75,4.59,3.57,,,01-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Aug-2018 - 00:00,263.39,61.75,970.88,249.06,,47.39,25.48,31.88,0.0,2.67,3.3,3.55,,,02-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Aug-2018 - 00:00,259.52,59.52,972.13,224.46,,42.49,23.4,32.49,0.0,3.19,2.89,3.91,,,03-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Aug-2018 - 00:00,259.52,58.25,972.66,171.44,,41.64,21.38,32.07,0.0,3.23,2.57,3.81,,,04-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Aug-2018 - 00:00,239.86,57.76,972.33,184.15,,48.4,22.17,32.01,0.0,2.9,3.46,3.44,,,05-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Aug-2018 - 00:00,209.96,69.17,972.47,89.91,,40.3,17.26,29.9,0.0,3.34,3.73,3.34,,,06-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Aug-2018 - 00:00,96.27,83.06,972.9,80.32,,32.94,19.25,27.7,0.0,2.25,5.54,3.6,,,07-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Aug-2018 - 00:00,80.19,79.01,972.75,139.87,,37.4,26.26,28.72,0.0,2.27,16.39,4.86,,,08-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Aug-2018 - 00:00,94.41,79.16,973.12,204.92,,42.04,24.97,29.62,0.0,2.64,10.98,4.77,,,09-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Aug-2018 - 00:00,100.85,70.41,975.66,221.24,,39.25,27.84,31.35,0.0,2.83,9.64,3.6,,,10-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Aug-2018 - 00:00,172.05,71.78,974.45,127.29,,65.83,31.86,31.5,0.0,1.61,3.78,4.57,,,11-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Aug-2018 - 00:00,252.41,72.98,971.82,262.03,,46.82,29.12,31.33,0.0,2.83,2.95,4.11,,,12-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Aug-2018 - 00:00,,,,,,44.11,24.8,,,,3.46,3.7,,,13-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Aug-2018 - 00:00,112.23,71.13,971.3,184.84,,42.38,26.09,31.18,0.0,2.07,4.36,4.1,,,14-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Aug-2018 - 00:00,134.2,71.89,971.58,172.61,,44.36,56.98,31.42,0.0,1.81,7.01,4.53,,,15-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Aug-2018 - 00:00,188.45,73.42,972.91,266.36,,34.53,76.66,30.95,0.0,2.47,5.78,3.84,,,16-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Aug-2018 - 00:00,89.79,80.7,975.92,108.04,,41.77,77.31,28.7,0.0,1.76,11.87,5.03,,,17-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Aug-2018 - 00:00,79.6,84.04,972.46,1.9,,33.45,72.62,29.78,0.0,2.12,8.29,4.34,,,18-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Aug-2018 - 00:00,112.57,78.2,972.07,161.81,,40.52,73.44,30.45,0.0,2.52,7.09,4.63,,,19-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Aug-2018 - 00:00,142.97,84.04,971.98,71.27,,63.3,62.02,29.1,0.0,1.5,14.83,5.84,,,20-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Aug-2018 - 00:00,134.13,76.92,973.45,168.83,,56.43,72.4,30.96,0.0,2.05,8.71,4.72,,,21-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Aug-2018 - 00:00,112.85,72.81,973.33,202.36,,41.67,77.6,31.2,0.0,2.44,9.56,4.26,,,22-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Aug-2018 - 00:00,132.8,74.31,972.77,143.41,,38.1,78.73,31.02,0.0,2.35,5.57,4.29,,,23-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Aug-2018 - 00:00,233.27,82.9,973.44,143.29,,41.02,45.58,29.3,0.0,2.74,2.88,4.62,,,24-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Aug-2018 - 00:00,270.95,75.23,972.89,149.55,,47.41,23.25,30.18,0.0,2.38,2.4,4.88,,,25-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Aug-2018 - 00:00,,,,,,41.78,22.72,,,,2.62,3.99,,,26-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Aug-2018 - 00:00,,,,,,34.24,25.23,,,,3.2,3.45,,,27-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Aug-2018 - 00:00,64.37,75.89,973.66,188.75,,37.65,25.95,30.07,0.0,2.11,11.97,5.09,,,28-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Aug-2018 - 00:00,105.75,85.95,974.53,121.07,,42.91,23.77,28.48,0.0,2.95,8.53,4.95,,,29-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Aug-2018 - 00:00,122.56,85.5,976.11,152.96,,47.97,22.38,28.5,0.0,2.33,7.77,4.77,,,30-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Aug-2018 - 00:00,,,,,,48.93,37.11,,0.0,,5.86,4.61,,,31-Aug-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Aug-2018 - 00:00,,,,,,45.1,28.67,,0.0,,4.38,4.76,,,01-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Sep-2018 - 00:00,,,,,,52.75,27.47,,0.0,,3.26,5.58,,,02-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Sep-2018 - 00:00,,,,,,41.48,25.67,,,,9.07,5.63,,,03-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Sep-2018 - 00:00,,,,,,51.81,24.5,,,,10.79,5.43,,,04-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Sep-2018 - 00:00,,,,,,66.85,27.99,,0.0,,7.07,5.91,,,05-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Sep-2018 - 00:00,,,,,,58.71,25.03,,0.0,,3.13,4.95,,,06-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Sep-2018 - 00:00,,,,,,50.84,30.65,,0.0,,3.71,4.78,,,07-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Sep-2018 - 00:00,124.8,81.7,977.09,93.9,,66.84,27.79,28.48,0.0,2.06,10.08,5.87,,,08-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Sep-2018 - 00:00,68.03,82.32,977.12,138.74,,41.13,24.29,28.13,0.0,3.45,17.38,5.28,,,09-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Sep-2018 - 00:00,126.86,79.2,978.52,178.8,,32.33,26.6,27.97,,3.44,3.46,3.56,,,10-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Sep-2018 - 00:00,155.88,79.79,980.05,120.78,,46.05,26.74,28.52,0.0,1.85,11.31,4.25,,,11-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Sep-2018 - 00:00,245.45,76.74,979.34,157.76,,46.87,27.77,29.74,0.0,2.08,3.02,4.2,,,12-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Sep-2018 - 00:00,266.48,71.18,976.65,200.93,,39.83,24.28,30.32,0.0,3.41,2.58,4.08,,,13-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Sep-2018 - 00:00,259.43,64.56,976.51,190.53,,40.26,23.97,30.21,0.0,3.52,3.1,3.85,,,14-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Sep-2018 - 00:00,278.23,64.27,978.9,195.42,,43.24,25.64,30.1,0.0,2.66,3.72,3.94,,,15-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Sep-2018 - 00:00,290.27,59.66,980.63,222.28,,44.68,26.85,30.55,0.0,2.79,3.94,4.42,,,16-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Sep-2018 - 00:00,,,,,,42.34,29.14,,0.0,,5.67,4.12,,,17-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Sep-2018 - 00:00,227.3,71.24,978.64,106.07,,42.11,36.35,28.88,0.0,1.82,7.48,4.33,,,18-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Sep-2018 - 00:00,,,,,,42.24,39.06,,0.0,,5.87,4.66,,,19-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Sep-2018 - 00:00,,,,,,55.55,39.63,,0.0,,5.87,5.06,,,20-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Sep-2018 - 00:00,,,,,,52.01,46.11,,0.0,,10.93,5.02,,,21-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Sep-2018 - 00:00,,,,,,38.5,31.39,,0.0,,8.33,3.92,,,22-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Sep-2018 - 00:00,,,,,,40.72,27.12,,0.0,,7.69,3.72,,,23-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Sep-2018 - 00:00,,,,,,38.91,31.27,,0.0,,7.35,4.25,,,24-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Sep-2018 - 00:00,,,,,,49.12,21.57,,0.0,,5.15,4.41,,,25-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Sep-2018 - 00:00,,,,,,48.09,21.07,,0.0,,3.02,4.27,,,26-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Sep-2018 - 00:00,,,,,,59.93,29.05,,0.0,,4.37,4.59,,,27-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Sep-2018 - 00:00,,,,,,62.41,40.01,,0.0,,7.36,6.8,,,28-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Sep-2018 - 00:00,,,,,,77.7,38.18,,0.0,,10.09,7.86,,,29-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Sep-2018 - 00:00,,,,,,62.44,44.83,,0.0,,12.56,5.91,,,30-Sep-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Sep-2018 - 00:00,,,,,,49.4,39.05,,0.0,,7.54,4.22,,,01-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Oct-2018 - 00:00,283.19,51.12,981.31,197.22,,57.29,49.92,31.93,0.0,2.42,7.83,5.63,,,02-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Oct-2018 - 00:00,258.31,56.15,982.18,184.03,,52.2,42.03,30.42,0.0,1.97,12.57,7.29,,,03-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Oct-2018 - 00:00,208.52,47.4,981.53,196.5,,,,30.85,0.0,1.57,,,,,04-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Oct-2018 - 00:00,125.05,54.65,982.91,140.44,,86.89,66.61,30.19,0.0,1.68,14.81,6.85,,,05-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Oct-2018 - 00:00,152.19,52.7,984.09,167.15,,72.0,46.2,30.22,0.0,1.74,15.33,7.53,,,06-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Oct-2018 - 00:00,292.53,50.17,983.77,175.3,,61.29,44.36,29.65,0.0,2.16,7.33,5.65,,,07-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Oct-2018 - 00:00,275.08,48.41,983.24,168.33,,91.35,22.93,29.12,0.0,2.08,3.99,9.94,,,08-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Oct-2018 - 00:00,116.64,48.98,981.78,154.3,,,,29.26,0.0,1.72,,,,,09-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Oct-2018 - 00:00,115.13,52.75,980.65,133.87,,,,29.06,0.0,2.25,,,,,10-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Oct-2018 - 00:00,110.02,61.61,981.38,145.23,,,,28.64,30.0,2.85,,,,,11-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Oct-2018 - 00:00,113.98,61.61,983.16,127.49,,,,26.04,0.0,3.31,,,,,12-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Oct-2018 - 00:00,139.24,48.72,985.18,157.18,,,,25.96,0.0,1.8,,,,,13-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Oct-2018 - 00:00,173.86,55.43,986.05,122.78,,,,24.33,0.0,1.23,,,,,14-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Oct-2018 - 00:00,,,,,,,,,0.0,,,,,,15-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Oct-2018 - 00:00,143.05,40.27,984.87,207.01,,,,29.6,0.0,1.98,,,,,16-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Oct-2018 - 00:00,132.64,50.01,984.36,97.63,,,,27.93,0.0,1.3,,,,,17-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Oct-2018 - 00:00,151.58,45.79,983.0,141.65,,,,28.7,0.0,1.66,,,,,18-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Oct-2018 - 00:00,121.76,51.25,982.52,121.48,,,,27.91,0.0,1.63,,,,,19-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Oct-2018 - 00:00,226.7,48.38,984.06,121.23,,,,27.62,0.0,1.88,,,,,20-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Oct-2018 - 00:00,158.59,38.96,986.41,129.14,,,,27.6,0.0,1.9,,,,,21-Oct-2018 - 00:00,"East Arjun Nagar, Delhi - CPCB"
