from date,AT,BP,RH,SR,WD,WS,PM10,PM2.5,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,SO2,Ozone,CO,to date,station
26-Nov-2018 - 00:00,19.16,987.19,62.25,94.44,235.91,0.84,280.33,168.04,,7.03,52.88,,29.94,26.54,55.72,64.26,34.4,38.49,2.13,27-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Nov-2018 - 00:00,19.96,989.01,58.85,83.34,110.59,0.81,243.06,153.21,,4.5,46.22,,23.56,13.02,38.11,51.69,63.08,55.82,1.76,28-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Nov-2018 - 00:00,19.48,989.81,71.37,72.95,127.02,0.52,275.06,152.62,,6.33,58.19,,27.42,18.93,43.91,53.49,41.09,55.14,2.09,29-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Nov-2018 - 00:00,19.01,989.99,71.73,80.45,234.11,1.24,271.71,146.19,,7.6,62.31,,27.7,24.34,51.92,60.36,28.06,51.57,2.08,30-Nov-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Nov-2018 - 00:00,18.65,989.42,66.08,84.99,240.87,1.43,275.67,150.32,,5.45,31.31,,25.13,15.87,41.82,54.32,30.2,55.1,1.89,01-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Dec-2018 - 00:00,17.9,986.83,59.29,88.03,220.49,1.33,206.15,105.46,,4.01,27.78,,21.1,13.1,36.12,47.76,28.74,46.92,1.52,02-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Dec-2018 - 00:00,18.12,986.02,53.24,82.11,202.91,0.46,213.79,113.48,,7.44,61.29,,19.46,35.45,61.65,61.55,31.74,46.95,2.2,03-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Dec-2018 - 00:00,17.82,986.97,53.96,82.65,208.47,0.68,232.12,130.83,,5.94,49.56,,21.88,11.79,44.02,64.86,36.5,49.37,1.84,04-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Dec-2018 - 00:00,17.31,988.68,63.63,74.81,216.59,0.59,292.04,163.5,,10.84,98.99,,27.34,49.35,78.61,72.29,40.99,49.97,2.79,05-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Dec-2018 - 00:00,16.96,986.3,65.1,77.55,213.1,0.83,276.91,147.28,,9.07,70.61,,27.61,32.06,63.6,70.53,28.04,36.09,2.1,06-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Dec-2018 - 00:00,16.75,985.66,69.46,69.16,187.58,0.61,374.95,193.4,,15.31,137.53,,30.6,93.74,128.12,97.02,30.08,50.34,2.93,07-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Dec-2018 - 00:00,15.84,986.41,72.44,74.55,241.9,1.04,327.46,168.29,,9.85,76.65,,30.18,52.53,78.86,67.7,17.37,40.09,1.93,08-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Dec-2018 - 00:00,16.14,987.38,68.57,72.54,219.07,0.75,311.67,163.0,,9.86,79.07,,27.74,53.35,87.13,81.98,17.97,38.45,2.06,09-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Dec-2018 - 00:00,16.17,986.39,66.47,69.12,175.81,0.5,371.5,203.98,,12.57,92.96,,27.94,66.31,100.61,87.56,26.35,40.77,2.47,10-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Dec-2018 - 00:00,15.64,986.03,72.57,63.35,80.16,0.8,425.64,234.36,,10.07,67.64,,27.48,46.21,77.26,74.51,30.94,33.74,2.14,11-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Dec-2018 - 00:00,15.34,987.03,78.33,59.57,86.84,0.67,371.45,204.19,,6.47,43.96,,26.45,36.94,62.84,61.64,22.72,39.4,1.68,12-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Dec-2018 - 00:00,16.19,988.37,76.48,56.79,103.73,1.04,249.27,139.85,,5.43,30.98,,7.11,37.85,56.31,47.88,16.44,28.74,1.31,13-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Dec-2018 - 00:00,15.42,991.2,76.79,79.21,288.71,1.14,179.43,92.24,,5.79,43.04,,47.47,83.67,104.72,68.61,19.6,17.66,1.8,14-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Dec-2018 - 00:00,15.09,993.28,74.0,85.81,261.61,1.47,181.96,90.62,,4.67,30.34,,32.97,38.21,62.35,58.84,15.97,31.46,1.04,15-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Dec-2018 - 00:00,14.94,992.82,70.91,85.3,258.19,1.68,196.71,103.0,,5.42,32.78,,33.45,33.53,57.01,55.7,16.71,32.26,1.12,16-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Dec-2018 - 00:00,14.95,993.06,64.36,83.38,257.01,1.39,222.75,119.33,,5.93,37.74,,36.65,46.68,71.0,61.8,20.53,36.68,1.44,17-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Dec-2018 - 00:00,14.05,991.65,64.86,78.29,260.23,1.18,296.5,164.46,,9.47,64.8,,44.32,71.73,100.59,79.27,20.76,25.05,2.01,18-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Dec-2018 - 00:00,14.27,989.94,59.28,80.37,259.94,1.63,274.62,160.88,,6.98,40.19,,42.44,29.55,61.89,71.22,23.36,45.79,1.21,19-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Dec-2018 - 00:00,14.01,989.09,61.29,80.54,240.73,1.26,231.17,138.83,,5.01,20.59,,35.38,11.32,41.16,60.04,20.98,52.81,1.01,20-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Dec-2018 - 00:00,13.46,989.42,64.41,81.98,244.26,0.83,285.46,183.17,,9.82,63.48,,39.13,53.08,86.55,81.42,21.07,44.43,1.9,21-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Dec-2018 - 00:00,12.44,988.31,70.17,81.52,232.93,0.99,324.38,213.42,,10.04,64.58,,46.71,46.54,76.85,73.15,20.16,36.69,1.88,22-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Dec-2018 - 00:00,12.34,988.76,70.92,80.68,150.75,0.74,351.67,236.12,,7.45,49.44,,42.69,25.94,59.77,72.61,26.24,52.11,1.19,23-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Dec-2018 - 00:00,12.57,989.54,76.49,78.91,98.63,0.72,327.04,220.71,,6.51,40.16,,41.01,29.22,52.42,53.8,20.92,55.31,0.52,24-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Dec-2018 - 00:00,13.47,988.57,73.4,71.98,243.51,0.76,422.26,280.87,,11.71,71.07,,41.85,63.93,99.13,88.36,20.49,60.02,2.17,25-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Dec-2018 - 00:00,12.98,987.98,73.05,81.16,254.62,1.77,396.96,286.12,,7.52,37.86,,41.61,19.79,47.63,59.21,19.23,73.7,1.39,26-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Dec-2018 - 00:00,12.51,986.56,62.86,79.39,224.99,1.26,278.54,189.96,,5.99,21.8,,27.27,18.26,42.59,52.14,16.86,69.33,1.12,27-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Dec-2018 - 00:00,12.91,987.72,61.02,77.19,158.74,0.98,386.92,234.71,,9.11,69.01,,30.7,64.41,91.1,72.58,26.98,68.83,2.01,28-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Dec-2018 - 00:00,12.02,988.08,68.48,78.91,249.26,1.91,358.62,237.58,,6.93,27.17,,35.94,24.85,49.17,54.45,19.55,65.12,1.45,29-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Dec-2018 - 00:00,12.02,990.18,62.86,80.46,238.47,1.39,367.92,237.12,,8.97,35.87,,32.33,53.17,84.83,78.12,26.05,63.19,2.55,30-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Dec-2018 - 00:00,13.01,992.23,60.98,77.73,232.51,0.65,463.5,298.42,,12.73,82.36,,37.51,66.86,97.63,80.78,27.83,57.82,2.7,31-Dec-2018 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
31-Dec-2018 - 00:00,9.65,992.55,76.9,2.35,209.2,0.4,652.0,444.0,,19.15,194.95,,45.6,123.55,157.85,107.55,29.2,37.0,5.2,01-Jan-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
