from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Toluene,AT,WS,RH,WD,BP,SR,RF,to date,station
06-Jul-2018 - 00:00,44.44,26.78,3.87,19.67,7.35,1.31,34.87,125.92,106.78,1.02,46.04,32.0,0.92,54.99,100.59,739.0,145.23,,07-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
07-Jul-2018 - 00:00,41.41,24.49,3.04,26.1,8.96,1.36,41.33,157.08,180.4,1.05,34.94,33.73,0.91,53.08,108.83,739.0,139.64,,08-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
08-Jul-2018 - 00:00,52.43,32.36,5.5,30.29,10.36,1.35,43.98,192.25,147.47,1.14,60.44,35.31,0.78,50.8,102.19,739.0,138.76,,09-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
09-Jul-2018 - 00:00,51.63,37.72,12.61,16.09,9.55,1.16,24.49,131.04,99.89,0.77,94.27,32.47,1.79,60.36,44.47,739.0,112.73,,10-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
10-Jul-2018 - 00:00,37.14,24.11,5.35,9.21,7.45,1.02,22.53,69.58,52.55,0.45,42.69,31.94,1.61,60.11,44.19,739.0,113.25,,11-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
11-Jul-2018 - 00:00,47.62,36.81,14.11,9.5,10.47,0.96,15.07,77.25,129.62,0.83,83.22,30.24,1.17,65.25,48.11,739.0,73.7,8.5,12-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
12-Jul-2018 - 00:00,33.09,20.73,3.85,8.18,8.33,0.97,19.6,72.33,313.0,0.65,31.93,30.76,1.36,63.1,46.91,739.0,114.44,,13-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
13-Jul-2018 - 00:00,35.97,25.29,7.57,7.36,7.24,0.95,13.89,62.42,69.0,1.23,47.38,29.09,1.01,66.15,37.69,739.0,68.76,,14-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
14-Jul-2018 - 00:00,38.24,40.6,24.92,9.11,7.97,0.96,10.73,44.36,48.7,0.86,102.64,28.19,1.1,67.51,34.9,739.0,77.24,8.88,15-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
15-Jul-2018 - 00:00,47.89,46.64,26.02,5.77,10.03,1.1,11.15,67.42,33.54,1.22,121.7,30.61,0.63,64.36,40.57,739.0,96.17,,16-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
16-Jul-2018 - 00:00,48.61,51.8,31.91,6.76,11.13,1.0,8.5,67.31,60.17,1.45,140.4,29.46,1.21,67.23,40.83,739.0,92.67,6.0,17-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
17-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,18-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
18-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,19-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
19-Jul-2018 - 00:00,25.96,15.85,2.64,35.59,7.82,1.33,4.83,80.5,223.8,1.09,41.77,29.99,0.8,66.1,22.45,739.0,6.0,,20-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
20-Jul-2018 - 00:00,21.6,14.28,3.43,31.37,14.82,1.27,7.88,76.55,189.18,0.87,43.49,30.6,0.72,62.93,31.38,739.0,80.6,,21-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
21-Jul-2018 - 00:00,19.35,12.11,2.23,26.35,14.56,1.23,10.87,78.51,,0.86,28.48,29.36,0.69,64.98,41.5,739.0,78.05,14.12,22-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
22-Jul-2018 - 00:00,16.66,9.81,1.16,25.12,11.04,1.15,8.64,66.88,,0.73,27.51,29.27,1.01,66.09,51.62,739.0,72.68,,23-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
23-Jul-2018 - 00:00,15.63,9.97,2.03,27.43,7.19,1.22,8.42,56.73,,0.67,22.07,30.29,0.97,63.78,98.92,739.0,78.36,4.0,24-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
24-Jul-2018 - 00:00,20.55,13.6,3.29,30.59,9.65,1.32,9.04,78.75,,1.13,39.76,31.87,0.64,59.51,119.76,739.0,108.28,,25-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
25-Jul-2018 - 00:00,16.93,10.6,1.97,29.66,8.25,1.08,10.26,64.34,,0.85,55.66,26.46,0.83,72.39,219.2,739.0,18.04,9.62,26-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
26-Jul-2018 - 00:00,17.0,11.58,3.12,22.76,4.47,1.16,4.84,53.49,,0.93,20.8,26.28,1.13,72.54,130.99,739.0,31.64,7.2,27-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
27-Jul-2018 - 00:00,13.73,9.57,2.79,12.03,1.96,1.1,4.83,15.74,,0.44,17.34,24.35,2.57,75.3,73.77,739.0,13.17,4.12,28-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
28-Jul-2018 - 00:00,14.81,10.32,3.0,8.58,3.2,1.11,6.11,15.37,,0.86,21.54,24.41,2.74,75.42,90.09,739.0,17.51,3.32,29-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
29-Jul-2018 - 00:00,19.93,12.33,2.14,14.81,7.67,1.35,9.06,104.96,,1.1,17.65,29.26,0.47,66.46,196.52,739.0,110.7,1.67,30-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
30-Jul-2018 - 00:00,17.07,10.36,1.57,34.08,4.6,0.72,7.79,142.93,,1.08,17.71,30.19,0.58,64.77,251.07,739.0,103.54,,31-Jul-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
31-Jul-2018 - 00:00,17.14,10.65,1.88,39.02,5.63,1.11,8.75,139.6,,0.96,18.04,29.4,0.74,64.82,209.95,739.0,87.28,,01-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
01-Aug-2018 - 00:00,17.34,10.37,1.41,50.71,4.75,1.07,10.37,112.86,,0.89,15.87,27.18,0.89,66.1,169.94,739.0,108.1,1.0,02-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
02-Aug-2018 - 00:00,18.44,12.21,2.96,33.04,5.2,1.35,9.29,297.42,71.54,1.3,88.6,33.09,1.11,56.6,250.02,739.0,161.31,,03-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
03-Aug-2018 - 00:00,15.72,11.21,3.5,31.14,11.39,1.33,9.3,162.49,51.74,1.32,97.77,28.84,0.9,65.36,196.91,739.08,79.72,,04-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
04-Aug-2018 - 00:00,14.96,10.87,3.58,29.55,7.91,1.29,9.08,222.93,58.86,1.11,111.35,30.73,0.51,61.76,152.06,739.0,103.7,,05-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
05-Aug-2018 - 00:00,15.55,11.97,4.55,34.06,8.6,1.31,4.85,197.1,55.22,0.64,62.09,27.34,0.95,66.49,92.02,739.06,32.35,1.5,06-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
06-Aug-2018 - 00:00,15.16,13.13,6.23,15.41,6.29,1.49,4.38,70.36,30.76,0.73,67.36,24.61,0.56,73.09,208.96,739.24,37.73,1.06,07-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
07-Aug-2018 - 00:00,16.34,13.81,6.29,14.49,8.91,1.42,4.81,56.39,21.08,0.88,69.52,26.77,0.76,69.46,240.45,739.21,75.01,2.0,08-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
08-Aug-2018 - 00:00,13.98,11.19,4.91,16.93,14.79,1.27,7.27,41.75,13.02,0.83,93.96,29.66,1.13,63.66,257.0,739.48,128.35,,09-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
09-Aug-2018 - 00:00,14.11,11.29,4.66,22.46,8.37,1.32,9.49,59.08,21.64,0.73,42.62,30.9,0.88,60.86,252.78,740.0,117.23,,10-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
10-Aug-2018 - 00:00,21.05,15.19,4.91,26.19,16.71,1.64,12.86,108.16,49.79,1.32,74.65,31.34,0.55,61.62,173.47,739.6,107.59,,11-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
11-Aug-2018 - 00:00,22.99,15.76,4.34,27.91,11.81,1.49,11.15,125.07,66.56,1.14,70.75,30.59,0.39,63.59,82.3,739.0,78.99,,12-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
12-Aug-2018 - 00:00,18.1,13.89,5.24,21.05,9.46,1.33,7.58,82.94,29.17,0.9,79.96,28.91,0.47,65.7,109.9,739.0,59.14,1.5,13-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
13-Aug-2018 - 00:00,21.37,17.37,7.38,19.52,8.16,1.36,6.33,65.78,29.49,1.22,70.56,27.06,0.61,69.78,170.55,739.0,44.79,1.3,14-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
14-Aug-2018 - 00:00,22.65,16.61,5.61,20.3,6.28,1.46,8.62,88.34,37.73,1.22,70.58,29.08,0.46,65.24,110.19,739.06,86.89,,15-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
15-Aug-2018 - 00:00,23.82,17.05,5.39,23.97,18.73,1.55,10.99,142.72,72.8,0.99,64.45,29.82,0.63,64.67,127.68,739.36,87.16,5.75,16-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
16-Aug-2018 - 00:00,15.4,11.37,3.91,20.6,7.86,1.29,9.05,56.64,23.64,0.68,50.72,31.12,0.58,60.7,204.49,739.77,120.69,,17-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
17-Aug-2018 - 00:00,19.24,16.09,7.21,22.06,15.61,1.48,4.43,75.62,34.42,1.09,71.59,28.74,0.73,67.96,246.89,739.26,52.21,3.0,18-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
18-Aug-2018 - 00:00,20.22,16.9,7.57,19.56,7.54,1.43,5.7,53.51,27.44,1.07,66.2,27.44,0.69,69.92,165.59,739.16,58.05,15.69,19-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
19-Aug-2018 - 00:00,20.91,17.62,7.99,17.86,7.24,1.57,9.98,58.01,34.03,1.28,86.21,29.85,0.47,64.77,101.04,739.0,105.39,,20-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
20-Aug-2018 - 00:00,19.28,14.51,5.23,20.8,16.1,2.58,9.15,93.12,54.45,0.98,52.07,29.71,0.61,66.21,168.86,739.47,83.75,,21-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
21-Aug-2018 - 00:00,17.64,13.25,4.75,14.82,18.22,1.45,9.45,57.89,24.84,0.76,53.88,30.97,0.45,61.04,235.45,739.43,108.38,,22-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
22-Aug-2018 - 00:00,16.65,11.98,3.85,18.57,11.58,2.36,6.82,44.29,19.39,0.53,39.92,27.8,0.66,68.54,237.71,739.21,52.76,11.17,23-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
23-Aug-2018 - 00:00,26.81,18.73,5.5,18.37,10.09,1.78,6.02,68.69,46.36,0.97,52.93,26.67,0.4,72.17,160.46,739.34,50.31,13.0,24-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
24-Aug-2018 - 00:00,21.42,16.69,6.51,22.68,18.18,2.02,7.98,77.14,31.5,0.84,64.95,28.65,0.45,67.02,102.53,739.16,91.61,,25-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
25-Aug-2018 - 00:00,24.77,19.47,7.73,21.11,17.96,2.28,6.03,78.86,27.35,0.9,62.93,28.29,0.45,67.1,113.52,739.0,73.51,6.17,26-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
26-Aug-2018 - 00:00,23.41,19.66,8.87,17.17,33.16,2.58,8.44,68.58,32.05,0.91,82.36,27.71,0.62,67.56,270.82,739.03,82.2,6.5,27-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
27-Aug-2018 - 00:00,25.04,20.09,8.32,16.39,27.44,2.17,6.64,54.77,22.86,0.84,62.09,28.18,0.54,66.09,233.82,739.43,64.67,,28-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
28-Aug-2018 - 00:00,23.24,18.0,6.94,18.02,20.3,1.48,6.79,34.12,25.06,0.73,58.06,28.59,0.58,66.88,212.95,739.72,78.21,2.0,29-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
29-Aug-2018 - 00:00,20.61,16.83,7.22,14.83,20.53,3.04,7.59,47.91,19.0,0.79,59.47,28.12,0.61,67.51,206.9,740.0,67.32,9.0,30-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
30-Aug-2018 - 00:00,23.8,17.3,5.72,16.41,19.74,2.32,13.32,82.68,44.57,0.96,51.38,29.51,0.39,65.33,128.9,739.55,81.14,,31-Aug-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
31-Aug-2018 - 00:00,26.19,18.48,5.59,17.5,46.1,2.55,12.05,92.66,45.22,0.96,45.42,27.32,0.51,68.84,251.69,739.48,49.28,,01-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
01-Sep-2018 - 00:00,21.69,17.24,7.02,16.97,16.25,4.2,8.15,66.76,35.47,0.77,42.3,27.19,0.6,69.89,135.6,740.0,58.02,8.33,02-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
02-Sep-2018 - 00:00,26.49,24.23,12.46,16.28,15.93,3.54,4.1,48.11,23.6,0.83,53.67,25.23,0.51,73.61,170.97,739.95,22.6,6.54,03-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
03-Sep-2018 - 00:00,23.37,20.05,9.37,14.75,12.6,5.09,6.16,44.69,25.52,0.75,48.26,25.97,0.37,72.01,177.82,739.96,49.73,4.5,04-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
04-Sep-2018 - 00:00,28.97,21.82,7.88,15.07,31.62,3.19,8.63,81.39,42.61,0.93,34.41,26.64,0.34,69.55,165.75,740.0,66.47,3.0,05-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
05-Sep-2018 - 00:00,29.73,22.07,7.69,16.02,16.15,,9.06,93.42,51.46,1.05,36.48,26.8,0.4,69.88,140.98,739.86,55.45,4.8,06-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
06-Sep-2018 - 00:00,21.27,15.05,4.6,19.58,16.75,,14.87,87.41,43.65,0.71,28.76,29.87,0.36,62.34,111.58,739.65,104.88,1.5,07-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
07-Sep-2018 - 00:00,21.6,14.82,4.08,19.2,21.44,,8.93,62.53,33.33,0.91,10.29,27.63,0.44,67.54,154.51,740.0,96.6,5.5,08-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
08-Sep-2018 - 00:00,17.04,12.46,4.18,18.1,21.41,,8.01,63.57,38.57,0.67,10.54,29.01,0.56,64.06,226.78,740.0,93.47,,09-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
09-Sep-2018 - 00:00,20.8,15.98,6.04,14.15,30.81,,11.34,71.69,29.04,0.51,17.3,28.81,0.45,62.58,239.25,740.0,97.44,,10-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
10-Sep-2018 - 00:00,22.18,16.21,5.44,19.78,21.16,,13.44,98.94,68.92,0.54,14.93,29.31,0.31,60.83,89.49,740.0,80.52,,11-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
11-Sep-2018 - 00:00,20.85,14.19,3.82,21.61,17.84,,14.79,77.92,43.18,0.61,14.18,30.14,0.32,61.49,95.28,740.0,98.11,,12-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
12-Sep-2018 - 00:00,22.58,16.58,5.62,21.58,15.43,,12.82,79.29,26.48,0.62,17.44,28.27,0.41,63.65,113.11,740.0,72.98,2.0,13-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
13-Sep-2018 - 00:00,20.8,15.57,5.54,20.97,16.17,,10.44,123.97,36.15,0.53,17.24,28.82,0.35,60.8,76.04,740.0,94.59,,14-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
14-Sep-2018 - 00:00,23.84,17.68,6.14,20.55,20.88,,10.2,103.49,50.64,0.65,18.93,28.7,0.31,59.64,162.36,740.0,106.51,,15-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
15-Sep-2018 - 00:00,24.05,18.49,7.0,21.64,17.8,,8.78,116.33,53.05,0.61,20.84,29.65,0.33,59.59,87.57,740.0,107.83,,16-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
16-Sep-2018 - 00:00,18.78,16.24,7.69,21.43,14.49,,4.88,85.28,31.39,0.39,22.86,24.11,0.31,69.67,87.39,740.0,6.72,,17-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
17-Sep-2018 - 00:00,22.59,14.04,2.48,16.96,19.62,,18.52,134.38,46.21,0.89,11.83,30.55,0.36,52.86,102.88,740.0,141.04,,18-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
18-Sep-2018 - 00:00,25.38,14.92,1.74,17.09,22.82,,19.38,154.11,54.82,0.89,9.84,30.59,0.46,49.32,94.73,740.0,154.21,,19-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
19-Sep-2018 - 00:00,25.23,14.8,1.75,30.27,12.28,,10.97,135.5,76.0,0.57,10.28,25.3,0.3,64.5,29.75,740.0,7.0,,20-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
20-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
21-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,22-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
22-Sep-2018 - 00:00,11.79,6.4,0.55,25.74,17.37,,9.48,28.75,8.0,0.2,10.54,25.4,1.2,68.14,289.57,740.0,19.64,2.0,23-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
23-Sep-2018 - 00:00,15.09,8.85,1.01,11.99,33.51,,11.85,62.41,26.14,0.33,3.29,25.16,1.88,66.26,247.13,740.0,47.07,2.0,24-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
24-Sep-2018 - 00:00,19.1,12.96,3.74,7.84,33.69,,12.68,45.37,23.95,0.45,3.74,22.42,1.01,73.67,148.71,740.0,16.0,24.79,25-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
25-Sep-2018 - 00:00,18.3,11.55,2.24,6.97,28.25,,11.98,44.79,25.55,0.51,6.11,23.1,0.3,70.19,110.33,740.0,55.31,,26-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
26-Sep-2018 - 00:00,15.98,10.05,1.87,6.99,19.03,,11.12,123.88,58.94,1.13,12.86,27.27,0.31,62.94,137.78,740.0,96.76,,27-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
27-Sep-2018 - 00:00,41.93,26.34,4.96,23.01,22.53,,9.72,180.06,78.14,1.12,10.11,26.27,0.34,67.04,189.2,740.0,73.09,,28-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
28-Sep-2018 - 00:00,33.73,19.47,1.89,30.94,18.42,,29.52,191.35,93.4,1.59,7.98,28.29,0.31,62.49,191.34,740.0,88.27,,29-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
29-Sep-2018 - 00:00,30.74,19.23,3.54,38.44,11.66,,65.56,184.36,92.43,3.09,55.43,28.66,0.3,60.11,60.71,740.16,68.07,10.38,30-Sep-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
30-Sep-2018 - 00:00,30.94,21.13,5.76,29.65,5.06,,67.56,120.79,59.81,2.09,144.99,26.51,0.3,60.69,15.1,740.0,72.55,11.32,01-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
01-Oct-2018 - 00:00,34.31,22.55,5.29,27.68,10.96,,74.77,138.24,68.41,2.46,129.64,26.82,0.31,59.05,14.01,740.0,62.05,10.08,02-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
02-Oct-2018 - 00:00,39.73,26.72,6.87,30.12,14.77,,75.75,174.69,78.83,2.56,154.59,27.12,0.34,59.32,14.9,740.17,62.5,12.68,03-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
03-Oct-2018 - 00:00,43.58,29.12,7.3,33.75,11.27,,81.96,198.08,91.38,2.98,126.37,28.15,0.3,55.0,15.47,740.07,90.81,9.95,04-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
04-Oct-2018 - 00:00,48.83,35.82,12.11,37.16,9.62,,51.16,213.8,99.51,3.07,129.03,25.91,0.31,58.8,10.04,740.24,55.78,10.18,05-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
05-Oct-2018 - 00:00,48.44,30.4,5.71,28.01,13.06,,78.38,188.63,86.16,4.1,111.56,28.11,0.3,51.55,18.45,740.16,69.1,10.83,06-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
06-Oct-2018 - 00:00,41.84,26.52,5.34,32.58,14.12,,60.75,200.18,153.32,3.22,80.07,26.14,0.3,53.86,15.05,740.25,80.15,1.25,07-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
07-Oct-2018 - 00:00,41.75,26.27,5.01,41.65,10.79,1.72,46.06,260.86,129.43,3.64,89.73,25.28,0.36,53.86,17.48,740.26,85.2,13.39,08-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
08-Oct-2018 - 00:00,39.13,25.97,6.33,43.99,19.92,1.45,17.31,238.99,116.12,3.24,111.5,25.67,0.33,53.24,20.14,740.07,83.81,17.25,09-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
09-Oct-2018 - 00:00,34.71,22.63,5.13,38.92,14.0,1.7,17.55,234.71,103.94,4.41,108.94,25.47,0.78,56.97,19.14,740.07,80.2,,10-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
10-Oct-2018 - 00:00,28.42,19.17,4.99,33.55,20.55,1.61,17.91,212.13,94.17,2.01,107.64,25.63,0.96,59.76,17.97,740.17,69.95,,11-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
11-Oct-2018 - 00:00,31.29,25.16,10.48,28.39,21.44,3.0,11.01,161.97,71.64,1.91,105.07,20.54,1.04,63.43,14.82,740.37,33.43,18.33,12-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
12-Oct-2018 - 00:00,40.62,29.1,9.22,32.41,16.05,1.7,12.34,133.45,62.35,2.82,101.66,22.52,0.3,54.91,21.05,740.83,82.02,,13-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
13-Oct-2018 - 00:00,58.05,41.25,12.76,40.42,23.28,,14.25,230.58,123.1,4.33,125.56,22.92,0.32,54.39,20.25,740.82,79.39,,14-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
14-Oct-2018 - 00:00,49.05,32.33,7.67,38.5,8.52,,20.56,270.21,163.44,3.44,124.0,23.43,0.31,52.25,21.28,740.46,87.64,,15-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
15-Oct-2018 - 00:00,54.4,35.17,7.66,41.28,10.29,,19.2,319.18,188.73,3.58,104.5,23.55,0.3,54.23,19.3,740.67,73.1,,16-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
16-Oct-2018 - 00:00,49.35,31.36,6.28,43.01,16.27,,18.76,250.8,218.32,3.4,92.06,26.79,0.32,48.61,19.66,740.55,98.84,,17-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
17-Oct-2018 - 00:00,44.08,29.98,8.04,40.86,24.59,,15.83,244.81,126.34,3.06,104.18,24.07,0.33,57.46,17.58,740.33,75.23,,18-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
18-Oct-2018 - 00:00,49.6,33.71,9.02,35.4,49.32,,15.68,257.5,130.98,3.55,105.41,24.29,0.3,54.66,16.98,740.2,71.16,,19-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
19-Oct-2018 - 00:00,49.18,34.96,10.82,31.91,8.09,,13.06,208.23,94.68,2.77,113.54,24.39,0.3,49.99,16.76,740.48,73.46,,20-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
20-Oct-2018 - 00:00,62.56,44.35,13.61,42.45,11.5,,14.2,310.97,176.91,4.26,112.04,24.01,0.31,47.94,18.33,741.0,80.29,,21-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
21-Oct-2018 - 00:00,61.37,41.88,11.36,36.34,12.99,,15.25,233.55,124.24,4.15,108.02,23.11,0.43,47.41,15.78,741.0,68.09,,22-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
22-Oct-2018 - 00:00,65.15,42.48,9.62,41.53,16.75,,18.08,289.99,169.79,3.39,91.92,22.2,0.32,49.24,17.21,740.85,77.76,,23-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
23-Oct-2018 - 00:00,59.86,38.97,8.76,40.61,16.13,,19.76,262.44,143.17,3.54,90.48,22.23,0.3,49.92,15.04,741.0,74.28,,24-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
24-Oct-2018 - 00:00,54.03,35.59,8.42,36.24,11.62,,17.72,210.29,108.5,3.46,69.58,21.58,0.32,51.09,15.91,741.0,72.51,,25-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
25-Oct-2018 - 00:00,48.72,33.24,9.0,36.95,26.77,,20.2,234.4,124.74,3.47,23.21,21.36,0.31,50.15,17.67,741.0,73.96,,26-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
26-Oct-2018 - 00:00,49.18,42.36,19.93,38.86,22.21,,20.77,267.5,141.69,4.11,22.56,21.29,0.3,51.56,12.55,741.0,66.97,,27-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
27-Oct-2018 - 00:00,54.29,47.75,23.22,50.15,19.47,,19.58,349.24,209.94,4.63,22.92,21.49,0.3,54.95,10.39,741.0,65.15,,28-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
28-Oct-2018 - 00:00,53.22,43.69,18.91,45.84,27.92,,20.25,338.97,198.67,4.39,21.09,20.85,0.33,57.84,10.52,741.0,64.72,,29-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
