from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
08-May-2018 - 00:00,29.94,979.9,100.78,49.0,36.84,238.07,236.14,1.03,0.0,0.37,0.41,0.15,15.75,6.92,27.54,26.39,0.36,72.34,3.04,09-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
09-May-2018 - 00:00,28.41,981.64,147.08,84.79,45.27,182.45,220.89,0.6,0.0,0.33,1.05,0.24,38.86,22.88,54.91,40.97,1.01,40.89,7.34,10-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
10-May-2018 - 00:00,31.27,982.33,142.29,94.71,40.47,240.72,214.99,0.43,0.0,0.42,1.0,0.27,41.63,19.71,56.04,43.88,1.52,31.59,6.44,11-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
11-May-2018 - 00:00,34.28,979.27,200.04,109.38,32.19,223.86,199.17,0.45,0.0,0.88,1.22,0.36,40.86,23.54,52.78,63.46,1.76,61.68,8.8,12-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
12-May-2018 - 00:00,34.38,978.7,226.21,122.36,38.93,184.51,129.51,0.71,0.0,0.56,1.1,0.33,53.77,20.03,52.72,58.41,1.75,55.71,11.06,13-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
13-May-2018 - 00:00,31.7,978.92,129.91,61.45,47.74,204.84,150.1,1.77,0.01,0.21,0.46,0.09,41.22,3.75,23.96,18.2,0.85,89.59,8.49,14-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
14-May-2018 - 00:00,29.31,980.43,90.25,50.1,47.23,219.6,85.84,1.21,0.0,0.17,0.61,0.11,38.12,7.54,32.75,28.3,0.85,67.41,9.91,15-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
15-May-2018 - 00:00,31.59,979.19,115.63,61.49,47.78,222.98,96.05,1.07,0.0,0.4,0.79,0.17,42.49,15.95,43.01,37.18,1.25,73.32,6.8,16-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
16-May-2018 - 00:00,33.82,977.68,132.95,72.02,34.75,252.44,219.09,0.83,0.0,0.42,0.89,0.25,32.63,11.96,42.57,34.27,1.03,68.41,4.64,17-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
17-May-2018 - 00:00,34.63,977.67,181.56,94.02,26.73,228.37,242.89,0.6,0.0,0.2,0.87,0.16,40.02,7.85,32.51,27.27,1.06,71.86,9.59,18-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
18-May-2018 - 00:00,33.75,977.69,153.75,85.17,30.95,210.6,248.97,0.66,0.0,0.47,1.16,0.21,39.28,23.39,54.53,39.83,1.38,77.6,9.21,19-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
19-May-2018 - 00:00,33.61,977.83,170.67,79.92,35.16,209.47,171.63,0.69,0.0,0.63,1.05,0.32,39.26,30.47,63.45,58.99,1.5,41.66,5.77,20-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
20-May-2018 - 00:00,34.37,978.74,137.62,69.08,26.47,226.59,252.87,0.66,0.0,0.28,0.89,0.23,36.3,12.66,45.4,33.46,1.08,67.48,8.28,21-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
21-May-2018 - 00:00,35.14,978.93,114.58,69.0,16.93,248.47,267.45,0.7,0.0,0.31,0.79,0.17,31.3,9.12,39.67,30.04,0.9,78.72,7.2,22-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
22-May-2018 - 00:00,35.99,977.98,154.58,91.46,18.3,247.23,235.09,0.56,0.0,0.96,0.85,0.19,29.88,25.88,57.06,95.93,1.9,65.89,7.64,23-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
23-May-2018 - 00:00,35.55,976.84,207.62,103.83,27.02,228.3,240.95,0.5,0.0,1.65,1.35,0.28,40.94,38.67,69.22,110.14,2.2,49.86,8.61,24-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
24-May-2018 - 00:00,34.22,976.07,165.46,89.79,29.11,202.02,244.47,0.47,0.0,0.92,1.5,0.34,46.36,28.73,63.11,68.15,1.71,57.92,9.8,25-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
25-May-2018 - 00:00,35.53,976.42,134.54,68.62,20.05,258.99,202.19,0.5,0.0,1.31,1.23,0.42,29.94,36.39,64.38,114.14,1.63,72.37,5.34,26-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
26-May-2018 - 00:00,36.18,975.24,167.92,86.88,18.32,253.99,202.6,0.42,0.0,1.16,1.0,0.31,28.95,39.06,60.74,90.35,1.72,60.34,8.18,27-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
27-May-2018 - 00:00,36.81,974.66,224.54,101.62,16.49,260.65,175.92,0.58,0.0,0.46,0.9,0.25,34.66,26.75,56.19,58.32,1.21,51.41,6.6,28-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
28-May-2018 - 00:00,35.41,973.25,214.12,90.75,25.44,225.17,185.62,0.62,0.0,0.81,0.87,0.18,41.36,23.77,48.29,80.3,1.66,53.84,10.22,29-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
29-May-2018 - 00:00,36.29,972.42,254.09,102.08,30.62,237.44,124.39,1.08,0.0,0.58,0.99,0.32,44.91,19.05,54.39,46.83,1.36,58.09,8.05,30-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
30-May-2018 - 00:00,33.98,974.51,339.97,74.14,40.26,230.72,89.75,2.16,0.0,0.15,0.48,0.13,46.79,8.95,29.09,21.78,0.84,70.31,9.95,31-May-2018 - 00:00,"Patparganj, Delhi - DPCC"
31-May-2018 - 00:00,35.45,976.19,202.41,72.65,38.09,224.02,88.91,1.32,0.0,0.2,0.61,0.17,50.57,11.15,38.92,27.94,0.95,60.59,10.83,01-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
01-Jun-2018 - 00:00,33.78,977.33,148.87,67.59,46.99,229.68,87.92,2.03,0.0,0.17,0.38,0.09,47.65,4.34,24.09,15.91,0.75,77.24,6.34,02-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
02-Jun-2018 - 00:00,31.22,978.11,98.0,43.17,45.34,220.03,73.6,1.84,0.0,0.12,0.35,0.06,37.06,5.32,23.59,18.83,0.67,85.13,11.07,03-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
03-Jun-2018 - 00:00,32.9,975.69,144.06,47.66,50.25,217.2,84.72,1.43,0.0,0.22,0.26,0.08,28.93,3.7,30.52,16.2,0.74,85.49,4.51,04-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
04-Jun-2018 - 00:00,34.74,975.08,136.96,59.95,46.88,216.86,76.1,2.13,0.0,0.11,0.33,0.06,49.63,4.58,20.43,16.31,0.83,68.35,7.05,05-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
05-Jun-2018 - 00:00,35.48,976.97,89.02,46.86,44.23,201.18,73.69,2.05,0.0,0.06,0.34,0.07,44.11,4.62,23.74,17.64,0.9,59.42,6.89,06-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
06-Jun-2018 - 00:00,32.79,978.53,96.2,52.97,55.82,165.41,166.74,1.14,0.0,0.1,0.5,0.11,37.03,4.43,24.87,20.59,0.93,41.36,7.63,07-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
07-Jun-2018 - 00:00,34.96,974.59,134.53,54.72,49.22,221.26,95.33,1.06,0.0,0.15,0.43,0.11,35.09,5.02,30.6,22.87,0.94,68.0,9.35,08-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
08-Jun-2018 - 00:00,34.89,971.62,193.17,69.88,52.32,198.64,75.48,2.09,0.0,0.31,1.49,0.7,45.04,5.94,26.38,20.03,1.12,47.48,8.31,09-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
09-Jun-2018 - 00:00,31.21,970.97,74.08,37.46,70.56,197.04,133.35,1.6,0.02,1.29,4.44,2.2,40.52,8.65,30.36,19.39,0.92,52.94,6.98,10-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
10-Jun-2018 - 00:00,32.73,971.15,69.21,38.58,59.73,251.42,210.66,0.6,0.0,2.32,8.64,4.07,45.38,10.56,33.01,24.31,0.96,48.69,5.79,11-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
11-Jun-2018 - 00:00,35.46,968.97,170.12,47.38,47.24,253.38,239.03,0.72,0.0,2.82,6.73,3.66,39.08,5.68,34.32,26.44,0.88,73.32,5.4,12-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
12-Jun-2018 - 00:00,37.4,966.63,469.94,111.17,38.31,222.2,224.44,0.75,0.0,2.86,6.08,3.58,29.61,7.52,33.8,22.31,0.78,47.83,4.81,13-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
13-Jun-2018 - 00:00,38.38,965.87,873.6,194.58,32.27,217.45,224.31,1.04,0.0,3.68,3.84,3.78,19.03,6.26,29.21,19.36,0.83,33.57,3.54,14-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
14-Jun-2018 - 00:00,37.38,968.74,812.83,121.75,30.92,214.7,218.9,1.0,0.0,3.59,4.13,3.04,22.54,9.88,32.13,21.1,0.6,29.12,2.27,15-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
15-Jun-2018 - 00:00,36.68,971.08,602.44,86.5,31.84,237.11,202.94,0.91,0.0,4.43,4.97,1.88,24.91,5.3,34.35,17.87,0.56,40.6,2.35,16-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
16-Jun-2018 - 00:00,35.29,973.38,569.29,76.04,42.32,220.29,175.19,1.03,0.0,4.07,5.53,1.76,25.05,4.24,31.97,20.05,0.61,41.98,4.63,17-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
17-Jun-2018 - 00:00,32.09,974.41,325.5,54.0,53.2,246.72,241.33,1.18,0.0,4.03,6.27,2.28,22.77,4.17,25.29,18.85,0.61,60.01,3.84,18-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
18-Jun-2018 - 00:00,32.74,974.26,185.67,66.21,46.09,251.14,248.33,0.75,0.0,3.99,8.38,2.45,25.21,5.67,28.58,22.37,0.74,69.38,4.46,19-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
19-Jun-2018 - 00:00,33.76,974.33,161.67,50.17,44.86,274.66,264.47,0.76,0.0,4.53,7.92,4.69,19.82,3.63,24.98,19.76,0.68,95.56,3.86,20-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
20-Jun-2018 - 00:00,35.47,975.0,222.24,70.6,44.11,211.03,236.32,0.88,0.0,2.52,8.31,4.28,29.44,7.88,31.73,27.06,0.96,81.97,6.82,21-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
21-Jun-2018 - 00:00,36.06,974.8,279.65,70.9,42.24,204.15,241.18,1.11,0.0,2.24,8.42,4.35,30.54,5.63,27.62,26.12,0.9,89.42,6.76,22-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
22-Jun-2018 - 00:00,37.01,973.67,246.21,57.79,38.43,218.41,218.42,0.51,0.0,4.32,8.98,6.13,23.63,17.92,45.31,51.51,1.16,56.48,6.15,23-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
23-Jun-2018 - 00:00,37.22,973.08,242.28,55.82,37.51,198.0,221.83,0.73,0.0,3.23,8.16,4.99,26.82,11.77,40.2,34.05,0.98,95.72,6.52,24-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
24-Jun-2018 - 00:00,37.42,972.55,129.29,29.04,41.9,169.38,250.69,1.87,0.0,3.22,6.62,4.6,27.02,3.54,21.76,20.7,0.74,88.7,10.72,25-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
25-Jun-2018 - 00:00,,,17.51,3.05,57.91,34.9,,7.57,,,,,38.33,1.97,12.74,20.92,0.52,54.38,9.58,26-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
26-Jun-2018 - 00:00,32.24,974.32,62.58,14.07,44.3,34.26,184.82,4.81,,1.42,25.46,,37.49,2.35,12.87,20.62,0.56,40.29,7.93,27-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
27-Jun-2018 - 00:00,31.29,976.36,122.22,42.04,65.9,176.22,133.71,2.31,,1.02,22.71,,52.84,1.66,9.46,15.25,0.66,58.49,4.47,28-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
28-Jun-2018 - 00:00,30.06,977.82,54.88,19.54,75.05,189.19,114.62,2.69,,0.66,19.83,,47.41,2.52,9.74,14.44,0.57,38.95,4.3,29-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
29-Jun-2018 - 00:00,31.03,977.74,71.38,27.57,70.3,150.6,138.67,2.31,,0.62,18.97,,38.4,2.14,9.88,15.28,0.61,41.18,5.55,30-Jun-2018 - 00:00,"Patparganj, Delhi - DPCC"
30-Jun-2018 - 00:00,32.2,978.04,65.59,27.24,65.69,185.33,179.98,1.43,,0.72,18.83,,36.95,2.13,10.36,16.21,0.66,42.09,4.59,01-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
01-Jul-2018 - 00:00,33.22,976.66,72.86,18.95,62.5,180.91,253.27,1.54,,0.69,17.15,,36.62,3.56,12.11,17.32,0.74,36.61,3.92,02-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
02-Jul-2018 - 00:00,32.64,974.33,120.83,20.61,59.57,176.46,236.46,1.95,,0.46,14.35,,28.01,1.93,8.93,13.81,0.76,43.44,4.96,03-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
03-Jul-2018 - 00:00,31.51,974.85,110.91,37.72,67.65,185.64,100.55,1.61,,0.74,20.88,,33.57,2.07,9.74,15.13,0.65,51.88,4.86,04-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
04-Jul-2018 - 00:00,32.11,975.13,104.02,33.85,62.84,216.66,119.61,1.54,,0.76,18.69,,35.27,1.42,7.02,11.01,0.59,83.41,5.17,05-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
05-Jul-2018 - 00:00,32.39,976.45,144.21,44.91,63.15,190.97,214.02,1.15,,1.16,19.89,,33.42,7.46,16.53,19.62,0.93,60.92,6.33,06-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
06-Jul-2018 - 00:00,33.8,976.52,165.33,49.49,54.37,218.65,261.22,1.18,,1.09,20.24,,47.45,3.41,11.07,15.56,0.65,62.39,4.72,07-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
07-Jul-2018 - 00:00,35.01,975.82,162.78,53.32,48.3,236.23,212.52,1.29,,0.86,15.24,,50.55,2.84,14.05,22.07,0.69,86.07,4.56,08-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
08-Jul-2018 - 00:00,36.22,974.8,199.57,77.85,45.53,246.29,159.28,1.14,,0.97,18.61,,63.09,9.52,25.68,35.92,0.71,120.0,7.62,09-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
09-Jul-2018 - 00:00,34.99,974.78,149.25,58.94,58.71,209.21,142.15,1.71,,0.68,15.0,,55.6,0.76,12.88,23.05,0.63,70.7,6.02,10-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
10-Jul-2018 - 00:00,34.07,975.38,96.42,36.21,64.39,211.88,132.95,2.13,,0.54,15.33,,47.69,1.32,11.41,19.42,0.54,48.06,4.71,11-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
11-Jul-2018 - 00:00,32.27,974.88,105.79,37.92,68.6,110.24,139.87,1.65,,0.64,16.91,,36.18,1.7,15.86,27.21,0.66,39.17,5.49,12-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
12-Jul-2018 - 00:00,32.82,974.28,142.21,41.67,64.28,158.0,171.44,1.15,,0.68,15.28,,37.28,4.15,18.7,28.78,0.65,50.16,5.69,13-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
13-Jul-2018 - 00:00,29.82,975.55,68.71,26.96,78.83,124.71,125.01,1.53,,0.64,17.62,,31.68,3.56,14.71,22.19,0.66,40.46,5.02,14-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
14-Jul-2018 - 00:00,29.8,975.26,66.5,24.5,80.97,178.57,89.47,1.89,,0.81,26.25,,31.2,5.49,15.82,21.3,0.67,38.87,7.54,15-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
15-Jul-2018 - 00:00,31.29,974.9,68.74,27.8,75.81,167.91,121.56,1.33,,0.61,17.18,,32.61,2.25,11.9,18.91,0.65,27.62,5.55,16-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
16-Jul-2018 - 00:00,31.0,975.36,92.42,36.12,81.81,90.55,118.77,1.8,,0.96,20.3,,36.46,3.14,15.81,24.92,0.89,18.27,3.44,17-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
17-Jul-2018 - 00:00,33.44,975.7,76.1,25.31,66.07,170.71,102.61,1.75,,0.79,17.77,,38.52,2.36,11.28,17.59,0.59,44.14,3.16,18-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
18-Jul-2018 - 00:00,33.37,976.33,95.65,35.66,65.26,197.19,81.69,2.09,,0.85,19.04,,39.41,3.22,12.56,18.52,0.55,41.11,6.39,19-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
19-Jul-2018 - 00:00,33.19,976.07,81.79,30.58,66.19,203.83,122.96,1.71,,0.66,16.87,,33.77,3.45,13.27,19.63,0.51,47.92,6.26,20-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
20-Jul-2018 - 00:00,30.23,975.54,87.16,33.34,81.42,76.7,165.62,1.14,,1.32,21.13,,35.78,6.18,20.82,29.77,0.93,30.88,4.89,21-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
21-Jul-2018 - 00:00,29.8,975.86,94.9,34.02,81.5,86.97,120.99,1.16,,1.24,24.51,,37.62,6.47,19.71,27.45,0.89,40.28,4.41,22-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
22-Jul-2018 - 00:00,28.76,976.46,37.84,16.78,87.58,121.86,134.49,1.23,,0.65,19.34,,30.72,3.27,13.07,19.53,0.69,24.88,3.35,23-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
23-Jul-2018 - 00:00,31.24,976.24,102.12,35.6,73.11,190.88,85.24,1.69,,0.87,17.35,,32.46,3.99,13.31,18.91,0.71,27.39,4.97,24-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
24-Jul-2018 - 00:00,32.89,976.68,89.3,28.72,66.02,192.26,113.56,1.28,,0.81,17.64,,31.2,3.72,14.33,21.21,0.69,55.44,6.35,25-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
25-Jul-2018 - 00:00,29.67,976.12,64.25,23.19,83.48,61.85,215.89,0.79,,0.59,14.83,,30.4,6.38,18.39,24.81,0.7,16.46,4.71,26-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
26-Jul-2018 - 00:00,27.32,976.07,45.66,20.56,92.2,38.03,217.44,1.01,,0.74,17.68,,30.25,4.97,14.52,19.69,0.68,16.75,4.4,27-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
27-Jul-2018 - 00:00,27.08,975.24,27.64,13.34,92.81,43.11,183.56,1.2,,0.95,20.28,,23.15,4.02,11.83,15.97,0.71,18.93,4.19,28-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
28-Jul-2018 - 00:00,28.21,975.72,60.06,25.73,85.96,98.04,287.69,1.35,,0.9,16.93,,21.53,7.71,16.7,19.53,0.74,26.39,5.0,29-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
29-Jul-2018 - 00:00,31.32,976.39,133.72,37.72,73.0,213.2,264.5,0.88,,0.93,17.92,,27.8,13.49,23.36,23.23,0.85,26.88,4.21,30-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
30-Jul-2018 - 00:00,30.19,972.25,129.0,31.66,70.61,96.61,252.37,1.0,,1.32,11.22,,40.13,8.74,22.83,18.81,0.68,17.93,2.36,31-Jul-2018 - 00:00,"Patparganj, Delhi - DPCC"
31-Jul-2018 - 00:00,31.33,975.04,207.83,41.73,66.98,54.78,217.47,0.76,,0.78,4.55,,35.66,9.44,30.45,21.04,0.89,16.06,1.53,01-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
01-Aug-2018 - 00:00,32.3,976.01,231.36,44.74,59.9,202.51,262.6,1.16,,0.26,4.12,,40.43,10.77,25.57,14.8,0.62,15.68,1.64,02-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
02-Aug-2018 - 00:00,32.82,977.28,304.34,58.66,56.62,191.57,260.08,1.58,,0.23,3.82,,40.53,11.98,24.98,13.0,0.54,13.67,1.47,03-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
03-Aug-2018 - 00:00,32.12,977.79,268.97,50.01,55.43,132.64,256.98,1.62,,0.24,3.49,,31.76,10.13,23.44,13.27,0.47,10.58,1.71,04-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
04-Aug-2018 - 00:00,32.41,977.47,294.79,81.72,53.85,159.38,246.52,1.45,,0.2,3.81,,30.0,10.5,23.98,13.51,0.5,14.63,1.96,05-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
05-Aug-2018 - 00:00,29.96,977.72,258.85,57.89,69.16,68.46,205.36,1.36,,0.14,3.48,,33.2,5.18,15.01,9.84,0.46,8.76,1.61,06-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
06-Aug-2018 - 00:00,28.04,978.14,128.62,38.29,82.9,67.04,103.27,1.32,,0.2,4.4,,56.15,4.07,11.54,7.47,0.52,15.26,1.46,07-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
07-Aug-2018 - 00:00,29.28,978.03,103.72,38.44,77.23,108.06,103.02,1.42,,0.24,4.73,,42.34,4.68,14.67,9.37,0.63,37.6,1.97,08-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
08-Aug-2018 - 00:00,30.78,978.55,76.86,26.52,73.75,158.68,100.35,1.76,,0.24,5.06,,44.47,5.1,13.69,8.59,0.63,26.79,1.63,09-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
09-Aug-2018 - 00:00,32.68,980.94,81.69,26.44,64.09,201.98,109.31,1.6,,0.2,4.66,,45.37,2.74,10.4,7.65,0.54,20.07,1.33,10-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
10-Aug-2018 - 00:00,31.2,979.67,103.24,40.24,75.09,115.78,197.01,0.68,,0.32,4.66,,45.18,23.32,42.26,18.93,1.29,19.93,2.3,11-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
11-Aug-2018 - 00:00,32.26,975.96,106.92,28.22,68.6,148.4,252.17,1.34,,0.24,4.34,,56.94,11.92,23.82,11.92,0.63,12.04,1.77,12-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
12-Aug-2018 - 00:00,30.27,974.41,86.54,18.08,73.63,80.03,213.59,0.93,,0.15,3.57,,35.58,4.31,13.45,9.13,0.49,7.81,2.31,13-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
13-Aug-2018 - 00:00,30.36,975.77,89.86,25.0,73.92,104.24,159.61,1.05,,0.17,3.64,,40.81,5.93,15.16,9.24,0.56,16.91,2.02,14-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
14-Aug-2018 - 00:00,32.02,976.82,127.7,47.02,69.35,156.73,147.78,1.0,,0.24,4.29,,48.57,3.33,14.94,11.62,0.64,22.63,1.95,15-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
15-Aug-2018 - 00:00,31.59,978.44,104.36,35.83,68.12,175.71,177.15,1.16,,0.16,3.43,,47.22,1.81,10.43,8.62,0.44,20.75,1.98,16-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
16-Aug-2018 - 00:00,31.29,980.03,85.25,32.04,70.65,137.75,129.41,1.11,,0.24,4.69,,43.19,4.31,15.07,10.77,0.69,29.87,2.49,17-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
17-Aug-2018 - 00:00,32.65,977.8,76.7,24.69,69.51,173.47,91.41,1.87,,0.23,5.99,,43.62,4.32,12.29,7.98,0.6,32.0,3.73,18-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
18-Aug-2018 - 00:00,31.81,977.32,62.97,21.9,72.62,163.95,137.08,1.36,,0.2,4.85,,45.25,3.1,11.79,8.7,0.56,17.58,2.31,19-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
19-Aug-2018 - 00:00,29.62,977.2,103.81,49.17,81.95,60.23,161.46,0.94,,0.3,6.24,,47.31,11.06,27.71,16.72,0.89,27.99,2.78,20-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
20-Aug-2018 - 00:00,31.32,978.73,128.95,53.5,75.22,134.17,144.31,1.22,,0.31,5.05,,57.41,15.79,31.3,15.16,0.89,32.9,1.99,21-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
21-Aug-2018 - 00:00,32.23,978.6,73.15,21.86,67.65,57.44,119.63,1.44,,0.15,4.33,,44.81,2.14,11.24,9.12,0.53,18.94,2.52,22-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
22-Aug-2018 - 00:00,32.12,978.02,66.45,20.57,69.89,54.54,135.47,1.3,,0.18,4.34,,40.92,1.76,10.1,8.35,0.54,19.47,2.34,23-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
23-Aug-2018 - 00:00,29.95,978.65,64.21,20.25,80.48,36.56,243.57,1.07,,0.21,4.29,,38.93,4.89,14.2,9.32,0.58,13.2,2.19,24-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
24-Aug-2018 - 00:00,30.63,977.92,92.09,18.54,73.9,34.25,254.21,1.19,,0.2,4.23,,35.32,9.4,21.27,11.88,0.62,13.65,2.28,25-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
25-Aug-2018 - 00:00,30.77,977.27,84.14,14.77,69.2,93.63,258.92,1.55,,0.17,3.6,,34.59,6.18,17.58,11.42,0.51,14.47,1.95,26-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
26-Aug-2018 - 00:00,31.4,976.98,75.51,15.67,66.33,210.39,208.17,1.67,,0.13,3.37,,33.77,2.75,10.11,7.34,0.42,22.89,1.93,27-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
27-Aug-2018 - 00:00,29.5,978.76,36.1,14.11,78.6,98.79,88.59,1.5,,0.18,4.35,,30.49,3.21,10.51,7.31,0.54,29.59,3.27,28-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
28-Aug-2018 - 00:00,28.99,979.79,,19.73,84.98,87.85,106.95,1.61,,0.2,5.03,,33.48,3.91,12.2,8.29,0.6,16.49,2.9,29-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
29-Aug-2018 - 00:00,29.01,980.89,51.74,17.97,84.65,88.63,144.71,1.43,,0.21,4.66,,36.15,3.62,13.16,9.54,0.63,14.31,2.04,30-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
30-Aug-2018 - 00:00,31.28,978.66,94.1,36.93,74.89,153.65,253.52,0.72,,0.29,5.22,,35.67,6.88,18.8,11.96,0.76,25.17,1.35,31-Aug-2018 - 00:00,"Patparganj, Delhi - DPCC"
31-Aug-2018 - 00:00,31.3,978.86,150.97,39.02,72.87,118.71,213.83,1.34,,0.19,4.32,,36.93,2.81,12.21,9.41,0.55,18.57,1.41,01-Sep-2018 - 00:00,"Patparganj, Delhi - DPCC"
