from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
20-Dec-2018 - 00:00,13.43,995.72,430.82,261.9,70.27,88.59,143.19,2.08,,4.73,55.43,,48.12,72.55,89.78,57.5,2.91,35.92,13.91,21-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Dec-2018 - 00:00,13.3,994.57,396.0,250.69,70.94,80.09,161.69,2.31,,3.06,42.37,,56.45,30.07,55.15,57.59,2.06,34.53,11.39,22-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Dec-2018 - 00:00,12.4,995.08,560.98,370.81,78.22,69.17,186.63,1.75,,5.08,62.68,,59.56,117.2,133.67,71.67,3.33,36.82,15.96,23-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Dec-2018 - 00:00,12.7,995.81,662.24,481.69,78.9,76.61,184.78,1.77,,6.78,79.67,,63.79,141.44,159.01,82.25,3.28,35.54,18.13,24-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Dec-2018 - 00:00,13.58,994.93,643.79,481.12,72.51,72.75,103.6,2.22,,7.09,80.22,,59.25,159.88,170.34,75.22,4.47,23.33,17.95,25-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Dec-2018 - 00:00,13.86,994.19,377.65,255.25,70.25,82.06,248.31,3.19,,2.95,32.84,,54.97,16.17,47.47,63.98,2.13,21.84,11.22,26-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Dec-2018 - 00:00,12.59,992.8,437.31,266.19,70.79,84.66,229.22,2.42,,4.42,45.73,,47.63,99.55,116.61,66.71,2.66,22.59,14.69,27-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Dec-2018 - 00:00,13.45,994.01,492.31,306.6,62.52,76.88,146.03,2.19,,5.06,63.07,,46.62,130.2,139.41,62.55,2.87,19.09,19.68,28-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Dec-2018 - 00:00,12.95,994.36,412.56,267.81,66.63,76.06,281.29,3.21,,2.75,33.98,,52.62,17.6,43.4,54.6,2.27,19.12,13.81,29-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Dec-2018 - 00:00,12.11,996.54,441.6,279.29,70.46,89.15,254.65,2.57,,4.75,44.65,,49.21,91.43,105.36,58.03,2.49,21.16,15.62,30-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Dec-2018 - 00:00,12.5,998.64,571.28,427.21,71.48,81.63,201.1,1.79,,6.33,64.25,,54.93,142.76,152.01,66.89,3.14,26.53,16.21,31-Dec-2018 - 00:00,"Vivek Vihar, Delhi - DPCC"
31-Dec-2018 - 00:00,8.15,998.9,924.0,679.0,94.25,3.45,202.5,1.05,,8.95,63.1,,60.9,153.2,158.7,63.6,,6.5,17.2,01-Jan-2019 - 00:00,"Vivek Vihar, Delhi - DPCC"
