from date,NO2,NH3,NO,NOx,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O Xylene,Temp,RH,WS,WD,VWS,BP,SR,RF,PM10,PM2.5,to date,station
13-Jun-2018 - 00:00,24.36,3.53,3.51,27.86,2.28,0.76,64.04,2.02,4.76,0.62,1.05,0.76,30.56,71.61,1.83,225.83,-6.69,990.27,386.22,0.0,99.7,43.23,14-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
14-Jun-2018 - 00:00,34.8,1.15,3.77,38.57,0.54,0.51,92.74,2.39,3.25,0.62,0.94,0.53,35.27,49.94,2.49,221.94,-6.7,991.0,481.28,0.0,173.56,67.46,15-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
15-Jun-2018 - 00:00,56.15,4.27,4.51,60.65,123.75,1.97,82.38,2.29,9.18,1.28,1.46,0.87,38.33,35.16,0.83,261.59,-6.7,992.7,221.28,0.0,226.12,91.28,16-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
16-Jun-2018 - 00:00,29.91,3.27,3.91,33.82,2.85,1.02,80.21,2.0,6.06,0.9,1.12,0.69,36.89,42.29,1.52,262.11,-6.7,995.1,575.76,0.91,187.19,71.45,17-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
17-Jun-2018 - 00:00,91.08,0.28,4.05,1.11,16.54,1.42,10.48,0.08,0.15,0.02,0.05,0.05,0.35,68.45,0.35,178.86,-0.08,995.4,110.39,0.0,137.67,0.79,18-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
18-Jun-2018 - 00:00,34.7,16.15,3.2,37.9,25.67,0.63,118.89,2.02,5.53,0.8,1.15,0.8,36.76,47.4,0.64,308.7,-6.71,994.05,560.18,0.0,131.83,30.97,19-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
19-Jun-2018 - 00:00,22.43,11.73,2.58,25.01,8.37,0.58,86.14,2.54,6.27,0.59,1.31,1.14,32.96,60.87,1.21,168.22,-6.71,995.54,343.62,0.0,104.75,45.73,20-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
20-Jun-2018 - 00:00,33.0,11.01,3.92,36.92,9.51,0.69,43.82,4.52,12.49,1.84,2.9,1.7,28.85,79.61,1.13,162.31,-6.71,997.69,194.62,0.01,77.58,38.05,21-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
21-Jun-2018 - 00:00,34.29,12.5,3.94,38.23,3.52,0.67,24.29,4.94,9.29,1.2,2.53,2.16,28.56,83.94,0.89,151.35,-6.71,998.23,217.14,0.01,75.58,41.71,22-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
22-Jun-2018 - 00:00,24.9,10.55,3.52,28.41,4.9,0.58,47.34,3.84,8.49,0.75,1.73,1.21,30.14,77.13,1.11,163.58,-6.71,997.49,292.59,0.0,63.92,27.69,23-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
23-Jun-2018 - 00:00,24.35,6.87,3.87,28.22,0.35,0.58,32.41,2.45,6.47,0.81,1.64,1.17,28.83,85.62,0.91,180.25,-6.71,997.05,184.81,0.0,69.85,30.72,24-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
24-Jun-2018 - 00:00,32.05,7.69,4.85,36.89,3.83,0.69,29.65,2.56,6.52,0.71,1.71,1.35,27.42,87.97,0.98,210.19,-6.71,996.48,161.92,0.0,90.84,41.05,25-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
25-Jun-2018 - 00:00,38.34,7.43,7.47,45.81,5.06,0.78,15.99,3.15,6.97,0.85,1.87,1.77,26.63,94.58,0.75,207.62,-6.71,995.46,137.59,0.18,85.03,45.22,26-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
26-Jun-2018 - 00:00,35.24,8.96,3.34,38.58,7.75,0.82,55.27,4.54,16.14,1.21,2.58,1.93,27.78,85.31,0.58,155.52,-0.47,994.47,215.54,0.62,69.34,50.85,27-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
27-Jun-2018 - 00:00,18.43,5.75,2.79,21.22,1.57,0.49,37.94,3.68,11.93,0.73,1.6,1.12,27.39,87.23,1.58,117.69,,994.86,234.51,0.03,44.76,26.35,28-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
28-Jun-2018 - 00:00,16.84,8.64,3.23,20.06,9.15,0.47,37.01,4.6,11.0,0.93,1.85,1.17,28.36,81.35,1.52,142.63,,998.71,294.52,0.01,39.54,19.16,29-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
29-Jun-2018 - 00:00,22.08,9.51,3.39,25.47,16.22,0.41,40.74,2.74,6.77,0.86,1.54,0.93,28.8,78.16,1.12,167.18,,998.73,266.98,0.0,54.81,24.71,30-Jun-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
30-Jun-2018 - 00:00,24.64,7.93,4.16,28.8,26.35,0.42,37.56,2.26,5.22,0.48,1.09,0.77,29.67,77.48,1.29,197.84,,998.16,283.58,0.0,78.54,34.15,01-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
01-Jul-2018 - 00:00,17.04,6.31,2.83,19.87,17.08,0.4,52.32,1.45,4.72,0.32,0.92,0.78,30.32,75.59,1.35,192.83,,997.77,343.95,0.0,76.02,33.68,02-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
02-Jul-2018 - 00:00,20.39,5.91,3.12,23.5,11.63,0.54,53.55,1.8,4.97,0.52,1.03,0.79,29.21,78.82,1.48,208.24,,997.0,290.4,0.03,74.65,37.49,03-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
03-Jul-2018 - 00:00,27.24,5.42,3.51,30.74,5.71,0.56,29.03,3.35,8.91,1.47,2.39,1.42,28.12,87.33,1.42,202.41,,996.31,206.95,0.02,71.78,34.7,04-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
04-Jul-2018 - 00:00,36.69,5.24,6.17,42.86,16.67,0.76,22.16,3.83,9.22,1.58,2.49,1.64,27.84,85.3,1.49,226.06,,996.1,223.32,0.04,84.83,45.66,05-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
05-Jul-2018 - 00:00,40.24,7.1,10.21,50.45,27.44,1.11,10.74,5.38,12.58,2.16,3.56,2.28,26.75,91.51,1.19,220.94,,996.06,174.76,0.05,106.68,56.18,06-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
06-Jul-2018 - 00:00,32.31,5.04,4.43,36.74,12.64,0.64,33.83,4.9,8.03,0.93,2.26,1.63,29.51,80.3,0.9,175.45,,994.94,281.17,0.0,89.74,49.14,07-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
07-Jul-2018 - 00:00,14.85,5.89,3.1,17.95,10.54,0.4,34.93,2.8,9.54,0.41,1.06,1.03,29.68,77.36,1.86,117.37,,993.98,306.41,0.0,51.23,25.8,08-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
08-Jul-2018 - 00:00,8.54,6.26,2.63,11.17,3.93,0.37,42.46,1.19,8.99,0.2,0.56,0.4,29.28,78.99,2.57,120.05,,993.34,273.43,0.0,37.88,14.69,09-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
09-Jul-2018 - 00:00,18.69,20.06,10.49,27.21,6.49,0.52,24.45,2.46,9.92,0.34,0.97,1.02,28.1,88.28,1.8,119.39,,994.47,224.47,0.02,43.18,24.65,10-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
10-Jul-2018 - 00:00,21.42,19.97,3.7,25.11,3.58,0.55,22.3,7.06,14.38,0.26,2.54,1.99,28.2,88.53,1.67,128.8,,994.83,208.77,0.01,45.53,24.08,11-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
11-Jul-2018 - 00:00,14.8,19.23,3.88,18.67,5.71,0.5,32.29,2.74,7.33,0.04,1.08,1.06,29.38,81.47,2.29,126.11,,993.66,312.35,0.0,44.44,22.85,12-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
12-Jul-2018 - 00:00,15.82,20.05,4.05,19.86,5.56,0.5,29.01,4.09,8.12,0.03,1.38,1.12,29.2,81.98,2.06,126.09,,992.83,286.34,0.0,43.77,22.3,13-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
13-Jul-2018 - 00:00,14.76,19.72,4.2,18.96,10.16,0.45,24.69,3.41,8.58,0.03,1.35,0.92,29.1,82.17,1.75,116.08,,993.12,296.09,0.03,38.94,17.0,14-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
14-Jul-2018 - 00:00,12.25,19.55,4.47,16.72,8.52,0.42,20.61,1.26,7.53,0.0,1.57,0.9,28.82,82.95,2.08,98.76,,992.45,293.22,0.01,32.72,15.75,15-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
15-Jul-2018 - 00:00,9.5,16.42,3.6,13.09,3.76,0.39,25.49,1.02,6.91,0.01,0.81,0.66,28.86,83.54,2.23,106.72,,991.41,288.84,0.0,22.06,10.46,16-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
16-Jul-2018 - 00:00,12.01,16.28,4.4,16.41,15.8,0.44,26.78,1.7,8.43,0.01,0.81,0.81,28.68,84.34,2.68,113.0,,991.07,268.02,0.0,27.31,14.77,17-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
17-Jul-2018 - 00:00,17.43,20.36,4.37,22.37,5.18,0.46,22.73,3.15,9.37,0.01,1.25,1.29,28.21,86.2,1.96,132.47,,993.37,332.46,0.01,35.07,14.3,18-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
18-Jul-2018 - 00:00,14.86,20.56,4.35,20.46,7.12,0.46,20.02,3.69,10.01,0.0,0.84,1.11,29.44,81.16,2.09,123.61,,993.98,89.26,0.0,38.67,17.24,19-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
19-Jul-2018 - 00:00,17.14,25.77,6.96,26.71,5.18,0.51,26.15,3.44,8.39,0.0,0.75,1.26,31.56,72.44,1.62,107.63,,993.08,131.05,0.0,51.74,19.71,20-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
20-Jul-2018 - 00:00,18.45,28.11,6.07,26.65,4.12,0.47,16.34,2.12,8.26,0.66,1.22,1.14,30.59,78.38,3.78,149.88,,991.34,172.82,0.01,61.45,25.46,21-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
21-Jul-2018 - 00:00,9.66,20.08,3.54,14.02,6.21,0.41,21.53,1.28,10.09,0.35,0.6,0.77,27.47,91.47,5.48,103.07,,989.83,95.54,0.11,24.89,18.51,22-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
22-Jul-2018 - 00:00,10.62,19.84,3.23,14.5,1.68,0.41,26.25,1.72,7.16,0.21,0.53,0.81,26.82,92.97,4.6,146.42,,991.43,,0.13,15.94,11.89,23-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
23-Jul-2018 - 00:00,24.46,33.35,5.81,32.3,1.55,0.56,16.83,3.7,6.5,0.44,1.08,1.62,27.65,90.54,3.18,171.41,,995.12,20.82,0.18,45.39,22.81,24-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
24-Jul-2018 - 00:00,22.56,26.92,4.53,28.45,1.84,0.5,19.36,2.6,4.91,0.34,0.93,1.46,28.25,85.6,2.64,179.1,,996.76,129.34,0.01,45.31,24.26,25-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
25-Jul-2018 - 00:00,27.69,23.5,7.28,36.74,3.12,0.56,11.43,6.28,8.69,0.87,1.58,1.64,27.88,90.74,3.39,188.62,,996.55,126.6,0.1,71.13,33.91,26-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
26-Jul-2018 - 00:00,21.09,4.37,16.34,37.27,5.78,0.67,6.58,4.45,7.84,1.14,1.65,1.92,26.13,96.84,1.61,209.23,,996.79,,0.42,60.02,35.03,27-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
27-Jul-2018 - 00:00,28.15,4.96,11.03,39.16,20.95,0.67,10.9,4.63,7.66,0.96,1.63,1.56,27.16,90.03,1.17,216.77,,995.97,,0.16,67.68,37.02,28-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
28-Jul-2018 - 00:00,29.31,4.0,16.0,45.03,16.49,0.75,15.45,4.58,7.07,1.28,1.91,2.25,27.87,89.17,0.54,194.1,,996.13,,0.03,87.16,51.89,29-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
29-Jul-2018 - 00:00,24.07,4.04,11.49,35.52,2.53,0.65,21.36,4.92,6.68,0.73,1.6,2.58,27.9,90.69,0.6,142.24,,995.57,,0.02,69.27,46.97,30-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
30-Jul-2018 - 00:00,24.94,4.95,5.21,30.14,19.6,0.61,32.03,4.19,6.65,0.6,1.18,1.42,28.15,85.55,0.69,226.73,,994.96,,0.0,74.56,43.54,31-Jul-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
31-Jul-2018 - 00:00,26.35,5.69,6.26,32.28,19.04,0.73,24.07,3.43,8.27,1.21,1.44,1.29,26.51,90.95,0.71,274.54,,994.78,,0.33,79.85,48.22,01-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
01-Aug-2018 - 00:00,25.47,6.27,11.68,36.98,24.55,0.68,14.47,2.99,8.35,1.63,2.09,1.68,25.27,93.85,0.99,235.3,,995.75,,0.17,84.36,46.66,02-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
02-Aug-2018 - 00:00,32.73,7.06,6.81,39.53,30.76,0.55,22.79,3.03,7.78,2.05,2.09,1.35,26.35,87.8,0.92,229.24,,997.11,99.48,0.01,93.59,47.21,03-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
03-Aug-2018 - 00:00,44.96,6.72,6.32,51.28,21.96,0.67,21.7,3.04,5.95,0.94,1.44,1.5,27.67,86.84,0.57,212.37,,996.25,316.51,0.16,106.75,57.89,04-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
04-Aug-2018 - 00:00,51.86,6.67,7.86,59.71,35.86,0.69,25.48,2.72,5.85,1.42,1.99,1.54,28.63,82.43,0.6,246.92,,995.8,391.54,0.0,106.55,60.5,05-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
05-Aug-2018 - 00:00,51.99,5.8,7.0,58.99,11.0,0.66,16.47,4.01,5.85,0.86,1.79,2.0,27.16,92.19,0.47,232.79,,995.54,227.41,0.18,72.3,44.33,06-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
06-Aug-2018 - 00:00,36.5,7.0,5.1,41.6,9.93,0.63,15.44,3.08,8.1,0.74,1.68,1.97,27.79,88.65,0.64,117.61,,993.87,286.66,0.0,71.64,48.6,07-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
07-Aug-2018 - 00:00,20.11,9.78,3.79,23.89,10.89,0.39,26.14,1.95,7.25,0.36,0.77,0.98,27.55,86.35,2.05,101.17,,993.2,89.25,0.01,39.86,26.39,08-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
08-Aug-2018 - 00:00,17.04,8.45,4.34,21.38,14.4,0.4,27.3,3.64,9.43,0.4,0.98,0.96,28.23,82.17,2.04,123.61,,996.19,75.91,0.0,48.17,26.72,09-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
09-Aug-2018 - 00:00,21.3,7.57,4.48,25.78,11.49,0.42,21.74,4.5,10.21,0.73,1.36,1.1,28.58,83.41,1.33,125.29,,998.31,26.05,0.01,50.56,26.14,10-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
10-Aug-2018 - 00:00,24.35,8.07,4.43,28.77,7.42,0.52,24.54,3.58,6.72,0.6,1.19,1.4,29.69,79.55,0.6,154.81,,997.33,65.49,0.0,57.54,34.24,11-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
11-Aug-2018 - 00:00,18.39,8.94,4.4,22.74,4.57,0.37,19.97,3.31,6.53,0.43,0.99,0.94,29.87,78.53,0.99,143.99,,995.04,23.75,0.0,45.41,21.41,12-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
12-Aug-2018 - 00:00,16.52,10.13,4.37,20.87,2.4,0.34,17.08,2.59,5.28,0.32,0.86,0.91,29.51,79.74,1.1,139.6,,993.31,48.06,0.0,46.05,19.08,13-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
13-Aug-2018 - 00:00,23.57,9.21,5.94,29.42,6.94,0.43,15.89,2.38,6.98,0.46,1.08,1.1,28.56,85.04,0.94,112.82,,993.24,54.55,0.05,38.5,18.4,14-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
14-Aug-2018 - 00:00,22.69,7.31,4.38,27.07,7.87,0.4,15.05,1.62,6.98,0.35,0.83,0.96,29.15,81.69,1.54,95.03,,992.53,24.6,0.0,32.01,16.66,15-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
15-Aug-2018 - 00:00,14.91,7.48,3.41,18.31,2.37,0.36,17.91,0.99,5.77,0.21,0.54,0.64,28.24,86.69,2.25,107.85,,994.52,122.39,0.04,23.17,12.47,16-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
16-Aug-2018 - 00:00,23.49,6.96,4.51,27.98,13.84,0.45,17.5,3.27,8.12,1.07,1.57,0.89,28.48,84.94,1.83,118.91,,996.59,38.95,0.0,33.21,18.63,17-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
17-Aug-2018 - 00:00,25.92,7.74,3.93,29.85,9.08,0.4,23.98,3.09,6.66,0.34,0.82,0.79,29.38,78.49,0.96,131.32,,995.11,23.81,0.0,43.06,20.23,18-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
18-Aug-2018 - 00:00,25.09,10.17,4.85,29.93,9.25,0.47,22.14,3.16,6.37,1.7,2.42,0.94,30.43,75.09,0.71,133.73,,993.52,23.83,0.0,50.15,23.75,19-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
19-Aug-2018 - 00:00,39.17,4.13,9.79,48.96,13.08,0.67,7.1,3.94,6.61,1.07,1.9,1.68,27.88,90.01,0.79,200.5,,993.09,24.7,0.1,74.94,39.79,20-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
20-Aug-2018 - 00:00,18.94,6.42,3.95,22.9,12.87,0.42,17.12,1.98,6.02,0.31,0.78,0.82,28.17,84.53,2.05,113.96,,994.74,279.52,0.0,30.03,14.91,21-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
21-Aug-2018 - 00:00,22.29,8.41,4.56,26.86,13.6,0.48,18.73,3.17,6.42,0.85,1.35,0.79,28.45,85.03,1.5,120.98,,996.09,315.66,0.0,38.23,20.53,22-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
22-Aug-2018 - 00:00,32.51,5.54,4.36,36.86,11.64,0.72,24.17,2.95,6.19,0.86,1.36,1.44,28.98,84.45,0.74,208.1,,995.73,129.53,0.06,57.72,32.97,23-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
23-Aug-2018 - 00:00,31.71,5.44,4.49,36.18,28.75,0.6,31.49,2.48,4.07,0.61,1.15,0.89,29.3,78.02,0.75,217.04,,996.29,129.63,0.0,74.84,46.01,24-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
24-Aug-2018 - 00:00,28.78,5.02,3.63,32.41,10.48,0.6,25.31,3.55,7.3,0.52,1.15,1.15,29.15,81.97,0.9,136.52,,995.91,129.37,0.0,57.96,33.19,25-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
25-Aug-2018 - 00:00,25.68,4.47,4.18,29.86,6.29,0.55,15.4,4.08,7.14,0.43,1.08,0.9,29.08,83.78,1.05,132.3,,994.89,129.64,0.01,43.08,26.58,26-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
26-Aug-2018 - 00:00,17.73,7.04,3.59,21.32,4.88,0.44,15.4,1.02,4.84,0.21,0.54,0.64,29.1,81.37,1.8,111.88,,993.46,130.03,0.04,23.11,13.0,27-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
27-Aug-2018 - 00:00,18.08,6.82,3.82,21.9,18.25,0.5,19.49,2.04,5.61,0.29,0.58,0.74,28.77,82.84,2.08,111.27,,994.43,129.3,0.0,29.04,15.42,28-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
28-Aug-2018 - 00:00,20.41,5.52,4.04,24.44,8.67,0.57,18.09,3.53,7.77,0.33,0.88,0.78,28.54,84.42,1.78,123.35,,997.14,129.8,0.01,27.14,14.75,29-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
29-Aug-2018 - 00:00,30.49,4.62,7.64,38.13,9.18,0.62,15.05,6.23,10.74,0.95,1.82,1.28,28.64,83.77,0.89,150.02,,998.45,127.68,0.0,40.72,23.4,30-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
30-Aug-2018 - 00:00,35.23,4.83,3.94,39.17,6.84,0.77,21.24,3.74,5.65,0.55,1.14,1.32,28.97,84.46,0.66,169.12,,996.86,128.47,0.0,58.59,36.09,31-Aug-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
31-Aug-2018 - 00:00,35.74,4.15,4.28,40.02,4.98,0.74,15.19,5.73,9.94,0.71,1.52,1.53,28.18,88.41,0.92,132.57,,997.19,129.58,0.0,59.29,38.46,01-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
01-Sep-2018 - 00:00,24.39,7.91,3.74,28.13,6.12,0.51,21.94,5.3,8.16,0.87,1.48,1.12,28.14,84.42,1.29,135.35,0.21,998.34,127.15,0.0,34.11,21.29,02-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
02-Sep-2018 - 00:00,15.35,8.55,3.39,18.73,4.45,0.4,23.8,1.07,5.06,0.19,0.4,0.38,26.55,92.27,1.57,123.16,0.01,998.63,,0.0,19.53,12.09,03-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
03-Sep-2018 - 00:00,60.56,7.87,3.04,61.37,5.13,0.57,20.25,5.37,6.02,0.63,1.49,1.71,28.21,85.19,0.6,161.37,-0.0,999.01,128.1,0.0,66.85,,04-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
04-Sep-2018 - 00:00,63.63,6.13,15.46,78.71,17.75,0.99,11.32,6.27,12.04,2.93,3.42,2.28,27.59,89.72,0.44,264.8,-0.01,998.8,,0.0,150.75,,05-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
05-Sep-2018 - 00:00,39.55,8.65,8.74,48.21,13.51,0.68,11.39,3.54,8.23,1.23,1.87,1.61,28.11,85.05,1.04,97.28,0.0,995.75,,0.02,56.66,,06-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
06-Sep-2018 - 00:00,19.53,9.36,3.77,23.3,13.64,0.47,25.55,1.65,5.79,0.32,0.57,0.59,26.76,88.4,2.72,99.21,0.01,994.55,129.89,0.04,28.81,15.36,07-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
07-Sep-2018 - 00:00,22.19,7.82,3.72,25.9,7.9,0.51,28.42,4.02,7.45,0.83,1.17,0.84,27.77,86.17,1.88,127.32,0.0,999.15,115.7,0.06,42.13,14.96,08-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
08-Sep-2018 - 00:00,23.71,7.85,3.57,27.26,5.38,0.53,23.58,3.46,6.96,0.49,0.97,1.01,28.64,83.03,1.21,141.43,-0.01,,,0.0,47.11,20.47,09-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
09-Sep-2018 - 00:00,22.0,9.25,3.84,25.84,9.09,0.41,27.94,1.28,2.92,0.22,0.53,0.63,29.24,77.01,0.9,171.33,-0.02,,,0.0,53.43,20.94,10-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
10-Sep-2018 - 00:00,24.59,9.07,4.07,28.64,14.79,0.49,28.4,1.74,2.89,0.27,0.6,1.23,29.43,77.93,0.96,185.06,-0.02,,,0.0,78.21,29.17,11-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
11-Sep-2018 - 00:00,46.92,6.29,8.37,55.28,15.84,0.78,19.42,3.2,5.45,0.64,1.38,1.51,27.88,88.31,0.89,212.22,-0.01,,88.54,0.13,76.25,29.23,12-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
12-Sep-2018 - 00:00,47.2,4.41,4.57,51.76,12.25,0.93,21.63,3.66,5.49,0.71,1.45,1.44,29.22,86.05,0.84,213.38,-0.01,,197.48,0.0,87.94,35.72,13-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
13-Sep-2018 - 00:00,54.02,3.1,5.27,59.28,39.76,1.02,31.02,2.98,5.2,1.43,1.77,1.3,29.9,80.6,0.87,222.2,-0.0,,130.21,0.0,131.1,46.22,14-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
14-Sep-2018 - 00:00,62.7,2.44,16.1,78.8,20.91,1.22,25.64,7.97,13.15,2.1,3.14,2.0,28.64,85.41,0.61,199.11,0.0,,122.27,0.27,108.75,39.54,15-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
15-Sep-2018 - 00:00,60.79,2.6,18.67,79.46,43.01,1.37,15.63,5.56,12.82,2.19,3.43,2.05,28.78,83.87,0.57,227.5,-0.0,,99.9,0.0,132.38,44.3,16-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
16-Sep-2018 - 00:00,50.07,6.37,9.99,60.06,15.8,1.07,20.7,5.07,8.01,2.2,3.51,2.7,28.94,81.14,0.6,207.78,-0.04,,108.93,0.0,122.74,40.4,17-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
17-Sep-2018 - 00:00,34.02,9.29,4.26,38.27,9.31,1.1,36.66,3.42,4.85,0.89,1.98,1.85,30.25,79.05,0.68,305.23,-0.03,999.18,149.32,0.0,121.21,41.96,18-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
18-Sep-2018 - 00:00,38.39,10.62,4.02,42.41,11.16,1.22,36.19,4.67,6.63,1.47,2.47,1.7,30.99,74.04,0.74,250.4,-0.09,999.2,162.18,0.0,125.01,40.24,19-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
19-Sep-2018 - 00:00,41.14,12.12,3.68,44.79,17.49,0.88,39.49,2.34,7.0,0.71,1.33,1.55,30.8,74.2,0.88,186.27,-0.06,999.01,138.99,0.02,144.5,45.75,20-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
20-Sep-2018 - 00:00,31.09,11.02,5.08,36.17,16.2,0.68,15.7,1.92,7.29,0.48,1.08,0.96,26.72,92.48,2.05,124.97,-0.06,999.88,56.37,0.08,41.6,14.0,21-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
21-Sep-2018 - 00:00,25.24,8.86,4.82,30.06,10.7,0.41,29.05,2.25,6.09,0.28,0.72,0.82,25.38,95.78,2.03,118.07,-0.19,,49.22,0.03,25.39,9.84,22-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
22-Sep-2018 - 00:00,36.56,5.13,11.92,48.48,13.57,0.61,18.1,4.03,7.7,1.24,1.71,1.26,27.46,89.52,0.9,142.15,-0.05,,124.52,0.01,50.58,21.93,23-Sep-2018 - 00:00,"Ghusuri, Howrah - WBPCB"
