from date,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NO,NOx,NO2,SO2,Ozone,to date,station
23-Apr-2018 - 00:00,733.24,34.92,28.01,99.16,30.92,0.33,152.32,0.58,0.0,0.0,0.0,0.0,0.0,0.85,7.88,21.74,26.73,5.97,40.45,24-Apr-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Apr-2018 - 00:00,735.29,33.16,28.89,221.56,30.68,0.33,203.42,0.69,0.07,0.05,0.07,0.04,0.16,0.82,7.62,21.08,26.15,6.81,45.44,25-Apr-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Apr-2018 - 00:00,735.26,38.0,28.3,220.89,32.07,0.33,150.42,0.65,0.0,0.0,0.0,0.0,0.0,0.59,7.95,21.04,25.09,9.75,55.15,26-Apr-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Apr-2018 - 00:00,735.04,50.69,29.9,198.0,32.57,0.33,157.66,0.63,0.0,0.0,0.0,0.0,0.0,0.5,7.99,21.14,25.18,8.43,55.27,27-Apr-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Apr-2018 - 00:00,735.33,66.92,39.46,188.62,32.08,0.34,165.31,0.56,0.0,0.0,0.0,0.0,0.0,0.63,7.94,21.04,25.25,5.67,75.65,28-Apr-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Apr-2018 - 00:00,735.57,47.33,43.21,193.7,31.56,0.34,170.95,0.55,0.0,0.0,0.0,0.0,0.0,0.6,7.88,21.17,25.02,5.58,66.11,29-Apr-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Apr-2018 - 00:00,735.7,37.1,40.82,207.12,31.52,0.34,157.04,0.59,0.0,0.0,0.0,0.0,0.0,1.33,7.91,21.15,25.08,5.83,60.16,30-Apr-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Apr-2018 - 00:00,735.73,53.56,39.58,214.76,32.05,0.34,184.96,0.67,0.02,0.01,0.02,0.01,0.04,1.22,8.35,23.06,27.75,7.0,65.57,01-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
01-May-2018 - 00:00,735.78,35.77,45.92,197.9,31.36,0.29,189.41,0.55,2.33,0.02,0.03,0.02,0.06,0.89,8.1,22.6,27.03,6.02,72.4,02-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
02-May-2018 - 00:00,735.28,41.05,58.39,135.7,28.66,0.24,185.67,0.6,0.0,0.0,0.0,0.0,0.0,1.15,8.03,19.1,21.69,4.38,52.93,03-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
03-May-2018 - 00:00,735.91,35.81,54.26,189.75,28.36,0.24,173.39,0.65,0.0,0.0,0.0,0.0,0.0,0.72,7.95,18.99,21.5,6.69,39.83,04-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
04-May-2018 - 00:00,735.98,31.59,50.89,198.78,30.07,0.23,179.26,0.58,0.0,0.0,0.0,0.0,0.0,1.03,8.0,19.09,21.67,4.5,51.9,05-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
05-May-2018 - 00:00,735.74,39.46,42.28,214.23,31.71,0.23,160.15,0.63,0.0,0.0,0.0,0.0,0.0,0.77,7.9,19.13,21.56,6.16,60.07,06-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
06-May-2018 - 00:00,734.07,40.1,48.21,87.18,28.53,0.24,183.79,0.54,0.0,0.0,0.0,0.0,0.0,0.79,7.94,19.03,21.66,6.75,29.4,07-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
07-May-2018 - 00:00,735.19,37.94,40.81,185.48,30.76,0.23,170.59,0.51,0.07,0.04,0.05,0.03,0.11,0.9,7.77,20.1,24.33,5.94,42.47,08-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
08-May-2018 - 00:00,735.62,30.14,52.73,168.37,27.49,0.21,187.53,0.67,0.05,0.03,0.04,0.03,0.09,0.76,8.23,21.61,26.7,7.53,43.53,09-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
09-May-2018 - 00:00,735.83,31.67,46.17,201.58,28.38,0.21,194.09,0.56,0.08,0.09,0.12,0.08,0.28,0.67,7.97,22.07,28.05,6.21,40.47,10-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
10-May-2018 - 00:00,736.02,43.38,39.18,229.8,30.47,0.21,161.17,0.59,0.15,0.18,0.23,0.15,0.53,0.77,7.97,22.2,27.92,8.48,60.33,11-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
11-May-2018 - 00:00,735.88,54.0,37.48,229.86,32.45,0.21,196.51,0.67,0.16,0.17,0.23,0.15,0.57,0.67,6.52,21.39,26.75,7.72,63.56,12-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
12-May-2018 - 00:00,735.19,66.84,37.77,187.87,32.92,0.21,159.9,0.64,0.18,0.16,0.23,0.15,0.62,0.58,5.24,20.28,25.13,8.76,72.74,13-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
13-May-2018 - 00:00,735.79,42.44,49.19,190.31,30.81,0.21,178.15,0.66,0.18,0.16,0.23,0.15,0.62,0.69,5.25,20.44,25.36,6.18,47.35,14-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
14-May-2018 - 00:00,736.09,43.47,56.93,188.04,28.06,0.21,159.09,0.64,0.18,0.16,0.23,0.15,0.62,0.62,5.23,20.22,25.2,6.18,38.64,15-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
15-May-2018 - 00:00,735.95,44.58,47.7,199.18,30.89,0.21,177.74,0.58,0.18,0.16,0.23,0.15,0.62,,5.22,20.41,25.53,4.77,52.3,16-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
16-May-2018 - 00:00,735.4,72.99,37.7,201.43,32.65,0.21,233.15,0.52,0.18,0.16,0.23,0.15,0.62,,5.23,20.47,25.43,7.28,55.37,17-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
17-May-2018 - 00:00,735.08,76.97,33.75,195.93,32.5,0.21,220.97,0.62,0.18,0.16,0.23,0.15,0.62,0.63,5.26,20.29,25.26,9.8,54.45,18-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
18-May-2018 - 00:00,735.03,64.78,31.06,203.81,34.07,0.21,186.88,0.7,0.18,0.16,0.23,0.15,0.62,0.5,5.65,19.94,23.29,15.04,59.55,19-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
19-May-2018 - 00:00,735.04,71.27,31.33,199.49,33.04,0.21,215.54,0.57,0.18,0.16,0.23,0.15,0.62,0.78,6.25,19.35,21.04,7.81,71.22,20-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
20-May-2018 - 00:00,735.34,48.41,27.46,224.87,33.37,0.21,226.08,0.59,0.18,0.16,0.23,0.15,0.62,0.69,6.69,19.38,22.24,6.87,54.42,21-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
21-May-2018 - 00:00,735.18,58.51,24.26,225.38,33.77,0.21,182.62,0.53,0.18,0.16,0.23,0.15,0.62,0.68,6.27,19.45,21.71,9.58,61.1,22-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
22-May-2018 - 00:00,734.84,61.93,22.92,202.66,35.93,-0.04,251.77,0.55,0.18,0.16,0.23,0.15,0.62,0.78,6.2,20.27,21.37,8.11,61.74,23-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
23-May-2018 - 00:00,734.94,78.11,26.97,202.04,34.74,-0.24,201.38,0.6,0.18,0.16,0.23,0.15,0.62,0.68,6.7,21.51,22.24,9.18,55.51,24-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
24-May-2018 - 00:00,735.2,60.39,24.54,221.87,34.18,-0.24,215.54,0.6,0.18,0.16,0.23,0.15,0.62,0.43,5.22,21.52,22.34,13.26,53.78,25-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
25-May-2018 - 00:00,735.19,60.3,23.59,224.11,34.61,-0.24,197.04,0.67,0.18,0.16,0.23,0.15,0.62,0.43,5.24,21.08,22.42,12.64,60.52,26-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
26-May-2018 - 00:00,735.2,52.17,24.37,222.17,34.96,-0.24,179.97,0.68,0.18,0.16,0.23,0.15,0.62,0.43,5.2,20.28,22.47,12.67,53.61,27-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
27-May-2018 - 00:00,732.0,76.79,24.44,17.17,31.84,-0.26,170.92,0.59,0.18,0.16,0.23,0.15,0.62,0.43,5.19,20.82,22.0,7.43,39.48,28-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
28-May-2018 - 00:00,735.88,52.69,22.49,270.15,37.19,-0.2,205.41,0.68,0.18,0.16,0.23,0.15,0.62,0.64,5.19,20.28,22.35,22.19,71.68,29-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
29-May-2018 - 00:00,735.04,68.29,31.59,198.75,34.54,-0.22,169.28,0.65,0.18,0.16,0.23,0.15,0.61,0.83,5.21,20.34,22.43,7.17,64.81,30-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
30-May-2018 - 00:00,735.45,59.98,40.3,194.64,33.25,-0.16,186.3,0.65,0.18,0.16,0.23,0.15,0.62,1.13,6.37,20.9,22.36,8.62,62.57,31-May-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
31-May-2018 - 00:00,735.7,48.53,44.54,196.02,34.12,-0.11,195.31,0.62,0.18,0.16,0.23,0.15,0.62,1.03,7.28,21.39,22.62,5.97,61.72,01-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Jun-2018 - 00:00,735.6,48.29,50.83,173.67,31.89,-0.12,167.82,0.63,0.18,0.16,0.23,0.15,0.62,1.1,6.09,20.17,21.09,5.57,51.48,02-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Jun-2018 - 00:00,736.26,29.75,51.93,209.94,30.41,-0.12,191.04,0.69,0.18,0.16,0.23,0.15,0.62,1.13,5.24,19.25,20.19,5.9,48.74,03-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Jun-2018 - 00:00,735.75,41.69,49.44,191.12,32.65,-0.12,205.86,0.65,0.18,0.16,0.23,0.15,0.62,1.13,5.23,19.47,20.35,5.07,59.33,04-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Jun-2018 - 00:00,735.98,44.88,50.79,197.82,34.09,-0.1,192.0,0.67,0.18,0.16,0.23,0.15,0.62,1.07,4.71,18.4,18.4,4.73,51.9,05-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Jun-2018 - 00:00,735.96,39.97,50.78,199.05,34.28,-0.1,193.1,0.64,0.18,0.16,0.23,0.15,0.62,0.82,4.26,16.99,15.93,5.27,43.47,06-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Jun-2018 - 00:00,735.42,27.93,66.33,119.63,30.0,-0.13,178.7,0.63,0.18,0.16,0.23,0.15,0.61,0.85,4.26,17.37,16.27,4.42,24.53,07-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Jun-2018 - 00:00,736.21,45.88,54.93,202.72,33.52,-0.1,171.09,0.61,0.18,0.16,0.23,0.15,0.62,0.88,4.85,18.03,16.88,4.96,31.23,08-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Jun-2018 - 00:00,735.91,50.26,54.94,183.73,33.99,-0.1,151.41,0.65,0.18,0.16,0.23,0.15,0.63,1.01,5.23,18.26,17.31,5.32,31.03,09-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Jun-2018 - 00:00,735.65,31.44,71.21,122.96,30.15,-0.13,186.52,0.58,0.18,0.16,0.23,0.15,0.62,1.1,4.88,17.67,17.0,4.08,83.46,10-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Jun-2018 - 00:00,736.96,49.98,66.94,210.4,32.03,-0.12,185.15,0.64,0.18,0.16,0.23,0.15,0.62,0.95,4.25,17.33,16.36,4.66,131.97,11-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Jun-2018 - 00:00,736.38,38.59,51.42,219.16,33.36,-0.11,196.92,0.6,0.18,0.16,0.23,0.15,0.62,1.05,4.62,18.11,16.85,5.5,110.23,12-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Jun-2018 - 00:00,735.94,39.99,42.48,223.56,35.12,-0.11,194.43,0.66,0.18,0.16,0.23,0.15,0.62,1.16,5.25,19.3,18.2,7.36,99.62,13-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Jun-2018 - 00:00,735.61,97.76,39.22,204.85,36.03,-0.09,204.78,0.62,0.18,0.16,0.23,0.15,0.61,1.2,5.26,19.3,18.25,9.67,113.98,14-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Jun-2018 - 00:00,734.95,512.88,43.72,150.3,35.72,-0.1,214.41,0.67,0.18,0.16,0.23,0.15,0.62,1.06,6.45,20.02,21.98,7.66,103.26,15-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Jun-2018 - 00:00,734.1,501.37,47.56,82.83,33.92,-0.17,168.49,0.72,0.18,0.16,0.23,0.15,0.62,1.31,7.88,22.04,26.62,7.65,114.02,16-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Jun-2018 - 00:00,735.55,160.63,65.53,92.2,30.68,-0.36,150.61,1.01,0.18,0.16,0.23,0.15,0.62,1.2,7.74,22.14,26.14,6.17,75.03,17-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Jun-2018 - 00:00,736.52,81.27,68.32,144.19,30.11,-0.36,196.69,1.32,0.18,0.16,0.23,0.15,0.62,1.58,6.51,17.5,23.02,6.59,118.67,18-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Jun-2018 - 00:00,736.7,84.08,56.84,189.56,32.65,-0.32,210.58,1.13,0.18,0.16,0.23,0.15,0.62,1.56,6.79,19.24,23.23,10.77,143.5,19-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Jun-2018 - 00:00,737.15,99.23,54.01,217.64,34.47,-0.29,203.42,1.05,0.18,0.16,0.23,0.15,0.62,1.55,7.62,21.07,23.98,6.73,155.3,20-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Jun-2018 - 00:00,736.11,94.85,38.86,207.57,35.84,-0.39,162.13,1.06,0.18,0.16,0.23,0.15,0.62,1.54,7.14,21.85,25.45,7.57,128.55,21-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Jun-2018 - 00:00,735.4,80.99,38.69,166.42,36.02,-0.35,158.89,1.1,0.18,0.16,0.23,0.15,0.62,1.45,8.12,22.75,27.18,7.89,112.13,22-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Jun-2018 - 00:00,735.92,128.39,31.95,210.73,37.63,-0.19,179.56,1.19,0.18,0.16,0.23,0.15,0.62,1.01,5.4,19.01,25.33,7.95,79.91,23-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Jun-2018 - 00:00,735.66,80.35,34.75,183.71,36.17,0.2,162.58,0.84,0.18,0.16,0.23,0.15,0.63,0.51,1.69,14.23,21.56,33.7,15.12,24-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Jun-2018 - 00:00,733.59,41.33,37.59,49.45,34.78,0.21,126.08,1.14,0.18,0.16,0.23,0.15,0.62,1.08,11.27,21.16,30.12,11.47,11.02,25-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Jun-2018 - 00:00,735.83,45.5,30.97,208.35,37.77,0.2,176.26,1.12,0.18,0.16,0.23,0.15,0.62,0.51,66.41,71.51,64.1,14.07,23.98,26-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Jun-2018 - 00:00,738.67,68.13,37.41,368.61,38.03,0.2,220.11,1.2,0.18,0.16,0.23,0.15,0.62,0.36,10.74,41.01,31.13,24.46,35.01,27-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Jun-2018 - 00:00,735.97,47.88,58.76,153.21,33.4,0.2,213.71,0.88,0.18,0.16,0.23,0.15,0.61,0.47,3.4,17.59,25.22,24.85,16.04,28-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Jun-2018 - 00:00,736.61,24.52,68.49,149.87,32.66,0.21,183.65,1.01,0.18,0.16,0.23,0.15,0.62,0.41,7.0,21.23,27.76,6.58,11.48,29-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Jun-2018 - 00:00,736.57,25.35,52.36,189.35,34.98,0.21,184.19,0.97,0.18,0.16,0.23,0.15,0.62,0.53,7.87,20.15,23.25,11.56,12.8,30-Jun-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Jun-2018 - 00:00,736.3,27.18,51.49,178.39,35.43,0.2,193.73,0.91,0.18,0.16,0.23,0.15,0.62,0.59,6.99,21.64,23.69,6.46,18.07,01-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Jul-2018 - 00:00,736.82,38.2,57.77,195.29,35.35,0.21,202.36,0.92,0.18,0.16,0.23,0.15,0.62,0.54,6.92,21.73,23.45,6.93,19.24,02-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Jul-2018 - 00:00,735.26,48.15,59.53,102.47,33.67,0.21,130.48,1.04,0.18,0.16,0.23,0.15,0.63,0.59,6.92,21.72,23.59,7.03,12.86,03-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Jul-2018 - 00:00,737.79,26.58,69.66,215.69,31.59,0.18,131.23,0.98,0.18,0.16,0.23,0.15,0.63,0.39,7.03,21.78,24.17,11.64,18.59,04-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Jul-2018 - 00:00,739.53,14.23,72.14,304.63,31.88,-0.59,210.8,1.06,0.18,0.16,0.23,0.15,0.62,0.43,6.98,21.8,23.59,24.59,20.32,05-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Jul-2018 - 00:00,737.76,27.84,52.03,263.92,34.25,0.31,205.2,1.01,0.18,0.16,0.23,0.15,0.62,0.23,7.1,21.64,23.48,7.13,23.46,06-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Jul-2018 - 00:00,737.31,25.76,56.82,227.72,33.94,0.47,220.75,0.9,0.18,0.16,0.23,0.15,0.62,0.64,6.97,21.68,23.91,6.28,23.23,07-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Jul-2018 - 00:00,737.33,32.21,56.38,226.92,35.37,0.48,172.74,0.89,0.18,0.16,0.23,0.15,0.62,0.61,7.0,21.8,23.58,6.03,23.51,08-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Jul-2018 - 00:00,737.52,34.16,57.9,243.44,35.2,0.47,141.35,0.93,0.18,0.16,0.23,0.15,0.61,0.64,6.99,21.87,24.11,7.38,23.42,09-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Jul-2018 - 00:00,737.84,54.3,59.08,248.71,36.19,0.38,184.65,1.13,0.09,0.08,0.11,0.07,0.3,0.91,12.02,25.5,24.73,8.46,26.23,10-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Jul-2018 - 00:00,737.4,30.77,56.46,226.98,35.46,0.47,189.72,1.0,0.05,0.03,0.06,0.08,0.19,0.4,17.83,29.78,31.66,13.71,25.91,11-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Jul-2018 - 00:00,738.16,47.04,54.37,294.54,35.6,0.49,172.15,1.05,0.14,0.08,0.17,0.2,0.51,0.32,60.35,71.61,55.2,31.03,27.72,12-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Jul-2018 - 00:00,738.27,29.7,63.31,254.02,34.46,0.48,155.93,1.14,0.32,0.15,0.17,0.09,0.53,0.14,6.93,21.82,18.55,8.1,26.7,13-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Jul-2018 - 00:00,736.38,24.22,73.16,112.89,32.22,0.43,178.52,1.03,0.3,0.15,0.17,0.09,0.53,0.66,14.52,29.23,23.65,12.3,27.42,14-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Jul-2018 - 00:00,737.47,13.78,68.97,191.28,32.95,0.45,139.05,0.95,0.28,0.15,0.17,0.09,0.53,0.64,6.93,21.78,18.77,5.87,26.71,15-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Jul-2018 - 00:00,736.94,13.07,65.63,171.13,33.72,0.45,113.39,1.0,0.28,0.15,0.17,0.09,0.53,0.67,7.01,21.77,18.75,6.33,26.65,16-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,17-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,18-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,19-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Jul-2018 - 00:00,737.58,29.09,65.96,212.19,34.54,-1.32,162.31,1.12,0.28,0.15,0.17,0.09,0.53,0.26,6.95,21.75,18.59,7.56,28.53,20-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Jul-2018 - 00:00,737.23,20.33,65.34,189.69,34.33,-1.12,132.87,1.07,0.28,0.15,0.17,0.09,0.54,0.24,7.03,21.68,18.74,16.93,25.83,21-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Jul-2018 - 00:00,736.52,34.32,74.25,120.64,32.62,0.25,172.69,1.05,0.28,0.15,0.17,0.09,0.53,0.16,6.94,21.73,18.52,5.46,25.81,22-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Jul-2018 - 00:00,735.0,15.77,78.0,18.17,31.45,0.18,172.03,0.87,0.28,0.15,0.17,0.09,0.54,0.42,7.0,21.61,18.29,4.96,23.62,23-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Jul-2018 - 00:00,737.6,16.98,67.3,208.5,33.08,-1.07,157.66,1.04,0.3,0.24,0.19,0.14,0.26,0.14,6.79,19.34,19.72,11.78,28.64,24-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Jul-2018 - 00:00,736.95,19.25,67.75,166.83,33.5,3.05,141.55,1.02,0.28,0.28,0.19,0.13,0.25,0.43,5.67,19.77,21.28,5.73,27.55,25-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Jul-2018 - 00:00,736.93,34.91,74.76,141.76,32.97,2.18,167.74,1.18,0.28,0.28,0.19,0.13,0.25,0.53,5.61,19.74,21.24,5.71,27.62,26-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Jul-2018 - 00:00,736.26,20.18,77.52,91.04,31.22,1.97,186.44,1.07,0.28,0.28,0.19,0.13,0.25,0.57,5.61,19.4,21.24,5.77,28.41,27-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Jul-2018 - 00:00,736.38,9.16,77.45,99.12,30.53,1.7,137.59,1.02,0.28,0.28,0.19,0.13,0.25,0.52,5.63,19.74,21.39,4.85,27.41,28-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Jul-2018 - 00:00,736.96,8.1,74.41,147.11,31.31,1.45,143.12,1.07,0.28,0.28,0.19,0.13,0.25,0.54,5.63,19.61,21.46,5.92,26.54,29-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Jul-2018 - 00:00,737.88,22.32,69.64,213.97,33.12,3.27,173.06,0.9,0.28,0.28,0.19,0.13,0.25,0.57,5.64,19.48,21.28,5.61,27.59,30-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Jul-2018 - 00:00,736.95,23.91,65.6,173.09,33.25,0.82,140.33,0.87,0.28,0.28,0.19,0.13,0.25,0.57,5.65,19.78,21.3,6.06,28.23,31-Jul-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
31-Jul-2018 - 00:00,737.46,44.56,67.08,198.76,33.61,0.78,164.62,0.98,0.28,0.28,0.19,0.13,0.25,0.54,5.66,19.6,21.43,15.12,29.13,01-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Aug-2018 - 00:00,738.92,57.67,55.35,325.67,35.32,0.78,191.92,0.9,0.28,0.28,0.19,0.13,0.25,0.58,5.63,19.27,21.44,15.45,29.95,02-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Aug-2018 - 00:00,736.88,43.26,65.24,245.96,33.66,0.46,165.15,1.07,0.28,0.28,0.19,0.13,0.25,1.21,5.63,19.78,21.22,6.95,29.98,03-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Aug-2018 - 00:00,732.94,46.6,68.97,347.14,33.28,0.48,160.12,1.13,0.28,0.28,0.19,0.13,0.25,0.87,5.61,19.7,21.22,4.14,35.73,04-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Aug-2018 - 00:00,732.35,54.55,76.37,123.65,32.67,0.48,146.98,1.16,0.28,0.28,0.19,0.13,0.25,0.83,5.6,19.54,21.33,3.63,40.99,05-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Aug-2018 - 00:00,732.1,58.9,75.6,,32.57,0.47,167.52,0.97,0.28,0.28,0.19,0.13,0.25,0.65,5.62,19.75,21.43,3.72,31.37,06-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Aug-2018 - 00:00,732.01,14.62,78.0,121.79,29.11,0.47,189.73,0.94,0.28,0.28,0.19,0.13,0.25,0.88,5.58,19.58,21.4,7.27,23.13,07-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Aug-2018 - 00:00,732.79,11.01,76.17,180.61,30.75,0.46,128.56,0.99,0.28,0.28,0.19,0.13,0.25,0.85,5.6,19.75,21.45,6.7,18.18,08-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Aug-2018 - 00:00,735.09,11.2,71.66,340.13,32.58,0.48,144.0,1.01,0.28,0.28,0.19,0.13,0.25,0.7,5.63,19.55,21.39,6.8,20.95,09-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Aug-2018 - 00:00,734.36,10.06,68.94,317.01,33.21,0.48,116.83,1.03,0.28,0.28,0.19,0.13,0.25,0.73,5.59,19.75,21.21,6.15,28.56,10-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Aug-2018 - 00:00,739.05,34.17,55.02,480.54,35.79,0.03,192.93,0.89,0.28,0.28,0.19,0.13,0.25,0.32,5.61,19.58,21.35,16.47,54.17,11-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Aug-2018 - 00:00,735.98,19.46,62.95,448.94,35.05,0.73,171.74,0.68,0.28,0.28,0.19,0.13,0.25,0.41,5.66,19.63,21.4,11.41,59.14,12-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Aug-2018 - 00:00,732.87,19.07,77.97,62.72,30.63,0.46,140.51,1.01,0.28,0.28,0.19,0.13,0.25,0.83,5.62,19.64,21.12,5.0,32.63,13-Aug-2018 - 00:00,"Sector-6, Panchkula - HSPCB "
