from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,BP,PM2.5,PM10,RF,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
18-May-2018 - 00:00,,,,,,,41.23,81.68,,,,,,0.97,44.66,,34.19,,,10.26,19-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-May-2018 - 00:00,0.53,0.15,0.27,0.11,5.71,756.61,38.57,78.17,0.0,818.76,39.18,85.63,0.87,0.96,38.21,2.22,24.4,23.94,140.31,7.52,20-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-May-2018 - 00:00,,,,,,,37.5,62.64,,,,,,0.79,41.37,,24.33,,,6.8,21-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-May-2018 - 00:00,,,,,,,45.23,80.84,,,,,,0.93,56.63,,35.77,,,12.45,22-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-May-2018 - 00:00,0.0,0.0,0.0,0.0,0.02,755.87,15.66,89.93,0.0,435.79,43.24,27.74,0.38,0.49,65.29,,59.05,0.0,126.03,9.86,23-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-May-2018 - 00:00,1.48,0.34,1.24,0.47,2.6,755.47,38.89,86.37,0.0,419.2,41.49,60.25,0.76,0.58,54.79,3.58,32.8,36.06,122.51,16.07,24-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-May-2018 - 00:00,1.47,0.84,1.5,0.6,3.79,756.0,49.53,94.44,0.0,312.34,37.41,118.76,1.02,0.66,61.82,2.18,29.0,29.95,99.54,24.18,25-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-May-2018 - 00:00,2.6,1.82,3.21,1.38,5.23,756.17,57.72,117.92,0.0,311.39,35.97,172.65,0.34,1.11,61.45,1.63,33.64,33.58,66.71,13.46,26-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-May-2018 - 00:00,1.71,0.83,2.2,0.91,4.45,755.55,46.61,92.97,0.0,318.28,36.89,189.2,0.4,0.75,65.07,1.93,35.25,35.54,67.7,12.48,27-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-May-2018 - 00:00,1.17,0.85,1.45,0.58,4.8,755.23,61.34,91.42,0.0,333.75,38.59,242.05,0.64,0.53,59.16,1.47,32.62,32.73,74.85,13.24,28-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-May-2018 - 00:00,1.71,1.07,1.99,0.79,4.83,754.17,154.84,101.55,0.0,315.16,37.38,145.56,0.56,0.71,61.52,1.93,37.12,37.51,85.63,16.34,29-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-May-2018 - 00:00,1.91,1.09,1.94,0.76,4.56,754.0,185.18,81.99,0.0,333.46,35.03,167.44,0.46,0.63,62.98,2.53,27.83,25.52,62.66,15.63,30-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-May-2018 - 00:00,0.73,0.28,0.7,0.27,3.22,754.3,38.09,111.55,0.03,308.49,33.2,153.51,0.79,0.42,57.39,3.9,39.2,37.96,56.25,7.34,31-May-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-May-2018 - 00:00,0.91,0.75,1.26,0.56,21.64,755.28,40.35,80.77,0.0,334.36,35.0,161.95,0.42,0.74,56.84,6.97,30.85,36.6,53.76,11.1,01-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Jun-2018 - 00:00,1.57,1.94,3.08,1.54,35.81,755.52,63.66,109.17,0.0,323.18,37.11,114.78,0.69,0.59,55.17,5.36,27.96,28.99,61.08,12.22,02-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Jun-2018 - 00:00,0.93,1.22,2.05,1.03,1.12,756.28,86.81,217.22,0.0,304.8,34.11,127.86,0.85,0.47,40.8,4.42,10.5,14.0,63.76,5.56,03-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Jun-2018 - 00:00,1.56,1.82,2.79,1.42,1.58,754.84,39.32,92.7,0.0,335.68,35.0,78.45,0.77,0.56,26.76,4.08,8.87,12.52,73.9,9.26,04-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Jun-2018 - 00:00,1.59,1.33,2.39,1.16,1.06,754.44,55.16,110.6,0.0,327.86,36.91,97.11,0.51,0.66,23.64,4.5,18.11,22.0,69.07,9.71,05-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Jun-2018 - 00:00,1.32,1.04,1.78,0.86,1.65,755.64,143.0,88.53,0.0,326.29,36.69,106.98,0.74,0.52,19.81,3.65,11.0,14.02,83.0,10.5,06-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Jun-2018 - 00:00,1.75,1.16,2.17,1.02,2.51,752.4,69.52,86.6,0.33,319.79,31.08,164.05,0.59,0.95,25.4,5.58,20.55,24.19,45.91,18.91,07-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Jun-2018 - 00:00,2.65,1.91,3.05,1.46,3.32,746.42,40.56,82.79,0.0,452.5,32.72,113.44,0.36,0.79,40.17,8.03,30.5,34.67,28.53,14.66,08-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Jun-2018 - 00:00,1.7,1.47,2.66,1.28,2.35,754.26,38.61,91.85,0.0,137.32,30.12,142.76,0.28,0.89,75.48,10.11,117.92,88.64,11.2,13.78,09-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Jun-2018 - 00:00,1.41,1.06,1.71,0.91,2.28,754.38,29.28,73.71,0.0,325.5,31.72,166.69,0.65,0.57,43.82,6.01,21.2,23.66,36.94,12.57,10-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Jun-2018 - 00:00,0.53,0.11,0.23,0.14,1.18,754.92,25.75,68.52,0.06,354.24,30.47,156.81,0.58,0.72,6.44,5.33,15.93,20.15,37.94,8.14,11-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Jun-2018 - 00:00,0.4,0.05,0.21,0.13,0.84,753.76,44.02,83.22,0.0,377.42,35.35,273.55,0.65,0.67,16.91,4.89,17.31,20.1,53.09,6.39,12-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Jun-2018 - 00:00,0.17,0.02,0.09,0.05,0.58,752.11,47.08,119.64,0.0,373.49,37.7,252.41,1.59,0.67,26.79,4.53,6.79,9.94,56.04,12.9,13-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Jun-2018 - 00:00,0.11,0.02,0.04,0.03,0.48,751.37,68.66,197.21,0.0,350.37,37.59,251.36,2.35,0.58,21.42,6.2,5.36,10.81,60.74,11.82,14-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Jun-2018 - 00:00,0.12,0.02,0.07,0.04,0.45,752.57,53.04,108.61,0.0,233.34,36.19,245.63,1.48,0.63,19.77,7.14,7.58,14.16,56.47,10.6,15-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Jun-2018 - 00:00,0.16,0.04,0.13,0.06,0.65,753.72,38.48,62.06,0.0,237.15,35.65,242.36,1.38,0.64,15.86,6.1,7.6,13.16,56.78,9.46,16-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Jun-2018 - 00:00,0.15,0.05,0.15,0.06,0.8,754.75,39.98,90.76,0.0,67.48,35.73,246.86,1.1,0.63,25.24,6.11,7.69,12.93,58.69,6.1,17-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Jun-2018 - 00:00,0.27,0.07,0.21,0.08,0.8,754.94,40.21,88.13,0.0,238.94,35.37,184.4,0.8,0.57,18.44,6.21,12.71,16.46,55.77,10.33,18-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Jun-2018 - 00:00,0.36,0.11,0.28,0.09,0.79,757.97,37.32,72.38,0.0,426.92,33.46,190.44,0.67,0.53,20.71,6.41,14.5,16.9,67.43,9.65,19-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Jun-2018 - 00:00,0.38,0.34,0.41,0.14,2.45,755.2,21.58,61.64,0.02,496.81,32.48,168.14,0.6,0.59,23.69,7.0,26.52,30.27,49.82,10.96,20-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Jun-2018 - 00:00,1.44,0.88,1.47,0.59,2.67,755.52,50.44,86.41,0.0,,35.17,183.91,0.42,0.88,33.06,7.11,33.39,38.73,52.34,11.21,21-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Jun-2018 - 00:00,1.19,0.92,1.3,0.49,2.28,755.49,65.07,132.25,0.05,,33.67,127.61,0.61,0.82,35.36,3.49,25.76,28.1,64.41,11.06,22-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Jun-2018 - 00:00,34.45,20.24,72.91,29.81,49.59,754.49,50.9,104.85,0.0,485.97,35.98,100.24,0.44,1.22,56.11,13.22,54.54,58.7,48.56,9.23,23-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Jun-2018 - 00:00,26.65,8.34,29.72,10.25,57.81,754.49,59.85,111.1,0.0,491.89,36.99,138.03,0.59,0.83,42.66,3.14,27.66,29.73,86.07,11.96,24-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Jun-2018 - 00:00,0.42,0.18,0.52,0.19,1.01,754.1,37.97,79.61,0.0,490.76,36.58,192.25,0.56,0.53,32.02,4.41,16.24,18.42,81.29,14.78,25-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Jun-2018 - 00:00,0.53,0.22,0.77,0.3,1.15,753.37,31.92,67.94,0.14,,34.03,224.57,0.73,0.5,35.21,4.74,15.35,19.52,58.15,11.2,26-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Jun-2018 - 00:00,0.76,0.3,0.97,0.39,1.52,753.47,30.43,61.28,0.01,,29.97,162.06,0.5,0.53,47.47,5.84,21.67,26.72,40.44,17.53,27-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Jun-2018 - 00:00,0.67,0.15,0.45,0.17,1.42,754.25,34.05,60.43,0.58,,29.41,102.49,0.77,0.51,54.09,5.48,16.9,20.62,55.0,9.85,28-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Jun-2018 - 00:00,1.37,0.59,2.05,0.82,2.15,754.27,28.02,46.23,1.34,,27.91,191.04,0.42,0.89,31.79,4.31,14.39,18.69,23.25,14.03,29-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Jun-2018 - 00:00,0.47,0.31,0.64,0.25,0.95,755.52,22.38,50.31,0.13,,27.96,118.27,0.68,0.47,49.49,6.75,16.93,23.03,34.09,13.35,30-Jun-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Jun-2018 - 00:00,0.44,0.13,0.44,0.16,1.13,763.16,39.43,80.57,0.0,,29.95,203.4,0.43,0.4,28.52,6.88,13.48,19.4,30.66,12.25,01-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Jul-2018 - 00:00,0.22,0.05,0.17,0.06,0.76,755.45,61.03,123.8,0.0,,31.55,239.72,0.82,0.31,33.47,7.16,13.01,19.0,41.86,8.17,02-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Jul-2018 - 00:00,1.31,0.42,1.75,0.69,1.76,753.47,58.2,133.26,0.0,,32.55,215.17,0.27,0.88,22.44,9.67,27.55,37.21,26.27,12.77,03-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Jul-2018 - 00:00,0.33,0.13,0.45,0.17,0.71,753.51,39.38,104.02,0.0,,33.13,202.79,0.58,0.35,21.88,6.99,14.61,20.78,38.21,15.49,04-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Jul-2018 - 00:00,0.38,0.18,0.46,0.17,0.84,753.67,49.47,123.79,0.06,,31.85,193.2,0.78,0.4,17.98,6.54,14.21,20.02,41.6,16.74,05-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Jul-2018 - 00:00,0.29,0.2,0.4,0.14,0.98,754.52,48.41,109.83,0.02,,31.57,219.03,0.51,0.58,16.55,7.09,14.78,20.92,35.47,15.0,06-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Jul-2018 - 00:00,0.73,0.37,0.85,0.34,1.36,754.61,57.11,103.23,0.0,470.36,33.06,117.49,0.41,0.75,9.82,9.67,19.91,28.29,44.42,17.45,07-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Jul-2018 - 00:00,0.88,0.41,1.0,0.41,2.59,754.31,63.27,94.58,0.0,478.09,34.05,115.37,0.41,0.81,16.54,8.54,9.05,16.78,59.82,16.48,08-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Jul-2018 - 00:00,0.9,0.36,1.01,0.39,3.24,753.7,66.15,109.3,0.0,,35.19,161.88,0.43,0.83,20.28,8.16,4.23,11.89,71.1,19.59,09-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Jul-2018 - 00:00,0.89,0.23,0.64,0.23,2.13,753.67,64.98,102.24,0.0,,34.97,106.78,0.31,0.72,21.3,10.58,11.2,20.72,63.02,22.42,10-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Jul-2018 - 00:00,0.79,0.44,0.92,0.81,1.49,753.41,60.93,110.28,0.0,,34.36,154.38,0.45,1.13,22.44,12.62,24.33,34.17,46.41,18.15,11-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Jul-2018 - 00:00,0.4,0.18,0.34,0.15,1.33,753.75,32.02,215.9,0.0,,31.8,205.07,0.6,0.58,30.59,11.32,17.36,27.33,35.16,21.91,12-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Jul-2018 - 00:00,0.36,0.26,0.42,0.17,1.23,753.28,43.53,378.76,0.0,,30.55,121.62,0.58,0.83,20.37,13.03,19.23,30.29,23.09,21.98,13-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Jul-2018 - 00:00,0.6,0.23,0.72,0.27,1.82,754.22,29.41,69.88,0.3,,27.88,117.12,0.64,0.8,6.69,10.96,22.06,31.93,27.72,19.49,14-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Jul-2018 - 00:00,0.64,0.38,0.87,0.32,2.49,753.66,33.47,67.28,0.13,,28.18,87.19,0.54,0.83,4.73,7.43,21.73,27.97,13.52,18.16,15-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Jul-2018 - 00:00,0.42,0.14,0.4,0.15,1.24,753.43,34.13,70.19,0.0,,29.65,99.71,0.59,0.78,19.08,9.82,27.48,35.14,30.42,16.24,16-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Jul-2018 - 00:00,0.94,0.41,1.39,0.56,1.65,753.95,38.53,77.05,0.22,,28.77,137.65,0.47,0.99,19.04,14.8,27.53,40.75,23.51,19.85,17-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Jul-2018 - 00:00,0.92,0.38,0.7,0.29,1.28,753.94,41.76,79.67,0.0,,31.41,133.91,0.49,0.84,21.88,14.17,25.01,37.54,27.81,20.5,18-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Jul-2018 - 00:00,0.51,0.06,0.18,0.07,0.38,754.41,34.78,77.54,0.08,,31.08,128.78,0.56,0.71,22.81,11.36,22.66,32.36,34.42,17.28,19-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Jul-2018 - 00:00,0.25,0.04,0.09,0.03,0.27,754.19,13.73,66.25,0.01,653.88,29.41,125.44,0.43,0.26,22.83,10.69,19.65,13.83,29.17,20.94,20-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Jul-2018 - 00:00,0.58,0.13,0.36,0.14,0.79,753.98,34.41,66.67,0.0,256.77,29.47,81.82,0.47,0.68,27.75,15.02,19.94,32.87,24.96,10.75,21-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Jul-2018 - 00:00,0.67,0.16,0.4,0.15,1.05,754.17,43.22,78.73,0.02,187.43,29.14,136.83,0.37,0.63,29.59,13.59,16.51,27.38,19.87,11.37,22-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Jul-2018 - 00:00,0.38,0.1,0.22,0.08,0.51,754.46,15.72,62.84,0.1,128.25,27.83,194.67,0.42,0.43,35.93,11.6,14.1,24.96,12.95,10.19,23-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Jul-2018 - 00:00,0.65,0.13,0.47,0.18,0.78,754.32,36.95,72.93,0.03,184.23,28.17,125.16,0.36,0.58,30.68,9.79,22.67,30.18,21.29,10.79,24-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Jul-2018 - 00:00,0.47,0.13,0.29,0.11,0.58,754.66,30.96,73.71,0.0,223.45,30.4,110.51,0.51,0.44,31.8,9.41,24.05,32.12,29.15,12.98,25-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Jul-2018 - 00:00,0.64,0.12,0.32,0.12,0.5,754.52,28.09,64.34,0.04,232.51,28.62,156.93,0.47,0.48,38.71,10.79,25.22,34.49,25.76,13.79,26-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Jul-2018 - 00:00,0.27,0.04,0.14,0.05,0.29,754.42,60.54,97.67,0.05,179.38,28.05,182.91,0.67,0.37,41.26,14.07,30.18,42.58,19.22,13.6,27-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Jul-2018 - 00:00,0.16,0.03,0.11,0.04,0.35,753.87,47.1,85.48,0.06,183.45,29.12,164.24,0.73,0.33,46.78,15.81,31.32,43.88,23.36,24.23,28-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Jul-2018 - 00:00,0.15,0.03,0.1,0.04,0.69,754.5,42.46,64.39,0.19,216.6,29.82,218.34,0.88,0.52,25.57,14.99,28.52,41.57,22.48,21.17,29-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Jul-2018 - 00:00,0.2,0.06,0.15,0.05,2.01,754.73,48.31,82.09,0.0,227.74,30.88,240.64,0.7,0.55,19.82,15.51,31.32,44.92,25.29,21.43,30-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Jul-2018 - 00:00,0.2,0.13,0.34,0.12,1.8,754.49,47.46,91.01,0.0,235.48,31.54,244.16,1.01,0.5,26.72,14.76,28.41,41.4,31.28,24.16,31-Jul-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-Jul-2018 - 00:00,0.15,0.19,0.31,0.11,2.15,754.05,59.93,99.43,0.0,183.77,32.07,217.5,1.42,0.54,33.33,14.21,27.96,39.95,30.56,16.29,01-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Aug-2018 - 00:00,0.14,0.1,0.24,0.08,1.79,754.53,69.76,115.94,0.0,185.79,32.13,222.54,1.36,0.39,32.93,14.11,27.55,39.91,28.78,8.31,02-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Aug-2018 - 00:00,0.14,0.1,0.25,0.08,1.88,755.37,80.01,127.76,0.0,205.76,32.0,222.11,1.36,0.44,33.42,13.95,27.27,37.47,32.45,10.31,03-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Aug-2018 - 00:00,0.16,0.17,0.35,0.13,5.14,755.66,62.68,119.25,0.0,174.43,31.88,219.88,1.21,0.52,33.24,11.53,20.8,27.38,31.31,13.28,04-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Aug-2018 - 00:00,0.17,0.17,0.37,0.13,4.6,755.46,65.77,114.1,0.0,206.76,31.45,217.48,0.88,0.6,24.34,5.2,18.32,20.93,31.55,16.66,05-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Aug-2018 - 00:00,0.32,0.2,0.55,0.19,4.3,755.44,53.93,120.83,0.0,206.04,29.88,215.55,0.88,0.37,24.03,6.35,17.28,17.82,24.46,16.28,06-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Aug-2018 - 00:00,0.24,0.28,0.53,0.29,2.72,755.31,53.91,101.8,0.0,191.18,28.67,256.37,0.4,0.63,26.01,6.86,14.84,20.09,24.45,13.82,07-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Aug-2018 - 00:00,0.45,0.41,1.07,0.45,1.92,755.34,110.12,72.69,0.21,176.91,27.26,252.24,0.55,0.58,31.57,7.91,13.06,19.4,21.92,14.11,08-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Aug-2018 - 00:00,0.72,0.68,1.62,0.57,3.27,755.3,37.27,67.92,0.02,176.81,26.83,160.69,0.36,0.5,28.67,16.32,14.63,20.66,18.24,12.14,09-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Aug-2018 - 00:00,0.79,0.57,1.67,0.61,4.53,756.56,29.73,81.09,0.03,195.43,29.34,293.58,0.52,0.49,28.79,32.9,17.19,38.95,19.88,15.1,10-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Aug-2018 - 00:00,0.86,0.66,1.92,0.7,4.46,756.13,35.64,65.3,0.05,191.54,30.04,179.92,0.36,0.76,30.07,25.16,24.22,42.36,23.0,14.94,11-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Aug-2018 - 00:00,0.25,0.23,0.6,0.21,0.92,754.54,41.59,78.09,0.03,168.19,30.4,179.15,1.0,0.63,25.96,21.65,27.57,41.35,26.76,16.68,12-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Aug-2018 - 00:00,0.18,0.27,0.62,0.22,1.47,753.3,38.22,63.68,0.0,181.15,30.54,188.24,0.83,0.72,26.42,7.13,30.41,35.65,33.71,14.5,13-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Aug-2018 - 00:00,0.41,0.56,1.22,0.43,1.64,754.11,36.49,77.44,0.0,192.05,29.52,168.85,0.38,0.85,31.18,18.64,23.08,39.92,29.36,13.06,14-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Aug-2018 - 00:00,0.65,0.57,1.21,0.44,1.32,754.61,41.62,97.6,0.0,194.94,30.96,129.92,0.36,0.92,36.7,19.59,22.49,40.07,30.56,12.12,15-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Aug-2018 - 00:00,0.35,0.58,0.86,0.33,1.53,755.55,70.81,109.51,0.0,200.7,29.98,163.14,0.5,0.82,32.42,22.18,24.41,44.52,34.03,10.67,16-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Aug-2018 - 00:00,0.44,0.32,0.91,0.32,1.1,756.22,41.97,82.12,0.0,212.27,29.33,159.13,0.55,0.89,30.57,15.63,26.85,40.35,33.94,15.56,17-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Aug-2018 - 00:00,0.46,0.36,0.76,0.27,1.35,754.94,38.94,85.85,0.0,207.89,30.83,105.97,0.63,0.8,31.53,18.84,26.71,42.51,28.43,15.43,18-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Aug-2018 - 00:00,0.77,0.42,1.14,0.4,1.02,754.76,52.46,88.78,0.0,203.66,31.45,153.41,0.44,0.85,31.97,15.15,23.75,37.23,26.88,16.35,19-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Aug-2018 - 00:00,0.65,0.73,1.19,0.42,1.54,754.79,53.34,96.81,0.0,211.08,30.08,164.22,0.44,0.82,35.66,20.74,26.77,44.54,23.16,14.89,20-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Aug-2018 - 00:00,0.61,0.56,1.35,0.49,1.97,755.59,58.47,98.71,0.0,183.76,30.25,138.06,0.54,0.85,36.6,22.63,26.14,46.61,27.28,16.35,21-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Aug-2018 - 00:00,0.77,0.66,1.87,0.69,1.9,755.45,49.75,121.5,0.0,180.66,29.73,133.12,0.46,0.98,29.22,24.11,27.83,49.47,24.95,15.82,22-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Aug-2018 - 00:00,0.5,0.46,1.12,0.39,1.2,755.14,58.94,120.53,0.26,174.5,30.89,232.1,0.59,0.71,20.11,30.77,36.82,59.02,22.17,8.82,23-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Aug-2018 - 00:00,0.28,0.15,0.5,0.17,0.51,755.85,34.73,88.66,0.24,174.85,28.5,350.54,0.64,0.5,27.99,20.64,25.38,39.36,16.57,11.6,24-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Aug-2018 - 00:00,0.15,0.12,0.36,0.13,0.73,755.62,22.82,78.38,0.0,176.01,29.4,302.61,0.66,0.38,33.55,20.93,23.85,35.86,23.07,11.2,25-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Aug-2018 - 00:00,0.2,0.42,0.72,0.22,0.56,755.35,38.1,77.97,0.0,211.21,30.56,293.48,0.79,0.39,33.92,19.6,42.22,61.8,25.63,5.01,26-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Aug-2018 - 00:00,0.23,0.16,0.44,0.16,1.07,754.82,31.71,81.65,0.0,184.29,30.52,292.2,0.95,0.32,33.68,18.3,31.95,47.69,23.83,4.98,27-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Aug-2018 - 00:00,0.44,0.48,1.29,0.43,0.77,755.73,38.32,87.34,0.14,166.93,27.64,292.43,0.73,0.41,33.32,17.35,33.92,48.74,18.87,5.17,28-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Aug-2018 - 00:00,0.69,0.8,1.83,0.59,0.83,751.49,41.48,85.08,0.0,169.5,28.17,291.57,0.65,0.52,37.81,17.77,24.93,40.43,15.98,5.63,29-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Aug-2018 - 00:00,0.77,0.42,1.74,0.63,0.75,744.83,27.95,73.47,0.21,175.24,27.34,195.02,0.43,0.53,37.41,17.38,25.19,39.46,10.7,9.21,30-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Aug-2018 - 00:00,0.67,0.26,0.97,0.37,0.77,743.87,45.14,85.03,0.0,181.1,30.29,219.23,0.29,0.51,33.82,15.11,27.59,40.37,16.08,5.5,31-Aug-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-Aug-2018 - 00:00,0.19,0.11,0.27,0.1,0.63,744.02,40.62,88.65,0.0,152.13,30.7,256.44,0.71,0.4,27.16,14.0,19.35,32.06,22.71,5.34,01-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Sep-2018 - 00:00,0.38,0.15,0.45,0.17,0.41,745.11,37.61,73.99,0.01,131.13,28.5,212.21,0.36,0.47,19.89,15.43,22.66,35.92,17.48,7.1,02-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Sep-2018 - 00:00,0.37,0.19,0.5,0.19,0.63,745.01,29.68,85.42,0.13,101.5,26.77,185.85,0.43,0.42,19.08,14.48,19.13,31.78,21.04,6.74,03-Sep-2018 - 00:00,"Moti Doongri, Alwar - RSPCB"
