from date,BP,PM2.5,PM10,RF,RH,SR,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Ozone,Toluene,CO,NH3,NO,NO2,NOx,SO2,to date,station
08-May-2018 - 00:00,,83.76,264.58,,,,,,,,,,,,0.38,7.78,,86.72,,43.85,09-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-May-2018 - 00:00,,147.32,462.2,,,,,,,,,,,,0.35,13.89,,51.93,,29.61,10-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-May-2018 - 00:00,,161.08,322.1,,,,,,,,,,,,0.56,8.61,,71.02,,45.51,11-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-May-2018 - 00:00,,197.88,399.39,,,,,,,,,,,,0.56,9.62,,74.72,,47.68,12-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,13-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,14-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,15-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-May-2018 - 00:00,756.76,124.14,245.43,0.0,38.15,507.97,120.93,0.76,1.05,0.32,0.53,0.2,63.3,2.07,0.83,17.16,6.77,51.58,58.34,31.93,16-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-May-2018 - 00:00,756.72,152.2,342.27,0.0,45.14,496.28,202.35,0.95,1.94,0.71,0.85,0.27,28.5,1.8,0.64,13.26,18.63,55.57,74.21,79.2,17-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,18-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,19-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,20-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,21-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-May-2018 - 00:00,756.89,117.14,402.35,0.0,9.03,490.47,240.5,1.38,1.13,0.5,0.66,0.23,56.4,3.56,0.43,2.39,15.14,76.29,90.69,70.62,22-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-May-2018 - 00:00,756.8,137.98,428.34,0.0,12.44,486.2,156.36,0.75,1.67,0.66,0.83,0.34,57.86,7.67,0.54,4.14,9.92,77.41,83.82,60.14,23-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-May-2018 - 00:00,756.68,172.96,512.33,0.0,18.59,491.61,129.78,0.81,2.29,2.34,2.3,0.96,74.53,7.34,0.85,11.39,46.85,137.95,172.29,96.29,24-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-May-2018 - 00:00,756.65,153.94,442.86,0.0,13.28,495.27,277.98,1.15,1.94,0.84,1.1,0.42,41.46,6.45,0.63,6.52,33.21,131.78,154.12,123.88,25-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-May-2018 - 00:00,756.68,149.42,444.26,0.0,12.89,490.58,220.98,0.8,2.01,6.85,5.35,1.55,43.44,5.25,0.73,3.0,62.12,152.69,188.15,86.51,26-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-May-2018 - 00:00,756.57,235.28,459.18,0.0,13.0,370.71,206.17,0.68,2.19,12.76,6.64,1.94,42.77,7.88,0.82,12.58,70.61,139.01,194.23,71.1,27-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-May-2018 - 00:00,756.51,125.54,478.41,0.0,9.33,51.0,246.22,1.19,0.9,1.33,1.45,0.54,37.41,2.25,0.33,10.34,39.79,128.65,154.4,34.42,28-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-May-2018 - 00:00,756.36,186.2,551.01,0.0,17.71,222.62,210.47,0.79,2.35,7.53,4.53,1.2,40.94,7.76,0.84,19.71,46.0,160.82,188.63,81.57,29-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-May-2018 - 00:00,756.24,123.01,424.98,0.0,21.81,620.0,145.78,0.79,1.43,5.77,5.2,1.32,44.84,3.1,0.54,34.74,24.37,116.99,135.74,35.0,30-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-May-2018 - 00:00,744.62,88.24,418.24,0.0,38.52,620.0,119.55,1.24,0.49,0.24,0.26,0.1,41.41,1.01,0.54,35.92,11.25,53.69,62.32,19.68,31-May-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-May-2018 - 00:00,733.52,80.63,284.55,0.0,30.57,620.0,142.82,0.86,0.94,0.74,0.77,0.28,37.4,2.65,0.33,18.57,19.57,54.82,64.52,39.63,01-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Jun-2018 - 00:00,733.52,84.65,296.88,0.0,37.0,620.0,106.87,1.05,0.92,0.11,0.19,0.08,45.8,2.22,0.62,28.2,7.0,35.32,39.83,28.1,02-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Jun-2018 - 00:00,756.69,70.63,346.75,0.0,34.68,620.0,102.35,1.31,0.35,0.09,0.12,0.06,65.63,1.49,0.51,9.04,14.46,50.79,41.5,23.96,03-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Jun-2018 - 00:00,756.57,59.38,200.43,0.0,54.35,620.0,114.32,1.07,0.72,0.05,0.07,0.04,36.36,0.49,0.48,14.62,15.85,1.47,3.1,53.92,04-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Jun-2018 - 00:00,756.43,80.2,270.09,0.0,40.77,620.0,113.34,1.12,0.71,0.06,0.09,0.05,63.7,1.88,0.45,7.57,15.44,15.22,19.84,20.17,05-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Jun-2018 - 00:00,756.64,71.51,207.09,0.0,41.99,620.0,110.0,1.19,0.68,0.09,0.12,0.07,57.73,1.43,0.44,1.34,14.75,20.72,35.46,19.23,06-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Jun-2018 - 00:00,756.8,68.26,203.79,0.0,51.78,620.0,128.33,0.95,0.54,0.28,0.32,0.14,49.96,1.55,0.44,2.38,10.82,20.41,31.44,13.28,07-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Jun-2018 - 00:00,756.41,85.04,226.41,0.0,45.96,620.0,125.99,0.91,1.0,0.22,0.24,0.13,52.91,1.92,0.65,1.38,3.73,11.29,15.02,26.96,08-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Jun-2018 - 00:00,756.11,136.67,330.52,0.0,45.14,620.0,139.71,1.14,0.82,0.45,0.46,0.22,42.9,1.35,0.46,1.13,10.41,17.76,26.52,31.57,09-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Jun-2018 - 00:00,756.14,130.87,175.01,0.0,58.68,620.0,136.56,1.41,0.68,0.24,0.22,0.12,42.04,0.46,0.57,0.78,4.61,8.69,13.29,13.91,10-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Jun-2018 - 00:00,755.9,269.78,424.56,0.0,36.89,620.0,278.08,1.5,0.73,0.19,0.33,0.15,25.86,2.85,0.26,0.03,21.53,36.95,45.34,22.24,12-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Jun-2018 - 00:00,755.78,264.73,659.49,0.0,37.74,620.0,241.58,1.32,0.44,0.05,0.1,0.07,18.43,1.18,0.29,5.22,29.22,31.02,47.89,18.98,13-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Jun-2018 - 00:00,755.8,225.3,922.83,0.0,29.99,620.0,261.8,1.65,0.6,0.21,0.21,0.13,12.26,1.08,0.42,10.41,50.88,48.85,96.7,22.82,14-Jun-2018 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
