from date,WS,WD,Gust,Variance,AT,RH,SR,BP,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Xylene,to date,station
13-May-2018 - 00:00,,,,,,,,,,262.66,65.15,,36.56,0.0,26.29,,38.51,6.21,0.0,0.0,0.0,14-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
14-May-2018 - 00:00,,,,,,,,,,177.24,48.21,,36.57,0.0,28.95,,41.31,3.94,0.0,0.0,0.0,15-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
15-May-2018 - 00:00,,,,,,,,,,218.11,65.3,,36.57,0.0,12.68,,42.7,5.97,0.0,0.0,0.0,16-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
16-May-2018 - 00:00,,,,,,,,,,253.45,61.68,,,0.0,0.0,0.0,34.76,3.22,0.0,0.0,0.0,17-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
17-May-2018 - 00:00,,,,,,,,,,338.11,94.21,,35.36,0.0,0.32,0.0,46.09,0.0,0.0,0.0,0.0,18-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
18-May-2018 - 00:00,,,,,,,,,,288.81,88.91,,,0.0,0.0,,41.5,0.0,0.0,0.0,0.0,19-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
19-May-2018 - 00:00,,,,,,,,,,328.24,99.9,,,0.0,0.0,,45.51,0.0,0.0,0.0,0.0,20-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
20-May-2018 - 00:00,,,,,,,,,,275.49,77.66,,,0.0,0.0,,38.23,0.0,0.0,0.0,0.0,21-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
21-May-2018 - 00:00,,,,,,,,,,235.42,46.21,,36.19,0.0,0.0,,53.39,0.0,0.0,0.0,0.0,22-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
22-May-2018 - 00:00,,,,,,,,,,295.02,76.77,,,0.0,0.0,,50.84,0.0,0.0,0.0,0.0,23-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
23-May-2018 - 00:00,,,,,,,,,,380.01,115.5,,35.8,0.0,0.0,,48.8,0.0,0.0,0.0,0.0,24-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
24-May-2018 - 00:00,,,0.0,1.58,30.86,34.49,80.11,982.0,13.7,311.85,102.45,,,0.0,0.0,,43.4,0.0,0.0,0.0,0.0,25-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
25-May-2018 - 00:00,,,0.0,4.36,36.88,23.77,138.77,982.0,13.69,253.54,70.4,,203.41,0.36,0.0,,45.68,0.0,0.0,0.0,0.0,26-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
26-May-2018 - 00:00,,,0.0,3.47,26.17,45.33,21.5,982.0,13.7,277.34,89.2,,,0.0,0.0,,56.22,0.0,0.0,0.0,0.0,27-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
27-May-2018 - 00:00,,,,,,,,,,330.84,95.26,,,0.0,0.0,,51.14,0.0,0.0,0.0,0.0,28-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
28-May-2018 - 00:00,,,0.0,3.28,36.34,34.35,270.25,982.0,13.69,328.06,120.09,,,0.0,0.0,,53.28,0.0,0.0,0.0,0.0,29-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
29-May-2018 - 00:00,,,0.0,8.0,33.94,50.25,26.0,982.0,13.7,352.14,111.59,,,0.0,0.0,,55.72,0.0,0.0,0.0,0.0,30-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
30-May-2018 - 00:00,,,0.0,4.65,34.01,51.99,224.72,982.0,13.7,284.68,95.51,,,0.0,0.0,,43.49,0.0,0.0,0.0,0.0,31-May-2018 - 00:00,"North Campus, DU, Delhi - IMD"
31-May-2018 - 00:00,,,0.0,5.61,35.98,49.2,226.82,982.0,13.7,226.55,57.15,,,0.0,0.0,0.0,43.07,0.0,0.0,0.0,0.0,01-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
01-Jun-2018 - 00:00,,,0.0,6.61,32.8,57.44,232.43,982.0,13.7,243.46,56.53,,,0.0,0.0,,45.86,0.0,0.0,0.0,0.0,02-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
02-Jun-2018 - 00:00,,,0.0,3.89,27.07,62.5,20.33,982.0,13.68,167.01,54.4,,,0.0,0.0,,48.63,0.0,0.0,0.0,0.0,03-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
03-Jun-2018 - 00:00,,,,,,,,,,172.92,46.29,,,0.0,0.0,,51.03,0.0,0.0,0.0,0.0,04-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
04-Jun-2018 - 00:00,,,,,,,,,,205.55,55.34,23.6,4.45,3.62,0.0,22.91,47.18,0.0,0.0,0.0,0.0,05-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
05-Jun-2018 - 00:00,,,,,,,,,,174.65,78.31,3.2,2.02,0.11,0.0,22.91,45.74,0.0,0.0,0.0,0.0,06-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
06-Jun-2018 - 00:00,,,,,,,,,,207.65,63.37,38.57,181.99,19.77,0.0,17.22,43.68,0.0,0.0,0.0,0.0,07-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
07-Jun-2018 - 00:00,,,,,,,,,,221.61,83.53,4.62,100.38,4.51,0.0,,42.83,0.0,0.0,0.0,0.0,08-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
08-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
09-Jun-2018 - 00:00,,,,,,,,,,181.22,45.32,,0.02,0.0,0.0,,41.29,0.0,0.0,0.0,0.0,10-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
10-Jun-2018 - 00:00,,,,,,,,,,168.13,46.76,,0.02,0.0,0.0,,41.31,0.0,0.0,0.0,0.0,11-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
11-Jun-2018 - 00:00,,,,,,,,,,227.28,58.47,,,0.0,0.0,,35.74,0.0,0.0,0.0,0.0,12-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
12-Jun-2018 - 00:00,,,,,,,,,,314.37,56.63,0.55,,0.0,0.21,,38.26,0.0,0.0,0.0,0.0,13-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
13-Jun-2018 - 00:00,,,,,,,,,,843.7,140.89,20.03,1.11,10.34,0.39,,33.86,0.0,0.0,0.0,0.0,14-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
14-Jun-2018 - 00:00,,,,,,,,,,857.46,223.46,,,0.0,0.0,,34.39,0.0,0.0,0.0,0.0,15-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
15-Jun-2018 - 00:00,,,,,,,,,,837.05,126.29,,,0.0,0.33,,34.75,0.0,0.0,0.0,0.0,16-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
16-Jun-2018 - 00:00,,,,,,,,,,665.18,100.12,,,0.0,0.0,,20.59,0.0,0.0,0.0,0.0,17-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
17-Jun-2018 - 00:00,,,,,,,,,,505.55,91.43,,,0.0,0.0,,20.21,0.0,0.0,0.0,0.0,18-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
18-Jun-2018 - 00:00,,,,,,,,,,225.9,57.36,113.59,0.72,2.38,0.0,,18.51,0.0,0.0,0.0,0.0,19-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
19-Jun-2018 - 00:00,,,,,,,,,,179.7,48.01,21.79,0.25,21.82,0.0,,20.62,1.86,39.69,0.77,0.13,20-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
20-Jun-2018 - 00:00,,,,,,,,,,233.49,57.84,21.35,0.25,21.42,0.0,,22.51,4.42,27.75,0.0,0.0,21-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
21-Jun-2018 - 00:00,,,,,,,,,,315.8,74.35,20.67,0.26,20.69,0.0,,24.16,4.53,23.63,0.0,0.0,22-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
22-Jun-2018 - 00:00,,,,,,,,,,299.23,61.89,20.12,0.23,20.15,0.0,,28.27,2.4,21.24,0.0,0.0,23-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
23-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
24-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
25-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
26-Jun-2018 - 00:00,,,,,,,,,,185.95,49.05,9.04,18.32,27.36,0.0,,31.1,3.69,0.09,0.0,0.82,27-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
27-Jun-2018 - 00:00,,,,,,,,,,159.5,50.04,9.89,17.66,27.56,0.0,,27.78,3.93,0.01,6.4,0.26,28-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
28-Jun-2018 - 00:00,,,,,,,,,,81.18,41.82,10.85,14.89,25.9,0.0,,29.98,2.13,0.0,0.0,0.0,29-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
29-Jun-2018 - 00:00,,,,,,,,,,108.52,49.0,10.57,14.81,25.41,0.0,,37.16,2.78,0.0,0.0,0.0,30-Jun-2018 - 00:00,"North Campus, DU, Delhi - IMD"
30-Jun-2018 - 00:00,,,,,,,,,,108.47,42.96,10.7,14.84,25.55,0.0,,35.06,3.18,0.0,0.0,0.0,01-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
01-Jul-2018 - 00:00,,,,,,,,,,101.29,50.33,10.78,14.86,25.65,0.0,,33.84,2.26,0.0,0.0,0.0,02-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
02-Jul-2018 - 00:00,,,,,,,,,,141.82,47.28,9.71,14.59,24.28,0.0,,37.83,1.39,0.0,0.0,0.0,03-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
03-Jul-2018 - 00:00,,,,,,,,,,105.06,41.45,10.8,14.85,25.58,0.0,,40.3,3.95,0.0,0.0,0.01,04-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
04-Jul-2018 - 00:00,,,,,,,,,,108.68,39.35,9.87,14.6,24.47,0.0,,39.28,3.07,0.01,0.02,0.01,05-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
05-Jul-2018 - 00:00,,,,,,,,,,125.73,48.31,9.33,14.28,23.63,0.0,,36.12,4.85,0.02,0.06,0.02,06-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
06-Jul-2018 - 00:00,,,,,,,,,,158.87,44.52,7.74,14.09,21.84,0.0,,37.67,3.46,0.0,0.13,0.03,07-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
07-Jul-2018 - 00:00,,,,,,,,,,147.18,59.9,7.69,14.09,21.77,0.0,,39.03,3.77,0.0,0.06,0.01,08-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
08-Jul-2018 - 00:00,,,,,,,,,,171.03,66.0,7.6,14.06,21.66,0.0,,44.43,4.97,0.0,0.05,0.03,09-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
09-Jul-2018 - 00:00,,,,,,,,,,161.15,62.57,7.64,14.08,21.73,0.0,,43.2,4.72,0.0,0.03,0.01,10-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
10-Jul-2018 - 00:00,,,,,,,,,,112.17,43.64,7.63,14.06,21.69,0.0,,41.41,2.96,0.0,0.01,0.0,11-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
11-Jul-2018 - 00:00,,,,,,,,,,89.24,34.97,7.48,14.05,21.54,0.0,,39.78,2.84,0.0,0.02,0.01,12-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
12-Jul-2018 - 00:00,,,,,,,,,,106.2,33.21,7.25,14.02,21.27,0.0,,36.67,2.96,0.0,0.03,0.06,13-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
13-Jul-2018 - 00:00,,,,,,,,,,51.9,38.52,7.39,13.97,21.35,0.0,,36.75,4.13,0.01,0.03,0.12,14-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
14-Jul-2018 - 00:00,,,,,,,,,,84.26,36.82,7.5,14.04,21.56,0.0,,36.39,2.59,0.0,0.0,0.03,15-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
15-Jul-2018 - 00:00,,,,,,,,,,78.84,44.23,7.52,14.04,21.56,0.0,,36.73,3.6,0.0,0.0,0.02,16-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
16-Jul-2018 - 00:00,,,,,,,,,,70.5,41.22,8.35,14.24,22.61,0.0,,38.19,2.97,0.0,0.0,0.05,17-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
17-Jul-2018 - 00:00,,,,,,,,,,75.74,44.84,16.71,16.97,29.62,0.0,,39.97,3.57,0.0,0.01,0.05,18-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
18-Jul-2018 - 00:00,,,,,,,,,,80.42,32.53,20.19,4.51,22.99,0.0,,37.87,3.49,0.06,0.01,0.03,19-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
19-Jul-2018 - 00:00,,,,,,,,,,75.26,30.42,15.81,4.94,19.33,0.0,,36.84,2.87,0.05,0.0,0.01,20-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
20-Jul-2018 - 00:00,,,,,,,,,,73.68,35.12,17.0,4.53,20.7,0.0,,36.11,2.89,0.06,0.0,0.07,21-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
21-Jul-2018 - 00:00,,,,,,,,,,85.45,43.67,22.69,4.13,24.41,0.0,,37.06,4.03,0.65,0.0,0.07,22-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
22-Jul-2018 - 00:00,,,,,,,,,,52.15,30.33,17.79,3.91,20.56,0.0,,36.63,2.62,0.01,0.0,0.03,23-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
23-Jul-2018 - 00:00,,,,,,,,,,63.36,30.7,11.58,4.4,15.98,0.0,,36.15,2.2,0.05,0.0,0.02,24-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
24-Jul-2018 - 00:00,,,,,,,,,,104.61,47.62,17.48,8.85,26.07,0.0,,36.85,3.83,0.0,0.0,0.05,25-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
25-Jul-2018 - 00:00,,,,,,,,,,71.4,28.15,19.69,17.4,37.09,0.0,,36.01,1.98,0.0,0.0,0.08,26-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
26-Jul-2018 - 00:00,,,,,,,,,,51.94,21.96,24.08,15.52,38.73,0.0,,36.08,1.96,0.0,0.0,0.05,27-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
27-Jul-2018 - 00:00,,,,,,,,,,29.5,18.16,13.81,14.48,28.27,0.0,,35.88,1.54,0.0,0.0,0.0,28-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
28-Jul-2018 - 00:00,,,,,,,,,,55.01,29.61,15.43,15.08,30.54,0.0,,36.63,1.75,0.0,0.0,0.02,29-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
29-Jul-2018 - 00:00,,,,,,,,,,119.64,40.76,22.26,15.67,38.38,0.0,,37.07,2.34,0.0,0.0,0.06,30-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
30-Jul-2018 - 00:00,,,,,,,,,,130.35,35.74,19.0,16.85,34.95,0.0,,39.72,1.79,0.0,0.0,0.05,31-Jul-2018 - 00:00,"North Campus, DU, Delhi - IMD"
31-Jul-2018 - 00:00,,,,,,,,,,163.69,47.9,22.27,17.93,40.36,0.0,,39.06,2.11,0.0,0.01,0.04,01-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
01-Aug-2018 - 00:00,,,,,,,,,,218.18,53.54,37.8,17.58,55.39,0.0,0.0,53.24,1.87,0.0,0.01,0.01,02-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
02-Aug-2018 - 00:00,,,,,,,,,,292.16,58.13,39.26,24.04,63.55,0.0,,89.99,2.42,0.0,0.0,0.0,03-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
03-Aug-2018 - 00:00,,,,,,,,,,270.32,57.03,33.77,23.75,57.67,0.0,,88.51,3.42,0.0,0.0,0.0,04-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
04-Aug-2018 - 00:00,,,,,,,,,,289.24,58.97,38.31,24.39,62.71,0.0,,82.88,4.0,0.0,0.0,0.0,05-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
05-Aug-2018 - 00:00,,,,,,,,,,269.29,55.68,42.35,23.11,65.25,0.0,,64.03,5.03,0.0,0.0,0.0,06-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
06-Aug-2018 - 00:00,,,,,,,,,,137.41,41.29,41.81,23.54,65.02,0.0,,64.36,5.42,0.0,0.0,0.0,07-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
07-Aug-2018 - 00:00,,,,,,,,,,108.67,46.03,36.77,24.82,61.87,0.0,,65.96,5.58,0.0,0.0,0.01,08-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
08-Aug-2018 - 00:00,,,,,,,,,,76.2,41.02,45.28,24.57,69.86,0.0,,66.43,5.34,0.0,0.0,0.02,09-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
09-Aug-2018 - 00:00,,,,,,,,,,81.15,39.98,42.72,24.62,68.62,0.0,,62.24,5.45,0.0,0.0,0.01,10-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
10-Aug-2018 - 00:00,,,,,,,,,,103.28,42.16,61.52,28.0,89.47,0.0,,63.1,6.8,0.0,0.0,0.03,11-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
11-Aug-2018 - 00:00,,,,,,,,,,95.9,45.08,37.73,24.9,63.9,0.0,,53.45,3.7,0.0,0.0,0.03,12-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
12-Aug-2018 - 00:00,,,,,,,,,,79.68,22.9,38.63,23.47,62.87,0.0,,39.51,3.05,0.0,0.0,0.0,13-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
13-Aug-2018 - 00:00,,,,,,,,,,84.54,27.54,42.81,23.89,67.19,0.0,,41.89,4.19,0.0,0.0,0.01,14-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
14-Aug-2018 - 00:00,,,,,,,,,,119.18,48.79,61.72,25.66,87.38,0.0,,42.14,6.56,0.0,0.01,0.02,15-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
15-Aug-2018 - 00:00,,,,,,,,,,116.53,42.56,42.12,25.75,67.48,0.0,,42.9,3.83,0.0,0.0,0.01,16-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
16-Aug-2018 - 00:00,,,,,,,,,,93.31,37.21,49.42,26.02,75.44,0.0,,43.72,5.42,0.0,0.0,0.02,17-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
17-Aug-2018 - 00:00,,,,,,,,,,67.06,28.73,47.18,24.47,71.72,0.0,,37.15,4.94,0.0,0.0,0.02,18-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
18-Aug-2018 - 00:00,,,,,,,,,,67.9,36.96,43.95,24.5,69.4,0.0,,47.39,5.35,0.0,0.0,0.01,19-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
19-Aug-2018 - 00:00,,,,,,,,,,87.32,42.32,50.11,24.74,75.82,0.0,,37.79,7.09,0.0,0.0,0.02,20-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
20-Aug-2018 - 00:00,,,,,,,,,,111.5,56.97,64.51,28.32,91.82,0.0,,31.92,7.24,0.0,0.0,0.07,21-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
21-Aug-2018 - 00:00,,,,,,,,,,64.39,31.99,37.93,27.04,64.27,0.0,,22.24,3.55,0.0,0.0,0.0,22-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
22-Aug-2018 - 00:00,,,,,,,,,,53.32,26.09,46.1,25.5,71.52,0.0,,24.39,4.32,0.0,0.0,0.01,23-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
23-Aug-2018 - 00:00,,,,,,,,,,53.64,22.37,33.72,22.45,56.43,0.0,,17.06,2.86,0.0,0.0,0.0,24-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
24-Aug-2018 - 00:00,,,,,,,,,,78.52,26.98,34.23,22.65,57.21,0.0,,20.05,2.85,0.0,0.0,0.01,25-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
25-Aug-2018 - 00:00,,,,,,,,,,71.78,24.75,30.64,22.32,52.96,0.0,,21.65,2.36,0.0,0.0,0.01,26-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
26-Aug-2018 - 00:00,,,,,,,,,,80.25,46.66,28.93,23.14,52.08,0.0,,22.89,2.42,0.0,0.0,0.0,27-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
27-Aug-2018 - 00:00,,,,,,,,,,54.25,42.36,33.87,22.36,56.26,0.0,,21.95,3.24,0.0,0.0,0.0,28-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
28-Aug-2018 - 00:00,,,,,,,,,,78.35,57.29,39.73,24.03,63.89,0.0,,22.92,4.5,0.11,0.13,0.03,29-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
29-Aug-2018 - 00:00,,,,,,,,,,71.96,42.59,41.73,24.55,66.28,0.0,,29.13,5.02,0.0,0.0,0.01,30-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
30-Aug-2018 - 00:00,,,,,,,,,,104.83,35.71,47.35,24.62,71.96,0.0,,29.84,6.07,0.0,0.01,0.0,31-Aug-2018 - 00:00,"North Campus, DU, Delhi - IMD"
31-Aug-2018 - 00:00,,,,,,,,,,163.35,41.97,30.77,24.14,56.19,0.0,,22.77,4.38,0.0,0.0,0.01,01-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
01-Sep-2018 - 00:00,,,,,,,,,,115.18,44.87,34.79,24.43,43.03,0.0,0.0,18.73,6.06,0.0,0.01,0.01,02-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
02-Sep-2018 - 00:00,,,,,,,,,,97.77,46.17,,,0.0,0.0,0.0,,5.27,0.0,0.01,0.0,03-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
03-Sep-2018 - 00:00,,,,,,,,,,76.23,54.92,41.72,26.19,36.33,0.0,0.0,25.26,5.2,0.01,0.0,0.01,04-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
04-Sep-2018 - 00:00,,,,,,,,,,126.25,59.92,66.43,23.63,90.06,0.0,,34.78,7.46,0.0,0.0,0.01,05-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
05-Sep-2018 - 00:00,,,,,,,,,,114.85,45.68,34.17,22.62,56.85,0.0,0.0,21.5,2.63,0.0,0.01,0.01,06-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
06-Sep-2018 - 00:00,,,,,,,,,,142.36,55.97,51.22,23.32,74.54,0.0,,24.28,0.0,0.0,0.0,0.01,07-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
07-Sep-2018 - 00:00,,,,,,,,,,68.98,32.28,43.88,24.71,68.54,0.0,,23.69,0.0,0.0,0.0,0.02,08-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
08-Sep-2018 - 00:00,,,,,,,,,,75.22,38.53,35.66,23.76,59.15,0.0,,23.44,1.54,0.0,0.01,0.03,09-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
09-Sep-2018 - 00:00,,,,,,,,,,52.3,24.04,29.98,22.39,52.37,0.0,,31.28,2.56,0.0,0.0,0.02,10-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
10-Sep-2018 - 00:00,,,,,,,,,,86.41,37.48,32.45,26.23,58.67,0.0,,38.26,3.42,0.0,0.0,0.03,11-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
11-Sep-2018 - 00:00,,,,,,,,,,74.33,27.8,39.61,23.82,63.43,0.0,,25.37,2.53,0.0,0.0,0.02,12-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
12-Sep-2018 - 00:00,,,,,,,,,,100.75,42.0,31.53,24.91,50.82,0.0,,18.98,2.14,0.0,0.0,0.01,13-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
13-Sep-2018 - 00:00,,,,,,,,,,128.92,33.95,29.57,25.54,55.26,0.0,,27.29,1.88,0.0,0.01,0.01,14-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
14-Sep-2018 - 00:00,,,,,,,,,,91.85,12.03,27.94,26.0,54.0,0.0,,23.22,2.65,0.0,0.0,0.03,15-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
15-Sep-2018 - 00:00,,,,,,,,,,103.32,31.14,46.51,26.01,72.6,0.0,,22.5,3.81,0.0,0.0,0.01,16-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
16-Sep-2018 - 00:00,,,,,,,,,,114.49,39.78,39.98,26.13,65.2,0.0,,21.63,4.12,0.0,0.0,0.02,17-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
17-Sep-2018 - 00:00,,,,,,,,,,128.71,49.04,35.3,27.16,62.46,0.0,,29.41,4.31,0.0,0.0,0.03,18-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
18-Sep-2018 - 00:00,,,,,,,,,,140.34,49.45,30.73,27.98,58.71,0.0,,33.51,3.3,0.0,0.0,0.02,19-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
19-Sep-2018 - 00:00,,,,,,,,,,149.75,55.28,40.92,28.4,69.45,0.0,,30.79,5.21,0.0,0.0,0.02,20-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
20-Sep-2018 - 00:00,,,,,,,,,,158.79,70.12,44.44,29.49,74.0,0.0,,34.27,7.34,0.0,0.0,0.01,21-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
21-Sep-2018 - 00:00,,,,,,,,,,87.24,39.12,36.73,29.53,66.26,0.0,,28.24,4.47,0.0,0.0,0.01,22-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
22-Sep-2018 - 00:00,,,,,,,,,,45.95,23.5,42.5,26.86,69.51,0.0,,28.64,2.23,0.0,0.0,0.03,23-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
23-Sep-2018 - 00:00,,,,,,,,,,55.5,35.6,40.59,26.5,66.78,0.0,,30.09,2.58,0.0,0.0,0.02,24-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
24-Sep-2018 - 00:00,,,,,,,,,,31.11,20.76,44.68,25.47,69.42,0.0,,20.09,2.01,0.0,0.01,0.01,25-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
25-Sep-2018 - 00:00,,,,,,,,,,47.32,24.98,49.07,25.72,74.6,0.12,,19.7,1.86,0.0,0.0,0.02,26-Sep-2018 - 00:00,"North Campus, DU, Delhi - IMD"
