from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,MP-Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
13-Apr-2018 - 00:00,26.88,0.09,12.13,3.34,16.52,11.49,32.98,7.76,28.11,82.86,0.08,0.51,20.97,,31.48,43.65,2.55,160.25,174.52,742.2,0.0,14-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Apr-2018 - 00:00,26.13,0.16,12.25,3.38,16.29,11.41,30.54,7.93,26.08,69.6,0.09,0.56,14.19,,32.05,43.6,3.32,147.9,186.59,742.19,0.0,15-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Apr-2018 - 00:00,25.78,0.15,11.79,3.33,15.75,11.08,28.18,7.6,24.27,63.62,0.06,0.34,7.36,,31.87,43.05,3.53,157.02,187.12,742.27,0.0,16-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Apr-2018 - 00:00,28.31,0.31,12.24,4.08,16.99,12.35,35.61,8.38,47.92,122.19,0.1,0.64,18.4,,33.6,41.84,1.17,231.36,197.18,742.29,0.0,17-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Apr-2018 - 00:00,28.69,0.12,11.96,3.89,16.8,12.11,38.48,7.87,30.09,110.64,0.11,0.82,23.72,,34.8,37.79,2.04,188.98,191.74,742.26,0.0,18-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Apr-2018 - 00:00,27.32,0.36,12.1,4.52,17.56,13.01,37.49,10.09,47.24,142.78,0.06,0.45,27.57,,36.11,32.71,1.46,250.68,197.93,742.17,0.0,19-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Apr-2018 - 00:00,28.39,0.32,12.42,4.46,17.81,13.09,36.44,10.11,52.16,160.73,0.11,0.78,30.92,,36.02,27.84,1.23,188.38,207.64,742.0,0.0,20-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Apr-2018 - 00:00,29.27,0.42,11.46,4.18,19.23,13.62,37.55,13.1,49.82,166.15,9.37,12.22,30.91,,36.38,28.61,1.44,249.06,205.52,742.0,0.0,21-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Apr-2018 - 00:00,28.27,0.42,12.29,6.0,18.75,14.85,43.19,11.64,51.99,182.14,24.19,8.77,34.0,,35.42,32.71,1.15,181.69,207.42,742.0,0.0,22-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Apr-2018 - 00:00,27.34,0.26,12.22,4.4,18.43,13.37,35.28,11.2,56.27,164.78,4.99,1.29,19.93,480.8,35.44,31.25,1.09,210.3,198.48,742.0,0.0,23-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Apr-2018 - 00:00,29.51,0.27,11.84,2.58,17.89,11.6,44.28,10.78,41.52,114.46,2.36,1.09,6.38,123.66,36.05,34.75,2.06,175.52,185.99,742.0,0.0,24-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Apr-2018 - 00:00,29.26,0.23,11.64,2.66,16.97,11.18,48.8,8.32,40.92,113.55,52.54,0.74,27.39,,35.26,35.48,1.9,133.85,192.6,742.05,0.0,25-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Apr-2018 - 00:00,28.46,0.3,11.64,3.35,17.68,12.12,43.96,9.48,39.15,117.88,3.69,1.51,9.41,206.41,34.63,36.97,1.83,177.1,204.25,742.05,0.0,26-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Apr-2018 - 00:00,29.79,0.34,11.3,2.33,18.35,11.64,59.13,9.71,44.33,140.41,0.38,0.9,1.86,14.63,35.99,31.22,1.84,199.4,201.35,742.0,0.0,27-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Apr-2018 - 00:00,28.74,0.19,11.62,2.15,16.85,10.73,56.55,8.21,36.33,110.02,1.96,0.44,4.9,110.45,35.76,33.41,2.08,165.77,190.58,742.06,0.0,28-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Apr-2018 - 00:00,28.71,0.13,11.95,2.14,16.65,10.59,52.94,7.98,36.9,120.95,4.39,0.35,11.59,289.07,36.35,33.65,2.83,175.12,196.28,742.06,0.0,29-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Apr-2018 - 00:00,28.73,0.24,11.74,2.79,17.98,11.83,48.23,8.86,43.38,135.4,2.4,0.51,5.98,137.99,37.27,32.36,1.87,180.35,189.78,741.76,0.0,30-Apr-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Apr-2018 - 00:00,29.06,0.39,11.9,2.6,18.51,11.96,46.26,9.94,40.78,141.09,0.12,0.67,0.96,0.75,37.57,32.6,1.64,208.06,204.68,741.71,0.0,01-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-May-2018 - 00:00,28.28,0.18,11.61,2.71,17.14,11.32,37.81,8.5,38.17,137.98,1.06,0.96,3.65,55.55,35.84,37.1,2.64,145.3,194.95,741.85,0.0,02-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-May-2018 - 00:00,27.85,0.16,11.67,1.99,15.85,10.05,33.05,8.47,31.33,102.4,2.04,1.0,4.96,82.94,33.76,42.99,3.58,161.33,196.22,741.95,0.18,03-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-May-2018 - 00:00,25.3,0.16,10.83,3.23,13.98,10.07,25.64,8.1,19.11,62.69,14.33,2.45,24.58,521.74,30.4,49.67,2.23,155.3,181.32,742.0,0.0,04-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-May-2018 - 00:00,26.19,0.24,11.94,3.56,14.42,10.58,23.04,7.93,18.3,47.54,8.58,1.03,23.95,591.19,32.2,44.91,2.73,165.44,203.66,742.18,0.0,05-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-May-2018 - 00:00,27.89,0.22,10.9,2.88,15.49,10.57,28.43,7.92,26.28,79.32,4.1,0.99,10.34,234.06,34.92,39.41,2.84,168.34,179.33,742.08,0.0,06-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-May-2018 - 00:00,27.58,0.15,11.99,2.18,15.61,10.07,31.26,8.04,33.52,93.56,1.31,0.99,4.72,82.93,35.78,39.28,2.91,156.58,188.33,742.1,0.0,07-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-May-2018 - 00:00,28.55,0.3,10.93,1.96,16.82,10.53,32.78,9.8,38.97,120.07,0.31,0.7,1.76,14.3,37.05,33.15,1.85,168.84,190.47,742.0,0.0,08-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-May-2018 - 00:00,27.9,0.38,10.05,3.26,18.58,12.53,27.05,16.14,47.72,169.58,0.66,1.28,2.9,28.03,37.46,29.6,1.03,206.41,207.11,742.0,0.0,09-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-May-2018 - 00:00,28.67,0.34,11.88,4.38,19.55,13.95,25.14,18.6,51.95,173.8,0.16,0.96,1.08,0.73,37.72,30.56,1.56,200.8,212.59,742.0,0.0,10-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-May-2018 - 00:00,28.65,0.17,11.43,3.0,15.21,10.53,27.61,7.93,30.93,97.24,0.37,0.74,1.78,14.76,36.14,37.53,2.36,165.4,204.81,742.17,0.0,11-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-May-2018 - 00:00,29.24,0.14,11.16,2.93,15.97,10.87,32.47,8.23,37.2,108.75,0.1,0.46,0.81,0.63,37.15,35.24,2.07,168.38,198.45,742.0,0.0,12-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-May-2018 - 00:00,29.12,0.21,10.76,2.85,15.27,10.44,27.99,8.21,35.08,113.73,0.06,0.31,0.65,0.53,36.54,37.82,3.31,161.09,195.99,742.0,0.0,13-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-May-2018 - 00:00,27.16,0.21,10.15,3.53,13.3,9.94,22.62,8.06,23.04,57.5,0.03,0.24,0.52,0.44,33.98,36.9,3.31,175.09,208.4,742.01,0.01,14-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-May-2018 - 00:00,26.85,0.17,10.08,3.81,12.59,9.78,22.07,7.98,30.73,75.9,1.03,1.51,5.09,69.08,33.78,40.55,2.97,180.17,184.59,742.0,0.02,15-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-May-2018 - 00:00,27.27,0.25,10.53,3.87,12.51,9.78,20.01,8.07,25.11,67.71,1.58,0.85,5.15,96.66,33.5,39.16,2.99,188.94,207.12,742.02,0.0,16-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-May-2018 - 00:00,30.4,0.17,12.82,3.1,16.03,11.05,28.85,8.91,36.0,105.04,0.06,0.41,0.86,0.78,36.09,35.3,2.4,175.81,187.31,741.89,0.0,17-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-May-2018 - 00:00,26.4,0.28,10.4,3.45,14.63,10.6,23.04,8.74,42.3,126.39,30.47,2.13,39.4,949.6,36.61,35.43,2.36,173.94,199.39,741.81,0.0,18-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-May-2018 - 00:00,27.07,0.24,11.16,4.73,13.59,11.08,29.04,8.85,53.36,131.98,8.1,0.59,23.85,601.49,36.7,34.92,2.65,184.59,200.41,741.75,0.0,19-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-May-2018 - 00:00,30.77,0.33,10.8,3.54,17.71,12.3,36.18,10.17,55.07,210.08,0.15,0.67,0.98,0.75,38.12,30.28,1.54,211.25,203.98,741.49,0.0,20-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-May-2018 - 00:00,29.45,0.26,11.19,3.65,15.75,11.34,29.26,9.98,50.55,166.17,0.11,0.48,0.79,0.61,37.62,33.43,2.09,170.92,202.9,741.64,0.0,21-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-May-2018 - 00:00,29.02,0.23,10.87,3.38,14.35,10.38,27.76,8.21,41.14,135.44,0.08,0.33,0.67,0.54,36.18,37.4,3.19,150.62,189.56,741.9,0.0,22-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-May-2018 - 00:00,29.89,0.24,11.77,3.28,14.42,10.33,24.94,8.06,36.83,120.29,0.07,0.32,0.71,0.59,36.55,37.05,2.59,154.68,179.18,741.93,0.0,23-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-May-2018 - 00:00,27.33,0.17,9.94,4.17,12.09,9.81,21.63,8.14,40.86,78.26,0.05,0.34,0.53,0.41,33.79,42.5,2.88,175.81,148.65,741.83,0.04,24-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-May-2018 - 00:00,27.16,0.19,10.58,4.53,12.44,10.31,22.4,8.08,40.25,115.58,0.09,0.3,0.52,0.4,35.72,38.19,2.65,165.65,164.39,741.56,0.0,25-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-May-2018 - 00:00,29.26,0.25,10.82,3.99,14.01,10.7,24.31,8.21,43.96,119.44,0.1,0.31,0.62,0.5,37.05,36.68,2.66,180.11,191.22,741.46,0.0,26-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-May-2018 - 00:00,28.29,0.17,11.19,4.38,12.91,10.43,21.57,8.31,34.45,119.54,0.07,0.25,0.59,0.48,34.92,44.2,3.57,165.88,174.09,741.77,0.03,27-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-May-2018 - 00:00,25.11,0.31,9.91,6.83,9.79,10.52,16.81,8.52,26.56,65.21,0.04,0.33,0.46,0.34,32.71,46.25,1.74,178.76,189.72,741.68,0.6,28-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-May-2018 - 00:00,28.15,0.39,10.91,5.34,12.22,10.84,22.77,8.52,34.84,90.8,0.1,0.5,0.65,0.45,36.18,40.04,0.46,187.65,200.12,741.31,0.0,29-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-May-2018 - 00:00,29.8,0.26,11.98,4.49,13.96,11.08,23.33,8.58,40.13,132.03,0.11,0.56,0.79,0.58,35.1,35.9,1.63,178.89,199.86,740.95,0.01,30-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-May-2018 - 00:00,30.99,0.26,11.18,3.61,14.78,10.79,29.07,8.69,34.34,117.99,0.1,0.52,0.8,0.58,35.29,34.31,2.43,238.67,190.53,740.71,0.04,31-May-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-May-2018 - 00:00,28.93,0.15,9.28,4.16,12.51,9.68,11.02,8.13,24.1,67.29,0.03,0.25,0.48,0.36,32.79,44.04,2.02,194.47,146.57,741.62,0.02,01-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Jun-2018 - 00:00,27.12,0.36,4.19,3.77,36.35,22.38,2.32,8.82,40.24,223.21,1.0,2.15,5.55,55.15,33.43,46.02,1.03,196.76,182.52,741.84,0.02,02-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Jun-2018 - 00:00,28.06,0.16,5.22,3.89,26.22,17.11,18.44,6.85,26.92,89.04,0.06,0.29,0.46,0.34,31.44,48.46,2.21,195.98,155.9,742.0,0.61,03-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Jun-2018 - 00:00,27.24,0.35,11.13,3.41,18.05,12.37,25.97,8.36,46.83,244.46,1.95,1.93,6.89,109.96,34.18,43.77,0.3,239.81,196.36,741.65,0.0,04-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Jun-2018 - 00:00,26.95,0.33,10.41,2.47,18.05,11.61,39.32,7.83,31.78,212.43,3.28,2.97,11.53,192.03,32.49,48.45,0.31,233.58,188.79,741.48,0.19,05-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Jun-2018 - 00:00,27.28,0.2,9.97,2.23,18.53,11.67,32.33,7.8,64.71,87.62,0.08,0.4,0.51,0.34,32.07,50.53,0.31,252.88,175.33,741.69,0.03,06-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Jun-2018 - 00:00,27.14,0.3,12.24,2.59,18.64,12.01,32.75,7.91,59.19,214.78,2.4,1.76,8.28,137.55,33.67,45.67,0.6,264.06,178.97,741.69,0.0,07-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Jun-2018 - 00:00,26.06,0.28,11.74,1.81,18.73,11.43,30.58,7.77,25.36,72.55,0.09,0.39,0.54,0.36,31.95,51.86,0.93,271.53,141.01,741.49,0.0,08-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Jun-2018 - 00:00,27.18,0.23,10.28,1.74,18.48,11.26,27.59,7.71,16.27,128.88,0.08,0.33,0.46,0.31,28.1,62.34,0.74,265.36,103.01,741.19,0.23,09-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Jun-2018 - 00:00,28.04,0.33,11.88,1.76,18.82,11.45,21.22,8.04,16.82,68.35,0.09,0.36,0.51,0.34,29.12,58.25,0.37,299.72,141.72,741.0,0.01,10-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Jun-2018 - 00:00,29.63,0.36,11.63,2.03,18.84,11.66,39.08,7.99,16.07,46.79,0.09,0.44,0.68,0.49,28.16,63.68,0.3,294.84,115.57,741.0,0.36,11-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Jun-2018 - 00:00,30.18,0.2,12.77,1.9,18.42,11.36,50.15,7.88,14.88,60.29,0.09,0.41,0.76,0.55,28.82,63.73,0.3,272.41,131.54,741.0,0.16,12-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Jun-2018 - 00:00,30.62,0.26,13.13,1.94,18.58,11.47,54.92,8.09,21.31,108.81,0.08,0.39,0.75,0.56,30.39,57.41,0.31,275.54,144.61,741.0,0.0,13-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Jun-2018 - 00:00,31.01,0.31,13.23,2.02,18.83,11.67,64.67,7.86,24.36,131.59,0.11,0.49,0.85,0.61,32.29,49.78,0.88,242.29,191.02,741.1,0.0,14-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Jun-2018 - 00:00,31.44,0.25,13.2,2.11,18.91,11.78,71.05,8.22,41.09,166.05,0.11,0.62,0.95,0.69,33.95,42.83,0.9,269.22,204.33,741.36,0.0,15-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Jun-2018 - 00:00,30.45,0.21,12.92,2.04,18.98,11.76,74.78,8.3,37.97,156.47,0.11,0.59,1.09,0.84,34.33,40.06,0.94,273.91,208.82,741.58,0.0,16-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Jun-2018 - 00:00,30.31,0.3,13.33,1.67,19.28,11.61,72.76,7.91,25.71,114.51,0.11,0.54,1.03,0.79,34.2,39.28,0.96,268.99,188.38,742.0,0.0,17-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Jun-2018 - 00:00,30.28,0.2,13.04,1.28,19.08,11.19,61.85,7.69,19.92,84.95,0.09,0.44,0.91,0.67,33.95,40.08,1.82,283.25,202.12,741.86,0.0,18-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Jun-2018 - 00:00,30.45,0.18,13.39,1.24,18.96,11.08,66.57,7.63,7.86,47.6,0.1,0.35,0.8,0.62,32.01,48.31,2.07,263.72,197.04,741.73,0.0,19-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Jun-2018 - 00:00,31.46,0.38,11.87,1.46,18.98,11.29,84.19,8.09,15.16,53.41,0.1,0.49,1.01,0.79,31.27,53.54,0.57,225.98,201.98,741.72,0.16,20-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Jun-2018 - 00:00,31.88,0.35,13.38,2.04,26.96,15.99,80.12,8.93,27.03,70.24,0.11,0.44,1.0,0.8,32.68,50.47,1.18,211.78,176.0,741.69,0.0,21-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Jun-2018 - 00:00,30.96,0.18,13.03,3.02,31.16,19.03,66.08,7.28,18.09,52.06,0.09,0.32,0.81,0.66,32.3,50.62,2.0,242.81,186.74,741.75,0.0,22-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Jun-2018 - 00:00,29.67,0.22,12.83,4.4,28.42,18.7,54.65,7.23,13.9,38.56,0.08,0.35,0.69,0.48,29.2,60.32,1.47,224.9,79.46,741.8,0.05,23-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Jun-2018 - 00:00,28.81,0.19,10.12,4.07,26.23,17.27,41.46,7.71,14.81,37.88,22.32,1.39,19.11,475.4,30.55,55.17,1.15,236.17,210.71,741.82,0.0,24-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Jun-2018 - 00:00,27.08,0.08,9.97,0.42,22.47,12.27,24.35,6.91,7.52,39.8,37.41,,50.0,,31.34,51.83,3.0,277.1,170.72,741.7,0.0,25-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Jun-2018 - 00:00,27.13,0.07,6.06,0.44,22.34,12.22,23.36,6.56,6.21,41.09,25.32,203.4,50.12,,31.28,49.88,3.49,261.18,233.97,741.61,0.0,26-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Jun-2018 - 00:00,32.26,0.33,61.58,0.44,22.67,12.39,27.68,7.93,17.45,51.55,0.08,0.3,0.61,0.41,27.32,69.41,2.38,155.5,2.0,741.45,0.02,29-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Jun-2018 - 00:00,32.24,0.39,66.35,0.43,22.56,12.34,26.74,7.52,12.21,44.62,0.03,0.23,0.51,0.37,27.69,62.23,2.18,209.83,144.92,741.8,0.03,30-Jun-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Jun-2018 - 00:00,32.35,0.25,67.69,0.43,22.82,12.49,29.82,7.99,16.74,55.76,0.06,0.27,0.61,0.46,30.04,56.95,1.45,235.48,187.84,742.0,0.02,01-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Jul-2018 - 00:00,32.95,0.33,64.03,0.41,22.98,12.56,35.04,8.28,16.75,51.83,0.07,0.28,0.67,0.52,28.41,63.47,1.82,217.14,111.64,741.98,0.0,02-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Jul-2018 - 00:00,32.3,0.47,82.98,0.41,22.96,12.54,38.34,8.01,17.97,45.42,0.09,0.36,0.66,0.45,28.63,64.64,1.82,244.14,127.52,742.0,0.03,03-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Jul-2018 - 00:00,32.5,0.35,57.75,0.37,22.67,12.36,39.2,7.35,10.05,34.46,0.07,0.31,0.6,0.41,28.9,61.14,1.65,245.02,143.2,741.95,0.02,04-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Jul-2018 - 00:00,31.43,0.13,48.79,0.37,22.61,12.32,34.88,7.5,10.82,42.85,0.07,0.27,0.54,0.36,28.69,61.69,2.39,282.27,151.66,741.91,0.02,05-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Jul-2018 - 00:00,37.6,0.65,36.49,0.46,23.34,12.79,45.09,9.5,8.39,36.05,0.07,0.43,0.98,0.81,27.36,66.42,2.22,278.49,99.34,741.89,0.01,06-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Jul-2018 - 00:00,36.74,0.41,40.84,0.41,23.46,12.8,55.07,8.41,11.14,28.41,0.07,0.36,1.07,0.9,25.14,74.73,2.84,302.62,5.62,741.51,4.54,07-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Jul-2018 - 00:00,33.42,0.33,43.53,0.39,22.9,12.49,55.45,7.81,23.06,50.3,0.07,0.33,0.69,0.51,27.62,68.03,2.55,307.27,122.73,741.15,0.02,08-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Jul-2018 - 00:00,33.54,0.25,61.97,0.38,22.71,12.39,55.34,7.99,15.47,37.14,0.05,0.26,0.64,0.5,26.99,71.01,2.56,303.07,50.1,741.0,0.01,09-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Jul-2018 - 00:00,33.39,0.3,68.51,0.36,22.71,12.37,55.77,8.0,10.14,23.91,0.05,0.25,0.59,0.43,25.77,72.59,3.07,309.66,37.45,741.0,0.03,10-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Jul-2018 - 00:00,33.35,0.38,51.11,0.37,22.89,12.48,58.36,7.47,8.49,19.09,0.05,0.3,0.55,0.35,25.74,73.79,2.68,306.49,19.99,741.0,0.02,11-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Jul-2018 - 00:00,33.6,0.43,60.14,0.38,22.92,12.49,57.99,7.98,6.45,19.72,0.03,0.27,0.59,0.41,25.74,73.3,2.94,314.72,33.93,741.0,0.02,12-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Jul-2018 - 00:00,33.04,0.3,85.27,0.37,22.89,12.47,90.35,7.56,8.51,21.39,0.04,0.24,0.55,0.39,25.28,73.86,2.78,318.75,19.8,741.0,0.42,13-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Jul-2018 - 00:00,33.37,0.32,71.91,0.38,23.0,12.54,92.65,7.5,14.53,36.51,0.05,0.3,0.59,0.4,26.98,69.05,2.35,319.56,84.05,741.1,1.37,14-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Jul-2018 - 00:00,33.01,0.45,71.05,0.36,22.99,12.53,73.26,7.91,9.66,40.81,0.04,0.26,0.55,0.37,27.05,68.3,3.06,321.53,74.1,741.0,0.0,15-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Jul-2018 - 00:00,32.35,0.2,62.43,0.37,22.8,12.43,64.62,7.28,8.33,37.95,0.03,0.21,0.48,0.31,27.63,66.4,2.54,315.19,66.21,741.0,0.0,16-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Jul-2018 - 00:00,32.65,0.35,70.41,0.33,22.71,12.36,84.64,7.32,6.28,16.8,0.05,0.21,0.48,0.32,26.16,72.14,3.18,305.69,32.74,741.0,0.01,17-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Jul-2018 - 00:00,33.48,0.35,48.21,0.36,22.87,12.46,93.57,7.66,12.04,33.54,0.05,0.24,0.48,0.33,27.08,67.66,3.11,314.7,78.78,741.0,0.04,18-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Jul-2018 - 00:00,33.46,0.25,34.14,0.36,22.8,12.41,79.95,7.6,12.32,52.51,0.05,0.24,0.49,0.34,28.76,62.23,2.98,312.55,121.62,741.32,0.01,19-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Jul-2018 - 00:00,33.44,0.38,40.95,0.39,22.94,12.53,76.16,7.82,14.21,49.34,0.05,0.34,0.48,0.31,28.53,63.24,2.6,303.64,120.56,741.3,0.0,20-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Jul-2018 - 00:00,33.44,0.26,37.35,0.39,22.81,12.45,72.0,7.81,13.19,56.04,0.04,0.24,0.47,0.32,27.95,64.36,2.84,302.22,92.36,741.29,0.0,21-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Jul-2018 - 00:00,33.39,0.42,43.11,0.42,22.9,12.51,67.15,7.95,10.39,37.19,0.07,0.28,0.52,0.33,27.51,66.32,2.43,289.73,63.71,741.53,0.0,22-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Jul-2018 - 00:00,33.39,0.21,51.23,0.36,22.76,12.4,65.97,8.03,10.88,36.59,0.01,0.22,0.5,0.33,27.04,66.84,2.78,296.38,58.9,741.52,0.0,23-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Jul-2018 - 00:00,33.64,0.43,47.19,0.38,22.75,12.41,66.34,7.56,14.56,37.26,0.06,0.23,0.48,0.32,26.2,70.35,2.53,296.56,53.03,741.59,0.0,24-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Jul-2018 - 00:00,33.58,0.71,31.73,0.41,22.76,12.43,57.96,7.88,25.68,69.56,0.05,0.22,0.49,0.33,27.8,64.11,2.54,282.31,120.49,742.0,0.0,25-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Jul-2018 - 00:00,33.43,1.02,12.98,0.39,22.78,12.43,55.43,7.83,19.02,63.77,0.04,0.23,0.42,0.27,27.41,65.44,2.72,296.8,94.53,742.0,0.0,26-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Jul-2018 - 00:00,33.32,0.24,8.89,0.42,22.88,12.49,57.15,7.57,22.77,85.11,0.05,0.23,0.43,0.28,28.44,62.74,2.21,274.45,86.92,742.0,0.0,27-Jul-2018 - 00:00,"Chandrapur, Chandrapur - MPCB"
