from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
05-May-2018 - 00:00,32.72,983.47,182.84,79.1,45.08,352.9,177.85,1.58,0.0,0.61,3.09,,48.03,6.21,24.71,19.82,0.63,74.18,5.09,06-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-May-2018 - 00:00,33.12,983.96,250.0,46.88,32.34,291.13,97.81,3.98,0.0,0.19,1.37,,42.62,1.81,10.26,7.67,0.54,100.83,3.52,07-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-May-2018 - 00:00,32.37,981.83,318.53,129.37,40.36,267.01,224.19,1.46,0.0,0.66,2.86,,36.17,7.65,25.25,20.83,1.04,68.89,9.07,08-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-May-2018 - 00:00,29.44,982.18,153.33,85.53,42.44,237.48,262.58,2.89,0.0,0.92,2.22,,19.46,1.59,6.63,5.03,0.4,97.43,1.12,09-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-May-2018 - 00:00,27.02,984.22,181.42,93.32,66.77,221.99,192.19,1.46,0.01,0.4,2.97,,43.67,12.92,31.93,18.96,1.03,67.5,6.0,10-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-May-2018 - 00:00,30.59,984.9,231.33,109.96,52.91,268.77,224.16,1.33,0.0,0.75,3.87,,58.01,38.28,66.78,32.35,1.34,58.49,4.79,11-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-May-2018 - 00:00,33.31,983.17,344.32,170.91,44.21,261.31,231.35,1.32,0.0,1.8,4.1,,32.87,31.61,59.76,35.52,1.67,62.22,3.45,12-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-May-2018 - 00:00,31.2,983.83,386.92,200.97,51.3,612.69,121.9,1.2,0.0,4.46,,,4.75,63.43,102.56,85.75,1.25,38.48,2.15,13-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-May-2018 - 00:00,32.42,980.52,273.93,64.71,46.53,256.06,126.46,4.42,0.01,0.45,2.15,,50.33,1.84,9.87,7.18,0.6,110.28,4.57,14-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-May-2018 - 00:00,30.05,982.91,164.21,55.94,50.06,266.41,156.47,1.47,0.0,1.22,2.22,,43.36,3.41,20.91,18.45,0.87,60.45,3.85,15-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-May-2018 - 00:00,32.66,981.57,208.81,84.83,49.12,270.75,109.42,1.63,0.0,0.63,2.56,,63.55,3.19,26.98,14.41,0.7,67.45,7.19,16-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-May-2018 - 00:00,33.06,980.34,187.6,81.65,43.28,278.99,243.54,2.37,0.01,0.3,2.23,,59.11,5.68,20.81,16.87,0.71,82.19,4.47,17-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-May-2018 - 00:00,34.35,980.35,270.58,102.33,32.56,272.55,217.48,1.71,0.0,0.2,2.28,,48.58,1.7,13.69,11.87,0.64,90.03,7.54,18-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-May-2018 - 00:00,33.63,980.36,235.37,112.37,36.83,267.32,116.33,1.72,0.0,0.33,2.54,,51.75,3.87,17.41,13.99,0.85,81.8,8.62,19-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-May-2018 - 00:00,33.01,980.11,286.46,133.96,46.38,254.61,231.89,1.44,0.0,0.54,3.02,,69.35,30.28,60.0,31.33,1.31,62.38,7.4,20-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-May-2018 - 00:00,33.72,981.34,227.04,99.88,31.75,277.2,203.73,1.98,0.0,0.33,2.34,,45.02,6.61,24.09,17.65,0.77,79.31,7.37,21-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-May-2018 - 00:00,34.67,981.64,209.0,67.71,21.22,281.95,310.33,2.46,0.0,0.21,1.84,,35.68,1.77,12.76,10.87,0.47,97.54,6.08,22-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-May-2018 - 00:00,35.48,980.52,230.92,96.6,22.41,277.09,221.38,1.66,0.0,0.41,2.41,,39.32,7.07,25.6,19.09,0.93,79.0,7.64,23-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-May-2018 - 00:00,35.08,979.45,266.39,128.79,32.63,273.66,149.22,1.31,0.0,0.43,2.97,,48.83,10.67,30.0,19.92,1.17,68.94,10.98,24-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-May-2018 - 00:00,34.29,978.68,245.98,116.44,32.89,266.33,154.13,1.67,0.0,0.31,2.94,,57.37,8.83,27.11,18.55,1.15,72.66,9.16,25-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-May-2018 - 00:00,34.34,978.93,210.22,99.82,25.37,281.87,253.43,1.42,0.0,0.51,3.32,,43.82,44.99,69.8,26.7,1.28,72.64,6.38,26-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-May-2018 - 00:00,35.36,977.81,224.15,103.35,25.33,284.38,244.54,1.07,0.0,0.48,3.49,,44.04,46.36,72.28,28.73,1.49,79.58,9.38,27-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-May-2018 - 00:00,36.76,977.18,279.64,98.82,20.96,280.9,175.3,1.66,0.0,0.5,3.0,,45.92,31.2,56.49,29.88,1.17,70.81,7.04,28-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-May-2018 - 00:00,35.25,975.88,272.37,155.32,33.01,268.2,124.4,1.38,0.0,0.4,2.6,,59.91,10.94,29.16,19.13,1.41,91.67,11.26,29-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-May-2018 - 00:00,36.18,974.79,282.67,122.48,38.49,278.84,150.7,1.82,0.0,0.53,3.03,,74.54,40.76,55.32,29.27,1.42,69.5,8.57,30-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-May-2018 - 00:00,34.66,976.5,240.82,54.67,43.38,321.66,148.59,2.92,0.0,0.67,1.84,,68.11,2.15,14.09,10.29,0.67,71.39,4.21,31-May-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
31-May-2018 - 00:00,35.56,978.55,212.37,69.48,43.4,335.05,145.29,1.81,0.0,0.62,2.24,,56.69,3.36,16.43,12.71,0.79,69.37,4.8,01-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Jun-2018 - 00:00,34.06,979.6,223.89,87.57,52.01,273.43,121.87,2.67,0.0,0.22,1.98,,74.15,1.37,9.18,7.31,0.66,74.02,5.4,02-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Jun-2018 - 00:00,31.58,980.32,137.58,44.28,50.74,277.72,141.0,2.17,0.0,0.2,1.84,,50.16,1.49,11.13,8.98,0.54,81.69,5.03,03-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Jun-2018 - 00:00,33.45,977.99,119.98,61.08,54.75,272.43,109.55,1.75,0.0,0.23,1.89,,80.18,1.32,9.02,6.61,0.66,74.61,5.17,04-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Jun-2018 - 00:00,35.71,977.02,146.34,57.06,49.51,274.24,127.07,2.27,0.0,0.22,1.58,,77.1,1.46,10.22,6.56,0.7,66.38,4.39,05-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Jun-2018 - 00:00,36.03,979.35,119.67,55.04,48.31,274.02,124.29,2.22,0.0,0.25,1.8,,84.26,1.32,9.05,6.09,0.67,68.46,5.0,06-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Jun-2018 - 00:00,32.1,981.12,126.17,61.32,64.85,222.01,67.62,2.39,0.0,0.15,1.47,,79.46,1.21,7.14,4.13,0.73,46.51,5.37,07-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Jun-2018 - 00:00,35.19,977.08,169.12,89.84,55.31,165.0,97.29,1.37,0.0,0.63,2.29,,56.4,2.0,22.44,15.79,0.92,81.27,6.05,08-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Jun-2018 - 00:00,35.51,973.67,169.19,73.48,56.46,274.3,135.81,2.45,0.0,0.8,3.15,5.42,68.33,1.58,14.83,12.43,0.82,77.24,5.72,09-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Jun-2018 - 00:00,31.49,973.21,113.39,46.79,75.93,237.97,144.46,2.35,0.03,2.11,24.42,4.18,60.11,1.47,11.88,9.86,0.76,62.33,4.32,10-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Jun-2018 - 00:00,32.13,973.52,129.74,69.41,70.76,282.57,210.54,1.45,0.0,1.95,30.5,6.96,59.47,8.22,23.96,15.62,0.86,71.12,5.62,11-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Jun-2018 - 00:00,35.05,971.3,200.35,83.74,56.62,288.0,290.85,1.92,0.0,2.74,25.23,6.96,60.51,5.71,16.13,11.89,0.65,71.55,4.37,12-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Jun-2018 - 00:00,37.14,968.94,524.28,112.19,43.36,271.83,281.74,2.0,0.0,1.8,21.8,5.74,44.71,1.88,12.76,10.54,0.62,46.93,4.76,13-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Jun-2018 - 00:00,38.23,969.0,823.16,233.23,37.49,265.99,272.3,2.52,0.0,2.74,23.89,8.16,36.23,1.61,7.62,5.68,0.46,28.99,3.67,14-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Jun-2018 - 00:00,38.31,971.13,716.67,196.85,33.22,302.73,264.88,2.14,0.0,2.77,16.51,4.67,26.97,2.91,12.28,7.8,1.19,39.48,2.94,15-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Jun-2018 - 00:00,36.55,973.65,590.7,139.04,36.46,275.49,221.81,2.37,0.0,1.75,20.4,6.21,28.42,2.43,7.41,4.82,0.55,49.01,4.92,16-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Jun-2018 - 00:00,34.52,976.14,522.71,139.25,50.75,261.98,138.32,2.03,0.0,18.64,9.2,7.64,8.41,2.22,7.12,8.32,0.42,43.48,2.67,17-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Jun-2018 - 00:00,31.14,977.47,249.21,75.88,63.05,278.76,103.34,2.97,0.0,15.12,3.12,,3.74,1.85,3.21,5.14,0.4,60.04,1.73,18-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Jun-2018 - 00:00,31.35,977.3,160.46,69.58,62.23,274.43,293.9,1.84,0.0,10.19,12.6,3.49,37.12,2.32,5.7,7.17,0.42,71.1,4.17,19-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Jun-2018 - 00:00,32.96,977.35,135.82,45.47,56.03,291.75,235.72,1.96,0.0,1.68,20.05,4.49,42.17,6.79,6.84,8.81,0.38,95.91,4.93,20-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Jun-2018 - 00:00,35.08,978.02,206.99,73.24,53.41,286.66,148.37,1.83,0.0,2.61,22.06,5.56,47.03,3.08,11.67,9.25,0.59,100.81,8.68,21-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Jun-2018 - 00:00,35.85,977.78,254.26,67.85,48.05,263.58,181.82,2.03,0.0,3.03,24.14,6.45,44.08,2.08,9.8,9.21,0.53,105.56,6.79,22-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Jun-2018 - 00:00,36.58,976.7,268.54,93.21,46.67,287.87,180.49,1.32,0.0,3.96,29.15,7.88,46.08,8.83,16.4,14.6,0.91,70.83,8.2,23-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Jun-2018 - 00:00,36.67,976.02,249.19,83.63,45.31,282.58,209.03,2.12,0.0,4.24,22.89,5.36,46.57,6.32,19.1,15.08,0.9,86.39,8.13,24-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Jun-2018 - 00:00,36.78,975.51,138.86,38.22,50.24,197.96,261.72,3.18,0.0,1.98,25.07,6.29,36.76,2.18,6.73,8.85,0.61,90.69,12.65,25-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Jun-2018 - 00:00,,,98.52,15.09,59.87,42.96,,6.54,,,,,28.81,3.8,12.28,17.84,0.55,58.8,11.94,26-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Jun-2018 - 00:00,31.26,974.35,94.06,18.96,50.14,44.81,203.45,4.41,,4.08,128.11,,29.08,5.04,17.62,27.03,0.58,41.2,12.08,27-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Jun-2018 - 00:00,30.68,976.35,89.82,53.42,79.31,223.17,132.59,1.75,,4.14,113.35,,45.95,0.99,2.18,4.11,0.69,51.93,12.43,28-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Jun-2018 - 00:00,30.13,977.77,44.33,23.47,83.49,248.52,118.87,2.08,,3.92,99.16,,44.45,0.74,1.34,2.1,0.61,41.11,6.93,29-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Jun-2018 - 00:00,31.05,977.63,65.6,39.69,80.75,243.02,139.32,2.17,,3.71,88.19,,40.46,0.98,5.98,10.0,0.71,42.37,9.8,30-Jun-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Jun-2018 - 00:00,31.93,977.89,59.54,37.83,78.63,272.79,229.73,1.63,,2.96,100.96,,45.09,2.98,14.79,23.24,0.82,50.91,8.64,01-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Jul-2018 - 00:00,32.9,976.52,46.5,24.21,76.05,261.74,228.49,1.91,,2.14,104.81,,47.48,7.31,16.08,19.03,0.67,30.17,6.49,02-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Jul-2018 - 00:00,32.57,974.19,73.43,20.69,69.57,279.12,198.88,2.53,,1.18,83.94,,31.71,1.57,9.9,16.19,0.43,41.96,6.14,03-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Jul-2018 - 00:00,31.14,974.67,105.47,43.8,80.31,269.09,233.49,1.67,,2.94,98.05,,34.53,2.61,15.34,24.82,0.73,54.74,8.62,04-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Jul-2018 - 00:00,31.32,975.0,85.78,36.22,77.34,236.09,184.7,1.78,,2.41,93.31,,39.23,1.34,7.53,12.09,0.56,70.87,7.28,05-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Jul-2018 - 00:00,31.8,976.35,105.68,47.27,75.58,270.48,170.14,1.78,,1.96,78.11,,35.98,2.23,11.91,18.97,0.64,50.21,7.29,06-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Jul-2018 - 00:00,32.79,976.53,129.56,45.97,70.35,281.18,149.83,1.61,,1.7,94.63,,43.01,2.06,9.43,14.57,0.56,54.48,6.94,07-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Jul-2018 - 00:00,33.36,975.77,133.75,56.93,67.09,279.83,158.45,1.67,,1.41,81.37,,46.65,2.74,9.4,13.48,0.64,67.23,8.09,08-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Jul-2018 - 00:00,37.58,974.2,134.25,57.12,45.25,355.87,193.81,1.84,,1.98,87.9,,54.14,1.07,5.5,8.71,0.56,128.07,10.16,09-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Jul-2018 - 00:00,35.1,974.68,154.38,66.23,66.95,250.86,261.31,2.04,,2.39,79.84,,52.6,1.1,7.75,12.89,0.74,78.36,8.95,10-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Jul-2018 - 00:00,34.1,975.23,99.67,42.92,74.74,275.4,267.12,1.88,,2.65,98.27,,47.42,1.43,7.79,12.44,0.65,72.9,11.4,11-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Jul-2018 - 00:00,32.22,974.82,87.08,38.83,80.22,223.03,228.93,1.97,,3.37,94.65,,39.18,1.58,10.52,17.35,0.73,34.11,10.21,12-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Jul-2018 - 00:00,32.7,974.25,126.17,52.5,75.88,261.16,172.69,1.37,,3.74,112.99,,37.23,5.33,15.05,20.13,0.73,36.75,12.03,13-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Jul-2018 - 00:00,29.41,975.6,54.67,28.33,89.93,169.58,219.77,1.73,,2.6,100.14,,32.4,3.22,10.97,15.69,0.69,43.36,10.31,14-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Jul-2018 - 00:00,29.09,975.17,62.17,35.83,94.47,235.33,229.59,1.33,,3.23,108.76,,35.96,2.29,8.61,12.66,0.74,22.9,9.28,15-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Jul-2018 - 00:00,30.89,974.76,84.97,54.24,89.71,231.38,212.51,1.52,,2.09,106.3,,36.7,2.0,9.56,14.9,0.84,44.85,9.18,16-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Jul-2018 - 00:00,30.29,975.32,68.27,36.82,94.78,164.14,240.07,1.72,,1.22,95.04,,39.9,2.12,10.71,16.89,0.81,30.22,8.78,17-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Jul-2018 - 00:00,32.73,975.58,78.7,33.85,81.54,233.44,249.65,1.5,,1.99,91.68,,46.27,1.96,8.3,12.58,0.71,45.47,8.16,18-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Jul-2018 - 00:00,32.46,976.23,82.92,37.0,80.88,234.93,254.2,2.05,,1.61,81.73,,44.77,2.06,7.56,11.06,0.62,35.94,8.64,19-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Jul-2018 - 00:00,31.83,976.11,71.75,31.17,81.61,248.03,202.38,1.59,,1.42,76.18,,33.21,4.59,10.65,12.97,0.79,33.66,8.4,20-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Jul-2018 - 00:00,29.47,975.6,59.88,37.46,97.76,179.8,157.68,1.26,,0.56,85.83,,36.53,4.76,12.21,15.65,0.81,13.16,5.7,21-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Jul-2018 - 00:00,29.1,975.75,62.34,44.92,95.41,152.44,197.03,1.15,,1.39,86.1,,35.02,3.38,12.06,17.48,0.94,25.32,7.84,22-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Jul-2018 - 00:00,28.31,976.31,39.83,30.78,97.43,152.91,207.75,1.18,,1.12,98.73,,31.23,2.53,10.0,14.91,0.78,39.19,7.18,23-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Jul-2018 - 00:00,30.38,976.1,52.57,29.83,88.09,247.27,253.94,1.33,,2.0,93.83,,30.98,2.11,8.63,12.97,0.88,34.16,8.62,24-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Jul-2018 - 00:00,31.82,976.58,69.28,38.43,84.61,237.59,173.19,1.08,,1.27,87.35,,36.49,3.14,10.9,15.66,0.88,38.74,8.51,25-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Jul-2018 - 00:00,29.38,976.13,61.64,27.49,96.48,136.88,58.72,1.46,,1.34,87.2,,30.06,6.17,17.03,22.57,0.95,12.69,6.73,26-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Jul-2018 - 00:00,27.06,976.17,34.71,15.36,99.28,98.69,135.69,1.6,,1.06,87.9,,32.86,6.32,12.57,13.93,0.84,13.09,5.3,27-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Jul-2018 - 00:00,26.76,975.2,13.7,9.03,99.2,127.81,175.54,1.81,,1.11,79.89,,25.64,1.53,5.96,8.84,0.74,20.99,5.11,28-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Jul-2018 - 00:00,27.6,975.82,37.26,19.95,97.62,200.82,137.06,2.02,,1.15,77.96,,22.14,4.64,10.52,12.68,0.9,28.51,5.61,29-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Jul-2018 - 00:00,30.51,976.38,105.24,41.45,88.13,259.94,133.33,1.18,,1.71,105.35,,23.07,7.99,16.64,19.04,0.99,21.39,5.37,30-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Jul-2018 - 00:00,30.77,975.95,101.51,30.48,86.0,265.75,108.08,1.45,,1.13,103.55,,29.49,5.65,12.37,14.57,0.97,32.21,4.92,31-Jul-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
31-Jul-2018 - 00:00,30.93,975.2,139.02,39.85,83.06,233.1,91.9,1.78,,1.92,105.1,,27.81,4.5,15.76,22.72,0.99,27.84,5.35,01-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Aug-2018 - 00:00,31.26,975.74,168.84,40.89,77.24,255.9,95.25,1.5,,1.84,102.19,,27.79,9.19,17.11,18.09,0.95,35.4,5.05,02-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Aug-2018 - 00:00,32.26,977.0,223.54,54.53,71.51,277.02,81.2,1.97,,1.75,99.56,,25.3,8.12,15.91,17.45,0.87,24.86,5.45,03-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Aug-2018 - 00:00,31.96,977.48,197.95,47.98,67.93,229.88,79.55,2.0,,1.64,100.32,,22.17,4.47,13.09,17.74,0.79,30.84,5.2,04-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Aug-2018 - 00:00,31.96,977.15,212.53,51.88,68.43,249.57,75.51,1.65,,1.42,91.29,,20.86,7.42,16.0,18.68,0.91,31.41,5.32,05-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Aug-2018 - 00:00,30.19,977.28,194.26,52.04,80.68,174.44,106.54,2.29,,1.4,84.68,,21.02,4.94,13.48,17.76,0.84,32.91,4.9,06-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Aug-2018 - 00:00,27.89,977.64,89.33,45.68,94.95,157.67,187.63,1.69,,1.6,76.34,,34.79,3.7,9.51,12.21,0.8,40.21,5.08,07-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Aug-2018 - 00:00,29.08,977.55,71.92,46.16,91.07,197.68,210.64,1.54,,2.39,79.45,,31.5,2.35,7.79,11.04,0.91,44.4,6.25,08-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Aug-2018 - 00:00,30.21,978.0,55.9,31.73,87.72,232.28,259.36,1.46,,2.63,84.19,,29.29,2.76,9.89,14.36,1.05,69.0,6.55,09-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Aug-2018 - 00:00,32.15,980.33,60.57,32.97,77.92,249.25,285.54,1.53,,2.69,82.48,,36.65,2.45,10.06,15.15,0.95,56.2,9.16,10-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Aug-2018 - 00:00,31.33,979.26,96.8,44.17,87.78,218.31,60.41,1.26,,2.65,88.73,,33.32,22.39,35.77,32.92,1.52,67.56,5.83,11-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Aug-2018 - 00:00,32.36,975.58,62.62,26.29,81.56,250.24,76.04,1.74,,2.71,89.8,,36.14,16.27,21.98,16.37,0.87,18.31,5.08,12-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Aug-2018 - 00:00,30.05,973.97,51.67,21.54,88.36,177.47,79.21,1.62,,1.44,88.85,,25.85,3.18,12.55,18.72,0.9,17.67,5.29,13-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Aug-2018 - 00:00,30.34,975.9,56.19,37.51,87.94,252.72,194.69,1.38,,1.94,70.26,,31.23,3.58,11.25,15.65,0.9,26.41,5.66,14-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Aug-2018 - 00:00,30.98,976.57,67.14,49.45,87.98,227.96,141.46,1.32,,0.9,69.5,,32.28,9.57,16.68,16.66,1.07,33.46,5.58,15-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Aug-2018 - 00:00,31.03,978.2,62.53,43.5,86.19,232.81,108.55,1.8,,1.03,72.14,,33.47,4.03,14.21,20.54,0.86,33.19,5.38,16-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Aug-2018 - 00:00,30.21,979.8,46.82,37.71,92.47,205.83,185.85,1.14,,1.15,77.87,,29.15,3.85,13.15,18.81,1.06,40.42,7.45,17-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Aug-2018 - 00:00,31.7,977.46,56.72,26.79,87.07,242.54,276.7,2.05,,1.58,60.87,,31.63,3.18,10.66,15.17,0.85,29.09,6.45,18-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Aug-2018 - 00:00,30.91,977.04,75.31,32.27,89.11,229.94,169.28,1.64,,1.62,61.01,,33.92,3.07,11.49,16.89,0.93,24.56,4.78,19-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Aug-2018 - 00:00,28.97,977.05,105.81,51.62,98.3,133.14,129.14,1.08,,0.68,68.05,,32.8,10.43,22.76,26.81,1.54,17.69,6.67,20-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Aug-2018 - 00:00,30.84,978.46,138.86,66.05,88.99,242.97,172.27,1.12,,1.46,75.61,,36.38,33.54,39.89,23.58,1.71,36.32,6.51,21-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Aug-2018 - 00:00,31.81,978.23,103.4,35.62,82.89,247.5,289.16,1.3,,2.12,81.51,,32.76,2.83,11.44,17.15,1.04,53.16,9.14,22-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Aug-2018 - 00:00,31.17,977.7,75.65,25.09,88.84,212.82,236.46,1.45,,0.71,72.52,,30.65,2.51,10.68,16.21,1.01,38.43,7.04,23-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Aug-2018 - 00:00,29.3,978.53,57.78,19.69,97.69,177.68,111.16,1.55,,0.21,66.67,,29.93,3.27,10.44,14.62,0.86,14.51,6.14,24-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Aug-2018 - 00:00,30.38,977.8,85.72,16.42,90.48,220.83,84.97,1.32,,0.49,71.96,,25.97,8.93,16.25,16.85,1.03,14.2,5.28,25-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Aug-2018 - 00:00,30.18,977.19,76.96,15.04,87.07,230.15,83.49,1.83,,1.26,83.54,,22.52,5.79,13.78,17.03,0.85,15.3,3.64,26-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Aug-2018 - 00:00,30.36,976.84,66.45,15.65,85.42,267.23,153.82,2.09,,0.84,70.88,,20.16,2.56,7.26,9.72,0.72,26.51,5.03,27-Aug-2018 - 00:00,"Sonia Vihar, Delhi - DPCC"
