from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
08-Aug-2018 - 00:00,29.35,1.31,12.18,9.61,30.07,23.8,41.48,7.08,32.18,72.2,0.07,3.14,0.52,29.9,78.51,1.15,241.45,115.45,733.89,0.0,09-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
09-Aug-2018 - 00:00,29.29,0.93,12.89,2.68,25.95,15.98,40.06,6.03,34.35,82.22,0.06,2.83,0.43,31.25,72.89,1.15,246.42,134.08,736.33,0.0,10-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
10-Aug-2018 - 00:00,29.42,1.49,10.88,10.02,49.14,34.29,47.15,6.4,54.64,106.05,0.03,4.09,1.04,30.12,80.61,0.62,143.9,79.05,735.17,0.0,11-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
11-Aug-2018 - 00:00,29.07,0.98,5.36,12.98,32.89,28.05,51.52,7.31,101.27,114.57,0.03,2.61,0.67,31.04,76.67,1.51,93.37,113.28,731.45,0.0,12-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
12-Aug-2018 - 00:00,29.09,0.77,7.13,2.93,19.69,12.87,33.82,7.25,28.98,91.6,0.03,1.61,0.18,29.85,75.94,1.07,163.86,77.74,729.81,0.0,13-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
13-Aug-2018 - 00:00,28.84,0.89,10.56,4.48,29.76,19.46,40.89,5.5,38.76,113.56,0.05,2.35,0.45,30.06,76.16,1.01,183.5,98.5,731.14,0.0,14-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
14-Aug-2018 - 00:00,29.24,1.18,17.73,2.88,29.46,17.95,42.49,7.36,51.96,133.19,0.05,2.57,0.47,30.8,76.26,0.83,217.75,109.38,732.14,0.0,15-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
15-Aug-2018 - 00:00,29.23,1.0,16.71,1.44,16.39,9.89,43.18,5.43,45.98,107.64,0.05,1.65,0.24,29.88,77.42,1.01,245.05,119.18,733.78,0.0,16-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
16-Aug-2018 - 00:00,29.18,1.23,13.43,7.59,35.14,24.86,37.81,8.73,33.47,97.55,0.08,2.88,0.72,30.25,77.19,0.93,196.65,106.59,735.33,0.0,17-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
17-Aug-2018 - 00:00,29.31,1.0,8.45,2.34,22.32,13.77,34.13,7.16,29.43,76.06,0.01,2.11,0.32,31.76,74.36,1.32,248.76,130.89,732.94,0.0,18-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
18-Aug-2018 - 00:00,29.35,1.11,8.35,2.88,24.97,15.62,34.18,6.41,31.51,87.85,0.03,3.1,0.47,31.05,76.97,1.2,227.82,129.3,732.62,0.0,19-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
19-Aug-2018 - 00:00,29.4,1.39,7.63,2.98,32.87,19.91,32.6,7.12,44.59,82.14,0.05,3.41,0.79,28.52,85.51,0.72,201.48,62.12,732.49,0.0,20-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
20-Aug-2018 - 00:00,29.58,1.34,14.05,8.66,32.15,24.13,45.38,9.47,62.06,112.28,0.03,2.71,0.62,30.13,81.15,0.96,245.3,110.31,733.94,0.0,21-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
21-Aug-2018 - 00:00,29.19,0.89,10.58,3.2,26.67,16.79,34.91,6.11,30.16,74.14,0.06,2.66,0.44,30.82,76.23,0.96,237.42,118.19,733.8,0.0,22-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
22-Aug-2018 - 00:00,29.26,1.01,7.79,8.72,23.87,19.78,31.61,6.56,31.45,67.04,0.02,2.1,0.42,30.33,79.72,0.87,198.5,89.05,733.24,0.0,23-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
23-Aug-2018 - 00:00,29.01,1.19,5.96,4.76,20.92,15.0,30.9,5.54,29.07,60.9,0.03,2.03,0.39,28.66,85.65,1.29,163.77,93.67,733.85,0.03,24-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
24-Aug-2018 - 00:00,28.85,0.99,5.93,5.51,26.77,18.72,24.82,4.94,23.56,88.5,0.02,1.73,0.21,29.51,80.24,1.46,71.56,84.64,733.26,0.0,25-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
25-Aug-2018 - 00:00,28.84,0.9,5.7,3.83,22.74,15.21,23.09,4.88,24.97,88.69,0.02,1.8,0.34,29.64,76.48,1.86,84.82,100.84,732.51,0.0,26-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
26-Aug-2018 - 00:00,28.84,0.76,10.61,1.95,17.68,10.99,21.65,6.93,24.67,74.83,0.02,1.42,0.25,30.31,72.24,1.72,144.1,150.66,732.08,0.0,27-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
27-Aug-2018 - 00:00,29.09,1.12,6.34,3.44,25.13,16.17,19.87,8.68,27.32,59.48,0.02,2.18,0.25,28.36,83.57,0.95,209.28,64.58,733.9,0.02,28-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
28-Aug-2018 - 00:00,29.2,1.01,6.48,3.85,23.34,15.54,20.13,5.99,25.94,48.5,0.02,2.29,0.24,28.57,85.43,1.12,230.06,93.12,734.9,0.05,29-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
29-Aug-2018 - 00:00,29.08,0.92,7.87,18.29,27.91,29.7,22.35,4.49,22.7,41.26,0.01,2.49,0.37,27.94,88.2,0.99,217.92,63.91,736.09,0.07,30-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
30-Aug-2018 - 00:00,29.04,0.89,19.78,9.37,36.01,26.77,29.25,7.85,45.34,92.34,0.02,2.94,0.57,29.91,81.68,0.94,143.68,118.92,733.98,0.0,31-Aug-2018 - 00:00,"Sector - 125, Noida - UPPCB"
31-Aug-2018 - 00:00,29.06,0.59,16.76,4.31,35.84,22.57,31.04,8.21,50.08,170.77,0.04,2.32,0.2,30.33,77.72,1.48,167.56,104.31,734.03,0.0,01-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
01-Sep-2018 - 00:00,29.17,1.18,12.53,11.45,45.78,33.65,31.49,7.81,47.17,102.73,0.03,3.72,0.54,27.35,87.76,0.94,173.0,44.24,736.14,0.52,02-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
02-Sep-2018 - 00:00,29.1,1.04,18.05,9.38,37.12,27.37,33.31,6.99,41.49,79.34,0.03,3.72,0.81,26.59,90.81,1.05,161.53,60.14,735.9,0.19,03-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
03-Sep-2018 - 00:00,29.02,1.27,25.35,10.94,45.05,32.85,27.4,8.95,495.07,79.88,0.03,3.43,0.6,26.28,91.94,0.68,187.02,47.15,736.12,0.31,04-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
04-Sep-2018 - 00:00,29.02,1.59,19.74,27.58,64.8,56.89,29.21,8.86,985.0,111.02,0.03,4.71,0.96,26.68,90.16,0.71,128.33,56.54,736.79,0.01,05-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
05-Sep-2018 - 00:00,28.91,0.88,16.84,11.69,47.92,34.99,27.87,6.82,330.83,120.09,2.38,5.48,0.94,27.8,83.76,1.07,134.95,95.93,736.06,0.0,06-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
06-Sep-2018 - 00:00,29.43,1.09,20.67,10.47,41.79,30.74,30.25,9.06,87.43,137.78,0.17,3.62,1.23,28.26,82.05,1.21,127.61,118.48,735.41,0.43,07-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
07-Sep-2018 - 00:00,29.37,1.5,25.59,25.69,47.43,46.1,27.28,14.05,42.25,93.34,0.21,4.9,1.78,27.93,84.2,0.84,172.06,97.84,737.29,0.0,08-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
08-Sep-2018 - 00:00,29.48,0.82,13.84,3.84,28.1,18.06,22.95,15.32,196.42,55.88,0.09,2.98,0.39,27.91,83.7,1.62,256.89,82.07,737.57,0.1,09-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
09-Sep-2018 - 00:00,29.4,0.78,17.74,1.76,16.86,10.39,18.02,8.47,823.0,46.37,0.06,2.23,0.19,27.52,82.84,1.31,270.43,120.23,739.08,0.0,10-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
10-Sep-2018 - 00:00,29.27,0.74,19.04,4.1,24.65,16.44,17.36,7.93,881.83,,1.55,3.4,0.14,28.18,81.5,0.7,194.54,164.25,740.66,0.0,11-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
11-Sep-2018 - 00:00,30.68,0.91,17.18,2.65,40.1,23.48,27.11,5.5,34.77,103.08,0.16,4.76,0.38,28.7,82.21,0.67,208.04,30.79,738.57,0.0,12-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
12-Sep-2018 - 00:00,30.67,0.71,14.83,13.52,35.03,29.62,24.59,6.51,33.94,130.41,0.14,3.95,0.4,29.63,75.56,2.11,86.69,128.96,737.01,0.0,13-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
13-Sep-2018 - 00:00,30.71,0.68,15.2,14.69,32.82,29.41,22.97,7.47,34.9,158.57,0.14,3.48,0.38,29.64,70.08,2.2,78.24,130.12,736.92,0.0,14-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
14-Sep-2018 - 00:00,30.79,0.77,18.65,18.75,36.56,34.69,22.1,7.0,32.65,146.06,0.21,3.99,0.42,29.56,68.83,1.52,93.21,132.01,739.25,0.0,15-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
15-Sep-2018 - 00:00,30.9,0.84,19.07,20.84,36.08,36.13,24.03,7.6,37.12,149.09,0.25,4.59,0.5,29.69,66.16,1.38,102.71,123.85,740.93,0.0,16-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
16-Sep-2018 - 00:00,30.88,0.43,17.9,14.04,34.65,29.85,23.82,8.21,41.73,147.48,0.19,4.16,0.3,29.76,68.15,1.47,112.18,122.94,739.6,0.0,17-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
17-Sep-2018 - 00:00,30.88,0.69,21.74,12.2,34.51,28.27,27.99,9.05,57.88,203.55,0.25,4.46,0.33,29.6,71.46,1.29,169.22,121.46,738.5,0.0,18-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
18-Sep-2018 - 00:00,30.9,0.66,30.51,8.4,36.56,26.28,23.14,9.97,54.41,206.75,0.24,3.76,0.24,29.96,65.64,1.23,110.69,119.75,738.52,0.0,19-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
19-Sep-2018 - 00:00,31.0,0.85,26.25,23.67,46.01,43.72,25.97,11.87,62.01,226.73,0.33,5.33,0.66,29.59,66.09,1.04,102.2,126.44,738.27,0.0,20-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
20-Sep-2018 - 00:00,30.98,1.11,28.32,28.08,49.2,49.0,31.99,25.76,76.89,237.46,0.35,6.0,0.8,29.9,67.14,0.87,167.44,106.7,738.69,0.0,21-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
21-Sep-2018 - 00:00,31.03,0.48,22.42,6.28,18.47,14.93,23.98,8.47,35.87,104.82,0.13,3.73,0.12,28.05,73.93,1.77,262.5,102.77,741.2,0.0,22-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
22-Sep-2018 - 00:00,31.2,0.38,18.67,6.0,16.68,13.61,17.22,6.11,20.95,42.25,0.11,3.07,0.09,25.29,87.43,2.1,260.51,46.79,741.34,0.0,23-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
23-Sep-2018 - 00:00,31.25,0.79,25.46,5.87,11.19,10.31,15.77,4.32,32.95,51.98,0.08,2.65,0.02,26.32,86.67,2.25,269.36,75.03,741.11,0.0,24-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
24-Sep-2018 - 00:00,31.26,0.84,16.1,7.6,19.28,16.43,13.62,3.34,19.83,34.14,0.1,2.58,0.14,24.9,91.16,1.19,177.34,37.76,739.1,0.0,25-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
25-Sep-2018 - 00:00,31.31,1.01,18.45,11.03,28.71,24.23,13.24,4.28,26.88,61.65,0.26,4.1,0.44,23.72,90.82,1.54,107.4,48.08,740.58,0.0,26-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
26-Sep-2018 - 00:00,31.44,1.26,28.49,20.2,36.01,35.22,15.35,6.01,42.15,122.66,0.3,4.5,0.54,26.86,79.09,1.08,106.17,128.71,740.27,0.0,27-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
27-Sep-2018 - 00:00,31.53,2.48,29.86,57.98,49.18,73.3,22.43,10.26,76.75,233.53,0.7,7.84,1.86,27.77,78.1,0.77,107.86,119.67,740.96,0.0,28-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
28-Sep-2018 - 00:00,31.49,2.2,27.92,50.04,51.84,68.23,26.46,12.16,84.04,267.07,0.56,7.34,1.52,28.71,68.58,0.76,162.46,123.82,741.6,0.0,29-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
29-Sep-2018 - 00:00,31.69,1.97,31.58,85.49,54.96,98.7,36.25,15.0,89.92,276.1,0.6,8.27,1.64,29.02,68.03,0.96,120.25,121.57,742.29,0.0,30-Sep-2018 - 00:00,"Sector - 125, Noida - UPPCB"
30-Sep-2018 - 00:00,31.54,0.59,18.82,13.62,50.03,37.65,38.62,9.2,55.45,147.86,0.27,4.22,0.33,28.72,67.19,1.23,118.27,123.88,741.6,0.0,01-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
01-Oct-2018 - 00:00,31.46,0.96,24.32,27.68,73.0,61.33,34.91,12.58,63.02,212.07,0.37,5.14,0.61,29.0,64.66,1.02,113.61,120.81,741.3,0.0,02-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
02-Oct-2018 - 00:00,31.35,1.01,14.15,30.54,55.47,53.24,43.13,11.98,72.21,212.75,0.4,5.48,0.79,28.88,65.38,0.88,115.43,119.23,741.98,0.0,03-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
03-Oct-2018 - 00:00,31.18,0.72,21.18,26.47,59.04,52.93,39.08,16.49,56.76,194.55,0.28,4.05,0.5,29.75,54.81,0.75,153.03,145.97,741.4,0.0,04-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
04-Oct-2018 - 00:00,31.39,1.47,20.09,43.41,72.39,73.53,46.06,22.74,96.52,290.28,0.5,7.06,1.22,28.17,65.16,0.67,186.49,89.37,742.65,0.0,05-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
05-Oct-2018 - 00:00,31.66,2.39,24.33,87.22,86.53,116.94,62.53,24.69,117.62,314.31,0.78,9.89,2.48,28.26,65.32,0.67,191.52,96.72,743.73,0.0,06-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
06-Oct-2018 - 00:00,31.31,1.57,16.68,44.82,75.1,76.39,48.62,13.51,78.86,225.97,0.57,6.9,1.28,28.36,59.84,0.88,111.51,128.97,743.62,0.0,07-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
07-Oct-2018 - 00:00,31.44,1.63,27.37,38.73,69.67,69.29,43.62,14.4,83.49,256.47,0.47,5.4,0.87,27.62,59.84,0.74,123.33,118.07,743.0,0.0,08-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
08-Oct-2018 - 00:00,31.53,1.43,43.31,29.8,71.48,62.25,47.66,29.63,125.16,324.91,0.42,5.2,0.56,28.47,57.1,0.62,216.78,112.6,741.52,0.0,09-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
09-Oct-2018 - 00:00,31.6,1.32,30.18,25.36,59.79,52.42,46.32,12.02,105.68,296.28,0.34,4.49,0.55,28.18,60.92,0.66,223.38,103.07,740.43,0.0,10-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
10-Oct-2018 - 00:00,31.98,1.01,28.64,11.69,41.05,31.33,48.94,10.89,83.8,234.86,0.24,3.9,0.32,27.79,68.42,1.01,240.31,92.06,741.0,0.0,11-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
11-Oct-2018 - 00:00,31.8,0.87,24.73,9.43,30.68,23.98,37.71,7.79,69.3,226.59,0.19,3.31,0.17,25.4,67.95,1.28,225.78,83.17,742.82,0.0,12-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
12-Oct-2018 - 00:00,31.63,1.27,33.57,35.86,69.79,66.19,28.5,24.25,66.93,201.34,0.38,6.31,0.59,25.49,55.33,0.96,186.05,107.28,744.85,0.0,13-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
13-Oct-2018 - 00:00,32.16,1.73,40.59,57.59,79.04,88.87,42.45,21.31,132.5,286.03,0.52,6.68,0.93,25.06,59.66,0.94,121.03,103.96,745.11,0.0,14-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
14-Oct-2018 - 00:00,31.67,1.14,28.0,28.05,75.13,62.76,36.89,11.77,93.15,249.92,0.45,5.0,0.86,25.4,56.3,1.21,94.62,111.05,744.2,0.0,15-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
15-Oct-2018 - 00:00,31.69,1.97,30.78,47.21,89.07,85.76,44.48,13.18,124.2,357.17,0.63,7.81,1.35,26.19,56.94,0.74,139.34,102.45,744.5,0.0,16-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
16-Oct-2018 - 00:00,31.98,1.69,29.75,9.13,71.31,45.31,53.05,18.82,146.57,404.4,0.56,7.15,1.32,26.58,59.12,0.49,256.25,87.07,744.07,0.0,17-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
17-Oct-2018 - 00:00,31.72,1.47,32.66,4.45,66.84,37.76,51.63,11.12,138.44,363.58,0.49,5.44,0.94,26.84,55.76,0.62,192.24,101.29,742.72,0.0,18-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
18-Oct-2018 - 00:00,31.62,2.02,15.22,3.86,65.44,36.12,59.75,12.64,142.16,361.56,0.66,7.34,1.61,25.71,65.41,0.58,190.83,82.53,742.14,0.0,19-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
19-Oct-2018 - 00:00,31.64,1.57,34.38,3.17,84.87,46.52,50.81,26.14,144.11,354.02,0.6,5.74,1.11,26.21,58.04,0.65,144.57,86.56,743.57,0.0,20-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
20-Oct-2018 - 00:00,31.76,1.53,18.05,3.58,83.48,45.75,42.19,37.64,163.68,336.75,0.55,5.62,0.84,26.32,49.08,0.74,207.38,94.95,745.9,0.0,21-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
21-Oct-2018 - 00:00,31.69,1.38,5.51,3.63,79.62,43.8,40.2,40.48,147.09,303.01,0.51,5.42,0.81,25.51,48.31,0.85,139.53,93.03,746.71,0.0,22-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
22-Oct-2018 - 00:00,31.74,1.54,5.58,3.85,79.68,43.63,40.27,13.51,117.79,301.56,0.56,5.64,1.15,24.43,52.09,0.99,85.04,98.93,745.58,0.0,23-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
23-Oct-2018 - 00:00,31.62,1.84,15.32,5.64,94.95,51.77,40.15,16.03,111.46,315.55,0.55,7.01,1.54,25.02,49.46,0.78,122.38,95.98,745.26,0.0,24-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
24-Oct-2018 - 00:00,31.68,2.46,11.81,4.69,97.1,53.39,47.0,12.1,174.5,454.57,0.77,9.22,1.97,24.97,53.8,0.59,241.53,87.86,745.25,0.0,25-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
25-Oct-2018 - 00:00,31.67,1.88,10.17,4.8,82.45,45.94,49.16,19.92,156.64,370.82,0.66,6.96,1.08,24.36,57.36,0.58,258.12,89.06,746.61,0.0,26-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
26-Oct-2018 - 00:00,31.72,2.67,11.24,6.31,102.66,56.91,51.0,19.96,205.7,405.1,0.77,7.84,1.56,23.43,62.05,0.53,139.6,74.27,748.57,0.0,27-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
27-Oct-2018 - 00:00,31.63,3.66,12.94,5.74,97.39,54.12,65.62,19.53,231.33,498.59,1.2,11.89,3.63,23.29,66.64,0.45,224.38,77.23,748.67,0.0,28-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
28-Oct-2018 - 00:00,31.58,3.29,9.39,5.05,90.07,50.82,77.84,14.98,216.01,416.23,0.98,9.13,2.92,23.65,66.42,0.73,181.34,93.16,748.35,0.0,29-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
29-Oct-2018 - 00:00,31.43,3.14,19.99,93.06,108.03,119.88,66.92,15.7,245.05,484.65,0.99,9.07,2.68,23.81,65.92,0.65,130.74,82.55,747.54,0.0,30-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
30-Oct-2018 - 00:00,31.4,3.03,34.22,189.86,111.72,213.75,75.54,20.68,266.24,522.84,1.19,11.9,3.55,23.65,67.45,0.43,115.3,76.17,747.27,0.0,31-Oct-2018 - 00:00,"Sector - 125, Noida - UPPCB"
31-Oct-2018 - 00:00,31.42,2.17,28.29,130.53,100.57,159.61,69.77,16.95,229.25,469.93,0.83,8.68,1.83,23.26,68.53,0.52,228.54,80.84,747.85,0.0,01-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
01-Nov-2018 - 00:00,31.39,3.14,25.69,159.18,101.69,183.5,75.63,13.45,242.17,500.66,0.99,10.05,2.92,23.43,68.84,0.39,259.88,74.88,746.71,0.0,02-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
02-Nov-2018 - 00:00,31.35,1.55,30.12,31.32,77.44,66.66,65.08,15.15,222.59,396.38,0.58,6.49,0.85,23.6,65.73,0.57,249.72,76.85,745.18,0.0,03-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
03-Nov-2018 - 00:00,31.31,1.06,39.84,9.89,41.35,30.04,57.46,12.02,162.64,303.65,0.36,3.43,0.36,23.55,67.07,1.37,216.52,76.65,743.98,0.0,04-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
04-Nov-2018 - 00:00,31.19,0.77,53.35,8.54,36.61,26.42,34.47,12.63,97.04,184.9,0.21,2.42,0.17,23.03,61.07,1.23,196.1,85.12,745.54,0.0,05-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
05-Nov-2018 - 00:00,31.38,1.99,32.17,25.62,86.06,66.61,44.9,11.29,414.25,566.77,0.61,4.17,0.64,20.35,70.49,0.96,98.28,65.52,746.16,0.0,06-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
06-Nov-2018 - 00:00,31.24,1.43,40.82,18.32,66.68,50.36,31.5,11.52,175.16,317.95,0.41,3.28,0.51,21.39,49.74,1.35,97.79,94.26,746.54,0.0,07-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
07-Nov-2018 - 00:00,29.68,1.29,53.76,22.38,67.54,54.13,33.63,19.89,205.05,361.71,0.47,2.97,0.65,20.12,46.64,0.88,70.99,95.72,747.18,0.0,08-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
08-Nov-2018 - 00:00,28.26,2.84,33.03,114.81,105.88,149.6,49.96,27.16,577.75,541.56,0.88,5.72,1.62,18.79,62.92,0.48,74.8,67.17,747.24,0.0,09-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
09-Nov-2018 - 00:00,28.38,3.33,53.33,143.18,119.55,179.96,57.56,14.92,337.67,525.88,1.01,6.94,2.38,20.14,67.1,0.47,123.7,80.94,745.52,0.0,10-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
10-Nov-2018 - 00:00,28.42,3.86,43.3,167.69,111.06,194.38,60.67,16.02,323.33,528.1,1.05,8.85,2.86,20.05,72.68,0.38,203.55,68.77,746.33,0.0,11-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
11-Nov-2018 - 00:00,28.43,3.02,52.54,86.99,96.31,121.89,64.05,16.98,336.41,559.52,0.97,8.58,2.6,21.02,68.68,0.39,199.42,76.19,746.77,0.0,12-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
12-Nov-2018 - 00:00,28.53,2.8,47.29,86.45,98.0,122.41,61.79,17.37,286.71,520.28,0.79,6.78,1.58,21.64,68.31,0.49,225.69,76.48,744.79,0.0,13-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
13-Nov-2018 - 00:00,28.52,2.55,35.21,34.35,81.75,71.38,65.97,17.11,275.84,481.78,0.66,6.54,1.47,21.78,70.17,0.73,259.92,55.39,742.53,0.0,14-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
14-Nov-2018 - 00:00,28.49,1.8,37.4,36.72,69.15,66.59,53.07,12.1,150.93,247.59,0.44,4.51,0.84,21.7,73.93,0.75,212.29,70.94,743.45,0.0,15-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
15-Nov-2018 - 00:00,28.48,1.01,33.69,24.26,68.24,56.01,48.3,16.21,107.55,186.02,0.32,4.01,0.47,21.37,71.83,0.98,160.23,77.22,746.61,0.0,16-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
16-Nov-2018 - 00:00,28.45,1.38,39.53,13.79,73.38,50.24,33.16,11.16,138.66,237.49,0.3,2.44,0.33,20.15,60.99,1.45,99.23,89.89,745.85,0.0,17-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
17-Nov-2018 - 00:00,28.46,1.5,41.7,46.87,87.72,84.71,32.91,13.8,160.24,304.23,0.48,3.74,0.83,19.78,61.95,0.9,78.01,85.47,744.42,0.0,18-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
18-Nov-2018 - 00:00,28.35,1.65,50.02,52.88,71.83,81.16,48.87,18.66,186.89,346.46,0.53,5.05,1.47,20.41,65.51,0.63,211.07,80.45,745.47,0.0,19-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
19-Nov-2018 - 00:00,28.43,1.24,62.06,8.51,51.15,34.1,43.11,19.54,206.77,347.97,0.35,2.92,0.28,21.21,65.41,0.85,244.94,71.05,747.71,0.0,20-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
20-Nov-2018 - 00:00,28.43,1.47,45.17,52.43,96.52,92.86,43.4,23.51,237.01,420.16,0.59,5.72,1.03,21.41,68.72,0.62,131.05,74.36,747.95,0.0,21-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
21-Nov-2018 - 00:00,29.62,1.12,43.19,61.6,95.41,100.74,44.3,20.0,229.99,400.66,0.59,4.78,1.03,20.88,60.67,0.8,87.61,79.46,748.32,0.0,22-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
22-Nov-2018 - 00:00,32.43,2.52,33.33,125.14,112.36,161.32,42.28,21.03,155.97,351.91,0.63,5.82,1.65,20.72,53.5,0.53,169.75,72.95,748.9,0.0,23-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
