from date,Eth-Benzene,MP-Xylene,O Xylene,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,SO2,to date,station
23-May-2018 - 00:00,8.45,9.72,1.74,1.0,9.43,14.01,12.9,19.54,19.64,91.98,55.74,0.0,12.84,251.82,33.85,300.46,0.89,4.98,24-May-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
24-May-2018 - 00:00,5.52,15.5,0.24,1.02,10.92,13.5,11.4,24.89,19.49,82.63,50.08,0.0,11.84,262.18,33.65,264.34,0.7,6.85,25-May-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
25-May-2018 - 00:00,5.98,12.12,2.24,1.07,11.18,13.8,10.95,24.4,13.9,76.87,44.13,0.0,14.75,249.97,33.64,223.71,0.77,7.48,26-May-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
26-May-2018 - 00:00,8.63,11.22,3.67,0.97,11.49,9.93,10.46,20.33,14.18,93.45,56.63,0.0,15.39,260.22,34.59,166.74,0.66,8.49,27-May-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
27-May-2018 - 00:00,1.16,22.08,2.65,0.93,9.78,6.61,11.07,17.67,14.52,92.06,55.8,0.0,12.54,248.29,35.58,148.79,0.57,7.1,28-May-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
28-May-2018 - 00:00,1.16,23.3,2.65,1.03,10.54,5.72,10.99,16.93,12.93,111.62,67.65,0.0,17.69,252.05,34.53,235.79,0.72,9.3,29-May-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
29-May-2018 - 00:00,1.88,16.37,2.17,0.99,10.32,5.07,9.74,14.42,14.24,121.2,73.45,0.0,19.39,243.04,34.68,119.28,0.91,9.3,30-May-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
30-May-2018 - 00:00,10.92,22.68,0.49,1.81,10.59,9.09,11.62,15.01,6.78,128.52,72.66,0.0,32.74,195.7,33.09,150.6,0.92,12.6,31-May-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
31-May-2018 - 00:00,16.17,24.69,0.54,3.26,10.47,11.69,3.84,15.53,17.43,91.66,55.55,0.0,35.8,253.77,33.81,155.49,0.86,12.07,01-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Jun-2018 - 00:00,10.42,12.95,0.58,2.24,10.39,12.44,4.01,16.45,12.87,78.09,47.32,0.0,40.45,255.21,31.78,140.2,1.02,16.41,02-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Jun-2018 - 00:00,8.29,14.76,0.81,0.95,10.54,11.29,3.75,15.05,19.83,51.92,31.47,0.0,43.83,281.07,30.1,124.02,1.01,10.07,03-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Jun-2018 - 00:00,11.07,29.93,1.09,1.04,10.52,13.79,3.69,17.48,31.54,72.27,43.8,0.0,41.77,277.21,32.46,143.05,0.84,6.3,04-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Jun-2018 - 00:00,1.11,9.44,2.87,1.11,10.6,13.54,3.51,17.08,30.9,94.17,51.48,0.0,41.77,259.26,34.0,133.58,0.84,5.36,05-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Jun-2018 - 00:00,3.06,12.89,1.89,1.18,9.05,16.03,3.34,18.18,27.16,85.7,51.94,0.08,47.45,260.15,33.02,134.52,0.96,6.37,06-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Jun-2018 - 00:00,4.75,13.9,0.98,1.24,9.96,11.24,4.38,15.62,22.54,45.37,26.3,0.04,60.2,276.08,29.11,132.47,0.76,2.99,07-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Jun-2018 - 00:00,3.37,10.71,1.62,1.2,9.61,12.95,3.9,16.86,26.26,63.57,38.53,0.0,49.9,274.6,32.43,163.42,0.49,3.59,08-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Jun-2018 - 00:00,4.74,11.87,1.72,1.14,9.89,11.91,4.22,16.11,26.82,107.91,65.4,0.0,46.53,287.39,33.66,128.71,0.68,5.91,09-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Jun-2018 - 00:00,2.05,5.45,3.31,0.89,10.08,10.63,4.53,15.16,18.16,55.32,33.52,0.11,65.01,259.67,28.87,145.42,0.89,6.93,10-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Jun-2018 - 00:00,2.51,4.08,1.85,1.0,9.85,12.21,4.17,16.37,13.05,68.18,41.32,0.0,58.98,301.06,31.54,195.8,0.65,6.76,11-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Jun-2018 - 00:00,0.53,5.88,0.57,0.79,9.92,11.51,4.38,15.89,14.85,93.83,56.87,0.0,42.99,298.58,33.51,209.73,0.68,7.2,12-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Jun-2018 - 00:00,1.61,5.14,0.63,0.78,10.03,6.17,4.65,10.84,20.28,83.92,41.97,0.0,33.97,299.77,35.39,222.84,0.64,6.9,13-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Jun-2018 - 00:00,4.64,11.02,0.86,0.76,11.44,5.06,6.05,11.1,34.28,78.24,44.83,0.0,30.84,339.15,36.06,210.33,0.8,7.94,14-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
14-Jun-2018 - 00:00,3.09,24.16,4.45,0.74,13.06,6.29,7.71,14.0,22.69,541.54,328.19,0.0,35.74,286.97,35.14,187.5,1.64,6.33,15-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Jun-2018 - 00:00,3.99,3.88,0.76,0.51,14.7,5.13,9.31,18.19,8.38,645.27,234.81,0.0,38.97,200.45,33.6,166.91,0.91,6.39,16-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Jun-2018 - 00:00,4.59,8.33,1.34,0.51,14.92,9.02,9.41,18.74,11.69,239.23,91.7,0.11,68.87,158.75,25.89,113.04,1.08,4.84,17-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Jun-2018 - 00:00,12.92,9.62,2.15,0.85,14.83,10.81,8.88,19.69,17.33,129.33,75.63,0.11,71.77,277.47,25.69,168.19,0.68,5.65,18-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Jun-2018 - 00:00,6.12,6.6,4.54,1.03,14.83,11.44,8.73,20.18,20.23,174.85,105.97,0.0,62.77,275.91,28.35,183.41,0.81,5.79,19-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Jun-2018 - 00:00,8.73,16.16,3.38,0.92,15.14,8.84,9.49,18.43,26.48,134.52,81.1,0.0,49.96,318.22,30.68,248.22,0.7,5.75,20-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Jun-2018 - 00:00,13.77,6.81,3.18,0.95,15.13,8.3,9.7,18.0,28.42,72.56,44.92,0.0,45.15,333.69,32.48,196.42,0.63,5.44,21-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Jun-2018 - 00:00,4.04,8.42,2.64,0.87,15.19,9.41,9.34,18.72,18.32,79.7,57.96,0.0,37.86,300.91,33.22,270.94,0.88,7.78,22-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Jun-2018 - 00:00,6.8,11.68,2.47,0.91,15.17,8.3,9.69,17.99,25.13,69.07,50.81,0.0,31.95,294.57,34.83,244.82,0.78,5.72,23-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Jun-2018 - 00:00,8.33,8.57,1.51,0.87,15.04,9.34,9.39,18.73,13.87,70.85,60.12,0.0,41.55,214.6,30.6,176.77,0.95,5.21,24-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Jun-2018 - 00:00,11.13,4.6,2.5,0.85,15.46,14.85,7.63,22.48,20.63,57.99,49.21,0.0,36.2,302.81,33.48,273.27,0.72,5.53,25-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Jun-2018 - 00:00,5.47,11.42,2.81,0.91,15.31,12.17,8.29,20.43,21.73,66.99,56.2,0.0,36.56,278.21,34.38,226.49,0.87,6.12,26-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Jun-2018 - 00:00,6.02,9.85,2.2,0.93,18.31,7.57,12.09,18.25,12.93,96.02,79.48,0.11,46.61,291.91,32.7,196.88,1.14,6.83,27-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Jun-2018 - 00:00,11.23,10.32,4.0,1.01,16.81,9.77,11.96,21.73,5.63,39.62,33.61,0.08,69.74,130.98,26.1,140.5,0.73,5.56,28-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Jun-2018 - 00:00,8.98,11.26,3.85,1.04,15.0,14.89,12.1,27.09,9.41,31.61,26.58,1.94,88.83,178.2,24.24,134.11,1.07,6.1,29-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Jun-2018 - 00:00,8.14,4.13,0.63,1.05,14.99,16.02,12.47,28.27,14.73,31.07,26.05,0.2,78.22,252.97,27.51,135.73,0.53,6.84,30-Jun-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Jun-2018 - 00:00,5.37,10.92,2.08,1.11,14.44,17.89,11.43,29.32,14.07,35.48,26.15,0.28,75.76,268.04,28.98,138.4,0.53,4.8,01-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Jul-2018 - 00:00,6.36,4.43,2.4,1.23,13.56,20.3,9.74,30.05,15.96,37.44,31.77,0.01,69.66,298.67,30.75,193.39,0.44,4.72,02-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Jul-2018 - 00:00,3.75,11.04,2.94,1.06,12.35,30.73,9.06,37.47,14.45,27.03,22.67,0.0,73.42,285.97,29.9,123.19,0.76,5.41,03-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Jul-2018 - 00:00,5.01,1.86,1.76,0.85,16.96,13.05,11.72,24.07,9.27,23.56,19.62,0.31,83.56,203.97,25.87,121.97,0.79,4.45,04-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Jul-2018 - 00:00,4.89,10.71,1.17,0.66,15.23,16.37,9.89,26.45,15.7,23.48,19.8,0.06,78.92,233.78,25.81,138.77,0.56,4.88,05-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Jul-2018 - 00:00,2.13,9.37,0.93,0.91,15.54,15.7,10.08,25.79,15.68,43.76,37.13,0.01,71.21,426.54,27.9,227.99,0.51,5.81,06-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Jul-2018 - 00:00,1.99,4.72,0.99,1.05,18.6,17.06,12.16,28.32,15.72,61.6,46.31,0.0,68.69,492.14,29.76,264.17,0.65,6.98,07-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Jul-2018 - 00:00,3.61,9.74,2.59,1.17,16.8,18.61,10.79,29.58,18.81,60.05,44.33,0.0,58.21,468.46,31.84,277.79,0.73,6.13,08-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Jul-2018 - 00:00,3.08,6.69,0.8,1.13,16.03,22.35,9.9,32.25,19.4,36.32,24.21,0.0,56.5,460.16,32.56,177.02,0.67,5.49,09-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Jul-2018 - 00:00,3.36,3.12,1.59,0.95,16.7,19.27,10.71,29.98,17.96,25.41,15.77,0.0,53.16,413.43,33.31,161.82,0.72,7.98,10-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Jul-2018 - 00:00,3.97,6.51,1.14,0.74,16.77,19.13,10.72,31.15,22.04,25.35,16.88,0.0,68.66,430.92,31.73,117.48,0.75,15.27,11-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Jul-2018 - 00:00,4.98,3.68,1.5,0.82,16.49,20.88,10.31,31.45,21.6,19.75,13.16,0.0,72.39,434.64,29.63,125.89,0.82,9.89,12-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Jul-2018 - 00:00,1.99,1.99,1.29,1.33,17.35,19.49,11.1,30.73,11.64,26.23,16.82,0.16,77.65,308.85,28.98,112.4,0.61,4.63,13-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Jul-2018 - 00:00,0.47,3.12,0.5,0.7,16.43,19.58,10.55,30.7,,28.42,16.05,0.24,79.54,371.19,27.34,107.16,0.69,2.47,14-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
14-Jul-2018 - 00:00,3.6,1.92,0.85,0.62,16.13,21.8,10.12,31.92,11.21,50.15,32.3,0.0,74.09,493.04,29.46,114.08,0.63,3.35,15-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Jul-2018 - 00:00,5.34,0.65,0.7,0.43,15.69,24.29,9.59,33.88,7.81,43.33,26.26,0.0,69.27,412.55,30.54,123.04,0.68,3.44,16-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Jul-2018 - 00:00,4.0,2.63,0.55,0.38,16.3,21.0,10.31,31.5,8.37,49.42,29.68,0.0,76.52,420.4,29.21,117.26,0.81,4.11,17-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Jul-2018 - 00:00,1.2,5.9,0.66,0.67,16.27,21.62,10.2,31.91,17.96,46.48,27.91,0.0,76.44,502.19,29.17,118.04,0.64,4.8,18-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Jul-2018 - 00:00,1.67,8.0,0.47,0.78,16.33,21.44,10.04,31.48,10.94,45.04,27.29,0.38,78.13,488.45,28.89,134.62,0.56,4.74,19-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Jul-2018 - 00:00,4.37,5.54,0.65,0.69,16.3,21.89,9.95,31.84,15.56,45.07,27.32,0.0,71.25,489.87,30.02,154.2,0.62,7.81,20-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Jul-2018 - 00:00,4.37,3.16,0.71,0.83,16.66,19.92,10.54,30.47,13.75,57.51,34.85,0.01,71.01,571.18,30.39,159.51,0.72,5.32,21-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Jul-2018 - 00:00,4.19,3.26,0.73,0.7,15.97,24.35,9.23,33.57,14.76,50.04,30.33,0.0,74.41,551.56,29.28,126.63,0.72,10.09,22-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Jul-2018 - 00:00,4.21,3.0,0.58,0.92,16.15,23.02,9.64,32.66,9.18,50.26,30.46,0.11,84.71,633.76,27.81,122.86,0.58,9.28,23-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Jul-2018 - 00:00,1.35,4.81,0.54,0.85,15.19,28.86,7.89,37.09,11.78,45.53,27.33,0.12,79.35,525.54,28.94,129.38,0.69,2.99,24-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Jul-2018 - 00:00,2.73,5.69,0.54,0.89,15.99,22.82,9.56,32.37,14.19,53.77,32.59,0.54,80.79,581.94,28.48,125.63,0.56,5.05,25-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Jul-2018 - 00:00,2.88,6.51,0.3,1.8,16.86,19.39,10.62,30.03,12.54,62.58,37.55,0.01,80.97,658.61,29.09,147.69,0.49,7.56,26-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Jul-2018 - 00:00,1.94,6.05,0.22,0.76,16.73,19.53,10.62,30.14,14.21,32.69,19.9,0.46,85.71,673.25,27.0,148.53,0.71,3.16,27-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Jul-2018 - 00:00,1.92,6.56,0.49,0.64,19.6,17.87,10.99,28.75,16.44,26.91,15.92,0.06,80.59,540.48,27.63,142.19,0.61,3.28,28-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Jul-2018 - 00:00,2.89,5.05,0.73,0.71,16.74,17.05,11.29,29.16,7.42,40.0,22.67,0.02,81.17,635.45,28.27,169.42,0.57,2.79,29-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Jul-2018 - 00:00,1.96,5.25,0.44,0.81,15.2,22.36,11.15,33.51,16.15,33.95,20.58,0.07,80.05,594.41,28.13,167.83,0.53,6.27,30-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Jul-2018 - 00:00,4.84,5.95,0.84,0.72,13.95,26.45,11.29,37.73,30.22,48.52,29.4,0.04,73.46,527.45,29.72,238.2,0.59,4.21,31-Jul-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
31-Jul-2018 - 00:00,4.32,6.16,0.56,0.76,15.14,23.28,11.25,34.53,21.76,57.22,34.68,0.0,71.21,557.63,30.26,183.36,0.75,4.28,01-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Aug-2018 - 00:00,2.73,5.67,0.33,0.89,15.95,20.71,11.2,31.9,10.45,72.97,44.22,0.0,73.37,592.27,29.95,147.91,0.81,6.15,02-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Aug-2018 - 00:00,2.03,5.7,0.41,0.95,16.24,19.03,11.56,30.77,20.0,79.73,51.92,0.0,74.88,610.64,30.54,180.96,0.86,7.06,03-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Aug-2018 - 00:00,2.38,4.95,0.22,0.78,16.59,17.59,12.85,30.81,23.18,54.14,44.18,0.0,77.6,630.28,30.27,164.56,0.87,13.74,04-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Aug-2018 - 00:00,2.83,7.78,0.4,0.73,16.37,18.65,13.27,31.89,16.19,74.88,62.4,0.0,71.6,582.36,30.74,183.05,0.89,5.11,05-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Aug-2018 - 00:00,3.39,4.96,0.41,0.75,15.28,21.32,15.47,36.78,21.01,66.21,55.17,0.0,71.71,579.13,30.46,191.73,0.9,2.6,06-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Aug-2018 - 00:00,4.33,4.73,0.53,0.65,15.53,20.14,14.06,34.41,12.65,32.96,27.19,0.0,82.58,553.67,26.59,114.98,0.95,4.5,07-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Aug-2018 - 00:00,3.02,5.09,0.42,0.72,15.29,20.77,13.69,35.42,20.27,52.33,29.39,0.0,87.58,515.08,24.59,99.39,0.68,7.45,08-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Aug-2018 - 00:00,5.78,5.62,0.68,0.72,15.27,21.54,13.96,37.36,14.2,45.06,32.47,0.0,83.34,617.05,26.5,137.31,0.5,6.26,09-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Aug-2018 - 00:00,1.75,5.48,0.4,0.83,16.87,17.7,12.26,29.98,19.24,67.33,40.33,0.43,81.26,611.53,27.97,125.67,0.6,6.6,10-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Aug-2018 - 00:00,1.92,5.93,0.55,0.87,16.61,17.43,12.24,29.67,21.16,78.88,47.81,0.02,77.24,591.86,29.26,202.42,0.35,7.07,11-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Aug-2018 - 00:00,1.86,5.51,0.43,0.84,16.51,17.4,12.23,29.63,17.97,82.67,50.1,0.32,84.88,622.98,28.19,146.91,0.54,7.51,12-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Aug-2018 - 00:00,2.58,3.95,0.48,0.7,16.69,17.26,12.22,29.48,24.49,80.58,48.8,0.0,80.98,568.72,29.09,158.7,0.67,6.77,13-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Aug-2018 - 00:00,4.17,4.33,0.62,0.67,16.68,17.18,12.15,29.33,25.16,62.9,38.12,0.02,81.02,597.93,28.1,128.2,0.68,6.38,14-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
14-Aug-2018 - 00:00,4.55,5.81,1.45,0.71,16.71,17.04,12.12,29.16,25.01,56.71,34.37,0.32,79.48,519.01,28.03,112.57,0.53,7.49,15-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Aug-2018 - 00:00,3.15,9.14,1.28,0.73,16.72,16.99,12.12,28.87,27.29,48.99,29.69,0.01,76.02,512.68,28.57,164.34,0.57,7.81,16-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Aug-2018 - 00:00,3.32,9.03,1.3,0.68,16.69,16.91,12.12,29.02,31.24,59.6,36.12,0.07,74.31,591.32,29.55,126.21,0.53,9.72,17-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Aug-2018 - 00:00,2.76,7.32,1.43,0.68,16.69,17.06,12.19,29.25,19.39,52.87,30.46,0.04,82.47,544.95,28.4,130.75,0.52,7.86,18-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Aug-2018 - 00:00,2.71,8.58,1.57,0.75,16.63,17.83,12.5,30.32,17.23,35.28,21.38,0.03,82.29,501.85,27.82,142.69,0.51,8.36,19-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Aug-2018 - 00:00,2.52,8.56,1.06,0.6,16.71,18.14,12.61,30.75,23.66,38.4,23.28,0.0,78.67,474.6,29.22,205.14,0.57,5.67,20-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Aug-2018 - 00:00,2.69,9.82,1.22,0.81,16.79,17.71,12.46,30.16,33.64,36.94,22.39,0.0,76.58,383.32,29.68,170.18,0.56,8.79,21-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Aug-2018 - 00:00,3.01,6.83,1.77,0.88,16.74,17.23,12.26,29.49,32.1,41.35,25.06,0.0,76.69,507.45,29.09,105.7,0.67,9.44,22-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Aug-2018 - 00:00,2.98,5.85,1.71,0.83,16.74,16.56,12.27,29.49,18.98,56.63,33.13,0.01,84.39,478.85,27.56,114.51,0.47,8.62,23-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Aug-2018 - 00:00,3.57,3.62,1.2,0.85,16.72,17.35,12.35,29.7,24.44,49.52,30.01,0.01,84.54,385.59,27.27,120.36,0.65,7.81,24-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Aug-2018 - 00:00,2.63,3.06,1.34,0.69,15.07,15.84,11.06,26.88,25.93,54.48,33.02,0.0,76.68,565.94,28.73,152.63,0.69,8.32,25-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Aug-2018 - 00:00,2.38,3.08,0.79,0.7,13.83,11.07,10.35,21.41,20.34,55.54,33.66,0.0,73.43,487.93,29.41,185.87,0.89,5.62,26-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Aug-2018 - 00:00,4.33,2.89,0.77,0.57,13.91,11.08,10.41,21.6,26.16,50.8,30.44,0.0,68.85,555.0,29.53,182.53,0.68,4.41,27-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Aug-2018 - 00:00,5.16,2.08,0.89,0.83,15.27,12.57,10.93,23.39,35.62,60.17,40.57,0.0,66.83,522.27,30.18,239.12,0.55,8.84,28-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Aug-2018 - 00:00,4.02,1.94,0.58,0.85,17.98,14.64,10.99,25.57,20.97,54.94,32.01,0.0,69.21,511.43,30.45,137.64,0.44,9.69,29-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Aug-2018 - 00:00,2.55,2.2,0.3,0.95,21.89,18.33,14.81,33.36,31.63,50.42,30.2,0.0,76.92,537.62,29.57,172.04,0.7,10.61,30-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Aug-2018 - 00:00,2.88,1.93,0.64,0.98,24.36,22.26,18.27,39.18,42.44,47.0,28.48,0.0,75.17,314.08,29.59,154.53,0.7,9.25,31-Aug-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
31-Aug-2018 - 00:00,4.33,1.32,0.45,1.08,24.84,22.49,19.59,40.09,28.01,58.21,35.28,0.25,71.01,94.62,30.56,175.68,0.74,10.52,01-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Sep-2018 - 00:00,4.33,1.22,0.45,1.08,24.71,22.3,19.7,40.02,26.98,56.78,34.41,0.05,73.77,108.01,29.78,174.11,0.83,10.6,02-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Sep-2018 - 00:00,4.33,1.25,0.45,1.08,24.04,21.6,20.15,39.75,38.35,50.83,30.81,0.02,77.83,120.8,27.47,143.26,0.68,10.64,03-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Sep-2018 - 00:00,4.33,1.2,0.45,1.08,24.13,21.73,20.09,39.82,30.41,34.82,21.1,0.0,79.22,109.36,27.19,112.21,0.49,10.63,04-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Sep-2018 - 00:00,2.8,2.67,0.35,0.93,22.31,18.92,19.16,37.37,27.86,45.0,27.15,0.0,73.18,94.55,28.36,176.31,0.49,8.61,05-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Sep-2018 - 00:00,2.33,2.71,0.42,0.88,19.6,19.75,22.65,42.41,6.26,40.2,24.37,0.0,76.46,161.05,29.04,160.48,0.46,8.43,06-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Sep-2018 - 00:00,3.14,1.13,0.67,0.81,16.8,17.35,21.11,38.44,11.0,63.73,38.63,0.0,75.44,339.02,29.58,159.74,0.38,8.86,07-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Sep-2018 - 00:00,2.77,2.53,0.2,0.75,22.63,20.57,16.0,32.36,16.92,33.36,20.22,0.3,75.63,354.38,27.56,136.17,0.61,6.79,08-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Sep-2018 - 00:00,2.69,2.02,0.57,0.83,24.54,22.38,16.93,32.81,12.38,34.43,20.87,0.0,75.38,392.78,27.32,216.76,0.47,4.61,09-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Sep-2018 - 00:00,1.75,2.24,0.57,0.91,20.29,17.77,21.73,34.82,8.12,28.03,16.99,0.06,87.54,565.07,26.4,140.82,0.41,7.74,10-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Sep-2018 - 00:00,1.66,3.01,0.43,0.55,16.52,17.88,24.28,42.12,13.12,38.45,23.3,0.0,81.76,431.6,27.75,204.82,0.4,7.82,11-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Sep-2018 - 00:00,3.92,6.24,0.59,0.63,15.72,17.43,20.28,37.7,22.46,34.79,21.08,0.01,77.45,305.7,28.37,200.94,0.58,7.01,12-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Sep-2018 - 00:00,4.96,3.94,0.44,0.66,12.78,17.0,19.39,36.4,16.78,37.41,22.67,0.02,83.56,337.95,26.62,109.66,0.69,8.19,13-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Sep-2018 - 00:00,2.3,3.06,0.37,0.7,19.19,12.53,13.6,25.76,12.66,47.49,28.78,0.0,78.68,305.66,27.51,167.0,0.73,9.28,14-Sep-2018 - 00:00,"Civil Line, Jalandhar - PPCB"
