from date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,RF,SR,BP,VWS,O Xylene,SO2,to date,station
12-Apr-2018 - 00:00,,41.09,7.31,23.24,29.75,11.1,1.1,28.11,11.17,1.54,7.74,6.28,0.51,143.9,33.91,56.84,0.0,182.17,753.11,5.0,6.88,16.09,13-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
13-Apr-2018 - 00:00,,39.79,7.29,22.91,29.17,11.1,1.05,30.49,18.71,3.5,29.44,28.3,0.52,166.23,33.92,58.58,0.0,193.79,754.02,5.0,28.94,15.24,14-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
14-Apr-2018 - 00:00,,37.62,5.63,18.6,18.52,11.47,0.92,27.22,3.62,0.52,1.1,0.07,0.61,156.78,35.29,55.2,0.0,188.17,752.99,5.0,0.54,25.33,15-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
15-Apr-2018 - 00:00,,22.58,8.11,28.32,36.41,10.53,0.88,29.78,2.73,0.3,1.41,0.18,0.29,186.29,29.09,79.48,0.0,0.04,753.91,5.0,0.48,29.21,16-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
16-Apr-2018 - 00:00,,45.21,4.71,10.56,11.57,11.61,1.46,35.39,2.13,0.6,1.56,0.17,0.56,156.43,38.23,47.11,0.0,255.15,753.72,5.0,0.5,18.32,17-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
17-Apr-2018 - 00:00,,36.71,9.72,17.28,22.02,14.35,0.81,35.48,6.12,0.79,5.9,4.72,0.76,148.59,35.6,55.3,0.0,213.64,754.36,5.0,4.94,16.08,18-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
18-Apr-2018 - 00:00,,45.74,4.72,12.46,16.13,12.48,1.17,35.51,11.95,1.39,11.02,10.07,0.74,148.65,36.18,55.39,0.0,266.72,753.36,5.0,10.28,16.23,19-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
19-Apr-2018 - 00:00,,57.51,4.94,10.67,14.28,11.96,1.74,35.49,14.32,1.75,13.45,11.53,0.5,143.0,36.3,57.03,0.0,178.04,751.69,5.0,11.74,16.12,20-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
20-Apr-2018 - 00:00,,62.06,4.82,12.48,13.49,12.01,2.36,35.61,3.84,0.76,2.73,0.47,0.44,142.07,37.31,56.25,0.0,204.75,751.74,5.0,0.75,16.1,21-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
21-Apr-2018 - 00:00,,58.14,4.88,11.07,14.0,11.66,1.63,35.49,2.81,0.67,2.76,0.55,0.39,162.32,35.56,62.51,0.0,169.88,752.21,5.0,0.93,16.08,22-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
22-Apr-2018 - 00:00,,30.13,5.65,15.93,21.57,12.12,0.73,35.31,4.54,0.48,1.79,0.17,0.72,145.31,35.2,60.68,0.0,312.05,752.87,5.0,0.72,16.07,23-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
23-Apr-2018 - 00:00,,70.94,4.03,6.17,7.39,11.85,1.15,35.67,3.1,0.6,2.3,0.31,0.62,133.48,37.87,52.34,0.0,240.9,752.42,5.0,0.68,16.45,24-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
24-Apr-2018 - 00:00,,59.46,4.76,8.55,11.74,11.58,0.62,35.55,2.06,0.45,1.19,0.06,0.57,126.61,36.08,55.64,0.0,205.65,752.3,5.0,0.42,16.07,25-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
25-Apr-2018 - 00:00,,63.79,16.34,9.55,24.74,10.69,0.95,35.48,2.81,0.58,2.94,0.52,0.52,130.72,37.44,46.43,0.0,242.03,752.09,5.0,1.03,13.65,26-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
26-Apr-2018 - 00:00,,61.67,22.93,10.31,32.91,10.8,1.01,35.58,5.14,0.62,2.26,0.3,0.53,150.36,35.17,59.33,0.0,185.16,752.0,5.0,0.53,13.21,27-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
27-Apr-2018 - 00:00,,51.44,18.84,9.83,28.46,10.52,1.02,46.82,2.89,0.77,2.68,0.36,0.49,135.3,36.25,54.74,0.0,211.03,753.06,5.0,0.65,18.14,28-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
28-Apr-2018 - 00:00,,40.25,16.68,9.9,26.46,10.59,0.71,35.46,2.24,0.3,1.64,0.45,0.67,146.15,34.24,53.53,0.0,221.02,753.41,5.0,0.55,13.15,29-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
29-Apr-2018 - 00:00,,39.18,24.98,10.44,35.11,10.17,0.86,35.42,3.67,0.39,1.96,0.41,0.4,143.38,28.35,75.82,0.0,77.86,753.46,5.0,0.66,13.16,30-Apr-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
30-Apr-2018 - 00:00,,68.85,16.75,8.8,25.37,10.4,1.14,35.7,2.46,0.69,1.83,0.26,0.51,115.49,38.39,47.18,0.0,336.42,750.54,5.0,0.32,13.08,01-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
01-May-2018 - 00:00,,58.48,22.4,13.38,35.4,10.64,1.02,35.35,2.47,3.72,33.59,31.64,0.55,142.06,33.89,62.22,0.0,171.12,751.2,5.0,31.93,13.29,02-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
02-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,03-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
03-May-2018 - 00:00,,52.09,22.61,9.21,31.33,9.76,1.09,35.56,1.16,0.0,0.4,0.0,0.93,245.13,24.45,78.44,0.0,13.0,753.58,5.0,0.92,12.75,04-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
04-May-2018 - 00:00,,64.41,17.19,7.89,24.83,10.58,0.72,37.22,1.24,0.0,0.87,0.13,0.8,217.95,30.33,64.29,0.0,200.99,753.44,5.0,0.61,12.21,05-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
05-May-2018 - 00:00,,51.93,17.51,8.05,25.45,10.58,0.55,38.29,1.01,0.0,0.96,0.19,0.6,168.92,32.74,61.61,0.0,221.03,753.65,5.0,0.68,11.85,06-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
06-May-2018 - 00:00,,42.21,19.57,7.76,27.29,10.33,0.51,,0.69,0.0,0.89,0.08,0.58,166.68,33.79,57.24,0.0,246.97,753.78,5.0,0.8,13.37,07-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
07-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,5.0,,,08-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
08-May-2018 - 00:00,,78.76,14.6,7.79,22.39,10.76,0.99,31.63,0.65,0.0,1.15,0.0,0.3,177.06,32.87,62.44,0.0,0.03,751.41,5.0,1.55,13.89,09-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
09-May-2018 - 00:00,,63.23,9.05,9.64,18.68,11.01,0.57,33.64,0.71,0.0,0.94,0.07,0.34,184.13,34.14,60.25,0.0,169.63,752.34,5.0,1.25,12.78,10-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
10-May-2018 - 00:00,,43.1,12.03,8.77,20.72,10.92,0.56,32.57,0.74,0.0,0.88,0.03,0.52,173.84,34.04,58.77,0.0,211.88,753.36,5.0,0.73,12.37,11-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
11-May-2018 - 00:00,,53.94,14.23,11.82,26.01,9.66,0.84,28.92,0.91,0.0,0.89,0.0,0.52,199.46,33.78,61.39,0.0,209.84,752.42,5.0,0.65,10.03,12-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
12-May-2018 - 00:00,,25.57,18.81,13.61,32.31,8.74,0.81,27.62,1.05,0.0,1.17,0.0,0.45,136.78,35.21,47.26,0.0,243.79,752.05,4.06,0.51,9.63,13-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
13-May-2018 - 00:00,,14.99,24.4,11.96,36.09,8.4,0.96,26.56,0.65,0.0,0.85,0.0,0.36,42.0,30.24,19.41,0.0,0.03,753.57,0.71,0.75,12.86,14-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
14-May-2018 - 00:00,,20.94,20.9,13.11,33.84,8.8,1.08,28.95,0.68,1.05,0.71,0.0,0.64,150.51,33.38,56.62,0.0,173.86,752.65,5.0,0.73,10.76,15-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
15-May-2018 - 00:00,,,60.66,19.15,85.03,12.67,1.01,27.02,0.85,1.75,0.45,0.0,0.65,181.31,29.9,61.37,0.0,0.03,752.46,5.0,0.95,12.35,16-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
16-May-2018 - 00:00,,,60.8,21.91,69.55,11.88,0.88,26.86,0.78,1.7,0.61,0.0,0.6,150.06,33.2,58.48,0.0,196.58,751.4,5.0,0.89,11.66,17-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
17-May-2018 - 00:00,,45.13,112.72,17.28,122.92,35.91,0.85,24.12,0.75,1.89,0.81,0.0,0.57,147.18,33.25,61.54,0.0,202.72,751.21,5.0,0.75,9.9,18-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
18-May-2018 - 00:00,,51.15,13.51,11.88,25.4,15.67,0.93,27.47,0.76,1.87,0.88,0.0,0.58,188.91,33.32,60.63,0.0,154.64,750.91,5.0,0.68,11.47,19-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
19-May-2018 - 00:00,,63.29,15.34,12.6,27.94,14.68,1.07,26.15,0.69,1.82,0.65,0.0,0.54,158.29,34.13,57.76,0.0,174.71,750.16,5.0,0.98,10.37,20-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
20-May-2018 - 00:00,,67.44,8.9,9.3,18.2,11.01,0.99,29.95,0.77,1.86,0.76,0.0,0.44,216.28,35.0,53.9,0.0,173.81,750.41,5.0,0.88,11.48,21-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
21-May-2018 - 00:00,,61.08,10.57,13.55,22.16,9.77,0.88,24.93,0.91,1.96,0.66,0.0,0.42,187.67,34.42,56.2,0.0,154.21,751.02,5.0,0.86,12.04,22-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
22-May-2018 - 00:00,,61.52,6.42,10.19,16.61,3.89,0.84,27.24,0.96,1.99,0.72,0.0,0.54,173.56,34.08,56.06,0.0,158.65,750.88,5.0,0.94,12.18,23-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
23-May-2018 - 00:00,,56.63,12.81,17.01,29.55,4.89,0.87,27.16,0.92,1.83,0.72,0.0,0.49,215.65,33.9,57.01,0.0,204.69,750.46,5.0,0.91,11.8,24-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
24-May-2018 - 00:00,,56.31,9.79,16.14,25.88,7.87,0.96,29.32,0.76,1.84,0.75,0.0,0.6,189.18,33.57,58.7,0.0,180.9,750.14,5.0,0.76,13.45,25-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
25-May-2018 - 00:00,,42.97,8.91,15.22,24.7,11.51,0.86,25.63,0.72,1.75,0.84,0.0,0.44,224.75,33.68,60.52,0.0,173.97,749.88,5.0,0.66,14.2,26-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
26-May-2018 - 00:00,,43.93,10.07,14.31,24.38,13.86,0.95,24.58,0.87,1.75,0.74,0.0,0.43,221.98,33.9,59.07,0.0,157.6,750.03,5.0,0.74,12.81,27-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
27-May-2018 - 00:00,,42.17,14.29,20.29,34.58,13.27,0.7,24.52,0.92,1.72,0.58,0.0,0.55,206.89,34.29,58.26,0.0,236.18,749.84,5.0,0.97,12.59,28-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
28-May-2018 - 00:00,,34.96,13.45,18.17,30.29,14.46,0.56,26.67,0.81,1.93,0.83,0.0,0.54,173.77,29.89,73.02,0.0,48.69,749.37,5.0,0.64,13.2,29-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
29-May-2018 - 00:00,,67.84,13.31,19.72,32.29,13.52,0.88,29.05,0.84,1.77,0.99,0.0,0.65,208.46,34.95,59.36,0.0,195.37,747.38,5.0,0.77,13.68,30-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
30-May-2018 - 00:00,,68.3,11.28,16.68,27.96,10.9,0.81,26.76,0.84,1.75,0.89,0.0,0.57,198.17,36.31,56.78,0.0,218.71,747.72,5.0,0.81,12.53,31-May-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
31-May-2018 - 00:00,,67.81,11.68,17.35,29.03,10.23,0.74,26.32,0.9,1.71,0.68,0.0,0.49,176.3,35.26,58.6,0.0,188.94,749.43,5.0,0.72,12.6,01-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
01-Jun-2018 - 00:00,,73.25,11.75,16.58,28.32,11.71,0.7,23.87,0.85,1.77,0.78,0.0,0.58,230.34,34.64,56.47,0.0,190.12,750.54,5.0,0.8,12.71,02-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
02-Jun-2018 - 00:00,,55.17,13.67,19.77,33.22,11.44,0.68,26.88,0.87,1.64,0.77,0.0,0.73,230.16,29.77,70.34,0.0,85.65,750.98,5.0,0.94,12.39,03-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
03-Jun-2018 - 00:00,,62.55,15.1,20.23,30.96,9.43,0.66,28.82,0.81,1.57,0.65,0.0,0.81,206.34,33.51,54.19,0.0,213.32,749.31,5.0,1.05,12.56,04-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
04-Jun-2018 - 00:00,,66.31,11.29,17.99,23.6,9.95,0.62,28.06,0.8,1.89,0.84,0.0,0.83,205.71,35.96,48.46,0.0,219.55,747.91,5.0,0.84,12.92,05-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
05-Jun-2018 - 00:00,,66.66,9.37,17.45,26.82,7.9,0.5,28.32,0.91,1.9,0.9,0.0,0.8,242.53,34.74,55.48,0.0,177.69,747.92,5.0,0.71,12.7,06-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
06-Jun-2018 - 00:00,,66.0,8.74,14.4,23.14,6.96,0.82,27.4,0.89,1.94,1.04,0.0,0.63,182.35,28.86,75.97,0.0,39.13,748.99,5.0,0.8,13.01,07-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
07-Jun-2018 - 00:00,,39.97,10.19,14.88,25.08,6.49,0.61,28.25,0.86,1.81,1.06,0.0,0.76,175.11,29.46,73.39,0.0,169.53,747.62,5.0,0.76,11.83,08-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
08-Jun-2018 - 00:00,,48.25,6.6,12.96,20.02,6.7,0.61,27.45,0.87,1.92,0.89,0.0,0.99,160.87,31.77,62.19,0.0,151.28,746.08,5.0,0.7,11.8,09-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
09-Jun-2018 - 00:00,,34.25,5.09,10.19,15.27,6.13,0.34,27.66,0.72,1.93,0.75,0.0,1.0,171.21,31.47,57.64,0.0,199.04,744.97,5.0,0.75,10.36,10-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
10-Jun-2018 - 00:00,,37.63,6.73,12.27,18.99,7.53,0.36,,0.9,1.95,0.68,0.0,0.97,166.39,32.93,54.27,0.0,154.98,745.27,5.0,0.89,12.14,11-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
11-Jun-2018 - 00:00,,56.35,6.24,12.21,18.45,6.67,0.61,27.83,0.74,1.77,0.92,0.0,0.92,208.64,30.25,62.91,0.0,85.12,746.24,5.0,0.86,11.62,12-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
12-Jun-2018 - 00:00,,57.29,6.21,11.78,17.99,7.19,0.45,27.26,0.69,1.86,0.92,0.0,1.01,188.57,28.7,71.7,0.0,120.61,746.71,5.0,0.79,12.21,13-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
13-Jun-2018 - 00:00,,75.01,5.15,7.49,12.35,3.9,0.45,27.68,0.91,1.84,0.84,0.0,0.94,172.34,34.71,53.31,0.0,238.55,745.83,5.0,0.86,10.91,14-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
14-Jun-2018 - 00:00,,68.93,6.94,7.39,9.69,7.49,0.42,27.38,0.76,1.74,0.81,0.0,0.81,188.55,33.91,54.86,0.0,230.68,746.32,5.0,0.77,12.8,15-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
15-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,16-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
16-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,17-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
17-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,18-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
18-Jun-2018 - 00:00,23.14,64.07,6.96,6.78,13.07,7.22,1.21,28.01,0.86,1.75,0.8,0.0,1.09,187.52,38.11,35.77,0.0,289.51,747.59,5.0,1.0,6.93,19-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
19-Jun-2018 - 00:00,23.47,55.96,3.62,6.3,9.8,7.43,0.41,22.97,4.52,6.57,4.32,3.02,0.82,183.24,34.56,45.24,0.0,249.89,747.06,5.0,3.99,4.55,20-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
20-Jun-2018 - 00:00,21.68,51.24,8.19,8.25,10.14,5.39,0.3,8.93,4.25,4.59,8.84,7.45,0.71,165.03,35.01,52.3,0.0,188.09,747.44,5.0,8.72,8.17,21-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
21-Jun-2018 - 00:00,21.02,57.19,16.22,18.18,16.27,4.88,0.38,4.11,4.43,6.05,1.88,0.01,0.72,177.23,33.76,57.07,0.0,169.92,747.66,5.0,1.14,11.77,22-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
22-Jun-2018 - 00:00,26.67,60.61,2.94,5.34,8.07,3.81,0.41,3.79,6.05,7.44,3.57,0.4,0.69,202.77,32.97,57.94,0.0,138.98,747.48,5.0,1.57,7.14,23-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
23-Jun-2018 - 00:00,21.01,46.32,5.39,7.82,11.99,4.06,0.43,8.64,5.98,6.72,2.57,0.38,0.76,174.62,31.0,63.04,0.0,137.35,747.86,5.0,1.09,10.08,24-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
24-Jun-2018 - 00:00,20.99,46.49,6.32,9.21,15.84,4.18,0.3,11.97,9.38,3.99,1.43,0.08,0.87,168.19,31.91,58.18,0.0,277.01,748.23,5.0,0.4,14.82,25-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
25-Jun-2018 - 00:00,21.86,71.44,16.46,6.6,23.5,11.42,0.85,8.16,4.53,0.38,1.84,0.0,0.97,184.72,36.98,41.96,0.0,305.53,746.08,5.0,0.24,10.34,26-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
26-Jun-2018 - 00:00,17.24,55.19,4.96,7.64,12.59,8.73,0.67,9.2,5.44,2.62,1.97,0.07,0.95,193.77,34.03,47.16,0.0,210.97,746.26,5.0,0.21,12.09,27-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
27-Jun-2018 - 00:00,20.04,53.06,3.13,7.62,11.08,6.66,0.61,13.9,6.76,5.88,11.2,7.86,0.94,196.35,30.96,56.01,0.0,78.92,746.21,5.0,8.5,10.7,28-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
28-Jun-2018 - 00:00,25.07,46.36,3.39,7.81,10.95,6.46,0.99,16.04,7.17,8.02,3.53,0.61,0.65,223.5,25.97,80.85,0.05,82.57,747.81,5.0,1.33,11.76,29-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
29-Jun-2018 - 00:00,26.31,64.18,5.6,7.76,13.36,7.55,0.87,18.01,1.36,8.49,4.02,0.59,0.66,204.47,30.19,67.47,0.0,147.79,748.45,5.0,1.39,10.99,30-Jun-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
30-Jun-2018 - 00:00,24.65,57.94,5.69,7.72,13.42,7.6,0.69,21.75,3.1,7.68,3.23,0.62,0.7,187.37,29.47,67.64,0.0,162.2,749.09,5.0,1.13,16.34,01-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
01-Jul-2018 - 00:00,22.93,54.73,4.73,7.74,12.47,7.7,0.57,17.31,5.78,7.18,3.04,0.49,0.59,200.26,27.94,75.65,0.0,65.03,749.56,5.0,0.97,14.26,02-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
02-Jul-2018 - 00:00,23.84,51.37,5.61,7.8,13.41,7.38,0.68,19.86,4.25,5.63,4.42,1.29,0.7,189.82,29.26,70.3,0.06,194.91,748.66,5.0,1.62,10.97,03-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
03-Jul-2018 - 00:00,21.99,52.72,4.71,7.74,12.46,6.04,0.98,21.45,6.06,7.68,3.82,0.45,0.79,168.18,28.76,67.92,0.0,116.28,749.08,5.0,1.6,13.98,04-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
04-Jul-2018 - 00:00,20.82,64.54,5.55,7.68,13.23,4.12,0.64,20.62,2.22,8.42,1.58,0.0,0.85,167.18,32.38,55.91,0.0,152.55,748.87,5.0,0.59,15.71,05-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
05-Jul-2018 - 00:00,18.38,57.01,6.16,7.58,13.74,6.92,0.64,23.13,2.48,5.15,1.76,0.2,0.91,202.68,31.53,56.15,0.0,183.47,748.55,5.0,0.57,12.24,06-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
06-Jul-2018 - 00:00,20.84,51.15,4.44,7.77,12.21,8.09,0.51,21.56,3.15,8.36,4.92,1.23,0.76,232.72,28.28,71.28,0.0,112.41,747.67,5.0,1.53,16.89,07-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
07-Jul-2018 - 00:00,16.2,39.66,3.56,7.8,11.36,6.46,0.38,24.16,3.79,6.21,6.63,3.7,0.8,182.12,24.89,80.42,0.0,59.79,746.58,5.0,4.33,18.33,08-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
08-Jul-2018 - 00:00,13.88,35.53,3.48,7.77,11.25,6.25,0.44,18.24,0.84,2.11,1.57,0.0,0.76,165.23,25.23,81.46,0.0,72.78,745.89,5.0,0.99,16.6,09-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
09-Jul-2018 - 00:00,16.4,44.68,3.9,7.84,11.75,7.08,0.44,19.79,0.67,1.84,1.68,0.0,0.79,177.06,27.77,68.21,0.0,131.18,745.64,5.0,0.89,15.05,10-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
10-Jul-2018 - 00:00,11.01,26.14,3.48,7.75,11.24,8.74,0.3,11.5,0.61,1.89,1.68,0.0,0.76,149.33,23.92,86.49,0.0,20.32,746.63,5.0,1.09,11.61,11-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
11-Jul-2018 - 00:00,18.6,53.24,8.19,6.5,14.7,9.55,0.77,24.76,0.75,1.83,1.76,0.0,0.83,194.72,27.31,71.91,0.0,128.02,746.7,5.0,0.8,16.49,12-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
12-Jul-2018 - 00:00,11.63,23.82,8.97,7.27,16.17,9.55,0.44,19.71,0.74,2.0,1.95,0.0,0.87,162.47,23.9,83.27,1.07,32.37,746.58,5.0,0.98,15.7,13-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
13-Jul-2018 - 00:00,12.92,38.26,17.83,9.04,26.15,9.69,0.72,24.12,0.62,1.8,1.75,0.0,0.99,166.83,27.24,71.73,1.97,100.0,745.86,5.0,0.67,15.29,14-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
14-Jul-2018 - 00:00,17.1,45.9,11.57,8.28,19.85,7.99,0.99,27.84,0.73,1.65,1.83,0.0,0.97,179.38,27.47,71.45,1.67,95.04,745.21,5.0,0.73,14.26,15-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
15-Jul-2018 - 00:00,14.1,36.57,10.53,8.36,18.63,6.67,0.79,14.69,0.64,1.89,1.69,0.0,1.01,153.54,26.26,78.49,1.91,40.58,744.53,5.0,0.94,14.28,16-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
16-Jul-2018 - 00:00,11.38,31.48,9.05,7.35,16.41,8.59,0.65,23.12,0.86,1.87,1.72,0.0,1.02,156.9,28.34,67.57,2.19,90.71,744.79,5.0,0.85,11.01,17-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
17-Jul-2018 - 00:00,11.76,40.93,7.46,6.57,13.79,7.49,0.67,21.54,0.88,1.95,1.74,0.0,0.88,166.6,30.46,60.72,1.82,182.89,745.46,5.0,0.88,10.4,18-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
18-Jul-2018 - 00:00,14.5,52.29,7.71,6.46,14.18,8.82,0.85,23.88,0.85,1.67,1.79,0.0,0.88,192.58,31.52,58.01,1.88,206.02,746.45,5.0,0.75,11.37,19-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
19-Jul-2018 - 00:00,16.48,53.63,7.5,6.51,14.01,9.92,0.56,23.89,0.75,1.88,1.86,0.0,0.93,178.64,31.83,54.56,0.52,158.18,746.86,5.0,0.85,13.09,20-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
20-Jul-2018 - 00:00,16.32,43.23,5.5,6.42,11.91,10.25,0.56,25.65,0.72,1.9,1.82,0.0,0.85,182.38,28.14,68.11,0.0,63.94,747.32,5.0,0.86,17.6,21-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
21-Jul-2018 - 00:00,20.81,54.84,5.81,6.67,12.47,10.75,0.96,24.64,0.7,1.93,1.78,0.0,0.8,203.99,29.47,65.53,0.0,122.62,747.74,5.0,0.94,15.02,22-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
22-Jul-2018 - 00:00,19.79,64.33,6.31,6.65,12.96,11.62,0.78,26.47,0.65,1.82,1.75,0.0,0.88,181.63,31.02,56.49,0.0,117.95,747.51,5.0,0.87,12.82,23-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
23-Jul-2018 - 00:00,17.62,56.11,7.8,6.39,14.19,11.19,0.88,22.02,0.9,1.9,1.77,0.0,0.93,179.37,32.77,50.06,0.0,224.93,747.34,5.0,1.01,11.43,24-Jul-2018 - 00:00,"PWD Grounds, Vijayawada - APPCB"
