from date,NH3,NO2,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,RH,RF,SR,WD,WS,Temp,to date,station
17-Apr-2018 - 00:00,14.11,16.06,3.19,11.14,0.68,60.85,6.38,0.37,0.34,1.98,76.95,125.89,34.32,20.74,0.0,85.84,226.83,3.52,29.63,18-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Apr-2018 - 00:00,11.4,17.99,3.66,12.54,0.65,69.3,8.01,0.41,0.3,1.96,43.41,134.62,34.29,14.68,0.0,102.79,233.51,3.9,28.29,19-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Apr-2018 - 00:00,14.54,23.31,3.14,14.95,0.78,59.16,18.0,0.56,0.89,4.09,40.29,174.76,34.3,16.33,0.0,99.56,206.82,3.33,28.46,20-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Apr-2018 - 00:00,12.63,17.63,3.2,12.05,0.66,52.0,9.21,0.46,0.53,2.44,34.07,151.44,33.82,19.49,0.0,102.48,210.9,4.39,30.03,21-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Apr-2018 - 00:00,13.02,19.3,3.42,13.05,0.71,52.4,10.44,0.47,0.66,2.89,43.64,144.7,33.42,21.79,0.0,102.62,221.7,3.2,28.9,22-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Apr-2018 - 00:00,10.21,18.74,4.27,13.44,0.62,78.02,10.68,0.38,0.56,1.63,55.9,223.55,33.33,14.52,0.0,98.52,223.93,2.88,27.19,23-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Apr-2018 - 00:00,9.63,19.32,3.57,13.18,0.57,87.19,4.32,0.36,0.54,1.37,35.71,153.85,33.52,10.56,0.0,102.83,237.47,2.84,28.27,24-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Apr-2018 - 00:00,10.81,22.01,3.76,14.76,0.69,90.42,8.73,0.47,0.79,2.52,33.01,115.55,33.94,8.5,0.0,106.84,204.7,2.64,28.65,25-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Apr-2018 - 00:00,13.21,24.55,3.22,15.68,0.84,83.93,13.08,0.56,0.96,3.85,38.1,126.14,34.27,9.49,0.0,104.34,207.7,3.27,28.58,26-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Apr-2018 - 00:00,13.85,22.46,4.58,15.66,0.87,72.54,13.38,0.63,1.6,4.15,41.97,143.96,34.22,14.52,0.0,104.73,192.17,2.93,28.63,27-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Apr-2018 - 00:00,15.38,20.1,2.79,12.96,0.73,67.29,12.26,1.64,683.68,6.09,43.04,145.34,34.86,20.53,0.0,98.32,201.39,3.3,28.98,28-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Apr-2018 - 00:00,14.51,16.08,2.64,10.7,0.66,76.68,8.0,1.72,646.18,13.94,42.99,139.51,35.31,22.22,0.0,95.93,215.89,4.04,28.51,29-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Apr-2018 - 00:00,14.33,17.17,2.71,11.34,0.74,69.03,8.16,0.39,0.69,1.97,38.89,159.26,34.87,22.56,0.0,104.2,205.93,4.85,28.51,30-Apr-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Apr-2018 - 00:00,15.88,15.8,2.98,10.83,0.67,55.36,9.72,0.39,0.62,2.16,38.93,162.26,34.76,28.83,0.0,101.69,208.61,5.84,28.77,01-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-May-2018 - 00:00,16.84,16.46,2.82,11.05,0.76,55.64,7.18,0.4,0.53,2.1,38.99,163.0,34.92,29.55,0.0,99.95,208.04,5.22,29.97,02-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-May-2018 - 00:00,14.34,14.86,2.85,10.22,0.62,60.79,8.52,0.36,0.39,1.77,35.69,140.52,35.08,25.85,0.0,103.29,215.76,4.26,28.98,03-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-May-2018 - 00:00,12.13,16.61,2.81,11.12,0.7,65.31,6.95,0.38,0.58,1.87,29.49,115.54,34.83,21.2,0.0,104.94,209.15,3.56,28.92,04-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-May-2018 - 00:00,13.54,16.64,2.54,10.92,0.65,64.57,10.54,0.39,0.44,2.17,31.08,133.0,34.41,24.25,0.0,106.94,194.98,4.03,29.67,05-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-May-2018 - 00:00,14.28,15.68,2.55,10.41,0.69,71.8,9.23,0.39,0.48,2.06,38.22,165.59,34.9,27.07,0.0,105.52,207.29,3.6,29.57,06-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-May-2018 - 00:00,12.79,13.86,2.54,9.44,0.64,75.01,7.95,0.3,0.31,1.34,35.04,152.69,35.3,21.09,0.0,104.1,212.4,4.32,29.05,07-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-May-2018 - 00:00,11.33,14.68,2.81,10.09,0.66,68.1,8.5,0.34,0.41,1.54,35.36,147.93,34.21,20.6,0.0,106.4,215.07,4.46,28.98,08-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-May-2018 - 00:00,12.0,15.97,3.12,11.04,0.69,57.32,7.48,0.37,0.52,2.49,38.4,132.56,33.79,23.42,0.0,108.05,213.1,4.12,28.96,09-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-May-2018 - 00:00,13.1,16.87,2.87,11.31,0.81,62.82,9.53,0.37,0.51,2.9,43.4,161.15,34.53,26.9,0.0,98.54,222.31,3.33,28.15,10-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-May-2018 - 00:00,12.25,16.54,3.33,11.5,0.76,64.74,6.71,0.31,0.58,2.4,37.2,150.88,35.51,21.65,0.0,94.58,237.29,2.85,28.58,11-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-May-2018 - 00:00,12.41,18.74,3.16,12.54,0.71,58.57,5.46,0.39,0.46,2.94,39.67,146.41,35.86,17.54,0.0,98.07,220.05,3.06,29.81,12-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-May-2018 - 00:00,11.55,15.9,2.96,10.86,0.6,68.02,8.03,0.31,0.38,1.46,35.92,135.78,35.52,18.5,0.0,92.32,222.91,3.8,28.95,13-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-May-2018 - 00:00,11.17,13.65,2.73,9.47,0.66,61.75,6.48,0.28,0.45,1.41,33.27,152.61,34.93,21.54,0.0,101.55,217.89,3.94,28.35,14-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-May-2018 - 00:00,11.7,14.86,3.05,10.38,0.56,55.27,8.03,0.31,0.41,1.55,37.99,172.93,34.83,23.58,0.0,97.54,222.43,3.42,27.86,15-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-May-2018 - 00:00,13.49,14.3,2.75,9.85,0.75,62.49,8.57,0.3,0.5,1.76,42.09,183.35,34.22,29.64,0.0,77.83,196.96,3.56,28.43,16-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-May-2018 - 00:00,15.18,15.43,2.74,10.44,0.65,56.65,10.43,0.34,0.68,1.93,52.41,219.14,34.79,29.3,0.0,90.35,195.19,3.71,30.44,17-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-May-2018 - 00:00,11.86,17.4,3.13,11.8,0.68,55.7,6.09,0.38,0.75,2.24,51.75,223.88,35.61,19.79,0.0,101.71,221.88,3.83,28.51,18-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-May-2018 - 00:00,11.69,18.22,3.04,12.17,0.72,57.88,13.36,0.36,0.6,2.27,72.77,272.75,35.42,17.81,0.0,103.23,207.61,4.48,28.21,19-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-May-2018 - 00:00,12.5,17.25,2.83,11.48,0.7,62.22,10.91,0.39,0.66,2.07,66.09,249.72,35.28,21.69,0.0,101.39,208.51,4.08,28.32,20-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-May-2018 - 00:00,12.54,14.61,2.5,9.79,0.7,74.12,10.57,0.33,0.47,1.51,68.19,250.62,35.43,22.95,0.0,98.74,206.51,3.59,28.24,21-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-May-2018 - 00:00,12.91,15.22,2.66,10.27,0.84,72.52,9.51,0.34,0.2,1.52,60.47,216.41,35.91,22.88,0.0,96.3,216.82,3.61,29.32,22-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-May-2018 - 00:00,11.55,14.72,2.74,10.06,0.73,77.75,7.79,0.36,0.34,1.46,53.44,181.01,35.96,20.39,0.0,99.26,223.4,3.35,28.04,23-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-May-2018 - 00:00,12.2,14.28,2.54,9.64,0.71,82.47,9.2,0.45,0.28,1.44,99.58,207.76,36.04,22.34,0.0,95.93,219.47,4.11,28.93,24-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-May-2018 - 00:00,11.58,15.47,2.62,10.35,0.73,88.65,9.99,0.38,0.32,1.53,59.05,213.99,35.86,17.44,0.0,96.61,223.38,4.51,28.37,25-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-May-2018 - 00:00,11.79,14.73,2.74,10.06,0.72,74.25,9.45,0.37,0.33,1.37,53.98,178.73,35.66,18.42,0.0,95.06,230.71,3.6,28.51,26-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-May-2018 - 00:00,12.86,15.57,2.51,10.33,0.72,74.44,7.69,0.53,0.37,1.68,41.52,147.33,35.79,20.74,0.0,102.03,215.23,3.27,28.91,27-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-May-2018 - 00:00,12.81,19.04,2.57,12.23,0.76,80.95,11.09,0.45,0.45,2.14,49.75,176.67,36.42,17.53,0.0,98.09,193.65,2.81,28.33,28-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-May-2018 - 00:00,13.55,16.99,2.84,11.35,0.77,78.26,10.42,0.4,0.63,2.19,89.85,221.8,36.56,19.0,0.0,100.93,212.01,3.19,27.88,29-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-May-2018 - 00:00,19.25,14.75,2.73,10.07,0.8,59.27,7.96,0.33,0.4,1.49,48.1,206.85,36.98,28.43,0.0,94.79,217.12,4.55,29.06,30-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-May-2018 - 00:00,28.39,17.41,3.02,11.71,0.65,44.69,4.49,0.32,0.47,1.58,42.73,153.46,37.26,36.75,0.0,104.93,217.88,4.83,28.7,31-May-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-May-2018 - 00:00,21.43,13.94,2.71,9.61,0.63,56.51,3.68,0.28,0.36,1.25,65.71,223.34,37.25,38.78,0.0,100.17,230.68,3.71,28.93,01-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Jun-2018 - 00:00,16.25,12.68,2.56,8.83,0.69,63.2,8.8,0.27,0.35,1.34,54.96,187.71,36.54,40.55,0.03,96.03,210.73,4.15,28.53,02-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Jun-2018 - 00:00,19.07,15.13,2.55,10.11,0.63,72.94,6.73,0.26,0.19,1.28,53.33,183.11,35.89,46.81,0.21,89.49,197.47,4.75,29.71,03-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Jun-2018 - 00:00,18.58,17.06,2.71,11.28,0.69,63.59,4.86,0.27,0.34,1.37,47.86,137.67,36.03,46.49,0.0,97.18,212.72,4.81,28.63,04-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Jun-2018 - 00:00,18.34,18.54,2.99,12.29,0.75,51.56,6.3,0.31,0.31,1.48,46.44,160.16,37.23,40.07,0.0,98.96,223.03,4.39,28.68,05-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Jun-2018 - 00:00,17.01,15.17,2.87,10.41,0.63,57.82,8.53,0.27,0.18,1.26,42.43,133.95,36.99,41.66,0.0,92.08,224.95,4.64,29.48,06-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Jun-2018 - 00:00,17.26,16.28,2.63,10.78,0.78,59.6,9.13,0.31,0.47,2.4,46.41,130.88,36.56,46.56,0.01,86.58,224.24,5.41,29.47,07-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Jun-2018 - 00:00,17.17,14.33,2.76,9.87,1.02,53.33,8.53,0.28,0.46,1.96,45.49,142.22,36.4,46.5,0.0,93.51,200.04,5.61,26.39,08-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Jun-2018 - 00:00,16.26,16.01,2.96,10.93,0.79,48.78,7.05,0.33,0.77,2.07,43.15,142.07,36.88,42.83,0.0,93.68,216.12,5.76,26.83,09-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Jun-2018 - 00:00,22.53,13.75,2.94,9.71,0.68,42.62,6.56,0.21,0.33,1.4,34.58,111.79,35.29,56.78,0.0,72.5,183.83,5.81,26.66,10-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Jun-2018 - 00:00,23.05,16.13,2.75,10.82,0.88,43.29,5.46,0.23,0.47,1.24,39.19,91.3,34.46,64.32,0.03,81.07,184.25,3.67,25.8,11-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Jun-2018 - 00:00,20.14,13.85,3.07,9.92,0.72,43.32,3.99,0.22,0.52,1.35,51.98,157.05,35.81,53.68,0.0,86.96,222.92,6.24,26.52,12-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Jun-2018 - 00:00,17.97,12.15,2.83,8.75,0.71,53.67,4.81,0.22,0.53,1.48,52.47,172.39,35.56,54.73,0.01,92.04,206.82,8.8,26.41,13-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Jun-2018 - 00:00,15.76,9.9,2.7,7.46,0.71,44.43,7.7,0.19,0.53,1.4,51.65,187.77,35.61,53.07,0.0,101.07,204.83,9.21,25.46,14-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Jun-2018 - 00:00,12.3,9.26,2.64,7.07,0.59,49.76,5.84,0.19,0.54,1.4,56.85,234.57,35.53,47.81,0.0,103.12,203.38,9.27,25.16,15-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Jun-2018 - 00:00,11.7,9.28,2.56,7.03,0.61,45.86,6.14,0.22,0.61,1.45,46.86,164.07,35.49,46.22,0.0,98.69,198.31,7.91,25.33,16-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Jun-2018 - 00:00,11.19,7.61,2.5,6.08,0.58,50.55,6.85,0.18,0.46,1.19,30.78,103.65,35.34,47.88,0.0,91.12,197.96,7.69,25.36,17-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Jun-2018 - 00:00,12.18,7.8,2.5,6.18,0.55,50.21,6.33,0.16,0.26,0.77,26.75,76.33,34.83,54.64,0.01,75.78,186.73,5.71,26.06,18-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Jun-2018 - 00:00,15.86,15.53,2.87,10.59,0.79,41.04,5.5,0.31,0.75,2.25,40.28,95.1,33.86,67.26,0.08,52.35,181.66,3.91,26.32,19-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Jun-2018 - 00:00,18.44,14.5,2.77,9.95,0.68,50.85,7.08,0.25,0.38,2.2,38.56,91.17,34.09,64.5,0.3,72.26,194.38,3.78,26.93,20-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Jun-2018 - 00:00,14.55,20.73,3.12,13.56,0.8,53.17,10.52,0.28,0.64,3.03,41.26,85.6,34.46,60.39,0.0,95.39,203.01,2.89,26.04,21-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Jun-2018 - 00:00,18.69,19.8,2.7,12.72,0.77,59.58,10.48,0.27,0.55,2.4,47.79,107.72,35.0,58.82,0.04,87.14,202.82,3.87,25.49,22-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Jun-2018 - 00:00,22.48,17.46,2.49,11.32,0.69,58.45,8.31,0.28,0.46,2.28,35.33,78.14,33.84,70.11,0.0,77.52,199.12,4.74,28.98,23-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Jun-2018 - 00:00,17.42,14.27,2.41,9.56,0.67,78.71,7.63,0.26,0.37,2.72,30.44,72.86,34.18,66.89,0.0,85.01,195.07,3.44,31.48,24-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Jun-2018 - 00:00,14.9,11.3,2.29,7.87,0.64,97.84,4.9,0.21,0.28,2.06,20.58,40.84,33.86,69.27,0.01,85.11,206.36,4.0,30.61,25-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Jun-2018 - 00:00,18.28,16.64,2.47,10.86,0.82,67.09,10.81,0.38,0.57,3.33,33.69,61.57,33.29,78.31,0.04,55.17,193.9,3.65,30.65,26-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Jun-2018 - 00:00,18.84,18.4,3.04,12.26,0.85,38.31,5.22,0.45,0.9,2.93,31.8,58.09,32.22,87.21,0.08,16.78,206.29,3.17,31.16,27-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Jun-2018 - 00:00,18.11,16.49,2.87,11.1,0.73,38.69,7.63,0.34,0.81,2.67,46.56,114.31,33.19,75.95,0.0,52.99,195.95,4.41,31.06,28-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Jun-2018 - 00:00,21.9,16.97,2.98,11.44,0.75,35.21,4.25,0.43,0.67,2.56,41.67,71.96,32.16,84.59,0.05,27.3,199.76,3.96,31.72,29-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Jun-2018 - 00:00,17.17,13.29,2.98,9.49,0.74,43.0,3.17,0.3,0.45,2.17,32.79,69.67,32.28,82.59,0.01,40.11,208.36,4.08,32.01,30-Jun-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Jun-2018 - 00:00,15.04,15.32,2.82,10.45,0.76,44.53,5.25,0.37,0.49,3.09,37.38,95.07,33.79,67.01,0.0,79.27,189.49,3.53,30.31,01-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Jul-2018 - 00:00,14.77,13.53,2.83,9.49,0.68,45.73,7.36,0.29,0.38,2.31,30.38,86.15,34.01,64.62,0.01,76.56,206.4,4.12,30.17,02-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Jul-2018 - 00:00,16.16,12.15,2.75,8.69,0.64,43.18,8.17,0.33,0.29,2.74,26.32,70.2,34.4,62.53,0.0,75.93,195.29,5.12,31.48,03-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Jul-2018 - 00:00,14.3,8.96,2.4,6.71,0.59,39.74,6.11,0.22,0.19,2.08,11.65,37.6,33.33,72.99,0.0,48.83,187.82,6.16,31.38,04-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Jul-2018 - 00:00,14.26,9.37,2.43,6.95,0.61,34.59,4.99,0.25,0.22,2.12,12.9,33.93,32.29,82.26,0.15,34.69,186.3,6.0,31.53,05-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Jul-2018 - 00:00,13.76,16.29,3.59,11.57,0.79,28.46,4.9,0.43,0.52,3.51,29.54,82.93,32.72,81.6,0.01,43.09,205.46,4.7,31.19,06-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Jul-2018 - 00:00,15.88,14.64,3.54,10.67,0.65,35.15,3.31,0.32,0.37,2.51,34.72,81.85,32.98,80.03,0.08,59.26,194.3,4.26,30.25,07-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Jul-2018 - 00:00,17.05,16.7,3.04,11.36,0.73,40.34,4.68,0.38,0.46,3.04,37.82,83.04,32.51,83.48,0.31,54.33,273.19,4.02,30.97,08-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Jul-2018 - 00:00,15.54,12.4,2.8,8.87,0.63,49.2,4.21,0.3,0.27,2.67,38.67,88.21,33.34,79.95,0.01,83.35,276.88,4.54,31.25,09-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Jul-2018 - 00:00,14.78,13.34,3.13,9.65,0.65,47.64,3.96,0.35,0.3,2.57,39.24,94.89,33.23,79.61,0.1,58.65,283.22,5.14,31.18,10-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Jul-2018 - 00:00,15.83,13.22,2.96,9.44,0.67,60.06,3.06,0.34,0.32,2.69,22.61,42.8,32.6,85.2,0.44,58.06,288.59,4.78,32.04,11-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Jul-2018 - 00:00,15.36,13.52,2.95,9.57,0.67,61.99,3.44,0.37,0.4,2.6,20.08,31.2,31.78,90.88,0.02,21.52,285.05,4.25,31.53,12-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Jul-2018 - 00:00,17.28,14.16,3.47,10.36,0.71,35.38,3.64,0.4,0.47,2.74,17.86,26.31,31.62,91.49,0.31,22.7,274.73,3.8,31.09,13-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Jul-2018 - 00:00,14.29,9.93,3.0,7.72,0.65,37.89,4.54,0.32,0.36,2.33,17.89,33.64,32.35,85.6,0.11,43.59,272.36,3.98,31.61,14-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Jul-2018 - 00:00,14.07,13.62,3.17,9.81,0.85,42.13,3.03,0.36,0.46,2.7,12.62,21.89,32.09,90.55,0.29,33.65,287.27,3.51,31.49,15-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Jul-2018 - 00:00,11.74,10.49,2.52,7.62,0.76,63.69,3.95,0.26,0.2,2.09,16.58,33.0,33.04,81.95,0.0,59.93,207.57,2.19,31.28,16-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Jul-2018 - 00:00,13.93,14.48,2.82,10.0,0.85,41.82,5.44,0.39,0.61,4.05,22.96,47.05,32.75,87.06,0.09,49.72,260.85,2.74,31.06,17-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Jul-2018 - 00:00,14.02,12.02,2.82,8.68,0.86,34.91,5.07,0.41,0.51,2.73,16.69,27.06,32.26,88.77,0.03,22.74,284.36,4.16,31.77,18-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Jul-2018 - 00:00,14.13,10.38,3.02,7.97,0.77,33.4,3.6,0.33,0.34,1.93,10.86,23.52,32.3,87.39,0.0,25.8,287.96,5.06,31.32,19-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Jul-2018 - 00:00,14.51,8.68,2.81,6.91,0.73,34.04,3.39,0.29,0.26,1.59,11.16,20.06,32.02,90.41,0.01,23.57,286.0,5.48,30.87,20-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Jul-2018 - 00:00,14.39,9.13,2.69,7.04,0.74,36.95,4.13,0.29,0.29,1.59,8.01,14.62,31.88,90.19,0.01,24.88,281.72,5.12,31.11,21-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Jul-2018 - 00:00,12.83,8.57,2.75,6.8,0.69,36.21,3.82,0.3,0.3,1.74,13.15,32.67,32.17,87.48,0.0,40.47,284.04,5.35,30.61,22-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Jul-2018 - 00:00,12.95,9.63,3.12,7.67,0.75,35.8,3.11,0.27,0.2,1.46,25.47,61.39,31.98,87.17,0.0,32.78,291.3,5.17,28.87,23-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Jul-2018 - 00:00,14.83,10.26,3.45,8.25,0.71,29.11,3.34,0.25,0.22,1.4,17.92,34.59,31.29,93.79,0.92,11.73,290.19,4.82,30.4,24-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Jul-2018 - 00:00,15.33,11.4,3.46,8.87,0.78,27.34,6.46,0.39,0.43,2.66,25.92,44.46,31.69,91.21,0.02,24.31,284.11,4.19,30.92,25-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Jul-2018 - 00:00,16.11,10.0,3.57,8.23,0.76,26.48,6.7,0.34,0.37,1.89,32.86,70.67,31.62,90.17,0.02,21.53,285.48,5.01,30.72,26-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Jul-2018 - 00:00,14.2,7.1,2.74,6.01,0.65,31.44,4.63,0.25,0.18,1.38,32.1,80.06,29.67,85.29,0.04,38.78,282.11,6.59,30.87,27-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Jul-2018 - 00:00,14.0,8.44,2.63,6.64,0.66,30.5,8.94,0.3,0.25,1.69,34.54,84.33,25.8,84.55,0.0,37.17,276.6,5.4,31.11,28-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Jul-2018 - 00:00,13.23,7.84,2.58,6.27,0.64,38.65,7.34,0.25,0.25,1.43,32.5,95.54,26.56,77.4,0.0,74.47,282.44,5.98,31.15,29-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Jul-2018 - 00:00,12.57,8.48,2.91,6.88,0.6,36.29,2.99,0.24,0.15,1.24,31.25,95.71,26.58,76.5,0.0,72.92,287.7,5.68,30.9,30-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Jul-2018 - 00:00,12.62,9.84,3.51,8.08,0.66,31.12,4.25,0.31,0.29,1.7,30.53,93.12,26.37,79.0,0.0,60.73,287.26,4.58,31.21,31-Jul-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-Jul-2018 - 00:00,12.82,8.85,3.21,7.32,0.63,34.19,5.16,0.27,0.27,1.67,38.23,134.18,26.58,75.86,0.0,73.82,285.81,5.7,31.27,01-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Aug-2018 - 00:00,12.59,8.84,3.16,7.28,0.63,37.51,4.9,0.26,0.23,1.49,52.8,199.53,26.75,73.67,0.0,78.4,286.93,6.06,31.02,02-Aug-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
