from date,NO2,NH3,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM10,PM2.5,AT,RF,RH,SR,Temp,WD,WS,to date,station
09-Nov-2018 - 00:00,51.02,38.42,35.39,1.55,46.26,8.76,0.14,0.18,1.48,256.96,152.08,26.81,0.0,48.31,121.5,29.24,162.02,0.59,10-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Nov-2018 - 00:00,43.4,33.64,27.35,1.1,97.75,7.74,0.11,0.15,1.37,176.54,88.71,27.43,0.0,41.78,127.84,29.8,125.06,0.87,11-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Nov-2018 - 00:00,47.63,28.86,28.13,1.11,79.59,7.3,0.12,0.11,1.45,172.29,79.25,27.54,0.0,38.29,115.95,31.2,123.02,1.21,12-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Nov-2018 - 00:00,54.49,35.34,47.27,1.13,70.55,7.1,0.12,0.2,1.41,208.46,98.71,27.19,0.0,43.56,101.66,30.16,149.29,0.83,13-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Nov-2018 - 00:00,48.82,35.24,43.39,1.0,73.18,9.19,0.13,0.18,1.4,176.21,90.04,27.36,0.0,42.33,101.32,29.76,179.41,1.12,14-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Nov-2018 - 00:00,52.43,38.56,46.27,1.16,72.34,8.41,0.13,0.23,1.74,207.58,101.12,27.4,0.0,46.16,98.51,29.04,177.58,1.16,15-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Nov-2018 - 00:00,42.52,37.43,32.62,1.18,68.84,6.86,0.12,0.17,1.64,166.88,81.83,27.72,0.0,45.98,100.93,30.47,164.78,0.94,16-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Nov-2018 - 00:00,28.06,27.59,15.75,0.84,103.95,7.14,0.08,0.06,1.17,151.17,67.5,27.1,0.0,43.97,96.35,30.16,94.55,1.73,17-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Nov-2018 - 00:00,47.92,32.42,35.76,1.28,74.84,7.18,0.1,0.12,1.36,198.18,90.35,26.88,0.0,50.43,96.59,28.39,180.53,0.74,18-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Nov-2018 - 00:00,47.22,37.91,32.52,1.21,75.91,8.75,0.09,0.12,1.37,187.71,88.29,27.52,0.0,52.35,93.5,28.58,154.72,0.56,19-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Nov-2018 - 00:00,48.0,38.45,32.27,1.3,71.94,17.89,0.09,0.13,1.37,228.75,123.21,28.09,0.0,55.48,88.55,28.75,169.7,1.13,20-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Nov-2018 - 00:00,48.79,39.34,31.24,1.32,67.55,15.93,0.1,0.15,1.38,232.67,128.92,28.63,0.0,53.89,86.69,28.93,141.19,0.92,21-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Nov-2018 - 00:00,28.76,28.82,16.33,0.83,96.31,9.55,0.09,0.07,1.08,147.74,65.85,28.28,0.0,46.86,89.46,29.43,101.35,1.22,22-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Nov-2018 - 00:00,32.6,25.1,18.79,0.87,103.93,13.59,0.06,0.08,1.21,160.26,72.57,28.24,0.0,46.73,88.31,29.18,141.5,1.19,23-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Nov-2018 - 00:00,43.78,33.16,26.47,1.12,76.45,9.12,0.08,0.09,1.28,179.44,88.56,27.98,0.0,51.72,67.12,27.48,140.62,1.0,24-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Nov-2018 - 00:00,37.95,31.84,22.04,1.07,83.73,8.03,0.08,0.06,1.09,180.53,84.07,27.12,0.0,48.27,101.07,28.0,143.92,1.05,25-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Nov-2018 - 00:00,47.1,34.62,33.64,1.18,66.61,6.63,0.09,0.09,1.19,193.42,88.79,26.34,0.0,51.56,96.91,27.78,151.56,0.84,26-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Nov-2018 - 00:00,46.65,33.51,32.23,1.27,63.33,7.54,0.1,0.09,1.11,188.08,84.25,25.67,0.0,53.21,86.49,27.86,128.09,1.06,27-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Nov-2018 - 00:00,32.42,29.59,20.47,0.84,81.46,6.76,0.09,0.06,1.0,157.58,69.54,26.15,0.0,49.86,94.67,27.73,123.46,1.51,28-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Nov-2018 - 00:00,21.87,24.01,12.39,0.67,123.36,7.19,0.06,0.02,0.79,140.53,69.02,26.22,0.0,49.56,74.85,27.79,104.5,1.94,29-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Nov-2018 - 00:00,27.03,26.53,15.28,0.82,117.14,7.68,0.07,0.03,0.76,182.0,97.83,25.75,0.0,55.03,89.7,28.2,74.22,1.92,30-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Nov-2018 - 00:00,25.46,25.81,14.31,0.84,123.66,5.0,0.06,0.03,0.72,172.5,96.42,25.54,0.0,56.3,88.5,29.2,68.68,2.38,01-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Dec-2018 - 00:00,34.28,25.58,19.46,1.0,107.3,5.61,0.09,0.04,0.82,173.04,101.33,25.36,0.0,53.71,81.43,29.22,84.75,1.76,02-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Dec-2018 - 00:00,41.61,24.08,24.08,0.98,79.26,5.62,0.08,0.05,0.93,150.04,77.75,25.33,0.0,50.19,82.22,28.98,114.54,1.3,03-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Dec-2018 - 00:00,34.11,25.09,19.27,0.95,99.21,10.84,0.08,0.04,0.91,169.58,88.54,25.77,0.0,52.22,79.82,29.13,108.43,1.43,04-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Dec-2018 - 00:00,30.89,23.31,17.22,0.87,112.09,12.21,0.07,0.03,0.82,162.46,88.0,25.58,0.0,53.96,67.59,29.66,104.62,1.55,05-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Dec-2018 - 00:00,31.99,23.15,18.08,0.97,106.86,11.83,0.08,0.03,0.91,162.21,83.75,25.72,0.0,53.01,77.65,29.47,109.88,1.2,06-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Dec-2018 - 00:00,31.61,26.06,17.97,0.92,99.25,10.94,0.08,0.04,1.07,155.54,82.46,25.75,0.0,55.71,78.48,29.74,125.77,1.34,07-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Dec-2018 - 00:00,26.39,21.25,14.98,0.82,104.81,12.39,0.06,0.03,0.85,144.33,74.71,25.45,0.0,50.38,83.86,29.72,77.23,2.15,08-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Dec-2018 - 00:00,27.55,21.86,15.75,0.87,91.92,11.82,0.06,0.03,0.8,145.71,69.92,25.38,0.0,51.93,75.61,29.66,74.45,2.14,09-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-Dec-2018 - 00:00,27.59,22.11,15.63,0.83,93.11,10.49,0.05,0.02,0.75,144.38,73.33,25.21,0.0,52.99,83.35,29.66,66.39,2.12,10-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Dec-2018 - 00:00,26.76,19.59,15.37,0.76,100.65,9.72,0.06,0.02,0.83,125.71,62.54,25.13,0.0,46.36,85.58,29.58,118.24,2.0,11-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Dec-2018 - 00:00,44.29,28.88,29.23,1.26,66.6,11.12,0.09,0.09,1.11,175.38,93.04,24.44,0.0,54.16,84.32,29.59,151.98,1.31,12-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Dec-2018 - 00:00,39.24,29.04,25.53,1.07,63.38,10.81,0.07,0.05,1.07,148.54,77.92,24.24,0.0,59.51,76.42,29.81,168.85,1.93,13-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Dec-2018 - 00:00,27.57,30.07,16.69,0.92,75.87,8.55,0.08,0.02,0.75,160.04,91.0,23.66,0.0,63.12,83.36,29.76,112.67,2.29,14-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Dec-2018 - 00:00,23.0,25.76,13.18,0.72,93.28,6.37,0.03,0.0,0.47,139.51,89.95,23.0,0.0,65.65,82.86,29.76,60.11,3.23,15-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Dec-2018 - 00:00,25.99,21.9,14.81,0.71,95.11,5.68,0.04,0.01,0.48,135.99,80.43,22.78,0.0,60.59,87.76,29.1,62.0,3.05,16-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Dec-2018 - 00:00,24.43,19.37,13.96,0.64,92.49,6.89,0.03,0.0,0.42,120.62,65.82,22.39,0.0,55.41,93.27,28.93,61.5,3.04,17-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Dec-2018 - 00:00,26.36,21.04,14.9,0.71,99.61,8.94,0.03,0.01,0.45,126.33,73.71,22.66,0.0,51.5,92.48,29.11,61.98,2.77,18-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Dec-2018 - 00:00,39.31,28.93,22.23,1.07,93.09,9.05,0.08,0.03,0.62,181.79,116.16,22.6,0.0,57.28,87.2,29.97,73.49,2.22,19-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Dec-2018 - 00:00,45.73,29.41,27.38,1.33,82.67,11.02,0.1,0.06,0.88,196.64,125.0,22.69,0.0,55.83,87.73,30.63,127.22,1.72,20-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Dec-2018 - 00:00,46.15,29.97,31.94,1.48,65.24,10.71,0.11,0.06,0.89,179.42,109.07,23.32,0.0,54.16,90.52,30.84,129.01,1.44,21-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Dec-2018 - 00:00,48.53,31.98,34.51,1.55,55.01,10.21,0.11,0.06,0.95,196.26,112.89,23.56,0.0,52.62,88.92,30.36,142.93,0.97,22-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Dec-2018 - 00:00,50.1,32.69,40.99,1.69,67.1,10.01,0.11,0.09,1.05,192.39,112.04,23.97,0.0,50.96,91.09,29.78,151.67,0.92,23-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Dec-2018 - 00:00,41.15,27.82,24.23,1.13,74.7,11.51,0.08,0.05,1.0,159.77,85.59,24.45,0.0,49.49,88.43,29.71,144.48,1.03,24-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Dec-2018 - 00:00,39.8,29.93,24.91,1.11,77.42,10.94,0.1,0.04,1.06,182.73,87.43,24.76,0.0,52.99,81.29,29.89,157.6,1.01,25-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Dec-2018 - 00:00,30.26,24.45,17.62,0.86,92.78,8.52,0.08,0.03,0.88,137.3,69.52,25.0,0.0,50.78,81.78,29.69,101.98,1.32,26-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Dec-2018 - 00:00,29.53,23.7,17.0,0.83,89.36,8.76,0.04,0.01,0.81,166.43,81.5,23.83,0.0,54.03,71.28,29.91,178.46,1.12,27-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Dec-2018 - 00:00,32.13,23.49,19.77,1.09,74.61,9.01,0.07,0.01,0.66,164.16,94.58,22.87,0.0,51.12,82.05,29.35,145.37,1.39,28-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Dec-2018 - 00:00,43.05,26.27,32.89,1.7,48.7,10.36,0.1,0.04,0.69,190.38,110.33,21.88,0.0,47.91,91.45,29.21,131.71,1.36,29-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Dec-2018 - 00:00,39.71,21.77,25.24,1.17,57.67,8.07,0.09,0.03,0.71,160.73,85.32,22.34,0.0,39.69,91.59,29.04,115.38,1.34,30-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Dec-2018 - 00:00,38.03,19.82,22.08,0.88,73.25,8.07,0.06,0.02,0.68,145.24,69.28,23.13,0.0,38.93,84.93,29.01,122.88,1.56,31-Dec-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
31-Dec-2018 - 00:00,30.6,18.5,17.0,0.67,72.55,6.7,0.1,0.0,0.8,122.0,63.0,21.85,0.0,41.0,1.0,28.9,97.0,2.1,01-Jan-2019 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
