from date,AT,BP,RH,SR,WD,WS,PM10,PM2.5,VWS,Benzene,Toluene,P-Xylene,NH3,NO2,NO,NOx,CO,Ozone,SO2,to date,station
09-Sep-2018 - 00:00,28.67,982.56,81.16,163.1,122.64,2.35,63.41,37.12,,0.89,21.9,,30.5,20.27,6.9,16.4,0.64,19.39,10.95,10-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
10-Sep-2018 - 00:00,29.34,984.04,79.52,132.02,156.78,1.35,116.09,49.5,,1.12,20.52,,22.15,31.39,11.16,25.83,0.8,25.48,10.29,11-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
11-Sep-2018 - 00:00,30.25,983.3,77.36,187.95,263.25,1.41,72.76,31.0,,0.78,14.83,,20.72,11.87,7.77,12.67,0.71,15.89,9.84,12-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
12-Sep-2018 - 00:00,30.39,980.61,73.72,184.52,262.04,1.95,102.49,30.4,,0.65,14.03,,24.51,10.66,5.27,9.96,0.5,16.55,10.3,13-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
13-Sep-2018 - 00:00,30.07,980.49,68.13,195.13,262.5,2.03,120.51,29.19,,0.58,14.98,,22.99,12.13,6.6,11.8,0.55,16.81,12.03,14-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
14-Sep-2018 - 00:00,29.5,982.87,70.98,194.04,284.46,1.85,135.56,45.21,,0.97,19.73,,23.13,14.29,14.48,19.39,0.71,18.35,11.18,15-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
15-Sep-2018 - 00:00,30.05,984.36,66.44,180.62,311.77,1.71,123.68,43.02,,1.01,21.93,,35.93,13.66,7.06,13.03,0.66,15.07,15.56,16-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
16-Sep-2018 - 00:00,29.8,983.21,69.88,192.33,309.07,2.13,151.62,60.8,,0.88,20.25,,39.37,12.04,4.84,10.34,0.59,14.83,15.73,17-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
17-Sep-2018 - 00:00,29.5,982.18,73.78,168.72,325.65,2.17,170.78,67.42,,0.92,21.37,,33.91,13.74,4.55,11.02,0.64,19.97,12.96,18-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
18-Sep-2018 - 00:00,29.7,982.23,68.76,185.51,329.84,2.07,181.53,64.06,,0.87,18.92,,28.12,12.9,4.16,10.26,0.64,25.63,12.99,19-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
19-Sep-2018 - 00:00,29.37,982.1,69.69,185.87,301.57,1.94,190.7,68.95,,1.19,21.08,,30.64,23.14,17.86,30.94,0.96,25.06,16.68,20-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
20-Sep-2018 - 00:00,31.0,982.33,66.63,202.46,147.08,1.23,228.3,97.89,,1.91,29.23,,58.9,25.05,10.39,21.82,0.97,24.36,19.23,21-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
21-Sep-2018 - 00:00,29.51,985.16,68.38,141.47,109.69,2.61,117.67,51.36,,1.11,19.84,,41.05,26.73,6.62,19.6,0.83,16.43,14.74,22-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
22-Sep-2018 - 00:00,25.23,985.36,93.14,43.16,73.0,2.61,54.15,35.03,,0.99,20.8,,26.21,15.9,6.01,13.36,0.67,10.67,12.45,23-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
23-Sep-2018 - 00:00,26.78,984.99,89.67,71.95,96.88,3.35,67.64,47.89,,1.1,16.2,,25.31,12.41,4.01,9.89,0.62,16.81,14.95,24-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
24-Sep-2018 - 00:00,25.17,983.04,95.02,48.46,155.07,2.31,32.93,25.21,,0.73,14.84,,23.58,15.66,7.49,14.43,0.71,9.98,13.29,25-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
25-Sep-2018 - 00:00,23.97,984.51,94.08,65.0,323.16,1.25,42.72,28.68,,1.72,12.96,,18.93,9.95,4.44,8.9,0.59,15.94,13.53,26-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
26-Sep-2018 - 00:00,26.96,984.23,82.73,186.87,292.84,1.29,118.48,54.44,,1.62,19.28,,21.01,15.97,23.6,27.75,1.1,19.76,15.05,27-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
27-Sep-2018 - 00:00,27.97,984.93,81.05,178.72,282.65,0.97,212.1,87.98,,2.4,36.4,,33.49,25.5,64.36,65.76,1.89,17.81,16.4,28-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
28-Sep-2018 - 00:00,29.06,985.61,72.99,181.79,258.63,0.79,280.76,110.14,,4.62,62.12,,58.57,35.53,78.81,83.17,2.25,35.71,16.27,29-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
29-Sep-2018 - 00:00,29.17,986.28,71.13,164.86,268.0,1.5,248.35,99.65,,5.03,88.01,,57.9,32.21,36.47,46.8,1.37,39.15,16.84,30-Sep-2018 - 00:00,"Rohini, Delhi - DPCC"
30-Sep-2018 - 00:00,28.18,985.75,72.36,181.68,315.6,1.92,137.33,73.29,,2.62,46.92,,37.72,15.46,6.77,13.75,0.88,21.0,16.19,01-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
01-Oct-2018 - 00:00,30.0,985.41,64.3,203.19,314.66,1.58,216.88,80.2,,3.52,59.87,,47.45,24.8,15.29,25.69,1.1,23.75,17.03,02-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
02-Oct-2018 - 00:00,28.85,986.1,69.36,172.53,287.3,1.24,220.49,99.82,,3.88,60.34,,51.79,29.18,25.61,36.36,1.27,15.95,18.91,03-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
03-Oct-2018 - 00:00,29.39,985.5,59.92,168.43,244.02,1.08,240.01,93.61,,3.45,65.15,,51.01,35.04,25.97,39.81,1.2,19.43,17.62,04-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
04-Oct-2018 - 00:00,29.29,986.92,66.43,137.29,226.13,1.03,300.07,125.95,,4.94,88.89,,51.5,47.08,54.71,69.66,1.89,35.34,18.9,05-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
05-Oct-2018 - 00:00,28.99,988.01,66.16,154.64,211.65,1.38,299.4,146.4,,4.87,87.64,,33.66,46.97,70.21,82.26,2.13,23.29,22.58,06-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
06-Oct-2018 - 00:00,27.49,987.62,64.58,162.35,306.32,1.57,201.5,97.0,,3.02,59.23,,48.93,28.36,19.21,30.78,1.14,14.33,19.83,07-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
07-Oct-2018 - 00:00,27.39,987.03,61.85,153.25,311.67,1.47,253.73,106.06,,3.08,51.73,,51.66,28.13,19.65,31.02,1.22,20.24,21.73,08-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
08-Oct-2018 - 00:00,28.52,985.54,57.52,140.76,185.71,1.16,316.73,148.17,,4.53,66.38,,32.12,47.88,19.99,41.83,1.51,29.27,22.1,09-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
09-Oct-2018 - 00:00,29.22,984.52,58.11,139.12,116.94,1.59,306.33,123.29,,5.57,62.63,,37.31,68.97,31.55,62.54,1.78,35.71,22.4,10-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
10-Oct-2018 - 00:00,29.34,985.35,63.84,165.1,116.75,2.21,251.24,119.14,,5.32,66.91,,31.24,64.28,39.86,66.64,1.98,26.4,23.53,11-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
11-Oct-2018 - 00:00,27.74,986.82,63.38,205.79,110.66,1.82,241.93,91.1,,3.34,48.91,,35.81,29.75,11.02,24.82,0.9,24.12,17.34,12-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
12-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,13-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
13-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,14-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
14-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,15-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
15-Oct-2018 - 00:00,29.14,988.56,46.39,175.63,160.09,1.29,365.57,118.43,,3.23,49.87,,48.78,44.4,48.77,63.59,1.73,38.84,22.5,16-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
16-Oct-2018 - 00:00,26.87,988.22,60.33,97.57,147.32,0.89,425.17,200.33,,7.74,94.28,,53.85,73.65,68.32,94.8,2.33,33.19,22.74,17-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
17-Oct-2018 - 00:00,27.13,986.77,56.98,143.86,196.39,1.02,414.58,176.34,,6.74,81.61,,46.41,61.85,101.3,112.02,2.73,37.86,21.03,18-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
18-Oct-2018 - 00:00,27.11,986.24,61.53,132.95,138.71,1.03,510.04,202.75,,9.57,110.56,,63.43,84.37,127.87,147.36,3.67,31.49,20.19,19-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
19-Oct-2018 - 00:00,26.27,987.98,57.32,122.75,242.13,1.45,402.49,169.38,,7.37,76.05,,51.92,40.43,20.71,38.31,2.01,41.64,19.15,20-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
20-Oct-2018 - 00:00,25.77,990.38,52.38,140.96,220.88,1.18,406.1,212.35,,4.95,53.98,,48.29,38.29,24.47,40.32,1.4,29.94,24.6,21-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
21-Oct-2018 - 00:00,24.25,991.11,54.81,128.0,273.89,1.4,408.29,185.27,,5.37,79.99,,52.95,42.45,44.33,58.63,1.79,31.5,25.51,22-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
22-Oct-2018 - 00:00,23.71,990.01,55.69,143.64,285.78,1.35,332.91,152.72,,4.81,53.91,,56.52,42.76,36.62,52.57,1.77,31.34,20.21,23-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
23-Oct-2018 - 00:00,24.07,989.75,53.98,136.26,248.32,0.91,431.11,166.7,,5.37,69.24,,48.23,63.77,73.77,98.15,2.38,33.7,20.74,24-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
24-Oct-2018 - 00:00,24.78,989.71,58.7,111.45,127.14,0.94,523.89,237.8,,8.53,119.26,,56.98,86.46,137.13,158.12,2.75,29.94,23.54,25-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
25-Oct-2018 - 00:00,24.52,991.1,37.26,121.05,99.47,1.01,481.42,234.83,,7.36,85.63,,66.56,75.14,110.1,136.3,2.42,39.56,32.13,26-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
26-Oct-2018 - 00:00,23.24,992.95,63.73,101.88,179.98,0.79,555.5,309.54,,7.15,93.19,,77.01,94.29,152.26,168.42,3.89,36.82,28.68,27-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
27-Oct-2018 - 00:00,23.48,993.14,66.95,106.68,246.29,0.9,590.16,321.79,,8.81,120.89,,76.57,92.94,186.53,197.94,4.03,31.18,30.29,28-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
28-Oct-2018 - 00:00,23.42,992.69,45.75,119.98,278.49,1.11,454.21,295.54,,6.5,75.4,,72.86,71.18,106.8,120.95,3.41,27.3,22.36,29-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
29-Oct-2018 - 00:00,23.31,991.92,60.44,110.86,286.71,0.89,554.29,366.42,,6.71,79.95,,79.57,78.79,128.04,146.51,3.35,26.54,22.06,30-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
30-Oct-2018 - 00:00,23.65,991.78,60.51,97.87,212.6,0.59,598.39,345.08,,7.08,80.24,,76.8,89.96,137.34,141.25,3.93,30.09,20.49,31-Oct-2018 - 00:00,"Rohini, Delhi - DPCC"
31-Oct-2018 - 00:00,23.42,992.31,69.66,85.43,163.71,0.57,606.76,341.79,,8.9,104.5,,81.47,100.57,193.37,208.42,4.88,41.41,22.87,01-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
01-Nov-2018 - 00:00,24.07,991.2,46.91,100.59,121.98,0.86,527.38,310.08,,8.41,100.64,,83.44,96.89,118.27,156.11,4.37,51.69,21.3,02-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
02-Nov-2018 - 00:00,24.86,989.61,54.73,100.96,98.91,1.26,378.0,202.0,,6.69,59.31,,60.63,96.76,39.49,83.68,2.13,28.56,25.09,03-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
03-Nov-2018 - 00:00,24.1,988.43,24.73,78.97,88.37,2.25,305.5,168.38,,4.62,45.7,,53.62,57.24,15.66,43.31,1.52,24.86,23.97,04-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
04-Nov-2018 - 00:00,22.94,990.09,20.1,109.51,203.67,2.14,190.0,117.96,,2.55,25.29,,37.54,28.91,3.44,18.17,0.91,46.8,19.02,05-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
05-Nov-2018 - 00:00,20.14,990.65,60.06,88.21,298.76,1.65,503.71,397.92,,4.7,28.6,,40.4,44.23,8.4,30.38,1.91,26.51,16.84,06-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
06-Nov-2018 - 00:00,20.85,990.93,6.07,123.45,320.73,1.9,312.21,206.17,,3.26,21.51,,29.6,32.63,4.78,21.17,1.49,39.18,19.31,07-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
07-Nov-2018 - 00:00,19.75,991.44,0.3,117.09,267.74,1.22,337.3,230.42,,4.11,26.83,,31.87,54.75,61.86,79.52,2.3,42.53,29.13,08-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
08-Nov-2018 - 00:00,18.68,991.67,52.14,82.81,257.44,0.51,567.92,412.53,,7.59,52.58,,46.03,74.8,167.35,180.97,3.52,21.67,29.7,09-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
09-Nov-2018 - 00:00,19.99,990.0,54.52,98.65,263.14,0.58,481.36,314.08,,7.25,56.19,,60.8,79.51,117.37,131.62,3.52,32.16,20.88,10-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
10-Nov-2018 - 00:00,20.49,990.84,66.24,84.16,156.75,0.59,562.66,360.67,,8.57,88.91,,64.95,119.99,144.63,181.28,4.32,22.46,21.21,11-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
11-Nov-2018 - 00:00,21.73,991.15,63.26,103.26,148.24,0.68,507.14,304.71,,8.19,79.73,,65.33,94.52,121.93,149.66,3.68,39.02,19.3,12-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
12-Nov-2018 - 00:00,22.41,989.24,63.76,90.72,109.57,0.85,566.41,336.21,,7.44,64.22,,68.87,87.32,96.12,124.82,3.57,37.26,21.52,13-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
13-Nov-2018 - 00:00,22.39,987.05,61.57,64.06,126.39,1.26,506.74,326.79,,0.0,0.0,,75.63,107.42,83.69,125.33,3.68,18.99,22.77,14-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
14-Nov-2018 - 00:00,22.5,987.81,40.81,83.49,123.68,1.36,234.5,154.08,,0.0,0.0,,56.87,79.42,44.62,78.64,2.04,22.49,17.19,15-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
15-Nov-2018 - 00:00,21.46,991.22,67.61,89.3,213.67,1.71,187.04,124.62,,0.99,14.81,,60.86,42.33,17.45,36.74,1.25,21.99,20.81,16-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
16-Nov-2018 - 00:00,20.04,990.33,51.17,109.87,307.9,1.96,232.75,168.96,,4.3,29.42,,44.65,31.57,4.05,20.1,1.24,48.36,18.04,17-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
17-Nov-2018 - 00:00,19.76,988.78,50.33,105.62,269.18,1.13,291.35,170.56,,3.39,37.53,,42.62,53.86,59.4,77.13,1.82,41.32,24.82,18-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
18-Nov-2018 - 00:00,20.9,989.74,26.27,94.14,162.3,1.14,367.77,228.58,,5.42,59.74,,59.44,84.02,54.9,89.8,1.98,46.4,30.27,19-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
19-Nov-2018 - 00:00,21.66,991.95,0.96,68.14,112.11,1.79,346.96,217.77,,5.04,45.73,,59.34,79.14,17.75,56.61,2.33,50.16,31.39,20-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
20-Nov-2018 - 00:00,21.29,992.31,33.35,87.98,212.59,0.96,461.59,290.02,,6.4,53.19,,72.71,71.04,63.37,89.32,2.52,52.33,30.5,21-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
21-Nov-2018 - 00:00,20.55,992.6,25.61,100.65,274.07,0.85,377.45,243.44,,4.71,37.8,,59.96,54.08,55.61,74.05,2.18,33.79,27.97,22-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
22-Nov-2018 - 00:00,20.12,993.29,10.52,83.61,231.57,0.63,412.29,194.67,,5.85,61.04,,57.0,95.96,133.7,165.79,3.7,42.59,30.04,23-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
23-Nov-2018 - 00:00,19.92,994.74,23.45,96.29,322.33,1.68,364.72,234.88,,4.53,55.0,,63.8,44.24,47.67,62.42,2.46,33.26,26.44,24-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
24-Nov-2018 - 00:00,19.78,993.1,0.29,96.84,292.38,1.57,232.45,129.0,,2.89,24.59,,43.21,34.97,11.59,28.03,1.43,37.28,26.12,25-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
25-Nov-2018 - 00:00,18.92,992.84,13.79,95.57,288.37,0.94,373.36,193.68,,4.86,38.83,,54.09,59.17,89.22,104.05,2.55,29.13,27.86,26-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
26-Nov-2018 - 00:00,19.02,991.98,30.14,95.33,257.99,0.9,454.36,249.96,,6.55,55.75,,67.78,78.33,75.5,90.31,2.62,30.49,34.79,27-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
27-Nov-2018 - 00:00,20.2,993.69,32.5,84.38,188.06,0.86,495.79,286.68,,8.75,127.32,,72.38,127.85,204.9,238.17,2.96,22.87,24.41,28-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
28-Nov-2018 - 00:00,20.73,994.6,47.3,81.29,181.59,0.65,450.04,236.21,,7.15,82.16,,74.7,98.83,191.84,208.3,4.16,31.85,23.36,29-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
29-Nov-2018 - 00:00,19.08,994.84,73.02,85.07,267.5,0.87,458.31,284.21,,5.64,81.16,,78.61,68.57,118.08,132.83,2.9,25.58,22.6,30-Nov-2018 - 00:00,"Rohini, Delhi - DPCC"
30-Nov-2018 - 00:00,18.79,994.28,43.66,88.83,290.22,1.01,377.57,255.02,,4.61,37.89,,66.43,51.66,37.28,57.98,2.35,23.29,22.62,01-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
01-Dec-2018 - 00:00,18.3,991.59,19.27,91.94,250.94,0.92,375.0,188.73,,4.57,44.79,,55.19,68.23,67.98,83.99,3.75,27.42,25.48,02-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
02-Dec-2018 - 00:00,18.3,990.8,22.21,83.84,242.48,0.71,412.84,209.58,,6.48,75.86,,54.76,86.37,149.72,176.25,4.4,28.61,21.94,03-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
03-Dec-2018 - 00:00,17.5,991.76,47.22,82.52,256.87,0.8,490.69,247.42,,6.16,82.35,,63.36,82.71,128.12,137.54,4.31,27.24,24.29,04-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
04-Dec-2018 - 00:00,17.28,993.48,56.73,83.41,264.69,0.66,510.34,285.17,,6.53,87.56,,71.91,93.38,180.04,207.8,4.68,24.18,20.97,05-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
05-Dec-2018 - 00:00,16.97,991.06,30.35,83.18,266.35,0.83,439.41,234.46,,5.98,60.59,,68.46,75.69,111.84,120.92,3.89,23.51,22.53,06-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
06-Dec-2018 - 00:00,16.98,990.44,39.44,66.16,229.52,0.72,512.25,291.96,,7.31,98.29,,70.15,90.02,229.16,246.27,5.22,45.06,23.27,07-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
07-Dec-2018 - 00:00,16.01,991.22,45.17,82.39,293.11,1.04,402.58,251.29,,4.79,55.53,,68.5,56.32,95.44,107.79,2.71,22.47,19.97,08-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
08-Dec-2018 - 00:00,15.99,992.13,41.08,78.54,242.89,0.68,420.46,250.33,,5.58,54.6,,64.02,68.66,120.33,132.74,3.51,24.65,23.71,09-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
09-Dec-2018 - 00:00,16.13,991.06,44.61,74.41,202.82,0.74,485.74,312.79,,6.76,69.95,,69.98,81.83,164.0,174.78,4.28,40.16,26.48,10-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
10-Dec-2018 - 00:00,16.66,990.63,29.12,60.98,106.77,0.95,524.79,351.79,,6.78,55.79,,78.07,94.05,94.91,127.48,3.42,26.11,24.44,11-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
11-Dec-2018 - 00:00,16.53,991.65,41.4,53.97,117.68,0.74,642.88,420.38,,7.62,69.14,,88.32,110.9,180.81,206.24,4.5,38.67,25.15,12-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
12-Dec-2018 - 00:00,16.8,993.03,33.6,54.71,114.5,1.64,393.0,274.92,,5.21,47.31,,71.54,61.91,26.59,54.58,2.34,19.3,18.49,13-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
13-Dec-2018 - 00:00,15.61,996.05,34.56,71.23,248.7,1.8,160.75,108.46,,2.23,31.92,,49.89,34.34,12.23,27.78,0.95,21.18,19.06,14-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
14-Dec-2018 - 00:00,15.04,998.11,34.95,83.47,316.75,1.34,199.96,144.5,,2.24,28.08,,49.76,35.44,9.51,26.57,0.83,21.29,21.27,15-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
15-Dec-2018 - 00:00,15.22,997.63,25.4,82.98,314.55,1.53,207.88,151.67,,2.04,17.83,,47.82,30.69,4.05,19.61,0.71,25.75,21.27,16-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
16-Dec-2018 - 00:00,14.42,997.9,24.92,83.1,277.72,1.0,281.08,181.21,,2.47,23.32,,55.08,44.85,52.21,66.45,1.26,23.38,23.93,17-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
17-Dec-2018 - 00:00,13.59,996.5,31.51,81.96,304.37,1.08,394.2,240.38,,4.21,45.91,,67.24,53.45,95.73,107.92,1.91,24.78,23.45,18-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
18-Dec-2018 - 00:00,13.58,994.78,20.09,102.31,303.77,1.11,344.86,234.67,,3.29,24.71,,66.85,48.08,28.21,48.63,1.3,35.45,26.64,19-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
19-Dec-2018 - 00:00,13.94,993.89,18.65,100.62,269.05,0.95,473.47,283.92,,4.83,39.8,,66.6,71.53,116.58,131.72,2.34,31.75,30.31,20-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
20-Dec-2018 - 00:00,12.92,994.21,36.52,95.53,264.79,0.82,563.49,352.29,,5.51,62.49,,73.93,73.19,193.76,202.33,3.11,31.29,25.22,21-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
21-Dec-2018 - 00:00,12.53,993.1,38.9,94.31,278.79,0.84,480.78,308.78,,4.67,43.51,,75.47,68.02,116.4,130.66,2.23,31.19,22.23,22-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
22-Dec-2018 - 00:00,12.77,993.47,38.43,83.17,189.01,0.65,627.47,439.58,,6.33,50.49,,77.95,91.46,91.95,128.01,3.01,32.3,28.46,23-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
23-Dec-2018 - 00:00,13.45,994.2,45.46,80.56,130.22,0.58,708.0,547.56,,8.74,73.78,,90.27,100.88,181.49,219.56,4.49,35.53,24.18,24-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
24-Dec-2018 - 00:00,13.04,993.42,41.93,84.11,260.3,0.96,685.1,482.12,,7.14,70.31,,81.85,73.18,175.96,194.9,4.0,30.46,23.97,25-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
25-Dec-2018 - 00:00,12.17,992.82,35.72,94.84,301.8,1.13,434.58,316.06,,4.27,31.78,,71.88,44.88,15.98,36.85,1.39,23.25,21.22,26-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
26-Dec-2018 - 00:00,12.42,991.36,29.56,100.88,256.5,0.85,477.26,302.81,,7.14,36.51,,53.27,65.55,59.2,74.14,2.25,31.15,25.42,27-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
27-Dec-2018 - 00:00,13.16,992.54,21.41,79.61,211.37,1.23,566.84,387.5,,6.97,69.15,,63.93,80.25,63.61,100.73,3.17,31.46,24.88,28-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
28-Dec-2018 - 00:00,11.62,993.0,27.76,90.39,296.72,1.38,438.67,321.5,,3.9,26.28,,59.8,41.83,34.61,50.27,1.33,28.7,25.98,29-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
29-Dec-2018 - 00:00,11.79,994.59,27.54,102.77,271.8,0.91,490.43,313.17,,4.76,36.36,,57.46,65.74,54.47,69.86,2.29,28.25,27.22,30-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
30-Dec-2018 - 00:00,12.55,997.15,33.51,99.15,264.63,0.65,626.36,440.46,,5.69,62.19,,67.61,81.17,155.83,169.74,3.81,27.67,28.67,31-Dec-2018 - 00:00,"Rohini, Delhi - DPCC"
31-Dec-2018 - 00:00,9.1,997.5,69.9,2.9,343.55,0.9,823.0,577.0,,7.0,93.15,,83.8,91.4,391.55,366.15,5.25,39.35,16.55,01-Jan-2019 - 00:00,"Rohini, Delhi - DPCC"
