from date,SO2,NO2,NH3,NOx,NO,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Temp,WS,WD,RH,BP,to date,station
06-Nov-2018 - 00:00,7.73,44.76,12.35,53.89,36.99,1.12,7.88,46.41,89.65,0.1,0.57,25.88,,111.52,60.5,718.3,07-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
07-Nov-2018 - 00:00,11.55,53.18,11.88,57.02,35.35,1.09,11.66,74.72,126.99,0.1,0.57,24.47,,98.54,50.75,718.44,08-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
08-Nov-2018 - 00:00,9.55,50.86,11.96,51.47,30.03,0.96,12.65,71.34,120.94,0.1,0.49,23.59,,107.17,54.3,717.82,09-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
09-Nov-2018 - 00:00,7.36,50.39,12.69,57.51,37.77,1.1,9.62,38.36,84.01,0.1,0.51,23.59,,109.45,58.98,716.83,10-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
10-Nov-2018 - 00:00,8.41,60.36,12.9,66.61,42.45,1.27,12.33,53.55,113.58,0.1,0.59,23.59,,134.69,54.82,717.47,11-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
11-Nov-2018 - 00:00,8.24,62.05,14.11,64.23,38.4,1.23,14.12,57.4,117.5,0.1,0.59,23.59,,135.55,54.89,717.94,12-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
12-Nov-2018 - 00:00,10.71,74.12,15.13,91.36,63.88,1.66,10.43,65.84,144.29,0.11,0.71,23.62,,194.03,46.16,717.15,13-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
13-Nov-2018 - 00:00,10.1,84.08,17.12,87.48,52.59,1.53,14.22,73.45,156.73,0.1,0.83,24.72,,223.03,38.76,715.89,14-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
14-Nov-2018 - 00:00,11.49,90.36,19.39,114.04,81.15,1.79,14.8,72.35,160.62,0.13,0.91,25.86,,163.14,33.84,715.62,15-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
15-Nov-2018 - 00:00,9.4,60.82,20.69,74.0,51.21,1.4,8.24,51.46,117.72,0.1,0.78,25.6,,136.8,56.41,716.43,16-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
16-Nov-2018 - 00:00,6.49,43.49,15.73,52.98,36.72,1.08,7.14,34.57,73.81,0.1,0.6,25.73,,99.92,71.31,716.79,17-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
17-Nov-2018 - 00:00,8.34,47.54,13.68,39.05,16.93,0.88,16.75,52.2,88.0,0.1,0.55,25.67,,120.58,63.11,717.1,18-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
18-Nov-2018 - 00:00,6.72,41.38,12.68,37.57,19.14,0.84,11.19,46.31,77.22,0.1,0.48,25.7,,114.96,66.96,717.53,19-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
19-Nov-2018 - 00:00,7.63,40.86,10.89,56.36,42.58,1.04,4.52,27.09,61.14,0.1,0.53,25.76,,111.0,64.14,718.56,20-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
20-Nov-2018 - 00:00,8.34,47.06,11.31,64.1,48.06,1.17,6.06,34.82,86.88,0.1,0.65,25.73,,116.14,56.75,718.68,21-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
21-Nov-2018 - 00:00,6.89,42.7,12.24,52.21,36.28,0.97,11.71,36.71,89.11,0.1,0.52,25.65,,130.78,62.96,718.4,22-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
22-Nov-2018 - 00:00,8.32,35.31,10.91,56.83,46.8,1.09,4.45,21.55,51.18,0.1,0.56,25.66,,101.95,74.15,718.21,23-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
23-Nov-2018 - 00:00,7.03,43.68,12.77,73.98,62.42,1.32,3.76,34.09,54.94,0.1,0.73,25.59,,124.52,81.11,720.26,24-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
24-Nov-2018 - 00:00,6.71,57.41,14.17,64.39,41.63,1.31,9.0,56.83,109.79,0.1,0.66,25.7,,121.42,68.59,720.92,25-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
25-Nov-2018 - 00:00,7.5,55.41,15.26,53.09,29.06,1.15,14.2,69.11,125.68,0.1,0.52,25.62,,131.68,64.84,720.0,26-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
26-Nov-2018 - 00:00,7.4,65.06,15.45,57.92,28.66,1.24,20.74,81.22,147.15,0.1,0.5,25.66,,122.02,61.52,718.35,27-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
27-Nov-2018 - 00:00,6.86,59.33,12.88,48.61,20.97,0.96,28.19,59.53,109.26,0.1,0.45,25.64,,106.78,61.07,719.01,28-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
28-Nov-2018 - 00:00,6.94,58.65,12.52,51.03,24.39,1.0,30.9,51.68,100.12,0.1,0.46,25.61,,106.56,62.26,719.01,29-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
29-Nov-2018 - 00:00,5.72,47.09,12.16,48.99,29.44,1.02,53.76,45.61,86.17,0.1,0.45,25.65,,113.27,67.04,719.95,30-Nov-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
30-Nov-2018 - 00:00,5.41,50.19,11.69,48.29,26.57,0.99,65.46,46.04,87.97,0.1,0.44,25.62,,117.04,61.75,719.92,01-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
01-Dec-2018 - 00:00,7.34,55.62,11.72,56.37,32.94,1.13,62.53,47.58,97.92,0.1,0.5,25.66,,127.3,60.04,718.03,02-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
02-Dec-2018 - 00:00,6.92,49.25,10.66,45.76,24.06,0.81,74.3,33.4,65.22,0.1,0.39,25.54,,112.11,57.05,716.66,03-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
03-Dec-2018 - 00:00,7.57,47.72,11.34,52.85,33.79,0.99,48.75,35.01,69.53,0.1,0.43,25.53,,100.86,64.34,717.21,04-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
04-Dec-2018 - 00:00,7.91,43.37,11.9,56.74,41.42,1.07,24.7,30.97,66.4,0.1,0.5,25.74,,110.24,69.27,718.06,05-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
05-Dec-2018 - 00:00,6.81,40.87,10.55,45.51,29.25,0.9,34.48,26.15,58.62,0.1,0.47,25.73,,108.61,67.28,720.08,06-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
06-Dec-2018 - 00:00,7.36,44.48,11.29,47.19,28.94,0.98,42.31,34.85,70.26,0.1,0.47,25.65,,117.25,66.21,716.97,07-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
07-Dec-2018 - 00:00,7.46,46.98,10.94,68.45,53.46,1.08,36.29,44.93,85.01,0.1,0.48,25.65,,107.0,63.26,717.49,08-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
08-Dec-2018 - 00:00,6.41,54.59,13.45,53.71,30.35,1.14,61.73,64.03,108.88,0.1,0.48,25.61,,100.47,63.23,718.35,09-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
09-Dec-2018 - 00:00,7.36,52.31,13.46,43.39,19.14,1.04,97.49,69.29,115.28,0.1,0.39,25.63,,109.93,59.85,717.81,10-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
10-Dec-2018 - 00:00,6.63,60.02,12.74,45.5,16.69,1.18,102.39,76.33,132.44,0.1,0.49,25.63,,123.22,57.8,717.85,11-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
11-Dec-2018 - 00:00,8.51,70.96,15.19,52.73,18.44,1.32,63.91,96.38,166.91,0.1,0.61,25.59,,151.85,59.44,717.84,12-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
12-Dec-2018 - 00:00,9.82,66.11,14.38,50.93,19.39,1.2,67.98,86.83,151.53,0.1,0.61,25.52,,142.01,56.33,718.39,13-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
13-Dec-2018 - 00:00,7.91,60.21,13.37,45.92,17.12,1.03,84.32,70.82,123.45,0.1,0.53,25.67,,131.93,62.64,719.03,14-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
14-Dec-2018 - 00:00,8.98,62.5,11.97,59.33,32.09,1.12,63.29,54.56,103.65,0.1,0.49,25.57,,114.78,55.59,718.8,15-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
15-Dec-2018 - 00:00,7.32,59.18,12.6,62.66,38.34,1.26,68.44,53.56,110.52,0.1,0.5,25.48,,121.38,57.48,718.7,16-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
16-Dec-2018 - 00:00,8.84,67.57,12.77,59.81,29.36,1.22,113.91,73.78,146.55,0.1,0.44,25.42,,189.17,51.82,718.48,17-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
17-Dec-2018 - 00:00,11.05,82.14,14.33,108.88,80.19,1.2,76.69,95.3,189.98,0.12,0.61,25.63,,225.61,50.53,717.91,18-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
18-Dec-2018 - 00:00,8.64,86.02,19.72,151.48,130.04,3.42,59.09,108.91,211.47,0.18,1.01,25.44,,202.83,49.39,718.4,19-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
19-Dec-2018 - 00:00,8.6,73.71,16.52,69.43,37.17,,62.45,67.51,136.15,0.1,0.68,25.47,,164.81,58.89,718.62,20-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
20-Dec-2018 - 00:00,8.44,64.53,13.66,62.16,34.24,,73.13,51.44,98.56,0.1,0.59,25.56,,133.52,56.56,718.75,21-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
21-Dec-2018 - 00:00,7.05,69.44,14.41,70.76,41.62,,72.65,59.62,123.17,0.11,0.63,25.6,,144.26,60.9,718.48,22-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
22-Dec-2018 - 00:00,8.53,66.89,15.58,69.14,41.28,1.51,49.27,51.7,94.77,0.1,0.59,25.62,,104.23,62.06,718.25,23-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
23-Dec-2018 - 00:00,6.16,45.89,13.46,43.32,23.25,0.97,63.38,43.73,71.28,0.1,0.42,25.69,,100.62,64.38,718.74,24-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
24-Dec-2018 - 00:00,7.23,49.07,12.64,45.72,24.12,1.0,59.01,47.01,83.35,0.1,0.44,25.69,,113.48,62.01,718.93,25-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
25-Dec-2018 - 00:00,8.66,64.04,13.6,57.75,29.14,1.22,74.79,61.72,110.22,0.1,0.48,25.71,,110.56,57.29,719.01,26-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
26-Dec-2018 - 00:00,8.28,64.45,12.87,56.73,27.62,1.08,84.45,51.2,96.53,0.1,0.48,25.7,,118.86,50.61,718.55,27-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
27-Dec-2018 - 00:00,8.18,61.83,13.25,51.01,22.28,1.08,83.67,60.83,114.41,0.1,0.46,25.81,,190.97,56.1,717.86,28-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
28-Dec-2018 - 00:00,11.05,67.03,14.79,58.01,27.49,1.07,73.94,66.7,115.15,0.1,0.48,25.76,,122.22,59.08,717.07,29-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
29-Dec-2018 - 00:00,8.82,66.42,14.65,60.3,30.7,1.2,66.49,68.26,111.41,0.1,0.44,25.67,,98.48,64.33,718.91,30-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
30-Dec-2018 - 00:00,6.51,68.07,11.94,61.14,30.68,1.12,97.7,61.22,104.79,0.1,0.36,25.7,,112.11,58.11,720.72,31-Dec-2018 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
31-Dec-2018 - 00:00,5.1,56.05,13.75,48.7,23.25,0.76,124.16,59.0,100.0,0.1,0.4,23.8,,72.5,68.5,721.0,01-Jan-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
