from date,AT,PM10,PM2.5,BP,WD,WS,RH,SR,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NO2,NOx,Ozone,SO2,CO,to date,station
25-Aug-2018 - 00:00,30.97,108.21,35.96,976.62,163.01,0.66,72.59,131.53,,3.36,25.58,,38.65,8.43,25.97,20.69,11.72,10.66,1.19,26-Aug-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Aug-2018 - 00:00,30.85,89.04,29.77,976.42,72.91,0.74,73.53,161.04,,1.96,19.08,,36.4,6.09,23.04,17.22,18.27,7.84,0.99,27-Aug-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Aug-2018 - 00:00,29.53,47.12,20.31,978.16,126.21,0.35,86.34,109.52,,1.57,16.45,,32.64,5.46,21.39,15.83,15.43,7.17,1.11,28-Aug-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Aug-2018 - 00:00,28.2,59.83,26.88,979.25,125.47,0.56,93.53,80.78,,2.18,21.47,,30.65,8.96,24.93,20.57,14.62,9.4,1.21,29-Aug-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Aug-2018 - 00:00,28.43,85.67,35.32,980.37,163.4,0.45,93.3,63.49,,3.09,29.36,,32.07,11.98,29.57,25.5,19.18,12.24,1.55,30-Aug-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Aug-2018 - 00:00,30.89,122.33,61.08,978.12,135.97,0.46,82.47,167.37,,4.49,34.27,,31.6,13.79,30.57,27.54,31.14,10.51,1.64,31-Aug-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
31-Aug-2018 - 00:00,30.86,178.67,73.21,978.29,156.6,0.57,80.41,114.21,,2.24,26.21,,35.74,7.05,28.51,20.91,8.6,8.6,1.43,01-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Sep-2018 - 00:00,27.92,129.42,63.25,980.48,150.57,0.52,93.3,41.31,,3.35,47.71,,44.42,11.85,32.52,26.96,17.93,11.53,1.46,02-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Sep-2018 - 00:00,26.74,93.0,61.46,980.31,77.65,0.53,95.84,54.86,,2.75,29.55,,41.09,7.72,22.69,18.37,10.34,8.08,1.15,03-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Sep-2018 - 00:00,26.38,77.42,49.62,980.52,122.0,0.28,96.93,48.54,,3.07,25.96,,32.18,8.67,24.59,20.13,12.1,7.65,1.37,04-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Sep-2018 - 00:00,27.84,138.33,85.04,981.04,156.58,0.28,91.04,95.72,,5.09,50.84,,37.81,19.02,30.97,31.99,24.78,10.7,1.76,05-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Sep-2018 - 00:00,27.89,138.94,60.47,980.27,145.47,0.45,89.18,96.88,,4.03,39.49,,34.9,15.32,28.79,27.8,14.89,10.41,1.65,06-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Sep-2018 - 00:00,28.79,156.21,55.73,979.61,93.78,0.53,82.82,160.98,,4.29,38.59,,38.24,16.76,26.51,27.78,19.6,9.53,1.34,07-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Sep-2018 - 00:00,28.07,99.6,52.87,981.54,143.65,0.33,89.29,114.0,,3.8,31.84,,41.61,15.02,36.14,31.46,24.73,10.34,1.42,08-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Sep-2018 - 00:00,28.76,77.02,39.87,982.31,148.7,0.63,84.09,199.4,,2.37,21.05,,37.04,13.62,23.06,23.38,12.42,9.25,1.36,09-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Sep-2018 - 00:00,29.84,70.62,25.17,983.78,217.41,1.3,75.72,225.98,,1.56,14.84,,24.09,4.41,21.27,14.94,34.49,9.73,1.23,10-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Sep-2018 - 00:00,29.08,109.23,45.19,984.74,224.04,0.58,81.28,126.92,,1.99,19.49,,22.98,8.93,29.35,22.91,35.02,15.6,1.57,11-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Sep-2018 - 00:00,30.0,101.93,39.86,983.96,127.08,0.49,78.31,158.57,,2.61,24.34,,26.0,7.05,22.08,17.46,19.52,9.64,1.47,12-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Sep-2018 - 00:00,30.59,129.08,37.71,981.24,144.72,0.66,74.58,163.21,,2.95,22.54,,27.54,5.99,21.89,16.53,17.95,9.07,1.67,13-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Sep-2018 - 00:00,30.54,147.5,42.42,981.1,178.65,0.67,67.45,170.13,,3.88,24.05,,25.81,6.87,22.27,17.43,18.7,14.08,1.21,14-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Sep-2018 - 00:00,29.75,168.79,58.62,983.5,100.93,0.61,71.58,161.71,,4.37,27.13,,25.94,7.85,24.03,19.18,20.63,11.6,1.21,15-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Sep-2018 - 00:00,30.2,163.21,53.0,985.22,51.8,0.63,64.17,170.23,,2.36,26.84,,32.65,9.97,23.85,20.81,21.31,10.35,1.25,16-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Sep-2018 - 00:00,30.55,199.67,68.96,983.89,44.62,0.72,68.3,161.44,,2.52,24.85,,37.92,7.97,25.2,19.9,21.27,11.98,1.73,17-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Sep-2018 - 00:00,29.9,199.29,71.42,982.9,47.44,0.78,72.27,139.45,,2.29,23.08,,39.68,7.13,26.95,20.15,35.0,11.26,1.07,18-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Sep-2018 - 00:00,29.45,219.29,67.67,980.42,38.11,0.89,65.64,149.98,,1.94,19.21,,37.42,4.17,25.37,16.91,34.03,13.28,1.02,19-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Sep-2018 - 00:00,30.3,238.2,79.79,983.02,82.19,0.7,64.99,151.29,,,,,39.57,14.95,50.44,39.02,35.04,13.93,1.81,20-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Sep-2018 - 00:00,30.57,220.04,91.38,983.41,92.73,0.34,67.11,139.93,,,,,45.14,17.26,44.32,37.65,50.26,12.87,1.79,21-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Sep-2018 - 00:00,29.2,130.72,49.52,985.9,190.62,1.04,70.92,110.0,,,,,34.74,7.34,35.05,24.61,27.95,12.28,1.51,22-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Sep-2018 - 00:00,25.66,63.41,33.94,986.17,141.78,0.85,91.21,37.72,,,,,26.4,9.09,29.32,23.0,18.39,8.63,1.48,23-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Sep-2018 - 00:00,26.6,72.14,42.59,985.78,190.04,1.26,91.15,55.31,,,,,23.3,6.0,29.17,20.41,20.67,11.86,1.38,24-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Sep-2018 - 00:00,25.24,50.88,35.12,983.77,168.54,0.99,94.94,39.93,,,,,21.41,7.71,28.47,21.43,15.29,7.19,1.46,25-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Sep-2018 - 00:00,24.18,79.51,48.12,985.28,36.77,0.56,94.59,42.04,,,,,20.92,13.02,29.98,26.57,16.38,7.23,1.66,26-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Sep-2018 - 00:00,27.24,175.57,81.5,984.98,112.68,0.47,82.85,146.87,,,,,28.34,23.28,37.63,38.99,21.97,10.24,2.02,27-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Sep-2018 - 00:00,27.76,221.53,96.08,985.77,86.86,0.36,81.33,133.66,,,,,35.22,35.21,40.19,50.07,21.96,10.31,2.17,28-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Sep-2018 - 00:00,28.97,297.71,115.54,986.46,122.28,0.24,72.7,128.66,,,,,42.47,75.19,50.47,88.3,31.24,11.76,2.6,29-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Sep-2018 - 00:00,29.75,263.54,103.62,987.11,118.45,0.52,69.83,124.22,,,,,46.13,39.68,52.86,60.54,30.4,12.14,2.07,30-Sep-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Sep-2018 - 00:00,29.01,218.0,100.21,986.55,30.68,0.62,68.34,125.22,,,,,39.17,8.81,42.52,29.81,26.3,12.36,1.74,01-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Oct-2018 - 00:00,29.3,237.0,95.0,986.25,78.74,0.51,65.83,120.1,,,,,42.49,13.92,49.42,37.64,25.31,14.04,1.93,02-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Oct-2018 - 00:00,29.56,247.17,103.25,986.9,123.86,0.44,64.31,115.8,,,,,43.9,24.87,48.66,46.37,22.08,14.88,2.09,03-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Oct-2018 - 00:00,29.45,258.0,93.58,986.32,136.95,0.31,57.87,112.56,,,,,39.26,30.76,52.98,53.26,30.69,14.98,2.09,04-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Oct-2018 - 00:00,28.9,271.12,113.88,987.8,137.43,0.35,66.6,95.2,,,,,45.82,23.76,59.75,51.29,38.71,17.5,2.27,05-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Oct-2018 - 00:00,28.72,310.21,154.42,988.91,81.11,0.35,67.12,104.44,,,,,48.98,38.82,53.26,59.98,38.07,17.34,2.3,06-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Oct-2018 - 00:00,28.56,241.62,108.3,988.52,78.27,0.55,58.16,103.67,,,,,48.22,17.02,51.51,41.28,21.34,14.83,1.93,07-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Oct-2018 - 00:00,27.53,298.66,119.76,987.76,90.32,0.5,59.06,83.16,,,,,46.35,19.2,56.92,45.89,46.5,18.19,1.86,08-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Oct-2018 - 00:00,28.02,291.1,140.95,986.38,159.02,0.28,58.58,91.79,,,,,47.4,17.74,59.55,45.91,52.0,17.89,1.88,09-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Oct-2018 - 00:00,28.74,300.28,125.66,985.35,185.67,0.7,56.91,89.19,,4.22,21.49,,38.73,16.65,60.1,45.24,56.03,25.75,2.03,10-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Oct-2018 - 00:00,28.76,260.73,108.49,985.98,208.12,0.92,64.27,86.0,,2.47,16.02,,43.08,16.33,55.52,42.69,47.14,21.83,1.98,11-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Oct-2018 - 00:00,26.28,198.06,75.03,987.9,185.19,0.85,62.36,74.6,,1.8,13.46,,34.92,11.62,45.78,33.85,31.03,14.33,1.53,12-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Oct-2018 - 00:00,24.88,210.67,99.0,989.95,83.21,0.36,57.71,88.79,,1.81,13.36,,26.58,19.87,43.14,39.16,33.13,15.53,1.51,13-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Oct-2018 - 00:00,25.29,376.29,206.88,990.1,66.08,0.52,56.96,84.91,,3.4,18.99,,41.23,32.89,59.51,58.47,37.44,23.04,2.01,14-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Oct-2018 - 00:00,25.96,340.88,163.08,989.13,72.95,0.48,51.02,84.78,,3.55,17.27,,37.14,16.56,55.25,42.9,39.99,19.31,1.81,15-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Oct-2018 - 00:00,25.89,346.0,164.75,989.52,141.9,0.34,56.73,80.26,,2.99,17.34,,40.94,32.52,62.03,59.46,40.34,18.52,2.19,16-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Oct-2018 - 00:00,26.73,413.18,195.94,989.09,156.26,0.28,59.96,71.04,,3.55,22.43,,46.32,57.2,81.3,93.39,73.35,23.82,2.62,17-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Oct-2018 - 00:00,27.03,408.91,183.85,987.64,146.41,0.38,54.51,80.79,,3.29,21.6,,39.82,53.73,61.52,76.51,48.2,20.74,2.6,18-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Oct-2018 - 00:00,26.52,385.81,185.38,987.1,158.55,0.45,60.77,78.46,,3.55,22.32,,49.27,57.21,70.24,99.01,52.64,15.79,3.37,19-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Oct-2018 - 00:00,26.2,389.99,195.42,988.78,116.78,0.37,58.29,69.59,,4.09,21.38,,56.42,22.6,61.1,60.41,43.18,18.14,2.3,20-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Oct-2018 - 00:00,25.59,387.42,222.29,991.15,109.0,0.33,51.2,74.22,,2.57,18.39,,54.4,20.67,56.26,46.77,36.56,18.23,1.99,21-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Oct-2018 - 00:00,24.79,383.34,200.5,991.8,94.28,0.4,50.26,68.36,,2.91,19.65,,55.97,36.5,59.48,61.43,28.35,20.41,2.14,22-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Oct-2018 - 00:00,24.85,349.98,164.57,990.59,98.16,0.48,47.22,73.56,,3.38,19.79,,47.13,28.22,62.47,56.23,34.86,15.27,1.99,23-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Oct-2018 - 00:00,24.92,369.6,164.55,990.35,172.57,0.28,47.71,70.52,,2.99,20.83,,41.94,46.2,68.92,74.29,40.28,18.96,2.34,24-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Oct-2018 - 00:00,24.39,426.0,222.58,990.38,107.95,0.21,57.94,66.93,,3.76,26.96,,60.23,74.71,73.39,107.14,35.84,17.61,2.81,25-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Oct-2018 - 00:00,23.95,379.04,205.45,991.77,92.31,0.23,60.83,66.81,,3.32,19.37,,62.77,56.21,58.72,77.81,35.0,18.96,2.42,26-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Oct-2018 - 00:00,23.49,490.61,307.26,993.69,93.23,0.2,62.57,63.97,,3.88,22.64,,69.86,65.82,59.67,85.4,26.02,15.34,2.81,27-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Oct-2018 - 00:00,23.81,562.09,335.32,993.89,90.27,0.2,67.61,60.65,,4.62,31.11,,81.1,81.6,65.51,146.04,29.87,20.44,4.72,28-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Oct-2018 - 00:00,24.01,493.12,276.62,993.42,97.48,0.42,63.92,65.48,,3.72,25.85,,77.26,65.37,53.59,81.79,28.66,14.72,2.94,29-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Oct-2018 - 00:00,24.07,565.88,338.26,992.62,112.26,0.29,64.36,58.76,,4.06,28.62,,71.2,50.6,57.72,70.44,17.65,14.83,3.42,30-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Oct-2018 - 00:00,24.11,531.42,334.65,992.49,101.4,0.2,67.08,59.67,,3.9,28.89,,83.48,79.21,51.59,92.0,15.79,11.8,3.25,31-Oct-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
31-Oct-2018 - 00:00,23.53,504.15,324.85,993.0,100.23,0.21,73.12,52.16,,3.9,25.13,,88.2,77.28,49.36,89.23,9.83,10.83,3.76,01-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Nov-2018 - 00:00,23.65,492.79,319.58,991.82,119.18,0.27,69.17,54.03,,4.1,25.8,,90.16,74.5,49.44,87.12,11.38,12.15,3.26,02-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Nov-2018 - 00:00,24.4,377.08,216.08,990.24,183.1,0.44,61.05,53.61,,3.29,20.8,,67.41,30.56,40.59,46.49,8.87,7.87,2.6,03-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Nov-2018 - 00:00,24.15,300.08,168.21,989.15,172.63,0.78,63.39,46.78,,2.65,16.91,,62.33,21.96,37.94,38.08,7.98,7.25,2.06,04-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Nov-2018 - 00:00,23.16,223.99,135.23,990.79,129.38,0.79,59.67,60.94,,2.06,14.9,,54.15,8.82,34.49,25.55,8.17,6.78,1.72,05-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Nov-2018 - 00:00,20.99,610.0,465.83,991.28,51.93,0.56,67.52,48.05,,3.61,18.08,,63.33,15.52,46.32,37.32,8.11,7.05,2.67,06-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Nov-2018 - 00:00,21.82,410.62,241.52,991.57,25.42,0.7,42.67,62.43,,2.84,17.56,,52.35,19.92,43.24,39.24,8.75,7.18,1.95,07-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Nov-2018 - 00:00,20.81,436.72,256.05,992.14,90.81,0.45,40.75,60.07,,2.93,16.36,,55.26,30.74,58.29,56.06,10.26,6.76,2.05,08-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Nov-2018 - 00:00,18.63,772.78,570.33,992.7,96.41,0.18,60.63,42.63,,4.61,21.81,,63.6,94.88,71.77,115.59,10.66,6.45,3.38,09-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Nov-2018 - 00:00,20.51,503.29,358.52,990.82,106.16,0.18,64.35,53.39,,3.33,21.99,,64.84,67.65,66.04,90.24,8.81,6.73,2.82,10-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Nov-2018 - 00:00,20.48,533.42,363.0,991.64,135.12,0.2,71.32,44.68,,3.48,24.8,,75.91,96.63,76.07,119.17,10.25,7.66,3.19,11-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Nov-2018 - 00:00,21.58,495.8,310.71,991.93,121.54,0.22,66.51,52.63,,3.14,20.53,,75.02,63.38,73.31,90.54,7.71,7.47,2.67,12-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Nov-2018 - 00:00,21.6,528.16,350.38,989.98,122.16,0.27,72.25,46.86,,3.32,18.65,,75.14,50.7,66.48,76.69,7.48,6.71,2.75,13-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Nov-2018 - 00:00,21.93,524.66,346.78,987.78,149.09,0.42,72.31,30.74,,3.72,24.03,,66.21,81.37,61.46,99.04,9.06,5.52,3.23,14-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Nov-2018 - 00:00,22.2,254.46,166.51,988.56,188.75,0.5,73.26,58.53,,2.62,18.35,,57.51,29.19,51.64,51.26,9.34,,2.36,15-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Nov-2018 - 00:00,21.67,218.27,134.88,992.02,103.39,0.54,69.73,71.28,,2.06,17.68,,56.36,36.7,46.61,54.04,17.37,9.92,1.84,16-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Nov-2018 - 00:00,20.8,280.12,163.81,991.07,43.82,0.76,54.01,79.57,,2.01,15.79,,58.54,17.77,46.37,39.15,7.45,9.34,1.65,17-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Nov-2018 - 00:00,20.55,321.79,183.49,989.54,71.31,0.48,55.52,73.42,,2.21,17.05,,54.66,27.94,48.01,48.32,7.35,9.3,1.87,18-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Nov-2018 - 00:00,20.9,388.38,226.71,990.64,169.6,0.5,61.99,68.44,,2.74,19.46,,52.19,56.72,52.62,74.24,19.02,9.52,2.35,19-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Nov-2018 - 00:00,21.67,380.04,216.25,992.89,192.44,0.81,61.02,50.47,,2.16,14.97,,51.25,23.27,48.26,44.67,14.41,9.55,2.03,20-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Nov-2018 - 00:00,21.82,495.0,272.46,993.2,119.41,0.4,66.85,60.95,,2.75,20.07,,50.18,44.77,41.46,58.55,10.89,9.89,2.29,21-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Nov-2018 - 00:00,21.41,422.83,231.88,993.42,117.24,0.38,54.47,68.0,,2.71,19.04,,48.28,32.63,42.07,48.98,7.91,9.37,2.27,22-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Nov-2018 - 00:00,20.88,414.75,198.67,994.21,153.86,0.18,52.59,64.02,,3.09,21.79,,51.48,95.22,41.36,99.64,8.68,9.96,2.64,23-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Nov-2018 - 00:00,21.08,436.43,209.6,995.59,50.05,0.58,49.37,64.99,,2.87,22.02,,53.46,80.05,38.65,85.84,12.96,8.3,2.39,24-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Nov-2018 - 00:00,20.6,276.24,120.67,993.91,69.36,0.6,48.0,67.48,,1.85,15.06,,52.3,23.09,39.97,40.42,7.17,11.16,1.67,25-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Nov-2018 - 00:00,20.09,390.64,193.88,993.7,102.4,0.35,54.02,61.16,,2.6,18.59,,50.44,47.71,38.62,59.23,7.66,10.4,2.17,26-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Nov-2018 - 00:00,19.61,460.06,231.46,992.89,104.17,0.32,65.59,58.44,,2.89,22.78,,46.72,95.98,48.57,117.61,8.82,9.91,2.85,27-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Nov-2018 - 00:00,20.27,499.58,251.31,994.54,159.66,0.36,69.61,50.85,,3.82,28.26,,46.19,123.79,56.62,248.09,7.67,10.5,4.85,28-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Nov-2018 - 00:00,20.42,488.52,260.02,995.44,139.85,0.23,73.51,47.73,,3.44,24.54,,44.79,110.98,48.16,182.78,9.89,10.74,3.36,29-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Nov-2018 - 00:00,20.26,439.5,240.02,995.62,168.94,0.34,68.72,50.67,,3.36,24.45,,43.11,117.72,52.88,123.98,7.82,9.47,2.8,30-Nov-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Nov-2018 - 00:00,19.98,404.1,223.5,995.06,93.49,0.43,60.74,52.59,,3.39,20.96,,48.4,63.52,60.86,84.2,7.0,7.8,2.46,01-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Dec-2018 - 00:00,19.15,374.71,198.58,992.41,123.48,0.36,57.8,53.87,,9.96,45.95,,53.92,63.74,67.6,96.42,8.91,6.21,2.63,02-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Dec-2018 - 00:00,18.96,445.83,253.79,991.63,161.66,0.25,57.3,58.67,,13.33,59.81,,57.37,72.48,72.08,149.38,20.53,2.86,3.23,03-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Dec-2018 - 00:00,18.95,493.0,293.58,992.66,99.49,0.26,61.35,53.15,,13.07,61.14,,60.82,70.56,64.99,161.08,21.66,21.95,3.31,04-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Dec-2018 - 00:00,18.05,605.08,351.04,994.39,131.34,0.22,68.4,45.57,,11.71,82.93,,70.02,82.49,72.26,218.69,13.78,26.02,3.89,05-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Dec-2018 - 00:00,17.87,475.08,273.38,991.96,109.86,0.28,66.18,48.92,,10.96,55.08,,69.26,86.61,68.72,137.44,8.48,25.1,2.88,06-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Dec-2018 - 00:00,17.48,493.79,286.46,991.32,76.07,0.29,70.1,40.32,,9.08,60.0,,69.52,76.54,72.59,158.36,8.14,21.48,3.27,07-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Dec-2018 - 00:00,17.29,478.12,278.0,992.1,90.93,0.43,67.62,46.46,,10.11,48.24,,72.02,66.04,81.11,96.83,15.8,15.42,2.92,08-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Dec-2018 - 00:00,16.75,425.33,266.12,993.08,120.39,0.27,69.25,43.78,,9.4,46.32,,65.98,57.92,77.19,88.28,23.84,15.79,2.79,09-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Dec-2018 - 00:00,16.41,478.75,296.83,992.0,81.43,0.23,66.82,41.43,,11.18,42.91,,65.38,67.59,74.99,101.76,32.71,17.17,3.08,10-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Dec-2018 - 00:00,16.58,512.52,323.62,991.54,148.29,0.44,69.79,39.03,,11.18,36.83,,59.95,66.19,77.04,94.93,19.81,17.54,3.16,11-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Dec-2018 - 00:00,16.32,604.62,358.79,992.59,120.77,0.25,77.07,32.25,,11.54,47.97,,62.66,96.11,69.98,115.62,39.71,16.14,4.18,12-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Dec-2018 - 00:00,16.77,392.54,241.96,994.01,132.74,0.64,75.18,34.46,,8.54,33.09,,55.1,35.81,63.12,62.78,16.83,13.16,2.3,13-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Dec-2018 - 00:00,16.06,197.0,113.83,997.08,49.26,0.7,75.02,49.01,,5.22,25.54,,44.49,18.67,48.63,41.1,13.84,12.17,1.73,14-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Dec-2018 - 00:00,16.04,280.07,167.62,999.01,29.61,0.57,71.77,53.71,,7.05,31.86,,50.43,18.41,47.24,40.13,15.17,14.19,1.87,15-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Dec-2018 - 00:00,15.92,312.49,165.54,998.54,28.23,0.64,67.69,83.08,,6.99,25.57,,53.86,17.72,58.64,45.64,21.03,19.09,1.92,16-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Dec-2018 - 00:00,15.39,370.01,212.83,998.84,73.43,0.48,66.11,93.94,,9.0,32.79,,63.48,32.19,61.2,58.81,20.86,25.92,2.34,17-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Dec-2018 - 00:00,14.96,465.46,258.85,997.42,61.64,0.51,61.71,79.12,,9.36,45.27,,71.62,53.12,61.63,76.1,19.6,29.0,2.78,18-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Dec-2018 - 00:00,14.96,472.91,271.92,995.69,76.47,0.5,58.16,87.33,,9.34,41.2,,69.08,40.37,60.66,65.18,23.81,33.2,2.54,19-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
