from date,CO,Ozone,NO2,NO,NOx,SO2,RH,VWS,WS,WD,PM2.5,SR,Benzene,MP-Xylene,Toluene,O Xylene,Eth-Benzene,to date,BP,station
15-Dec-2018 - 00:00,0.72,73.43,9.92,4.18,13.96,6.89,46.49,0.24,1.88,14.88,59.77,113.28,0.0,,0.0,0.0,0.0,16-Dec-2018 - 00:00,993.89,"Velachery Res. Area, Chennai - CPCB"
16-Dec-2018 - 00:00,0.6,72.24,9.81,5.88,15.3,5.34,49.82,0.27,2.11,210.11,46.97,24.95,0.0,,0.0,0.0,0.0,17-Dec-2018 - 00:00,973.63,"Velachery Res. Area, Chennai - CPCB"
17-Dec-2018 - 00:00,0.96,70.76,12.67,4.93,17.39,6.26,41.5,0.2,1.43,234.6,39.95,185.97,0.0,,0.0,0.0,0.0,18-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Dec-2018 - 00:00,1.03,29.94,12.93,3.62,16.55,7.41,61.45,0.15,1.04,134.66,56.04,128.61,0.55,,0.44,0.0,0.06,19-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
19-Dec-2018 - 00:00,0.65,21.43,12.44,3.64,15.36,7.07,49.79,0.18,1.25,124.82,19.99,189.87,0.0,,0.88,0.0,0.0,20-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
20-Dec-2018 - 00:00,0.73,40.73,11.18,4.81,15.79,5.45,58.23,0.17,1.18,128.72,32.02,163.22,0.0,,0.84,0.0,0.0,21-Dec-2018 - 00:00,993.25,"Velachery Res. Area, Chennai - CPCB"
21-Dec-2018 - 00:00,0.7,42.15,10.21,3.22,13.44,4.92,65.12,0.18,1.32,55.38,27.96,109.22,0.0,,0.82,0.0,0.0,22-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Dec-2018 - 00:00,0.75,52.71,9.28,3.21,12.5,3.57,60.86,0.19,1.4,35.22,36.18,151.14,0.0,,0.6,0.01,0.0,23-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Dec-2018 - 00:00,0.67,43.75,8.82,3.1,11.92,5.28,71.73,0.16,1.17,50.92,34.82,59.0,0.0,,0.15,0.0,0.0,24-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Dec-2018 - 00:00,0.75,54.76,9.99,3.28,13.28,4.14,59.41,0.15,1.03,46.71,43.13,209.01,0.0,,0.55,0.0,0.0,25-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Dec-2018 - 00:00,0.8,44.95,10.52,3.48,13.83,4.27,63.22,0.13,0.82,128.44,57.71,182.24,0.0,,3.16,0.0,0.0,26-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Dec-2018 - 00:00,0.91,39.45,11.56,5.02,16.38,4.28,62.31,0.12,0.68,204.95,45.65,166.34,0.0,,3.43,0.0,0.0,27-Dec-2018 - 00:00,985.99,"Velachery Res. Area, Chennai - CPCB"
27-Dec-2018 - 00:00,2.2,40.96,11.74,3.87,15.61,4.14,61.87,0.13,0.68,154.69,44.67,172.12,0.45,,1.34,0.22,0.0,28-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Dec-2018 - 00:00,0.86,40.74,10.6,3.79,14.39,5.34,61.15,0.13,0.65,156.27,42.98,142.5,0.15,,6.05,0.3,0.0,29-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Dec-2018 - 00:00,0.86,42.44,11.84,3.56,15.4,4.56,64.91,0.14,0.97,103.84,47.53,84.18,0.0,,5.44,0.35,0.0,30-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Dec-2018 - 00:00,0.78,67.7,9.97,3.25,13.22,4.09,53.73,0.16,1.13,88.64,48.14,122.28,0.0,,1.49,0.0,0.0,31-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
31-Dec-2018 - 00:00,0.92,106.08,8.6,3.13,11.73,4.09,45.97,0.18,1.36,34.0,39.57,0.24,0.0,,0.0,0.0,0.0,01-Jan-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
