from date,Rack Temp,AT,CO,SO2,NO,NO2,NOx,Ozone,WS,WD,RH,BP,SR,VWS,RF,PM2.5,Benzene,Toluene,Xylene,to date,station
11-Nov-2018 - 00:00,,24.06,2.59,32.97,17.84,62.03,28.05,20.23,0.3,97.06,69.98,748.0,94.18,-0.03,0.0,212.41,0.47,2.13,0.66,12-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
12-Nov-2018 - 00:00,,24.62,3.07,31.02,14.65,53.6,23.28,23.17,0.3,136.85,72.52,747.72,109.3,-0.1,0.0,247.28,0.49,1.96,0.28,13-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
13-Nov-2018 - 00:00,,25.5,3.23,38.5,11.18,51.67,21.02,17.33,0.3,133.56,68.98,747.0,78.23,-0.26,0.0,282.04,0.39,1.91,0.68,14-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
14-Nov-2018 - 00:00,,24.86,2.75,36.69,14.13,49.13,21.9,20.26,0.3,87.24,76.36,747.45,84.97,-0.15,0.0,298.99,0.43,1.7,0.26,15-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
15-Nov-2018 - 00:00,,24.62,2.72,22.98,15.97,52.84,24.11,21.57,0.4,158.26,69.53,747.78,103.65,-0.21,0.0,191.51,0.5,2.76,1.0,16-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
16-Nov-2018 - 00:00,,24.23,2.31,18.7,8.86,60.5,25.12,19.27,0.59,165.36,66.08,747.57,101.47,-0.19,0.0,128.72,0.49,2.47,1.07,17-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
17-Nov-2018 - 00:00,,23.08,2.44,21.52,10.77,75.8,30.96,19.98,0.75,156.79,62.6,747.65,114.76,-0.18,0.0,140.36,0.45,2.85,0.7,18-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
18-Nov-2018 - 00:00,,20.09,2.62,27.05,13.56,72.32,28.43,25.11,0.3,121.86,75.99,748.0,8.0,-0.34,0.0,204.14,0.36,1.49,0.0,19-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
19-Nov-2018 - 00:00,,24.44,2.77,28.49,53.73,88.79,65.17,17.96,0.37,162.78,67.1,748.0,133.09,-0.26,0.0,216.76,0.99,7.57,7.17,20-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
20-Nov-2018 - 00:00,,23.01,2.71,27.84,54.45,89.7,63.85,23.79,0.3,109.06,74.92,748.0,88.82,-0.25,0.0,267.48,1.0,8.76,10.49,21-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
21-Nov-2018 - 00:00,,22.4,2.79,27.82,49.78,73.83,56.48,24.09,0.3,92.2,79.99,748.0,78.5,-0.25,0.0,332.2,1.12,8.17,10.93,22-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
22-Nov-2018 - 00:00,,22.69,2.65,30.02,56.83,86.36,64.67,23.46,0.3,113.39,79.18,748.0,82.5,-0.26,0.0,322.76,1.15,8.85,10.63,23-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
23-Nov-2018 - 00:00,,22.93,3.22,22.92,20.71,86.26,37.09,23.47,0.3,118.79,72.95,748.0,69.68,-0.14,0.0,269.06,1.08,7.62,8.52,24-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
24-Nov-2018 - 00:00,,23.14,2.8,24.1,34.1,83.73,44.88,21.38,0.3,104.35,68.36,748.0,105.07,-0.02,0.0,201.03,1.04,6.9,6.93,25-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
25-Nov-2018 - 00:00,,21.29,3.07,22.84,16.77,72.59,38.94,24.32,0.3,104.2,78.64,748.0,99.17,-0.0,0.0,268.98,1.07,7.0,4.89,26-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
26-Nov-2018 - 00:00,,25.1,3.1,29.61,76.73,95.07,76.62,31.91,0.3,135.83,64.42,748.0,120.65,-0.28,0.0,191.2,0.97,8.29,9.56,27-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
27-Nov-2018 - 00:00,,22.49,2.02,18.9,33.67,65.61,43.27,31.49,0.36,153.23,73.36,748.0,116.01,-0.24,0.0,177.26,0.99,7.46,7.28,28-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
28-Nov-2018 - 00:00,,22.68,2.07,18.55,51.36,68.71,55.68,19.4,0.3,132.28,73.28,748.06,99.02,-0.09,0.0,165.26,0.94,7.39,7.36,29-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
29-Nov-2018 - 00:00,,22.89,1.96,19.12,49.8,81.17,54.96,37.43,0.3,116.02,73.45,748.05,97.79,-0.03,0.0,177.57,0.95,7.52,9.25,30-Nov-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
30-Nov-2018 - 00:00,,22.89,2.09,18.81,22.87,75.06,39.93,65.03,0.3,68.53,72.79,748.07,95.93,-0.07,0.0,228.07,0.99,7.15,6.64,01-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
01-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,,,,02-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
02-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,,,,03-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
03-Dec-2018 - 00:00,,25.22,1.11,39.13,91.93,109.74,90.82,40.64,0.3,43.57,74.25,748.0,8.8,-4.75,0.0,301.11,1.06,8.9,14.2,04-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
04-Dec-2018 - 00:00,,26.42,0.88,21.55,42.45,84.88,51.08,49.07,0.3,91.18,71.68,748.0,82.19,-3.96,0.0,269.82,1.07,7.95,9.72,05-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
05-Dec-2018 - 00:00,,26.73,1.29,20.64,23.94,73.26,35.55,54.19,0.3,117.65,73.68,748.0,68.26,-2.71,0.0,275.25,1.05,7.3,6.73,06-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
06-Dec-2018 - 00:00,,26.59,1.2,19.17,23.77,78.21,36.85,54.17,0.3,134.74,75.18,747.9,76.31,-3.1,0.0,271.89,1.02,6.86,6.38,07-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
07-Dec-2018 - 00:00,,25.62,1.5,19.32,29.78,79.0,41.03,50.95,0.3,139.82,73.86,748.0,71.83,-4.02,0.0,285.82,1.01,6.77,6.65,08-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
08-Dec-2018 - 00:00,,25.56,1.07,23.18,31.64,79.27,42.35,50.12,0.3,126.12,71.01,748.0,84.22,-4.13,0.0,257.99,0.94,6.43,6.68,09-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
09-Dec-2018 - 00:00,,25.7,1.14,20.4,34.83,76.07,43.55,54.34,0.3,153.31,69.51,748.0,89.5,-2.37,0.0,267.61,0.84,5.25,5.5,10-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
10-Dec-2018 - 00:00,,25.56,1.09,29.66,69.43,67.15,63.9,48.45,0.3,106.4,73.16,748.0,88.53,-1.11,0.0,332.21,0.91,6.85,9.13,11-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
11-Dec-2018 - 00:00,,25.95,1.19,20.99,39.14,40.26,36.26,44.57,0.3,147.52,71.96,748.0,87.28,-2.41,0.0,291.2,0.86,6.22,7.6,12-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
12-Dec-2018 - 00:00,,26.43,1.12,17.48,35.84,33.67,32.21,43.51,0.3,96.08,73.44,748.0,89.31,-4.36,0.0,232.86,0.84,6.0,6.97,13-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
13-Dec-2018 - 00:00,,26.49,1.33,21.91,39.0,28.95,32.97,46.75,0.3,122.5,73.1,748.02,89.91,-2.21,0.0,217.09,0.82,6.2,7.45,14-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
14-Dec-2018 - 00:00,,26.79,1.21,16.77,12.69,25.38,14.57,52.44,0.3,145.17,68.98,748.15,89.68,-0.77,0.0,198.01,0.71,4.4,3.13,15-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
15-Dec-2018 - 00:00,,26.16,1.42,15.76,12.03,17.05,10.67,54.7,0.33,132.76,63.45,748.38,103.26,-2.64,0.0,127.0,0.58,3.59,2.88,16-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
16-Dec-2018 - 00:00,,26.26,1.09,24.48,10.92,68.15,4.76,59.76,0.3,143.77,62.72,748.54,103.41,-1.77,0.0,151.12,0.58,3.14,1.81,17-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
17-Dec-2018 - 00:00,,25.79,1.03,17.43,12.51,26.61,9.9,45.05,0.3,100.81,71.49,748.09,44.14,-1.86,0.0,226.59,0.71,4.21,2.41,18-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
18-Dec-2018 - 00:00,,25.12,1.03,15.53,14.84,27.47,16.49,42.95,0.3,150.05,78.75,748.1,51.47,-2.94,0.0,211.31,0.67,4.21,2.58,19-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
19-Dec-2018 - 00:00,,24.86,1.07,16.67,19.58,36.7,22.33,46.28,0.3,138.47,78.14,748.09,81.6,-2.61,0.0,154.17,0.66,4.37,3.84,20-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
20-Dec-2018 - 00:00,,24.54,1.1,26.87,25.66,28.77,24.1,50.0,0.3,142.54,75.98,748.11,73.49,-1.82,0.0,348.98,0.9,6.19,5.59,21-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
21-Dec-2018 - 00:00,,25.05,1.38,20.82,17.72,21.32,16.76,48.38,0.3,159.41,73.63,748.0,76.45,-1.44,0.0,304.47,0.88,5.66,6.19,22-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
22-Dec-2018 - 00:00,,24.92,1.33,22.05,14.65,18.35,13.89,53.74,0.3,164.28,70.8,748.0,78.48,-2.16,0.0,268.53,0.92,5.62,5.82,23-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
23-Dec-2018 - 00:00,,25.55,1.36,18.39,11.27,16.27,11.05,61.87,0.3,165.89,69.91,748.0,87.7,-4.25,0.0,265.35,0.84,4.41,2.98,24-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
24-Dec-2018 - 00:00,,25.93,1.28,17.04,10.67,17.0,10.86,66.62,0.3,167.35,65.21,748.0,91.99,-2.25,0.0,190.78,0.81,4.28,3.15,25-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
25-Dec-2018 - 00:00,,25.08,1.45,20.4,9.9,13.65,9.37,70.66,0.3,166.04,66.35,748.0,92.49,-2.44,0.0,201.97,0.76,4.03,2.59,26-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
26-Dec-2018 - 00:00,,24.52,1.41,18.86,10.73,11.8,9.43,62.32,0.3,168.12,64.42,748.0,93.7,-1.72,0.0,207.92,0.84,4.53,3.38,27-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
27-Dec-2018 - 00:00,,24.09,1.2,20.15,9.95,12.1,8.99,66.64,0.31,167.88,61.16,748.0,85.35,-1.14,0.0,200.46,0.76,4.21,2.91,28-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
28-Dec-2018 - 00:00,,23.71,1.27,18.6,9.82,11.78,8.71,67.54,0.44,169.4,59.18,748.0,97.58,-3.1,0.0,162.44,0.69,3.69,2.14,29-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
29-Dec-2018 - 00:00,,22.47,1.33,21.2,13.06,10.44,10.46,62.68,0.3,167.26,66.67,748.31,85.32,-3.34,0.0,250.19,0.79,4.76,4.5,30-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
30-Dec-2018 - 00:00,,22.68,1.55,20.97,12.17,10.72,9.93,71.5,0.3,164.14,69.22,748.62,89.03,-2.82,0.0,310.18,0.84,4.71,4.38,31-Dec-2018 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
31-Dec-2018 - 00:00,,20.65,1.73,12.58,9.78,14.29,7.25,47.73,0.3,168.5,75.0,749.0,8.0,-4.9,0.0,344.0,0.9,4.71,3.47,01-Jan-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
