from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
03-Dec-2018 - 00:00,3.98,4.78,2.31,5.92,765.6,153.51,58.52,0.0,52.85,149.83,17.37,241.28,1.01,1.97,30.25,24.67,40.74,65.4,29.77,9.26,04-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Dec-2018 - 00:00,4.09,5.44,2.78,6.89,764.67,168.63,64.56,0.0,56.45,143.78,17.87,251.05,1.0,1.93,31.76,28.61,42.24,70.72,27.77,10.82,05-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Dec-2018 - 00:00,3.29,4.4,2.57,5.75,764.71,163.95,65.53,0.0,59.43,149.35,18.39,218.99,1.07,1.74,30.56,25.48,37.04,62.52,27.0,8.34,06-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Dec-2018 - 00:00,3.82,4.73,2.49,5.95,764.74,160.18,64.62,0.0,55.88,153.02,18.46,258.69,0.98,2.1,31.53,33.93,26.96,60.89,33.22,6.66,07-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Dec-2018 - 00:00,2.98,3.67,1.69,4.55,764.74,134.67,59.12,0.0,54.74,152.85,18.18,249.03,0.95,1.57,26.43,31.6,27.19,58.74,36.18,9.71,08-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Dec-2018 - 00:00,3.15,4.1,2.01,5.27,764.74,136.21,51.19,0.0,50.82,152.8,17.91,256.47,0.97,1.83,26.46,34.48,27.62,62.23,32.17,9.51,09-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Dec-2018 - 00:00,2.64,3.11,1.33,3.9,764.75,136.79,51.91,0.0,48.51,153.43,17.6,256.03,0.99,1.43,25.47,32.39,28.68,60.47,31.99,10.11,10-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Dec-2018 - 00:00,3.44,4.42,2.13,5.7,764.72,171.48,53.45,0.0,49.86,150.67,17.53,246.59,1.06,1.94,27.08,33.35,29.51,62.87,19.36,7.36,11-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Dec-2018 - 00:00,2.75,3.54,1.76,4.24,764.65,158.79,50.7,0.0,53.59,142.46,18.54,261.42,1.03,1.48,29.4,25.48,27.2,52.68,20.86,6.88,12-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Dec-2018 - 00:00,1.43,1.9,0.68,2.26,764.76,115.95,40.81,0.0,47.51,156.45,18.69,303.3,1.11,0.81,24.1,16.82,26.58,43.39,41.48,6.54,13-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Dec-2018 - 00:00,2.34,1.74,0.63,1.95,761.9,159.58,67.92,0.0,42.33,169.86,16.47,235.04,0.92,0.86,29.84,14.7,21.58,36.39,60.5,8.84,14-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Dec-2018 - 00:00,1.58,1.97,0.77,2.51,756.74,130.07,52.15,0.0,48.46,183.12,15.06,193.84,0.75,0.96,33.46,15.32,36.27,50.47,48.66,9.68,15-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Dec-2018 - 00:00,1.51,1.8,0.73,2.32,756.35,133.81,45.86,0.0,47.56,131.55,13.26,245.16,0.92,0.94,28.18,18.11,44.45,58.72,39.84,10.96,16-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Dec-2018 - 00:00,1.47,1.72,0.6,2.13,756.83,127.3,48.43,0.0,45.82,191.73,14.55,213.02,0.91,0.93,25.57,20.48,44.14,63.63,45.53,13.14,17-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Dec-2018 - 00:00,1.78,2.18,0.89,2.83,759.4,131.32,50.13,0.0,40.18,173.08,15.62,217.56,0.89,0.92,28.59,18.99,52.2,71.16,52.56,13.73,18-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Dec-2018 - 00:00,3.3,4.01,2.19,5.19,763.8,211.29,84.9,0.0,45.84,220.19,14.81,259.79,1.08,1.67,33.62,35.5,55.61,91.09,47.45,17.75,19-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Dec-2018 - 00:00,4.47,5.56,3.0,7.42,764.77,250.34,90.18,0.0,45.31,185.85,14.39,231.67,1.05,2.52,31.7,32.12,60.48,87.74,27.47,10.94,20-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Dec-2018 - 00:00,4.47,5.54,2.93,7.48,764.82,239.56,91.2,0.0,42.13,147.84,15.43,273.31,1.04,2.07,23.24,28.76,22.6,49.73,27.69,12.95,21-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Dec-2018 - 00:00,4.22,5.21,2.9,7.05,764.78,222.19,80.77,0.0,42.22,142.36,15.79,241.87,1.02,2.19,21.7,21.19,20.67,40.98,28.88,12.16,22-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Dec-2018 - 00:00,3.8,4.58,2.55,6.23,764.83,218.49,79.63,0.0,44.38,147.38,16.05,245.21,1.07,1.83,20.83,24.91,21.04,45.89,23.92,12.12,23-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Dec-2018 - 00:00,2.93,3.29,1.73,4.33,764.8,193.9,74.61,0.0,48.57,145.04,16.71,248.89,1.07,1.47,19.52,21.12,19.85,40.94,28.06,11.04,24-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Dec-2018 - 00:00,3.34,3.9,2.06,5.27,764.79,212.03,79.24,0.0,50.76,143.22,16.96,226.88,0.99,1.91,21.18,21.18,24.12,45.29,29.57,10.32,25-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Dec-2018 - 00:00,2.99,3.62,1.87,5.02,764.8,195.65,76.07,0.0,47.03,145.04,16.8,236.82,0.9,1.62,22.36,22.52,21.94,44.55,42.14,13.65,26-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Dec-2018 - 00:00,2.2,2.81,1.44,3.76,764.72,172.55,66.76,0.0,44.76,139.6,16.28,290.24,1.08,1.37,24.18,18.34,25.82,44.15,41.86,11.64,27-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Dec-2018 - 00:00,2.09,2.61,1.23,3.48,764.77,142.56,45.98,0.0,33.75,145.64,14.96,236.5,0.97,0.97,28.01,20.26,24.64,44.89,23.93,8.04,28-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Dec-2018 - 00:00,2.99,3.58,1.8,4.74,764.74,185.17,59.64,0.0,32.98,146.71,14.0,246.73,0.97,1.6,31.66,33.67,25.87,58.25,29.17,14.57,29-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Dec-2018 - 00:00,2.93,3.29,1.67,4.37,764.79,180.03,63.76,0.0,36.27,149.41,13.24,246.64,1.06,1.5,28.79,31.94,27.48,59.42,23.53,11.94,30-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Dec-2018 - 00:00,3.3,3.4,1.68,4.41,764.87,217.25,75.83,0.0,40.35,154.25,14.31,252.19,1.0,1.81,30.9,40.83,29.62,69.09,28.44,17.18,31-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
31-Dec-2018 - 00:00,4.68,4.44,2.23,6.07,764.1,383.5,154.4,0.0,58.3,55.77,11.07,338.67,1.29,2.34,38.23,72.56,23.28,95.85,4.23,11.77,01-Jan-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
