from date,Ozone,NO,NO2,NOx,SO2,Benzene,Xylene,Toluene,WS,RH,WD,SR,PM2.5,PM10,Temp,RF,AP,CO,to date,station
30-Apr-2018 - 00:00,0.0,0.0,0.0,30.41,0.0,0.0,,0.0,1.16,641.56,116.24,0.0,0.0,0.0,2.08,0.02,29.2,0.87,01-May-2018 - 00:00,"Karve Road, Pune - MPCB"
01-May-2018 - 00:00,0.0,0.0,0.0,30.62,0.0,0.0,,0.0,1.11,683.69,54.0,0.0,0.0,0.0,0.0,0.02,18.02,0.88,02-May-2018 - 00:00,"Karve Road, Pune - MPCB"
02-May-2018 - 00:00,0.0,0.0,0.0,33.3,0.0,0.0,,0.0,1.28,484.03,41.54,0.0,0.0,0.0,0.04,0.02,14.21,0.87,03-May-2018 - 00:00,"Karve Road, Pune - MPCB"
03-May-2018 - 00:00,0.0,0.0,0.0,31.66,0.0,0.0,,0.0,0.85,621.36,55.79,0.0,0.0,0.0,7.1,0.03,28.05,0.93,04-May-2018 - 00:00,"Karve Road, Pune - MPCB"
04-May-2018 - 00:00,0.0,0.0,0.0,32.73,0.0,0.0,,0.0,0.86,659.07,91.89,0.0,0.0,0.0,0.0,0.04,29.53,1.02,05-May-2018 - 00:00,"Karve Road, Pune - MPCB"
05-May-2018 - 00:00,0.0,0.0,0.0,44.8,1.3,0.0,,0.0,0.76,591.58,110.45,0.0,0.0,0.0,2.68,0.02,57.4,1.02,06-May-2018 - 00:00,"Karve Road, Pune - MPCB"
06-May-2018 - 00:00,0.0,0.0,0.0,41.67,0.0,0.0,,0.0,1.05,267.2,3.43,0.0,0.0,0.0,9.16,0.02,36.47,0.95,07-May-2018 - 00:00,"Karve Road, Pune - MPCB"
07-May-2018 - 00:00,0.0,0.0,0.0,35.78,0.0,0.0,,0.0,0.94,125.27,0.0,0.0,0.0,0.0,0.0,0.02,31.72,0.98,08-May-2018 - 00:00,"Karve Road, Pune - MPCB"
08-May-2018 - 00:00,0.0,0.0,0.0,36.41,0.0,0.0,,0.0,0.9,43.39,0.0,0.0,0.0,0.0,0.0,0.03,22.81,0.98,09-May-2018 - 00:00,"Karve Road, Pune - MPCB"
09-May-2018 - 00:00,0.0,0.0,0.0,29.51,0.0,0.0,,0.0,0.65,85.74,25.59,0.0,0.0,0.0,0.0,0.02,44.59,1.02,10-May-2018 - 00:00,"Karve Road, Pune - MPCB"
10-May-2018 - 00:00,0.0,0.0,0.0,24.79,0.0,0.0,,0.0,0.82,917.03,114.63,0.0,0.0,0.0,9.08,0.03,48.21,1.04,11-May-2018 - 00:00,"Karve Road, Pune - MPCB"
11-May-2018 - 00:00,0.0,0.0,0.0,22.63,0.0,0.0,,0.0,1.24,945.12,117.84,0.0,81.94,81.94,20.94,0.02,22.9,0.93,12-May-2018 - 00:00,"Karve Road, Pune - MPCB"
12-May-2018 - 00:00,0.0,0.0,0.0,21.73,0.0,0.0,,0.0,1.45,944.69,124.93,0.0,54.3,54.3,0.0,0.02,16.94,0.7,13-May-2018 - 00:00,"Karve Road, Pune - MPCB"
13-May-2018 - 00:00,0.0,0.0,0.0,25.17,0.0,0.0,,0.0,0.64,944.35,91.4,0.0,0.0,0.0,4.18,0.03,35.29,1.04,14-May-2018 - 00:00,"Karve Road, Pune - MPCB"
14-May-2018 - 00:00,0.0,0.0,0.0,24.86,0.66,0.0,,0.0,1.09,944.84,126.98,0.0,0.0,0.0,22.65,0.03,15.04,1.02,15-May-2018 - 00:00,"Karve Road, Pune - MPCB"
15-May-2018 - 00:00,0.0,0.0,0.0,23.64,0.58,0.0,,0.0,0.94,944.18,119.91,0.0,0.0,81.94,20.52,0.03,20.59,1.09,16-May-2018 - 00:00,"Karve Road, Pune - MPCB"
16-May-2018 - 00:00,0.0,0.0,0.0,23.39,0.0,0.0,,0.0,0.88,943.08,101.35,0.0,0.0,0.0,21.4,0.03,25.59,1.11,17-May-2018 - 00:00,"Karve Road, Pune - MPCB"
17-May-2018 - 00:00,0.0,0.0,0.0,20.98,0.0,0.0,,0.0,1.07,942.68,115.68,0.0,165.28,170.49,26.06,0.02,41.66,1.05,18-May-2018 - 00:00,"Karve Road, Pune - MPCB"
18-May-2018 - 00:00,0.0,0.0,0.0,21.66,0.0,0.0,,0.0,1.31,891.81,95.09,0.0,163.89,165.28,8.59,0.02,18.33,1.07,19-May-2018 - 00:00,"Karve Road, Pune - MPCB"
19-May-2018 - 00:00,0.0,0.0,0.0,22.75,0.0,0.0,,0.0,0.95,943.01,128.23,0.0,82.27,83.69,20.61,0.05,23.7,1.02,20-May-2018 - 00:00,"Karve Road, Pune - MPCB"
20-May-2018 - 00:00,0.0,0.0,0.0,26.24,0.0,0.0,,0.0,1.09,929.63,173.64,0.0,0.0,0.0,15.18,0.02,20.32,0.96,21-May-2018 - 00:00,"Karve Road, Pune - MPCB"
21-May-2018 - 00:00,0.0,0.0,0.0,24.78,0.0,0.0,,0.0,1.6,560.18,103.25,0.0,0.0,0.0,0.0,0.02,15.09,1.1,22-May-2018 - 00:00,"Karve Road, Pune - MPCB"
22-May-2018 - 00:00,0.0,0.0,0.0,23.32,0.0,0.0,,0.0,1.03,671.02,82.61,0.0,0.0,0.0,4.3,0.02,17.73,1.1,23-May-2018 - 00:00,"Karve Road, Pune - MPCB"
23-May-2018 - 00:00,0.0,0.0,0.0,24.96,0.0,0.0,,0.0,1.23,707.62,85.23,0.0,0.0,0.0,0.0,0.02,12.24,1.06,24-May-2018 - 00:00,"Karve Road, Pune - MPCB"
24-May-2018 - 00:00,0.0,0.0,0.0,25.24,0.0,0.0,,0.0,1.25,727.02,13.38,0.0,0.0,0.0,6.62,0.02,12.89,1.09,25-May-2018 - 00:00,"Karve Road, Pune - MPCB"
25-May-2018 - 00:00,0.0,0.0,0.0,25.57,0.0,7.4,,0.0,1.25,755.9,106.34,0.0,0.0,0.0,17.27,0.02,16.63,1.08,26-May-2018 - 00:00,"Karve Road, Pune - MPCB"
26-May-2018 - 00:00,0.0,0.0,0.0,25.32,0.0,0.0,,0.0,1.03,604.61,98.51,0.0,0.0,0.0,9.9,0.02,20.35,1.15,27-May-2018 - 00:00,"Karve Road, Pune - MPCB"
27-May-2018 - 00:00,0.0,0.0,0.0,35.24,0.0,0.0,,0.0,0.92,757.49,87.24,0.0,0.0,0.0,16.52,0.02,32.54,1.1,28-May-2018 - 00:00,"Karve Road, Pune - MPCB"
28-May-2018 - 00:00,0.0,0.0,0.0,24.54,0.0,3.57,,1.1,1.4,646.44,41.4,0.0,0.0,0.0,19.99,0.02,18.86,1.11,29-May-2018 - 00:00,"Karve Road, Pune - MPCB"
29-May-2018 - 00:00,0.0,0.0,0.0,23.81,0.0,1.6,,0.4,1.73,673.38,22.34,0.0,0.0,0.0,18.77,0.02,10.42,1.06,30-May-2018 - 00:00,"Karve Road, Pune - MPCB"
30-May-2018 - 00:00,0.0,0.0,0.0,24.23,0.0,1.34,,0.64,1.61,490.03,28.73,0.0,0.0,0.0,13.59,0.02,10.32,1.1,31-May-2018 - 00:00,"Karve Road, Pune - MPCB"
31-May-2018 - 00:00,0.0,0.0,0.0,23.61,0.0,0.15,,0.08,1.46,706.75,55.32,0.0,0.0,0.0,25.88,0.01,14.33,1.15,01-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
01-Jun-2018 - 00:00,0.0,0.0,0.0,25.09,0.0,0.22,,0.08,0.89,488.42,72.0,0.0,0.0,0.0,15.68,0.02,60.79,1.09,02-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
02-Jun-2018 - 00:00,0.0,0.0,0.0,24.75,0.0,0.24,,0.1,0.56,752.47,22.28,0.0,0.0,0.0,46.54,0.02,38.92,1.06,03-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
03-Jun-2018 - 00:00,0.0,0.0,0.0,25.36,0.0,0.15,,0.06,0.28,616.43,77.33,0.0,0.0,0.0,19.58,0.01,19.47,0.97,04-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
04-Jun-2018 - 00:00,0.0,0.0,0.0,24.86,0.0,0.2,,0.12,0.28,606.72,85.38,0.0,0.0,0.0,22.56,0.02,42.06,1.04,05-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
05-Jun-2018 - 00:00,0.0,0.0,0.0,24.63,0.0,0.3,,0.11,0.28,717.82,19.99,0.0,0.0,0.0,29.2,0.03,60.67,1.11,06-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
06-Jun-2018 - 00:00,0.0,0.0,0.0,25.28,0.0,0.25,,0.1,0.28,571.34,33.5,0.0,0.0,0.0,29.44,0.03,23.49,1.09,07-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
07-Jun-2018 - 00:00,0.0,0.0,0.0,22.82,0.0,0.25,,0.1,0.28,549.45,0.0,0.0,0.0,0.0,31.91,0.02,9.64,1.11,08-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
08-Jun-2018 - 00:00,0.0,0.0,0.0,22.8,0.0,0.18,,0.07,0.28,592.85,35.78,0.0,0.0,0.0,32.91,0.02,12.09,1.07,09-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
09-Jun-2018 - 00:00,0.0,0.0,0.0,23.88,0.0,0.16,,0.07,0.28,523.4,9.31,0.0,0.0,0.0,30.51,0.01,8.46,1.05,10-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
10-Jun-2018 - 00:00,0.0,0.0,0.0,24.87,0.0,0.1,,0.04,0.28,592.19,13.77,0.0,0.0,0.0,34.36,0.01,11.5,1.04,11-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
11-Jun-2018 - 00:00,0.0,0.0,0.0,24.91,0.0,0.17,,0.09,0.28,613.75,39.4,0.0,0.0,0.0,36.54,0.01,9.41,1.07,12-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
12-Jun-2018 - 00:00,0.0,0.0,0.0,24.51,0.0,0.21,,0.09,0.28,619.14,38.62,0.0,0.0,0.0,32.47,0.02,10.34,1.09,13-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
13-Jun-2018 - 00:00,0.0,0.0,0.0,24.32,0.0,0.17,,0.07,0.28,530.41,60.54,0.0,0.0,0.0,15.54,0.01,9.49,1.11,14-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
14-Jun-2018 - 00:00,4.06,5.07,5.89,23.8,15.83,0.17,,0.06,0.28,363.15,27.42,0.0,32.34,51.76,6.15,0.01,11.32,1.11,15-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
15-Jun-2018 - 00:00,9.04,11.29,13.1,23.94,35.24,0.2,,0.08,0.28,570.23,14.74,0.0,31.0,73.76,19.96,0.01,13.35,1.08,16-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
16-Jun-2018 - 00:00,9.19,11.49,13.33,24.35,35.84,0.14,,0.06,0.28,518.41,6.91,0.0,28.1,63.17,25.78,0.01,10.2,1.04,17-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
17-Jun-2018 - 00:00,9.1,11.37,13.19,24.1,35.47,0.1,,0.04,0.28,718.64,2.77,0.0,24.41,42.03,48.16,0.01,11.35,1.01,18-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
18-Jun-2018 - 00:00,8.41,10.51,12.19,22.28,32.8,0.21,,0.08,0.28,942.72,70.73,,13.67,21.85,35.08,0.02,10.7,1.13,19-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
19-Jun-2018 - 00:00,8.33,10.41,12.08,22.07,32.48,0.22,,0.08,0.28,,129.36,,20.88,38.49,40.41,0.02,24.04,1.18,20-Jun-2018 - 00:00,"Karve Road, Pune - MPCB"
