from date,PM10,PM2.5,NOx,CO,SO2,to date,station
17-Jul-2018 - 00:00,29.4,2.13,0.61,1.12,28.79,18-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Jul-2018 - 00:00,35.83,3.25,4.42,1.28,29.01,19-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Jul-2018 - 00:00,45.46,12.75,9.3,1.49,29.19,20-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Jul-2018 - 00:00,55.2,2.51,7.05,1.39,29.51,21-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Jul-2018 - 00:00,145.48,2.87,3.46,1.16,29.0,22-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Jul-2018 - 00:00,881.39,2.32,7.06,1.21,30.51,23-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Jul-2018 - 00:00,701.81,22.71,10.61,1.21,31.21,24-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Jul-2018 - 00:00,607.9,1.98,11.81,1.35,29.97,25-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Jul-2018 - 00:00,428.26,3.34,12.97,1.4,30.0,26-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Jul-2018 - 00:00,27.12,33.81,11.58,1.28,28.92,27-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Jul-2018 - 00:00,66.81,20.83,14.19,1.26,29.63,28-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Jul-2018 - 00:00,68.42,3.3,12.0,1.37,29.38,29-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Jul-2018 - 00:00,62.05,4.11,7.37,1.28,29.66,30-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Jul-2018 - 00:00,46.75,2.03,6.27,1.35,30.25,31-Jul-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Jul-2018 - 00:00,40.55,1.75,9.62,1.33,30.56,01-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Aug-2018 - 00:00,52.07,3.18,12.07,1.27,30.99,02-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Aug-2018 - 00:00,172.52,5.79,13.96,1.41,30.2,03-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Aug-2018 - 00:00,153.35,6.51,9.52,1.37,30.21,04-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Aug-2018 - 00:00,102.21,18.29,4.98,1.25,30.29,05-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Aug-2018 - 00:00,156.22,5.64,4.83,1.26,29.76,06-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Aug-2018 - 00:00,99.77,16.2,7.55,1.25,30.67,07-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Aug-2018 - 00:00,42.78,19.11,7.63,1.33,31.19,08-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Aug-2018 - 00:00,21.88,17.56,12.13,1.31,31.39,09-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Aug-2018 - 00:00,25.03,1.32,7.48,1.54,30.05,10-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Aug-2018 - 00:00,41.21,2.45,2.37,1.46,29.66,11-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Aug-2018 - 00:00,54.2,1.23,4.12,1.29,30.56,12-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Aug-2018 - 00:00,48.4,2.13,5.15,1.21,31.56,13-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Aug-2018 - 00:00,58.46,3.53,9.1,1.32,31.54,14-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Aug-2018 - 00:00,49.16,19.63,11.0,1.47,32.04,15-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Aug-2018 - 00:00,23.66,38.03,10.49,1.77,31.31,16-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Aug-2018 - 00:00,16.67,0.74,8.62,1.96,30.89,17-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Aug-2018 - 00:00,29.23,35.77,3.3,1.99,30.52,18-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Aug-2018 - 00:00,51.94,36.63,2.62,2.16,30.13,19-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Aug-2018 - 00:00,103.13,36.71,6.97,1.09,31.13,20-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Aug-2018 - 00:00,23.6,32.73,4.44,1.73,31.98,21-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Aug-2018 - 00:00,15.58,32.14,3.66,1.91,32.25,22-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Aug-2018 - 00:00,89.22,2.32,8.63,1.67,32.56,23-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Aug-2018 - 00:00,44.84,-0.33,10.14,1.33,32.43,24-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Aug-2018 - 00:00,28.74,15.39,5.33,1.27,32.36,25-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Aug-2018 - 00:00,15.54,15.59,11.38,1.2,32.62,26-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Aug-2018 - 00:00,84.65,51.35,14.47,1.46,36.2,27-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Aug-2018 - 00:00,62.99,6.92,12.24,2.17,33.37,28-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Aug-2018 - 00:00,38.7,33.68,6.76,1.78,32.98,29-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Aug-2018 - 00:00,81.08,42.72,5.97,1.95,33.06,30-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Aug-2018 - 00:00,37.0,-0.17,8.16,2.44,33.85,31-Aug-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Aug-2018 - 00:00,24.41,43.91,6.5,2.33,34.16,01-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Sep-2018 - 00:00,44.86,3.6,11.6,2.39,34.15,02-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Sep-2018 - 00:00,33.0,38.66,13.18,2.41,34.17,03-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Sep-2018 - 00:00,34.77,2.81,10.58,2.3,34.23,04-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Sep-2018 - 00:00,27.35,4.92,14.01,2.4,34.41,05-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Sep-2018 - 00:00,75.43,14.29,12.87,1.8,34.15,06-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Sep-2018 - 00:00,20.11,16.38,7.12,1.34,32.81,07-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Sep-2018 - 00:00,58.54,44.25,5.35,1.96,34.15,08-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Sep-2018 - 00:00,236.18,4.69,11.43,2.05,34.33,09-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Sep-2018 - 00:00,92.74,3.34,9.56,1.6,32.17,10-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Sep-2018 - 00:00,52.72,1.92,4.06,1.59,31.01,11-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Sep-2018 - 00:00,49.34,3.07,3.36,1.37,31.34,12-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Sep-2018 - 00:00,42.43,17.77,3.22,1.42,33.06,13-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Sep-2018 - 00:00,48.95,2.38,7.52,1.49,33.39,14-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Sep-2018 - 00:00,55.41,20.53,7.47,1.43,32.78,15-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Sep-2018 - 00:00,106.03,61.77,5.4,1.55,32.34,16-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Sep-2018 - 00:00,67.2,18.16,6.77,1.18,32.84,17-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Sep-2018 - 00:00,77.2,4.45,6.39,1.49,33.42,18-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Sep-2018 - 00:00,93.92,6.06,7.62,1.47,33.31,19-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Sep-2018 - 00:00,164.46,5.38,8.04,1.43,33.57,20-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Sep-2018 - 00:00,87.08,2.66,10.19,1.48,33.56,21-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Sep-2018 - 00:00,49.07,24.75,6.79,1.43,29.43,22-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Sep-2018 - 00:00,34.44,11.69,11.25,1.52,29.39,23-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Sep-2018 - 00:00,79.05,3.81,10.09,1.57,29.89,24-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Sep-2018 - 00:00,97.67,53.75,7.48,2.33,30.17,25-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Sep-2018 - 00:00,140.18,17.56,7.59,1.96,30.42,26-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Sep-2018 - 00:00,96.14,15.33,9.55,1.62,30.3,27-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Sep-2018 - 00:00,160.62,11.03,12.09,1.68,30.76,28-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Sep-2018 - 00:00,141.47,52.1,11.49,2.17,30.82,29-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Sep-2018 - 00:00,150.81,23.45,16.3,2.35,30.31,30-Sep-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Sep-2018 - 00:00,146.57,8.37,14.5,1.52,23.41,01-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Oct-2018 - 00:00,131.24,6.18,14.38,1.74,21.14,02-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Oct-2018 - 00:00,182.49,30.27,13.61,1.76,29.68,03-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Oct-2018 - 00:00,162.75,6.41,14.0,1.93,30.52,04-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Oct-2018 - 00:00,151.64,10.24,17.21,1.74,29.51,05-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Oct-2018 - 00:00,108.58,21.66,10.13,1.82,28.58,06-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Oct-2018 - 00:00,139.67,9.76,17.46,1.74,31.46,07-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Oct-2018 - 00:00,230.02,62.82,11.09,2.1,30.81,08-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Oct-2018 - 00:00,169.52,4.63,18.45,2.96,32.27,09-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Oct-2018 - 00:00,319.86,52.79,14.45,2.38,32.68,10-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Oct-2018 - 00:00,501.23,1.73,8.25,1.93,33.05,11-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Oct-2018 - 00:00,74.16,1.3,13.04,2.03,32.77,12-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Oct-2018 - 00:00,61.12,-1.44,11.52,2.01,32.95,13-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Oct-2018 - 00:00,113.67,-1.76,1.32,2.03,32.61,14-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Oct-2018 - 00:00,300.33,54.46,1.88,2.43,32.92,15-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Oct-2018 - 00:00,167.13,19.66,0.26,3.21,34.26,16-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Oct-2018 - 00:00,208.84,13.58,14.89,3.13,34.76,17-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Oct-2018 - 00:00,166.29,14.88,,2.82,34.52,18-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Oct-2018 - 00:00,126.39,12.8,,2.9,35.3,19-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Oct-2018 - 00:00,133.73,1.83,,2.53,34.39,20-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Oct-2018 - 00:00,113.47,1.13,8.68,2.63,34.06,21-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Oct-2018 - 00:00,128.81,0.83,5.62,2.57,34.6,22-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Oct-2018 - 00:00,97.6,10.47,2.94,2.44,34.89,23-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Oct-2018 - 00:00,222.8,1.35,2.53,2.7,35.12,24-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Oct-2018 - 00:00,186.91,8.82,2.53,2.89,35.13,25-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Oct-2018 - 00:00,139.86,2.4,2.66,2.79,34.65,26-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Oct-2018 - 00:00,108.56,2.11,0.77,2.59,34.34,27-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Oct-2018 - 00:00,161.5,3.07,3.59,2.19,34.19,28-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Oct-2018 - 00:00,193.62,3.72,,1.27,34.83,29-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Oct-2018 - 00:00,153.14,2.59,,1.2,35.6,30-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Oct-2018 - 00:00,103.39,2.58,,1.09,33.84,31-Oct-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Oct-2018 - 00:00,85.89,0.92,,1.03,34.07,01-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Nov-2018 - 00:00,104.9,1.37,,1.09,35.75,02-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Nov-2018 - 00:00,137.17,2.08,,1.18,36.18,03-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Nov-2018 - 00:00,154.57,2.88,,1.29,36.29,04-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Nov-2018 - 00:00,114.44,3.09,,1.31,33.67,05-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Nov-2018 - 00:00,197.83,3.45,,1.47,34.78,06-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Nov-2018 - 00:00,171.06,4.83,,1.44,36.84,07-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Nov-2018 - 00:00,236.87,4.54,,1.44,36.78,08-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Nov-2018 - 00:00,323.87,11.09,,1.53,37.08,09-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Nov-2018 - 00:00,195.21,8.07,,1.77,37.52,10-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Nov-2018 - 00:00,274.21,5.85,,1.74,37.39,11-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Nov-2018 - 00:00,326.72,5.09,,1.87,37.65,12-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Nov-2018 - 00:00,210.99,5.43,,1.74,38.21,13-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Nov-2018 - 00:00,158.7,3.41,,1.61,39.33,14-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Nov-2018 - 00:00,224.1,3.32,,1.57,39.29,15-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Nov-2018 - 00:00,161.33,3.59,,1.44,38.29,16-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Nov-2018 - 00:00,138.58,4.81,,1.52,38.47,17-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Nov-2018 - 00:00,248.86,4.47,,1.55,39.26,18-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Nov-2018 - 00:00,207.57,5.2,,1.61,38.3,19-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Nov-2018 - 00:00,141.8,5.55,,1.49,37.51,20-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Nov-2018 - 00:00,146.65,4.84,,1.56,37.89,21-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Nov-2018 - 00:00,212.18,9.6,,1.75,38.69,22-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Nov-2018 - 00:00,193.82,4.78,,1.7,37.85,23-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Nov-2018 - 00:00,204.08,4.73,,1.78,38.08,24-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Nov-2018 - 00:00,181.96,5.27,,1.68,37.76,25-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Nov-2018 - 00:00,161.75,5.46,,1.68,38.9,26-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Nov-2018 - 00:00,141.48,5.43,,1.85,39.32,27-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Nov-2018 - 00:00,155.36,6.63,,1.81,37.85,28-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Nov-2018 - 00:00,110.85,4.57,,1.49,38.58,29-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Nov-2018 - 00:00,152.0,5.4,,1.62,38.95,30-Nov-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Nov-2018 - 00:00,131.0,5.28,,1.79,39.21,01-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Dec-2018 - 00:00,157.23,6.71,,1.96,40.19,02-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Dec-2018 - 00:00,153.92,9.76,,1.72,40.2,03-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Dec-2018 - 00:00,227.57,7.19,,1.97,40.21,04-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Dec-2018 - 00:00,181.3,7.69,,1.86,38.34,05-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Dec-2018 - 00:00,260.34,8.07,,2.15,38.41,06-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Dec-2018 - 00:00,266.9,9.98,,2.29,37.61,07-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Dec-2018 - 00:00,167.94,11.01,,1.99,36.81,08-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Dec-2018 - 00:00,121.44,8.86,,1.79,36.46,09-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Dec-2018 - 00:00,303.2,7.25,,2.05,38.09,10-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Dec-2018 - 00:00,108.18,7.12,,1.65,38.52,11-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Dec-2018 - 00:00,106.47,14.46,,1.75,40.11,12-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Dec-2018 - 00:00,120.43,11.5,,1.97,40.84,13-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Dec-2018 - 00:00,120.42,9.09,,1.78,39.18,14-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Dec-2018 - 00:00,133.7,5.77,,1.73,37.89,15-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Dec-2018 - 00:00,176.19,4.51,,1.71,39.26,16-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Dec-2018 - 00:00,256.04,6.45,,2.04,40.66,17-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Dec-2018 - 00:00,162.9,8.02,,1.83,40.01,18-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Dec-2018 - 00:00,167.1,7.56,,1.95,41.04,19-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Dec-2018 - 00:00,191.06,6.37,,2.01,41.22,20-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Dec-2018 - 00:00,269.18,10.31,,2.23,41.87,21-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Dec-2018 - 00:00,238.32,8.24,,2.2,41.05,22-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Dec-2018 - 00:00,108.11,5.07,,2.08,41.42,23-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Dec-2018 - 00:00,194.88,7.42,,2.02,40.68,24-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Dec-2018 - 00:00,304.64,6.98,,2.41,43.32,25-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Dec-2018 - 00:00,296.5,5.96,,2.47,43.52,26-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Dec-2018 - 00:00,179.34,5.32,,2.13,43.8,27-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Dec-2018 - 00:00,167.1,17.24,,1.86,42.18,28-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Dec-2018 - 00:00,132.92,7.07,,1.9,43.33,29-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Dec-2018 - 00:00,232.21,5.43,,2.07,43.78,30-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Dec-2018 - 00:00,271.45,7.15,,2.53,44.62,31-Dec-2018 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Dec-2018 - 00:00,985.0,0.0,,3.0,44.74,01-Jan-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
