from date,PM2.5,Benzene,Temp,RH,SR,RF,Toluene,Eth-Benzene,MP-Xylene,O Xylene,WS,NO2,NO,WD,NOx,NH3,SO2,CO,Ozone,PM10,to date,station
14-Apr-2018 - 00:00,52.7,2.29,36.71,17.12,854.44,0.0,17.01,3.18,8.64,3.88,2.54,19.5,1.05,131.04,10.79,2.85,5.38,0.79,83.02,111.84,15-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Apr-2018 - 00:00,48.57,2.69,34.6,25.02,692.6,0.0,23.7,3.92,11.06,4.78,2.09,18.25,1.5,189.47,10.53,2.72,5.24,0.77,76.03,114.91,16-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Apr-2018 - 00:00,38.34,2.53,32.17,45.49,660.18,0.02,16.51,3.14,9.64,4.39,2.2,18.48,3.52,151.23,12.29,2.98,5.38,0.84,52.17,91.76,17-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Apr-2018 - 00:00,47.43,3.47,33.7,37.56,791.1,0.0,24.59,5.19,13.76,6.27,2.15,21.25,2.97,162.15,13.45,4.01,4.64,0.94,60.28,101.83,18-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Apr-2018 - 00:00,40.01,1.39,33.87,29.45,774.6,0.0,10.87,1.66,4.55,1.96,2.94,17.5,1.12,190.33,9.99,3.23,4.9,0.45,65.8,76.15,19-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Apr-2018 - 00:00,46.84,1.86,35.17,14.15,844.13,0.0,13.55,1.36,4.81,2.04,2.86,12.7,0.8,181.44,7.17,2.45,4.51,0.56,69.51,107.87,20-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Apr-2018 - 00:00,47.32,1.14,34.1,17.2,862.13,0.0,15.56,1.19,3.73,1.69,3.59,12.27,0.67,157.49,6.86,2.16,4.52,0.4,60.02,106.05,21-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Apr-2018 - 00:00,42.67,1.25,34.1,21.04,807.74,0.0,17.02,1.63,4.23,1.6,2.66,12.2,1.03,193.22,7.13,1.78,4.71,0.52,49.9,83.55,22-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Apr-2018 - 00:00,40.01,1.95,34.54,15.92,811.83,0.0,14.81,2.58,9.25,4.01,2.43,13.3,2.07,172.11,8.25,1.52,,,,90.17,23-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Apr-2018 - 00:00,50.16,2.5,34.55,13.73,788.05,0.0,16.37,2.3,7.32,3.14,2.22,13.83,2.13,180.47,8.74,1.52,7.15,0.59,94.0,122.45,24-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Apr-2018 - 00:00,46.54,2.75,34.42,10.67,783.36,0.0,15.54,3.81,6.67,3.43,2.38,13.67,2.13,169.83,8.75,3.68,6.27,0.68,77.83,111.41,25-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Apr-2018 - 00:00,50.07,1.24,34.54,9.26,851.7,0.0,5.65,0.93,2.98,1.33,2.56,10.88,3.69,171.57,7.86,6.81,5.9,0.83,101.08,101.87,26-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Apr-2018 - 00:00,52.07,0.79,34.5,12.52,805.5,0.0,5.42,1.05,2.24,0.91,2.62,11.1,1.98,153.16,6.74,5.76,6.67,0.62,82.67,97.38,27-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Apr-2018 - 00:00,56.72,1.34,34.72,16.35,752.42,0.0,6.09,1.41,3.45,1.58,2.54,9.62,6.38,143.69,8.13,6.83,4.75,1.04,68.07,110.11,28-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Apr-2018 - 00:00,51.0,1.01,35.76,19.8,756.44,0.0,4.71,1.1,2.62,1.22,2.46,9.63,4.37,134.59,7.55,6.27,8.2,0.75,79.88,114.2,29-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Apr-2018 - 00:00,42.1,0.32,36.3,21.72,771.95,0.0,2.07,0.3,0.7,0.26,3.44,8.53,0.62,167.41,4.73,4.02,4.45,0.55,88.59,103.0,30-Apr-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Apr-2018 - 00:00,51.89,0.27,37.55,16.36,807.44,0.0,1.68,0.49,1.08,0.36,3.89,21.02,5.3,167.29,10.74,4.98,5.75,0.44,67.68,114.89,01-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-May-2018 - 00:00,52.75,0.2,35.29,22.38,816.57,0.0,2.09,0.38,0.72,0.22,3.08,25.61,9.44,170.01,13.73,5.58,5.41,0.39,51.18,111.57,02-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-May-2018 - 00:00,44.14,0.22,35.51,20.57,754.16,0.0,1.46,0.24,0.56,0.21,3.15,28.18,12.28,147.92,16.92,5.62,5.55,0.41,61.94,103.2,03-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-May-2018 - 00:00,36.23,0.28,35.02,18.24,829.95,0.0,1.8,0.3,0.72,0.27,3.19,29.87,9.06,172.32,15.65,5.56,6.03,0.47,68.57,85.13,04-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-May-2018 - 00:00,47.97,0.86,34.74,16.9,804.78,0.0,5.27,0.68,2.37,1.01,2.14,30.39,16.42,157.83,21.81,6.43,5.0,0.67,59.19,126.6,05-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-May-2018 - 00:00,47.27,0.59,35.46,22.71,778.54,0.0,4.96,0.75,1.84,0.75,2.4,33.74,12.07,158.59,20.08,5.64,5.99,0.56,62.84,124.57,06-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-May-2018 - 00:00,51.17,0.51,36.51,23.46,771.35,0.0,2.81,0.3,0.79,0.29,2.86,27.08,10.01,144.1,14.96,6.13,5.17,0.54,80.15,101.66,07-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-May-2018 - 00:00,44.38,0.24,34.99,19.87,786.7,0.0,2.13,0.17,0.58,0.26,2.94,25.8,9.45,162.31,13.84,6.28,4.57,0.41,65.87,101.39,08-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-May-2018 - 00:00,46.08,0.21,34.72,16.87,762.77,0.0,1.41,0.09,0.38,0.15,3.15,23.45,9.31,195.55,12.51,6.03,4.93,0.4,69.13,100.97,09-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-May-2018 - 00:00,46.98,0.4,35.88,16.29,804.85,0.0,2.07,0.47,1.5,0.61,2.5,25.2,9.64,201.72,13.68,5.49,5.66,0.53,68.96,92.39,10-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-May-2018 - 00:00,55.1,0.96,36.5,17.19,726.21,0.0,2.83,0.38,1.4,0.57,2.15,31.82,10.68,176.31,17.89,5.14,5.16,0.64,85.4,114.33,11-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-May-2018 - 00:00,31.29,0.61,36.33,22.82,786.59,0.0,2.55,0.29,1.09,0.45,2.76,32.29,9.69,166.11,17.42,3.85,4.91,0.52,78.82,156.26,12-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-May-2018 - 00:00,46.23,0.3,35.78,22.08,735.5,0.0,2.5,0.26,0.85,0.34,3.1,35.11,10.01,173.93,19.16,3.72,5.15,0.45,70.64,94.68,13-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-May-2018 - 00:00,45.47,0.5,35.32,25.61,653.17,0.0,2.8,0.26,0.9,0.36,2.61,39.14,10.04,167.38,21.28,3.05,5.38,0.52,66.82,91.7,14-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-May-2018 - 00:00,57.73,0.31,35.96,21.41,855.88,0.0,2.61,0.23,0.76,0.32,3.22,39.96,10.01,172.57,21.69,2.93,3.95,0.52,61.58,95.99,15-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-May-2018 - 00:00,58.38,0.52,34.74,26.1,741.96,0.0,3.64,0.31,1.03,0.42,2.6,43.4,11.11,148.61,24.37,3.09,5.1,0.58,63.38,98.33,16-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-May-2018 - 00:00,52.08,0.39,36.06,23.52,680.18,0.0,2.11,0.27,0.81,0.33,2.54,40.17,9.6,174.89,21.47,2.25,4.99,0.45,64.58,107.41,17-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-May-2018 - 00:00,52.69,0.5,36.73,22.79,706.36,0.0,2.3,0.59,1.58,0.66,2.46,45.22,9.98,174.03,24.4,1.82,5.23,0.5,66.49,127.83,18-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-May-2018 - 00:00,47.93,0.45,35.88,24.91,745.5,0.0,2.32,0.3,1.02,0.44,3.8,50.82,12.44,158.53,29.32,1.29,5.18,0.46,55.29,128.52,19-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-May-2018 - 00:00,50.26,0.37,35.76,22.64,774.99,0.0,4.98,0.57,1.19,0.48,3.22,52.47,12.73,153.11,30.4,1.64,4.48,0.43,53.07,118.54,20-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-May-2018 - 00:00,46.35,0.28,36.06,19.25,778.96,0.0,2.54,0.31,0.74,0.26,3.67,44.34,9.97,163.71,23.95,2.21,5.22,0.34,74.94,120.09,21-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-May-2018 - 00:00,45.21,0.24,35.93,26.55,778.71,0.0,1.43,0.25,0.72,0.27,3.34,42.84,10.2,160.19,23.35,2.14,5.25,0.42,70.08,110.2,22-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-May-2018 - 00:00,44.91,0.52,34.64,20.42,582.89,0.0,2.8,0.41,1.12,0.41,2.89,42.24,10.07,140.5,22.93,2.43,5.23,0.52,79.35,106.02,23-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-May-2018 - 00:00,51.44,0.64,36.46,25.05,586.86,0.0,2.86,0.57,1.34,0.55,2.7,40.12,10.29,168.95,22.0,2.55,4.89,0.53,82.67,130.41,24-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-May-2018 - 00:00,47.45,0.48,35.42,26.95,458.49,0.0,2.1,0.38,0.98,0.37,3.42,21.44,9.44,153.09,11.55,8.38,4.74,0.53,72.08,125.64,25-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-May-2018 - 00:00,69.93,0.3,35.85,25.74,739.1,0.0,1.63,0.34,0.91,0.32,3.51,18.73,8.91,184.96,9.72,8.3,6.61,0.53,75.05,112.69,26-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-May-2018 - 00:00,59.87,0.63,36.28,25.46,742.03,0.0,1.85,0.72,1.53,0.61,2.97,37.53,10.87,193.07,21.09,7.24,5.9,0.47,76.05,85.47,27-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-May-2018 - 00:00,52.58,0.76,37.44,23.26,818.38,0.0,3.09,0.83,3.15,1.4,2.72,53.13,11.88,166.83,30.07,7.22,5.69,0.65,98.38,97.56,28-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-May-2018 - 00:00,39.95,0.35,37.3,28.78,700.97,0.0,2.33,0.26,0.83,0.32,3.09,47.44,11.65,167.29,26.92,7.32,4.76,0.47,69.08,100.34,29-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-May-2018 - 00:00,31.72,4.37,34.77,40.66,693.95,0.0,3.23,4.13,3.42,2.42,4.47,43.11,12.82,146.7,25.58,7.79,3.59,0.43,44.99,93.97,30-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-May-2018 - 00:00,32.69,7.7,34.37,43.01,743.38,0.0,1.44,3.75,1.47,0.57,4.05,49.92,13.58,151.3,29.75,7.97,5.65,0.45,44.95,79.7,31-May-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-May-2018 - 00:00,36.97,8.81,35.07,42.56,732.26,0.0,1.13,3.45,1.34,0.54,3.19,52.98,14.06,146.3,31.74,7.76,4.91,0.41,45.93,101.93,01-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Jun-2018 - 00:00,34.47,8.64,32.72,51.61,716.31,0.01,1.95,4.41,1.74,0.74,2.99,44.33,11.91,125.89,25.49,7.77,4.72,0.53,54.45,89.53,02-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Jun-2018 - 00:00,32.42,12.73,31.12,57.19,662.22,0.02,2.31,5.9,2.63,0.92,3.02,54.77,13.08,154.33,31.89,7.25,5.74,0.49,50.24,73.72,03-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Jun-2018 - 00:00,29.46,22.74,28.36,69.85,219.25,0.01,3.06,8.77,4.48,1.74,2.46,67.37,17.47,152.19,41.99,6.9,5.21,0.53,37.72,60.82,04-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Jun-2018 - 00:00,37.7,11.15,32.31,55.08,571.61,0.0,1.71,5.31,2.39,1.04,3.04,63.26,15.32,158.06,38.12,7.04,4.95,0.51,56.91,65.08,05-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Jun-2018 - 00:00,28.56,10.57,31.7,55.75,489.97,0.0,2.63,6.32,2.91,1.26,3.16,60.38,15.64,115.89,36.87,7.43,4.9,0.6,21.82,62.68,06-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Jun-2018 - 00:00,26.05,8.52,31.29,58.93,374.37,0.0,1.2,4.5,2.06,0.88,3.24,60.2,14.33,137.13,35.76,7.95,5.23,0.54,79.01,57.02,07-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Jun-2018 - 00:00,24.17,8.25,30.93,61.39,507.5,0.0,1.21,3.47,1.51,0.63,3.57,64.88,15.19,146.4,38.89,8.14,5.49,0.43,52.56,54.75,08-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Jun-2018 - 00:00,22.81,9.11,29.96,69.51,329.87,0.01,1.24,3.93,1.65,0.78,3.35,54.42,15.76,112.55,33.85,8.39,4.32,0.47,33.4,57.4,09-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Jun-2018 - 00:00,26.1,10.22,30.85,65.02,571.97,0.0,2.91,4.68,1.89,0.86,3.82,55.04,18.72,126.63,36.56,8.69,6.09,0.39,31.65,63.61,10-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Jun-2018 - 00:00,28.15,6.96,31.64,60.05,599.68,0.0,1.45,3.36,1.5,0.46,4.56,51.41,18.34,130.98,34.35,8.86,4.73,0.34,33.8,75.6,11-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Jun-2018 - 00:00,31.89,6.06,31.57,59.23,412.58,0.0,1.96,3.63,1.82,0.35,5.1,50.74,17.66,135.7,33.45,8.87,4.78,0.37,31.97,98.96,12-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Jun-2018 - 00:00,32.95,6.76,31.37,57.22,536.18,0.0,1.69,3.94,1.85,0.47,4.91,52.75,18.1,130.59,34.86,8.91,4.33,0.34,27.84,87.66,13-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Jun-2018 - 00:00,28.78,6.99,31.64,55.61,677.84,0.0,2.16,4.22,1.7,0.61,4.14,47.68,18.41,125.35,32.46,8.7,5.06,0.43,31.57,80.37,14-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Jun-2018 - 00:00,36.29,6.49,32.12,51.31,714.09,0.0,0.92,2.97,1.46,0.49,4.47,50.29,16.16,132.9,32.02,8.94,5.13,0.38,37.68,100.19,15-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Jun-2018 - 00:00,24.38,8.3,30.29,57.7,512.79,0.04,1.34,4.29,1.85,0.88,3.31,39.35,14.83,104.08,25.24,8.93,5.12,0.39,29.86,62.31,16-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Jun-2018 - 00:00,24.04,7.58,30.35,55.4,683.48,0.0,1.04,2.44,1.06,0.49,4.15,43.39,16.72,113.98,28.86,8.8,4.68,0.35,29.85,50.11,17-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Jun-2018 - 00:00,17.21,4.09,29.29,59.66,444.86,0.0,0.42,1.4,0.6,0.6,4.42,35.74,13.16,91.35,22.01,9.08,4.89,0.28,32.99,39.69,18-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Jun-2018 - 00:00,11.71,8.3,30.25,51.84,585.01,0.0,1.18,2.87,1.16,0.95,3.3,41.0,14.02,95.57,25.45,8.88,4.57,0.45,33.81,26.81,19-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Jun-2018 - 00:00,16.27,12.92,29.54,53.4,583.96,0.33,1.8,5.19,2.38,1.06,2.51,48.07,15.12,153.46,30.03,8.67,4.94,0.43,44.51,33.5,20-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Jun-2018 - 00:00,17.52,12.99,29.62,55.03,494.5,0.0,4.14,9.2,4.35,1.23,2.24,51.49,17.0,153.75,33.32,8.46,6.14,0.48,41.83,40.78,21-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Jun-2018 - 00:00,24.61,6.05,28.13,75.5,310.28,0.84,15.23,9.51,11.37,4.89,1.93,51.85,18.53,157.18,34.73,8.23,4.86,0.71,27.19,45.95,22-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Jun-2018 - 00:00,16.65,0.73,27.8,81.5,680.21,0.08,13.97,2.2,5.44,2.5,3.04,38.83,15.78,160.0,25.73,8.92,4.5,0.5,25.56,39.83,23-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Jun-2018 - 00:00,17.72,1.26,27.33,84.43,367.57,0.35,19.1,3.67,6.33,3.08,2.72,42.8,18.39,130.73,29.89,9.0,5.68,0.49,18.31,38.26,24-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Jun-2018 - 00:00,9.48,2.68,27.0,83.97,334.34,0.05,12.95,3.4,6.27,2.88,3.18,49.71,21.04,102.6,35.63,8.77,5.96,0.52,16.71,18.4,25-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Jun-2018 - 00:00,,1.1,26.8,80.38,455.07,0.06,11.16,1.85,1.37,0.85,3.58,58.46,25.96,89.18,44.14,8.45,3.95,0.52,17.35,17.43,26-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Jun-2018 - 00:00,,0.97,27.2,72.81,388.52,0.02,10.7,1.71,0.53,0.0,3.12,61.8,31.58,124.31,54.25,8.1,5.69,0.45,16.74,29.81,27-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Jun-2018 - 00:00,,1.84,28.83,70.09,560.45,0.0,10.79,1.76,0.19,0.0,3.23,,,109.88,,,4.45,0.56,22.44,55.13,28-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Jun-2018 - 00:00,,0.96,28.39,70.13,500.34,0.0,9.73,3.06,0.07,0.0,3.06,65.77,9.7,115.69,41.31,12.45,4.94,0.51,22.09,49.56,29-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Jun-2018 - 00:00,,1.73,28.27,69.72,528.45,0.01,12.46,2.8,1.01,0.32,2.83,50.26,7.72,94.77,32.44,14.83,5.48,0.56,22.61,46.86,30-Jun-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Jun-2018 - 00:00,24.01,2.22,28.91,68.18,447.9,0.12,15.31,5.16,6.24,4.09,2.34,44.0,8.83,93.12,30.07,16.83,7.02,0.55,19.82,48.06,01-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Jul-2018 - 00:00,20.77,0.77,29.68,63.82,664.17,0.0,12.09,1.93,4.21,2.32,2.69,39.71,6.94,123.67,26.31,18.09,4.02,0.55,25.09,46.12,02-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Jul-2018 - 00:00,18.1,0.84,29.24,65.99,519.27,0.0,11.01,1.07,3.25,1.7,3.22,34.08,5.98,94.61,22.6,19.09,5.6,0.3,21.86,43.42,03-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Jul-2018 - 00:00,12.67,0.85,27.48,71.64,386.78,0.0,13.03,1.65,4.09,1.98,3.59,32.7,5.71,101.78,21.67,20.07,4.03,0.45,16.9,34.89,04-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Jul-2018 - 00:00,17.03,0.76,28.05,70.87,451.88,0.0,11.04,1.69,3.84,1.77,3.9,30.91,5.06,91.04,20.19,20.03,5.51,0.55,15.96,49.35,05-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Jul-2018 - 00:00,11.64,1.17,27.17,79.49,341.66,0.15,12.83,2.72,5.5,2.76,3.14,32.56,6.59,121.65,22.28,20.45,4.81,0.43,13.83,37.81,06-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Jul-2018 - 00:00,11.76,0.61,27.89,76.98,445.86,0.01,12.58,1.7,3.93,2.08,3.2,31.85,6.55,157.97,21.89,19.99,5.16,0.4,17.2,46.54,07-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Jul-2018 - 00:00,16.1,0.51,26.99,80.09,476.96,0.0,10.34,1.44,3.32,1.76,3.4,28.88,4.81,150.59,18.94,19.86,4.23,0.49,19.23,35.7,08-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Jul-2018 - 00:00,13.21,0.57,27.12,81.92,435.34,0.01,9.57,1.5,3.49,1.75,2.99,28.41,4.45,140.88,18.39,20.16,5.41,0.44,21.54,35.25,09-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Jul-2018 - 00:00,15.78,0.59,27.18,76.14,380.57,0.0,9.04,1.73,2.03,0.42,3.46,28.38,4.11,146.87,18.06,20.29,4.49,0.37,21.57,37.94,10-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Jul-2018 - 00:00,15.85,0.9,26.97,78.09,291.3,0.01,11.41,1.52,1.35,0.2,3.42,27.98,4.63,135.82,18.33,20.82,5.27,0.56,18.2,43.61,11-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Jul-2018 - 00:00,17.27,0.62,26.59,81.29,342.92,0.01,10.51,3.03,0.98,0.21,3.91,28.49,5.8,142.42,19.53,21.43,4.69,0.44,15.7,43.95,12-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Jul-2018 - 00:00,17.86,0.85,26.45,83.35,273.08,0.0,11.72,2.34,1.26,0.11,3.26,28.78,6.8,124.78,20.49,22.03,4.24,0.37,12.26,51.75,13-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Jul-2018 - 00:00,20.78,0.92,26.3,86.03,303.9,0.04,11.81,4.02,0.84,0.12,2.73,28.46,6.6,128.0,20.16,22.19,4.58,0.48,10.22,55.97,14-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Jul-2018 - 00:00,12.78,1.1,26.39,85.84,287.37,0.09,12.24,2.6,1.1,0.15,2.82,27.19,5.62,105.08,18.71,21.94,5.18,0.6,10.26,47.76,15-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Jul-2018 - 00:00,18.17,0.93,27.15,84.17,343.76,0.01,12.01,2.61,1.44,0.08,3.07,30.87,6.07,106.01,21.0,22.48,4.92,0.43,13.4,39.45,16-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Jul-2018 - 00:00,16.2,0.89,25.36,92.83,157.27,0.69,10.44,3.16,0.81,0.0,2.99,26.32,4.98,119.64,17.71,22.13,5.58,0.43,8.75,37.11,17-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Jul-2018 - 00:00,27.25,1.34,26.01,89.22,311.2,0.05,16.03,5.95,0.18,0.0,2.74,26.7,7.61,128.82,20.05,22.59,4.95,0.67,7.38,44.19,18-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Jul-2018 - 00:00,16.44,0.84,27.07,79.78,391.46,0.0,12.64,2.23,0.59,0.09,3.26,28.54,6.26,132.84,19.93,22.52,5.18,0.48,14.93,45.5,19-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Jul-2018 - 00:00,16.28,0.97,27.22,77.4,470.51,0.0,14.82,1.91,0.27,0.0,3.4,28.61,5.8,129.24,19.59,22.89,3.98,0.44,16.5,52.51,20-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Jul-2018 - 00:00,11.35,0.8,26.01,86.57,278.24,0.05,13.82,2.24,0.33,0.0,2.94,27.99,6.11,132.92,19.51,22.84,4.83,0.51,10.98,39.73,21-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Jul-2018 - 00:00,13.42,1.01,26.23,85.15,299.76,0.0,13.42,1.9,0.32,0.0,3.09,26.83,5.64,128.07,18.53,22.52,4.32,0.56,12.96,39.25,22-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Jul-2018 - 00:00,14.91,0.86,25.91,85.37,220.45,0.03,14.9,5.2,0.0,0.0,3.05,28.06,5.46,132.12,19.02,22.53,5.3,0.45,13.69,41.52,23-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Jul-2018 - 00:00,14.72,0.9,25.38,88.34,110.64,0.01,19.22,2.16,0.0,0.0,2.56,28.33,5.83,131.65,19.47,22.58,4.71,0.5,9.5,45.58,24-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Jul-2018 - 00:00,12.3,0.78,26.06,85.23,272.87,0.0,16.28,1.41,0.24,0.0,2.69,29.34,5.53,123.93,19.71,23.2,4.84,0.63,11.37,42.41,25-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Jul-2018 - 00:00,18.92,1.22,26.55,78.71,259.64,0.0,14.06,2.23,0.02,0.0,2.71,24.42,6.28,120.58,17.79,22.67,5.44,0.54,11.68,59.52,26-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Jul-2018 - 00:00,19.16,1.19,26.47,78.83,297.74,0.0,16.43,2.4,0.01,0.0,2.63,28.98,7.37,110.34,21.05,23.17,5.44,0.56,12.99,56.58,27-Jul-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
