from date,NO,NO2,NOx,CO,SO2,PM10,PM2.5,Temp,WS,WD,RH,SR,BP,RF,to date,station
11-Jul-2018 - 00:00,7.17,10.14,16.41,0.44,6.55,76.01,48.16,32.43,1.5,95.76,90.1,167.43,810.5,,12-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-Jul-2018 - 00:00,7.07,10.34,15.96,0.45,6.82,78.68,54.32,33.31,1.63,97.66,40.81,325.28,810.5,,13-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-Jul-2018 - 00:00,7.18,10.13,14.97,0.5,7.58,78.83,50.67,,,,1.0,430.0,810.5,,14-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
14-Jul-2018 - 00:00,6.98,10.36,15.18,0.46,6.22,89.23,47.51,38.23,1.44,66.54,49.6,265.4,810.5,,15-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
15-Jul-2018 - 00:00,7.18,10.12,16.86,0.44,7.36,91.32,50.83,38.21,1.59,70.94,90.57,147.29,810.5,,16-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
16-Jul-2018 - 00:00,7.0,10.34,16.98,0.45,7.0,90.33,48.68,38.24,1.67,95.49,90.6,199.89,810.5,,17-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
17-Jul-2018 - 00:00,7.01,10.33,17.15,0.46,7.54,66.09,44.45,36.17,1.5,81.1,90.64,383.09,810.14,2.34,18-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
18-Jul-2018 - 00:00,7.16,10.12,14.82,0.46,6.03,70.21,35.56,37.75,1.44,98.92,90.56,226.16,810.5,,19-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
19-Jul-2018 - 00:00,7.15,10.14,16.57,0.46,7.7,76.2,37.75,40.84,1.44,136.22,90.46,182.79,810.5,,20-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
20-Jul-2018 - 00:00,7.06,10.28,16.6,0.47,7.22,69.33,37.27,40.98,1.56,149.5,90.62,129.2,810.5,,21-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
21-Jul-2018 - 00:00,7.08,10.28,17.0,0.38,7.11,66.12,37.77,41.08,1.34,198.42,90.73,219.18,810.55,0.94,22-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
22-Jul-2018 - 00:00,7.17,10.14,16.68,0.47,7.33,65.83,37.74,41.2,1.4,124.32,90.87,341.39,810.44,,23-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
23-Jul-2018 - 00:00,7.12,10.28,17.4,0.47,7.07,76.19,42.2,41.32,1.49,159.05,90.99,229.3,810.47,,24-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
24-Jul-2018 - 00:00,7.15,10.25,17.21,0.44,7.21,82.53,44.4,41.56,1.42,169.6,91.26,161.3,810.5,,25-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
25-Jul-2018 - 00:00,7.4,10.56,17.59,0.52,7.22,78.67,43.38,34.3,1.36,178.02,90.47,143.98,810.5,,26-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
26-Jul-2018 - 00:00,7.78,10.73,18.32,0.61,7.09,76.64,45.43,29.69,1.54,98.06,89.86,505.15,810.53,1.73,27-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
27-Jul-2018 - 00:00,7.78,10.73,17.35,0.55,7.17,70.93,39.96,29.91,1.38,99.96,90.14,317.4,810.4,,28-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
28-Jul-2018 - 00:00,7.65,10.87,17.57,0.44,6.79,183.88,40.44,29.87,1.39,171.34,90.09,331.56,810.43,1.5,29-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
29-Jul-2018 - 00:00,7.78,10.74,17.25,0.44,7.32,67.83,39.25,29.86,1.43,234.46,90.07,213.93,810.49,,30-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
30-Jul-2018 - 00:00,7.77,10.72,17.92,0.45,6.59,67.76,39.3,29.78,1.4,243.38,89.97,281.72,810.5,2.0,31-Jul-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
31-Jul-2018 - 00:00,7.66,10.84,18.12,0.45,7.3,73.13,43.39,33.42,1.42,206.81,89.7,140.44,810.5,,01-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
01-Aug-2018 - 00:00,7.77,10.72,17.92,0.57,8.5,75.05,45.46,25.84,1.38,150.74,57.43,171.55,810.5,,02-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
02-Aug-2018 - 00:00,7.76,10.76,17.94,0.56,6.81,67.2,35.02,8.57,1.34,196.61,3.75,187.35,810.5,,03-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
03-Aug-2018 - 00:00,7.78,10.74,18.13,0.44,7.47,67.47,34.91,8.38,1.35,154.12,3.81,189.6,810.5,,04-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
04-Aug-2018 - 00:00,7.64,10.89,18.15,0.44,7.32,68.08,34.91,8.33,1.32,141.77,3.87,196.42,810.5,,05-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
05-Aug-2018 - 00:00,7.7,10.89,17.56,0.46,7.22,67.49,33.35,8.8,1.32,156.95,3.88,123.51,810.5,,06-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
06-Aug-2018 - 00:00,7.75,10.76,18.12,0.47,6.7,77.67,43.69,23.64,1.4,125.97,24.86,147.88,810.5,,07-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
07-Aug-2018 - 00:00,7.77,10.74,17.74,0.48,7.13,84.42,43.83,29.75,1.48,80.88,35.44,208.71,810.5,,08-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
08-Aug-2018 - 00:00,7.77,10.76,17.95,0.42,7.11,84.38,45.07,31.45,1.42,85.97,36.11,297.81,810.5,0.75,09-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
09-Aug-2018 - 00:00,7.77,10.74,17.55,0.43,7.23,71.31,39.24,31.26,1.48,148.04,46.38,607.5,807.35,6.5,10-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
10-Aug-2018 - 00:00,7.78,10.73,17.74,0.45,7.45,59.2,35.46,33.18,1.45,122.24,30.3,475.9,810.46,,11-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
11-Aug-2018 - 00:00,7.76,10.73,17.34,0.45,7.25,58.94,33.82,35.4,1.39,148.43,4.72,170.06,810.5,,12-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-Aug-2018 - 00:00,7.78,10.73,17.69,0.43,7.23,59.71,34.76,34.83,1.35,165.66,4.84,148.49,810.5,,13-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-Aug-2018 - 00:00,7.72,10.8,17.94,0.43,8.3,59.45,34.82,33.71,1.44,128.77,4.85,189.76,810.5,,14-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
14-Aug-2018 - 00:00,7.78,10.73,17.93,0.49,6.76,64.57,38.18,34.92,1.44,179.81,29.15,122.84,810.5,,15-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
15-Aug-2018 - 00:00,7.78,10.74,18.33,0.44,6.66,67.41,40.55,32.08,1.36,155.5,46.82,313.74,810.5,,16-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
16-Aug-2018 - 00:00,7.77,10.75,17.36,0.46,7.48,71.18,40.35,33.88,1.46,144.92,49.17,222.8,810.5,,17-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
17-Aug-2018 - 00:00,7.75,10.73,18.06,0.5,7.7,84.65,52.06,33.28,1.54,85.22,55.98,205.38,810.5,,18-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
18-Aug-2018 - 00:00,,,,,,,,,,,,,,,19-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
19-Aug-2018 - 00:00,7.77,10.73,17.0,0.44,7.06,84.81,48.78,34.02,1.38,234.59,48.55,412.05,810.46,,20-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
20-Aug-2018 - 00:00,7.79,10.73,18.32,0.47,7.2,79.72,48.14,34.93,1.42,144.45,54.93,156.11,816.16,,21-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
21-Aug-2018 - 00:00,7.78,10.73,18.32,0.42,7.3,67.69,41.36,34.41,1.5,80.24,65.6,133.05,814.82,,22-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
22-Aug-2018 - 00:00,7.78,10.73,17.93,0.43,7.25,67.65,39.48,34.27,1.44,124.26,68.9,190.74,812.43,,23-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
23-Aug-2018 - 00:00,7.77,10.74,17.54,0.44,7.19,67.44,38.5,35.34,1.37,159.65,76.01,198.47,812.49,,24-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
24-Aug-2018 - 00:00,7.76,10.73,18.11,0.48,7.19,67.55,40.12,35.13,1.37,179.19,76.35,200.68,812.26,,25-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
25-Aug-2018 - 00:00,7.77,10.73,16.38,0.46,6.92,68.75,37.32,34.53,1.43,167.48,76.22,217.3,811.92,,26-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
26-Aug-2018 - 00:00,7.78,10.72,17.03,0.44,7.45,37.85,38.16,34.69,1.46,212.63,76.1,221.78,812.4,,27-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
27-Aug-2018 - 00:00,7.78,10.73,18.32,0.45,7.19,80.75,48.46,35.26,1.45,211.74,77.01,252.26,811.9,,28-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
28-Aug-2018 - 00:00,7.79,10.72,14.97,0.47,7.84,84.96,36.2,34.7,1.55,144.0,77.28,192.26,812.07,,29-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
29-Aug-2018 - 00:00,7.68,10.78,16.03,0.26,7.09,85.5,28.67,35.72,1.31,172.21,77.53,263.55,812.65,,30-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
30-Aug-2018 - 00:00,7.77,10.74,18.32,0.15,6.86,84.55,31.12,36.08,1.41,203.14,77.27,220.02,812.42,,31-Aug-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
31-Aug-2018 - 00:00,7.77,10.73,17.92,0.15,7.08,89.55,38.39,35.66,1.42,158.7,77.17,151.86,811.65,,01-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
01-Sep-2018 - 00:00,7.78,10.73,18.32,0.13,7.66,92.8,40.01,34.66,1.48,189.88,73.8,124.86,811.3,,02-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
02-Sep-2018 - 00:00,7.78,10.73,17.41,0.17,6.83,274.59,38.78,33.52,1.4,124.72,70.36,182.19,813.15,,03-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
03-Sep-2018 - 00:00,7.78,10.72,18.12,0.15,7.12,,39.86,33.14,1.36,106.41,69.57,234.15,812.69,,04-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
04-Sep-2018 - 00:00,7.78,10.73,18.32,0.12,6.45,91.18,47.69,33.58,1.46,175.74,68.54,179.08,812.25,,05-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
05-Sep-2018 - 00:00,7.78,10.72,18.5,0.21,7.61,92.46,57.17,34.16,1.47,194.52,68.99,158.75,811.98,,06-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
06-Sep-2018 - 00:00,7.78,10.71,18.3,0.17,6.82,75.4,59.99,35.02,1.5,210.14,69.23,134.87,811.43,,07-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
07-Sep-2018 - 00:00,7.79,10.72,17.54,0.15,7.03,75.34,58.91,32.03,1.42,109.05,67.38,279.24,811.69,,08-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
08-Sep-2018 - 00:00,7.74,10.66,12.43,0.33,6.85,76.08,35.97,31.21,1.33,126.31,67.78,354.86,811.52,,09-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
09-Sep-2018 - 00:00,7.79,10.72,15.83,0.14,6.86,75.63,49.77,33.16,1.56,89.64,73.6,186.76,811.43,,10-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
10-Sep-2018 - 00:00,7.79,10.73,11.38,0.14,7.43,76.2,34.11,31.96,1.42,128.32,80.66,266.06,811.21,,11-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
11-Sep-2018 - 00:00,7.78,10.72,12.33,0.14,8.05,75.93,37.24,31.86,1.4,168.3,89.09,619.33,811.03,,12-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-Sep-2018 - 00:00,7.72,10.76,14.64,0.14,6.91,77.05,46.29,33.45,1.4,141.83,70.67,211.83,810.98,,13-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-Sep-2018 - 00:00,7.75,10.7,16.72,0.14,7.4,75.74,53.39,32.31,1.36,178.67,71.29,167.57,811.07,,14-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
14-Sep-2018 - 00:00,7.75,10.81,13.15,0.14,7.0,76.53,37.09,32.32,1.41,149.14,73.93,148.18,811.21,,15-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
15-Sep-2018 - 00:00,7.8,10.74,16.41,0.14,7.27,76.14,45.24,32.26,1.46,226.02,76.07,150.11,818.43,,16-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
16-Sep-2018 - 00:00,7.79,10.72,16.66,0.13,6.83,75.95,46.93,33.35,1.48,270.44,78.76,127.88,817.54,,17-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
17-Sep-2018 - 00:00,7.79,10.72,18.51,0.14,6.88,192.2,59.48,32.31,1.54,285.87,80.88,174.23,815.74,,18-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
18-Sep-2018 - 00:00,7.8,10.75,18.16,0.14,6.95,76.67,53.75,32.4,1.53,199.52,78.49,200.64,815.39,,19-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
19-Sep-2018 - 00:00,7.8,10.71,18.13,0.14,6.95,76.04,52.18,32.6,1.53,189.1,79.06,197.55,815.35,,20-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
20-Sep-2018 - 00:00,7.79,10.71,17.53,0.13,7.13,84.46,53.69,32.78,1.46,93.61,77.86,195.62,815.02,,21-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
21-Sep-2018 - 00:00,7.8,10.72,17.36,0.14,7.5,97.18,48.87,33.52,1.54,74.03,77.0,199.49,814.59,,22-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
22-Sep-2018 - 00:00,7.81,10.78,17.06,0.14,7.24,97.43,45.57,27.01,1.52,68.48,83.14,370.55,814.92,,23-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
23-Sep-2018 - 00:00,7.77,10.75,17.01,0.14,6.53,96.67,42.29,27.85,1.46,81.18,89.62,650.01,815.21,,24-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
24-Sep-2018 - 00:00,7.66,10.88,18.15,0.14,7.1,97.13,45.21,26.75,1.12,235.99,82.26,727.02,816.09,,25-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
25-Sep-2018 - 00:00,7.65,10.89,12.37,0.14,7.06,96.8,29.92,27.61,1.33,214.11,82.39,652.19,816.4,,26-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
26-Sep-2018 - 00:00,7.66,10.87,14.47,0.14,7.1,97.19,37.3,29.78,1.47,150.74,85.86,412.79,815.55,,27-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
27-Sep-2018 - 00:00,7.76,10.75,13.31,0.14,7.19,97.32,34.56,30.99,1.43,109.44,82.12,312.27,815.21,,28-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
28-Sep-2018 - 00:00,9.95,13.44,17.33,0.17,6.97,93.72,36.05,31.09,1.49,132.26,46.53,248.34,815.38,,29-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
29-Sep-2018 - 00:00,13.01,17.9,24.13,0.23,,84.66,21.35,29.08,1.54,173.47,4.71,281.34,816.42,,30-Sep-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
30-Sep-2018 - 00:00,12.95,17.89,24.24,0.23,,85.12,21.39,30.36,1.54,195.13,7.15,201.93,816.36,,01-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
01-Oct-2018 - 00:00,12.95,17.89,30.52,0.23,,85.08,26.96,29.88,1.48,169.85,7.37,195.47,816.34,,02-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
02-Oct-2018 - 00:00,12.97,17.92,29.6,0.23,,85.6,26.15,30.09,1.42,159.74,4.51,225.91,816.16,,03-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
03-Oct-2018 - 00:00,12.88,17.99,30.52,0.23,,95.49,33.46,29.96,1.29,201.73,24.2,253.94,816.25,,04-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
04-Oct-2018 - 00:00,13.8,16.78,29.26,0.24,,97.08,35.48,28.48,1.36,192.33,34.52,310.18,816.2,,05-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
05-Oct-2018 - 00:00,13.15,17.56,27.55,0.23,,85.47,34.57,27.67,1.55,289.58,34.39,276.86,816.34,,06-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
06-Oct-2018 - 00:00,12.93,17.94,30.21,0.23,,85.32,37.68,28.01,1.48,248.95,33.33,205.88,816.33,,07-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
07-Oct-2018 - 00:00,12.93,17.94,28.0,0.23,,85.38,33.98,29.29,1.43,187.52,33.61,201.38,816.68,,08-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
08-Oct-2018 - 00:00,12.93,17.96,30.25,0.23,,86.28,36.65,28.16,1.53,118.13,32.77,237.14,817.44,,09-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
09-Oct-2018 - 00:00,12.76,18.12,30.87,0.23,,85.0,38.09,27.85,1.51,159.73,30.71,254.85,816.05,,10-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
10-Oct-2018 - 00:00,12.92,17.95,30.87,0.23,,96.54,40.08,27.4,1.45,266.95,40.38,293.87,815.97,,11-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
11-Oct-2018 - 00:00,12.91,17.95,30.86,0.23,,111.65,43.38,25.65,1.53,125.03,38.26,327.2,816.29,,12-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-Oct-2018 - 00:00,12.92,17.96,30.55,0.23,,111.51,43.27,24.83,1.39,173.23,28.42,347.34,816.44,,13-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-Oct-2018 - 00:00,12.87,18.11,30.98,0.23,0.46,109.13,44.52,24.84,1.46,290.97,35.89,367.85,816.07,,14-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
14-Oct-2018 - 00:00,12.89,18.02,29.56,0.23,0.5,102.2,46.45,25.78,1.47,236.79,50.26,311.37,815.55,,15-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
15-Oct-2018 - 00:00,12.92,17.95,29.27,0.23,1.11,97.77,43.54,26.91,1.41,138.56,53.43,272.51,815.4,,16-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
16-Oct-2018 - 00:00,12.94,17.92,22.7,0.23,1.5,93.95,34.08,25.83,1.49,90.58,54.99,305.56,815.74,,17-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
17-Oct-2018 - 00:00,12.9,17.95,26.03,0.23,1.5,106.07,42.76,28.04,1.38,157.81,54.76,278.75,815.88,,18-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
18-Oct-2018 - 00:00,12.94,17.91,20.35,0.23,1.69,117.82,33.34,27.25,1.47,217.33,56.57,290.26,816.1,,19-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
19-Oct-2018 - 00:00,12.92,17.97,20.91,0.22,1.9,120.6,35.81,25.84,1.51,285.54,59.01,278.24,816.32,,20-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
20-Oct-2018 - 00:00,12.76,18.06,25.04,0.23,1.9,119.99,42.94,24.78,1.47,285.04,59.81,257.45,816.4,,21-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
21-Oct-2018 - 00:00,12.88,17.98,26.99,0.24,1.9,120.19,47.08,25.54,1.47,269.31,61.64,262.62,815.67,,22-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
22-Oct-2018 - 00:00,12.91,17.94,23.14,0.23,1.9,119.72,39.67,24.51,1.5,273.42,64.06,297.81,815.44,,23-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
23-Oct-2018 - 00:00,12.92,17.94,18.64,0.23,1.9,119.5,40.69,25.36,1.48,126.98,65.02,294.45,815.26,,24-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
24-Oct-2018 - 00:00,12.91,17.94,6.75,0.23,1.9,117.41,30.82,25.54,1.5,156.56,65.39,293.7,815.19,,25-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
25-Oct-2018 - 00:00,12.93,17.97,24.46,0.23,1.9,119.73,47.11,25.08,1.45,161.2,59.34,321.51,815.03,,26-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
26-Oct-2018 - 00:00,12.92,17.95,29.26,0.23,1.9,119.36,52.23,25.58,1.43,123.24,58.26,339.35,814.43,,27-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
27-Oct-2018 - 00:00,12.92,17.96,30.24,0.23,1.9,120.24,51.93,24.77,1.51,245.35,58.58,357.61,814.41,,28-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
28-Oct-2018 - 00:00,12.9,17.94,26.43,0.23,1.9,119.63,47.54,25.98,1.47,283.29,59.72,357.51,814.01,,29-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
29-Oct-2018 - 00:00,12.74,18.18,29.96,0.23,2.41,131.51,52.82,24.69,1.48,284.03,59.55,385.88,813.95,,30-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
30-Oct-2018 - 00:00,12.49,18.11,29.37,0.21,4.62,426.42,46.57,24.36,1.54,104.3,42.08,399.86,813.68,,31-Oct-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
31-Oct-2018 - 00:00,12.81,18.18,30.35,0.19,19.55,113.14,45.83,25.78,1.53,118.07,41.54,377.31,813.31,,01-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
01-Nov-2018 - 00:00,12.89,18.0,30.56,0.3,15.17,134.87,112.54,26.57,1.59,80.33,43.41,360.41,813.91,,02-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
02-Nov-2018 - 00:00,12.92,17.94,30.54,0.35,13.11,162.21,86.34,27.36,1.49,84.23,44.57,326.69,814.49,,03-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
03-Nov-2018 - 00:00,12.92,17.94,30.55,0.3,13.4,77.19,48.67,24.9,1.46,160.14,44.67,400.46,815.28,,04-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
04-Nov-2018 - 00:00,12.93,17.95,24.2,0.33,13.14,152.13,57.11,21.15,1.53,290.67,44.72,451.66,816.05,,05-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
05-Nov-2018 - 00:00,12.92,17.95,27.66,0.48,13.2,137.24,62.87,20.8,1.55,301.17,44.81,455.06,816.33,,06-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
06-Nov-2018 - 00:00,12.65,18.26,21.91,0.22,12.84,137.61,51.78,20.68,1.52,270.82,44.54,437.59,816.27,,07-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
07-Nov-2018 - 00:00,12.93,17.91,26.99,0.25,12.83,157.49,64.26,20.33,1.53,228.09,44.47,444.48,816.21,,08-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
08-Nov-2018 - 00:00,12.73,18.22,29.98,0.32,12.87,181.29,92.1,20.7,1.59,80.71,53.97,432.92,815.98,,09-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
09-Nov-2018 - 00:00,12.75,18.22,23.56,0.37,12.85,145.25,55.35,20.58,1.6,155.42,58.89,473.24,815.75,,10-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
10-Nov-2018 - 00:00,12.69,18.26,20.33,0.41,13.06,130.15,68.17,21.97,1.61,141.22,58.82,446.81,815.08,,11-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
11-Nov-2018 - 00:00,12.93,17.93,27.1,0.6,12.74,169.86,62.2,22.38,1.49,157.01,58.8,453.34,814.75,,12-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-Nov-2018 - 00:00,12.92,17.95,22.51,0.28,13.03,238.79,46.25,23.31,1.47,212.43,58.85,465.46,814.2,,13-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-Nov-2018 - 00:00,12.75,18.22,22.26,0.43,12.71,121.0,48.6,23.44,1.47,218.44,60.92,462.54,814.16,,14-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
14-Nov-2018 - 00:00,12.74,18.16,20.6,0.41,13.21,142.3,31.58,23.86,1.42,210.74,61.98,464.91,813.96,,15-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
15-Nov-2018 - 00:00,12.92,17.92,21.21,0.23,13.03,406.45,54.02,21.64,1.46,269.88,61.97,488.3,815.38,,16-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
16-Nov-2018 - 00:00,12.94,17.91,25.38,0.39,16.24,192.72,49.97,19.82,1.55,268.32,61.92,499.17,816.14,,17-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
17-Nov-2018 - 00:00,12.81,18.13,24.17,0.22,18.76,89.33,39.66,20.78,1.53,245.86,63.32,514.17,815.71,,18-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
18-Nov-2018 - 00:00,12.9,17.98,20.16,0.28,13.19,116.84,17.02,26.47,1.47,82.17,64.11,504.8,814.49,,19-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
19-Nov-2018 - 00:00,12.8,18.11,23.17,0.2,12.53,132.16,39.65,25.15,1.48,75.24,64.03,518.93,814.26,,20-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
20-Nov-2018 - 00:00,12.69,18.28,22.27,0.26,12.29,100.98,23.32,22.0,1.53,224.05,64.58,522.58,897.63,,21-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
