from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
17-Apr-2018 - 00:00,29.48,2.86,32.39,21.19,76.76,59.23,10.38,59.9,0.99,1.17,0.74,32.56,50.4,1.32,107.95,233.05,744.2,0.0,-0.03,18-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Apr-2018 - 00:00,30.12,2.26,28.02,31.05,70.49,64.06,9.13,42.15,1.05,1.23,0.73,32.59,46.06,2.59,74.55,282.89,743.34,0.0,-0.03,19-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Apr-2018 - 00:00,29.79,1.75,24.8,73.69,80.44,104.34,18.29,66.23,1.0,1.25,0.73,32.87,45.41,2.03,141.33,271.39,741.15,0.0,-0.02,20-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Apr-2018 - 00:00,29.64,2.5,21.28,68.49,82.78,101.79,11.0,76.15,1.02,1.24,0.83,32.24,50.0,2.28,135.79,237.06,740.5,0.0,-0.06,21-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Apr-2018 - 00:00,29.19,1.74,29.61,12.61,52.87,39.1,5.24,42.56,1.0,1.26,0.81,31.18,48.17,2.71,83.93,276.29,743.06,0.0,-0.06,22-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Apr-2018 - 00:00,27.42,2.22,36.92,14.48,55.56,42.21,5.8,44.36,1.02,1.27,0.8,30.07,40.75,3.1,79.16,309.98,744.54,0.0,-0.05,23-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Apr-2018 - 00:00,26.45,2.91,35.43,26.67,77.95,64.44,13.72,44.0,1.03,1.23,0.8,30.04,39.88,2.19,115.78,310.18,744.55,0.0,-0.02,24-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Apr-2018 - 00:00,26.51,2.0,30.41,40.71,91.67,83.48,25.32,64.79,0.97,1.24,0.7,31.2,41.78,1.55,166.38,298.46,743.39,0.0,-0.04,25-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Apr-2018 - 00:00,27.51,2.25,27.49,98.88,101.06,137.01,20.41,52.46,0.91,1.18,0.71,32.72,41.9,1.47,188.11,289.71,741.39,0.0,-0.02,26-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Apr-2018 - 00:00,31.07,2.19,34.26,19.44,73.2,55.9,8.12,21.44,1.03,1.17,0.65,33.66,44.23,2.09,186.5,268.99,740.03,0.0,-0.06,27-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Apr-2018 - 00:00,30.14,1.46,37.63,8.24,44.92,30.98,6.87,61.35,0.94,1.21,0.77,30.91,62.31,3.69,155.4,271.55,742.69,0.0,-0.14,28-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Apr-2018 - 00:00,28.94,1.5,40.94,4.12,43.28,26.73,8.04,60.36,1.04,1.3,0.82,31.6,57.81,2.8,173.22,259.94,742.66,0.0,-0.09,29-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Apr-2018 - 00:00,29.94,2.16,32.83,10.09,57.73,39.68,8.57,67.79,1.03,1.22,0.75,32.52,58.69,2.06,156.62,257.99,739.83,0.0,-0.08,30-Apr-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Apr-2018 - 00:00,28.86,1.15,44.62,3.8,35.72,22.57,5.85,47.18,1.01,1.26,0.81,30.22,62.79,4.18,167.54,258.82,739.44,0.0,-0.15,01-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-May-2018 - 00:00,28.88,1.13,38.95,4.24,34.49,22.14,6.18,41.32,0.94,1.17,0.75,28.85,69.51,4.19,164.49,268.27,742.02,0.0,-0.16,02-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-May-2018 - 00:00,28.73,1.7,38.48,4.08,35.34,22.52,6.53,48.52,1.04,1.22,0.81,30.41,67.48,3.71,151.06,270.16,742.3,0.02,-0.12,03-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-May-2018 - 00:00,32.19,1.34,33.49,13.99,36.58,31.4,4.61,28.14,1.02,1.33,0.81,27.0,71.99,4.01,172.58,247.91,744.76,0.04,-0.14,04-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-May-2018 - 00:00,29.67,1.43,41.53,11.69,40.24,31.53,6.6,43.04,1.01,1.3,0.78,29.51,66.39,2.83,169.88,257.46,743.44,0.0,-0.1,05-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-May-2018 - 00:00,30.72,1.69,27.23,29.96,68.44,62.04,10.57,76.39,0.94,1.22,0.75,31.85,64.53,1.88,158.8,246.94,742.47,0.0,-0.07,06-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-May-2018 - 00:00,34.38,1.62,40.56,3.81,48.11,29.17,6.37,60.41,1.0,1.29,0.72,33.53,60.1,1.95,174.14,231.71,742.03,0.01,-0.04,07-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-May-2018 - 00:00,34.37,2.4,28.67,33.89,76.41,69.58,9.83,59.03,0.91,1.18,0.67,33.8,57.08,1.55,110.26,238.56,740.74,0.0,-0.03,08-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-May-2018 - 00:00,32.23,2.27,27.93,21.34,70.23,55.87,9.63,60.81,0.97,1.23,0.77,32.84,52.49,2.23,124.25,247.38,740.42,0.0,-0.04,09-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-May-2018 - 00:00,31.18,1.36,35.99,8.64,44.45,31.17,5.72,50.72,1.0,1.26,0.82,31.92,49.63,2.31,91.18,276.43,743.3,0.0,-0.09,10-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-May-2018 - 00:00,32.63,1.74,37.69,5.82,55.39,34.91,8.53,44.51,1.03,1.26,0.83,31.58,51.33,1.88,105.11,258.42,744.43,0.0,-0.04,11-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-May-2018 - 00:00,36.76,2.27,39.08,26.98,80.37,66.06,17.25,98.52,1.09,1.48,0.86,34.09,48.77,1.47,159.78,237.59,741.72,0.0,-0.03,12-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-May-2018 - 00:00,33.16,1.48,46.57,3.96,44.4,27.34,7.93,86.59,1.02,1.26,0.78,33.36,57.57,2.87,157.8,241.01,741.19,0.0,-0.1,13-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-May-2018 - 00:00,34.04,0.83,44.23,3.67,31.32,19.93,6.01,61.71,1.05,1.31,0.77,32.22,62.5,4.0,149.81,231.87,740.88,0.0,-0.12,14-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-May-2018 - 00:00,31.38,1.03,44.77,9.82,33.88,26.36,6.78,36.7,1.04,1.28,0.81,29.66,63.57,2.9,166.19,247.24,742.91,0.0,-0.1,15-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-May-2018 - 00:00,31.22,1.59,41.09,12.38,47.77,36.19,6.43,50.23,0.98,1.19,0.76,31.04,65.5,2.34,146.01,235.26,741.42,0.0,-0.08,16-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-May-2018 - 00:00,33.55,1.98,37.94,10.91,56.84,39.9,7.18,62.61,0.91,1.07,0.73,33.51,60.24,1.87,143.61,227.62,739.75,0.0,-0.06,17-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-May-2018 - 00:00,35.69,1.73,36.93,14.13,54.47,40.91,8.12,78.23,0.96,1.32,0.75,34.07,60.99,2.1,150.58,227.91,740.03,0.0,-0.08,18-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-May-2018 - 00:00,36.47,1.58,38.07,16.01,44.07,36.97,6.79,81.48,0.93,1.39,0.76,32.57,65.88,2.61,148.11,188.95,739.52,0.0,-0.09,19-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-May-2018 - 00:00,35.69,1.58,44.24,10.64,47.65,34.35,7.08,83.12,0.98,1.35,0.74,34.57,58.18,1.94,153.69,229.52,739.56,0.0,-0.04,20-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-May-2018 - 00:00,34.42,1.59,41.2,10.4,58.14,40.19,8.46,92.85,0.98,1.32,0.8,34.51,53.15,1.18,102.44,234.7,740.13,0.0,-0.02,21-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-May-2018 - 00:00,37.64,2.22,34.9,5.96,64.49,40.25,15.85,113.34,1.21,1.5,0.96,35.59,48.07,1.75,136.78,335.78,740.68,0.0,-0.03,22-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-May-2018 - 00:00,41.83,2.69,33.5,47.78,99.32,99.54,9.74,83.39,1.31,1.68,0.93,39.5,38.04,2.07,108.66,331.16,740.84,0.0,-0.02,23-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-May-2018 - 00:00,41.74,2.07,35.82,20.73,68.43,54.33,9.11,107.93,1.06,1.61,0.74,35.85,61.0,2.48,157.6,223.55,740.12,0.0,-0.08,24-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-May-2018 - 00:00,42.04,1.17,31.75,4.97,51.01,31.48,5.82,99.11,1.09,1.55,0.81,33.95,63.93,4.0,159.29,174.82,739.35,0.0,-0.12,25-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-May-2018 - 00:00,38.65,2.39,32.53,36.0,83.03,80.82,14.18,61.18,1.04,1.6,0.89,34.87,48.51,1.91,141.78,265.06,739.72,0.0,-0.02,26-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-May-2018 - 00:00,36.49,2.88,32.11,46.08,94.98,89.82,20.45,116.88,1.0,1.41,0.81,36.61,43.3,1.01,160.41,255.64,739.04,0.0,-0.02,27-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-May-2018 - 00:00,36.03,1.62,48.76,4.64,54.24,33.27,8.47,92.91,1.0,1.33,0.81,36.48,47.28,1.67,156.67,260.5,738.32,0.0,-0.05,28-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-May-2018 - 00:00,35.24,1.57,38.65,4.79,47.7,29.88,9.56,90.06,1.01,1.29,0.82,34.61,58.9,2.52,155.93,233.84,736.26,0.0,-0.07,29-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-May-2018 - 00:00,35.29,1.05,44.43,4.5,35.61,31.64,6.5,66.45,1.06,1.45,0.84,33.51,64.35,3.96,168.84,268.81,737.05,0.0,-0.12,30-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-May-2018 - 00:00,35.32,1.41,40.52,4.51,35.18,22.67,6.01,60.66,1.0,1.27,0.78,31.54,67.73,3.72,152.3,183.39,738.36,0.0,-0.1,31-May-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-May-2018 - 00:00,35.58,1.39,39.99,4.88,38.61,24.98,7.56,72.62,1.1,1.26,0.76,33.38,64.93,2.63,146.19,208.02,740.03,0.0,-0.08,01-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Jun-2018 - 00:00,34.52,0.92,39.48,5.2,30.82,21.07,5.95,46.29,1.05,1.15,0.7,31.17,67.1,4.48,165.29,236.74,741.86,0.0,-0.17,02-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Jun-2018 - 00:00,34.31,1.03,37.39,4.9,37.52,24.31,6.33,54.93,1.09,1.39,0.82,29.48,73.24,3.91,143.63,232.01,742.28,0.49,-0.11,03-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Jun-2018 - 00:00,32.67,1.16,34.66,4.86,38.33,24.86,7.32,57.98,1.02,1.23,0.81,32.25,70.22,2.87,152.31,254.65,738.92,0.0,-0.11,04-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Jun-2018 - 00:00,33.5,1.37,36.21,9.81,38.86,28.97,6.64,63.35,1.04,1.27,0.78,33.46,64.92,3.02,146.92,243.06,738.56,0.0,-0.11,05-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Jun-2018 - 00:00,35.31,1.29,39.72,5.25,33.96,22.81,6.88,67.66,1.05,1.38,0.82,34.5,64.64,3.49,151.74,270.42,740.05,0.0,-0.14,06-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Jun-2018 - 00:00,35.71,1.27,32.96,6.11,33.03,23.02,5.99,66.57,1.11,1.34,0.82,34.41,66.31,3.12,136.49,247.15,740.71,0.0,-0.09,07-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Jun-2018 - 00:00,35.81,1.39,34.54,6.27,38.55,26.11,8.22,68.89,1.03,1.26,0.79,33.9,68.03,2.19,128.98,234.82,737.66,0.0,-0.06,08-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Jun-2018 - 00:00,34.41,1.17,37.76,5.78,29.08,20.59,5.99,57.35,1.07,1.3,0.82,31.61,73.77,4.01,141.46,224.55,735.73,0.0,-0.14,09-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Jun-2018 - 00:00,34.73,1.41,38.57,10.09,31.55,25.41,6.37,54.55,1.01,1.2,0.75,33.31,68.92,2.85,149.59,235.57,734.11,0.0,-0.09,10-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Jun-2018 - 00:00,33.95,1.25,38.18,5.88,30.2,21.22,7.51,43.57,1.01,1.27,0.82,32.49,67.92,2.82,137.25,238.21,734.53,0.0,-0.03,11-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Jun-2018 - 00:00,34.23,2.05,33.28,12.25,46.8,35.59,10.06,53.19,1.04,1.27,0.77,34.62,63.56,2.8,124.24,257.96,732.61,0.0,-0.02,12-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Jun-2018 - 00:00,35.61,1.79,25.48,9.45,49.97,34.99,16.52,65.72,1.01,1.2,0.76,36.95,55.66,3.24,166.32,252.2,730.69,0.0,-0.04,13-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Jun-2018 - 00:00,44.03,1.13,30.39,7.62,43.22,30.02,6.17,55.79,1.46,1.91,1.16,34.99,59.38,3.66,180.9,272.25,731.35,0.04,-0.07,14-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Jun-2018 - 00:00,35.73,3.2,16.11,45.79,71.51,77.33,16.31,75.85,1.14,1.5,0.9,37.7,47.82,3.53,159.12,282.5,733.23,0.0,-0.07,15-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Jun-2018 - 00:00,34.85,1.85,19.29,22.19,52.74,47.07,21.82,65.6,1.11,1.37,0.87,36.12,50.6,3.1,166.99,239.05,735.31,0.0,-0.07,16-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Jun-2018 - 00:00,36.56,1.49,19.3,26.43,48.47,47.87,14.72,62.81,1.19,1.56,0.93,35.61,56.04,3.1,143.44,245.02,737.05,0.0,-0.06,17-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Jun-2018 - 00:00,36.17,1.09,24.74,7.79,37.83,26.98,15.38,67.59,1.13,1.54,0.92,35.82,55.36,2.93,140.19,257.44,736.98,0.0,-0.03,18-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Jun-2018 - 00:00,35.57,1.79,24.35,16.82,46.57,39.08,10.76,63.61,1.06,1.43,0.86,32.9,67.02,1.8,157.5,208.61,737.33,0.3,-0.03,19-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Jun-2018 - 00:00,34.16,2.95,27.75,25.15,57.96,51.94,8.39,57.06,1.05,1.32,0.82,33.81,61.21,1.69,98.72,257.04,737.78,0.0,-0.04,20-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Jun-2018 - 00:00,33.58,2.89,27.85,19.81,67.67,52.11,10.29,67.26,1.12,1.31,0.79,35.74,56.07,1.52,113.05,240.56,738.43,0.0,-0.04,21-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Jun-2018 - 00:00,37.79,2.69,27.06,34.85,68.93,64.71,8.93,67.3,1.14,1.58,0.85,37.72,53.47,1.06,163.48,246.27,737.72,0.0,-0.02,22-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Jun-2018 - 00:00,38.51,2.62,29.88,24.12,59.54,51.28,9.16,74.62,1.03,1.65,0.83,34.84,62.89,1.63,136.7,200.52,736.92,0.02,-0.03,23-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Jun-2018 - 00:00,34.64,2.05,34.36,11.27,59.29,40.66,10.49,54.1,1.11,1.35,0.83,35.5,60.68,1.76,191.31,251.32,736.96,0.0,-0.04,24-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Jun-2018 - 00:00,32.97,1.85,33.05,13.3,50.07,37.45,11.73,54.19,1.12,1.35,0.82,34.69,61.7,2.11,198.99,221.51,736.04,0.0,-0.04,25-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Jun-2018 - 00:00,33.3,1.61,32.69,6.88,49.51,31.93,13.78,58.04,1.12,1.38,0.87,35.43,60.61,2.65,206.14,230.84,734.43,0.0,-0.07,26-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Jun-2018 - 00:00,33.91,1.36,37.53,6.04,36.86,24.45,8.24,43.65,1.05,1.28,0.76,32.17,71.64,2.24,162.53,217.09,735.16,0.08,-0.04,27-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Jun-2018 - 00:00,35.64,1.25,37.21,5.91,30.97,21.27,6.44,34.94,1.11,1.35,0.86,31.02,77.62,3.38,162.2,212.62,736.94,0.0,-0.12,28-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Jun-2018 - 00:00,32.17,1.06,22.31,11.11,36.54,19.29,5.56,25.23,1.06,1.24,0.81,29.16,83.07,4.97,161.12,171.19,738.13,0.04,-0.16,29-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Jun-2018 - 00:00,31.45,0.62,22.58,17.63,33.33,40.45,5.75,35.67,1.1,1.36,0.87,30.45,78.3,3.4,192.41,211.93,738.95,0.0,-0.1,30-Jun-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Jun-2018 - 00:00,30.25,1.32,15.07,15.49,40.63,33.4,12.69,34.97,1.07,1.31,0.84,31.5,75.85,1.96,202.28,222.5,739.39,0.01,-0.03,01-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Jul-2018 - 00:00,29.13,1.69,10.58,3.66,46.65,27.79,11.07,54.1,1.07,1.31,0.85,31.24,76.86,2.12,183.04,107.72,738.47,0.0,-0.04,02-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Jul-2018 - 00:00,29.55,1.9,11.42,9.34,50.22,34.3,13.09,46.02,1.05,1.32,0.79,31.36,73.85,2.61,177.39,129.2,737.07,0.0,-0.02,03-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Jul-2018 - 00:00,30.26,1.74,11.94,6.45,40.6,26.85,9.54,37.98,1.0,1.3,0.84,30.12,80.09,2.84,190.93,195.9,736.55,0.04,-0.01,04-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Jul-2018 - 00:00,32.04,1.3,15.76,11.56,37.44,29.31,5.22,22.93,1.01,1.3,0.83,30.67,78.57,2.86,191.15,233.0,736.41,0.01,-0.01,05-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Jul-2018 - 00:00,31.41,1.58,16.36,7.12,48.18,31.41,8.86,26.88,1.11,1.4,0.88,31.52,73.96,2.46,182.26,226.35,737.15,0.0,-0.05,06-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Jul-2018 - 00:00,30.79,1.8,22.34,18.67,48.32,40.82,8.68,41.69,1.06,1.38,0.86,33.32,68.62,2.12,127.17,242.8,737.06,0.0,-0.04,07-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Jul-2018 - 00:00,34.26,1.45,28.46,3.45,48.0,28.34,7.78,61.51,1.21,1.62,1.07,35.12,64.61,1.81,142.72,237.54,736.02,0.0,-0.06,08-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Jul-2018 - 00:00,33.62,1.22,27.74,2.93,35.17,21.09,7.03,52.93,1.17,1.55,1.03,34.51,69.26,2.65,134.47,237.01,735.43,0.0,-0.1,09-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Jul-2018 - 00:00,33.93,1.03,20.95,3.21,33.26,20.3,5.94,32.59,1.18,1.56,1.01,33.19,73.35,3.59,159.4,217.2,735.86,0.0,-0.16,10-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Jul-2018 - 00:00,32.94,1.17,21.21,2.97,31.56,19.21,6.4,29.5,1.15,1.46,0.96,33.38,73.07,3.89,167.58,208.84,736.12,0.0,-0.13,11-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Jul-2018 - 00:00,33.41,1.99,13.18,10.46,43.56,31.68,7.71,30.89,1.14,1.48,0.97,29.64,85.99,2.59,157.23,129.16,736.07,0.38,-0.06,12-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Jul-2018 - 00:00,29.83,1.79,5.18,6.47,32.67,22.63,6.08,28.72,1.02,1.27,0.82,27.39,93.29,1.52,119.55,86.34,736.0,0.03,-0.03,13-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Jul-2018 - 00:00,27.77,1.8,4.33,5.13,34.95,22.76,5.49,24.59,0.97,1.26,0.79,27.81,91.47,1.79,134.66,131.88,736.21,0.0,-0.04,14-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Jul-2018 - 00:00,28.76,1.82,12.91,4.94,27.81,18.81,6.65,24.28,1.04,1.29,0.82,27.98,91.86,1.85,116.76,130.03,735.69,0.28,-0.03,15-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Jul-2018 - 00:00,29.29,1.69,17.65,3.86,20.71,14.15,5.73,28.59,1.01,1.29,0.81,30.62,83.72,2.43,143.35,216.39,735.23,0.0,-0.09,16-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Jul-2018 - 00:00,31.0,1.64,17.99,4.34,44.99,27.46,3.9,27.57,1.01,1.36,0.85,31.91,77.94,3.61,146.86,246.7,735.68,0.0,-0.16,17-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Jul-2018 - 00:00,32.87,1.14,16.18,11.1,35.09,27.68,7.24,20.83,1.14,1.51,0.96,31.98,75.27,3.55,146.4,254.36,736.04,0.0,-0.15,18-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Jul-2018 - 00:00,32.25,1.53,16.73,3.43,37.76,22.87,5.32,28.9,1.13,1.51,0.97,31.45,77.54,3.47,139.15,182.08,736.34,0.0,-0.14,19-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Jul-2018 - 00:00,32.04,1.77,15.75,3.04,32.62,19.83,4.57,30.53,1.05,1.34,0.89,31.13,79.75,3.25,167.84,171.36,736.19,0.0,-0.1,20-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Jul-2018 - 00:00,31.76,1.51,13.3,3.83,38.03,23.34,4.75,32.67,1.03,1.37,0.88,30.9,81.81,1.73,178.16,186.37,735.81,0.0,-0.03,21-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Jul-2018 - 00:00,32.0,1.78,11.55,4.31,35.99,22.66,4.41,31.33,1.04,1.35,0.86,28.31,90.48,2.21,188.88,82.42,737.08,0.02,-0.08,22-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Jul-2018 - 00:00,33.38,1.37,15.84,3.81,31.51,19.85,4.12,20.52,1.15,1.52,1.0,30.36,81.29,2.31,153.61,220.61,736.81,0.04,-0.1,23-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Jul-2018 - 00:00,31.53,1.66,11.91,4.18,30.95,19.87,4.88,21.85,1.01,1.29,0.82,29.02,85.8,3.18,131.45,160.01,736.05,0.06,-0.1,24-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Jul-2018 - 00:00,30.28,2.06,11.54,4.94,25.2,17.42,4.97,27.57,1.03,1.26,0.77,27.49,94.38,2.03,154.82,109.49,736.68,0.23,-0.04,25-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Jul-2018 - 00:00,30.96,2.44,7.78,8.36,27.1,21.22,5.98,21.03,0.96,1.16,0.76,27.61,95.12,2.19,107.81,142.13,736.49,0.42,-0.03,26-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Jul-2018 - 00:00,32.98,1.99,12.91,9.0,41.44,29.36,4.97,20.27,1.07,1.39,0.93,26.58,96.96,2.28,202.91,114.43,736.35,0.04,-0.04,27-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Jul-2018 - 00:00,30.58,1.87,9.13,5.2,29.89,20.13,4.39,40.7,0.99,1.21,0.77,26.94,91.97,2.6,251.46,156.06,737.88,0.02,0.02,28-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Jul-2018 - 00:00,32.04,2.57,13.25,14.04,32.7,28.82,6.72,40.28,1.0,1.33,0.87,27.91,91.73,1.45,204.39,135.54,738.7,0.09,-0.01,29-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Jul-2018 - 00:00,29.94,2.64,8.4,6.88,27.48,20.22,6.36,44.89,1.0,1.34,0.88,28.39,88.97,1.55,183.69,100.71,738.14,0.07,-0.03,30-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Jul-2018 - 00:00,31.03,2.24,10.08,4.81,36.03,23.08,4.05,19.44,1.0,1.35,0.9,24.75,98.21,2.92,130.33,70.95,737.18,1.19,-0.02,31-Jul-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Jul-2018 - 00:00,32.33,2.34,21.24,8.12,40.72,28.26,5.3,28.57,1.01,1.41,0.91,24.75,98.16,2.41,126.8,76.76,737.05,0.95,-0.0,01-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Aug-2018 - 00:00,32.1,2.64,19.63,27.53,39.46,43.36,6.32,40.02,1.05,1.39,0.9,24.97,97.47,1.08,129.07,105.07,737.68,0.29,-0.01,02-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Aug-2018 - 00:00,32.26,3.51,18.97,18.15,39.67,35.85,6.39,55.59,1.03,1.38,0.9,25.92,95.12,1.24,175.24,129.33,739.12,0.36,-0.0,03-Aug-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
