from date,Benzene,Toluene,Xylene,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,RF,CO,NO,NO2,NOx,Ozone,SO2,to date,station
06-Dec-2018 - 00:00,2.24,11.02,7.53,745.61,225.96,61.46,12.07,28.37,-0.2,358.97,0.82,0.0,2.4,92.42,46.95,100.11,5.44,12.12,07-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Dec-2018 - 00:00,1.8,8.92,5.1,745.57,198.21,59.56,11.9,28.35,-0.2,358.61,0.88,0.0,1.69,59.76,45.78,72.93,3.52,9.06,08-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Dec-2018 - 00:00,1.78,7.81,4.73,745.65,252.74,60.78,12.09,28.44,-0.2,354.7,0.54,0.0,1.73,59.88,46.57,73.46,4.32,10.4,09-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Dec-2018 - 00:00,1.72,7.26,5.01,745.62,280.2,64.64,12.03,28.41,-0.2,359.99,0.58,0.0,2.01,78.0,41.81,85.65,4.7,8.37,10-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Dec-2018 - 00:00,0.73,2.35,2.27,745.64,228.62,62.06,12.44,28.64,-0.2,297.12,0.73,0.0,1.18,27.54,43.01,45.27,3.4,8.41,11-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Dec-2018 - 00:00,0.94,3.33,2.9,745.54,234.9,63.48,12.42,28.57,-0.2,355.24,0.57,0.0,1.41,42.61,45.44,58.81,3.51,10.73,12-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Dec-2018 - 00:00,0.66,2.11,1.84,745.21,189.19,76.6,12.93,28.94,-0.2,350.65,1.15,0.01,1.1,32.66,41.99,48.89,2.99,8.87,13-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Dec-2018 - 00:00,0.37,1.72,1.72,745.3,176.84,76.78,12.17,28.46,-0.2,353.65,0.94,0.0,0.86,36.5,39.59,50.73,1.72,7.61,14-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Dec-2018 - 00:00,0.1,1.57,1.08,745.31,126.82,71.67,11.82,28.32,-0.2,353.34,2.83,0.0,0.79,21.39,42.37,39.93,0.88,7.58,15-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Dec-2018 - 00:00,0.1,1.7,1.1,745.36,132.05,65.93,12.02,28.47,-0.2,297.2,1.94,0.0,1.07,48.4,43.86,62.67,1.0,6.66,16-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Dec-2018 - 00:00,0.1,1.7,1.1,745.34,157.16,64.03,12.16,28.59,-0.2,342.62,1.33,0.0,0.9,32.82,45.95,51.13,1.28,9.66,17-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Dec-2018 - 00:00,0.1,1.7,1.1,745.28,212.62,68.71,11.48,28.39,-0.2,353.01,1.71,0.0,1.18,29.52,54.29,52.87,1.68,12.88,18-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Dec-2018 - 00:00,1.54,7.09,3.21,745.3,192.57,62.43,11.45,28.54,-0.2,355.82,2.28,0.0,1.16,26.6,62.75,55.01,2.24,6.81,19-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Dec-2018 - 00:00,0.82,3.66,1.89,745.33,205.95,61.17,11.71,28.67,-0.2,354.86,1.34,0.0,1.06,22.76,57.69,49.19,3.08,12.28,20-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Dec-2018 - 00:00,2.24,8.77,5.53,745.38,235.75,61.68,11.7,28.61,-0.2,359.12,0.69,0.0,1.81,97.01,77.9,120.3,3.01,14.87,21-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Dec-2018 - 00:00,1.84,7.53,5.51,745.38,239.55,61.39,12.06,28.57,-0.2,351.7,0.8,0.0,1.83,96.46,74.56,118.08,1.31,9.97,22-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Dec-2018 - 00:00,1.91,7.07,4.21,745.41,264.1,63.79,12.01,28.52,-0.2,356.83,0.69,0.0,1.78,56.55,68.73,82.53,2.28,9.8,23-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Dec-2018 - 00:00,1.55,2.89,2.51,745.36,269.8,65.62,11.9,28.41,-0.2,358.17,0.79,0.0,1.43,42.68,60.23,66.73,5.63,10.43,24-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Dec-2018 - 00:00,1.82,5.89,6.14,745.32,304.67,69.57,11.54,28.14,-0.2,349.26,0.83,0.0,2.33,105.76,67.78,122.04,14.37,8.38,25-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Dec-2018 - 00:00,1.33,4.68,3.12,745.28,278.43,66.98,11.28,28.15,-0.2,357.79,1.39,0.0,1.57,39.68,64.06,66.34,14.42,13.45,26-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Dec-2018 - 00:00,1.16,4.75,3.38,745.34,231.65,58.75,11.34,28.22,-0.2,354.76,0.73,0.0,1.52,62.73,67.94,87.15,14.02,18.55,27-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Dec-2018 - 00:00,2.04,9.62,5.79,745.31,254.33,59.91,11.16,28.31,-0.2,358.56,1.28,0.0,2.21,90.79,64.63,108.19,14.14,13.87,28-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Dec-2018 - 00:00,0.76,3.78,1.65,745.22,200.0,61.23,10.43,28.15,-0.2,359.88,2.46,0.0,0.96,23.82,58.86,50.68,12.27,12.52,29-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Dec-2018 - 00:00,1.63,6.48,3.87,745.31,184.69,55.46,10.81,28.27,-0.2,359.97,1.28,0.0,1.58,79.06,66.23,99.5,12.84,17.24,30-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Dec-2018 - 00:00,2.49,9.95,7.51,745.33,264.33,59.97,11.01,28.24,-0.2,359.82,0.71,0.0,2.72,143.88,80.7,166.38,13.64,23.7,31-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
31-Dec-2018 - 00:00,4.0,14.15,14.5,745.0,308.0,73.5,11.0,28.4,-0.2,360.0,0.3,0.0,5.81,364.8,86.0,342.35,14.8,31.6,01-Jan-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
