from date,MP-Xylene,Benzene,Toluene,O Xylene,NO,NO2,NOx,NH3,WS,SO2,CO,PM10,PM2.5,Ozone,Eth-Benzene,BP,RH,SR,VWS,WD,to date,station
15-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,15.96,50.79,40.02,22.96,0.7,11.5,0.69,113.15,49.12,0.52,0.0,795.99,18.07,58.02,-0.0,88.34,16-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,15.99,49.38,39.81,23.14,0.66,10.52,0.89,180.7,79.25,12.23,0.0,786.06,22.3,382.11,-0.0,125.62,17-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,16.11,50.18,39.99,23.14,0.6,11.1,0.87,182.42,70.24,50.64,0.0,762.32,16.16,107.0,-0.01,143.71,18-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,15.84,49.91,40.06,22.78,0.57,11.31,0.72,146.39,64.43,49.79,0.0,769.2,16.98,182.33,-0.0,114.75,19-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,16.73,49.68,40.07,22.98,0.63,14.11,1.28,168.43,87.62,43.24,0.0,788.42,16.49,391.25,-0.0,127.28,20-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,18.2,49.5,39.83,22.8,0.73,26.11,1.96,260.99,111.27,40.6,0.0,789.7,17.47,404.71,-0.01,113.42,21-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,18.11,49.9,40.17,23.03,0.55,17.34,0.91,284.19,113.24,39.57,0.0,784.69,10.16,392.03,0.88,137.83,22-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,18.07,49.58,40.24,23.11,0.59,16.3,0.67,118.73,39.03,40.22,0.0,785.77,16.99,429.01,1.66,108.97,23-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,2.72,41.61,23.94,25.27,0.56,13.89,1.55,112.34,50.1,34.3,0.0,726.82,11.49,253.04,0.21,128.03,24-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,1.53,50.75,27.76,26.2,0.66,15.73,1.52,135.58,63.56,40.06,0.0,724.34,11.11,259.35,-0.01,123.54,25-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,2.09,71.1,38.87,38.76,0.72,18.58,1.93,132.87,69.84,32.73,0.0,730.18,10.0,306.04,-0.01,133.32,26-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,1.69,56.06,30.62,38.81,0.71,18.34,1.24,152.47,69.94,31.17,0.0,723.88,13.12,256.54,-0.0,143.81,27-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,1.54,61.71,33.43,40.44,0.69,16.12,0.94,191.95,100.62,30.81,0.0,724.93,14.67,268.02,-0.01,139.06,28-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,1.26,52.07,28.13,41.73,0.69,15.91,0.83,162.68,80.99,31.02,0.0,731.69,20.1,339.96,-0.01,133.25,29-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Apr-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Apr-2018 - 00:00,0.0,0.0,0.0,0.0,1.63,57.51,31.31,51.28,0.68,8.67,0.76,148.89,48.3,31.04,0.0,732.4,21.61,348.94,-0.0,116.53,01-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-May-2018 - 00:00,0.0,0.0,0.0,0.0,3.75,50.24,29.68,43.8,0.66,11.19,1.22,166.5,51.05,42.9,0.0,723.7,21.04,257.3,-0.0,110.11,02-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-May-2018 - 00:00,,,,,10.56,37.89,28.28,39.61,0.71,4.7,0.82,208.84,78.96,41.68,,724.63,29.99,261.28,-0.02,101.63,03-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-May-2018 - 00:00,0.0,0.0,0.0,0.0,8.87,24.91,20.14,26.41,0.71,10.06,0.73,146.52,51.68,121.11,0.0,724.54,28.36,266.08,-0.01,96.37,04-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-May-2018 - 00:00,0.0,0.0,0.0,0.0,8.55,24.14,19.2,22.73,0.69,9.08,1.17,131.72,65.75,149.66,0.0,719.84,34.56,216.47,-0.01,91.07,05-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-May-2018 - 00:00,,,,,15.68,34.78,30.75,22.42,0.65,9.18,1.19,141.78,79.48,150.89,,723.14,26.96,251.0,-0.01,98.8,06-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-May-2018 - 00:00,,,,,13.48,23.33,23.0,3.56,0.7,10.37,1.22,153.82,85.77,160.12,,722.83,18.3,246.49,-0.01,128.65,07-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-May-2018 - 00:00,0.0,0.0,0.0,0.0,18.1,23.6,26.74,13.93,0.72,10.17,1.2,126.63,65.85,133.47,0.0,735.49,19.34,268.84,-0.01,129.38,08-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-May-2018 - 00:00,0.0,0.0,0.0,0.0,10.71,12.98,15.0,9.94,0.54,8.65,1.21,252.04,134.08,184.19,0.0,747.47,27.1,264.56,-0.01,127.42,09-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-May-2018 - 00:00,0.0,0.0,0.0,0.0,10.63,13.69,15.63,9.06,0.7,9.48,1.19,133.04,67.58,154.34,0.0,747.6,24.56,269.44,-0.01,107.97,10-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-May-2018 - 00:00,0.0,0.0,0.0,0.0,20.03,38.46,35.59,8.17,0.64,8.03,1.21,106.79,56.15,94.02,0.0,747.39,22.19,262.51,-0.01,116.57,11-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-May-2018 - 00:00,10.97,14.97,14.86,7.51,15.43,68.3,48.04,14.47,0.7,9.39,1.21,129.93,71.92,72.91,6.53,747.28,18.86,260.0,-0.01,131.23,12-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-May-2018 - 00:00,1.33,2.79,4.52,0.38,15.41,50.79,38.89,12.25,0.68,9.2,1.21,142.46,73.28,106.08,0.21,747.59,14.82,269.43,-0.01,148.69,13-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-May-2018 - 00:00,0.95,2.27,1.4,0.22,10.84,41.12,30.15,9.93,0.7,9.07,1.19,230.99,106.9,,0.12,747.04,17.88,252.12,-0.01,142.0,14-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-May-2018 - 00:00,1.41,3.0,0.53,0.44,6.29,35.92,23.77,9.79,0.68,9.03,1.21,255.23,109.01,65.36,0.28,746.99,21.36,250.6,-0.01,129.73,15-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-May-2018 - 00:00,0.94,2.11,0.25,0.29,3.26,31.69,19.13,8.38,0.68,7.89,1.22,182.36,100.1,61.65,0.18,745.72,24.6,210.68,-0.01,113.24,16-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-May-2018 - 00:00,1.29,2.55,0.12,0.44,7.43,36.02,24.71,9.48,0.62,8.6,1.21,181.83,89.7,73.19,0.3,746.75,24.09,233.44,-0.0,107.55,17-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-May-2018 - 00:00,0.98,2.03,0.08,0.26,3.98,35.12,21.51,10.44,0.76,9.17,1.21,173.21,81.7,83.29,0.17,747.19,21.45,257.15,0.14,105.0,18-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-May-2018 - 00:00,2.34,4.65,0.05,0.85,6.64,44.41,28.38,9.88,0.47,11.05,1.2,160.0,76.72,97.34,0.56,750.0,17.84,347.57,-0.02,153.73,19-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-May-2018 - 00:00,1.07,2.28,0.03,0.43,1.18,24.87,13.85,9.21,0.56,10.63,1.22,151.49,78.87,106.99,0.36,747.0,27.25,252.02,-0.04,154.75,20-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-May-2018 - 00:00,0.9,1.92,0.01,0.3,1.27,28.91,16.04,9.44,0.46,9.65,1.21,125.52,65.34,103.87,0.19,746.94,21.43,250.05,-0.02,138.37,21-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-May-2018 - 00:00,1.25,2.81,0.0,0.59,1.4,32.62,18.04,9.32,0.56,9.06,1.19,128.78,70.47,106.54,0.4,746.81,13.13,246.31,-0.03,130.75,22-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-May-2018 - 00:00,1.66,3.47,0.0,0.76,8.29,43.38,29.23,11.05,0.49,9.61,1.21,170.32,83.72,85.92,0.48,747.29,13.16,261.82,-0.02,162.18,23-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-May-2018 - 00:00,2.81,6.3,0.0,1.32,10.85,59.42,39.76,14.49,0.46,11.06,1.2,170.76,102.98,53.25,0.99,743.33,14.85,135.34,-0.01,168.79,24-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-May-2018 - 00:00,3.01,5.33,0.0,1.35,9.58,79.06,49.0,13.93,0.39,13.26,1.17,129.65,85.69,82.65,0.9,747.78,9.21,277.6,-0.01,102.06,25-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-May-2018 - 00:00,4.19,4.94,4.47,2.22,28.72,85.39,67.66,55.81,0.38,12.47,1.18,153.21,90.81,70.66,1.79,746.52,13.94,237.14,0.01,196.56,26-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-May-2018 - 00:00,2.4,1.51,5.44,1.08,37.11,72.48,67.69,58.67,0.71,9.15,1.2,132.0,71.67,62.52,0.76,748.13,9.82,288.32,0.18,174.75,27-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-May-2018 - 00:00,3.49,1.96,7.42,1.61,14.46,79.21,53.03,160.73,0.51,7.89,1.19,235.78,145.75,10.07,1.13,739.52,12.04,14.05,-0.09,228.03,28-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-May-2018 - 00:00,2.97,1.75,6.12,1.2,10.04,75.06,47.3,7.66,1.3,8.14,1.22,171.85,91.06,78.88,0.57,750.75,7.76,372.21,0.06,260.62,29-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-May-2018 - 00:00,0.94,0.91,2.11,0.27,1.37,38.67,21.25,2.31,0.43,11.27,1.2,142.71,73.48,80.35,0.17,746.75,13.57,245.26,0.1,234.12,30-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-May-2018 - 00:00,1.16,0.75,2.45,0.41,3.08,24.62,15.33,0.64,3.66,20.33,1.18,177.19,71.47,48.0,0.28,745.59,35.07,207.86,0.41,173.47,31-May-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-May-2018 - 00:00,1.73,1.52,2.89,1.13,2.89,40.02,21.71,9.18,2.65,18.42,1.2,121.71,51.68,60.08,1.05,747.39,32.86,264.64,0.08,211.72,01-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Jun-2018 - 00:00,1.62,1.06,3.45,0.59,5.58,15.92,10.39,7.07,1.23,15.06,1.19,163.69,90.06,42.5,0.34,748.44,21.97,298.16,0.06,261.95,02-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Jun-2018 - 00:00,1.36,1.12,2.9,0.49,10.04,24.96,21.1,14.9,1.31,15.07,1.21,471.72,136.98,51.6,0.25,747.6,26.78,271.09,0.9,229.45,03-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Jun-2018 - 00:00,0.67,0.44,1.63,0.11,9.99,25.17,21.01,14.79,0.65,15.14,1.2,197.09,80.87,41.59,0.07,748.09,17.52,286.41,-0.24,303.8,04-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Jun-2018 - 00:00,2.07,1.19,4.29,0.78,9.57,18.27,17.22,9.02,0.65,12.01,1.19,219.47,102.16,32.26,0.48,748.0,19.37,284.24,0.03,255.22,05-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Jun-2018 - 00:00,0.49,0.43,1.09,0.1,8.07,12.43,12.93,1.71,0.97,9.18,1.2,201.55,84.0,62.49,0.04,747.1,29.53,256.86,0.37,150.24,06-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Jun-2018 - 00:00,0.0,0.0,0.0,0.0,8.77,19.68,17.83,1.19,1.11,9.12,1.19,183.59,67.68,86.04,0.0,744.03,37.5,158.36,2.03,125.39,07-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Jun-2018 - 00:00,0.29,0.3,0.59,0.3,8.53,21.09,15.04,1.09,0.73,9.7,1.2,184.47,82.02,65.6,0.29,745.82,34.77,216.15,0.22,188.82,08-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Jun-2018 - 00:00,1.39,1.01,2.78,0.79,7.87,23.16,18.86,4.76,1.08,9.32,1.17,240.17,105.28,37.02,0.69,745.47,42.08,204.82,1.49,207.1,09-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Jun-2018 - 00:00,1.23,0.77,2.95,0.48,6.37,25.24,18.6,10.68,1.81,8.92,0.39,99.16,56.37,29.06,0.31,743.99,60.94,157.16,0.23,191.05,10-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Jun-2018 - 00:00,0.41,0.49,1.12,0.03,6.34,26.28,19.24,10.42,1.86,9.25,0.21,101.05,42.2,46.71,0.03,746.47,56.95,235.56,0.23,205.77,11-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Jun-2018 - 00:00,1.26,0.77,2.8,0.53,11.25,20.11,17.83,14.92,1.56,12.22,0.16,140.17,53.72,37.23,0.3,747.68,44.77,275.08,0.11,273.87,12-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Jun-2018 - 00:00,1.09,0.66,2.43,0.41,12.12,22.09,19.51,24.06,1.21,8.12,0.94,235.36,83.2,33.62,0.19,742.3,39.68,275.3,0.39,276.61,13-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Jun-2018 - 00:00,0.61,0.32,1.31,0.18,16.25,20.34,17.5,23.06,1.84,10.8,0.78,315.47,101.57,33.75,0.05,756.9,37.08,294.2,0.82,284.09,14-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Jun-2018 - 00:00,0.66,0.37,1.45,0.23,13.66,16.51,19.23,23.56,2.32,9.22,0.43,294.06,104.99,42.88,0.08,756.23,36.11,281.23,1.08,283.5,15-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Jun-2018 - 00:00,0.75,0.35,1.73,0.24,11.39,27.52,19.19,21.41,2.19,13.62,0.74,181.04,62.81,49.61,0.08,756.62,36.97,292.49,1.08,279.23,16-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Jun-2018 - 00:00,0.65,0.3,1.46,0.15,9.97,39.13,19.94,15.23,1.64,12.84,0.57,135.26,52.95,37.79,0.04,756.47,37.37,287.23,0.65,285.44,17-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Jun-2018 - 00:00,0.52,0.24,1.45,0.1,9.96,38.98,20.02,14.95,1.27,12.04,0.45,105.38,44.49,33.78,0.02,756.26,36.65,280.97,0.63,291.56,18-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Jun-2018 - 00:00,1.05,0.59,2.3,0.35,10.24,31.96,16.75,12.22,1.1,12.64,0.35,208.84,65.71,42.15,0.17,754.54,35.64,224.44,-0.05,228.55,19-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Jun-2018 - 00:00,0.86,0.49,2.44,0.28,13.17,18.57,16.59,5.95,1.57,7.89,0.18,122.73,50.98,54.11,0.1,755.06,38.54,243.13,0.39,219.81,20-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Jun-2018 - 00:00,1.03,0.58,2.27,0.38,18.34,10.6,20.09,14.04,1.02,11.05,0.32,105.43,38.96,48.52,0.18,756.52,37.68,289.78,0.38,275.38,21-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Jun-2018 - 00:00,1.52,0.93,3.22,0.61,7.32,13.79,12.44,6.39,1.17,9.38,1.28,217.51,67.66,57.09,0.39,747.59,31.41,255.96,0.58,166.4,22-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Jun-2018 - 00:00,1.69,0.98,3.62,0.67,,,,,1.39,6.18,,148.54,58.8,51.02,0.35,742.49,26.52,324.03,0.02,228.66,23-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Jun-2018 - 00:00,0.95,0.54,2.11,0.31,,,,,1.31,7.18,,139.62,54.69,50.33,0.15,739.22,31.33,219.48,0.13,224.5,24-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Jun-2018 - 00:00,0.54,0.31,1.18,0.08,,,,,1.24,7.43,,112.19,49.66,53.43,0.0,738.32,37.83,190.88,-0.14,189.57,25-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Jun-2018 - 00:00,0.98,0.56,2.19,0.4,,,,,1.33,6.38,,101.25,41.69,48.15,0.23,738.97,47.36,211.2,0.65,260.15,26-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Jun-2018 - 00:00,1.11,0.77,2.44,0.42,,,,,0.94,7.62,1.59,96.61,46.02,39.52,0.3,735.59,60.21,103.5,0.22,222.09,27-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Jun-2018 - 00:00,1.73,0.92,3.43,0.74,,,,,1.84,5.64,0.85,82.7,48.82,24.08,0.5,737.56,82.79,165.86,0.84,162.08,28-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Jun-2018 - 00:00,1.59,0.83,3.02,0.68,,,,,1.78,14.32,0.6,68.67,36.19,18.09,0.46,737.48,85.63,164.36,2.13,94.13,29-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Jun-2018 - 00:00,1.69,0.86,2.97,0.65,,,,,1.41,7.98,0.37,88.41,340.48,17.99,0.48,743.04,89.76,159.83,0.95,125.9,30-Jun-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Jun-2018 - 00:00,1.22,0.56,2.19,0.53,,,,,0.78,7.15,0.59,73.66,31.37,21.42,0.31,749.2,77.81,247.4,0.67,259.6,01-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Jul-2018 - 00:00,0.77,0.4,1.49,0.3,,,,,1.41,9.84,0.12,124.18,146.57,17.79,0.21,749.09,57.81,232.62,0.83,263.06,02-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Jul-2018 - 00:00,3.44,1.06,4.54,1.45,,,,,1.69,11.43,0.35,78.68,40.32,10.62,1.06,749.04,54.16,218.67,0.49,248.47,03-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Jul-2018 - 00:00,4.46,1.24,6.39,1.93,,,,,1.71,11.18,0.34,60.3,46.5,22.83,0.8,749.08,54.57,229.56,0.15,238.9,04-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Jul-2018 - 00:00,4.42,1.09,6.4,1.52,,,,,1.62,11.37,0.17,76.5,55.63,46.33,0.82,749.05,58.4,221.43,0.1,242.16,05-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Jul-2018 - 00:00,6.17,1.77,9.16,2.07,,,,,1.35,11.36,0.33,133.19,207.81,39.38,1.26,749.07,54.66,227.63,0.07,252.13,06-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Jul-2018 - 00:00,5.72,1.74,8.67,1.85,,,,,1.13,10.07,0.93,180.02,55.48,58.92,1.17,750.0,46.49,259.27,0.37,282.4,07-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Jul-2018 - 00:00,4.98,1.46,7.11,1.53,,,,,1.17,11.4,1.15,182.05,62.04,67.08,0.78,750.7,41.01,265.47,0.28,288.9,08-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Jul-2018 - 00:00,4.78,1.51,6.38,2.47,,,,,1.38,16.6,0.9,165.77,65.11,69.75,0.64,750.76,37.64,288.62,0.13,289.71,09-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Jul-2018 - 00:00,7.25,2.29,10.24,3.38,,,,,1.28,11.56,0.89,156.65,63.31,60.69,1.58,750.62,35.96,241.37,0.08,238.97,10-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Jul-2018 - 00:00,6.06,1.95,8.84,2.4,5.16,3.25,3.01,3.18,1.28,6.55,0.81,128.58,58.13,55.97,1.47,750.42,50.07,176.12,0.15,230.32,11-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Jul-2018 - 00:00,6.45,1.88,9.1,2.6,,,,,1.34,9.02,0.59,87.6,61.01,39.21,1.38,750.51,70.85,206.34,0.3,263.71,12-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Jul-2018 - 00:00,36.45,4.34,18.34,20.57,,,,,1.21,8.84,0.81,97.25,47.51,40.01,4.04,750.63,76.26,241.01,0.24,276.13,13-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Jul-2018 - 00:00,14.85,2.31,13.73,4.93,,,,,0.89,13.37,0.51,73.6,41.24,33.92,3.16,750.33,82.53,148.21,0.19,247.98,14-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Jul-2018 - 00:00,8.38,2.87,10.94,3.3,,,,,1.03,9.75,0.71,83.37,34.29,29.62,2.08,750.48,76.97,197.46,0.56,95.11,17-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Jul-2018 - 00:00,2.51,1.07,3.76,0.97,,,,,1.02,8.54,0.44,59.4,22.02,34.17,0.65,750.67,74.79,257.72,0.54,144.7,18-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Jul-2018 - 00:00,1.92,0.82,2.93,0.72,,,,,1.1,9.46,0.39,65.84,29.24,39.46,0.52,750.61,74.76,237.99,0.46,156.1,19-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Jul-2018 - 00:00,3.67,1.56,5.62,1.47,,,,,0.65,8.7,0.55,64.16,38.41,43.38,1.04,750.15,89.82,93.07,0.09,151.83,20-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Jul-2018 - 00:00,3.59,1.52,5.13,1.62,,,,,0.75,9.67,0.34,89.9,42.1,38.22,1.05,750.24,84.56,120.37,0.1,171.23,21-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Jul-2018 - 00:00,2.51,1.11,3.68,1.15,,,,,0.77,9.02,0.27,76.11,42.74,37.26,0.71,750.18,92.02,101.57,0.24,276.14,22-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Jul-2018 - 00:00,3.64,1.6,5.91,1.57,,,,,0.73,11.88,0.32,81.14,42.44,37.23,1.11,750.16,84.35,95.85,0.21,255.68,24-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Jul-2018 - 00:00,2.49,1.06,3.63,1.1,,,,,1.02,12.03,0.23,64.15,37.65,37.12,0.7,750.42,91.14,178.49,0.13,295.43,25-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Jul-2018 - 00:00,2.28,1.01,3.4,0.92,,,,,0.97,10.87,0.9,85.2,37.26,32.74,0.58,750.26,89.25,125.83,-0.03,280.71,26-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Jul-2018 - 00:00,1.92,0.88,3.2,0.69,,,,,1.06,10.98,0.45,140.65,57.15,31.58,0.45,750.14,82.05,89.23,0.29,261.55,27-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Jul-2018 - 00:00,1.71,0.81,2.82,0.68,,,,,1.18,9.81,0.32,131.36,48.84,41.75,0.4,750.21,79.79,109.65,0.2,260.7,28-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Jul-2018 - 00:00,1.47,0.67,2.21,0.57,,,,,1.17,10.05,0.26,111.02,47.48,16.74,0.28,750.4,76.08,170.03,0.45,260.2,29-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Jul-2018 - 00:00,1.16,0.56,1.71,0.49,,,,,1.16,11.5,0.24,111.78,48.86,9.41,0.1,750.57,70.16,225.31,0.4,268.3,30-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Jul-2018 - 00:00,1.5,0.71,2.33,0.61,,,,,1.26,10.67,0.29,104.93,45.06,8.1,0.3,750.51,67.62,204.94,0.13,275.24,31-Jul-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-Jul-2018 - 00:00,1.38,0.63,2.19,0.53,30.28,99.53,76.28,41.81,1.39,10.34,0.34,133.29,53.63,33.72,0.2,750.64,62.28,246.66,0.6,269.07,01-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Aug-2018 - 00:00,0.9,0.44,1.58,0.2,23.32,39.61,38.87,27.57,1.46,10.31,0.4,169.5,65.72,80.03,0.1,750.64,60.08,241.71,0.25,246.54,02-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Aug-2018 - 00:00,0.92,0.47,1.7,0.23,19.52,19.32,25.56,18.26,1.4,10.39,0.54,186.19,76.89,85.1,0.12,750.67,58.52,255.93,0.57,245.46,03-Aug-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
