from date,BP,Benzene,MP-Xylene,O Xylene,Toluene,CO,Eth-Benzene,PM2.5,NO,NO2,NOx,Ozone,RH,SR,SO2,Temp,VWS,WD,WS,to date,station
23-Aug-2018 - 00:00,899.62,0.45,,0.01,0.56,0.5,0.0,12.3,4.87,11.5,16.38,15.26,79.09,143.51,9.82,,0.09,248.07,0.99,24-Aug-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
24-Aug-2018 - 00:00,900.79,0.76,,0.03,0.96,0.56,0.0,11.94,4.89,11.72,16.62,15.63,80.91,125.81,9.49,,0.09,248.47,1.01,25-Aug-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
25-Aug-2018 - 00:00,897.26,0.88,,0.23,1.11,0.47,0.25,12.27,5.05,12.38,17.38,13.55,74.31,175.01,9.68,,0.09,251.79,0.94,26-Aug-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
26-Aug-2018 - 00:00,899.69,0.05,,0.0,0.06,1.31,0.0,12.11,4.49,10.42,14.91,15.87,79.35,138.16,10.01,,0.09,248.1,0.95,27-Aug-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
27-Aug-2018 - 00:00,904.18,0.52,,0.01,0.65,0.58,0.0,11.95,4.85,11.19,16.04,13.23,87.94,98.86,10.08,,0.09,242.94,0.94,28-Aug-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
28-Aug-2018 - 00:00,901.83,0.0,,0.02,0.0,0.84,0.0,12.22,4.78,10.89,15.67,13.64,83.25,152.16,10.11,,0.09,240.87,0.94,29-Aug-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
29-Aug-2018 - 00:00,902.41,0.16,,0.0,0.2,0.82,0.0,11.69,4.6,9.48,14.08,12.7,84.37,136.1,9.89,,0.09,238.53,0.84,30-Aug-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
30-Aug-2018 - 00:00,900.32,0.0,,0.0,0.0,0.57,0.0,11.91,5.94,12.75,17.48,12.66,80.23,170.82,9.75,,0.09,247.79,0.91,31-Aug-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
31-Aug-2018 - 00:00,900.47,0.0,,0.21,0.0,0.53,0.0,12.64,20.6,48.74,56.22,11.2,81.05,133.19,10.36,,0.09,247.26,0.9,01-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
01-Sep-2018 - 00:00,898.0,0.0,,0.0,0.0,0.55,0.0,12.07,4.0,6.01,10.01,15.24,75.99,165.14,9.78,,0.09,243.27,0.91,02-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
02-Sep-2018 - 00:00,895.95,0.0,,0.13,0.0,0.55,0.11,12.13,4.03,6.28,10.32,18.27,71.77,179.38,10.02,,0.09,251.53,0.9,03-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
03-Sep-2018 - 00:00,891.26,0.0,,0.0,0.0,0.62,0.0,12.32,4.0,6.01,10.0,17.01,62.45,215.75,9.77,,0.09,255.28,0.86,04-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
04-Sep-2018 - 00:00,890.1,4.34,,5.01,6.25,0.51,3.1,65.86,4.53,16.9,21.24,17.42,60.45,223.68,9.75,,0.09,242.54,0.81,05-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
05-Sep-2018 - 00:00,891.59,0.0,,0.1,1.46,0.51,0.06,10.04,5.15,17.16,22.3,19.96,63.15,197.63,10.0,,0.09,251.52,0.95,06-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
06-Sep-2018 - 00:00,893.07,0.0,,0.01,1.02,0.51,0.0,39.63,5.65,17.61,23.11,20.57,65.96,177.55,9.65,,0.09,249.47,1.05,07-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
07-Sep-2018 - 00:00,894.47,0.16,,0.16,1.55,0.51,0.0,21.61,5.25,16.13,21.38,20.5,68.51,181.73,8.97,,0.09,244.5,1.07,08-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
08-Sep-2018 - 00:00,893.32,0.17,,0.27,2.06,0.51,0.0,11.33,5.88,17.14,22.84,19.33,66.76,209.49,9.72,,0.09,248.82,0.95,09-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
09-Sep-2018 - 00:00,891.25,0.0,,0.01,0.6,0.52,0.0,,3.46,13.48,16.95,29.89,62.98,211.01,9.9,,0.08,226.85,0.61,10-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
10-Sep-2018 - 00:00,894.44,0.02,,0.03,1.35,0.48,0.0,,3.74,17.16,20.89,28.33,69.38,81.98,9.67,,0.09,203.54,0.43,11-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
11-Sep-2018 - 00:00,894.32,0.12,,0.13,2.17,0.5,0.0,,3.71,13.48,22.11,28.77,69.62,107.96,9.77,,0.08,186.54,0.56,12-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
12-Sep-2018 - 00:00,891.16,0.05,,0.26,2.79,0.48,0.0,,4.25,25.3,29.55,26.96,62.96,155.21,10.06,,0.08,202.56,0.36,13-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
13-Sep-2018 - 00:00,895.54,0.04,,0.05,2.16,0.5,0.0,41.16,3.78,17.41,21.19,19.73,71.18,132.48,9.59,,0.08,202.18,0.44,14-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
14-Sep-2018 - 00:00,895.47,0.0,,0.09,1.9,0.56,0.0,9.24,4.13,16.8,20.93,29.74,70.91,152.49,9.62,,0.08,186.47,0.39,15-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
15-Sep-2018 - 00:00,900.32,0.11,,0.19,4.59,0.5,0.0,12.65,4.05,21.7,25.76,20.75,80.39,156.18,9.78,,0.08,232.41,0.56,16-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
16-Sep-2018 - 00:00,902.51,0.32,,0.43,3.48,0.44,0.11,16.13,,,,17.33,85.2,127.81,9.71,,0.08,226.52,0.52,17-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
17-Sep-2018 - 00:00,897.91,0.0,,0.01,1.58,0.48,0.06,11.75,9.42,35.7,45.11,11.34,75.7,147.61,9.67,,0.09,235.89,0.85,18-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
18-Sep-2018 - 00:00,894.48,0.73,,0.01,1.82,0.55,0.12,9.65,6.43,20.17,26.61,12.57,68.96,187.74,10.07,,0.09,251.24,1.08,19-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
19-Sep-2018 - 00:00,894.78,0.41,,0.0,0.49,0.51,0.0,8.95,11.69,26.9,36.14,16.45,69.82,148.59,10.4,,0.09,246.24,1.06,20-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
20-Sep-2018 - 00:00,898.72,4.55,,0.54,5.46,0.53,0.57,20.48,106.5,133.75,178.59,15.41,77.44,149.31,9.99,,0.09,256.55,0.79,21-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
21-Sep-2018 - 00:00,898.14,1.57,,0.14,1.89,0.53,0.18,20.94,31.44,48.39,63.97,14.95,76.22,97.82,10.04,,0.08,232.95,0.78,22-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
22-Sep-2018 - 00:00,891.57,2.62,,0.42,3.15,0.49,0.3,16.12,10.83,20.24,31.08,17.81,63.56,214.41,9.95,,0.08,224.28,0.66,23-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
23-Sep-2018 - 00:00,898.58,1.23,,0.09,1.48,0.49,0.0,18.81,7.3,21.35,28.45,23.14,77.2,130.76,9.58,,0.08,146.63,0.3,24-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
24-Sep-2018 - 00:00,899.76,2.08,,0.15,2.5,0.48,0.04,14.42,8.59,26.89,35.3,23.26,79.52,179.95,9.94,,0.08,198.59,0.39,25-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
25-Sep-2018 - 00:00,899.01,3.5,,0.51,4.2,0.55,0.23,21.93,11.23,34.56,45.57,16.56,78.29,150.39,10.09,,0.08,181.3,0.33,26-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
26-Sep-2018 - 00:00,898.01,3.36,,0.07,4.04,0.52,0.0,18.71,10.14,30.24,39.53,19.44,76.08,175.3,9.87,,0.08,195.34,0.39,27-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
27-Sep-2018 - 00:00,900.98,3.51,,0.54,4.22,0.54,0.2,17.68,11.04,24.53,35.57,18.56,81.83,126.3,9.63,,0.08,180.03,0.29,28-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
28-Sep-2018 - 00:00,896.96,1.01,,0.04,1.21,0.48,0.17,15.58,6.31,14.75,21.06,15.58,73.94,164.07,10.21,,0.08,112.29,0.6,29-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
29-Sep-2018 - 00:00,896.68,1.36,,0.08,1.63,0.5,0.0,12.06,6.73,18.43,25.16,11.84,73.4,174.26,10.56,,0.08,115.04,0.57,30-Sep-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
30-Sep-2018 - 00:00,895.14,0.88,,0.04,1.05,0.5,0.0,48.22,7.89,16.04,23.93,13.91,70.4,213.2,10.0,,0.08,105.22,0.43,01-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
01-Oct-2018 - 00:00,896.25,0.45,,0.02,0.54,0.45,0.0,12.37,6.74,12.02,18.76,12.63,72.63,199.55,10.53,,0.08,108.25,0.66,02-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
02-Oct-2018 - 00:00,897.02,0.07,,0.0,0.09,0.45,0.0,9.37,5.84,9.63,15.46,10.76,74.13,189.69,11.04,,0.08,104.85,0.72,03-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
03-Oct-2018 - 00:00,897.27,0.0,,0.0,0.0,0.51,0.0,12.05,5.86,9.98,15.79,12.64,74.7,218.19,10.17,,0.08,101.79,0.76,04-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
04-Oct-2018 - 00:00,905.39,0.58,,0.01,0.69,0.47,0.0,11.05,8.55,10.26,18.75,12.23,90.67,69.36,10.56,,0.08,102.73,0.54,05-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
05-Oct-2018 - 00:00,903.74,0.31,,0.05,0.37,0.47,0.0,10.49,7.97,9.63,17.6,12.27,87.39,133.48,10.78,,0.08,87.47,0.65,06-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
06-Oct-2018 - 00:00,905.14,0.73,,0.01,0.87,0.47,0.0,8.72,7.17,10.59,17.57,12.56,90.19,82.1,10.52,,0.08,99.87,0.67,07-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
07-Oct-2018 - 00:00,897.41,0.08,,0.0,0.09,0.47,0.0,12.12,5.94,9.85,15.76,13.95,74.96,161.71,10.43,,0.09,95.02,0.53,08-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
08-Oct-2018 - 00:00,898.4,1.09,,0.01,1.31,0.51,0.0,19.87,7.89,24.09,31.98,14.03,76.87,174.52,9.14,,0.09,109.58,0.34,09-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
09-Oct-2018 - 00:00,892.1,4.2,,0.57,5.04,0.61,0.36,18.01,15.04,33.83,48.51,10.61,64.34,195.49,9.05,,0.08,190.21,0.29,10-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
10-Oct-2018 - 00:00,888.06,9.63,,1.53,11.56,0.71,1.39,25.95,30.1,42.7,72.79,14.0,56.84,172.76,8.49,,0.08,228.99,0.36,11-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
11-Oct-2018 - 00:00,885.32,11.08,,2.17,13.3,0.72,2.03,35.84,27.14,43.81,70.96,14.25,51.47,186.5,6.8,,0.08,222.31,0.44,12-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
12-Oct-2018 - 00:00,888.09,5.61,,1.03,6.74,0.65,0.85,31.98,23.04,40.82,54.27,15.48,56.85,221.11,7.2,,0.08,210.94,0.41,13-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
13-Oct-2018 - 00:00,890.45,5.64,,0.91,6.77,0.62,0.82,32.66,12.55,26.83,39.3,23.51,61.36,177.28,7.41,,0.08,192.01,0.4,14-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
14-Oct-2018 - 00:00,899.49,2.2,,0.02,2.64,0.52,0.0,27.5,5.64,16.03,21.67,26.67,78.94,105.83,8.72,,0.08,189.13,0.52,15-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
15-Oct-2018 - 00:00,901.95,5.17,,0.42,6.21,0.55,0.43,23.37,7.04,19.8,26.83,25.18,83.81,109.9,8.85,,0.08,197.66,0.38,16-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
16-Oct-2018 - 00:00,899.68,0.25,,0.0,0.3,0.51,0.0,20.13,9.81,27.89,19.92,22.72,79.15,158.86,9.1,,0.08,117.6,0.86,17-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
17-Oct-2018 - 00:00,901.16,3.35,,0.62,4.02,0.53,0.53,13.51,9.88,19.55,29.21,14.24,82.13,185.44,9.68,,0.08,208.67,0.55,18-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
18-Oct-2018 - 00:00,899.31,2.3,,0.02,2.75,0.51,0.0,13.79,8.82,23.86,32.68,14.11,78.54,137.22,10.07,,0.08,173.67,0.32,19-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
19-Oct-2018 - 00:00,897.66,0.21,,0.0,0.26,0.5,0.0,14.51,5.84,12.81,18.65,19.11,75.32,148.23,9.52,,0.08,107.82,0.49,20-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
20-Oct-2018 - 00:00,895.45,0.0,,0.0,0.0,0.77,0.0,16.43,6.5,20.75,27.05,17.42,70.97,45.89,10.66,,0.09,96.09,0.37,21-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
21-Oct-2018 - 00:00,890.26,0.03,,0.0,0.03,0.66,0.0,23.7,15.45,25.83,36.5,24.59,60.92,110.98,7.3,,0.08,98.89,0.33,22-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
22-Oct-2018 - 00:00,883.43,0.32,,0.52,0.81,2.15,0.37,18.99,8.93,23.01,30.13,31.3,47.58,189.93,7.57,,0.08,122.83,0.39,23-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
23-Oct-2018 - 00:00,883.32,0.28,,0.57,2.35,1.42,0.39,24.92,7.24,45.83,53.07,33.1,47.37,180.01,5.37,,0.08,116.97,0.33,24-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
24-Oct-2018 - 00:00,881.82,0.0,,0.0,0.25,0.99,0.0,26.03,12.02,48.86,59.3,37.42,44.65,191.48,1.99,,0.08,124.13,0.46,25-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
25-Oct-2018 - 00:00,889.17,0.06,,0.0,0.41,0.64,0.0,28.37,12.73,41.19,53.3,35.5,58.88,140.37,1.76,,0.08,110.86,0.46,26-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
26-Oct-2018 - 00:00,889.49,0.0,,0.01,0.6,0.72,0.0,27.71,8.11,41.0,49.11,39.31,59.38,170.99,2.19,,0.08,97.88,0.39,27-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
27-Oct-2018 - 00:00,884.83,0.04,,0.02,0.67,0.68,0.0,24.1,9.17,56.86,66.03,42.76,50.41,181.44,1.93,,0.08,144.93,0.23,28-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
28-Oct-2018 - 00:00,878.04,0.07,,0.07,1.93,0.97,0.0,23.3,10.82,76.96,84.57,36.03,37.19,166.83,1.3,,0.08,227.31,0.18,29-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
29-Oct-2018 - 00:00,876.34,0.56,,0.81,6.45,1.12,0.45,24.41,39.94,96.03,131.51,34.1,33.89,155.95,1.41,,0.08,188.63,0.28,30-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
30-Oct-2018 - 00:00,880.32,0.08,,0.18,3.21,1.05,0.0,24.88,31.88,83.25,113.96,33.36,41.61,171.69,1.83,,0.08,140.9,0.18,31-Oct-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
31-Oct-2018 - 00:00,892.62,0.17,,0.22,2.98,0.82,0.05,22.61,27.72,55.99,72.23,29.76,65.53,154.87,3.04,,0.08,147.19,0.28,01-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
01-Nov-2018 - 00:00,894.17,0.33,,0.02,0.72,1.01,0.0,14.01,60.68,42.79,68.19,28.14,68.56,144.99,5.48,,0.08,113.58,0.26,02-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
02-Nov-2018 - 00:00,902.04,0.11,,0.0,0.2,1.37,0.0,18.92,3.95,13.52,18.22,26.31,83.6,75.93,7.55,,0.08,100.72,0.62,03-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
03-Nov-2018 - 00:00,945.08,0.0,,0.0,0.0,1.11,0.0,20.56,2.94,10.79,13.73,30.93,82.38,105.1,7.61,,0.08,94.26,0.63,04-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
04-Nov-2018 - 00:00,998.5,0.0,,0.0,0.0,1.04,0.0,24.31,2.94,10.86,13.79,33.32,76.91,116.59,7.19,,0.08,89.52,0.55,05-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
05-Nov-2018 - 00:00,993.43,0.0,,0.0,0.0,1.08,0.0,25.49,3.91,16.69,20.6,33.44,67.08,166.46,6.27,,0.09,89.74,0.54,06-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
06-Nov-2018 - 00:00,992.66,1.5,,2.79,2.77,1.45,2.8,78.06,3.67,16.11,19.78,31.38,65.54,148.17,10.06,,0.09,93.45,0.46,07-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
07-Nov-2018 - 00:00,988.02,0.44,,0.13,0.82,1.06,0.68,61.72,4.61,20.18,24.79,35.05,56.46,149.93,9.87,,0.08,94.9,0.34,08-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
08-Nov-2018 - 00:00,986.77,0.15,,0.01,0.27,1.19,0.01,66.79,4.37,20.33,24.7,35.02,54.21,118.42,9.35,,0.08,99.58,0.36,09-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
09-Nov-2018 - 00:00,990.05,0.13,,0.0,0.22,1.02,0.0,45.74,5.04,17.9,22.64,39.52,60.41,161.16,4.42,,0.08,108.21,0.39,10-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
10-Nov-2018 - 00:00,986.91,1.93,,1.22,3.44,1.24,0.1,62.94,6.13,28.32,34.45,36.76,54.34,159.2,3.33,,0.09,135.46,0.29,11-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
11-Nov-2018 - 00:00,971.07,1.62,,0.5,2.89,0.92,0.71,74.51,9.43,28.36,37.79,42.21,53.92,153.48,5.22,,0.08,165.16,0.32,12-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
12-Nov-2018 - 00:00,882.87,4.56,,3.58,8.13,1.32,6.21,122.94,39.73,55.2,91.93,30.14,46.45,127.08,11.15,,0.08,169.66,0.21,13-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
13-Nov-2018 - 00:00,877.53,5.39,,4.21,9.62,1.89,7.34,104.3,26.32,60.37,86.19,30.88,36.12,146.98,25.55,,0.08,183.7,0.23,14-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
14-Nov-2018 - 00:00,907.56,5.5,,4.02,9.82,1.56,7.49,160.27,46.78,57.66,104.44,34.16,30.08,152.42,23.15,,0.08,127.7,0.16,15-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
15-Nov-2018 - 00:00,,2.43,,0.92,4.33,3.03,3.31,115.47,16.8,47.37,59.32,20.14,59.93,67.29,22.47,,0.08,216.87,0.2,16-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
16-Nov-2018 - 00:00,,0.0,,0.0,0.0,1.8,0.0,30.34,5.94,18.27,24.22,24.5,82.41,77.35,12.18,,0.08,164.08,0.49,17-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
17-Nov-2018 - 00:00,,0.0,,0.0,0.0,1.81,0.0,56.93,2.91,15.1,18.01,49.09,71.66,143.54,10.4,,0.08,114.16,0.76,18-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
18-Nov-2018 - 00:00,,0.0,,0.0,0.0,1.83,0.0,54.86,2.71,10.11,12.82,33.73,76.57,126.14,10.76,,0.08,112.64,0.79,19-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
19-Nov-2018 - 00:00,,0.0,,0.0,0.0,1.82,0.0,28.22,3.96,12.85,16.81,23.15,73.56,114.49,13.88,,0.08,105.43,0.59,20-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
20-Nov-2018 - 00:00,,0.0,,0.0,0.0,1.72,0.0,28.26,11.27,24.97,36.24,23.65,62.33,140.88,12.17,,0.08,145.16,0.29,21-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
21-Nov-2018 - 00:00,,0.0,,0.0,0.0,1.77,0.0,45.46,11.34,30.61,41.95,23.75,66.49,79.42,11.16,,0.08,284.07,0.39,22-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
22-Nov-2018 - 00:00,,0.0,,0.0,0.0,1.23,0.0,29.47,8.89,18.42,27.17,14.5,87.04,64.1,14.97,,0.08,172.01,0.34,23-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
23-Nov-2018 - 00:00,,0.0,,0.0,0.0,1.15,0.0,22.31,6.81,17.56,24.3,14.29,91.96,43.01,13.26,,0.09,89.29,0.34,24-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
24-Nov-2018 - 00:00,998.84,0.0,,0.0,0.0,0.65,0.0,86.11,3.47,20.99,24.46,34.74,76.5,107.06,10.56,,0.09,102.1,0.34,25-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
25-Nov-2018 - 00:00,996.49,0.0,,0.0,0.0,0.76,0.0,97.91,3.25,17.96,21.21,50.32,72.24,123.25,9.39,,0.08,112.09,0.31,26-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
26-Nov-2018 - 00:00,994.51,0.0,,0.0,0.0,0.57,0.0,108.94,3.03,18.62,21.62,69.68,68.3,143.36,8.11,,0.08,96.57,0.46,27-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
27-Nov-2018 - 00:00,993.96,0.0,,0.0,0.0,0.66,0.0,81.35,2.73,14.95,17.68,75.55,67.22,151.04,10.38,,0.08,99.9,0.61,28-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
28-Nov-2018 - 00:00,995.51,0.0,,0.0,0.0,0.44,0.0,160.88,2.7,15.06,17.75,67.86,70.1,149.38,11.15,,0.08,97.88,0.63,29-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
29-Nov-2018 - 00:00,999.0,0.0,,0.0,0.0,0.52,0.0,63.44,2.96,13.04,16.0,47.6,76.9,111.75,11.84,,0.08,99.56,0.61,30-Nov-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
30-Nov-2018 - 00:00,995.13,0.0,,0.0,0.0,0.58,0.0,54.57,3.09,16.12,19.21,48.55,69.49,135.69,12.16,,0.08,98.7,0.58,01-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
01-Dec-2018 - 00:00,993.75,0.0,,0.0,0.0,0.7,0.0,55.66,4.03,18.79,22.82,53.86,66.85,133.21,12.53,,0.08,110.28,0.46,02-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
02-Dec-2018 - 00:00,990.66,0.0,,0.0,0.0,0.88,0.0,37.27,2.71,12.83,15.43,55.12,60.94,147.0,13.3,,0.08,101.98,0.61,03-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
03-Dec-2018 - 00:00,996.4,0.0,,0.0,0.0,0.71,0.0,36.01,2.92,13.3,16.2,48.05,71.89,119.7,13.24,,0.08,102.38,0.68,04-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
04-Dec-2018 - 00:00,,0.0,,0.0,0.0,0.6,0.0,35.25,3.8,15.86,19.65,31.27,81.42,69.44,14.01,,0.08,100.61,0.54,05-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
05-Dec-2018 - 00:00,998.01,0.0,,0.0,0.0,0.76,0.0,13.36,2.61,12.23,13.98,33.05,75.38,136.05,14.23,,0.08,102.57,0.63,06-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
06-Dec-2018 - 00:00,998.51,0.0,,0.0,0.0,0.5,0.0,25.6,3.15,13.91,17.06,39.18,76.01,105.46,12.81,,0.08,108.01,0.63,07-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
07-Dec-2018 - 00:00,997.57,0.0,,0.0,0.0,0.54,0.0,40.03,2.95,14.93,17.4,39.98,74.19,87.91,12.56,,0.08,104.89,0.62,08-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
08-Dec-2018 - 00:00,996.69,0.0,,0.0,0.0,0.6,0.0,101.36,2.48,12.89,15.18,59.63,72.62,123.93,10.53,,0.08,105.68,0.67,09-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
09-Dec-2018 - 00:00,993.68,0.0,,0.0,0.0,0.4,0.0,100.8,2.62,12.84,15.46,73.01,66.76,138.98,10.58,,0.08,104.47,0.59,10-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
10-Dec-2018 - 00:00,993.28,0.0,,0.0,0.0,0.57,0.0,107.49,2.77,19.18,21.95,67.07,65.89,132.04,10.84,,0.08,116.57,0.47,11-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
11-Dec-2018 - 00:00,992.48,0.0,,0.0,0.0,0.51,0.0,119.1,2.91,24.6,27.5,68.98,64.41,110.69,9.78,,0.08,119.88,0.37,12-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
12-Dec-2018 - 00:00,991.02,0.0,,0.0,0.0,0.63,0.0,91.03,3.06,23.95,26.99,63.65,61.7,106.99,11.7,,0.08,129.83,0.38,13-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
13-Dec-2018 - 00:00,994.53,0.0,,0.0,0.0,0.99,0.0,88.92,3.9,24.63,28.54,59.73,68.45,102.27,13.82,,0.08,140.57,0.45,14-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
14-Dec-2018 - 00:00,990.78,0.0,,0.0,0.0,0.65,0.0,54.53,3.13,17.95,21.05,58.48,61.17,119.5,13.18,,0.08,102.19,0.47,15-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
15-Dec-2018 - 00:00,991.08,0.0,,0.0,0.0,0.48,0.0,64.66,8.04,31.87,39.9,40.59,61.75,123.02,12.76,,0.08,193.08,0.18,16-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
