from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO2,NO,NOx,Ozone,PM10,PM2.5,SR,WS,WD,SO2,to date,station
28-Apr-2018 - 00:00,1.65,1.1,2.46,1.47,12.81,0.38,13.62,17.2,0.54,9.25,86.96,59.65,33.66,270.7,2.75,276.95,2.26,29-Apr-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Apr-2018 - 00:00,1.07,0.74,1.64,1.04,10.18,0.29,10.57,15.09,0.46,8.04,85.29,55.96,27.6,270.41,3.04,279.1,2.18,30-Apr-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Apr-2018 - 00:00,0.83,0.54,1.46,0.83,8.19,0.28,8.68,12.74,0.74,7.13,63.24,74.12,31.0,282.7,3.55,281.23,1.94,01-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
01-May-2018 - 00:00,1.0,0.75,1.88,1.03,9.93,0.28,8.24,13.96,0.68,7.69,67.14,81.46,39.27,275.94,3.28,260.12,2.19,02-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
02-May-2018 - 00:00,1.25,2.01,3.04,1.7,13.15,0.34,8.97,13.76,0.73,7.57,68.77,61.72,30.14,267.0,2.97,283.79,2.42,03-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
03-May-2018 - 00:00,1.1,0.73,1.87,0.93,8.19,0.32,7.44,13.59,0.64,7.39,82.34,53.38,26.94,280.48,2.72,259.73,1.82,04-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
04-May-2018 - 00:00,1.56,0.73,2.04,1.06,9.64,0.36,9.55,16.38,0.69,8.93,80.32,63.09,29.25,288.4,2.37,228.22,2.75,05-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
05-May-2018 - 00:00,0.95,0.55,1.34,0.75,8.5,0.32,12.01,13.58,0.53,7.3,87.01,79.91,34.37,285.04,2.59,274.34,1.7,06-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
06-May-2018 - 00:00,1.1,0.61,1.44,0.77,8.78,0.3,18.8,15.18,0.57,8.15,87.48,72.36,33.51,278.18,2.8,258.34,1.69,07-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
07-May-2018 - 00:00,0.86,0.75,1.76,0.92,9.19,0.33,10.0,16.2,0.57,8.7,78.21,47.6,23.19,279.72,2.84,274.87,2.68,08-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
08-May-2018 - 00:00,0.97,0.64,1.91,0.94,8.98,0.33,8.86,16.02,1.05,8.97,71.74,59.13,34.09,291.6,2.59,281.02,1.87,09-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
09-May-2018 - 00:00,1.18,0.46,1.27,0.64,7.26,0.33,7.25,13.83,0.7,7.58,87.15,73.08,38.79,293.08,2.46,276.06,2.1,10-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
10-May-2018 - 00:00,1.74,1.23,2.71,1.27,11.96,0.43,9.22,16.95,0.59,9.1,124.26,86.45,49.7,281.49,2.48,260.72,4.49,11-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
11-May-2018 - 00:00,1.41,1.31,2.22,1.06,10.41,0.4,12.26,15.32,0.53,8.23,102.99,73.93,36.2,271.46,3.09,269.29,2.73,12-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
12-May-2018 - 00:00,0.92,0.63,1.33,0.75,8.8,0.34,9.23,13.68,0.59,7.43,77.78,75.63,37.49,264.15,3.19,273.28,2.73,13-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
13-May-2018 - 00:00,0.92,0.6,1.39,0.75,8.96,0.32,9.64,13.59,0.59,7.39,81.14,65.65,31.06,288.95,2.88,261.76,2.16,14-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
14-May-2018 - 00:00,1.04,0.89,2.06,0.97,8.68,0.36,8.08,14.37,0.82,7.96,65.96,55.49,27.27,278.62,3.15,274.67,2.24,15-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
15-May-2018 - 00:00,0.86,0.56,1.4,0.75,7.86,0.36,8.35,12.17,0.55,6.61,72.76,67.74,27.91,236.32,3.12,284.26,2.26,16-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
16-May-2018 - 00:00,1.34,0.74,2.25,1.07,9.93,0.39,6.69,15.72,1.12,8.95,70.16,90.98,38.67,263.18,2.82,248.08,2.96,17-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
17-May-2018 - 00:00,3.02,0.88,2.72,1.23,8.99,0.47,9.21,18.24,1.16,10.33,69.12,94.38,49.76,269.44,2.21,278.64,2.38,18-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
18-May-2018 - 00:00,3.8,2.19,3.37,1.63,11.78,0.3,9.58,11.75,0.63,6.45,62.61,87.13,36.02,228.38,3.0,260.12,1.59,19-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
19-May-2018 - 00:00,1.02,1.26,2.6,1.47,8.84,0.38,5.73,15.34,0.47,7.27,80.11,77.3,44.6,398.87,3.5,279.85,5.33,20-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
20-May-2018 - 00:00,0.88,0.77,1.51,0.78,7.91,0.27,8.17,10.7,0.65,5.93,82.92,100.19,47.43,275.99,2.85,251.76,1.75,21-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
21-May-2018 - 00:00,1.11,1.48,2.17,1.14,8.7,0.31,7.13,10.23,0.45,6.38,84.13,76.87,40.25,267.25,2.95,271.26,1.57,22-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
22-May-2018 - 00:00,0.87,0.7,1.3,0.63,6.43,0.28,4.79,9.48,0.46,5.73,110.26,82.58,41.06,245.6,3.18,274.43,2.3,23-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
23-May-2018 - 00:00,1.24,0.64,1.57,0.74,7.45,0.38,7.13,12.59,0.44,6.7,101.29,90.24,45.39,243.24,3.09,283.82,1.8,24-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
24-May-2018 - 00:00,1.51,0.78,2.23,1.01,8.86,0.37,6.85,14.26,0.62,7.73,88.49,100.06,45.38,135.62,3.44,278.02,1.55,25-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
25-May-2018 - 00:00,0.83,0.52,1.39,0.62,7.82,0.28,5.02,12.29,0.75,6.8,99.77,66.82,24.54,259.67,3.7,279.67,2.16,26-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
26-May-2018 - 00:00,1.1,0.52,1.72,0.75,7.04,0.44,7.51,9.44,0.72,5.12,71.06,55.28,24.92,170.26,3.02,279.56,2.17,27-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
27-May-2018 - 00:00,1.66,0.61,1.83,0.86,8.47,0.35,7.47,13.41,0.61,7.28,95.88,75.04,30.89,278.96,2.83,264.27,1.22,28-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
28-May-2018 - 00:00,0.7,0.63,1.48,0.71,7.99,0.28,8.08,11.61,0.52,6.29,77.06,58.72,24.32,271.05,3.4,278.84,1.49,29-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
29-May-2018 - 00:00,0.55,0.71,1.77,0.8,8.14,0.25,6.41,10.02,0.66,5.59,54.37,52.38,20.2,253.02,4.08,279.37,0.9,30-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
30-May-2018 - 00:00,0.61,0.62,1.73,0.76,7.95,0.25,6.25,10.63,0.72,5.93,53.02,48.29,15.85,268.78,3.82,279.43,1.04,31-May-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
31-May-2018 - 00:00,0.62,0.61,1.31,0.66,7.68,0.26,6.82,10.92,0.55,5.93,62.18,92.25,27.49,283.4,2.77,277.88,1.2,01-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Jun-2018 - 00:00,1.24,1.86,2.69,1.4,11.8,0.32,7.39,12.38,0.61,6.79,69.94,76.32,27.15,271.57,2.98,279.49,1.67,02-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Jun-2018 - 00:00,1.33,0.91,2.37,1.16,8.56,0.3,5.49,10.84,0.44,7.9,49.3,56.11,25.94,111.18,2.68,256.9,1.58,03-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Jun-2018 - 00:00,0.72,0.42,1.06,0.61,6.27,0.32,7.05,13.57,0.77,7.46,81.11,34.24,22.5,173.32,2.89,266.26,1.1,04-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Jun-2018 - 00:00,0.69,0.48,1.07,0.67,7.34,0.3,7.12,11.27,0.67,6.26,72.32,30.01,17.72,328.75,3.25,284.21,2.02,05-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Jun-2018 - 00:00,0.82,0.48,1.26,0.7,7.49,0.34,6.81,11.3,0.6,6.2,90.56,35.77,20.29,257.41,2.97,272.71,1.18,06-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Jun-2018 - 00:00,0.74,0.49,1.42,0.81,7.91,0.34,6.53,11.42,0.63,6.27,80.86,36.2,18.23,234.5,3.53,278.13,1.45,07-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Jun-2018 - 00:00,0.76,0.83,1.86,1.05,9.82,0.37,6.44,13.1,0.77,7.28,56.35,44.32,19.66,295.69,3.76,270.69,2.41,08-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Jun-2018 - 00:00,0.88,1.55,2.69,1.42,10.99,0.33,6.39,10.89,0.73,6.14,59.33,46.85,16.22,292.1,4.25,279.36,1.16,09-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Jun-2018 - 00:00,0.93,1.43,3.42,1.67,10.41,0.35,5.68,10.6,1.31,6.32,42.66,45.84,14.64,192.01,4.7,270.54,1.6,10-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Jun-2018 - 00:00,0.65,0.85,1.97,0.99,7.83,0.29,6.19,9.76,0.97,5.64,44.13,62.07,21.35,262.62,4.34,276.99,1.74,11-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Jun-2018 - 00:00,0.71,0.82,2.5,1.15,8.0,0.33,5.92,10.18,1.15,6.1,41.99,89.18,25.96,252.59,4.86,275.63,2.19,12-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Jun-2018 - 00:00,0.82,0.88,3.45,1.55,9.34,0.32,5.03,9.75,1.61,6.32,42.08,85.29,24.1,202.3,5.16,270.9,1.51,13-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Jun-2018 - 00:00,0.75,0.74,2.99,1.37,8.94,0.34,4.55,8.88,1.33,5.61,46.54,87.99,23.37,234.71,5.26,270.12,1.6,14-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Jun-2018 - 00:00,0.8,1.04,3.5,1.51,8.55,0.33,4.26,9.74,1.48,6.18,49.39,106.29,31.94,211.69,4.85,270.39,1.81,15-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Jun-2018 - 00:00,1.07,0.72,3.39,1.55,9.5,0.32,4.5,10.09,1.53,6.46,45.46,71.84,27.47,263.3,4.95,267.25,2.07,16-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Jun-2018 - 00:00,0.97,1.12,2.93,1.44,9.61,0.43,4.23,10.23,1.26,6.25,48.09,47.91,17.31,204.93,4.58,267.77,2.95,17-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Jun-2018 - 00:00,1.14,1.49,4.33,2.12,12.69,0.52,5.33,13.64,1.15,7.88,32.64,30.57,17.99,5.36,3.41,259.66,3.2,18-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Jun-2018 - 00:00,1.38,2.19,5.18,2.45,14.92,0.34,5.85,12.99,1.99,8.19,51.48,30.96,5.7,555.03,3.8,264.8,1.55,19-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Jun-2018 - 00:00,1.04,1.2,2.82,1.36,10.48,0.31,7.98,13.42,0.88,7.35,58.86,53.87,19.62,607.28,2.64,247.84,1.8,20-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Jun-2018 - 00:00,1.94,2.41,6.76,3.1,16.22,0.47,7.58,20.21,2.6,12.34,43.9,68.28,25.86,502.96,2.67,245.68,2.09,21-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Jun-2018 - 00:00,0.71,0.86,2.58,1.25,9.55,0.29,8.88,11.76,0.85,6.65,49.78,71.98,27.2,596.29,3.32,278.59,1.89,22-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Jun-2018 - 00:00,1.17,1.71,4.39,2.04,12.2,0.73,8.83,14.29,1.67,8.74,37.99,52.74,18.36,229.6,3.29,272.6,3.94,23-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Jun-2018 - 00:00,1.34,1.48,3.96,1.95,11.37,0.83,,17.15,1.54,10.08,37.06,37.14,75.31,512.78,3.03,259.58,7.17,24-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Jun-2018 - 00:00,1.52,1.55,4.91,2.33,13.29,0.32,,9.87,0.8,5.64,43.05,19.09,6.27,250.69,3.66,257.35,2.84,25-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Jun-2018 - 00:00,1.11,1.8,4.6,2.09,12.25,0.34,,9.25,0.89,5.46,47.77,14.35,8.09,260.64,3.29,263.91,2.77,26-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Jun-2018 - 00:00,1.41,2.32,6.31,2.91,14.15,0.38,,10.05,1.09,6.11,32.32,44.04,15.82,376.5,3.58,258.36,1.8,27-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Jun-2018 - 00:00,1.26,2.22,6.03,2.53,12.98,0.35,,8.78,1.09,5.43,35.28,60.45,23.51,498.35,3.78,271.04,1.61,28-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Jun-2018 - 00:00,1.19,1.3,4.8,2.06,11.34,0.37,,8.48,0.87,5.1,40.78,44.8,15.26,387.89,3.4,250.92,1.18,29-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Jun-2018 - 00:00,1.41,1.12,4.52,2.02,11.5,0.23,,7.97,0.94,4.93,45.67,42.41,12.19,541.73,3.8,262.38,2.35,30-Jun-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Jun-2018 - 00:00,1.25,1.34,4.45,2.09,12.52,0.07,,8.21,0.89,4.98,49.04,45.62,18.64,552.54,3.72,258.14,3.16,01-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Jul-2018 - 00:00,0.89,0.78,2.69,1.29,10.41,0.0,,6.37,0.58,3.74,50.64,35.69,12.63,631.98,3.93,264.01,1.95,02-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Jul-2018 - 00:00,1.21,1.1,3.65,1.67,10.13,0.36,,8.86,0.9,5.11,41.52,36.92,13.88,469.34,4.21,263.0,4.05,03-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Jul-2018 - 00:00,1.25,1.39,5.07,2.24,11.92,0.44,,8.79,1.02,5.39,40.88,30.69,8.2,169.65,4.02,266.16,1.93,04-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Jul-2018 - 00:00,1.41,1.43,5.56,2.5,13.49,0.48,,8.87,1.06,5.46,32.03,23.33,10.13,398.77,3.68,266.77,2.12,05-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Jul-2018 - 00:00,0.81,0.95,3.35,1.52,10.4,0.41,,6.8,0.61,4.0,35.45,27.17,13.68,349.12,3.8,277.52,2.46,06-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Jul-2018 - 00:00,0.84,1.49,3.31,1.66,12.79,0.41,,6.06,6.69,9.34,39.91,36.46,12.87,448.28,3.93,279.22,2.64,07-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Jul-2018 - 00:00,1.11,2.67,4.61,2.21,15.5,0.41,,6.38,0.55,3.69,46.05,22.37,13.94,494.87,3.35,278.49,2.61,08-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Jul-2018 - 00:00,0.93,2.37,4.0,1.93,14.66,0.35,,5.38,0.4,3.02,53.12,23.74,12.17,303.04,3.47,277.46,2.16,09-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Jul-2018 - 00:00,1.3,2.51,5.7,2.59,15.48,0.44,,7.48,0.7,4.42,45.15,20.68,6.57,186.83,3.63,271.86,2.27,10-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Jul-2018 - 00:00,1.25,1.79,5.28,2.28,12.74,0.43,,8.06,0.75,4.73,44.74,19.24,6.67,212.86,3.75,269.74,2.08,11-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Jul-2018 - 00:00,1.0,1.84,4.55,2.01,12.05,0.45,,7.46,0.66,4.33,38.32,17.53,10.39,155.83,3.69,278.47,1.96,12-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Jul-2018 - 00:00,1.21,1.75,5.1,2.24,13.24,0.43,,8.02,0.81,4.79,34.33,28.57,14.1,247.02,3.82,274.99,1.95,13-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Jul-2018 - 00:00,1.22,2.17,5.36,2.4,14.81,0.42,,6.92,0.72,4.13,34.54,29.06,,433.31,3.63,275.32,2.1,14-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Jul-2018 - 00:00,1.08,1.31,4.27,1.93,13.15,0.42,2.88,8.86,1.27,5.54,34.44,24.35,8.95,229.8,3.4,276.73,2.6,15-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Jul-2018 - 00:00,1.23,2.0,4.75,2.13,14.15,0.46,3.69,10.91,1.66,6.93,36.91,14.72,11.38,253.58,3.48,270.24,4.09,16-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Jul-2018 - 00:00,1.15,1.92,4.8,2.16,13.09,0.5,4.38,12.58,2.27,8.13,39.34,11.75,13.39,125.93,3.69,275.01,4.81,17-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Jul-2018 - 00:00,1.5,3.62,7.04,2.95,15.81,0.52,4.76,12.09,2.22,8.03,29.82,23.0,19.88,153.52,3.42,274.94,3.95,18-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Jul-2018 - 00:00,1.16,2.17,5.39,2.38,12.91,0.43,3.99,11.87,1.85,7.53,36.55,48.79,23.66,379.64,3.66,276.3,3.26,19-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Jul-2018 - 00:00,0.95,1.87,4.14,1.79,11.74,0.37,1.83,8.18,0.98,4.92,37.24,39.28,22.07,394.27,3.68,277.81,2.23,20-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Jul-2018 - 00:00,1.05,2.1,4.69,2.03,13.55,0.39,1.33,9.04,1.33,5.59,37.37,30.96,19.12,195.59,3.44,274.67,2.65,21-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Jul-2018 - 00:00,1.11,1.5,4.56,1.93,11.53,0.42,2.9,9.99,1.48,6.2,39.22,35.05,18.63,102.27,3.49,276.29,3.19,22-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Jul-2018 - 00:00,0.79,1.76,3.44,1.57,11.28,0.34,2.54,7.87,0.94,4.77,37.84,57.5,26.3,241.55,3.72,276.94,2.48,23-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Jul-2018 - 00:00,1.43,2.55,6.1,2.62,15.35,0.44,2.73,10.87,1.82,7.03,29.26,51.22,31.94,77.57,3.43,274.61,2.61,24-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Jul-2018 - 00:00,1.53,2.24,6.17,2.73,16.04,0.44,3.06,11.31,2.19,7.53,26.12,54.46,32.18,104.21,3.29,275.98,2.36,25-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Jul-2018 - 00:00,1.12,1.75,4.6,2.06,14.54,0.31,2.85,8.64,1.54,5.64,31.32,65.51,31.76,225.89,3.58,275.5,3.05,26-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Jul-2018 - 00:00,1.11,1.55,4.69,2.05,13.74,0.34,3.17,9.05,1.9,6.17,34.87,61.58,28.65,202.82,4.04,273.44,2.97,27-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Jul-2018 - 00:00,1.26,1.47,5.11,2.27,14.54,0.36,3.64,9.64,1.93,6.49,35.11,46.4,22.87,264.58,4.1,270.35,3.16,28-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Jul-2018 - 00:00,0.99,1.01,3.94,1.83,12.12,0.33,3.43,8.01,1.68,5.47,41.06,56.13,26.72,453.85,4.29,269.14,2.85,29-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Jul-2018 - 00:00,0.71,1.3,3.0,1.38,10.85,0.34,2.46,6.19,1.06,3.93,40.84,57.11,27.28,384.68,4.29,268.6,2.79,30-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Jul-2018 - 00:00,0.96,1.1,3.98,1.73,12.02,0.36,2.61,7.95,1.93,5.63,35.19,67.84,26.92,456.37,4.1,270.07,2.37,31-Jul-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
31-Jul-2018 - 00:00,1.06,1.32,4.21,1.83,13.69,0.35,2.3,7.94,1.78,5.54,34.96,87.84,23.09,321.49,3.99,271.78,2.61,01-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Aug-2018 - 00:00,0.97,1.26,4.28,1.82,11.71,0.38,3.66,8.57,1.81,5.84,34.73,123.85,45.8,471.1,4.12,272.14,3.1,02-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Aug-2018 - 00:00,1.06,1.83,4.57,2.09,14.08,0.35,5.11,9.13,1.6,5.87,33.31,92.79,29.23,380.75,3.99,276.14,3.06,03-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Aug-2018 - 00:00,1.04,1.8,4.4,1.99,13.48,0.34,5.87,9.33,1.48,5.97,30.35,68.87,20.07,415.25,4.18,275.77,2.93,04-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Aug-2018 - 00:00,1.05,2.13,4.29,1.95,13.94,0.37,4.81,9.1,1.75,6.08,27.12,38.69,17.52,246.06,3.83,277.23,2.97,05-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Aug-2018 - 00:00,0.44,0.44,0.93,0.51,7.45,0.24,3.55,5.26,0.85,3.23,30.28,53.04,23.61,332.43,4.2,275.7,2.38,06-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Aug-2018 - 00:00,1.14,1.65,5.59,2.37,11.1,0.57,3.31,12.94,2.59,6.91,31.19,59.29,15.77,368.3,4.8,271.37,4.18,07-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Aug-2018 - 00:00,1.23,1.67,4.76,1.96,12.88,0.38,3.33,8.86,1.94,6.1,33.02,38.92,15.24,321.17,4.18,272.33,3.68,08-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Aug-2018 - 00:00,1.19,2.17,4.42,1.83,15.2,0.36,3.28,8.57,1.54,5.52,27.75,,16.64,266.88,3.22,280.74,4.35,09-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Aug-2018 - 00:00,0.9,2.14,3.69,1.6,14.64,0.35,3.27,7.04,1.26,4.54,26.25,,10.26,207.83,3.33,275.39,3.42,10-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Aug-2018 - 00:00,1.47,1.38,2.95,1.34,11.76,0.37,3.47,6.67,1.5,4.61,29.33,,10.86,351.06,3.97,278.03,3.39,11-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Aug-2018 - 00:00,2.47,1.18,3.55,1.63,11.5,0.37,3.56,6.46,1.42,4.4,31.18,19.66,6.42,390.28,4.31,277.59,3.65,12-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Aug-2018 - 00:00,0.83,2.41,3.89,1.88,13.43,0.3,3.25,7.22,1.17,4.58,30.7,23.73,9.99,375.33,4.08,274.66,3.41,13-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Aug-2018 - 00:00,1.3,2.95,6.17,2.7,15.68,0.38,3.82,10.06,2.22,6.85,26.01,25.65,19.57,392.79,3.61,275.97,4.78,14-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Aug-2018 - 00:00,0.69,1.14,3.12,1.45,10.42,0.47,2.92,7.93,1.03,4.25,28.23,44.34,25.47,241.16,4.02,277.88,4.26,15-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Aug-2018 - 00:00,0.65,0.69,2.45,1.25,10.97,0.32,1.95,6.23,0.9,3.83,35.52,40.16,24.98,388.15,3.68,279.59,3.05,16-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Aug-2018 - 00:00,0.56,0.87,2.2,1.13,9.63,0.31,2.36,6.43,0.73,3.69,36.02,40.01,26.93,68.78,3.63,282.28,3.2,17-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Aug-2018 - 00:00,0.67,1.53,3.07,1.46,11.02,0.35,3.41,7.43,0.9,4.48,35.99,33.46,26.08,214.76,4.37,277.42,4.41,18-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Aug-2018 - 00:00,0.93,1.17,3.86,1.77,12.38,0.36,2.85,8.2,1.48,5.36,33.66,39.71,21.61,384.12,3.92,277.24,3.78,19-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Aug-2018 - 00:00,0.47,0.62,2.01,1.05,8.67,0.29,3.8,6.77,0.93,4.09,34.24,,15.88,512.67,4.44,278.61,3.87,20-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Aug-2018 - 00:00,0.66,1.04,2.87,1.41,13.37,0.28,2.43,6.96,0.99,4.22,29.05,,16.55,107.75,3.76,279.18,3.31,21-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Aug-2018 - 00:00,1.04,1.63,3.99,1.81,16.26,0.39,3.46,9.71,1.47,6.1,25.05,,17.25,116.61,3.69,276.81,5.1,22-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Aug-2018 - 00:00,0.81,1.91,3.58,1.57,14.09,0.34,2.86,7.47,1.13,4.73,27.32,,18.93,306.3,3.85,276.03,3.9,23-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Aug-2018 - 00:00,0.83,1.88,3.91,1.77,13.5,0.35,2.57,7.16,1.46,4.83,27.99,26.11,22.02,346.01,3.84,277.06,3.85,24-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Aug-2018 - 00:00,1.1,2.29,4.59,2.1,15.18,0.41,2.37,8.87,1.68,5.68,25.16,16.2,15.91,442.08,3.29,277.8,3.93,25-Aug-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
