from date,NO,NO2,NOx,SO2,CO,Ozone,PM10,PM2.5,NH3,AT,RH,WS,VWS,WD,SR,BP,RF,Benzene,Toluene,MP-Xylene,Xylene,Temp,to date,station
07-Nov-2018 - 00:00,10.65,43.87,32.26,9.95,1.04,37.24,64.58,28.33,0.3,32.64,67.17,2.85,0.02,153.64,132.67,757.5,0.0,0.01,0.06,0.1,,27.92,08-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
08-Nov-2018 - 00:00,6.03,49.17,31.24,14.94,0.81,34.59,96.35,43.35,0.77,32.18,67.31,3.4,0.02,127.52,92.44,757.38,0.0,0.01,0.07,0.1,,28.23,09-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
09-Nov-2018 - 00:00,20.63,57.93,47.69,12.42,1.11,27.27,112.94,52.31,2.08,30.92,74.4,2.07,0.03,162.84,86.27,756.49,0.0,0.04,0.11,0.09,0.1,27.54,10-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
10-Nov-2018 - 00:00,16.66,64.0,47.66,18.67,0.83,27.42,115.94,57.35,2.81,30.9,73.68,2.09,0.03,172.22,83.19,756.94,0.0,0.03,0.08,0.09,0.1,27.25,11-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
11-Nov-2018 - 00:00,15.18,66.33,47.62,25.86,1.23,31.24,131.01,69.83,3.58,30.49,72.67,2.03,0.04,158.67,74.91,757.53,0.0,0.08,0.29,0.08,0.1,26.49,12-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
12-Nov-2018 - 00:00,16.9,80.39,56.59,29.89,1.19,32.7,166.57,84.23,3.37,28.9,69.6,2.26,0.03,165.2,70.38,756.65,0.0,0.1,0.4,0.14,0.25,27.73,13-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
13-Nov-2018 - 00:00,20.47,76.63,57.48,29.91,1.14,36.57,173.47,77.23,4.74,28.88,64.56,2.26,-0.0,198.08,85.05,754.95,0.0,0.09,0.3,0.14,0.17,26.86,14-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
14-Nov-2018 - 00:00,16.3,87.3,59.69,35.14,1.49,35.28,155.81,69.65,3.59,31.69,59.14,2.45,0.04,136.11,89.02,754.2,0.0,0.11,0.54,0.27,0.2,28.52,15-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
15-Nov-2018 - 00:00,6.86,64.94,40.45,25.18,1.35,44.48,91.27,37.69,8.14,34.28,56.04,4.69,0.08,80.69,101.58,755.69,0.0,0.07,0.08,0.1,,31.77,16-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
16-Nov-2018 - 00:00,16.59,46.74,38.5,10.54,0.78,17.17,44.9,16.16,8.91,30.96,78.68,4.22,0.0,139.82,58.72,757.14,0.0,0.01,0.06,0.1,0.1,29.13,17-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
17-Nov-2018 - 00:00,13.86,43.18,34.31,6.91,0.87,17.92,47.95,16.32,9.05,30.74,79.94,3.04,0.04,125.89,64.97,756.96,0.01,0.01,0.07,0.1,,27.43,18-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
18-Nov-2018 - 00:00,14.05,35.76,30.45,7.82,0.85,15.7,45.91,19.36,10.77,31.2,79.38,2.91,0.01,118.7,67.42,757.48,0.0,0.01,0.07,0.1,0.1,26.21,19-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
19-Nov-2018 - 00:00,5.48,38.77,25.16,9.34,1.05,23.68,69.06,27.7,10.23,31.41,75.81,3.3,0.04,94.84,70.32,758.93,0.0,0.0,0.04,0.1,,26.78,20-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
20-Nov-2018 - 00:00,3.79,38.3,23.53,12.16,1.07,36.52,100.18,48.9,10.19,31.21,69.77,3.97,0.06,90.46,77.55,759.25,0.0,0.0,0.04,0.1,,23.43,21-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
21-Nov-2018 - 00:00,4.02,48.64,29.43,16.05,0.83,43.94,100.75,48.96,7.73,30.95,68.71,4.81,0.08,83.29,100.71,758.64,0.0,0.02,0.06,0.1,,27.53,22-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
22-Nov-2018 - 00:00,6.57,62.19,38.91,34.47,0.88,39.97,112.39,59.06,6.85,30.6,70.17,3.96,0.12,71.83,72.39,760.78,0.0,0.05,0.17,0.09,,27.64,23-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
23-Nov-2018 - 00:00,11.95,87.35,58.15,13.65,1.43,59.8,112.5,56.0,4.5,34.1,59.5,3.75,0.05,91.0,180.0,761.0,0.0,0.1,0.1,0.1,,33.6,24-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
24-Nov-2018 - 00:00,2.74,79.65,44.59,20.74,1.11,58.17,106.42,51.0,2.17,34.92,46.08,4.37,0.18,60.83,75.67,759.0,0.0,0.03,0.02,0.09,,35.42,25-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
25-Nov-2018 - 00:00,6.43,85.34,50.63,18.93,1.24,47.1,185.89,79.85,3.16,30.79,59.56,2.03,0.02,124.31,91.74,759.5,0.0,0.05,0.1,0.08,0.11,24.19,26-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
26-Nov-2018 - 00:00,9.7,98.2,60.2,17.01,1.41,38.51,185.12,85.51,3.81,28.19,66.86,1.98,0.02,132.4,80.3,759.08,0.0,0.1,0.24,0.09,0.11,26.49,27-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
27-Nov-2018 - 00:00,19.26,105.26,71.63,20.86,1.8,40.85,191.34,94.84,3.83,27.43,68.36,2.4,0.05,109.93,79.27,760.15,0.0,0.11,0.33,0.13,0.15,24.44,28-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
28-Nov-2018 - 00:00,4.5,84.95,48.84,15.24,1.57,43.95,139.32,74.4,2.87,30.72,62.1,3.21,0.05,95.25,114.03,759.52,0.0,0.12,0.18,0.12,0.12,26.7,29-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
29-Nov-2018 - 00:00,3.63,67.27,38.73,19.8,1.84,49.84,96.81,52.46,2.27,33.99,50.81,2.81,0.06,106.85,142.77,760.12,0.0,0.09,0.03,0.1,,29.4,30-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
30-Nov-2018 - 00:00,8.19,84.42,51.56,39.14,0.98,32.17,155.95,62.05,6.23,31.69,55.88,2.19,0.02,147.59,91.45,760.09,0.0,0.06,0.18,0.11,0.13,26.32,01-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
01-Dec-2018 - 00:00,10.0,90.02,56.01,14.12,1.18,23.33,160.21,78.68,4.83,28.71,69.44,1.96,0.02,137.3,63.57,758.91,0.0,0.09,0.5,0.11,0.13,25.06,02-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
02-Dec-2018 - 00:00,3.44,67.56,38.74,13.68,1.13,30.43,123.4,69.95,1.84,28.71,70.59,3.36,0.07,78.04,70.12,757.43,0.0,0.07,0.43,0.08,0.12,24.1,03-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
03-Dec-2018 - 00:00,4.55,69.45,40.64,14.01,1.08,33.99,131.04,75.01,3.62,29.12,69.34,3.62,0.07,80.21,69.27,758.15,0.0,0.09,0.13,0.1,0.1,25.05,04-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
04-Dec-2018 - 00:00,4.18,88.2,50.32,13.57,1.13,32.16,142.71,97.81,1.55,27.91,77.83,3.93,0.08,119.08,36.31,759.39,0.01,0.1,0.12,0.09,0.11,25.07,05-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
05-Dec-2018 - 00:00,4.29,75.97,43.91,14.42,1.68,33.91,137.38,88.9,11.96,30.18,72.12,2.95,0.07,75.26,58.45,757.83,0.01,0.1,0.22,0.1,,25.83,06-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
06-Dec-2018 - 00:00,4.47,87.12,49.97,12.79,1.09,33.47,139.82,87.04,8.14,31.47,73.04,3.29,0.02,123.84,68.18,756.58,0.0,0.09,0.07,0.1,,26.42,07-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
07-Dec-2018 - 00:00,4.56,92.52,52.92,10.85,0.77,28.29,157.47,101.03,6.45,29.91,78.84,3.01,0.03,108.21,57.38,757.29,0.0,0.1,0.11,0.09,,25.15,08-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
08-Dec-2018 - 00:00,5.19,92.8,53.59,11.07,1.42,33.39,173.51,110.51,8.85,29.75,77.95,2.73,0.01,112.56,55.68,758.49,0.0,0.1,0.04,0.1,,25.06,09-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
09-Dec-2018 - 00:00,4.33,74.52,43.17,10.08,1.42,31.61,169.02,111.77,11.05,29.49,76.2,2.6,0.02,122.1,60.28,757.92,0.0,0.06,0.06,0.09,0.1,23.56,10-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
10-Dec-2018 - 00:00,5.9,73.32,43.76,9.6,1.17,28.61,161.97,105.61,14.02,27.9,76.4,2.69,0.0,150.75,50.47,757.59,0.0,0.08,0.04,0.1,0.1,25.26,11-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
11-Dec-2018 - 00:00,5.93,74.68,44.53,11.78,1.21,29.11,162.98,89.99,17.09,27.03,74.72,2.36,-0.01,142.08,54.71,757.84,0.0,0.07,0.05,0.1,0.1,25.3,12-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
12-Dec-2018 - 00:00,5.29,75.43,44.44,13.96,0.86,34.77,158.97,91.08,16.83,28.08,71.15,2.41,0.01,105.85,55.48,757.2,0.0,0.1,0.1,0.1,,27.18,13-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
13-Dec-2018 - 00:00,6.93,79.9,48.15,17.4,0.94,28.23,158.05,77.35,15.34,28.0,67.35,2.72,0.03,93.03,40.1,759.27,0.0,0.1,0.16,0.11,0.14,30.34,14-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
14-Dec-2018 - 00:00,5.11,73.89,43.45,17.66,1.1,32.8,164.89,91.04,16.84,27.42,69.02,3.32,0.05,87.58,65.96,760.08,0.0,0.11,0.29,0.1,0.16,30.14,15-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
15-Dec-2018 - 00:00,3.37,58.35,33.78,24.41,1.1,39.64,175.69,96.29,18.3,27.53,62.48,4.05,0.09,69.07,58.23,760.05,0.0,0.11,0.11,0.1,0.1,29.29,16-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
16-Dec-2018 - 00:00,3.56,49.68,29.31,23.34,0.96,25.77,131.84,76.54,20.9,23.03,77.48,4.12,0.01,205.45,23.45,759.39,0.06,0.06,0.14,0.1,,29.11,17-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
17-Dec-2018 - 00:00,1.99,30.54,17.87,10.71,0.67,18.64,22.61,19.3,21.13,21.24,93.68,6.19,-0.21,291.61,16.78,756.01,2.14,0.0,0.0,0.12,,30.28,18-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
18-Dec-2018 - 00:00,2.17,28.36,16.85,12.55,0.45,17.43,21.54,11.3,22.57,22.67,84.27,4.5,-0.14,300.19,45.81,759.02,0.0,0.0,0.0,0.1,,30.81,19-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
19-Dec-2018 - 00:00,5.25,41.55,26.37,49.69,0.68,19.89,32.28,16.0,22.8,25.7,74.04,3.24,-0.04,220.57,73.17,759.37,0.0,0.0,0.01,0.1,,32.26,20-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
20-Dec-2018 - 00:00,9.04,66.62,42.77,49.48,1.4,20.8,68.36,30.39,20.52,27.19,73.77,1.78,0.01,124.02,60.05,759.52,0.0,0.03,0.07,0.09,0.1,31.03,21-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
21-Dec-2018 - 00:00,6.65,63.61,39.24,29.27,0.88,24.46,86.39,50.18,19.04,26.1,77.03,2.34,0.05,83.57,72.09,759.44,0.0,0.06,0.16,0.09,0.11,30.32,22-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
22-Dec-2018 - 00:00,3.66,56.0,32.77,13.32,1.17,27.31,82.46,55.65,18.04,25.87,79.09,2.72,0.03,115.95,70.88,759.62,0.0,0.07,0.15,0.09,0.1,30.78,23-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
23-Dec-2018 - 00:00,2.78,46.44,26.96,12.25,1.01,33.05,122.76,84.33,19.99,25.73,77.95,2.96,0.07,78.03,67.39,760.16,0.0,0.08,0.2,0.09,0.1,29.6,24-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
24-Dec-2018 - 00:00,5.78,69.18,41.5,43.42,1.37,28.99,144.21,94.84,19.5,26.08,76.8,1.83,0.03,122.64,71.89,759.73,0.0,0.1,0.22,0.09,0.1,29.63,25-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
25-Dec-2018 - 00:00,13.63,77.78,52.45,20.13,1.18,24.98,134.21,91.97,19.52,26.07,78.34,1.53,0.01,125.61,73.05,759.32,0.0,0.1,0.21,0.08,0.11,29.2,26-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
26-Dec-2018 - 00:00,13.37,71.49,48.9,13.17,1.06,25.44,114.11,75.85,18.41,26.9,76.52,2.59,0.0,136.8,75.59,758.2,0.0,0.04,0.04,0.1,,30.28,27-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
27-Dec-2018 - 00:00,5.33,54.5,33.33,10.21,0.93,26.23,91.11,52.59,21.17,27.8,72.59,2.99,0.0,133.95,60.36,757.16,0.0,0.0,0.01,0.1,,29.7,28-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
28-Dec-2018 - 00:00,13.55,69.52,47.99,25.37,0.94,23.11,127.59,73.39,21.72,26.0,73.65,2.55,0.03,163.75,57.02,758.1,0.0,0.07,0.23,0.1,0.1,29.73,29-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
29-Dec-2018 - 00:00,5.54,68.17,40.78,28.84,1.02,24.25,146.41,83.94,21.04,23.72,69.83,2.25,0.03,160.72,74.44,761.24,0.0,0.09,0.19,0.1,0.13,29.06,30-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
30-Dec-2018 - 00:00,4.59,76.08,44.19,32.78,1.33,31.12,154.43,94.95,15.42,24.4,69.66,2.6,0.08,98.26,72.89,762.95,0.0,0.1,0.39,0.09,0.17,29.87,31-Dec-2018 - 00:00,"Secretariat, Amaravati - APPCB"
31-Dec-2018 - 00:00,1.65,56.05,31.15,23.6,1.11,27.4,140.0,91.0,16.8,21.65,68.5,3.75,0.2,50.5,12.0,763.0,0.0,0.1,0.2,0.1,,28.5,01-Jan-2019 - 00:00,"Secretariat, Amaravati - APPCB"
