from date,AT,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
16-Apr-2018 - 00:00,33.11,740.49,407.14,153.9,0.01,35.29,111.42,41.63,199.28,1.21,3.8,21.78,11.02,0.27,,,136.54,,45.22,4.13,17-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Apr-2018 - 00:00,33.45,740.42,304.84,122.49,0.0,33.7,93.31,36.02,152.96,1.3,3.14,16.05,7.35,0.08,,,125.78,,44.69,3.35,18-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Apr-2018 - 00:00,32.69,738.91,239.56,59.23,0.0,28.75,66.81,29.65,111.0,2.61,1.77,10.65,4.28,0.23,,,101.09,,51.95,7.8,19-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Apr-2018 - 00:00,33.81,736.19,322.04,80.03,0.0,30.02,36.01,24.45,108.95,1.94,2.31,14.27,7.45,0.24,,,108.72,,44.36,9.51,20-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Apr-2018 - 00:00,32.17,736.48,307.14,83.64,0.07,35.88,112.14,29.77,217.33,1.99,2.58,14.91,7.47,0.39,,,110.13,,44.03,2.84,21-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Apr-2018 - 00:00,31.23,739.44,335.88,67.11,0.0,35.08,126.24,29.76,121.11,1.7,1.54,11.34,4.07,0.57,,,109.7,476.2,52.46,3.09,22-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Apr-2018 - 00:00,30.72,740.21,223.27,39.11,0.0,25.9,60.06,31.81,105.3,2.73,1.21,8.52,2.9,0.02,,489.06,83.3,452.56,67.3,4.73,23-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Apr-2018 - 00:00,30.94,739.44,266.07,71.67,0.0,25.83,32.45,34.36,90.03,2.04,2.07,10.84,4.7,0.35,,484.0,89.36,469.1,55.76,7.9,24-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Apr-2018 - 00:00,32.39,738.57,323.56,123.55,0.0,26.3,44.71,32.08,124.8,1.41,3.19,14.63,7.23,0.22,,,112.98,490.67,53.09,6.12,25-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Apr-2018 - 00:00,33.75,736.43,372.95,150.65,0.0,29.44,64.42,34.93,199.39,1.13,3.42,16.98,8.68,0.18,,,125.09,,64.18,2.21,26-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Apr-2018 - 00:00,33.07,735.72,451.88,205.66,0.01,37.85,81.66,35.7,262.72,1.88,2.89,16.87,7.96,0.42,,,112.84,,62.74,6.49,27-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Apr-2018 - 00:00,32.32,739.3,281.48,72.84,0.01,48.5,44.3,40.69,266.57,2.19,1.73,11.22,5.08,0.36,,428.37,72.66,423.5,63.35,6.8,28-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Apr-2018 - 00:00,32.38,739.09,247.1,80.0,0.0,45.16,41.23,38.85,260.24,1.86,2.01,14.04,5.7,0.26,,432.09,73.56,422.51,62.82,8.08,29-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Apr-2018 - 00:00,32.7,735.64,261.95,103.12,0.0,47.85,42.99,47.4,230.65,1.81,1.64,10.63,3.36,0.32,,439.05,68.87,401.15,75.14,4.4,30-Apr-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Apr-2018 - 00:00,31.38,734.79,191.89,55.36,0.0,47.04,41.08,44.86,266.45,1.89,1.37,12.05,4.11,0.25,,388.79,57.19,361.26,81.38,4.1,01-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-May-2018 - 00:00,30.83,738.18,150.65,42.24,0.0,53.3,43.01,40.76,273.04,2.25,1.18,9.46,3.24,0.69,,308.74,42.99,273.68,76.61,2.95,02-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-May-2018 - 00:00,29.98,739.12,183.17,55.33,0.01,55.12,42.07,39.26,232.27,2.36,1.15,7.97,2.48,0.2,,279.7,39.34,248.32,65.16,3.92,03-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-May-2018 - 00:00,28.71,740.41,151.54,51.62,0.0,58.6,24.81,46.29,260.64,2.48,1.2,9.64,3.47,0.26,,306.21,44.53,272.64,55.69,9.2,04-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-May-2018 - 00:00,29.84,740.12,104.69,47.64,0.07,57.16,28.89,43.93,251.99,1.56,1.57,11.98,5.04,0.44,,306.34,47.5,274.33,55.33,7.14,05-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-May-2018 - 00:00,33.08,738.67,213.01,84.7,0.0,46.38,91.12,43.01,213.76,1.24,2.23,13.18,6.23,1.43,,322.02,52.42,291.98,57.51,3.65,06-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-May-2018 - 00:00,33.22,738.56,261.34,111.03,0.0,44.23,93.77,38.76,185.08,1.59,2.39,11.84,5.78,0.34,,350.12,56.83,313.84,54.04,3.66,07-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-May-2018 - 00:00,34.33,736.54,203.62,64.86,0.0,34.72,19.9,44.89,113.25,1.75,1.9,10.27,4.45,0.16,,417.33,64.38,386.7,65.04,3.17,08-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-May-2018 - 00:00,31.31,737.14,225.85,53.7,0.0,40.99,56.64,48.73,131.46,2.39,1.41,10.64,4.3,0.79,,478.59,65.91,446.57,65.43,11.47,09-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-May-2018 - 00:00,30.65,739.15,124.02,38.29,0.0,39.91,32.74,44.31,110.17,1.91,1.11,9.23,2.99,0.32,,437.88,75.54,462.24,84.41,3.8,10-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-May-2018 - 00:00,31.93,740.31,224.76,97.05,0.0,41.68,36.84,42.0,108.93,1.39,2.37,12.04,5.05,0.1,,470.33,79.0,434.78,77.79,5.33,11-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-May-2018 - 00:00,37.62,735.11,412.63,217.29,0.0,29.97,33.89,21.72,170.24,1.33,3.14,18.44,10.74,0.58,41.3,434.17,94.15,381.18,73.9,19.06,12-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-May-2018 - 00:00,33.38,736.93,319.08,123.79,0.0,51.0,20.53,28.98,265.6,1.83,2.69,13.67,6.75,2.37,,352.24,68.28,333.42,61.23,4.45,13-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-May-2018 - 00:00,32.51,737.41,254.94,70.25,0.01,54.93,24.78,40.15,215.98,2.42,1.12,7.84,2.36,0.34,1.13,233.37,34.83,208.25,71.59,8.28,14-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-May-2018 - 00:00,29.13,738.76,113.78,47.86,0.01,57.11,9.21,42.16,166.74,1.62,1.05,9.14,3.16,2.14,,265.12,41.76,237.75,70.0,4.65,15-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-May-2018 - 00:00,31.55,737.44,142.41,56.91,0.0,56.2,33.08,37.77,178.24,1.73,1.33,9.64,3.61,0.2,,255.85,40.79,229.7,71.16,2.69,16-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-May-2018 - 00:00,33.61,735.56,239.82,92.41,0.0,47.43,28.69,40.05,198.3,1.54,1.76,10.21,4.06,0.86,,251.35,43.22,227.34,65.55,6.18,17-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-May-2018 - 00:00,33.55,735.71,241.96,95.97,0.0,54.32,15.2,33.47,181.17,1.62,1.99,10.76,4.5,0.21,,257.81,45.12,233.6,64.07,7.14,18-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-May-2018 - 00:00,34.26,735.71,212.52,79.5,0.0,53.2,21.31,53.98,167.31,1.63,1.5,9.88,3.32,1.58,1.88,204.55,37.39,186.19,61.05,4.99,19-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-May-2018 - 00:00,34.44,735.34,335.7,118.74,0.01,43.95,28.22,48.82,143.69,1.35,2.03,10.09,3.71,1.42,85.78,158.4,102.9,181.64,71.65,8.22,20-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-May-2018 - 00:00,34.79,736.2,351.11,102.35,0.0,37.61,5.91,51.45,137.71,1.79,1.79,8.72,3.4,0.63,56.48,8.6,80.44,49.78,73.24,35.98,21-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-May-2018 - 00:00,36.11,736.1,267.39,96.77,0.0,27.77,3.88,54.19,103.93,2.08,1.61,8.76,3.2,0.26,71.16,4.67,100.65,57.33,86.72,32.0,22-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-May-2018 - 00:00,36.07,735.53,298.4,105.11,0.0,34.61,19.32,55.12,150.89,1.64,1.91,9.16,3.42,0.45,57.49,5.25,82.2,47.99,82.0,38.75,23-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-May-2018 - 00:00,35.6,734.81,265.35,101.25,0.0,54.7,109.3,58.52,209.6,1.69,1.74,9.96,3.8,0.16,33.78,7.41,66.33,41.3,45.78,17.53,24-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-May-2018 - 00:00,34.63,734.11,237.73,82.8,0.0,47.83,107.47,58.9,203.5,1.78,1.4,8.88,3.23,0.16,24.28,5.01,63.04,37.6,59.76,19.21,25-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-May-2018 - 00:00,34.85,734.02,240.44,72.62,0.0,37.79,5.29,49.55,157.69,1.92,1.66,8.37,2.77,0.7,34.83,5.09,74.3,43.66,80.2,28.36,26-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-May-2018 - 00:00,37.3,732.92,285.64,91.49,0.0,23.08,8.54,53.12,136.19,1.41,2.3,11.37,5.07,0.83,61.99,20.63,103.1,71.61,82.68,41.68,27-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-May-2018 - 00:00,35.91,733.1,299.58,120.12,0.0,35.33,7.75,54.37,215.06,1.63,2.23,11.62,5.48,0.09,55.71,20.43,95.18,67.24,72.02,46.15,28-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-May-2018 - 00:00,35.92,731.15,317.91,129.86,0.0,42.33,99.49,57.42,198.0,1.4,2.2,11.36,4.88,0.66,42.09,10.6,83.81,53.2,62.05,40.63,29-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-May-2018 - 00:00,33.31,731.44,297.54,79.75,0.0,51.32,136.9,57.51,244.52,2.42,1.41,8.76,3.31,0.01,26.51,6.25,64.17,39.21,67.94,19.75,30-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-May-2018 - 00:00,32.28,733.16,153.88,46.73,0.0,52.43,140.12,55.42,243.88,2.37,1.08,8.68,2.86,0.31,26.21,3.92,59.06,34.61,81.99,14.3,31-May-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-May-2018 - 00:00,34.77,734.62,189.34,66.91,0.0,50.85,131.82,53.12,225.49,1.82,1.34,8.58,3.11,0.26,19.38,5.2,61.96,37.19,67.82,17.21,01-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Jun-2018 - 00:00,31.98,736.85,161.3,39.78,0.33,56.74,138.0,52.28,233.04,3.09,0.81,6.76,2.08,0.22,16.51,2.88,54.54,31.36,78.85,14.51,02-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Jun-2018 - 00:00,30.15,735.31,171.88,125.88,0.0,64.83,69.86,51.63,238.6,1.85,0.89,8.19,3.22,0.73,23.35,4.8,61.56,34.49,49.57,21.02,03-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Jun-2018 - 00:00,32.34,734.25,117.91,52.27,0.0,60.75,132.22,55.98,236.77,1.58,1.04,8.87,3.21,0.43,15.09,8.69,76.76,47.9,57.48,13.32,04-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Jun-2018 - 00:00,34.43,733.67,229.65,64.15,0.0,58.45,113.79,,247.64,1.91,1.25,10.23,4.28,0.4,15.26,9.87,78.24,49.64,49.53,16.27,05-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Jun-2018 - 00:00,35.19,735.71,167.9,61.14,0.0,56.3,46.4,,245.52,2.1,0.98,9.32,3.02,0.44,14.42,8.72,70.32,44.49,49.88,15.79,06-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Jun-2018 - 00:00,30.99,736.95,210.93,129.16,0.03,69.86,32.73,,178.78,1.66,1.34,10.75,4.54,0.67,16.01,13.79,72.81,49.32,31.31,19.35,07-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Jun-2018 - 00:00,34.73,732.73,262.34,155.94,0.0,61.32,27.08,,207.27,1.13,1.64,13.33,4.88,0.69,20.85,20.14,69.8,53.53,41.67,32.74,08-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Jun-2018 - 00:00,33.38,730.65,136.33,55.57,0.0,65.53,28.6,,241.67,2.36,0.94,8.04,2.7,0.76,42.52,8.07,32.98,24.1,36.16,14.65,09-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Jun-2018 - 00:00,32.32,729.41,119.22,46.3,0.0,68.62,26.9,,194.76,2.06,0.98,9.73,3.41,0.34,37.14,10.94,30.92,25.34,37.13,23.03,10-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Jun-2018 - 00:00,31.29,729.48,139.47,58.0,0.0,65.73,31.86,,138.94,1.49,1.16,9.65,3.66,0.66,34.05,11.38,41.13,31.12,42.45,20.22,11-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Jun-2018 - 00:00,35.07,726.61,209.6,85.39,0.03,60.88,32.73,,108.81,1.64,1.71,10.41,4.45,0.26,41.67,18.77,51.16,42.48,50.28,21.8,12-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Jun-2018 - 00:00,37.1,724.1,337.42,123.74,0.0,48.69,23.48,53.07,66.75,2.08,1.44,9.8,2.95,0.63,43.36,1.89,46.2,25.15,62.63,42.04,13-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Jun-2018 - 00:00,37.44,724.14,820.31,164.89,0.0,47.22,43.01,54.13,100.5,2.18,1.51,10.19,3.17,0.34,44.61,10.37,40.0,29.71,38.07,32.06,14-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Jun-2018 - 00:00,35.8,726.58,731.32,120.51,0.0,50.28,39.18,,166.1,2.07,1.06,8.93,2.9,0.71,39.28,10.61,39.4,29.59,42.84,15.69,15-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Jun-2018 - 00:00,33.18,729.44,481.97,99.39,0.0,61.96,39.14,,214.69,1.7,1.0,9.21,3.12,0.34,41.64,11.34,29.62,24.97,31.26,16.26,16-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Jun-2018 - 00:00,32.71,731.49,396.54,98.15,0.0,64.17,40.18,,171.28,1.45,1.0,8.35,2.48,0.42,40.46,9.98,30.07,24.1,21.9,11.21,17-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Jun-2018 - 00:00,32.23,732.49,254.15,71.2,0.0,57.92,32.23,50.46,119.42,2.02,0.81,7.6,1.92,0.19,36.03,11.14,27.33,23.59,34.62,12.25,18-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Jun-2018 - 00:00,35.54,731.84,270.88,117.09,0.0,51.21,6.12,32.97,88.32,2.46,0.86,8.08,2.84,0.85,38.33,1.59,30.34,16.51,60.96,28.82,19-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Jun-2018 - 00:00,33.89,732.08,166.03,52.99,0.0,58.17,148.02,47.25,83.14,2.12,0.83,8.06,2.19,0.42,36.8,9.63,32.79,25.28,57.71,12.61,20-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Jun-2018 - 00:00,32.36,733.0,161.44,59.78,0.0,61.44,23.0,37.42,88.72,1.43,0.87,8.73,2.21,0.0,36.41,1.28,47.21,26.14,50.76,30.66,21-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Jun-2018 - 00:00,39.45,733.0,235.75,62.75,0.0,46.75,143.25,,203.75,1.08,1.12,9.12,3.25,0.71,58.7,174.8,18.4,151.9,64.28,15.05,24-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Jun-2018 - 00:00,,,311.33,63.1,0.0,,36.47,45.25,,,1.66,10.71,4.77,0.61,51.28,2.16,55.41,31.24,59.74,20.34,26-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Jun-2018 - 00:00,,,250.02,62.55,0.0,,33.98,46.93,,,0.96,8.82,2.48,0.16,48.14,10.32,32.42,25.63,45.76,20.02,27-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Jun-2018 - 00:00,34.4,730.95,166.27,157.2,0.0,59.9,24.89,30.72,246.0,2.68,0.53,7.95,2.28,0.27,41.01,12.74,22.62,22.37,52.27,10.7,28-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Jun-2018 - 00:00,32.54,732.89,90.66,328.18,0.0,67.47,116.58,16.37,254.29,2.2,0.65,9.04,2.53,0.09,40.62,1.79,30.49,17.68,25.11,19.45,29-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Jun-2018 - 00:00,33.16,733.36,97.96,26.23,0.0,64.3,230.71,18.68,243.55,2.7,0.39,7.05,2.27,0.28,31.98,10.08,23.94,20.93,31.07,10.8,30-Jun-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Jun-2018 - 00:00,32.39,733.39,124.76,52.74,0.06,71.29,172.43,28.47,245.82,1.31,0.53,9.22,3.74,0.77,35.49,13.87,41.35,37.16,18.47,8.27,01-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Jul-2018 - 00:00,32.13,731.66,111.29,54.96,0.0,76.3,148.83,45.67,181.44,1.3,0.35,7.77,2.74,0.25,43.36,14.04,33.37,29.16,17.86,4.77,02-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Jul-2018 - 00:00,30.66,729.81,94.3,41.39,0.18,79.82,147.32,35.23,174.61,1.82,0.46,7.19,2.19,0.2,43.27,10.75,30.78,25.11,22.48,5.54,03-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Jul-2018 - 00:00,30.65,730.8,85.55,45.29,0.17,75.24,149.19,18.93,194.64,1.16,1.46,8.51,2.78,0.44,34.97,11.89,35.79,28.7,35.04,10.2,04-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Jul-2018 - 00:00,30.93,730.88,86.83,42.8,0.08,74.74,124.82,16.46,149.03,1.63,1.06,8.16,3.05,0.23,35.29,10.67,30.61,24.96,32.83,10.05,05-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Jul-2018 - 00:00,33.43,731.54,127.38,48.31,0.0,67.49,157.38,17.87,85.09,1.89,0.59,7.77,2.74,0.21,36.36,9.72,29.56,23.62,33.55,10.74,06-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Jul-2018 - 00:00,33.58,731.85,152.7,55.28,0.01,64.39,146.64,42.72,81.19,1.99,0.42,6.99,2.49,0.4,57.57,10.49,35.37,27.34,33.53,7.24,07-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Jul-2018 - 00:00,34.77,731.3,160.49,65.98,0.0,61.47,136.14,41.33,87.74,1.47,0.51,7.32,2.61,0.32,65.44,9.42,37.15,27.42,48.47,11.64,08-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Jul-2018 - 00:00,35.22,730.54,198.9,82.82,0.0,63.5,133.18,28.59,217.17,1.26,0.54,7.27,2.38,0.21,63.2,9.38,33.12,25.24,50.54,8.54,09-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Jul-2018 - 00:00,32.45,731.42,130.02,62.02,0.0,76.41,132.46,32.79,225.9,2.0,0.53,8.48,3.58,0.31,55.5,11.07,23.27,21.37,14.19,7.64,10-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Jul-2018 - 00:00,33.38,731.79,249.79,300.95,0.0,69.38,244.36,8.63,230.33,1.95,0.71,8.36,3.57,0.83,38.86,5.28,25.78,16.11,14.11,9.15,11-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Jul-2018 - 00:00,30.73,729.8,154.82,113.07,0.02,79.0,103.7,,255.95,2.06,0.4,8.3,2.79,1.32,43.31,8.04,22.72,16.75,13.37,16.01,13-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Jul-2018 - 00:00,30.52,730.94,56.0,20.32,0.01,80.08,127.09,23.44,219.74,1.46,0.61,9.33,4.01,0.28,40.87,12.01,25.67,23.42,14.97,8.74,14-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Jul-2018 - 00:00,30.42,730.88,76.33,43.75,0.64,81.9,277.61,16.89,219.34,1.36,0.94,9.51,3.57,1.01,41.41,23.86,27.1,33.82,15.87,13.61,15-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Jul-2018 - 00:00,32.25,730.61,88.74,38.65,0.0,76.54,527.28,27.34,231.35,1.72,0.69,8.31,2.53,0.63,44.8,9.8,15.39,15.95,18.67,9.67,16-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Jul-2018 - 00:00,32.76,731.44,76.96,25.7,0.0,73.47,524.56,27.04,236.65,1.91,0.76,8.91,3.15,0.7,45.51,9.92,17.68,17.25,16.72,7.2,17-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Jul-2018 - 00:00,34.52,731.78,76.96,25.42,0.0,66.9,519.52,26.24,243.75,1.73,0.79,9.45,3.47,0.69,51.78,9.8,13.66,15.18,17.42,4.88,18-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Jul-2018 - 00:00,33.72,732.42,87.69,29.48,0.0,69.92,521.6,26.6,231.71,1.78,0.79,9.49,3.46,0.46,46.18,14.44,19.17,21.68,17.3,8.44,19-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Jul-2018 - 00:00,34.45,731.94,99.12,34.05,0.0,68.2,521.74,26.73,234.54,1.76,1.38,9.69,3.78,0.85,48.94,10.67,20.88,19.44,17.06,7.67,20-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Jul-2018 - 00:00,33.3,731.11,94.82,35.72,0.0,71.82,523.4,27.19,201.04,1.62,1.09,9.67,2.88,0.89,47.44,8.82,15.92,15.57,17.22,14.29,21-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Jul-2018 - 00:00,31.57,731.7,96.01,41.38,0.0,75.96,523.26,27.05,211.68,1.48,0.93,9.77,3.14,0.93,41.03,12.73,16.7,19.2,11.74,16.39,22-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Jul-2018 - 00:00,31.12,732.29,66.0,32.23,0.02,79.06,519.28,26.1,208.46,1.69,0.79,9.01,2.96,0.89,38.61,11.69,16.68,18.35,12.45,4.91,23-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Jul-2018 - 00:00,32.08,732.14,73.48,30.48,0.0,74.08,522.31,26.73,202.12,1.59,0.97,9.96,3.43,0.86,40.96,11.86,15.02,17.58,13.21,10.78,24-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Jul-2018 - 00:00,33.59,732.25,104.18,47.08,0.0,68.28,526.08,27.53,165.9,1.26,0.84,10.02,2.5,0.84,47.24,9.86,15.29,16.11,16.95,19.88,25-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Jul-2018 - 00:00,30.27,732.1,56.62,31.39,0.44,82.96,528.68,28.06,246.31,1.29,0.78,10.77,3.15,1.2,45.13,9.36,15.2,15.59,13.32,6.99,26-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Jul-2018 - 00:00,28.66,731.77,70.99,53.08,0.97,88.66,536.32,29.29,214.92,1.51,1.01,11.4,4.13,0.77,37.31,12.92,17.57,19.82,15.59,8.49,27-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Jul-2018 - 00:00,28.98,730.81,42.22,22.48,0.11,86.68,533.66,28.72,230.8,2.04,0.72,9.19,3.3,0.91,31.46,12.7,10.58,15.81,16.95,5.46,28-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Jul-2018 - 00:00,27.79,731.46,38.04,23.9,0.78,90.6,531.53,28.77,271.78,2.25,0.61,8.46,2.88,0.83,30.83,10.33,14.49,15.89,15.25,5.34,29-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Jul-2018 - 00:00,29.55,731.97,56.34,35.33,0.0,84.73,531.23,28.96,144.61,1.72,0.8,8.29,2.95,1.33,29.31,10.11,15.86,16.43,21.87,7.33,30-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Jul-2018 - 00:00,29.21,732.22,79.99,36.26,0.0,84.46,532.94,29.19,181.71,1.35,0.7,8.35,2.69,0.57,34.68,15.45,15.89,20.73,31.46,5.98,31-Jul-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Jul-2018 - 00:00,28.43,731.44,107.59,54.35,0.0,88.84,534.14,29.29,219.8,0.98,1.04,10.31,3.9,1.02,54.8,14.46,22.88,23.89,14.11,6.06,01-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Aug-2018 - 00:00,29.44,731.91,127.95,61.84,0.0,86.21,532.56,29.07,261.15,1.11,1.02,10.28,4.06,1.06,54.8,11.66,18.96,19.33,16.19,9.47,02-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
