from date,CO,PM10,NO,NO2,NOx,SO2,to date,station
10-Jul-2018 - 00:00,1.27,,9.3,9.37,18.67,7.75,11-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
11-Jul-2018 - 00:00,1.04,80.51,10.61,20.98,31.58,8.0,12-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
12-Jul-2018 - 00:00,2.11,118.23,8.54,9.03,17.57,8.0,13-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
13-Jul-2018 - 00:00,1.41,65.91,8.9,9.95,18.81,7.92,14-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Jul-2018 - 00:00,1.35,,7.71,8.98,16.69,,15-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Jul-2018 - 00:00,,,,,,,16-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Jul-2018 - 00:00,1.62,,8.87,15.35,24.22,,17-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Jul-2018 - 00:00,1.36,,1.61,1.67,2.75,,18-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Jul-2018 - 00:00,1.38,,1.15,3.17,2.96,,19-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Jul-2018 - 00:00,1.43,,6.13,23.6,21.79,,20-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Jul-2018 - 00:00,2.02,53.47,14.05,27.12,18.4,10.58,21-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Jul-2018 - 00:00,2.41,125.16,14.08,27.1,18.39,10.58,22-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Jul-2018 - 00:00,2.41,125.02,14.06,27.13,18.4,10.58,23-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Jul-2018 - 00:00,0.86,91.75,14.1,27.07,2.69,8.28,24-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Jul-2018 - 00:00,1.66,72.91,,,,6.6,25-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Jul-2018 - 00:00,1.44,68.0,28.4,73.72,101.25,4.95,26-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Jul-2018 - 00:00,1.43,92.29,47.83,101.18,149.01,2.29,27-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Jul-2018 - 00:00,1.3,101.27,24.03,81.96,105.98,11.29,28-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Jul-2018 - 00:00,1.44,105.28,,,,0.2,29-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Jul-2018 - 00:00,1.28,82.93,,,,,30-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Jul-2018 - 00:00,1.4,94.71,,,,,31-Jul-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
31-Jul-2018 - 00:00,1.26,99.66,11.56,58.45,69.19,2.71,01-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
01-Aug-2018 - 00:00,1.29,133.63,31.34,37.48,68.38,4.09,02-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
02-Aug-2018 - 00:00,1.25,120.76,34.76,30.75,63.94,6.94,03-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
03-Aug-2018 - 00:00,1.24,134.09,36.75,23.96,59.03,3.94,04-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
04-Aug-2018 - 00:00,1.19,164.03,47.65,19.92,63.49,7.9,05-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
05-Aug-2018 - 00:00,1.08,110.96,24.31,18.85,41.46,5.93,06-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
06-Aug-2018 - 00:00,1.25,128.91,14.69,45.21,53.55,9.71,07-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
07-Aug-2018 - 00:00,1.28,93.03,19.84,34.26,53.95,7.98,08-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
08-Aug-2018 - 00:00,1.33,69.94,8.58,26.26,34.54,6.89,09-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
09-Aug-2018 - 00:00,1.2,72.7,7.8,31.72,36.05,7.01,10-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
10-Aug-2018 - 00:00,1.24,64.74,,,,9.84,11-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
11-Aug-2018 - 00:00,1.3,60.28,89.75,52.36,142.12,8.97,12-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
12-Aug-2018 - 00:00,1.24,38.32,,,,7.84,13-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
13-Aug-2018 - 00:00,1.31,70.64,11.75,91.1,80.54,7.17,14-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Aug-2018 - 00:00,1.22,45.72,7.11,36.62,41.07,7.97,15-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Aug-2018 - 00:00,1.34,57.73,,,,8.58,16-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Aug-2018 - 00:00,1.46,49.13,,,,8.92,17-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Aug-2018 - 00:00,1.54,118.16,3.49,12.85,16.31,7.77,18-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Aug-2018 - 00:00,1.36,121.4,2.82,6.91,9.71,7.36,19-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Aug-2018 - 00:00,1.27,78.29,5.04,14.71,19.61,7.15,20-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Aug-2018 - 00:00,1.32,142.63,7.68,27.61,35.3,7.4,21-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Aug-2018 - 00:00,1.28,136.15,7.82,27.92,35.74,8.88,22-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Aug-2018 - 00:00,1.31,113.77,12.94,27.75,40.69,11.72,23-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Aug-2018 - 00:00,1.34,75.02,17.4,18.32,35.71,8.07,24-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Aug-2018 - 00:00,1.34,92.16,16.07,17.62,33.69,10.55,25-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Aug-2018 - 00:00,1.24,104.27,14.11,17.29,31.39,12.93,26-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Aug-2018 - 00:00,1.3,78.12,20.3,13.62,33.93,10.76,27-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Aug-2018 - 00:00,1.24,109.56,16.63,16.94,33.57,9.57,28-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Aug-2018 - 00:00,1.15,93.59,17.46,20.49,37.95,8.49,29-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Aug-2018 - 00:00,1.38,81.85,17.66,14.82,32.48,8.05,30-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Aug-2018 - 00:00,1.3,83.87,16.41,15.42,31.83,6.83,31-Aug-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
31-Aug-2018 - 00:00,1.28,90.13,12.86,15.0,27.86,8.9,01-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
01-Sep-2018 - 00:00,1.37,131.0,16.12,16.08,32.2,8.91,02-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
02-Sep-2018 - 00:00,1.21,75.25,7.45,12.45,19.9,12.91,03-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
03-Sep-2018 - 00:00,1.34,132.69,9.82,17.1,26.92,11.22,04-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
04-Sep-2018 - 00:00,1.31,129.98,12.23,18.64,30.87,5.64,05-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
05-Sep-2018 - 00:00,1.24,118.51,9.86,17.34,27.2,5.87,06-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
06-Sep-2018 - 00:00,1.29,99.75,8.97,22.47,31.44,6.61,07-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
07-Sep-2018 - 00:00,1.22,96.43,8.46,22.33,30.8,8.41,08-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
08-Sep-2018 - 00:00,1.26,93.31,10.44,25.62,36.02,8.68,09-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
09-Sep-2018 - 00:00,1.34,107.75,10.57,32.82,43.37,8.16,10-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
10-Sep-2018 - 00:00,1.32,97.88,6.67,26.6,33.35,6.24,11-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
11-Sep-2018 - 00:00,1.23,122.67,9.32,34.74,44.05,6.65,12-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
12-Sep-2018 - 00:00,1.21,136.66,16.56,41.27,57.82,7.34,13-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
13-Sep-2018 - 00:00,1.15,137.19,13.46,38.06,51.51,11.09,14-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Sep-2018 - 00:00,1.15,134.64,14.74,44.53,59.27,8.25,15-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Sep-2018 - 00:00,1.24,78.81,13.7,38.28,53.13,7.11,16-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Sep-2018 - 00:00,1.07,79.23,17.49,36.98,54.74,9.78,17-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Sep-2018 - 00:00,1.13,64.28,13.45,29.74,43.19,8.66,18-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Sep-2018 - 00:00,1.17,88.18,7.37,19.19,26.55,6.54,19-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Sep-2018 - 00:00,1.19,98.12,7.28,21.08,28.36,8.02,20-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Sep-2018 - 00:00,1.19,99.7,8.81,24.98,33.76,8.72,21-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Sep-2018 - 00:00,1.28,122.62,17.88,37.42,54.82,6.73,22-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Sep-2018 - 00:00,1.14,125.71,14.58,34.7,49.28,11.29,23-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Sep-2018 - 00:00,1.33,149.49,23.53,53.95,77.48,6.26,24-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Sep-2018 - 00:00,1.25,77.15,15.27,39.16,54.42,5.55,25-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Sep-2018 - 00:00,1.33,84.35,26.0,48.7,74.69,7.13,26-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Sep-2018 - 00:00,1.19,78.97,15.94,43.47,59.41,6.51,27-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Sep-2018 - 00:00,1.19,108.76,22.04,48.18,70.21,9.76,28-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Sep-2018 - 00:00,1.29,142.52,35.52,60.03,95.63,6.58,29-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Sep-2018 - 00:00,1.42,143.79,48.65,70.2,118.82,8.77,30-Sep-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Sep-2018 - 00:00,1.19,113.89,33.97,53.99,87.96,6.08,01-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
01-Oct-2018 - 00:00,1.32,141.06,36.73,60.65,97.38,10.39,02-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
02-Oct-2018 - 00:00,1.31,118.06,31.69,49.96,81.65,8.27,03-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
03-Oct-2018 - 00:00,1.19,105.72,26.9,44.35,71.26,8.27,04-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
04-Oct-2018 - 00:00,1.19,89.69,32.88,47.39,80.28,6.56,05-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
05-Oct-2018 - 00:00,1.23,72.33,29.86,40.72,70.58,8.39,06-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
06-Oct-2018 - 00:00,1.29,121.97,46.87,62.4,109.25,10.31,07-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
07-Oct-2018 - 00:00,1.27,152.53,40.43,63.47,103.87,8.93,08-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
08-Oct-2018 - 00:00,1.27,180.16,27.05,53.55,80.42,8.54,09-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
09-Oct-2018 - 00:00,1.21,158.84,32.92,63.28,95.8,10.9,10-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
10-Oct-2018 - 00:00,1.16,164.87,23.2,52.07,75.26,9.54,11-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
11-Oct-2018 - 00:00,1.2,175.7,20.07,56.14,76.26,5.89,12-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
12-Oct-2018 - 00:00,1.17,187.93,68.49,105.89,144.97,9.52,13-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
13-Oct-2018 - 00:00,0.95,222.47,25.24,59.88,85.11,7.75,14-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Oct-2018 - 00:00,1.23,137.06,20.04,48.07,68.11,8.04,15-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Oct-2018 - 00:00,1.31,127.32,20.64,48.02,68.64,11.25,16-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Oct-2018 - 00:00,1.23,181.24,28.06,59.58,87.64,7.59,17-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Oct-2018 - 00:00,1.16,93.93,18.48,38.73,57.21,9.24,18-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Oct-2018 - 00:00,1.27,100.74,26.16,53.8,79.95,7.6,19-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Oct-2018 - 00:00,1.25,135.76,25.73,51.25,76.97,7.36,20-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Oct-2018 - 00:00,1.25,185.58,32.24,65.44,97.68,7.73,21-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Oct-2018 - 00:00,1.23,213.73,47.98,83.79,131.77,7.68,22-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Oct-2018 - 00:00,1.26,218.23,60.46,102.81,163.27,5.37,23-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Oct-2018 - 00:00,,,,,,,24-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Oct-2018 - 00:00,1.22,195.34,34.85,81.35,116.2,7.7,25-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Oct-2018 - 00:00,1.18,188.59,28.2,64.98,93.18,6.08,26-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Oct-2018 - 00:00,1.34,189.34,34.04,74.07,108.11,6.43,27-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Oct-2018 - 00:00,1.43,167.99,30.64,89.78,120.41,8.23,28-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Oct-2018 - 00:00,1.0,122.7,15.15,65.74,80.89,4.89,29-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Oct-2018 - 00:00,1.38,140.89,22.67,87.73,110.4,10.27,30-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Oct-2018 - 00:00,1.14,147.92,27.51,99.1,126.61,9.66,31-Oct-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
31-Oct-2018 - 00:00,1.23,139.16,21.46,75.32,96.78,7.75,01-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
01-Nov-2018 - 00:00,1.19,96.02,26.27,59.33,85.5,16.13,02-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
02-Nov-2018 - 00:00,1.01,82.28,15.79,37.78,53.7,2.99,03-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
03-Nov-2018 - 00:00,1.4,104.05,24.25,59.4,83.65,8.42,04-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
04-Nov-2018 - 00:00,1.49,127.44,18.26,45.48,63.74,8.05,05-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
05-Nov-2018 - 00:00,2.33,151.7,22.68,55.1,77.78,9.13,06-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
06-Nov-2018 - 00:00,2.43,151.97,20.0,50.96,70.96,9.25,07-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
07-Nov-2018 - 00:00,2.49,162.26,19.81,54.28,74.02,8.82,08-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
08-Nov-2018 - 00:00,1.01,127.93,18.11,51.86,69.97,8.48,09-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
09-Nov-2018 - 00:00,1.69,93.85,19.37,56.8,76.17,9.39,10-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
10-Nov-2018 - 00:00,1.57,87.26,20.57,57.03,77.6,7.23,11-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
11-Nov-2018 - 00:00,1.4,101.54,20.0,53.83,73.83,7.61,12-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
12-Nov-2018 - 00:00,1.43,153.92,18.56,52.99,71.56,7.31,13-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
13-Nov-2018 - 00:00,1.43,114.98,14.18,47.82,62.0,7.12,14-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Nov-2018 - 00:00,1.51,180.06,27.09,69.75,96.84,7.75,15-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Nov-2018 - 00:00,1.35,144.2,15.16,43.47,58.63,7.4,16-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Nov-2018 - 00:00,1.47,107.13,13.34,39.64,52.97,7.41,17-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Nov-2018 - 00:00,1.65,163.24,7.39,24.22,31.6,7.16,18-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Nov-2018 - 00:00,1.62,139.15,6.29,18.03,24.25,5.74,19-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Nov-2018 - 00:00,1.59,103.58,7.07,18.2,25.19,7.22,20-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Nov-2018 - 00:00,1.58,113.35,6.81,16.7,23.5,6.17,21-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Nov-2018 - 00:00,1.53,106.46,2.9,10.41,13.29,7.05,22-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Nov-2018 - 00:00,,,,,,,23-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Nov-2018 - 00:00,1.64,69.01,10.72,22.24,32.82,7.6,24-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Nov-2018 - 00:00,1.64,154.93,8.09,16.92,23.4,5.98,25-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Nov-2018 - 00:00,1.55,180.82,2.15,6.67,8.7,5.72,26-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Nov-2018 - 00:00,1.62,207.01,2.59,10.99,13.41,6.88,27-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Nov-2018 - 00:00,1.6,174.03,10.98,26.65,35.76,6.06,28-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Nov-2018 - 00:00,1.61,154.15,25.57,21.12,46.69,5.81,29-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Nov-2018 - 00:00,1.6,141.04,28.61,18.24,46.86,5.36,30-Nov-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Nov-2018 - 00:00,1.61,106.96,30.52,22.69,53.2,5.34,01-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
01-Dec-2018 - 00:00,1.58,157.67,30.82,23.08,53.9,5.34,02-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
02-Dec-2018 - 00:00,1.6,119.79,27.46,21.2,48.65,5.71,03-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
03-Dec-2018 - 00:00,1.61,128.85,29.26,20.72,49.98,6.07,04-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
04-Dec-2018 - 00:00,1.6,104.44,31.22,19.19,50.42,5.55,05-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
05-Dec-2018 - 00:00,1.6,155.08,31.49,15.73,47.23,5.29,06-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
06-Dec-2018 - 00:00,1.56,135.58,26.97,16.34,43.31,5.72,07-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
07-Dec-2018 - 00:00,1.34,463.87,30.88,15.88,46.75,5.69,08-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
08-Dec-2018 - 00:00,1.2,15.1,30.92,15.93,46.85,4.76,09-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
09-Dec-2018 - 00:00,,,,,,,10-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
10-Dec-2018 - 00:00,1.43,165.41,37.46,30.37,67.82,6.0,11-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
11-Dec-2018 - 00:00,1.37,330.73,22.32,23.92,46.25,5.61,12-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
12-Dec-2018 - 00:00,1.38,255.55,25.12,34.69,59.81,6.83,13-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
13-Dec-2018 - 00:00,1.39,5.84,22.44,37.7,59.88,7.23,14-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Dec-2018 - 00:00,1.37,,26.92,36.29,63.21,7.79,15-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Dec-2018 - 00:00,1.34,,30.29,35.27,65.56,7.23,16-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Dec-2018 - 00:00,1.25,,8.28,24.13,32.4,6.78,17-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Dec-2018 - 00:00,1.59,194.42,55.85,50.28,104.83,9.55,18-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Dec-2018 - 00:00,1.45,161.91,38.72,44.42,83.14,7.43,19-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Dec-2018 - 00:00,1.38,104.96,26.03,37.9,63.93,7.21,20-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Dec-2018 - 00:00,1.39,153.77,38.21,51.39,89.6,8.12,21-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Dec-2018 - 00:00,1.37,114.66,29.36,39.63,68.99,7.02,22-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Dec-2018 - 00:00,1.39,123.33,33.46,47.5,80.96,7.26,23-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Dec-2018 - 00:00,1.33,95.67,27.75,33.58,61.33,6.55,24-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Dec-2018 - 00:00,1.43,115.33,36.49,42.59,79.08,7.24,25-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Dec-2018 - 00:00,1.34,115.23,28.04,40.88,68.92,6.75,26-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Dec-2018 - 00:00,1.36,119.21,30.14,42.08,72.21,7.19,27-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Dec-2018 - 00:00,1.33,117.58,12.05,29.07,41.12,7.01,28-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Dec-2018 - 00:00,1.39,124.93,27.72,41.26,68.98,6.83,29-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Dec-2018 - 00:00,1.37,121.45,32.17,40.41,72.58,6.41,30-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Dec-2018 - 00:00,1.25,97.49,9.26,19.95,29.22,5.7,31-Dec-2018 - 00:00,"City Railway Station, Bengaluru - KSPCB"
31-Dec-2018 - 00:00,,,,,,,01-Jan-2019 - 00:00,"City Railway Station, Bengaluru - KSPCB"
