from date,Temp,RH,VWS,WD,WS,SR,PM2.5,CO,CH4,NO2,NO,NOx,NH3,SO2,NMHC,to date,THC,BP,station
13-Nov-2018 - 00:00,22.88,63.37,-0.28,144.88,0.22,116.69,267.92,0.99,,118.19,143.52,177.63,62.17,9.06,599.51,14-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
14-Nov-2018 - 00:00,23.18,68.14,-0.2,134.46,0.25,113.86,225.95,0.98,,80.66,51.63,84.13,47.97,7.88,623.77,15-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
15-Nov-2018 - 00:00,23.48,65.67,0.02,213.7,0.4,142.35,171.35,1.35,,63.77,34.85,61.69,44.75,6.87,677.62,16-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
16-Nov-2018 - 00:00,21.66,55.37,1.09,305.32,1.1,175.88,130.68,1.77,,39.55,12.48,30.62,34.56,6.52,674.19,17-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
17-Nov-2018 - 00:00,20.35,54.24,0.7,299.66,0.86,144.55,167.23,1.81,,57.65,13.52,41.38,32.89,7.72,649.69,18-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
18-Nov-2018 - 00:00,19.93,64.0,-0.16,239.19,0.28,142.1,227.86,1.86,,80.49,62.71,92.94,44.9,9.22,664.77,19-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
19-Nov-2018 - 00:00,20.65,63.78,-0.3,113.84,0.22,134.43,215.71,2.01,,111.37,63.05,109.56,48.63,9.6,700.22,20-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
20-Nov-2018 - 00:00,20.95,71.49,-0.33,238.05,0.22,123.85,282.59,1.75,,108.08,98.09,135.9,56.15,9.57,698.96,21-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
21-Nov-2018 - 00:00,21.15,64.93,0.34,272.95,0.46,154.25,226.66,1.96,,78.1,32.35,67.32,42.6,8.42,699.56,22-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
22-Nov-2018 - 00:00,21.02,53.19,-0.36,255.66,0.28,160.34,186.7,1.93,,84.82,42.33,78.89,40.26,7.91,700.89,23-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
23-Nov-2018 - 00:00,20.78,51.79,-0.04,309.73,0.62,146.8,158.81,1.82,,138.81,40.42,105.87,35.1,5.94,700.24,24-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
24-Nov-2018 - 00:00,19.98,53.63,0.54,291.29,0.96,165.11,144.36,1.6,907.88,141.35,42.77,109.34,39.35,7.41,623.92,25-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
25-Nov-2018 - 00:00,18.92,66.15,-0.13,255.19,0.39,143.06,161.05,1.69,900.03,69.88,55.12,81.25,61.27,7.93,550.14,26-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
26-Nov-2018 - 00:00,19.89,70.45,-0.24,147.41,0.15,126.71,258.55,1.48,899.7,100.09,108.95,140.39,69.13,10.8,550.68,27-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
27-Nov-2018 - 00:00,20.52,70.69,-0.36,103.39,0.21,114.31,282.16,1.68,911.92,99.67,137.78,163.24,59.0,13.18,576.12,28-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
28-Nov-2018 - 00:00,21.48,68.25,-0.39,88.29,0.23,122.66,230.89,1.24,925.61,86.94,81.36,111.31,34.41,13.63,601.19,29-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
