from date,PM2.5,PM10,RH,VWS,BP,SR,AT,WS,WD,CO,SO2,Ozone,NO2,NO,NOx,Benzene,Xylene,Toluene,to date,station
12-Dec-2018 - 00:00,240.17,354.47,61.06,-0.45,735.5,73.97,20.75,0.65,167.72,1.67,30.82,43.49,118.26,62.23,81.84,6.19,1.18,13.64,13-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Dec-2018 - 00:00,231.21,360.39,60.24,-0.4,733.91,73.2,21.37,0.88,145.97,0.98,23.58,61.47,130.38,28.69,55.82,6.49,2.49,16.63,14-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Dec-2018 - 00:00,176.04,272.44,59.69,-0.43,731.86,79.1,19.94,1.07,151.79,0.85,17.09,42.89,113.34,17.67,43.74,5.77,7.4,12.47,15-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Dec-2018 - 00:00,156.68,241.51,57.05,-0.43,730.98,84.28,18.52,1.12,152.32,0.91,19.85,55.26,110.64,15.97,41.78,4.46,3.58,7.93,16-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Dec-2018 - 00:00,159.82,248.62,49.47,-0.41,730.96,87.3,18.06,1.16,161.28,0.9,19.29,64.99,96.44,11.98,34.43,3.46,6.81,5.69,17-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Dec-2018 - 00:00,238.55,323.29,60.54,-0.42,733.25,43.73,15.5,0.68,172.03,1.26,22.65,38.88,125.31,16.31,45.96,4.47,6.96,9.43,18-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Dec-2018 - 00:00,177.69,253.97,62.06,-0.44,734.19,56.15,19.16,0.68,217.01,0.97,22.31,55.24,111.88,26.74,47.75,3.95,4.71,8.76,19-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Dec-2018 - 00:00,171.62,270.07,59.1,-0.54,733.96,80.3,17.73,0.78,156.23,0.95,24.94,50.5,111.17,16.15,42.08,4.0,9.53,8.98,20-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Dec-2018 - 00:00,212.54,338.8,55.8,-0.88,734.39,77.61,16.0,0.72,157.83,1.1,26.05,78.34,131.28,22.27,51.52,4.03,7.43,10.57,21-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Dec-2018 - 00:00,221.29,331.45,55.05,-0.92,735.09,83.67,15.28,0.79,157.26,1.05,28.28,33.76,144.75,7.79,45.79,3.67,7.32,7.62,22-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Dec-2018 - 00:00,237.82,355.0,53.89,-0.87,734.44,81.09,14.89,0.74,155.41,1.4,32.64,69.94,151.39,60.53,90.45,4.7,2.26,10.87,23-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Dec-2018 - 00:00,253.76,360.6,53.36,-0.77,734.31,80.31,14.71,0.54,168.41,1.08,22.61,31.1,165.06,33.04,67.53,5.68,8.2,14.19,24-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Dec-2018 - 00:00,237.17,365.3,53.9,-0.78,735.69,80.86,14.21,0.61,162.45,1.22,29.06,31.17,165.88,12.21,54.7,4.77,7.86,9.01,25-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Dec-2018 - 00:00,201.08,312.11,52.99,-0.82,736.26,89.99,14.43,0.85,166.65,0.9,30.94,72.44,134.88,16.31,48.91,4.01,7.91,6.29,26-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Dec-2018 - 00:00,208.99,304.21,51.07,-0.76,736.72,90.98,15.39,1.02,146.48,1.24,31.14,32.88,131.54,35.38,71.47,3.97,1.23,7.54,27-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Dec-2018 - 00:00,194.86,321.61,44.48,-0.75,736.44,87.52,16.06,1.3,152.84,1.16,27.17,64.48,122.93,9.91,41.17,4.02,4.48,6.1,28-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Dec-2018 - 00:00,179.02,293.3,48.08,-0.82,736.26,88.57,13.79,0.93,159.7,0.95,31.27,68.82,124.45,13.05,45.45,2.99,3.51,4.98,29-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Dec-2018 - 00:00,224.22,321.06,53.64,-0.88,733.3,87.16,12.2,0.77,158.71,1.23,26.65,59.41,131.97,21.58,50.87,3.39,3.54,4.9,30-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Dec-2018 - 00:00,246.83,312.89,55.45,-0.93,731.67,85.39,12.14,0.62,137.51,1.16,21.57,39.24,137.62,11.08,45.23,4.31,11.27,7.85,31-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
31-Dec-2018 - 00:00,359.0,478.0,66.0,-0.8,733.0,11.0,7.45,0.3,60.0,0.91,15.72,3.43,172.21,37.64,73.6,6.4,0.0,10.18,01-Jan-2019 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
