from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,CO,NH3,NO,NOx,NO2,Ozone,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,SO2,to date,station
03-Sep-2018 - 00:00,1.2,6.01,4.65,1.99,0.41,8.83,15.67,25.08,9.42,1.76,69.91,13.51,0.92,93.71,189.53,24.68,152.87,0.31,6.92,04-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
04-Sep-2018 - 00:00,1.2,6.01,4.65,1.99,0.54,8.85,15.66,25.0,9.34,7.33,71.82,15.58,0.0,83.57,275.46,26.92,192.51,0.38,6.49,05-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
05-Sep-2018 - 00:00,1.2,6.01,4.65,1.99,0.46,8.77,16.05,25.94,9.89,7.35,79.88,22.47,0.0,83.96,197.95,26.68,179.92,0.45,6.69,06-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
06-Sep-2018 - 00:00,1.2,6.01,4.65,1.99,0.41,8.8,16.06,25.88,9.81,12.95,80.02,22.5,0.14,82.77,244.93,27.46,206.89,0.42,6.77,07-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
07-Sep-2018 - 00:00,1.12,10.86,4.32,1.85,0.34,8.93,16.17,25.6,9.44,15.37,79.96,22.49,0.17,84.32,270.67,26.68,154.49,0.43,5.47,08-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
08-Sep-2018 - 00:00,1.01,7.83,2.42,1.03,0.46,8.91,16.04,25.54,9.51,8.12,80.54,22.62,0.01,81.57,262.31,27.05,169.53,0.34,4.93,09-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
09-Sep-2018 - 00:00,1.1,6.0,0.0,0.0,0.43,8.79,15.99,25.76,9.78,28.19,80.11,22.52,0.0,79.59,253.55,27.62,113.12,0.47,4.68,10-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
10-Sep-2018 - 00:00,1.33,6.58,1.51,0.23,0.56,8.81,15.98,25.37,9.39,28.67,80.14,22.53,0.14,83.96,226.48,26.95,172.81,0.36,4.74,11-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
11-Sep-2018 - 00:00,1.98,8.25,5.82,0.87,0.46,15.12,20.56,35.38,9.6,27.17,72.45,22.45,0.0,83.44,267.03,27.55,213.31,0.57,4.5,12-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
12-Sep-2018 - 00:00,1.98,8.24,5.82,0.87,0.49,19.86,23.96,42.27,9.31,34.08,56.12,22.63,0.0,82.35,230.71,26.14,186.72,0.43,4.49,13-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
13-Sep-2018 - 00:00,1.99,8.25,5.83,0.87,0.32,19.77,24.16,42.55,9.48,20.23,55.73,22.47,0.0,79.26,255.75,26.75,214.09,0.72,5.97,14-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
14-Sep-2018 - 00:00,2.0,8.26,5.83,0.87,0.33,19.79,23.95,42.47,9.51,6.45,48.08,22.54,0.0,77.83,265.2,27.1,211.91,0.68,5.2,15-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
15-Sep-2018 - 00:00,2.0,8.26,5.84,0.87,0.29,19.88,23.92,42.29,9.37,19.13,52.85,22.48,0.0,77.5,259.33,27.02,235.27,0.86,4.95,16-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
16-Sep-2018 - 00:00,2.0,8.26,5.83,0.87,0.36,19.82,24.13,42.89,9.76,40.43,53.34,22.48,0.0,76.76,254.07,26.17,236.26,0.91,6.54,17-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
17-Sep-2018 - 00:00,2.0,8.26,5.83,0.87,0.4,19.75,23.73,42.56,9.84,29.16,71.24,22.55,0.0,74.52,249.42,26.0,236.4,0.91,6.98,18-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
18-Sep-2018 - 00:00,1.99,8.26,5.83,0.87,0.41,19.89,23.91,42.42,9.51,21.53,46.98,22.59,0.0,71.37,247.83,26.31,235.8,0.79,7.21,19-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
19-Sep-2018 - 00:00,2.0,8.26,5.83,0.87,0.44,19.8,23.99,42.92,9.94,14.4,60.48,22.5,0.0,73.71,243.9,26.51,229.34,0.78,6.46,20-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
20-Sep-2018 - 00:00,2.0,8.26,5.83,0.87,0.64,19.78,23.99,42.81,9.82,16.03,55.41,22.43,0.0,76.79,239.7,27.07,188.36,0.34,6.64,21-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
21-Sep-2018 - 00:00,1.99,8.26,5.83,0.87,0.51,19.73,24.02,42.82,9.81,15.22,52.17,22.48,0.0,69.9,237.4,27.89,114.46,0.64,8.33,22-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
22-Sep-2018 - 00:00,1.99,8.26,5.83,0.87,0.3,19.75,24.09,43.03,9.94,12.16,46.47,22.42,1.72,91.09,168.13,21.66,146.6,0.53,5.31,23-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
23-Sep-2018 - 00:00,1.99,8.26,5.83,0.87,0.37,19.87,23.8,42.68,9.87,11.76,38.69,22.5,0.12,91.16,189.82,22.84,96.58,0.84,4.7,24-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
24-Sep-2018 - 00:00,1.99,8.26,5.83,0.87,0.38,19.84,24.0,42.78,9.79,11.29,37.81,22.51,2.99,94.87,169.28,20.86,190.18,0.44,4.42,25-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
25-Sep-2018 - 00:00,1.99,8.25,5.83,0.87,0.34,19.74,17.72,29.9,7.26,11.29,46.06,22.12,0.02,84.21,237.75,23.75,226.38,0.63,4.87,26-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
26-Sep-2018 - 00:00,1.99,8.25,5.82,0.87,0.49,19.5,10.46,14.86,4.41,13.45,64.91,21.26,0.0,87.25,227.28,24.6,238.63,0.82,4.85,27-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
27-Sep-2018 - 00:00,1.99,8.26,5.83,0.87,0.66,19.5,10.46,14.84,4.38,12.62,79.99,22.26,0.0,86.34,226.89,25.5,217.96,0.5,5.15,28-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
28-Sep-2018 - 00:00,1.99,8.26,5.83,0.87,0.71,19.51,10.46,14.89,4.44,13.17,80.48,22.37,0.0,83.72,216.03,26.34,192.65,0.38,4.5,29-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
29-Sep-2018 - 00:00,1.99,8.26,5.83,0.87,0.4,19.51,10.51,14.95,4.43,16.59,79.49,22.16,0.0,76.83,208.69,24.97,232.87,0.54,5.9,30-Sep-2018 - 00:00,"Model Town, Patiala - PPCB"
30-Sep-2018 - 00:00,1.99,8.26,5.83,0.87,0.49,19.51,10.49,14.9,4.4,19.67,80.23,22.32,0.0,78.14,205.32,24.39,238.44,0.87,8.64,01-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
01-Oct-2018 - 00:00,1.99,8.26,5.83,0.87,0.53,19.51,10.56,15.01,4.45,21.01,80.35,22.35,0.0,77.41,201.03,25.1,235.88,0.73,7.99,02-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
02-Oct-2018 - 00:00,1.99,8.25,5.83,0.87,0.69,19.53,11.11,16.16,5.06,11.09,80.1,22.27,0.0,79.47,201.01,25.23,196.57,0.3,7.33,03-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
03-Oct-2018 - 00:00,1.99,8.25,5.83,0.87,0.6,19.46,11.06,16.29,5.23,12.99,80.12,22.27,0.0,75.45,200.62,25.22,205.74,0.32,6.04,04-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
04-Oct-2018 - 00:00,1.99,8.25,5.83,0.87,0.67,19.52,11.3,16.49,5.19,14.74,80.06,22.25,0.0,77.81,199.48,25.09,185.12,0.3,10.95,05-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
05-Oct-2018 - 00:00,1.98,8.25,5.83,0.87,0.57,19.53,11.31,16.6,5.29,14.88,76.87,23.96,0.0,74.69,194.2,24.77,192.45,0.44,10.31,06-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
06-Oct-2018 - 00:00,1.99,8.26,5.83,0.87,0.52,19.51,10.39,14.82,4.41,18.61,60.04,27.02,0.0,69.8,194.67,24.11,234.72,0.56,13.34,07-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
07-Oct-2018 - 00:00,1.99,8.26,5.83,0.87,0.54,19.5,10.52,14.97,4.45,19.88,64.09,28.84,0.0,70.27,196.62,23.55,215.97,0.37,9.86,08-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
08-Oct-2018 - 00:00,1.99,8.25,5.83,0.87,0.75,19.51,10.49,14.92,4.43,14.68,96.73,43.51,0.0,69.04,201.71,23.73,127.92,0.28,9.18,09-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
09-Oct-2018 - 00:00,1.99,8.25,5.82,0.87,0.7,19.49,10.46,14.85,4.4,20.09,155.37,69.23,0.0,61.78,193.88,24.51,92.59,0.51,11.47,10-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
10-Oct-2018 - 00:00,1.98,8.25,5.82,0.87,0.8,19.5,10.42,14.82,4.4,17.2,166.29,88.27,0.0,66.36,199.42,24.92,84.05,0.63,12.08,11-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
11-Oct-2018 - 00:00,1.98,8.25,5.82,0.87,0.49,19.52,10.44,14.88,4.36,16.72,70.3,40.75,0.0,61.54,199.08,22.55,95.05,0.72,6.15,12-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
12-Oct-2018 - 00:00,1.98,8.25,5.82,0.87,0.49,19.51,10.41,14.8,4.38,13.88,88.34,47.87,0.0,65.23,184.53,22.26,195.25,0.41,10.47,13-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
13-Oct-2018 - 00:00,1.59,6.58,5.69,0.85,0.58,19.52,10.44,14.81,4.38,16.61,97.24,56.4,0.0,66.99,181.2,22.28,225.99,0.48,11.54,14-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
14-Oct-2018 - 00:00,1.51,6.18,5.87,0.87,0.61,19.49,10.41,14.79,4.38,23.45,146.41,84.92,0.0,64.76,174.32,22.16,232.86,0.69,14.53,15-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
15-Oct-2018 - 00:00,1.51,6.18,5.87,0.87,0.84,19.49,10.42,14.81,4.39,17.57,126.78,73.53,0.0,68.71,175.82,21.92,196.88,0.32,11.16,16-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
16-Oct-2018 - 00:00,1.51,6.18,5.9,0.87,0.97,19.52,10.44,14.83,4.4,17.58,148.65,86.22,0.0,62.6,180.59,23.01,108.24,0.33,12.85,17-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
17-Oct-2018 - 00:00,1.48,5.97,5.63,0.84,0.94,19.52,10.47,14.84,4.36,19.25,121.9,70.7,0.0,58.84,180.65,23.53,98.82,0.43,6.58,18-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
18-Oct-2018 - 00:00,1.54,6.18,5.84,0.87,1.34,19.51,10.42,14.78,4.37,7.45,109.95,59.06,0.0,63.35,181.98,23.02,120.09,0.27,4.04,19-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
19-Oct-2018 - 00:00,1.53,6.17,5.86,0.87,1.23,19.5,10.45,14.84,4.39,1.25,98.41,44.28,0.0,60.64,175.03,22.68,206.97,0.39,3.75,20-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
20-Oct-2018 - 00:00,1.51,6.18,5.84,0.87,0.74,19.51,10.46,14.85,4.39,7.53,75.74,34.08,0.0,55.6,171.51,21.77,189.59,0.32,3.31,21-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
21-Oct-2018 - 00:00,1.51,6.17,5.83,0.87,0.72,19.5,10.36,14.77,4.4,1.37,83.55,37.6,0.0,55.58,159.32,21.04,218.8,0.44,2.99,22-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
22-Oct-2018 - 00:00,1.51,6.17,5.83,0.87,0.76,19.49,10.37,14.73,4.36,7.4,108.75,48.94,0.0,58.7,181.13,21.08,203.04,0.46,4.36,23-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
23-Oct-2018 - 00:00,1.51,6.18,5.83,0.87,0.84,19.51,10.41,14.73,4.35,11.85,96.21,43.29,0.0,57.1,171.75,21.31,191.31,0.28,3.86,24-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
24-Oct-2018 - 00:00,1.51,6.18,5.84,0.87,1.02,19.52,10.42,14.76,4.34,10.65,102.03,45.91,0.0,56.94,169.16,20.76,140.26,0.23,3.87,25-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
25-Oct-2018 - 00:00,1.52,6.18,5.84,0.87,1.28,19.51,10.49,14.91,4.42,10.9,120.14,54.06,0.0,60.81,165.86,20.21,172.11,0.22,4.56,26-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
26-Oct-2018 - 00:00,1.52,6.18,5.84,0.87,1.27,19.49,10.41,14.81,4.4,9.7,126.89,57.1,0.0,61.69,172.43,20.55,177.53,0.23,4.76,27-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
27-Oct-2018 - 00:00,1.51,6.18,5.84,0.87,1.12,19.5,10.45,14.84,4.38,10.26,128.03,57.62,0.0,65.29,168.51,20.88,195.22,0.22,4.24,28-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
28-Oct-2018 - 00:00,1.5,6.18,5.85,0.87,1.31,19.51,10.43,14.81,4.39,1.23,124.71,56.12,0.0,68.43,167.95,20.6,194.72,0.25,3.61,29-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
29-Oct-2018 - 00:00,1.52,6.18,5.85,0.87,1.08,19.52,12.37,19.06,5.91,7.34,154.96,69.73,0.0,68.26,168.13,21.02,183.26,0.22,4.2,30-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
30-Oct-2018 - 00:00,1.5,6.18,5.85,0.87,1.44,19.5,15.46,25.86,8.4,4.91,147.63,66.43,0.0,70.4,170.61,20.84,116.16,0.26,4.14,31-Oct-2018 - 00:00,"Model Town, Patiala - PPCB"
31-Oct-2018 - 00:00,1.49,6.01,5.69,0.85,1.61,19.51,15.46,25.83,8.38,9.71,140.94,63.42,0.0,65.93,168.29,21.46,115.2,0.23,6.47,01-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
01-Nov-2018 - 00:00,1.57,6.18,5.86,0.88,1.72,15.24,23.58,38.19,13.42,8.27,154.44,67.53,0.0,70.73,163.56,20.42,125.58,0.27,4.6,02-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
02-Nov-2018 - 00:00,1.56,6.17,5.84,0.88,1.37,17.41,25.55,41.38,16.53,8.43,131.22,58.36,0.0,63.41,173.07,21.69,86.42,0.48,4.33,03-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
03-Nov-2018 - 00:00,1.53,6.17,5.83,0.88,0.91,31.07,18.04,37.03,18.99,6.87,85.84,55.91,0.03,59.39,181.59,20.75,90.98,0.73,3.49,04-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
04-Nov-2018 - 00:00,1.54,6.17,5.84,0.88,1.06,33.42,33.67,50.78,17.12,0.68,63.63,63.04,0.0,68.65,180.78,18.88,157.13,0.34,3.59,05-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
05-Nov-2018 - 00:00,1.54,6.17,5.83,0.88,1.49,32.84,27.32,47.72,20.39,6.72,196.23,88.74,0.0,69.16,174.21,18.67,232.69,0.56,4.15,06-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
06-Nov-2018 - 00:00,1.53,6.17,5.87,0.88,1.19,32.87,23.0,44.15,21.16,7.95,154.97,53.06,0.0,52.39,161.55,18.34,235.98,0.77,4.75,07-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
07-Nov-2018 - 00:00,2.3,13.58,5.83,0.87,1.78,37.78,39.21,66.13,26.93,0.75,248.96,84.09,0.0,54.11,151.3,16.81,209.94,0.44,12.28,08-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
08-Nov-2018 - 00:00,4.67,61.94,10.23,0.87,1.62,35.05,35.8,60.79,24.99,3.9,240.03,61.04,0.0,69.59,169.06,17.4,140.58,0.21,19.15,09-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
09-Nov-2018 - 00:00,2.5,62.58,10.23,0.87,1.62,36.86,43.23,68.54,25.32,5.58,151.47,51.69,0.0,70.61,167.4,17.4,169.83,0.17,15.67,10-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
10-Nov-2018 - 00:00,2.5,62.58,10.23,0.87,2.12,39.04,67.15,85.74,18.6,0.82,111.29,77.93,0.0,72.34,168.25,17.28,154.31,0.2,14.78,11-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
11-Nov-2018 - 00:00,2.5,62.58,10.23,0.87,2.02,40.97,84.34,99.94,15.6,0.75,88.38,60.31,0.0,72.86,170.11,17.29,149.29,0.17,14.74,12-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
12-Nov-2018 - 00:00,2.5,62.59,10.23,0.87,1.79,38.21,54.76,76.22,21.46,2.34,89.64,57.47,0.0,67.09,168.66,18.5,156.71,0.18,14.77,13-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
13-Nov-2018 - 00:00,2.5,62.59,10.24,0.87,1.39,33.52,24.99,48.19,23.19,5.54,93.98,60.92,0.0,70.39,171.1,18.89,136.75,0.29,16.32,14-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
14-Nov-2018 - 00:00,2.5,62.6,10.24,0.87,1.12,32.23,24.52,44.09,19.58,7.8,67.64,42.27,0.0,67.32,172.6,20.02,125.43,0.47,16.45,15-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
15-Nov-2018 - 00:00,2.5,62.6,10.24,0.87,0.69,30.44,10.89,30.14,19.65,8.64,36.57,23.02,0.0,61.98,167.79,18.56,201.58,0.54,16.77,16-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
16-Nov-2018 - 00:00,2.5,62.59,10.24,0.87,0.7,30.01,7.16,26.69,19.55,8.92,48.19,29.29,0.0,53.72,161.14,17.78,239.81,0.89,15.9,17-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
17-Nov-2018 - 00:00,2.51,62.6,10.25,0.88,0.98,31.22,15.19,35.71,20.53,5.99,67.98,42.59,0.0,57.85,162.96,17.29,238.75,0.55,14.2,18-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
18-Nov-2018 - 00:00,2.51,62.61,10.24,0.87,1.22,30.66,13.52,34.7,21.17,6.73,85.72,56.84,0.0,59.73,165.03,17.88,114.58,0.39,14.88,19-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
19-Nov-2018 - 00:00,2.52,62.6,10.24,0.88,0.93,29.95,7.68,28.31,20.63,13.38,78.36,50.52,0.0,59.94,169.98,19.44,106.59,0.65,15.94,20-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
20-Nov-2018 - 00:00,2.68,64.8,14.57,2.27,1.22,31.3,14.49,37.55,23.06,2.57,86.27,59.66,0.0,64.47,163.94,18.27,214.24,0.35,15.01,21-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
21-Nov-2018 - 00:00,3.18,65.92,13.35,3.58,1.02,31.56,13.75,35.44,21.69,7.25,82.74,53.31,0.0,54.72,155.7,17.91,229.31,0.46,14.68,22-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
22-Nov-2018 - 00:00,5.27,83.91,26.14,7.03,1.11,31.56,14.73,37.08,22.34,8.43,91.38,59.98,0.0,61.28,162.4,17.23,162.08,0.21,20.89,23-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
23-Nov-2018 - 00:00,3.52,71.01,21.46,4.63,0.87,30.37,9.79,30.78,20.99,7.28,91.05,63.74,0.0,58.12,157.29,17.62,236.35,0.79,15.7,24-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
24-Nov-2018 - 00:00,3.39,183.32,73.74,4.4,1.0,33.22,20.17,44.54,24.38,2.13,65.77,40.27,0.0,53.9,152.06,17.11,230.26,0.81,14.38,25-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
25-Nov-2018 - 00:00,4.89,151.77,25.57,2.71,1.42,36.08,37.62,64.54,26.92,1.86,81.84,53.39,0.0,64.11,154.53,16.48,145.36,0.21,14.52,26-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
26-Nov-2018 - 00:00,3.65,91.08,22.63,4.83,1.6,35.66,40.31,65.04,24.72,7.2,92.76,58.94,0.0,68.45,157.09,16.9,204.62,0.21,15.13,27-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
27-Nov-2018 - 00:00,3.08,74.38,25.2,1.01,1.67,34.02,29.71,56.53,26.82,2.53,111.36,71.02,0.0,76.82,172.25,16.64,128.25,0.25,14.48,28-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
28-Nov-2018 - 00:00,2.88,102.14,28.62,3.02,1.52,35.57,39.1,64.66,25.55,5.75,101.07,61.37,0.0,74.05,168.59,18.16,155.78,0.26,15.97,29-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
29-Nov-2018 - 00:00,2.61,69.53,12.52,1.12,1.38,33.4,29.93,54.47,24.54,8.07,117.31,71.82,0.0,73.03,167.73,16.98,222.42,0.36,15.96,30-Nov-2018 - 00:00,"Model Town, Patiala - PPCB"
30-Nov-2018 - 00:00,2.51,62.64,10.28,0.88,0.97,31.29,13.29,37.45,24.17,5.75,127.35,65.27,0.0,66.03,159.94,16.34,221.97,0.47,14.86,01-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
01-Dec-2018 - 00:00,2.51,62.65,10.29,0.89,0.91,31.51,13.94,37.88,23.93,6.42,126.43,58.34,0.0,64.76,161.22,15.36,195.77,0.34,15.03,02-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
02-Dec-2018 - 00:00,2.51,62.61,10.26,0.88,1.38,33.34,22.05,51.02,28.98,2.59,141.15,68.54,0.0,70.79,163.0,15.39,153.32,0.3,14.5,03-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
03-Dec-2018 - 00:00,2.5,62.59,10.24,0.87,1.28,33.12,20.53,49.55,29.01,6.34,160.04,82.38,0.0,73.62,166.1,14.94,219.6,0.22,15.11,04-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
04-Dec-2018 - 00:00,2.5,62.59,10.24,0.87,1.17,32.88,17.12,47.85,30.73,5.8,148.76,75.49,0.0,73.91,164.52,14.97,204.53,0.22,14.24,05-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
05-Dec-2018 - 00:00,2.5,62.59,10.24,0.87,1.22,32.21,16.82,44.27,27.45,6.61,154.39,80.26,0.0,76.01,167.05,14.8,198.09,0.27,13.93,06-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
06-Dec-2018 - 00:00,2.5,62.59,10.23,0.87,1.24,32.74,16.91,47.11,30.2,5.17,154.79,80.02,0.0,75.97,167.09,14.68,202.99,0.29,13.68,07-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
07-Dec-2018 - 00:00,2.5,62.59,10.24,0.87,1.51,33.79,22.16,53.57,31.41,2.5,162.84,82.93,0.0,85.51,153.77,12.44,210.75,0.33,10.08,08-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
08-Dec-2018 - 00:00,2.5,62.59,10.23,0.87,1.23,34.6,24.92,57.96,33.05,5.99,156.72,82.84,0.0,74.62,164.14,13.65,218.3,0.31,8.38,09-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
09-Dec-2018 - 00:00,2.5,62.59,10.23,0.87,1.87,40.1,60.66,97.44,36.79,2.23,173.57,91.65,0.0,85.93,147.58,11.88,161.45,0.19,6.0,10-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
10-Dec-2018 - 00:00,2.5,62.39,10.2,0.87,1.11,34.78,30.04,63.13,33.4,7.5,127.5,43.34,0.0,65.68,188.05,16.05,132.15,0.48,6.77,11-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
11-Dec-2018 - 00:00,2.46,61.49,10.06,0.86,1.06,34.62,28.2,62.2,34.0,4.59,117.73,-387.53,0.0,70.77,171.61,15.04,147.48,0.36,7.57,12-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
12-Dec-2018 - 00:00,2.41,60.21,9.84,0.84,0.5,32.15,16.92,48.77,31.84,5.47,46.2,17.77,0.46,84.09,160.91,12.36,125.07,0.66,5.12,13-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
13-Dec-2018 - 00:00,2.5,62.6,10.24,0.87,0.84,36.18,38.44,73.81,35.38,1.7,68.79,29.86,0.0,90.09,160.55,11.12,216.31,0.3,5.44,14-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
14-Dec-2018 - 00:00,2.51,62.59,10.24,0.88,1.34,35.57,32.78,71.1,38.31,2.54,72.25,31.17,0.0,75.24,218.63,13.85,237.38,0.67,5.76,15-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
15-Dec-2018 - 00:00,1.48,36.72,6.0,0.51,0.92,35.24,26.27,66.75,40.49,2.38,88.73,20.64,0.0,69.69,222.49,13.84,242.01,0.66,5.41,16-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
16-Dec-2018 - 00:00,2.51,62.59,10.24,0.87,0.91,35.33,27.69,68.71,41.02,2.26,98.49,18.64,0.0,72.59,198.02,12.35,221.48,0.34,5.4,17-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
17-Dec-2018 - 00:00,2.4,59.98,9.81,0.84,0.82,32.04,13.86,46.0,32.14,10.46,128.85,45.25,0.0,73.44,207.11,12.26,210.16,0.4,8.02,18-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
18-Dec-2018 - 00:00,2.5,62.59,10.24,0.87,0.95,32.31,9.62,42.46,32.84,11.7,157.55,45.09,0.0,76.21,200.86,11.57,220.41,0.46,9.24,19-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
19-Dec-2018 - 00:00,2.5,62.59,10.23,0.87,1.1,32.14,9.53,39.44,29.91,9.97,174.35,79.95,0.0,78.62,195.78,11.75,203.86,0.38,8.4,20-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
20-Dec-2018 - 00:00,2.5,62.59,10.23,0.87,1.1,33.27,13.91,47.42,33.87,7.72,214.97,93.21,0.0,77.1,197.4,11.81,212.41,0.3,8.13,21-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
21-Dec-2018 - 00:00,2.51,62.6,10.25,0.88,0.67,32.3,8.29,40.61,32.32,14.19,174.46,75.13,0.0,75.99,194.58,11.63,225.69,0.54,8.72,22-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
22-Dec-2018 - 00:00,2.46,61.57,10.07,0.86,1.38,33.76,17.75,47.49,29.75,6.54,199.6,89.52,0.0,86.38,204.63,10.49,141.82,0.37,6.44,23-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
23-Dec-2018 - 00:00,2.5,62.59,10.23,0.87,1.36,34.48,22.71,57.05,34.34,9.89,199.25,90.89,0.0,81.52,198.27,10.84,179.42,0.34,7.62,24-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
24-Dec-2018 - 00:00,2.5,62.59,10.24,0.87,0.89,31.87,10.41,38.43,28.02,10.42,173.64,80.88,0.0,70.82,187.68,12.37,247.83,0.48,9.01,25-Dec-2018 - 00:00,"Model Town, Patiala - PPCB"
