from date,PM2.5,PM10,RF,AT,SR,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,WD,WS,to date,station
28-Jul-2018 - 00:00,47.02,86.44,0.14,29.11,74.53,21.04,1.2,39.66,21.92,33.16,1.18,61.23,0.08,2.43,0.28,30.91,89.66,730.07,250.98,1.65,29-Jul-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Jul-2018 - 00:00,70.67,177.03,0.0,31.98,120.67,5.54,1.14,42.14,23.15,44.94,1.12,60.41,0.08,3.01,0.0,30.63,80.04,730.82,229.6,1.09,30-Jul-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Jul-2018 - 00:00,52.31,169.66,0.02,32.29,106.52,9.33,1.27,40.35,22.06,49.1,1.17,49.22,0.07,2.67,0.04,30.66,76.22,730.38,215.7,1.26,31-Jul-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Jul-2018 - 00:00,59.78,218.4,0.0,32.23,74.48,5.6,1.13,50.61,27.55,47.45,1.05,20.09,0.06,2.8,0.01,30.6,74.89,729.67,230.33,1.5,01-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Aug-2018 - 00:00,60.01,244.9,0.0,33.27,122.74,11.61,1.02,42.7,23.17,43.08,1.05,27.07,0.06,2.53,0.03,30.22,68.56,730.07,238.94,1.35,02-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Aug-2018 - 00:00,69.91,307.76,0.0,33.89,105.89,2.27,1.03,39.56,21.51,40.15,1.0,20.69,0.04,2.47,0.01,30.37,66.03,731.45,250.0,1.56,03-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Aug-2018 - 00:00,62.09,275.98,0.0,33.54,92.52,6.09,0.95,41.5,22.7,34.76,0.88,14.58,0.04,2.43,0.01,30.34,64.71,731.93,246.54,1.41,04-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Aug-2018 - 00:00,65.01,266.78,0.0,33.65,96.36,9.5,0.96,41.9,22.99,31.82,0.97,20.1,0.03,2.17,0.16,30.52,63.82,731.61,235.47,1.31,05-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Aug-2018 - 00:00,59.67,285.12,0.02,31.05,54.93,3.94,1.32,34.25,19.23,32.8,0.8,10.74,0.04,1.56,0.08,30.57,76.83,731.82,207.78,1.75,06-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Aug-2018 - 00:00,49.28,111.38,0.01,28.88,60.43,8.68,1.46,23.64,13.67,48.53,0.77,13.6,0.03,1.85,0.09,30.49,88.01,732.15,114.43,1.23,07-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Aug-2018 - 00:00,43.27,95.18,0.01,30.07,85.28,12.38,1.54,29.96,17.14,36.94,0.89,24.02,0.04,1.89,0.05,30.45,84.2,732.02,103.54,1.02,08-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Aug-2018 - 00:00,33.02,66.12,0.26,30.97,105.9,9.25,1.43,28.52,16.31,34.88,0.9,33.09,0.04,1.92,0.14,30.51,83.98,732.62,112.33,1.28,09-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Aug-2018 - 00:00,32.72,81.26,0.0,32.81,131.04,7.19,1.51,27.44,15.83,37.19,0.87,21.58,0.05,1.62,0.05,30.2,75.95,734.89,123.86,1.58,10-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Aug-2018 - 00:00,85.78,127.41,0.04,32.87,79.59,7.37,1.89,55.38,30.46,36.85,1.5,34.39,0.08,2.38,0.09,30.2,77.18,733.6,189.6,0.97,11-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Aug-2018 - 00:00,38.62,112.17,0.06,33.44,106.19,6.87,1.65,44.87,25.06,46.46,1.06,24.8,0.04,2.52,0.13,29.98,75.4,729.95,234.97,1.25,12-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Aug-2018 - 00:00,31.83,99.71,0.23,31.27,63.72,7.1,1.42,40.61,22.76,35.05,0.91,30.84,0.04,2.25,0.06,30.09,80.09,728.59,197.32,1.03,13-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Aug-2018 - 00:00,33.04,101.56,0.0,31.42,77.74,8.83,1.31,34.35,19.27,33.46,0.84,37.0,0.04,2.23,0.08,30.12,79.65,729.83,169.67,0.9,14-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Aug-2018 - 00:00,51.8,139.85,0.0,32.66,94.54,8.16,1.49,35.25,19.92,37.13,0.89,25.66,0.08,2.28,0.11,30.24,78.25,730.82,135.81,1.12,15-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Aug-2018 - 00:00,40.1,117.9,0.0,32.21,102.53,7.95,1.32,29.45,16.74,37.14,0.82,29.07,0.02,1.66,0.07,30.83,76.93,732.51,175.51,1.49,16-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Aug-2018 - 00:00,38.79,106.03,0.0,32.13,100.62,22.52,1.52,34.33,19.43,34.3,1.0,31.86,0.04,2.22,0.22,31.03,78.12,734.03,110.04,0.97,17-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Aug-2018 - 00:00,29.03,76.11,0.0,32.88,114.67,6.22,1.52,24.48,14.26,32.8,0.88,16.74,0.04,1.84,0.03,31.0,79.58,731.74,114.74,1.71,18-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Aug-2018 - 00:00,32.0,83.82,0.43,31.87,107.09,3.67,1.43,31.12,17.5,34.37,0.93,16.98,0.04,2.04,0.04,30.9,82.49,731.42,133.96,1.52,19-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Aug-2018 - 00:00,52.68,114.9,0.0,30.43,52.58,8.32,1.68,55.29,30.68,34.45,1.44,17.8,0.11,2.79,0.08,30.86,87.81,731.22,165.93,0.84,20-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Aug-2018 - 00:00,70.3,143.57,0.0,32.17,98.16,5.61,1.58,44.72,24.96,45.3,1.53,34.76,0.11,2.85,0.03,30.86,82.11,732.76,158.6,1.12,21-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Aug-2018 - 00:00,26.16,76.35,0.0,32.61,119.52,6.69,1.56,27.93,16.05,33.44,0.83,19.01,0.02,1.61,0.01,30.74,77.96,732.54,129.09,1.46,22-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Aug-2018 - 00:00,28.84,77.28,0.0,32.57,95.15,6.94,1.47,26.55,15.32,30.4,0.88,23.04,0.03,1.79,0.05,30.67,78.97,731.98,150.04,1.51,23-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Aug-2018 - 00:00,85.91,46.02,0.6,30.22,91.5,7.0,1.38,26.22,14.01,30.41,0.97,20.51,0.02,1.69,0.06,30.75,88.23,732.82,217.14,1.57,24-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Aug-2018 - 00:00,120.42,147.69,0.0,33.09,109.6,10.42,2.69,56.72,26.34,46.14,2.2,3.13,0.08,2.69,0.14,30.68,75.96,731.26,242.76,1.01,25-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Aug-2018 - 00:00,21.07,89.21,0.0,31.96,100.33,5.6,1.35,41.51,23.08,38.8,0.71,11.1,0.03,2.52,0.02,30.61,75.5,731.17,252.84,1.38,26-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Aug-2018 - 00:00,20.58,76.21,0.0,31.83,121.1,7.34,1.44,29.62,16.93,34.43,0.63,26.03,0.0,2.14,0.04,30.52,75.75,730.89,180.52,1.68,27-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Aug-2018 - 00:00,18.67,49.64,0.03,30.36,66.08,8.06,1.42,31.83,18.07,31.04,0.98,12.98,0.02,1.81,0.04,30.69,84.27,732.7,91.4,0.93,28-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Aug-2018 - 00:00,24.28,56.11,0.02,30.22,80.91,6.4,1.61,29.02,16.71,30.63,0.87,14.65,4.01,12.39,2.19,30.78,87.81,733.74,112.35,1.39,29-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Aug-2018 - 00:00,28.89,61.95,0.01,29.94,75.17,8.15,1.49,32.02,18.19,30.6,0.87,15.43,1.18,21.23,1.21,31.19,88.43,734.8,137.78,1.32,30-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Aug-2018 - 00:00,45.47,105.4,0.0,32.26,103.75,11.45,1.44,40.58,22.64,30.76,1.13,32.12,1.76,25.91,2.05,31.17,80.36,732.65,227.62,1.09,31-Aug-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Aug-2018 - 00:00,46.08,155.62,0.0,32.26,90.26,7.94,14.9,33.57,28.11,30.0,0.85,27.13,1.24,24.12,1.14,30.54,79.02,732.75,185.96,1.48,01-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Sep-2018 - 00:00,55.85,119.89,0.05,29.28,46.15,15.77,13.99,43.52,34.53,31.61,1.28,50.13,2.41,26.68,2.6,31.03,88.35,734.98,181.88,1.09,02-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Sep-2018 - 00:00,46.29,90.79,0.28,28.16,44.74,8.39,13.26,35.98,29.82,33.09,1.04,39.14,1.75,25.63,1.89,31.46,92.8,734.64,152.13,1.07,03-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Sep-2018 - 00:00,46.04,70.34,0.17,27.8,40.82,8.36,22.3,50.23,44.84,30.06,1.62,14.41,2.22,28.03,3.4,31.45,94.18,735.0,155.07,0.61,04-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Sep-2018 - 00:00,61.0,123.49,0.0,28.98,68.76,9.71,39.25,52.64,59.96,30.45,1.76,39.41,3.02,33.33,4.03,31.35,89.99,735.47,187.26,0.65,05-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Sep-2018 - 00:00,45.19,119.41,0.02,29.58,88.74,8.37,20.16,49.68,42.86,30.55,1.33,31.09,2.36,27.75,2.73,31.34,85.93,734.67,243.3,1.01,06-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Sep-2018 - 00:00,48.53,148.48,0.53,30.71,102.5,13.79,29.71,44.56,47.85,32.27,1.32,37.94,2.22,27.96,3.0,31.14,82.26,734.14,235.98,1.09,07-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Sep-2018 - 00:00,37.96,106.55,0.0,29.67,80.17,13.63,33.16,55.16,56.29,34.89,1.46,35.7,2.37,28.27,3.31,30.82,85.08,736.05,163.51,0.88,08-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Sep-2018 - 00:00,27.96,78.27,0.0,29.67,80.33,26.88,9.44,30.23,23.75,32.85,0.94,14.55,1.06,19.81,0.89,30.43,85.85,736.3,98.27,1.56,09-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Sep-2018 - 00:00,17.52,52.5,0.0,29.54,110.77,8.12,15.67,21.71,23.78,27.41,0.73,16.16,0.61,14.5,0.51,30.55,82.48,737.75,148.58,2.22,10-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Sep-2018 - 00:00,31.04,84.98,0.0,30.09,72.6,9.99,7.55,34.53,24.51,25.86,0.93,21.74,0.89,19.57,0.89,30.65,82.71,739.18,178.84,1.19,11-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Sep-2018 - 00:00,29.74,92.03,0.0,31.01,94.93,6.72,21.53,45.48,41.69,26.61,1.14,27.78,1.48,26.05,1.89,30.48,81.21,738.54,228.34,1.11,12-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Sep-2018 - 00:00,28.0,114.88,0.0,31.84,116.45,6.77,17.08,39.2,34.59,27.04,0.85,24.83,1.14,26.05,1.4,30.26,75.84,735.8,248.27,1.59,13-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Sep-2018 - 00:00,24.05,120.28,0.0,31.86,112.15,10.61,20.12,40.83,38.1,25.71,0.8,21.62,0.95,26.86,0.9,30.31,70.08,735.67,253.09,1.65,14-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Sep-2018 - 00:00,33.23,135.51,0.0,31.66,114.09,9.76,12.52,44.94,34.09,24.29,0.82,33.88,1.05,25.31,1.08,30.37,69.93,738.14,261.01,1.42,15-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Sep-2018 - 00:00,42.59,158.14,0.0,32.03,116.04,12.15,12.61,42.89,33.06,25.44,0.96,37.48,1.74,28.03,1.59,30.32,66.54,739.75,257.58,1.47,16-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Sep-2018 - 00:00,44.99,155.73,0.0,31.85,112.88,10.46,8.41,37.38,26.73,28.3,0.82,36.53,1.56,25.68,1.28,30.27,69.06,738.42,242.54,1.75,17-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Sep-2018 - 00:00,57.12,183.54,0.0,31.74,114.02,14.5,8.03,40.14,27.88,29.32,0.91,36.33,1.85,25.16,1.32,30.28,71.21,737.45,224.25,1.64,18-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Sep-2018 - 00:00,58.19,193.21,0.0,31.95,116.1,14.41,5.44,42.38,26.96,28.79,0.88,37.09,1.83,29.78,1.49,30.15,66.67,737.47,246.88,1.65,19-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Sep-2018 - 00:00,69.12,215.39,0.0,31.96,114.71,26.47,11.8,58.04,40.46,30.97,1.09,84.63,2.52,33.64,2.15,30.22,65.34,737.33,238.6,1.4,20-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Sep-2018 - 00:00,104.58,243.59,0.0,32.44,109.09,26.32,14.71,57.78,42.69,35.58,1.28,72.0,2.39,30.75,2.7,30.33,66.74,737.71,126.62,0.95,21-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Sep-2018 - 00:00,33.62,102.08,0.02,30.03,93.21,10.53,11.14,29.08,24.14,30.07,0.77,25.16,0.91,17.92,0.6,30.4,75.49,740.47,127.88,2.06,22-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Sep-2018 - 00:00,19.02,44.62,0.17,26.86,42.24,10.65,5.57,28.68,19.79,29.45,0.76,16.01,0.73,16.82,0.47,30.62,89.71,740.61,102.92,2.15,23-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Sep-2018 - 00:00,28.77,50.91,0.09,27.58,58.25,8.45,3.15,24.77,15.74,26.6,0.76,18.49,0.66,14.75,0.34,30.47,90.42,740.36,123.43,2.41,24-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Sep-2018 - 00:00,21.29,42.31,0.09,26.31,35.77,4.39,11.1,36.34,28.35,23.81,0.91,18.95,1.19,20.93,1.49,30.56,94.29,738.36,171.45,1.51,25-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Sep-2018 - 00:00,27.73,65.52,0.0,25.32,41.44,3.94,15.26,42.32,34.92,22.8,1.05,21.59,1.57,28.35,1.7,30.56,93.45,739.69,256.25,1.11,26-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Sep-2018 - 00:00,48.99,143.81,0.0,28.62,115.35,10.12,34.22,53.85,56.47,24.56,1.48,40.45,2.49,30.3,2.95,30.45,82.18,739.36,269.98,0.85,27-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Sep-2018 - 00:00,91.66,240.58,0.0,29.87,108.0,12.3,63.65,58.27,82.74,33.31,2.31,72.2,3.85,40.01,6.19,30.51,79.71,740.07,209.89,0.69,28-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Sep-2018 - 00:00,105.42,290.11,0.0,31.29,106.59,11.45,85.44,77.72,110.79,39.3,2.78,74.58,4.45,41.95,7.44,32.63,69.73,740.75,197.11,0.46,29-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Sep-2018 - 00:00,104.6,262.44,0.0,31.47,102.05,25.47,23.96,67.38,55.33,38.84,1.67,82.05,3.48,36.63,4.1,30.66,70.2,741.45,208.97,0.81,30-Sep-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Sep-2018 - 00:00,71.58,182.28,0.0,30.66,109.45,33.71,7.12,47.5,31.06,32.11,1.12,111.41,2.42,26.76,2.05,30.65,68.97,740.92,272.48,1.2,01-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Oct-2018 - 00:00,77.8,221.49,0.0,31.14,110.06,14.08,22.5,62.98,50.73,30.84,1.28,92.15,2.56,30.41,2.7,30.61,65.5,740.68,245.57,0.9,02-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Oct-2018 - 00:00,82.36,242.95,0.0,31.65,106.79,21.38,23.16,67.49,54.73,35.37,1.54,71.95,2.82,31.96,3.26,30.7,63.56,741.35,217.92,0.81,03-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Oct-2018 - 00:00,95.14,265.17,0.0,31.6,102.09,29.56,46.62,72.5,76.46,36.58,1.73,92.14,3.27,30.12,3.54,30.63,59.43,740.72,156.24,0.6,04-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Oct-2018 - 00:00,123.73,316.66,0.0,31.11,84.13,29.95,55.88,73.05,84.3,39.87,2.42,73.41,3.92,35.95,4.84,30.62,63.3,742.14,176.67,0.71,05-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Oct-2018 - 00:00,152.03,333.65,0.0,30.06,126.45,31.76,75.95,73.09,100.63,41.85,2.75,86.43,4.9,39.05,7.56,30.65,68.77,744.27,110.97,0.56,06-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Oct-2018 - 00:00,97.85,295.25,0.0,32.81,113.21,28.68,15.5,88.71,59.6,37.64,1.66,69.37,2.72,29.97,3.31,30.24,50.0,739.98,136.65,0.7,09-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Oct-2018 - 00:00,111.88,300.38,0.0,30.44,104.82,19.61,21.02,68.99,53.78,40.86,1.7,33.68,2.09,23.27,1.79,30.51,61.39,740.09,136.55,1.24,10-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Oct-2018 - 00:00,91.14,238.31,0.0,30.01,93.01,11.61,9.57,57.7,38.47,43.2,1.3,26.32,,,,30.5,69.17,740.58,137.54,1.44,11-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Oct-2018 - 00:00,63.65,186.86,0.0,27.2,77.35,16.93,5.99,47.1,29.92,36.32,0.95,23.15,,,,30.64,69.27,742.52,136.98,1.73,12-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Oct-2018 - 00:00,74.96,197.78,0.0,27.06,99.89,51.82,17.35,64.81,48.57,28.5,1.09,36.32,,,,30.59,57.35,744.46,110.66,0.72,13-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Oct-2018 - 00:00,266.59,435.41,0.0,24.85,70.02,52.49,33.93,87.85,74.3,39.94,1.86,51.17,,,,30.66,65.95,745.32,143.36,0.45,14-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Oct-2018 - 00:00,108.63,332.07,0.0,28.13,21.3,39.46,53.26,112.59,103.19,33.47,1.8,47.57,,,,30.65,51.63,743.1,292.03,0.57,15-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Oct-2018 - 00:00,134.99,330.62,0.0,28.34,95.58,37.31,44.91,93.8,86.4,38.85,1.8,82.66,,,,30.54,56.53,744.12,163.85,0.7,16-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Oct-2018 - 00:00,152.12,379.18,0.0,29.05,79.11,20.33,49.78,106.29,97.01,44.14,2.27,47.41,,,,30.56,59.8,743.72,142.82,0.5,17-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Oct-2018 - 00:00,154.57,387.69,0.0,29.31,94.6,19.4,94.83,93.63,126.9,44.61,2.77,48.57,,,,30.49,56.81,742.34,140.78,0.69,18-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Oct-2018 - 00:00,160.75,394.42,0.0,28.76,84.94,10.92,110.6,91.14,138.39,48.68,3.18,22.99,,,,30.58,61.71,741.76,134.21,0.75,19-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Oct-2018 - 00:00,147.83,353.93,0.0,28.64,80.83,20.29,63.67,92.26,100.85,46.83,2.23,47.18,,,,30.57,58.26,743.35,200.41,0.68,20-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Oct-2018 - 00:00,162.19,323.9,0.0,28.34,86.51,17.22,20.8,82.92,61.01,43.35,1.53,44.87,,,,30.59,48.68,745.71,156.15,0.75,21-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Oct-2018 - 00:00,167.68,338.36,0.0,27.32,81.69,30.79,30.88,90.52,73.26,45.49,1.63,88.31,,,,30.59,50.75,746.4,217.24,0.96,22-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Oct-2018 - 00:00,151.46,306.06,0.0,26.17,83.85,30.53,44.86,108.48,94.18,42.61,1.86,76.6,,,,30.6,53.06,745.62,269.24,0.83,23-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Oct-2018 - 00:00,142.91,331.0,0.0,27.4,86.07,18.0,71.95,113.82,119.04,44.36,2.32,49.66,,,,30.63,51.33,745.0,202.67,0.58,24-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Oct-2018 - 00:00,195.59,406.45,0.0,27.03,71.62,33.47,96.73,117.93,141.36,50.45,3.01,44.22,,,,30.75,56.54,744.94,132.86,0.56,25-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Oct-2018 - 00:00,180.91,366.3,0.0,26.37,79.64,22.64,81.57,105.82,122.6,50.27,2.68,24.6,,,,30.8,59.49,746.4,95.11,0.52,26-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Oct-2018 - 00:00,249.22,468.9,0.0,25.88,68.89,18.74,134.92,104.87,165.48,52.27,3.78,30.91,,,,30.8,59.85,748.3,140.6,0.55,27-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Oct-2018 - 00:00,276.19,525.46,0.0,25.82,63.46,14.51,232.73,111.6,248.57,56.84,5.31,27.15,,,,30.79,65.81,748.5,150.25,0.59,28-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Oct-2018 - 00:00,341.74,553.62,0.0,26.28,81.02,8.19,148.74,91.17,169.42,60.05,4.42,43.76,,,,30.75,64.27,747.94,169.15,0.81,29-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Oct-2018 - 00:00,354.54,577.47,0.0,26.24,67.93,15.28,143.91,88.13,163.88,61.17,4.29,65.48,,,,30.69,64.56,747.21,144.9,0.58,30-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Oct-2018 - 00:00,341.17,555.37,0.0,26.07,57.34,8.88,158.36,84.97,169.01,61.43,4.39,51.83,,,,30.61,67.62,747.12,102.95,0.5,31-Oct-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Oct-2018 - 00:00,204.47,394.46,0.0,25.72,65.4,6.07,124.2,78.41,142.18,67.41,3.05,43.24,,,,30.75,68.36,747.66,96.59,0.51,01-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Nov-2018 - 00:00,232.53,413.7,0.0,25.6,63.59,7.43,173.95,87.24,187.82,71.84,4.56,35.62,,,,30.56,68.59,746.53,92.55,0.48,02-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Nov-2018 - 00:00,192.16,341.41,0.0,26.0,64.77,4.47,39.68,91.03,80.67,67.09,2.07,20.15,,,,30.37,63.72,744.91,123.89,0.74,03-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Nov-2018 - 00:00,143.77,260.09,0.0,25.67,64.72,4.69,14.44,76.46,52.41,62.2,1.36,19.28,,,,30.39,66.64,743.86,119.27,1.69,04-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Nov-2018 - 00:00,99.11,166.55,0.0,24.56,73.51,7.34,8.98,70.04,44.56,55.07,1.0,20.54,,,,30.41,64.59,745.33,186.03,1.57,05-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Nov-2018 - 00:00,421.6,533.49,0.0,22.71,58.53,7.92,20.47,92.51,65.84,62.29,2.26,15.65,,,,30.63,70.78,745.79,267.94,1.11,06-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Nov-2018 - 00:00,176.69,301.1,0.0,23.61,78.58,10.35,17.42,90.94,62.53,49.07,1.4,18.61,,,,30.61,48.9,746.17,265.51,1.76,07-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Nov-2018 - 00:00,244.82,297.74,0.0,22.9,87.49,26.73,53.93,76.5,84.54,40.0,1.84,43.56,,,,30.68,46.5,746.85,247.29,1.07,08-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Nov-2018 - 00:00,748.09,643.93,0.0,21.87,63.69,34.41,121.1,103.15,153.32,63.98,3.37,32.33,,,,30.64,59.55,747.04,137.21,0.44,09-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Nov-2018 - 00:00,316.59,470.06,0.0,22.93,74.59,17.45,87.52,105.75,127.4,65.35,3.23,39.54,,,,30.54,61.8,745.29,205.83,0.47,10-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Nov-2018 - 00:00,303.0,491.5,0.0,22.57,65.38,16.46,134.85,118.97,172.9,70.1,3.78,30.3,,,,30.62,68.08,746.11,161.1,0.5,11-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Nov-2018 - 00:00,299.58,483.7,0.0,23.83,71.35,11.78,93.76,120.26,140.2,68.81,3.69,34.94,,,,30.46,65.6,746.48,146.0,0.59,12-Nov-2018 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
