from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,RH,WS,WD,VWS,RF,SR,BP,to date,station
10-May-2018 - 00:00,13.64,5.4,19.03,26.56,0.46,1.19,12.85,75.65,102.28,16.69,89.01,0.88,168.62,0.05,1.92,65.94,991.83,11-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-May-2018 - 00:00,27.62,5.78,33.4,30.79,1.34,0.97,34.98,53.14,81.9,6.0,80.52,0.9,88.09,-0.27,0.07,43.88,989.4,12-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-May-2018 - 00:00,29.84,5.98,35.82,26.98,3.57,1.13,48.92,52.22,75.19,7.41,71.37,0.75,65.31,-0.32,0.0,231.58,991.34,13-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-May-2018 - 00:00,25.86,6.25,32.11,28.24,2.7,1.14,30.89,46.7,65.23,7.0,76.62,0.74,90.96,-0.32,0.0,195.08,990.21,14-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-May-2018 - 00:00,29.74,5.73,35.47,23.91,4.91,1.16,57.09,35.82,64.12,12.88,68.03,0.87,148.64,-0.33,0.0,242.62,992.51,15-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-May-2018 - 00:00,15.4,6.23,21.62,17.1,2.29,1.05,50.95,52.93,70.17,4.52,63.52,0.76,179.79,-0.33,0.0,211.44,989.04,16-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-May-2018 - 00:00,16.96,7.45,24.41,11.58,1.17,1.05,27.99,38.42,57.09,10.7,83.54,0.74,123.19,-0.33,0.05,165.7,988.3,17-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-May-2018 - 00:00,20.95,7.45,28.38,12.04,3.51,1.12,46.39,46.69,82.2,6.35,74.81,0.65,63.15,-0.33,0.0,256.26,989.41,18-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-May-2018 - 00:00,22.12,6.89,28.95,18.33,1.9,1.27,35.74,59.95,92.4,12.67,80.2,0.68,142.89,-0.34,0.06,207.5,987.69,19-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-May-2018 - 00:00,26.69,6.05,32.74,25.27,3.03,1.2,51.89,51.25,90.85,5.52,72.29,0.67,80.67,-0.32,0.0,555.24,988.0,20-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-May-2018 - 00:00,42.98,6.07,49.02,23.16,3.77,1.04,39.16,90.47,82.08,9.52,75.7,0.85,159.71,-0.35,0.0,294.17,988.81,21-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-May-2018 - 00:00,31.37,5.59,36.96,23.06,4.22,1.26,58.56,58.6,110.83,7.45,64.73,0.71,141.3,-0.35,0.0,348.39,988.51,22-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-May-2018 - 00:00,21.42,6.03,27.45,25.13,1.6,1.13,37.65,46.79,88.78,5.04,77.45,0.7,125.89,-0.34,0.0,367.14,988.62,23-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-May-2018 - 00:00,15.33,5.68,21.01,23.8,1.84,1.35,50.93,44.42,64.78,4.51,74.32,0.68,157.12,-0.2,0.0,246.6,988.48,24-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-May-2018 - 00:00,10.96,5.66,16.62,24.98,1.44,1.21,38.53,31.98,47.1,4.0,74.03,0.72,177.39,0.0,0.0,268.67,987.05,25-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-May-2018 - 00:00,15.06,5.83,20.89,24.84,1.39,1.19,34.12,31.81,52.89,5.86,73.42,0.89,165.46,0.0,0.0,212.41,986.54,26-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-May-2018 - 00:00,18.04,5.52,23.56,23.56,1.76,1.18,50.96,34.47,59.84,6.83,68.16,0.77,188.85,0.01,0.0,139.79,986.66,27-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-May-2018 - 00:00,12.82,5.57,18.39,24.53,1.49,1.12,34.18,29.23,45.05,6.01,69.63,0.92,194.99,0.01,0.0,161.67,986.99,28-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-May-2018 - 00:00,12.05,6.05,18.09,22.52,1.58,1.08,40.24,30.77,52.46,5.09,67.04,0.75,175.93,-0.0,0.0,619.38,985.06,29-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-May-2018 - 00:00,29.2,6.53,35.68,21.35,2.81,1.01,40.75,37.13,56.31,15.11,73.38,0.71,85.71,-0.0,0.0,,985.31,30-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
30-May-2018 - 00:00,27.89,7.01,34.9,21.76,1.58,0.87,24.52,45.95,80.04,6.01,74.65,0.69,119.45,0.01,0.0,,985.63,31-May-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
31-May-2018 - 00:00,23.07,6.35,29.42,21.32,3.74,1.27,55.62,38.29,70.73,5.29,63.74,0.81,148.21,-0.01,0.0,,987.62,01-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
01-Jun-2018 - 00:00,24.4,6.35,30.71,20.64,1.73,1.16,30.81,38.05,67.49,7.78,84.01,0.67,118.31,-0.01,0.29,,990.25,02-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Jun-2018 - 00:00,24.61,6.58,31.16,19.97,1.64,1.02,34.07,31.55,52.63,6.3,81.67,0.65,146.55,-0.0,0.0,,989.49,03-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Jun-2018 - 00:00,31.48,6.51,37.99,19.44,3.79,1.31,58.09,34.05,68.48,8.04,72.05,0.69,154.04,-0.01,0.0,,986.23,04-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Jun-2018 - 00:00,32.94,6.49,39.42,19.25,2.85,1.24,40.51,36.68,78.59,6.76,76.24,0.79,78.2,-0.01,0.0,,986.3,05-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Jun-2018 - 00:00,28.56,6.41,35.0,19.84,2.37,1.14,28.66,46.15,80.61,13.13,78.72,0.68,123.59,-0.04,0.0,,988.68,06-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Jun-2018 - 00:00,20.4,6.42,26.84,20.77,2.06,1.1,32.09,33.7,65.26,5.58,70.85,0.62,128.81,-0.14,0.0,,988.69,07-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Jun-2018 - 00:00,14.37,6.63,20.99,22.0,1.09,1.1,22.04,26.85,47.52,5.32,74.98,0.65,173.54,-0.15,0.06,,985.47,08-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Jun-2018 - 00:00,28.54,7.48,36.02,19.49,1.26,1.11,20.05,38.27,70.19,15.58,78.25,0.75,181.79,-0.11,0.0,,983.28,09-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Jun-2018 - 00:00,45.12,7.55,52.66,19.76,0.98,1.85,1.98,50.0,83.63,10.3,94.54,0.84,178.1,-0.02,0.05,,981.57,10-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
10-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,11-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Jun-2018 - 00:00,23.0,6.53,29.5,11.45,0.81,1.25,30.07,23.54,63.82,10.24,70.85,0.95,179.6,-0.12,0.45,,977.23,12-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Jun-2018 - 00:00,24.43,6.63,31.06,11.41,0.57,1.19,21.04,40.28,65.49,13.37,83.04,0.74,190.27,-0.15,0.0,,977.73,13-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Jun-2018 - 00:00,25.57,6.53,32.1,17.64,0.86,0.97,34.39,41.55,88.19,6.87,64.08,1.18,216.55,-0.09,0.0,,978.35,14-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Jun-2018 - 00:00,25.69,6.65,32.35,23.99,1.41,1.25,38.83,62.73,117.39,11.71,61.46,0.99,246.44,-0.14,0.06,,979.65,15-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Jun-2018 - 00:00,30.7,6.16,36.86,22.04,3.74,0.24,62.6,67.85,141.95,8.51,38.06,1.07,248.6,-0.03,0.0,,981.94,16-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Jun-2018 - 00:00,28.7,6.29,34.99,24.4,2.06,1.39,39.21,66.31,129.3,7.0,56.3,0.87,208.59,-0.05,0.0,,983.26,17-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Jun-2018 - 00:00,32.8,6.4,39.2,24.39,2.02,1.36,46.42,55.7,104.82,7.71,52.41,0.76,179.58,-0.06,0.0,,983.21,18-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Jun-2018 - 00:00,28.33,6.57,34.82,24.39,2.34,1.57,49.25,56.96,111.02,10.56,51.02,0.97,237.24,6.03,0.0,,982.85,19-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Jun-2018 - 00:00,31.13,6.39,37.52,25.77,3.02,1.26,60.47,44.66,88.78,6.86,53.07,0.86,199.93,9.57,0.0,,983.67,20-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Jun-2018 - 00:00,23.4,6.36,30.2,29.45,0.66,1.16,35.59,37.91,93.19,7.2,77.43,0.76,149.53,-0.34,0.19,,985.83,21-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Jun-2018 - 00:00,16.96,6.15,23.1,28.86,1.36,1.23,33.25,17.94,46.73,5.86,66.39,0.73,174.37,-0.36,0.05,,985.52,22-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Jun-2018 - 00:00,11.97,6.17,18.01,26.71,4.94,0.72,47.85,43.95,60.03,4.18,57.09,0.67,150.2,-0.33,0.0,,985.13,23-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Jun-2018 - 00:00,8.38,6.64,15.01,28.94,2.02,1.09,27.78,24.59,41.72,3.47,87.63,0.7,193.48,-0.38,0.0,,984.81,24-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,25-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Jun-2018 - 00:00,26.84,6.6,33.37,26.23,2.46,0.8,25.07,38.58,65.31,8.31,86.79,0.95,184.63,-0.33,1.96,,982.51,26-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Jun-2018 - 00:00,19.11,6.7,25.81,24.73,2.84,1.03,25.0,24.42,37.57,9.24,93.98,0.82,217.59,-0.35,0.0,,983.55,27-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,28-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-Jun-2018 - 00:00,7.91,6.33,14.18,16.97,1.03,0.5,22.13,25.5,41.26,5.38,63.84,0.74,172.94,-0.33,0.0,,985.73,30-Jun-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
30-Jun-2018 - 00:00,16.25,6.55,22.78,26.4,2.73,1.22,27.61,52.61,54.58,6.16,74.91,0.89,215.5,-0.38,0.0,,986.05,01-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
01-Jul-2018 - 00:00,20.98,6.38,28.5,23.93,2.39,1.23,16.7,728.61,54.56,7.53,81.02,0.72,194.49,-0.33,0.0,,985.4,02-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Jul-2018 - 00:00,19.33,6.61,25.93,24.37,1.94,1.13,42.03,21.76,53.74,7.33,75.81,0.97,212.41,-0.4,0.06,,984.88,03-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Jul-2018 - 00:00,22.32,7.26,29.56,23.67,2.38,1.25,24.34,34.52,53.19,7.43,80.52,1.02,231.5,-0.47,0.01,,984.06,04-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Jul-2018 - 00:00,27.13,7.31,34.44,23.61,2.97,1.32,20.0,26.64,50.06,7.62,86.19,0.95,238.02,-0.46,0.47,,983.92,05-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Jul-2018 - 00:00,22.48,6.93,29.46,24.15,3.31,1.3,13.15,25.49,40.62,8.54,95.17,0.68,186.65,-0.43,0.81,,984.42,06-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Jul-2018 - 00:00,23.04,7.29,30.32,24.77,2.54,1.22,27.24,35.06,62.83,7.83,82.82,0.7,191.42,-0.38,0.0,,983.57,07-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Jul-2018 - 00:00,21.56,6.58,28.14,23.54,3.12,1.11,26.69,36.5,68.14,8.75,79.94,0.6,179.06,-0.47,0.0,,982.73,08-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Jul-2018 - 00:00,16.45,6.46,22.91,23.81,3.27,1.03,21.53,21.75,33.27,7.98,80.62,0.68,69.5,-0.46,0.01,,982.3,09-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Jul-2018 - 00:00,17.07,6.6,23.68,24.12,2.77,1.13,19.31,20.79,46.8,6.74,87.31,0.62,128.05,-0.47,0.06,,982.89,10-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
10-Jul-2018 - 00:00,15.72,6.78,22.49,23.63,2.41,1.16,13.0,31.49,47.22,6.55,89.94,0.58,140.69,-0.47,0.15,,983.55,11-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Jul-2018 - 00:00,27.22,7.26,34.48,22.09,2.53,1.24,10.81,21.38,69.26,8.59,81.97,0.5,141.3,-0.43,0.01,,982.5,12-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Jul-2018 - 00:00,12.26,7.01,19.28,20.63,2.23,1.12,30.99,4.71,34.43,4.78,82.65,0.68,110.73,-0.36,0.0,,982.06,13-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Jul-2018 - 00:00,24.04,6.19,30.23,11.3,1.87,0.86,29.39,26.34,53.36,3.36,57.33,0.78,128.42,-0.25,0.0,,981.0,14-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Jul-2018 - 00:00,,,,,2.56,1.02,9.45,26.51,40.94,8.25,86.13,0.59,154.88,-0.36,0.04,,982.68,15-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Jul-2018 - 00:00,,,,,3.16,1.01,13.19,18.43,27.38,7.38,87.83,0.67,98.23,-0.33,0.3,,981.13,16-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Jul-2018 - 00:00,10.3,6.76,17.05,22.76,3.05,1.01,13.9,6.11,20.4,5.55,89.42,0.71,70.14,-0.33,0.06,,980.71,17-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Jul-2018 - 00:00,13.44,6.62,20.05,21.78,3.25,1.11,18.86,0.0,25.82,6.48,85.27,0.62,125.32,-0.33,0.01,,981.46,18-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Jul-2018 - 00:00,17.38,6.9,24.27,21.5,2.81,1.16,13.17,0.0,41.55,6.78,87.21,0.6,128.4,-0.33,0.08,,983.1,19-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Jul-2018 - 00:00,19.6,7.5,27.1,21.86,2.39,1.22,14.23,0.0,47.81,7.22,81.64,0.63,144.34,-0.32,0.0,,982.51,20-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Jul-2018 - 00:00,34.7,9.03,43.73,20.76,2.8,1.35,14.85,0.0,78.15,19.27,80.76,0.82,199.69,-0.32,0.0,,980.92,21-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Jul-2018 - 00:00,11.36,6.56,17.92,21.48,2.4,0.89,13.47,0.0,30.73,5.1,86.6,0.95,67.38,3.87,0.0,,980.47,22-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Jul-2018 - 00:00,4.27,6.14,10.28,21.73,2.3,0.91,15.83,0.0,12.07,6.33,97.65,0.94,89.29,14.84,0.0,,978.98,23-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Jul-2018 - 00:00,11.5,7.47,18.93,23.68,2.73,1.13,9.23,0.0,22.08,7.59,92.65,0.67,167.08,14.69,0.0,,982.89,24-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Jul-2018 - 00:00,17.3,7.15,24.41,23.04,3.52,1.14,12.37,0.0,29.46,7.43,85.07,0.84,213.62,14.84,0.0,,984.87,25-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Jul-2018 - 00:00,17.65,7.43,25.03,22.06,23.12,1.16,13.38,0.0,36.35,6.1,81.76,0.79,217.52,14.38,0.0,,984.47,26-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Jul-2018 - 00:00,20.89,7.58,28.47,22.64,2.66,1.17,5.49,0.0,30.31,9.44,98.59,0.63,185.65,14.84,0.0,,984.93,27-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Jul-2018 - 00:00,22.02,7.71,29.73,22.34,2.61,1.08,12.73,2.27,24.52,8.17,90.5,0.73,269.54,14.07,0.01,,984.09,28-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,30-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
30-Jul-2018 - 00:00,18.43,6.37,25.75,22.45,,0.68,,16.17,115.41,10.54,75.39,0.85,249.19,13.27,0.0,,983.02,31-Jul-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
31-Jul-2018 - 00:00,24.71,8.1,32.8,24.72,,0.99,,1.63,77.12,10.06,86.06,0.75,251.59,14.51,0.0,,983.16,01-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
01-Aug-2018 - 00:00,30.6,3.13,38.49,30.47,5.81,1.25,15.78,16.23,53.2,3.9,88.43,0.77,248.38,7.91,0.0,,983.52,02-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Aug-2018 - 00:00,21.84,5.06,28.72,26.08,5.91,1.18,21.88,20.86,41.29,3.44,85.37,1.0,225.0,0.83,0.08,,984.66,03-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Aug-2018 - 00:00,27.45,7.45,34.89,18.79,5.11,0.94,19.04,29.96,53.05,5.84,87.21,0.78,248.79,0.74,0.03,,984.82,04-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Aug-2018 - 00:00,21.64,8.1,29.74,9.48,5.5,1.24,15.51,43.24,67.86,9.63,86.09,0.69,278.89,0.72,0.01,,984.5,05-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Aug-2018 - 00:00,14.58,9.09,23.67,9.86,3.65,1.19,18.1,44.84,68.54,9.97,87.11,0.76,264.68,0.71,1.39,,984.43,06-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Aug-2018 - 00:00,22.11,8.33,30.42,10.81,2.43,1.33,13.98,31.07,47.11,9.64,97.51,0.74,226.91,0.72,1.16,,983.08,07-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Aug-2018 - 00:00,11.79,6.72,18.5,11.86,3.16,1.06,18.13,20.62,30.16,6.29,89.35,0.63,115.8,0.72,0.03,,982.83,08-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Aug-2018 - 00:00,14.24,6.54,20.76,11.89,3.88,1.04,19.18,20.11,40.19,6.42,86.96,0.56,109.48,0.72,0.07,,984.55,09-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Aug-2018 - 00:00,14.82,6.49,21.25,11.92,3.29,1.08,17.14,29.83,48.61,,87.84,0.61,115.09,0.82,0.34,,987.1,10-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
10-Aug-2018 - 00:00,6.39,6.72,13.05,12.06,1.58,1.15,22.78,21.23,44.89,3.45,84.37,0.62,166.93,0.82,0.01,,986.1,11-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Aug-2018 - 00:00,14.55,7.33,20.88,12.18,2.23,1.12,17.46,32.29,46.04,4.9,81.98,0.68,181.65,0.82,0.0,,983.68,12-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Aug-2018 - 00:00,8.49,6.59,14.95,12.27,2.79,0.92,14.45,21.83,41.49,3.73,85.32,0.64,176.97,0.82,0.0,,982.67,13-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Aug-2018 - 00:00,13.5,6.78,20.15,12.18,2.9,1.08,21.13,23.44,42.1,4.28,77.29,0.54,124.92,0.82,0.66,,982.53,14-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Aug-2018 - 00:00,18.72,6.25,25.45,12.25,1.56,1.27,14.6,23.63,34.16,7.58,89.8,0.85,89.78,0.83,0.03,,982.35,15-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Aug-2018 - 00:00,7.41,6.76,14.11,12.32,2.92,0.97,13.76,12.97,23.67,6.1,88.59,0.54,94.19,0.83,0.23,,984.08,16-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Aug-2018 - 00:00,10.97,6.96,17.89,12.33,3.36,1.05,12.78,14.56,21.85,4.74,88.0,0.6,133.55,0.82,0.1,,985.51,17-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Aug-2018 - 00:00,12.29,6.72,19.0,12.43,4.21,1.0,15.42,31.21,46.58,5.09,85.41,0.62,134.44,0.83,0.08,,984.47,18-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Aug-2018 - 00:00,24.55,7.88,32.38,12.44,3.51,1.58,28.84,35.54,69.87,13.09,79.27,0.6,142.01,0.82,0.03,,982.03,19-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Aug-2018 - 00:00,18.57,7.18,25.72,12.7,2.22,1.26,14.99,38.7,65.65,6.88,88.87,0.64,134.69,0.81,0.07,,982.34,20-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Aug-2018 - 00:00,7.89,6.73,14.65,12.65,3.29,1.02,17.5,12.51,22.19,3.85,88.98,0.6,96.44,0.83,0.13,,983.84,21-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Aug-2018 - 00:00,11.64,7.13,18.73,12.39,3.88,0.56,1.79,17.97,29.31,3.45,72.45,0.61,176.78,0.65,0.0,,984.36,22-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Aug-2018 - 00:00,7.45,6.58,13.98,12.06,1.96,1.1,14.37,24.78,44.41,4.33,87.69,0.63,167.06,0.72,0.04,,984.58,23-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Aug-2018 - 00:00,32.21,7.09,39.24,11.79,0.52,1.22,8.29,37.91,59.51,5.12,85.67,0.63,216.99,0.77,0.19,,984.87,24-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Aug-2018 - 00:00,24.15,6.42,30.55,12.02,1.16,1.16,75.32,30.96,56.41,3.87,87.3,0.59,166.94,0.81,0.0,,984.47,25-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,26-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,27-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Aug-2018 - 00:00,11.27,6.62,17.88,11.72,3.14,1.14,47.66,12.86,25.69,4.9,86.86,0.58,70.76,0.72,0.16,,984.01,28-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Aug-2018 - 00:00,12.74,6.59,17.07,11.55,3.01,1.16,40.66,18.06,28.6,9.81,92.53,0.48,126.87,0.72,0.05,,985.89,29-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-Aug-2018 - 00:00,0.25,6.35,1.43,11.68,3.07,1.09,62.93,23.74,45.27,7.81,88.18,0.54,154.4,0.72,0.01,,987.03,30-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
30-Aug-2018 - 00:00,0.22,5.83,1.35,11.84,3.43,1.21,53.99,24.81,51.7,10.72,90.39,0.67,189.06,0.72,1.18,,985.43,31-Aug-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
31-Aug-2018 - 00:00,14.27,3.62,16.33,8.92,2.88,1.29,37.2,23.29,41.76,16.1,89.41,0.62,114.39,0.72,0.04,,985.76,01-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
01-Sep-2018 - 00:00,14.4,3.36,17.54,11.43,2.72,1.06,34.2,35.86,45.62,1.62,80.13,0.64,167.83,0.84,0.03,,987.05,02-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Sep-2018 - 00:00,14.64,3.38,17.99,11.65,2.58,0.98,16.56,20.34,37.38,2.38,91.63,0.58,144.7,0.8,1.18,,986.75,03-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Sep-2018 - 00:00,5.91,3.78,9.5,14.93,3.4,1.05,23.79,13.86,32.8,3.37,71.84,0.67,176.33,0.77,0.0,,986.36,04-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Sep-2018 - 00:00,,,,,3.05,1.57,14.07,43.7,60.04,5.84,89.28,0.69,204.12,0.82,0.1,,986.84,05-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Sep-2018 - 00:00,,,,,2.62,1.2,14.17,34.17,44.88,5.92,93.19,0.85,149.78,0.82,0.69,,985.62,06-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Sep-2018 - 00:00,,,,,2.9,0.7,16.94,13.09,21.19,1.98,92.18,0.73,110.7,0.46,0.02,,984.48,07-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Sep-2018 - 00:00,,,,,2.52,0.44,19.55,22.65,37.32,1.49,92.96,0.63,137.81,0.03,0.16,,987.34,08-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Sep-2018 - 00:00,,,,,2.64,0.44,16.66,39.18,73.4,1.67,86.46,0.67,156.1,0.04,0.01,,990.13,09-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Sep-2018 - 00:00,,,,,2.17,0.33,13.14,23.58,47.03,0.98,95.23,0.61,198.1,0.04,0.0,,990.74,10-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
